commentId,comment,classification,comment_processed,word_phrase_list,nice,renovate,examination,examination room,room,similarity_score
61979,She's very nice and courteous,0,nice courteous,"['nice', 'nice courteous', 'courteous']",1,0,0,0,0,0.1
87005,and plenty of reading material in the waiting room.,0,plenty read material wait room,"['plenty', 'plenty read', 'plenty read material', 'plenty read material wait', 'plenty read material wait room', 'read', 'read material', 'read material wait', 'read material wait room', 'material', 'material wait', 'material wait room', 'wait', 'wait room', 'room']",0,0,0,0,1,0.1
99664,from the moment I was referred to the office till the vera last appointment this office has been nothing but niice to us!.,0,moment refer office till vera appointment office nice,"['moment', 'moment refer', 'moment refer office', 'moment refer office till', 'moment refer office till vera', 'moment refer office till vera appointment', 'moment refer office till vera appointment office', 'moment refer office till vera appointment office nice', 'refer', 'refer office', 'refer office till', 'refer office till vera', 'refer office till vera appointment', 'refer office till vera appointment office', 'refer office till vera appointment office nice', 'office', 'office till', 'office till vera', 'office till vera appointment', 'office till vera appointment office', 'office till vera appointment office nice', 'till', 'till vera', 'till vera appointment', 'till vera appointment office', 'till vera appointment office nice', 'vera', 'vera appointment', 'vera appointment office', 'vera appointment office nice', 'appointment', 'appointment office', 'appointment office nice', 'office', 'office nice', 'nice']",1,0,0,0,0,0.1
188833,"After questioning, I received a cursory exam to include a blood draw whose results i have",1,question receive nursery examination include blood draw result,"['question', 'question receive', 'question receive nursery', 'question receive nursery examination', 'question receive nursery examination include', 'question receive nursery examination include blood', 'question receive nursery examination include blood draw', 'question receive nursery examination include blood draw result', 'receive', 'receive nursery', 'receive nursery examination', 'receive nursery examination include', 'receive nursery examination include blood', 'receive nursery examination include blood draw', 'receive nursery examination include blood draw result', 'nursery', 'nursery examination', 'nursery examination include', 'nursery examination include blood', 'nursery examination include blood draw', 'nursery examination include blood draw result', 'examination', 'examination include', 'examination include blood', 'examination include blood draw', 'examination include blood draw result', 'include', 'include blood', 'include blood draw', 'include blood draw result', 'blood', 'blood draw', 'blood draw result', 'draw', 'draw result', 'result']",0,0,1,0,0,0.1
57689,A little less waiting time in the waiting room would be nice.,1,little wait time wait room nice,"['little', 'little wait', 'little wait time', 'little wait time wait', 'little wait time wait room', 'little wait time wait room nice', 'wait', 'wait time', 'wait time wait', 'wait time wait room', 'wait time wait room nice', 'time', 'time wait', 'time wait room', 'time wait room nice', 'wait', 'wait room', 'wait room nice', 'room', 'room nice', 'nice']",1,0,0,0,1,0.2
173878,"Tried to tell me and other patients in the waiting room, (which has the hardest chairs imaginable",1,try tell patient wait room hard chair conceivable,"['try', 'try tell', 'try tell patient', 'try tell patient wait', 'try tell patient wait room', 'try tell patient wait room hard', 'try tell patient wait room hard chair', 'try tell patient wait room hard chair conceivable', 'tell', 'tell patient', 'tell patient wait', 'tell patient wait room', 'tell patient wait room hard', 'tell patient wait room hard chair', 'tell patient wait room hard chair conceivable', 'patient', 'patient wait', 'patient wait room', 'patient wait room hard', 'patient wait room hard chair', 'patient wait room hard chair conceivable', 'wait', 'wait room', 'wait room hard', 'wait room hard chair', 'wait room hard chair conceivable', 'room', 'room hard', 'room hard chair', 'room hard chair conceivable', 'hard', 'hard chair', 'hard chair conceivable', 'chair', 'chair conceivable', 'conceivable']",0,0,0,0,1,0.1
98038,for a spot on My ear and was very nice and put My mind to ease.,0,spot ear nice mind ease,"['spot', 'spot ear', 'spot ear nice', 'spot ear nice mind', 'spot ear nice mind ease', 'ear', 'ear nice', 'ear nice mind', 'ear nice mind ease', 'nice', 'nice mind', 'nice mind ease', 'mind', 'mind ease', 'ease']",1,0,0,0,0,0.1
61510,She's a nice person to talk to and when she is talking to you about your health condition she is very nice about it.,0,nice person talk talk health condition nice,"['nice', 'nice person', 'nice person talk', 'nice person talk talk', 'nice person talk talk health', 'nice person talk talk health condition', 'nice person talk talk health condition nice', 'person', 'person talk', 'person talk talk', 'person talk talk health', 'person talk talk health condition', 'person talk talk health condition nice', 'talk', 'talk talk', 'talk talk health', 'talk talk health condition', 'talk talk health condition nice', 'talk', 'talk health', 'talk health condition', 'talk health condition nice', 'health', 'health condition', 'health condition nice', 'condition', 'condition nice', 'nice']",1,0,0,0,0,0.1
63895,The fact that he came into the waiting room to bring me into the office for my appointment.,0,fact come wait room bring office appointment,"['fact', 'fact come', 'fact come wait', 'fact come wait room', 'fact come wait room bring', 'fact come wait room bring office', 'fact come wait room bring office appointment', 'come', 'come wait', 'come wait room', 'come wait room bring', 'come wait room bring office', 'come wait room bring office appointment', 'wait', 'wait room', 'wait room bring', 'wait room bring office', 'wait room bring office appointment', 'room', 'room bring', 'room bring office', 'room bring office appointment', 'bring', 'bring office', 'bring office appointment', 'office', 'office appointment', 'appointment']",0,0,0,0,1,0.1
67496,I think there is a lot of room for improvement.,1,think lot room improvement,"['think', 'think lot', 'think lot room', 'think lot room improvement', 'lot', 'lot room', 'lot room improvement', 'room', 'room improvement', 'improvement']",0,0,0,0,1,0.1
123961,"However, on the good side, my breasts are a really nice shape and look great in clothes.",0,good breast nice shape look great clothe,"['good', 'good breast', 'good breast nice', 'good breast nice shape', 'good breast nice shape look', 'good breast nice shape look great', 'good breast nice shape look great clothe', 'breast', 'breast nice', 'breast nice shape', 'breast nice shape look', 'breast nice shape look great', 'breast nice shape look great clothe', 'nice', 'nice shape', 'nice shape look', 'nice shape look great', 'nice shape look great clothe', 'shape', 'shape look', 'shape look great', 'shape look great clothe', 'look', 'look great', 'look great clothe', 'great', 'great clothe', 'clothe']",1,0,0,0,0,0.1
118234,The nurses are the nicest people I've ever met and are so good at what they do.,0,nurse nice people meet good,"['nurse', 'nurse nice', 'nurse nice people', 'nurse nice people meet', 'nurse nice people meet good', 'nice', 'nice people', 'nice people meet', 'nice people meet good', 'people', 'people meet', 'people meet good', 'meet', 'meet good', 'good']",1,0,0,0,0,0.1
145984,He comes in the room with a small case of toys to interest them while he talks to the parents.,0,come room small case toy interest talk parent,"['come', 'come room', 'come room small', 'come room small case', 'come room small case toy', 'come room small case toy interest', 'come room small case toy interest talk', 'come room small case toy interest talk parent', 'room', 'room small', 'room small case', 'room small case toy', 'room small case toy interest', 'room small case toy interest talk', 'room small case toy interest talk parent', 'small', 'small case', 'small case toy', 'small case toy interest', 'small case toy interest talk', 'small case toy interest talk parent', 'case', 'case toy', 'case toy interest', 'case toy interest talk', 'case toy interest talk parent', 'toy', 'toy interest', 'toy interest talk', 'toy interest talk parent', 'interest', 'interest talk', 'interest talk parent', 'talk', 'talk parent', 'parent']",0,0,0,0,1,0.1
133215,I was in and out with only a short wait in the waiting room.,0,short wait wait room,"['short', 'short wait', 'short wait wait', 'short wait wait room', 'wait', 'wait wait', 'wait wait room', 'wait', 'wait room', 'room']",0,0,0,0,1,0.1
178782,"The hygienist rooms are themed, like the Harley Davidson motorcycle room!",0,hygienic room theme like room,"['hygienic', 'hygienic room', 'hygienic room theme', 'hygienic room theme like', 'hygienic room theme like room', 'room', 'room theme', 'room theme like', 'room theme like room', 'theme', 'theme like', 'theme like room', 'like', 'like room', 'room']",0,0,0,0,1,0.1
119899,Everyone at Elite Smiles is so nice.,0,elite smile nice,"['elite', 'elite smile', 'elite smile nice', 'smile', 'smile nice', 'nice']",1,0,0,0,0,0.1
156440,"and lumps from the damage of liposuction. ""Celebrity arms"" Pff the name sounds nice unfortunately the outcome is poor.",1,lump damage liposuction celebrity arm sound nice unfortunately result poor,"['lump', 'lump damage', 'lump damage liposuction', 'lump damage liposuction celebrity', 'lump damage liposuction celebrity arm', 'lump damage liposuction celebrity arm sound', 'lump damage liposuction celebrity arm sound nice', 'lump damage liposuction celebrity arm sound nice unfortunately', 'lump damage liposuction celebrity arm sound nice unfortunately result', 'lump damage liposuction celebrity arm sound nice unfortunately result poor', 'damage', 'damage liposuction', 'damage liposuction celebrity', 'damage liposuction celebrity arm', 'damage liposuction celebrity arm sound', 'damage liposuction celebrity arm sound nice', 'damage liposuction celebrity arm sound nice unfortunately', 'damage liposuction celebrity arm sound nice unfortunately result', 'damage liposuction celebrity arm sound nice unfortunately result poor', 'liposuction', 'liposuction celebrity', 'liposuction celebrity arm', 'liposuction celebrity arm sound', 'liposuction celebrity arm sound nice', 'liposuction celebrity arm sound nice unfortunately', 'liposuction celebrity arm sound nice unfortunately result', 'liposuction celebrity arm sound nice unfortunately result poor', 'celebrity', 'celebrity arm', 'celebrity arm sound', 'celebrity arm sound nice', 'celebrity arm sound nice unfortunately', 'celebrity arm sound nice unfortunately result', 'celebrity arm sound nice unfortunately result poor', 'arm', 'arm sound', 'arm sound nice', 'arm sound nice unfortunately', 'arm sound nice unfortunately result', 'arm sound nice unfortunately result poor', 'sound', 'sound nice', 'sound nice unfortunately', 'sound nice unfortunately result', 'sound nice unfortunately result poor', 'nice', 'nice unfortunately', 'nice unfortunately result', 'nice unfortunately result poor', 'unfortunately', 'unfortunately result', 'unfortunately result poor', 'result', 'result poor', 'poor']",1,0,0,0,0,0.1
103249,I even had light spotting after the exam which has never happened before.I returned a month later to get an IUD insertion.,1,light sporting examination happen return mud insertion,"['light', 'light sporting', 'light sporting examination', 'light sporting examination happen', 'light sporting examination happen return', 'light sporting examination happen return mud', 'light sporting examination happen return mud insertion', 'sporting', 'sporting examination', 'sporting examination happen', 'sporting examination happen return', 'sporting examination happen return mud', 'sporting examination happen return mud insertion', 'examination', 'examination happen', 'examination happen return', 'examination happen return mud', 'examination happen return mud insertion', 'happen', 'happen return', 'happen return mud', 'happen return mud insertion', 'return', 'return mud', 'return mud insertion', 'mud', 'mud insertion', 'insertion']",0,0,1,0,0,0.1
175477,"Dr. Clapp called me after the appointment and had a very nice conversation with me, which was nice,",0,call appointment nice conversation nice,"['call', 'call appointment', 'call appointment nice', 'call appointment nice conversation', 'call appointment nice conversation nice', 'appointment', 'appointment nice', 'appointment nice conversation', 'appointment nice conversation nice', 'nice', 'nice conversation', 'nice conversation nice', 'conversation', 'conversation nice', 'nice']",1,0,0,0,0,0.1
112224,Office personnel was also nice from my time of arrival to the time I left.,0,office personnel nice time arrival time leave,"['office', 'office personnel', 'office personnel nice', 'office personnel nice time', 'office personnel nice time arrival', 'office personnel nice time arrival time', 'office personnel nice time arrival time leave', 'personnel', 'personnel nice', 'personnel nice time', 'personnel nice time arrival', 'personnel nice time arrival time', 'personnel nice time arrival time leave', 'nice', 'nice time', 'nice time arrival', 'nice time arrival time', 'nice time arrival time leave', 'time', 'time arrival', 'time arrival time', 'time arrival time leave', 'arrival', 'arrival time', 'arrival time leave', 'time', 'time leave', 'leave']",1,0,0,0,0,0.1
104509,Nice to go somewhere and be remembered after the first visit.,0,nice remember visit,"['nice', 'nice remember', 'nice remember visit', 'remember', 'remember visit', 'visit']",1,0,0,0,0,0.1
100516,Nice guy.,0,nice guy,"['nice', 'nice guy', 'guy']",1,0,0,0,0,0.1
139832,"Very nice and patient people,listened and answered all my questions.Today was my second visit and the hygienist and dentist were awesome!",0,nice patient peoplelistened answer questionstoday visit hygienic dentist amazing,"['nice', 'nice patient', 'nice patient peoplelistened', 'nice patient peoplelistened answer', 'nice patient peoplelistened answer questionstoday', 'nice patient peoplelistened answer questionstoday visit', 'nice patient peoplelistened answer questionstoday visit hygienic', 'nice patient peoplelistened answer questionstoday visit hygienic dentist', 'nice patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'patient', 'patient peoplelistened', 'patient peoplelistened answer', 'patient peoplelistened answer questionstoday', 'patient peoplelistened answer questionstoday visit', 'patient peoplelistened answer questionstoday visit hygienic', 'patient peoplelistened answer questionstoday visit hygienic dentist', 'patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'peoplelistened', 'peoplelistened answer', 'peoplelistened answer questionstoday', 'peoplelistened answer questionstoday visit', 'peoplelistened answer questionstoday visit hygienic', 'peoplelistened answer questionstoday visit hygienic dentist', 'peoplelistened answer questionstoday visit hygienic dentist amazing', 'answer', 'answer questionstoday', 'answer questionstoday visit', 'answer questionstoday visit hygienic', 'answer questionstoday visit hygienic dentist', 'answer questionstoday visit hygienic dentist amazing', 'questionstoday', 'questionstoday visit', 'questionstoday visit hygienic', 'questionstoday visit hygienic dentist', 'questionstoday visit hygienic dentist amazing', 'visit', 'visit hygienic', 'visit hygienic dentist', 'visit hygienic dentist amazing', 'hygienic', 'hygienic dentist', 'hygienic dentist amazing', 'dentist', 'dentist amazing', 'amazing']",1,0,0,0,0,0.1
147757,so nice and professional here (and not to mention so gorgeous!),0,nice professional not mention gorgeous,"['nice', 'nice professional', 'nice professional not', 'nice professional not mention', 'nice professional not mention gorgeous', 'professional', 'professional not', 'professional not mention', 'professional not mention gorgeous', 'not', 'not mention', 'not mention gorgeous', 'mention', 'mention gorgeous', 'gorgeous']",1,0,0,0,0,0.1
143586,"Everything turned out great, staff has been more than nice and comforting.",0,turn great staff nice comfort,"['turn', 'turn great', 'turn great staff', 'turn great staff nice', 'turn great staff nice comfort', 'great', 'great staff', 'great staff nice', 'great staff nice comfort', 'staff', 'staff nice', 'staff nice comfort', 'nice', 'nice comfort', 'comfort']",1,0,0,0,0,0.1
83624,People here are very nice,0,people nice,"['people', 'people nice', 'nice']",1,0,0,0,0,0.1
61299,"She was very friendly, very nice, very courteous.",0,friendly nice courteous,"['friendly', 'friendly nice', 'friendly nice courteous', 'nice', 'nice courteous', 'courteous']",1,0,0,0,0,0.1
87451,"The guy that took my room, did not introduce himself.",1,guy take room not introduce,"['guy', 'guy take', 'guy take room', 'guy take room not', 'guy take room not introduce', 'take', 'take room', 'take room not', 'take room not introduce', 'room', 'room not', 'room not introduce', 'not', 'not introduce', 'introduce']",0,0,0,0,1,0.1
64029,As soon as I was taken to the exam room he popped in to just see if I was okay and then he came in later to examine me,0,soon take examination room pop okay come late examine,"['soon', 'soon take', 'soon take examination', 'soon take examination room', 'soon take examination room pop', 'soon take examination room pop okay', 'soon take examination room pop okay come', 'soon take examination room pop okay come late', 'soon take examination room pop okay come late examine', 'take', 'take examination', 'take examination room', 'take examination room pop', 'take examination room pop okay', 'take examination room pop okay come', 'take examination room pop okay come late', 'take examination room pop okay come late examine', 'examination', 'examination room', 'examination room pop', 'examination room pop okay', 'examination room pop okay come', 'examination room pop okay come late', 'examination room pop okay come late examine', 'room', 'room pop', 'room pop okay', 'room pop okay come', 'room pop okay come late', 'room pop okay come late examine', 'pop', 'pop okay', 'pop okay come', 'pop okay come late', 'pop okay come late examine', 'okay', 'okay come', 'okay come late', 'okay come late examine', 'come', 'come late', 'come late examine', 'late', 'late examine', 'examine']",0,0,1,1,1,0.3
114853,Even the resident in the room came back to apologize for him and suggest a complaint be filed.,1,resident room come apologize suggest complaint file,"['resident', 'resident room', 'resident room come', 'resident room come apologize', 'resident room come apologize suggest', 'resident room come apologize suggest complaint', 'resident room come apologize suggest complaint file', 'room', 'room come', 'room come apologize', 'room come apologize suggest', 'room come apologize suggest complaint', 'room come apologize suggest complaint file', 'come', 'come apologize', 'come apologize suggest', 'come apologize suggest complaint', 'come apologize suggest complaint file', 'apologize', 'apologize suggest', 'apologize suggest complaint', 'apologize suggest complaint file', 'suggest', 'suggest complaint', 'suggest complaint file', 'complaint', 'complaint file', 'file']",0,0,0,0,1,0.1
186644,"Comprehensive exam, polite staff, and timely appointments.",0,comprehensive examination polite staff timely appointment,"['comprehensive', 'comprehensive examination', 'comprehensive examination polite', 'comprehensive examination polite staff', 'comprehensive examination polite staff timely', 'comprehensive examination polite staff timely appointment', 'examination', 'examination polite', 'examination polite staff', 'examination polite staff timely', 'examination polite staff timely appointment', 'polite', 'polite staff', 'polite staff timely', 'polite staff timely appointment', 'staff', 'staff timely', 'staff timely appointment', 'timely', 'timely appointment', 'appointment']",0,0,1,0,0,0.1
125621,They create a nice sense of community within the practice by hosting open yoga and meditation/mindfulness classes.,0,create nice sense community practice cost open meditationmindfulness class,"['create', 'create nice', 'create nice sense', 'create nice sense community', 'create nice sense community practice', 'create nice sense community practice cost', 'create nice sense community practice cost open', 'create nice sense community practice cost open meditationmindfulness', 'create nice sense community practice cost open meditationmindfulness class', 'nice', 'nice sense', 'nice sense community', 'nice sense community practice', 'nice sense community practice cost', 'nice sense community practice cost open', 'nice sense community practice cost open meditationmindfulness', 'nice sense community practice cost open meditationmindfulness class', 'sense', 'sense community', 'sense community practice', 'sense community practice cost', 'sense community practice cost open', 'sense community practice cost open meditationmindfulness', 'sense community practice cost open meditationmindfulness class', 'community', 'community practice', 'community practice cost', 'community practice cost open', 'community practice cost open meditationmindfulness', 'community practice cost open meditationmindfulness class', 'practice', 'practice cost', 'practice cost open', 'practice cost open meditationmindfulness', 'practice cost open meditationmindfulness class', 'cost', 'cost open', 'cost open meditationmindfulness', 'cost open meditationmindfulness class', 'open', 'open meditationmindfulness', 'open meditationmindfulness class', 'meditationmindfulness', 'meditationmindfulness class', 'class']",1,0,0,0,0,0.1
67940,I was treated very nice at Dr. Klemons' office. -- Felix,0,treat nice dr lemon office felix,"['treat', 'treat nice', 'treat nice dr', 'treat nice dr lemon', 'treat nice dr lemon office', 'treat nice dr lemon office felix', 'nice', 'nice dr', 'nice dr lemon', 'nice dr lemon office', 'nice dr lemon office felix', 'dr', 'dr lemon', 'dr lemon office', 'dr lemon office felix', 'lemon', 'lemon office', 'lemon office felix', 'office', 'office felix', 'felix']",1,0,0,0,0,0.1
131124,"I was brought in by I believe her name is Carly, she was really nice in the room, and made me feel comfortable.",0,bring believe early nice room feel comfortable,"['bring', 'bring believe', 'bring believe early', 'bring believe early nice', 'bring believe early nice room', 'bring believe early nice room feel', 'bring believe early nice room feel comfortable', 'believe', 'believe early', 'believe early nice', 'believe early nice room', 'believe early nice room feel', 'believe early nice room feel comfortable', 'early', 'early nice', 'early nice room', 'early nice room feel', 'early nice room feel comfortable', 'nice', 'nice room', 'nice room feel', 'nice room feel comfortable', 'room', 'room feel', 'room feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0,1,0.2
59379,It took a while for the room to be ready but other than that everything was excellent.,0,take room ready excellent,"['take', 'take room', 'take room ready', 'take room ready excellent', 'room', 'room ready', 'room ready excellent', 'ready', 'ready excellent', 'excellent']",0,0,0,0,1,0.1
129056,"the staff and doctor clapp were amazing throughout our whole experience, they were quick to respond to questions,and always very nice.",0,staff doctor klapp amaze experience quick respond questionsand nice,"['staff', 'staff doctor', 'staff doctor klapp', 'staff doctor klapp amaze', 'staff doctor klapp amaze experience', 'staff doctor klapp amaze experience quick', 'staff doctor klapp amaze experience quick respond', 'staff doctor klapp amaze experience quick respond questionsand', 'staff doctor klapp amaze experience quick respond questionsand nice', 'doctor', 'doctor klapp', 'doctor klapp amaze', 'doctor klapp amaze experience', 'doctor klapp amaze experience quick', 'doctor klapp amaze experience quick respond', 'doctor klapp amaze experience quick respond questionsand', 'doctor klapp amaze experience quick respond questionsand nice', 'klapp', 'klapp amaze', 'klapp amaze experience', 'klapp amaze experience quick', 'klapp amaze experience quick respond', 'klapp amaze experience quick respond questionsand', 'klapp amaze experience quick respond questionsand nice', 'amaze', 'amaze experience', 'amaze experience quick', 'amaze experience quick respond', 'amaze experience quick respond questionsand', 'amaze experience quick respond questionsand nice', 'experience', 'experience quick', 'experience quick respond', 'experience quick respond questionsand', 'experience quick respond questionsand nice', 'quick', 'quick respond', 'quick respond questionsand', 'quick respond questionsand nice', 'respond', 'respond questionsand', 'respond questionsand nice', 'questionsand', 'questionsand nice', 'nice']",1,0,0,0,0,0.1
166498,"After a thorough initial exam and a few treatments later, I am able to sleep better at night, have better movement",0,thorough initial examination treatment late able sleep good good movement,"['thorough', 'thorough initial', 'thorough initial examination', 'thorough initial examination treatment', 'thorough initial examination treatment late', 'thorough initial examination treatment late able', 'thorough initial examination treatment late able sleep', 'thorough initial examination treatment late able sleep good', 'thorough initial examination treatment late able sleep good good', 'thorough initial examination treatment late able sleep good good movement', 'initial', 'initial examination', 'initial examination treatment', 'initial examination treatment late', 'initial examination treatment late able', 'initial examination treatment late able sleep', 'initial examination treatment late able sleep good', 'initial examination treatment late able sleep good good', 'initial examination treatment late able sleep good good movement', 'examination', 'examination treatment', 'examination treatment late', 'examination treatment late able', 'examination treatment late able sleep', 'examination treatment late able sleep good', 'examination treatment late able sleep good good', 'examination treatment late able sleep good good movement', 'treatment', 'treatment late', 'treatment late able', 'treatment late able sleep', 'treatment late able sleep good', 'treatment late able sleep good good', 'treatment late able sleep good good movement', 'late', 'late able', 'late able sleep', 'late able sleep good', 'late able sleep good good', 'late able sleep good good movement', 'able', 'able sleep', 'able sleep good', 'able sleep good good', 'able sleep good good movement', 'sleep', 'sleep good', 'sleep good good', 'sleep good good movement', 'good', 'good good', 'good good movement', 'good', 'good movement', 'movement']",0,0,1,0,0,0.1
72371,This was by far the most pertinent exam I have had.,0,far permanent examination,"['far', 'far permanent', 'far permanent examination', 'permanent', 'permanent examination', 'examination']",0,0,1,0,0,0.1
61143,He's a nice person,0,nice person,"['nice', 'nice person', 'person']",1,0,0,0,0,0.1
144260,Waiting in back room from 45-60 minutes after scheduled time?,1,wait room schedule time,"['wait', 'wait room', 'wait room schedule', 'wait room schedule time', 'room', 'room schedule', 'room schedule time', 'schedule', 'schedule time', 'time']",0,0,0,0,1,0.1
102203,"She was kind, patient, and very informative as she completed my Well Woman exam.",0,kind patient information complete woman examination,"['kind', 'kind patient', 'kind patient information', 'kind patient information complete', 'kind patient information complete woman', 'kind patient information complete woman examination', 'patient', 'patient information', 'patient information complete', 'patient information complete woman', 'patient information complete woman examination', 'information', 'information complete', 'information complete woman', 'information complete woman examination', 'complete', 'complete woman', 'complete woman examination', 'woman', 'woman examination', 'examination']",0,0,1,0,0,0.1
111476,Acted like he would rather be anywhere else but in that room with me.,1,act like room,"['act', 'act like', 'act like room', 'like', 'like room', 'room']",0,0,0,0,1,0.1
77435,New MD very nice and knowledgeable.,0,new md nice knowledgeable,"['new', 'new md', 'new md nice', 'new md nice knowledgeable', 'md', 'md nice', 'md nice knowledgeable', 'nice', 'nice knowledgeable', 'knowledgeable']",1,0,0,0,0,0.1
90006,and lack of wait time in the waiting room.,0,lack wait time wait room,"['lack', 'lack wait', 'lack wait time', 'lack wait time wait', 'lack wait time wait room', 'wait', 'wait time', 'wait time wait', 'wait time wait room', 'time', 'time wait', 'time wait room', 'wait', 'wait room', 'room']",0,0,0,0,1,0.1
184927,"Thorough examination with questions of my entire body, with emphasis on my thyroid, and it's relation to all my various other organs.",0,thorough examination question entire body emphasis thyreoid relation organ,"['thorough', 'thorough examination', 'thorough examination question', 'thorough examination question entire', 'thorough examination question entire body', 'thorough examination question entire body emphasis', 'thorough examination question entire body emphasis thyreoid', 'thorough examination question entire body emphasis thyreoid relation', 'thorough examination question entire body emphasis thyreoid relation organ', 'examination', 'examination question', 'examination question entire', 'examination question entire body', 'examination question entire body emphasis', 'examination question entire body emphasis thyreoid', 'examination question entire body emphasis thyreoid relation', 'examination question entire body emphasis thyreoid relation organ', 'question', 'question entire', 'question entire body', 'question entire body emphasis', 'question entire body emphasis thyreoid', 'question entire body emphasis thyreoid relation', 'question entire body emphasis thyreoid relation organ', 'entire', 'entire body', 'entire body emphasis', 'entire body emphasis thyreoid', 'entire body emphasis thyreoid relation', 'entire body emphasis thyreoid relation organ', 'body', 'body emphasis', 'body emphasis thyreoid', 'body emphasis thyreoid relation', 'body emphasis thyreoid relation organ', 'emphasis', 'emphasis thyreoid', 'emphasis thyreoid relation', 'emphasis thyreoid relation organ', 'thyreoid', 'thyreoid relation', 'thyreoid relation organ', 'relation', 'relation organ', 'organ']",0,0,1,0,0,0.1
