commentId,comment,classification,comment_processed,word_phrase_list,alliance,walk,amaze,similarity_score
111190,"From my first appointment through the procedure all the way to my recovery, my experience has been unbelievably amazing!",0,appointment procedure way recovery experience unbelievably amaze,"['appointment', 'appointment procedure', 'appointment procedure way', 'appointment procedure way recovery', 'appointment procedure way recovery experience', 'appointment procedure way recovery experience unbelievably', 'appointment procedure way recovery experience unbelievably amaze', 'procedure', 'procedure way', 'procedure way recovery', 'procedure way recovery experience', 'procedure way recovery experience unbelievably', 'procedure way recovery experience unbelievably amaze', 'way', 'way recovery', 'way recovery experience', 'way recovery experience unbelievably', 'way recovery experience unbelievably amaze', 'recovery', 'recovery experience', 'recovery experience unbelievably', 'recovery experience unbelievably amaze', 'experience', 'experience unbelievably', 'experience unbelievably amaze', 'unbelievably', 'unbelievably amaze', 'amaze']",0,0,1,0.16666666666666666
125824,Told me to lift my leg (literally) and repeat and walked away.,1,tell lift leg literally repeat walk away,"['tell', 'tell lift', 'tell lift leg', 'tell lift leg literally', 'tell lift leg literally repeat', 'tell lift leg literally repeat walk', 'tell lift leg literally repeat walk away', 'lift', 'lift leg', 'lift leg literally', 'lift leg literally repeat', 'lift leg literally repeat walk', 'lift leg literally repeat walk away', 'leg', 'leg literally', 'leg literally repeat', 'leg literally repeat walk', 'leg literally repeat walk away', 'literally', 'literally repeat', 'literally repeat walk', 'literally repeat walk away', 'repeat', 'repeat walk', 'repeat walk away', 'walk', 'walk away', 'away']",0,1,0,0.16666666666666666
69478,My life was changed forever the day I walked in to Dr..Langdon's office.,0,life change forever walk drlangdons office,"['life', 'life change', 'life change forever', 'life change forever walk', 'life change forever walk drlangdons', 'life change forever walk drlangdons office', 'change', 'change forever', 'change forever walk', 'change forever walk drlangdons', 'change forever walk drlangdons office', 'forever', 'forever walk', 'forever walk drlangdons', 'forever walk drlangdons office', 'walk', 'walk drlangdons', 'walk drlangdons office', 'drlangdons', 'drlangdons office', 'office']",0,1,0,0.16666666666666666
69258,His work is amazing!!,0,work amaze,"['work', 'work amaze', 'amaze']",0,0,1,0.16666666666666666
126410,"I never get greeted the same as everyone else that walks in the door, the stares I get are extremely annoyed.",1,greet walk door stare extremely annoyed,"['greet', 'greet walk', 'greet walk door', 'greet walk door stare', 'greet walk door stare extremely', 'greet walk door stare extremely annoyed', 'walk', 'walk door', 'walk door stare', 'walk door stare extremely', 'walk door stare extremely annoyed', 'door', 'door stare', 'door stare extremely', 'door stare extremely annoyed', 'stare', 'stare extremely', 'stare extremely annoyed', 'extremely', 'extremely annoyed', 'annoyed']",0,1,0,0.16666666666666666
174051,"In other words, when you walk in the door you have dollar signs floating over your head.",1,word walk door dollar sign float head,"['word', 'word walk', 'word walk door', 'word walk door dollar', 'word walk door dollar sign', 'word walk door dollar sign float', 'word walk door dollar sign float head', 'walk', 'walk door', 'walk door dollar', 'walk door dollar sign', 'walk door dollar sign float', 'walk door dollar sign float head', 'door', 'door dollar', 'door dollar sign', 'door dollar sign float', 'door dollar sign float head', 'dollar', 'dollar sign', 'dollar sign float', 'dollar sign float head', 'sign', 'sign float', 'sign float head', 'float', 'float head', 'head']",0,1,0,0.16666666666666666
125570,Very great customer service and amazing results.,0,great customer service amaze result,"['great', 'great customer', 'great customer service', 'great customer service amaze', 'great customer service amaze result', 'customer', 'customer service', 'customer service amaze', 'customer service amaze result', 'service', 'service amaze', 'service amaze result', 'amaze', 'amaze result', 'result']",0,0,1,0.16666666666666666
143587,Dr Spetka is seriously amzing.,0,seriously amaze,"['seriously', 'seriously amaze', 'amaze']",0,0,1,0.16666666666666666
130847,The results at even just 6 weeks out now are amazing .,0,result amaze,"['result', 'result amaze', 'amaze']",0,0,1,0.16666666666666666
123770,"I just had my first liposuction done on my knees, The results are amazing in only a few days",0,liposuction knee result amaze,"['liposuction', 'liposuction knee', 'liposuction knee result', 'liposuction knee result amaze', 'knee', 'knee result', 'knee result amaze', 'result', 'result amaze', 'amaze']",0,0,1,0.16666666666666666
114070,Dr. mendieta?s staff is sooooo amazing !!!,0,sooooo amaze,"['sooooo', 'sooooo amaze', 'amaze']",0,0,1,0.16666666666666666
82076,Patients call back to tell us about their amazing experience with you and your staff,0,patient tell amaze experience staff,"['patient', 'patient tell', 'patient tell amaze', 'patient tell amaze experience', 'patient tell amaze experience staff', 'tell', 'tell amaze', 'tell amaze experience', 'tell amaze experience staff', 'amaze', 'amaze experience', 'amaze experience staff', 'experience', 'experience staff', 'staff']",0,0,1,0.16666666666666666
100159,and staff are amazing and I would highly recommend him for any cosmetic procedure!,0,staff amaze highly recommend cosmetic procedure,"['staff', 'staff amaze', 'staff amaze highly', 'staff amaze highly recommend', 'staff amaze highly recommend cosmetic', 'staff amaze highly recommend cosmetic procedure', 'amaze', 'amaze highly', 'amaze highly recommend', 'amaze highly recommend cosmetic', 'amaze highly recommend cosmetic procedure', 'highly', 'highly recommend', 'highly recommend cosmetic', 'highly recommend cosmetic procedure', 'recommend', 'recommend cosmetic', 'recommend cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",0,0,1,0.16666666666666666
172797,Since having surgery I can now stand an unlimited amount of time and I can walk for long periods.,0,have surgery stand unlimited time walk long period,"['have', 'have surgery', 'have surgery stand', 'have surgery stand unlimited', 'have surgery stand unlimited time', 'have surgery stand unlimited time walk', 'have surgery stand unlimited time walk long', 'have surgery stand unlimited time walk long period', 'surgery', 'surgery stand', 'surgery stand unlimited', 'surgery stand unlimited time', 'surgery stand unlimited time walk', 'surgery stand unlimited time walk long', 'surgery stand unlimited time walk long period', 'stand', 'stand unlimited', 'stand unlimited time', 'stand unlimited time walk', 'stand unlimited time walk long', 'stand unlimited time walk long period', 'unlimited', 'unlimited time', 'unlimited time walk', 'unlimited time walk long', 'unlimited time walk long period', 'time', 'time walk', 'time walk long', 'time walk long period', 'walk', 'walk long', 'walk long period', 'long', 'long period', 'period']",0,1,0,0.16666666666666666
133949,"Walked out of surgery no crutches, no wheelchair.",0,walk surgery no crutch no wheelchair,"['walk', 'walk surgery', 'walk surgery no', 'walk surgery no crutch', 'walk surgery no crutch no', 'walk surgery no crutch no wheelchair', 'surgery', 'surgery no', 'surgery no crutch', 'surgery no crutch no', 'surgery no crutch no wheelchair', 'no', 'no crutch', 'no crutch no', 'no crutch no wheelchair', 'crutch', 'crutch no', 'crutch no wheelchair', 'no', 'no wheelchair', 'wheelchair']",0,1,0,0.16666666666666666
99246,Each time I visit Dr. O'leary's office his staff is amazing.,0,time visit dr learn office staff amaze,"['time', 'time visit', 'time visit dr', 'time visit dr learn', 'time visit dr learn office', 'time visit dr learn office staff', 'time visit dr learn office staff amaze', 'visit', 'visit dr', 'visit dr learn', 'visit dr learn office', 'visit dr learn office staff', 'visit dr learn office staff amaze', 'dr', 'dr learn', 'dr learn office', 'dr learn office staff', 'dr learn office staff amaze', 'learn', 'learn office', 'learn office staff', 'learn office staff amaze', 'office', 'office staff', 'office staff amaze', 'staff', 'staff amaze', 'amaze']",0,0,1,0.16666666666666666
130276,I had a breast augmentation in October 2018 and my breasts are so real looking and feeling it amazes me.,0,breast pigmentation breast real look feel amaze,"['breast', 'breast pigmentation', 'breast pigmentation breast', 'breast pigmentation breast real', 'breast pigmentation breast real look', 'breast pigmentation breast real look feel', 'breast pigmentation breast real look feel amaze', 'pigmentation', 'pigmentation breast', 'pigmentation breast real', 'pigmentation breast real look', 'pigmentation breast real look feel', 'pigmentation breast real look feel amaze', 'breast', 'breast real', 'breast real look', 'breast real look feel', 'breast real look feel amaze', 'real', 'real look', 'real look feel', 'real look feel amaze', 'look', 'look feel', 'look feel amaze', 'feel', 'feel amaze', 'amaze']",0,0,1,0.16666666666666666
97024,His front desk staff was amazing,0,desk staff amaze,"['desk', 'desk staff', 'desk staff amaze', 'staff', 'staff amaze', 'amaze']",0,0,1,0.16666666666666666
129056,"the staff and doctor clapp were amazing throughout our whole experience, they were quick to respond to questions,and always very nice.",0,staff doctor klapp amaze experience quick respond questionsand nice,"['staff', 'staff doctor', 'staff doctor klapp', 'staff doctor klapp amaze', 'staff doctor klapp amaze experience', 'staff doctor klapp amaze experience quick', 'staff doctor klapp amaze experience quick respond', 'staff doctor klapp amaze experience quick respond questionsand', 'staff doctor klapp amaze experience quick respond questionsand nice', 'doctor', 'doctor klapp', 'doctor klapp amaze', 'doctor klapp amaze experience', 'doctor klapp amaze experience quick', 'doctor klapp amaze experience quick respond', 'doctor klapp amaze experience quick respond questionsand', 'doctor klapp amaze experience quick respond questionsand nice', 'klapp', 'klapp amaze', 'klapp amaze experience', 'klapp amaze experience quick', 'klapp amaze experience quick respond', 'klapp amaze experience quick respond questionsand', 'klapp amaze experience quick respond questionsand nice', 'amaze', 'amaze experience', 'amaze experience quick', 'amaze experience quick respond', 'amaze experience quick respond questionsand', 'amaze experience quick respond questionsand nice', 'experience', 'experience quick', 'experience quick respond', 'experience quick respond questionsand', 'experience quick respond questionsand nice', 'quick', 'quick respond', 'quick respond questionsand', 'quick respond questionsand nice', 'respond', 'respond questionsand', 'respond questionsand nice', 'questionsand', 'questionsand nice', 'nice']",0,0,1,0.16666666666666666
173118,"Eileen was careless, came in like she owned the place, walked all over to my",1,careless come like own place walk,"['careless', 'careless come', 'careless come like', 'careless come like own', 'careless come like own place', 'careless come like own place walk', 'come', 'come like', 'come like own', 'come like own place', 'come like own place walk', 'like', 'like own', 'like own place', 'like own place walk', 'own', 'own place', 'own place walk', 'place', 'place walk', 'walk']",0,1,0,0.16666666666666666
123663,"there is a reason she has all these amazing reviews, she deserves them and is just that good.",0,reason amaze review deserve good,"['reason', 'reason amaze', 'reason amaze review', 'reason amaze review deserve', 'reason amaze review deserve good', 'amaze', 'amaze review', 'amaze review deserve', 'amaze review deserve good', 'review', 'review deserve', 'review deserve good', 'deserve', 'deserve good', 'good']",0,0,1,0.16666666666666666
85285,Even friends who went to different doctors can't get over how amazing it looks in comparison!,0,friend go different doctor amaze look comparison,"['friend', 'friend go', 'friend go different', 'friend go different doctor', 'friend go different doctor amaze', 'friend go different doctor amaze look', 'friend go different doctor amaze look comparison', 'go', 'go different', 'go different doctor', 'go different doctor amaze', 'go different doctor amaze look', 'go different doctor amaze look comparison', 'different', 'different doctor', 'different doctor amaze', 'different doctor amaze look', 'different doctor amaze look comparison', 'doctor', 'doctor amaze', 'doctor amaze look', 'doctor amaze look comparison', 'amaze', 'amaze look', 'amaze look comparison', 'look', 'look comparison', 'comparison']",0,0,1,0.16666666666666666
89239,Dr Truesdale did an amazing job with me from consultation to follow up after my breast implants.,0,amaze job consultation follow breast plant,"['amaze', 'amaze job', 'amaze job consultation', 'amaze job consultation follow', 'amaze job consultation follow breast', 'amaze job consultation follow breast plant', 'job', 'job consultation', 'job consultation follow', 'job consultation follow breast', 'job consultation follow breast plant', 'consultation', 'consultation follow', 'consultation follow breast', 'consultation follow breast plant', 'follow', 'follow breast', 'follow breast plant', 'breast', 'breast plant', 'plant']",0,0,1,0.16666666666666666
189598,My wife and I saw Dr Rudner in 2006 and everything still looks Iamazing wish,0,wife see dr runner look amaze wish,"['wife', 'wife see', 'wife see dr', 'wife see dr runner', 'wife see dr runner look', 'wife see dr runner look amaze', 'wife see dr runner look amaze wish', 'see', 'see dr', 'see dr runner', 'see dr runner look', 'see dr runner look amaze', 'see dr runner look amaze wish', 'dr', 'dr runner', 'dr runner look', 'dr runner look amaze', 'dr runner look amaze wish', 'runner', 'runner look', 'runner look amaze', 'runner look amaze wish', 'look', 'look amaze', 'look amaze wish', 'amaze', 'amaze wish', 'wish']",0,0,1,0.16666666666666666
140163,Everything about my experience here was amazing!,0,experience amaze,"['experience', 'experience amaze', 'amaze']",0,0,1,0.16666666666666666
82193,and his staff are absolutely amazing,0,staff absolutely amaze,"['staff', 'staff absolutely', 'staff absolutely amaze', 'absolutely', 'absolutely amaze', 'amaze']",0,0,1,0.16666666666666666
110120,His professionalism and amazing bedside manner is beyond compare.,0,professionalism amaze bedside manner compare,"['professionalism', 'professionalism amaze', 'professionalism amaze bedside', 'professionalism amaze bedside manner', 'professionalism amaze bedside manner compare', 'amaze', 'amaze bedside', 'amaze bedside manner', 'amaze bedside manner compare', 'bedside', 'bedside manner', 'bedside manner compare', 'manner', 'manner compare', 'compare']",0,0,1,0.16666666666666666
152324,Once I got into the consultation room Maria was amazing.,0,get consultation room mare amaze,"['get', 'get consultation', 'get consultation room', 'get consultation room mare', 'get consultation room mare amaze', 'consultation', 'consultation room', 'consultation room mare', 'consultation room mare amaze', 'room', 'room mare', 'room mare amaze', 'mare', 'mare amaze', 'amaze']",0,0,1,0.16666666666666666
138272,"Because I have a laundry list of things to repair (my fault!), Dorian walked me through my dental benefits, what was covered,",0,assorted list thing repair fault doran walk dental benefit cover,"['assorted', 'assorted list', 'assorted list thing', 'assorted list thing repair', 'assorted list thing repair fault', 'assorted list thing repair fault doran', 'assorted list thing repair fault doran walk', 'assorted list thing repair fault doran walk dental', 'assorted list thing repair fault doran walk dental benefit', 'assorted list thing repair fault doran walk dental benefit cover', 'list', 'list thing', 'list thing repair', 'list thing repair fault', 'list thing repair fault doran', 'list thing repair fault doran walk', 'list thing repair fault doran walk dental', 'list thing repair fault doran walk dental benefit', 'list thing repair fault doran walk dental benefit cover', 'thing', 'thing repair', 'thing repair fault', 'thing repair fault doran', 'thing repair fault doran walk', 'thing repair fault doran walk dental', 'thing repair fault doran walk dental benefit', 'thing repair fault doran walk dental benefit cover', 'repair', 'repair fault', 'repair fault doran', 'repair fault doran walk', 'repair fault doran walk dental', 'repair fault doran walk dental benefit', 'repair fault doran walk dental benefit cover', 'fault', 'fault doran', 'fault doran walk', 'fault doran walk dental', 'fault doran walk dental benefit', 'fault doran walk dental benefit cover', 'doran', 'doran walk', 'doran walk dental', 'doran walk dental benefit', 'doran walk dental benefit cover', 'walk', 'walk dental', 'walk dental benefit', 'walk dental benefit cover', 'dental', 'dental benefit', 'dental benefit cover', 'benefit', 'benefit cover', 'cover']",0,1,0,0.16666666666666666
112535,"Dr Roni Prucz, has performed two surgeries for two separate basil cell cancer surgeries on my face and he is amazing.",0,perform forgery separate basil cell cancer forgery face amaze,"['perform', 'perform forgery', 'perform forgery separate', 'perform forgery separate basil', 'perform forgery separate basil cell', 'perform forgery separate basil cell cancer', 'perform forgery separate basil cell cancer forgery', 'perform forgery separate basil cell cancer forgery face', 'perform forgery separate basil cell cancer forgery face amaze', 'forgery', 'forgery separate', 'forgery separate basil', 'forgery separate basil cell', 'forgery separate basil cell cancer', 'forgery separate basil cell cancer forgery', 'forgery separate basil cell cancer forgery face', 'forgery separate basil cell cancer forgery face amaze', 'separate', 'separate basil', 'separate basil cell', 'separate basil cell cancer', 'separate basil cell cancer forgery', 'separate basil cell cancer forgery face', 'separate basil cell cancer forgery face amaze', 'basil', 'basil cell', 'basil cell cancer', 'basil cell cancer forgery', 'basil cell cancer forgery face', 'basil cell cancer forgery face amaze', 'cell', 'cell cancer', 'cell cancer forgery', 'cell cancer forgery face', 'cell cancer forgery face amaze', 'cancer', 'cancer forgery', 'cancer forgery face', 'cancer forgery face amaze', 'forgery', 'forgery face', 'forgery face amaze', 'face', 'face amaze', 'amaze']",0,0,1,0.16666666666666666
127527,I will be going to him as a new patient for my back pain due to the amazing experience my girl had.,0,go new patient pain amaze experience girl,"['go', 'go new', 'go new patient', 'go new patient pain', 'go new patient pain amaze', 'go new patient pain amaze experience', 'go new patient pain amaze experience girl', 'new', 'new patient', 'new patient pain', 'new patient pain amaze', 'new patient pain amaze experience', 'new patient pain amaze experience girl', 'patient', 'patient pain', 'patient pain amaze', 'patient pain amaze experience', 'patient pain amaze experience girl', 'pain', 'pain amaze', 'pain amaze experience', 'pain amaze experience girl', 'amaze', 'amaze experience', 'amaze experience girl', 'experience', 'experience girl', 'girl']",0,0,1,0.16666666666666666
108668,I walked in terrified - a total chicken - and am now absolutely thrilled that I trusted Dr. Serure.,0,walk terrify total chicken absolutely thrill trust dr secure,"['walk', 'walk terrify', 'walk terrify total', 'walk terrify total chicken', 'walk terrify total chicken absolutely', 'walk terrify total chicken absolutely thrill', 'walk terrify total chicken absolutely thrill trust', 'walk terrify total chicken absolutely thrill trust dr', 'walk terrify total chicken absolutely thrill trust dr secure', 'terrify', 'terrify total', 'terrify total chicken', 'terrify total chicken absolutely', 'terrify total chicken absolutely thrill', 'terrify total chicken absolutely thrill trust', 'terrify total chicken absolutely thrill trust dr', 'terrify total chicken absolutely thrill trust dr secure', 'total', 'total chicken', 'total chicken absolutely', 'total chicken absolutely thrill', 'total chicken absolutely thrill trust', 'total chicken absolutely thrill trust dr', 'total chicken absolutely thrill trust dr secure', 'chicken', 'chicken absolutely', 'chicken absolutely thrill', 'chicken absolutely thrill trust', 'chicken absolutely thrill trust dr', 'chicken absolutely thrill trust dr secure', 'absolutely', 'absolutely thrill', 'absolutely thrill trust', 'absolutely thrill trust dr', 'absolutely thrill trust dr secure', 'thrill', 'thrill trust', 'thrill trust dr', 'thrill trust dr secure', 'trust', 'trust dr', 'trust dr secure', 'dr', 'dr secure', 'secure']",0,1,0,0.16666666666666666
122352,Love the smiles on everyone's face from the time you walk in the door till the time you leave.,0,love smile face time walk door till time leave,"['love', 'love smile', 'love smile face', 'love smile face time', 'love smile face time walk', 'love smile face time walk door', 'love smile face time walk door till', 'love smile face time walk door till time', 'love smile face time walk door till time leave', 'smile', 'smile face', 'smile face time', 'smile face time walk', 'smile face time walk door', 'smile face time walk door till', 'smile face time walk door till time', 'smile face time walk door till time leave', 'face', 'face time', 'face time walk', 'face time walk door', 'face time walk door till', 'face time walk door till time', 'face time walk door till time leave', 'time', 'time walk', 'time walk door', 'time walk door till', 'time walk door till time', 'time walk door till time leave', 'walk', 'walk door', 'walk door till', 'walk door till time', 'walk door till time leave', 'door', 'door till', 'door till time', 'door till time leave', 'till', 'till time', 'till time leave', 'time', 'time leave', 'leave']",0,1,0,0.16666666666666666
82951,"The atmosphere at Nayak Plastic Surgery is amazing and I absolutely look forward to working with Dr. Nayak, Racquel,",0,atmosphere naval plastic surgery amaze absolutely look forward work,"['atmosphere', 'atmosphere naval', 'atmosphere naval plastic', 'atmosphere naval plastic surgery', 'atmosphere naval plastic surgery amaze', 'atmosphere naval plastic surgery amaze absolutely', 'atmosphere naval plastic surgery amaze absolutely look', 'atmosphere naval plastic surgery amaze absolutely look forward', 'atmosphere naval plastic surgery amaze absolutely look forward work', 'naval', 'naval plastic', 'naval plastic surgery', 'naval plastic surgery amaze', 'naval plastic surgery amaze absolutely', 'naval plastic surgery amaze absolutely look', 'naval plastic surgery amaze absolutely look forward', 'naval plastic surgery amaze absolutely look forward work', 'plastic', 'plastic surgery', 'plastic surgery amaze', 'plastic surgery amaze absolutely', 'plastic surgery amaze absolutely look', 'plastic surgery amaze absolutely look forward', 'plastic surgery amaze absolutely look forward work', 'surgery', 'surgery amaze', 'surgery amaze absolutely', 'surgery amaze absolutely look', 'surgery amaze absolutely look forward', 'surgery amaze absolutely look forward work', 'amaze', 'amaze absolutely', 'amaze absolutely look', 'amaze absolutely look forward', 'amaze absolutely look forward work', 'absolutely', 'absolutely look', 'absolutely look forward', 'absolutely look forward work', 'look', 'look forward', 'look forward work', 'forward', 'forward work', 'work']",0,0,1,0.16666666666666666
117056,"I did eye surgery with dr wise and festoon everything great he?s amazing doctor,he got a lot of knowledge on he?s field",0,eye surgery dr wise fenton great amaze doctor get lot cognition field,"['eye', 'eye surgery', 'eye surgery dr', 'eye surgery dr wise', 'eye surgery dr wise fenton', 'eye surgery dr wise fenton great', 'eye surgery dr wise fenton great amaze', 'eye surgery dr wise fenton great amaze doctor', 'eye surgery dr wise fenton great amaze doctor get', 'eye surgery dr wise fenton great amaze doctor get lot', 'eye surgery dr wise fenton great amaze doctor get lot cognition', 'eye surgery dr wise fenton great amaze doctor get lot cognition field', 'surgery', 'surgery dr', 'surgery dr wise', 'surgery dr wise fenton', 'surgery dr wise fenton great', 'surgery dr wise fenton great amaze', 'surgery dr wise fenton great amaze doctor', 'surgery dr wise fenton great amaze doctor get', 'surgery dr wise fenton great amaze doctor get lot', 'surgery dr wise fenton great amaze doctor get lot cognition', 'surgery dr wise fenton great amaze doctor get lot cognition field', 'dr', 'dr wise', 'dr wise fenton', 'dr wise fenton great', 'dr wise fenton great amaze', 'dr wise fenton great amaze doctor', 'dr wise fenton great amaze doctor get', 'dr wise fenton great amaze doctor get lot', 'dr wise fenton great amaze doctor get lot cognition', 'dr wise fenton great amaze doctor get lot cognition field', 'wise', 'wise fenton', 'wise fenton great', 'wise fenton great amaze', 'wise fenton great amaze doctor', 'wise fenton great amaze doctor get', 'wise fenton great amaze doctor get lot', 'wise fenton great amaze doctor get lot cognition', 'wise fenton great amaze doctor get lot cognition field', 'fenton', 'fenton great', 'fenton great amaze', 'fenton great amaze doctor', 'fenton great amaze doctor get', 'fenton great amaze doctor get lot', 'fenton great amaze doctor get lot cognition', 'fenton great amaze doctor get lot cognition field', 'great', 'great amaze', 'great amaze doctor', 'great amaze doctor get', 'great amaze doctor get lot', 'great amaze doctor get lot cognition', 'great amaze doctor get lot cognition field', 'amaze', 'amaze doctor', 'amaze doctor get', 'amaze doctor get lot', 'amaze doctor get lot cognition', 'amaze doctor get lot cognition field', 'doctor', 'doctor get', 'doctor get lot', 'doctor get lot cognition', 'doctor get lot cognition field', 'get', 'get lot', 'get lot cognition', 'get lot cognition field', 'lot', 'lot cognition', 'lot cognition field', 'cognition', 'cognition field', 'field']",0,0,1,0.16666666666666666
130551,"My experience with dr jones has been amazing, I had a procedure done on my face when I first met him.",0,experience amaze procedure face meet,"['experience', 'experience amaze', 'experience amaze procedure', 'experience amaze procedure face', 'experience amaze procedure face meet', 'amaze', 'amaze procedure', 'amaze procedure face', 'amaze procedure face meet', 'procedure', 'procedure face', 'procedure face meet', 'face', 'face meet', 'meet']",0,0,1,0.16666666666666666
143588,Hospital staff was amazing along with his office staff.,0,hospital staff amaze office staff,"['hospital', 'hospital staff', 'hospital staff amaze', 'hospital staff amaze office', 'hospital staff amaze office staff', 'staff', 'staff amaze', 'staff amaze office', 'staff amaze office staff', 'amaze', 'amaze office', 'amaze office staff', 'office', 'office staff', 'staff']",0,0,1,0.16666666666666666
