commentId,comment,classification,comment_processed,word_phrase_list,technical,kind,kind thorough,thorough,thorough thoughtful,thoughtful,discomfort,discomfort have,have,have mammogram,mammogram,similarity_score
150875,"but now I have the great joy of having DENTS on it also which look horrible, and my back has two big rolls on it.",1,great joy have debt look atrocious big roll,"['great', 'great joy', 'great joy have', 'great joy have debt', 'great joy have debt look', 'great joy have debt look atrocious', 'great joy have debt look atrocious big', 'great joy have debt look atrocious big roll', 'joy', 'joy have', 'joy have debt', 'joy have debt look', 'joy have debt look atrocious', 'joy have debt look atrocious big', 'joy have debt look atrocious big roll', 'have', 'have debt', 'have debt look', 'have debt look atrocious', 'have debt look atrocious big', 'have debt look atrocious big roll', 'debt', 'debt look', 'debt look atrocious', 'debt look atrocious big', 'debt look atrocious big roll', 'look', 'look atrocious', 'look atrocious big', 'look atrocious big roll', 'atrocious', 'atrocious big', 'atrocious big roll', 'big', 'big roll', 'roll']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
171127,Since having my procedure I have gone back 3 times stressing that my bite was still off and it was causing discomfort.,1,have procedure go time stress bite cause discomfort,"['have', 'have procedure', 'have procedure go', 'have procedure go time', 'have procedure go time stress', 'have procedure go time stress bite', 'have procedure go time stress bite cause', 'have procedure go time stress bite cause discomfort', 'procedure', 'procedure go', 'procedure go time', 'procedure go time stress', 'procedure go time stress bite', 'procedure go time stress bite cause', 'procedure go time stress bite cause discomfort', 'go', 'go time', 'go time stress', 'go time stress bite', 'go time stress bite cause', 'go time stress bite cause discomfort', 'time', 'time stress', 'time stress bite', 'time stress bite cause', 'time stress bite cause discomfort', 'stress', 'stress bite', 'stress bite cause', 'stress bite cause discomfort', 'bite', 'bite cause', 'bite cause discomfort', 'cause', 'cause discomfort', 'discomfort']",0,0,0,0,0,0,1,0,1,0,0,0.07142857142857142
152932,"Having Dr. Neinstein check up on me daily after my surgery just confirmed that I chose the best Dr to ""enhance"" me.",0,have check daily surgery confirm choose good dr enhance,"['have', 'have check', 'have check daily', 'have check daily surgery', 'have check daily surgery confirm', 'have check daily surgery confirm choose', 'have check daily surgery confirm choose good', 'have check daily surgery confirm choose good dr', 'have check daily surgery confirm choose good dr enhance', 'check', 'check daily', 'check daily surgery', 'check daily surgery confirm', 'check daily surgery confirm choose', 'check daily surgery confirm choose good', 'check daily surgery confirm choose good dr', 'check daily surgery confirm choose good dr enhance', 'daily', 'daily surgery', 'daily surgery confirm', 'daily surgery confirm choose', 'daily surgery confirm choose good', 'daily surgery confirm choose good dr', 'daily surgery confirm choose good dr enhance', 'surgery', 'surgery confirm', 'surgery confirm choose', 'surgery confirm choose good', 'surgery confirm choose good dr', 'surgery confirm choose good dr enhance', 'confirm', 'confirm choose', 'confirm choose good', 'confirm choose good dr', 'confirm choose good dr enhance', 'choose', 'choose good', 'choose good dr', 'choose good dr enhance', 'good', 'good dr', 'good dr enhance', 'dr', 'dr enhance', 'enhance']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
59531,She's very thorough,0,thorough,['thorough'],0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
135698,that the girls from his staff are beautiful ppl inside and oustide they were caress and kind all the time,0,girl staff beautiful pp inside outside caress kind time,"['girl', 'girl staff', 'girl staff beautiful', 'girl staff beautiful pp', 'girl staff beautiful pp inside', 'girl staff beautiful pp inside outside', 'girl staff beautiful pp inside outside caress', 'girl staff beautiful pp inside outside caress kind', 'girl staff beautiful pp inside outside caress kind time', 'staff', 'staff beautiful', 'staff beautiful pp', 'staff beautiful pp inside', 'staff beautiful pp inside outside', 'staff beautiful pp inside outside caress', 'staff beautiful pp inside outside caress kind', 'staff beautiful pp inside outside caress kind time', 'beautiful', 'beautiful pp', 'beautiful pp inside', 'beautiful pp inside outside', 'beautiful pp inside outside caress', 'beautiful pp inside outside caress kind', 'beautiful pp inside outside caress kind time', 'pp', 'pp inside', 'pp inside outside', 'pp inside outside caress', 'pp inside outside caress kind', 'pp inside outside caress kind time', 'inside', 'inside outside', 'inside outside caress', 'inside outside caress kind', 'inside outside caress kind time', 'outside', 'outside caress', 'outside caress kind', 'outside caress kind time', 'caress', 'caress kind', 'caress kind time', 'kind', 'kind time', 'time']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
88982,It was an absolute pleasure having my surgery done at Dr. Warren's office.,0,absolute pleasure have surgery dr warren office,"['absolute', 'absolute pleasure', 'absolute pleasure have', 'absolute pleasure have surgery', 'absolute pleasure have surgery dr', 'absolute pleasure have surgery dr warren', 'absolute pleasure have surgery dr warren office', 'pleasure', 'pleasure have', 'pleasure have surgery', 'pleasure have surgery dr', 'pleasure have surgery dr warren', 'pleasure have surgery dr warren office', 'have', 'have surgery', 'have surgery dr', 'have surgery dr warren', 'have surgery dr warren office', 'surgery', 'surgery dr', 'surgery dr warren', 'surgery dr warren office', 'dr', 'dr warren', 'dr warren office', 'warren', 'warren office', 'office']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
108824,"After having liposuction performed by the same doctor, I have to give him 5 stars.",0,have liposuction perform doctor star,"['have', 'have liposuction', 'have liposuction perform', 'have liposuction perform doctor', 'have liposuction perform doctor star', 'liposuction', 'liposuction perform', 'liposuction perform doctor', 'liposuction perform doctor star', 'perform', 'perform doctor', 'perform doctor star', 'doctor', 'doctor star', 'star']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
103018,and time again because his staff is always so welcoming an kind.,0,time staff welcome kind,"['time', 'time staff', 'time staff welcome', 'time staff welcome kind', 'staff', 'staff welcome', 'staff welcome kind', 'welcome', 'welcome kind', 'kind']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
180984,Having Botox done at Allegro med spa was a big mistake,1,have allegro master of education sea big mistake,"['have', 'have allegro', 'have allegro master', 'have allegro master of', 'have allegro master of education', 'have allegro master of education sea', 'have allegro master of education sea big', 'have allegro master of education sea big mistake', 'allegro', 'allegro master', 'allegro master of', 'allegro master of education', 'allegro master of education sea', 'allegro master of education sea big', 'allegro master of education sea big mistake', 'master', 'master of', 'master of education', 'master of education sea', 'master of education sea big', 'master of education sea big mistake', 'of', 'of education', 'of education sea', 'of education sea big', 'of education sea big mistake', 'education', 'education sea', 'education sea big', 'education sea big mistake', 'sea', 'sea big', 'sea big mistake', 'big', 'big mistake', 'mistake']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
118380,Dr. Davis and Dr. Mussman are both very kind and made sure I was informed about the entire procedure,0,kind sure inform entire procedure,"['kind', 'kind sure', 'kind sure inform', 'kind sure inform entire', 'kind sure inform entire procedure', 'sure', 'sure inform', 'sure inform entire', 'sure inform entire procedure', 'inform', 'inform entire', 'inform entire procedure', 'entire', 'entire procedure', 'procedure']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
159622,my pain is beyond human suffering after having a DLDR and an ablation,1,pain human suffer have relation,"['pain', 'pain human', 'pain human suffer', 'pain human suffer have', 'pain human suffer have relation', 'human', 'human suffer', 'human suffer have', 'human suffer have relation', 'suffer', 'suffer have', 'suffer have relation', 'have', 'have relation', 'relation']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
133372,Dr. Becker and the girls in the office are amazing and so kind.,0,girl office amaze kind,"['girl', 'girl office', 'girl office amaze', 'girl office amaze kind', 'office', 'office amaze', 'office amaze kind', 'amaze', 'amaze kind', 'kind']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
181374,"It isn't often I find someone in this field who is kind, honest,",0,find field kind honest,"['find', 'find field', 'find field kind', 'find field kind honest', 'field', 'field kind', 'field kind honest', 'kind', 'kind honest', 'honest']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
185916,Very thorough and concerned about me as a person.,0,thorough concerned person,"['thorough', 'thorough concerned', 'thorough concerned person', 'concerned', 'concerned person', 'person']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
103233,"Dr. Yung knows is very helpful and kind, I always feel secure when discussing different birth control methods with her.",0,know helpful kind feel secure discuss different birth control method,"['know', 'know helpful', 'know helpful kind', 'know helpful kind feel', 'know helpful kind feel secure', 'know helpful kind feel secure discuss', 'know helpful kind feel secure discuss different', 'know helpful kind feel secure discuss different birth', 'know helpful kind feel secure discuss different birth control', 'know helpful kind feel secure discuss different birth control method', 'helpful', 'helpful kind', 'helpful kind feel', 'helpful kind feel secure', 'helpful kind feel secure discuss', 'helpful kind feel secure discuss different', 'helpful kind feel secure discuss different birth', 'helpful kind feel secure discuss different birth control', 'helpful kind feel secure discuss different birth control method', 'kind', 'kind feel', 'kind feel secure', 'kind feel secure discuss', 'kind feel secure discuss different', 'kind feel secure discuss different birth', 'kind feel secure discuss different birth control', 'kind feel secure discuss different birth control method', 'feel', 'feel secure', 'feel secure discuss', 'feel secure discuss different', 'feel secure discuss different birth', 'feel secure discuss different birth control', 'feel secure discuss different birth control method', 'secure', 'secure discuss', 'secure discuss different', 'secure discuss different birth', 'secure discuss different birth control', 'secure discuss different birth control method', 'discuss', 'discuss different', 'discuss different birth', 'discuss different birth control', 'discuss different birth control method', 'different', 'different birth', 'different birth control', 'different birth control method', 'birth', 'birth control', 'birth control method', 'control', 'control method', 'method']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
98920,Ihave found dr b to be very thorough and attentive.,0,find dr b thorough attentive,"['find', 'find dr', 'find dr b', 'find dr b thorough', 'find dr b thorough attentive', 'dr', 'dr b', 'dr b thorough', 'dr b thorough attentive', 'b', 'b thorough', 'b thorough attentive', 'thorough', 'thorough attentive', 'attentive']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
170656,but Dr. Z was very thorough on information that should be shared with me regarding my requested procedures.,0,dr z thorough information share request procedure,"['dr', 'dr z', 'dr z thorough', 'dr z thorough information', 'dr z thorough information share', 'dr z thorough information share request', 'dr z thorough information share request procedure', 'z', 'z thorough', 'z thorough information', 'z thorough information share', 'z thorough information share request', 'z thorough information share request procedure', 'thorough', 'thorough information', 'thorough information share', 'thorough information share request', 'thorough information share request procedure', 'information', 'information share', 'information share request', 'information share request procedure', 'share', 'share request', 'share request procedure', 'request', 'request procedure', 'procedure']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
148094,and you get to discuss those results with a Nurse Practitioner in a thorough consultation which is so helpful!,0,discus result nurse practitioner thorough consultation helpful,"['discus', 'discus result', 'discus result nurse', 'discus result nurse practitioner', 'discus result nurse practitioner thorough', 'discus result nurse practitioner thorough consultation', 'discus result nurse practitioner thorough consultation helpful', 'result', 'result nurse', 'result nurse practitioner', 'result nurse practitioner thorough', 'result nurse practitioner thorough consultation', 'result nurse practitioner thorough consultation helpful', 'nurse', 'nurse practitioner', 'nurse practitioner thorough', 'nurse practitioner thorough consultation', 'nurse practitioner thorough consultation helpful', 'practitioner', 'practitioner thorough', 'practitioner thorough consultation', 'practitioner thorough consultation helpful', 'thorough', 'thorough consultation', 'thorough consultation helpful', 'consultation', 'consultation helpful', 'helpful']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
110405,He is calming and confident which made me feel comfortable having him operate on me.,0,calm confident feel comfortable have operate,"['calm', 'calm confident', 'calm confident feel', 'calm confident feel comfortable', 'calm confident feel comfortable have', 'calm confident feel comfortable have operate', 'confident', 'confident feel', 'confident feel comfortable', 'confident feel comfortable have', 'confident feel comfortable have operate', 'feel', 'feel comfortable', 'feel comfortable have', 'feel comfortable have operate', 'comfortable', 'comfortable have', 'comfortable have operate', 'have', 'have operate', 'operate']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
151466,"She is kind to me and my teeth, which means my mouth doesn?t hurt when I leave.",0,kind tooth mean mouth hurt leave,"['kind', 'kind tooth', 'kind tooth mean', 'kind tooth mean mouth', 'kind tooth mean mouth hurt', 'kind tooth mean mouth hurt leave', 'tooth', 'tooth mean', 'tooth mean mouth', 'tooth mean mouth hurt', 'tooth mean mouth hurt leave', 'mean', 'mean mouth', 'mean mouth hurt', 'mean mouth hurt leave', 'mouth', 'mouth hurt', 'mouth hurt leave', 'hurt', 'hurt leave', 'leave']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
189700,"Update: Today, I had the pleasure of having my teeth cleaning done by Andy.",0,update pleasure have tooth clean,"['update', 'update pleasure', 'update pleasure have', 'update pleasure have tooth', 'update pleasure have tooth clean', 'pleasure', 'pleasure have', 'pleasure have tooth', 'pleasure have tooth clean', 'have', 'have tooth', 'have tooth clean', 'tooth', 'tooth clean', 'clean']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great not have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great not', 'have surgery center right office great not have', 'have surgery center right office great not have big', 'have surgery center right office great not have big hospital', 'have surgery center right office great not have big hospital clinic', 'have surgery center right office great not have big hospital clinic procedure', 'have surgery center right office great not have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great not', 'surgery center right office great not have', 'surgery center right office great not have big', 'surgery center right office great not have big hospital', 'surgery center right office great not have big hospital clinic', 'surgery center right office great not have big hospital clinic procedure', 'surgery center right office great not have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great not', 'center right office great not have', 'center right office great not have big', 'center right office great not have big hospital', 'center right office great not have big hospital clinic', 'center right office great not have big hospital clinic procedure', 'center right office great not have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great not', 'right office great not have', 'right office great not have big', 'right office great not have big hospital', 'right office great not have big hospital clinic', 'right office great not have big hospital clinic procedure', 'right office great not have big hospital clinic procedure convenient', 'office', 'office great', 'office great not', 'office great not have', 'office great not have big', 'office great not have big hospital', 'office great not have big hospital clinic', 'office great not have big hospital clinic procedure', 'office great not have big hospital clinic procedure convenient', 'great', 'great not', 'great not have', 'great not have big', 'great not have big hospital', 'great not have big hospital clinic', 'great not have big hospital clinic procedure', 'great not have big hospital clinic procedure convenient', 'not', 'not have', 'not have big', 'not have big hospital', 'not have big hospital clinic', 'not have big hospital clinic procedure', 'not have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
93682,You ladies are very thorough,0,lady thorough,"['lady', 'lady thorough', 'thorough']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
155700,but I overheard their conversation about having a ?picky patient?.,1,catch conversation have pick patient,"['catch', 'catch conversation', 'catch conversation have', 'catch conversation have pick', 'catch conversation have pick patient', 'conversation', 'conversation have', 'conversation have pick', 'conversation have pick patient', 'have', 'have pick', 'have pick patient', 'pick', 'pick patient', 'patient']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
159854,The helpers were also very kind.,0,helper kind,"['helper', 'helper kind', 'kind']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
150192,"and told him "" in my plan it says I was having my back, flanks , and ab done.""",1,tell plan say have flank ab,"['tell', 'tell plan', 'tell plan say', 'tell plan say have', 'tell plan say have flank', 'tell plan say have flank ab', 'plan', 'plan say', 'plan say have', 'plan say have flank', 'plan say have flank ab', 'say', 'say have', 'say have flank', 'say have flank ab', 'have', 'have flank', 'have flank ab', 'flank', 'flank ab', 'ab']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
87006,Having 3 locations aids in being seen promptly when there is a problem or concern.,0,have location aid see promptly problem concern,"['have', 'have location', 'have location aid', 'have location aid see', 'have location aid see promptly', 'have location aid see promptly problem', 'have location aid see promptly problem concern', 'location', 'location aid', 'location aid see', 'location aid see promptly', 'location aid see promptly problem', 'location aid see promptly problem concern', 'aid', 'aid see', 'aid see promptly', 'aid see promptly problem', 'aid see promptly problem concern', 'see', 'see promptly', 'see promptly problem', 'see promptly problem concern', 'promptly', 'promptly problem', 'promptly problem concern', 'problem', 'problem concern', 'concern']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
172797,Since having surgery I can now stand an unlimited amount of time and I can walk for long periods.,0,have surgery stand unlimited time walk long period,"['have', 'have surgery', 'have surgery stand', 'have surgery stand unlimited', 'have surgery stand unlimited time', 'have surgery stand unlimited time walk', 'have surgery stand unlimited time walk long', 'have surgery stand unlimited time walk long period', 'surgery', 'surgery stand', 'surgery stand unlimited', 'surgery stand unlimited time', 'surgery stand unlimited time walk', 'surgery stand unlimited time walk long', 'surgery stand unlimited time walk long period', 'stand', 'stand unlimited', 'stand unlimited time', 'stand unlimited time walk', 'stand unlimited time walk long', 'stand unlimited time walk long period', 'unlimited', 'unlimited time', 'unlimited time walk', 'unlimited time walk long', 'unlimited time walk long period', 'time', 'time walk', 'time walk long', 'time walk long period', 'walk', 'walk long', 'walk long period', 'long', 'long period', 'period']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
85566,also recommended by a gf of mine who was kind enough to show me hers and they were perfect.,0,recommend kind perfect,"['recommend', 'recommend kind', 'recommend kind perfect', 'kind', 'kind perfect', 'perfect']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
125975,Very quick and without discomfort.,0,quick discomfort,"['quick', 'quick discomfort', 'discomfort']",0,0,0,0,0,0,1,0,0,0,0,0.03571428571428571
135673,He is more concerned with what he can do for people having breast/butt implants or nose jobs than those that need his services,1,concerned people have breastbutt plant nose job need service,"['concerned', 'concerned people', 'concerned people have', 'concerned people have breastbutt', 'concerned people have breastbutt plant', 'concerned people have breastbutt plant nose', 'concerned people have breastbutt plant nose job', 'concerned people have breastbutt plant nose job need', 'concerned people have breastbutt plant nose job need service', 'people', 'people have', 'people have breastbutt', 'people have breastbutt plant', 'people have breastbutt plant nose', 'people have breastbutt plant nose job', 'people have breastbutt plant nose job need', 'people have breastbutt plant nose job need service', 'have', 'have breastbutt', 'have breastbutt plant', 'have breastbutt plant nose', 'have breastbutt plant nose job', 'have breastbutt plant nose job need', 'have breastbutt plant nose job need service', 'breastbutt', 'breastbutt plant', 'breastbutt plant nose', 'breastbutt plant nose job', 'breastbutt plant nose job need', 'breastbutt plant nose job need service', 'plant', 'plant nose', 'plant nose job', 'plant nose job need', 'plant nose job need service', 'nose', 'nose job', 'nose job need', 'nose job need service', 'job', 'job need', 'job need service', 'need', 'need service', 'service']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
115519,and he was very thorough in providing me with the options I had to relieve the pain in my neck and shoulder.,0,thorough provide option relieve pain neck shoulder,"['thorough', 'thorough provide', 'thorough provide option', 'thorough provide option relieve', 'thorough provide option relieve pain', 'thorough provide option relieve pain neck', 'thorough provide option relieve pain neck shoulder', 'provide', 'provide option', 'provide option relieve', 'provide option relieve pain', 'provide option relieve pain neck', 'provide option relieve pain neck shoulder', 'option', 'option relieve', 'option relieve pain', 'option relieve pain neck', 'option relieve pain neck shoulder', 'relieve', 'relieve pain', 'relieve pain neck', 'relieve pain neck shoulder', 'pain', 'pain neck', 'pain neck shoulder', 'neck', 'neck shoulder', 'shoulder']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
148862,Not even mentioning that I was having pain and discomfort was enough for them to call me back.,1,not mention have pain discomfort,"['not', 'not mention', 'not mention have', 'not mention have pain', 'not mention have pain discomfort', 'mention', 'mention have', 'mention have pain', 'mention have pain discomfort', 'have', 'have pain', 'have pain discomfort', 'pain', 'pain discomfort', 'discomfort']",0,0,0,0,0,0,1,0,1,0,0,0.07142857142857142
116295,"So, it was like having tiny needles injected into your veins every 8 hours.",1,like have bantam needle inject vein,"['like', 'like have', 'like have bantam', 'like have bantam needle', 'like have bantam needle inject', 'like have bantam needle inject vein', 'have', 'have bantam', 'have bantam needle', 'have bantam needle inject', 'have bantam needle inject vein', 'bantam', 'bantam needle', 'bantam needle inject', 'bantam needle inject vein', 'needle', 'needle inject', 'needle inject vein', 'inject', 'inject vein', 'vein']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
117556,Not just an excellent surgeon but a kind and decent man.,0,not excellent surgeon kind decent man,"['not', 'not excellent', 'not excellent surgeon', 'not excellent surgeon kind', 'not excellent surgeon kind decent', 'not excellent surgeon kind decent man', 'excellent', 'excellent surgeon', 'excellent surgeon kind', 'excellent surgeon kind decent', 'excellent surgeon kind decent man', 'surgeon', 'surgeon kind', 'surgeon kind decent', 'surgeon kind decent man', 'kind', 'kind decent', 'kind decent man', 'decent', 'decent man', 'man']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
185455,He gave me a thorough perspective.,0,give thorough perspective,"['give', 'give thorough', 'give thorough perspective', 'thorough', 'thorough perspective', 'perspective']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
83291,"No discomfort, only real satisfaction.",0,no discomfort real satisfaction,"['no', 'no discomfort', 'no discomfort real', 'no discomfort real satisfaction', 'discomfort', 'discomfort real', 'discomfort real satisfaction', 'real', 'real satisfaction', 'satisfaction']",0,0,0,0,0,0,1,0,0,0,0,0.03571428571428571
100203,Dr. Glenn Jelks and Dr. Elizabeth Jelks (and the entire office) are some of the most caring and thoughtful healthcare providers.,0,jerk entire office dare thoughtful healthcare provide,"['jerk', 'jerk entire', 'jerk entire office', 'jerk entire office dare', 'jerk entire office dare thoughtful', 'jerk entire office dare thoughtful healthcare', 'jerk entire office dare thoughtful healthcare provide', 'entire', 'entire office', 'entire office dare', 'entire office dare thoughtful', 'entire office dare thoughtful healthcare', 'entire office dare thoughtful healthcare provide', 'office', 'office dare', 'office dare thoughtful', 'office dare thoughtful healthcare', 'office dare thoughtful healthcare provide', 'dare', 'dare thoughtful', 'dare thoughtful healthcare', 'dare thoughtful healthcare provide', 'thoughtful', 'thoughtful healthcare', 'thoughtful healthcare provide', 'healthcare', 'healthcare provide', 'provide']",0,0,0,0,0,1,0,0,0,0,0,0.03571428571428571
