commentId,comment,classification,comment_processed,word_phrase_list,easy,easy talk,talk,similarity_score,regression_weight
147363,We didn't talk cc size at the consultation and I appreciated that because it's,0,talk c size consultation appreciate,"['talk', 'talk c', 'talk c size', 'talk c size consultation', 'talk c size consultation appreciate', 'c', 'c size', 'c size consultation', 'c size consultation appreciate', 'size', 'size consultation', 'size consultation appreciate', 'consultation', 'consultation appreciate', 'appreciate']",0,0,1,0.1111111111111111,0.0
98930,and it has made all of the things i have been going through these last few years so much easier.,0,thing go easy,"['thing', 'thing go', 'thing go easy', 'go', 'go easy', 'easy']",1,0,0,0.2222222222222222,0.0
158855,and made me feel not as nervous as I usually have been with other dentist he talked to me about,0,feel not nervous normally dentist talk,"['feel', 'feel not', 'feel not nervous', 'feel not nervous normally', 'feel not nervous normally dentist', 'feel not nervous normally dentist talk', 'not', 'not nervous', 'not nervous normally', 'not nervous normally dentist', 'not nervous normally dentist talk', 'nervous', 'nervous normally', 'nervous normally dentist', 'nervous normally dentist talk', 'normally', 'normally dentist', 'normally dentist talk', 'dentist', 'dentist talk', 'talk']",0,0,1,0.0833333333333333,0.0
173431,TALK ABOUT A TRUSTWORTHY,0,talk trustworthy,"['talk', 'talk trustworthy', 'trustworthy']",0,0,1,0.3333333333333333,0.0
131053,She is so sweet and easy to talk to and,0,sweet easy talk,"['sweet', 'sweet easy', 'sweet easy talk', 'easy', 'easy talk', 'talk']",1,1,1,0.6666666666666666,0.0
126550,It is easy to get an appointment even if you are a new patient.,0,easy appointment new patient,"['easy', 'easy appointment', 'easy appointment new', 'easy appointment new patient', 'appointment', 'appointment new', 'appointment new patient', 'new', 'new patient', 'patient']",1,0,0,0.1538461538461538,0.0
167935,"I got the feeling that they ""cattle herd"" people thru colonoscopies, a quick and easy way to make a buck.",1,get feel cattle herd people thousand colonoscopy quick easy way buck,"['get', 'get feel', 'get feel cattle', 'get feel cattle herd', 'get feel cattle herd people', 'get feel cattle herd people thousand', 'get feel cattle herd people thousand colonoscopy', 'get feel cattle herd people thousand colonoscopy quick', 'get feel cattle herd people thousand colonoscopy quick easy', 'get feel cattle herd people thousand colonoscopy quick easy way', 'get feel cattle herd people thousand colonoscopy quick easy way buck', 'feel', 'feel cattle', 'feel cattle herd', 'feel cattle herd people', 'feel cattle herd people thousand', 'feel cattle herd people thousand colonoscopy', 'feel cattle herd people thousand colonoscopy quick', 'feel cattle herd people thousand colonoscopy quick easy', 'feel cattle herd people thousand colonoscopy quick easy way', 'feel cattle herd people thousand colonoscopy quick easy way buck', 'cattle', 'cattle herd', 'cattle herd people', 'cattle herd people thousand', 'cattle herd people thousand colonoscopy', 'cattle herd people thousand colonoscopy quick', 'cattle herd people thousand colonoscopy quick easy', 'cattle herd people thousand colonoscopy quick easy way', 'cattle herd people thousand colonoscopy quick easy way buck', 'herd', 'herd people', 'herd people thousand', 'herd people thousand colonoscopy', 'herd people thousand colonoscopy quick', 'herd people thousand colonoscopy quick easy', 'herd people thousand colonoscopy quick easy way', 'herd people thousand colonoscopy quick easy way buck', 'people', 'people thousand', 'people thousand colonoscopy', 'people thousand colonoscopy quick', 'people thousand colonoscopy quick easy', 'people thousand colonoscopy quick easy way', 'people thousand colonoscopy quick easy way buck', 'thousand', 'thousand colonoscopy', 'thousand colonoscopy quick', 'thousand colonoscopy quick easy', 'thousand colonoscopy quick easy way', 'thousand colonoscopy quick easy way buck', 'colonoscopy', 'colonoscopy quick', 'colonoscopy quick easy', 'colonoscopy quick easy way', 'colonoscopy quick easy way buck', 'quick', 'quick easy', 'quick easy way', 'quick easy way buck', 'easy', 'easy way', 'easy way buck', 'way', 'way buck', 'buck']",1,0,0,0.0289855072463768,0.0
150577,After the procedure I was talking with a friend and they said I think I was getting ripped off.,1,procedure talk friend say think get grip,"['procedure', 'procedure talk', 'procedure talk friend', 'procedure talk friend say', 'procedure talk friend say think', 'procedure talk friend say think get', 'procedure talk friend say think get grip', 'talk', 'talk friend', 'talk friend say', 'talk friend say think', 'talk friend say think get', 'talk friend say think get grip', 'friend', 'friend say', 'friend say think', 'friend say think get', 'friend say think get grip', 'say', 'say think', 'say think get', 'say think get grip', 'think', 'think get', 'think get grip', 'get', 'get grip', 'grip']",0,0,1,0.064516129032258,0.0
89537,"A week later following my calls to his office, I was finally able to talk to him.",1,follow call office finally able talk,"['follow', 'follow call', 'follow call office', 'follow call office finally', 'follow call office finally able', 'follow call office finally able talk', 'call', 'call office', 'call office finally', 'call office finally able', 'call office finally able talk', 'office', 'office finally', 'office finally able', 'office finally able talk', 'finally', 'finally able', 'finally able talk', 'able', 'able talk', 'talk']",0,0,1,0.0833333333333333,0.0
111218,"Went to have my tear trouths done, well salesgirl talked me into $2000.00 worth of fillers.",1,go tear truth salesgirl talk worth tiller,"['go', 'go tear', 'go tear truth', 'go tear truth salesgirl', 'go tear truth salesgirl talk', 'go tear truth salesgirl talk worth', 'go tear truth salesgirl talk worth tiller', 'tear', 'tear truth', 'tear truth salesgirl', 'tear truth salesgirl talk', 'tear truth salesgirl talk worth', 'tear truth salesgirl talk worth tiller', 'truth', 'truth salesgirl', 'truth salesgirl talk', 'truth salesgirl talk worth', 'truth salesgirl talk worth tiller', 'salesgirl', 'salesgirl talk', 'salesgirl talk worth', 'salesgirl talk worth tiller', 'talk', 'talk worth', 'talk worth tiller', 'worth', 'worth tiller', 'tiller']",0,0,1,0.064516129032258,0.0
124477,but when there is a problem their billing department is easy to contact and to work with.,0,problem fill department easy contact work,"['problem', 'problem fill', 'problem fill department', 'problem fill department easy', 'problem fill department easy contact', 'problem fill department easy contact work', 'fill', 'fill department', 'fill department easy', 'fill department easy contact', 'fill department easy contact work', 'department', 'department easy', 'department easy contact', 'department easy contact work', 'easy', 'easy contact', 'easy contact work', 'contact', 'contact work', 'work']",1,0,0,0.0833333333333333,0.0
145087,"I protested saying, "" I'm trying to talk with you,"" but he continued to exit through the door on to the next ""victim.""",1,protest say try talk continue exit door victim,"['protest', 'protest say', 'protest say try', 'protest say try talk', 'protest say try talk continue', 'protest say try talk continue exit', 'protest say try talk continue exit door', 'protest say try talk continue exit door victim', 'say', 'say try', 'say try talk', 'say try talk continue', 'say try talk continue exit', 'say try talk continue exit door', 'say try talk continue exit door victim', 'try', 'try talk', 'try talk continue', 'try talk continue exit', 'try talk continue exit door', 'try talk continue exit door victim', 'talk', 'talk continue', 'talk continue exit', 'talk continue exit door', 'talk continue exit door victim', 'continue', 'continue exit', 'continue exit door', 'continue exit door victim', 'exit', 'exit door', 'exit door victim', 'door', 'door victim', 'victim']",0,0,1,0.0512820512820512,0.0
149219,"The only treatment option I was offered: ?take Advil and take it easy, you?ll be fine.?",1,treatment option offer civil easy fine,"['treatment', 'treatment option', 'treatment option offer', 'treatment option offer civil', 'treatment option offer civil easy', 'treatment option offer civil easy fine', 'option', 'option offer', 'option offer civil', 'option offer civil easy', 'option offer civil easy fine', 'offer', 'offer civil', 'offer civil easy', 'offer civil easy fine', 'civil', 'civil easy', 'civil easy fine', 'easy', 'easy fine', 'fine']",1,0,0,0.0833333333333333,0.0
90179,He talks with his back to you or stare at the computer screen the entire time.,1,talk stare computer screen entire time,"['talk', 'talk stare', 'talk stare computer', 'talk stare computer screen', 'talk stare computer screen entire', 'talk stare computer screen entire time', 'stare', 'stare computer', 'stare computer screen', 'stare computer screen entire', 'stare computer screen entire time', 'computer', 'computer screen', 'computer screen entire', 'computer screen entire time', 'screen', 'screen entire', 'screen entire time', 'entire', 'entire time', 'time']",0,0,1,0.0833333333333333,0.0
188887,"I told her between 700cc's - 800cc's, omg, she gave me the nastiest look",1,tell co co org give easy look,"['tell', 'tell co', 'tell co co', 'tell co co org', 'tell co co org give', 'tell co co org give easy', 'tell co co org give easy look', 'co', 'co co', 'co co org', 'co co org give', 'co co org give easy', 'co co org give easy look', 'co', 'co org', 'co org give', 'co org give easy', 'co org give easy look', 'org', 'org give', 'org give easy', 'org give easy look', 'give', 'give easy', 'give easy look', 'easy', 'easy look', 'look']",1,0,0,0.064516129032258,0.0
126049,I can see people looking at my crooked nose when I'm talking to them.,1,people look crooked nose talk,"['people', 'people look', 'people look crooked', 'people look crooked nose', 'people look crooked nose talk', 'look', 'look crooked', 'look crooked nose', 'look crooked nose talk', 'crooked', 'crooked nose', 'crooked nose talk', 'nose', 'nose talk', 'talk']",0,0,1,0.1111111111111111,0.0
150579,they were beyond helpful the entire time and were always available to talk with anytime I needed them.,0,helpful entire time available talk day need,"['helpful', 'helpful entire', 'helpful entire time', 'helpful entire time available', 'helpful entire time available talk', 'helpful entire time available talk day', 'helpful entire time available talk day need', 'entire', 'entire time', 'entire time available', 'entire time available talk', 'entire time available talk day', 'entire time available talk day need', 'time', 'time available', 'time available talk', 'time available talk day', 'time available talk day need', 'available', 'available talk', 'available talk day', 'available talk day need', 'talk', 'talk day', 'talk day need', 'day', 'day need', 'need']",0,0,1,0.064516129032258,0.0
98119,easy recovery.,0,easy recovery,"['easy', 'easy recovery', 'recovery']",1,0,0,0.3333333333333333,0.0
61538,"He's very, very to the point, he talks to the point of my problem.",0,point talk point problem,"['point', 'point talk', 'point talk point', 'point talk point problem', 'talk', 'talk point', 'talk point problem', 'point', 'point problem', 'problem']",0,0,1,0.1538461538461538,0.0
157080,"Very Rush, spent more talking to his assistant than listening.",1,rush spend talk assistant listen,"['rush', 'rush spend', 'rush spend talk', 'rush spend talk assistant', 'rush spend talk assistant listen', 'spend', 'spend talk', 'spend talk assistant', 'spend talk assistant listen', 'talk', 'talk assistant', 'talk assistant listen', 'assistant', 'assistant listen', 'listen']",0,0,1,0.1111111111111111,0.0
62742,"He's been very easy to talk to, easy to communicate, gives personal attention.",0,easy talk easy communicate give personal attention,"['easy', 'easy talk', 'easy talk easy', 'easy talk easy communicate', 'easy talk easy communicate give', 'easy talk easy communicate give personal', 'easy talk easy communicate give personal attention', 'talk', 'talk easy', 'talk easy communicate', 'talk easy communicate give', 'talk easy communicate give personal', 'talk easy communicate give personal attention', 'easy', 'easy communicate', 'easy communicate give', 'easy communicate give personal', 'easy communicate give personal attention', 'communicate', 'communicate give', 'communicate give personal', 'communicate give personal attention', 'give', 'give personal', 'give personal attention', 'personal', 'personal attention', 'attention']",1,1,1,0.1935483870967742,0.0
62685,She's very nice and pleasant to talk to,0,nice pleasant talk,"['nice', 'nice pleasant', 'nice pleasant talk', 'pleasant', 'pleasant talk', 'talk']",0,0,1,0.2222222222222222,0.0
94208,Dr. Stewart talked me through the entire procedure as he was doing it which kept me calm and prepared,0,talk entire procedure keep calm prepare,"['talk', 'talk entire', 'talk entire procedure', 'talk entire procedure keep', 'talk entire procedure keep calm', 'talk entire procedure keep calm prepare', 'entire', 'entire procedure', 'entire procedure keep', 'entire procedure keep calm', 'entire procedure keep calm prepare', 'procedure', 'procedure keep', 'procedure keep calm', 'procedure keep calm prepare', 'keep', 'keep calm', 'keep calm prepare', 'calm', 'calm prepare', 'prepare']",0,0,1,0.0833333333333333,0.0
