commentId,comment,classification,comment_processed,word_phrase_list,thing,thing fine,fine,similarity_score,regression_weight
111380,I know that there is still some swelling and things should just get better.,0,know swell thing good,"['know', 'know swell', 'know swell thing', 'know swell thing good', 'swell', 'swell thing', 'swell thing good', 'thing', 'thing good', 'good']",1,0,0,0.1538461538461538,0.0
60638,I was really happy the way she treated me respectfully and as an equal and she was able to explain things in laymen terms where I could understand,0,happy way treat respectfully equal able explain thing layman term understand,"['happy', 'happy way', 'happy way treat', 'happy way treat respectfully', 'happy way treat respectfully equal', 'happy way treat respectfully equal able', 'happy way treat respectfully equal able explain', 'happy way treat respectfully equal able explain thing', 'happy way treat respectfully equal able explain thing layman', 'happy way treat respectfully equal able explain thing layman term', 'happy way treat respectfully equal able explain thing layman term understand', 'way', 'way treat', 'way treat respectfully', 'way treat respectfully equal', 'way treat respectfully equal able', 'way treat respectfully equal able explain', 'way treat respectfully equal able explain thing', 'way treat respectfully equal able explain thing layman', 'way treat respectfully equal able explain thing layman term', 'way treat respectfully equal able explain thing layman term understand', 'treat', 'treat respectfully', 'treat respectfully equal', 'treat respectfully equal able', 'treat respectfully equal able explain', 'treat respectfully equal able explain thing', 'treat respectfully equal able explain thing layman', 'treat respectfully equal able explain thing layman term', 'treat respectfully equal able explain thing layman term understand', 'respectfully', 'respectfully equal', 'respectfully equal able', 'respectfully equal able explain', 'respectfully equal able explain thing', 'respectfully equal able explain thing layman', 'respectfully equal able explain thing layman term', 'respectfully equal able explain thing layman term understand', 'equal', 'equal able', 'equal able explain', 'equal able explain thing', 'equal able explain thing layman', 'equal able explain thing layman term', 'equal able explain thing layman term understand', 'able', 'able explain', 'able explain thing', 'able explain thing layman', 'able explain thing layman term', 'able explain thing layman term understand', 'explain', 'explain thing', 'explain thing layman', 'explain thing layman term', 'explain thing layman term understand', 'thing', 'thing layman', 'thing layman term', 'thing layman term understand', 'layman', 'layman term', 'layman term understand', 'term', 'term understand', 'understand']",1,0,0,0.0289855072463768,0.0
110038,"I have heard negative things about Dr. Maxwell's work with teenagers,",1,hear negative thing dr maxwell work adolescent,"['hear', 'hear negative', 'hear negative thing', 'hear negative thing dr', 'hear negative thing dr maxwell', 'hear negative thing dr maxwell work', 'hear negative thing dr maxwell work adolescent', 'negative', 'negative thing', 'negative thing dr', 'negative thing dr maxwell', 'negative thing dr maxwell work', 'negative thing dr maxwell work adolescent', 'thing', 'thing dr', 'thing dr maxwell', 'thing dr maxwell work', 'thing dr maxwell work adolescent', 'dr', 'dr maxwell', 'dr maxwell work', 'dr maxwell work adolescent', 'maxwell', 'maxwell work', 'maxwell work adolescent', 'work', 'work adolescent', 'adolescent']",1,0,0,0.064516129032258,0.0
114506,Rather then work with me to help me find ways to deal with the stress or things I could do to help myself.,1,work help find way deal stress thing help,"['work', 'work help', 'work help find', 'work help find way', 'work help find way deal', 'work help find way deal stress', 'work help find way deal stress thing', 'work help find way deal stress thing help', 'help', 'help find', 'help find way', 'help find way deal', 'help find way deal stress', 'help find way deal stress thing', 'help find way deal stress thing help', 'find', 'find way', 'find way deal', 'find way deal stress', 'find way deal stress thing', 'find way deal stress thing help', 'way', 'way deal', 'way deal stress', 'way deal stress thing', 'way deal stress thing help', 'deal', 'deal stress', 'deal stress thing', 'deal stress thing help', 'stress', 'stress thing', 'stress thing help', 'thing', 'thing help', 'help']",1,0,0,0.0512820512820512,0.0
157887,Tylenol worked just fine.,0,acetaminophen work fine,"['acetaminophen', 'acetaminophen work', 'acetaminophen work fine', 'work', 'work fine', 'fine']",0,0,1,0.2222222222222222,0.0
94794,The hardest thing is saying goodbye to them once we had been released.,0,hard thing say adieu release,"['hard', 'hard thing', 'hard thing say', 'hard thing say adieu', 'hard thing say adieu release', 'thing', 'thing say', 'thing say adieu', 'thing say adieu release', 'say', 'say adieu', 'say adieu release', 'adieu', 'adieu release', 'release']",1,0,0,0.1111111111111111,0.0
100370,I felt comfortable throughout the whole thing.,0,feel comfortable thing,"['feel', 'feel comfortable', 'feel comfortable thing', 'comfortable', 'comfortable thing', 'thing']",1,0,0,0.2222222222222222,0.0
57702,We got a lot of things accomplished.,0,get lot thing accomplished,"['get', 'get lot', 'get lot thing', 'get lot thing accomplished', 'lot', 'lot thing', 'lot thing accomplished', 'thing', 'thing accomplished', 'accomplished']",1,0,0,0.1538461538461538,0.0
173961,I can only assume things will continue to get better.,0,assume thing continue good,"['assume', 'assume thing', 'assume thing continue', 'assume thing continue good', 'thing', 'thing continue', 'thing continue good', 'continue', 'continue good', 'good']",1,0,0,0.1538461538461538,0.0
98930,and it has made all of the things i have been going through these last few years so much easier.,0,thing go easy,"['thing', 'thing go', 'thing go easy', 'go', 'go easy', 'easy']",1,0,0,0.2222222222222222,0.0
183830,"and focusing more on trying to convince me the things I want would look bad or be impossible,",1,rouse try convert thing want look bad impossible,"['rouse', 'rouse try', 'rouse try convert', 'rouse try convert thing', 'rouse try convert thing want', 'rouse try convert thing want look', 'rouse try convert thing want look bad', 'rouse try convert thing want look bad impossible', 'try', 'try convert', 'try convert thing', 'try convert thing want', 'try convert thing want look', 'try convert thing want look bad', 'try convert thing want look bad impossible', 'convert', 'convert thing', 'convert thing want', 'convert thing want look', 'convert thing want look bad', 'convert thing want look bad impossible', 'thing', 'thing want', 'thing want look', 'thing want look bad', 'thing want look bad impossible', 'want', 'want look', 'want look bad', 'want look bad impossible', 'look', 'look bad', 'look bad impossible', 'bad', 'bad impossible', 'impossible']",1,0,0,0.0512820512820512,0.0
138272,"Because I have a laundry list of things to repair (my fault!), Dorian walked me through my dental benefits, what was covered,",0,assorted list thing repair fault doran walk dental benefit cover,"['assorted', 'assorted list', 'assorted list thing', 'assorted list thing repair', 'assorted list thing repair fault', 'assorted list thing repair fault doran', 'assorted list thing repair fault doran walk', 'assorted list thing repair fault doran walk dental', 'assorted list thing repair fault doran walk dental benefit', 'assorted list thing repair fault doran walk dental benefit cover', 'list', 'list thing', 'list thing repair', 'list thing repair fault', 'list thing repair fault doran', 'list thing repair fault doran walk', 'list thing repair fault doran walk dental', 'list thing repair fault doran walk dental benefit', 'list thing repair fault doran walk dental benefit cover', 'thing', 'thing repair', 'thing repair fault', 'thing repair fault doran', 'thing repair fault doran walk', 'thing repair fault doran walk dental', 'thing repair fault doran walk dental benefit', 'thing repair fault doran walk dental benefit cover', 'repair', 'repair fault', 'repair fault doran', 'repair fault doran walk', 'repair fault doran walk dental', 'repair fault doran walk dental benefit', 'repair fault doran walk dental benefit cover', 'fault', 'fault doran', 'fault doran walk', 'fault doran walk dental', 'fault doran walk dental benefit', 'fault doran walk dental benefit cover', 'doran', 'doran walk', 'doran walk dental', 'doran walk dental benefit', 'doran walk dental benefit cover', 'walk', 'walk dental', 'walk dental benefit', 'walk dental benefit cover', 'dental', 'dental benefit', 'dental benefit cover', 'benefit', 'benefit cover', 'cover']",1,0,0,0.0344827586206896,0.0
57704,I had a few concerns about a few things that didn't get answered by the doctor that I seen.,1,concern thing answer doctor see,"['concern', 'concern thing', 'concern thing answer', 'concern thing answer doctor', 'concern thing answer doctor see', 'thing', 'thing answer', 'thing answer doctor', 'thing answer doctor see', 'answer', 'answer doctor', 'answer doctor see', 'doctor', 'doctor see', 'see']",1,0,0,0.1111111111111111,0.0
63000,"He takes time, he explains things to me.",0,take time explain thing,"['take', 'take time', 'take time explain', 'take time explain thing', 'time', 'time explain', 'time explain thing', 'explain', 'explain thing', 'thing']",1,0,0,0.1538461538461538,0.0
98555,"She has kept me laughing through this entire thing, even when I felt like crying.",0,keep laugh entire thing feel like cry,"['keep', 'keep laugh', 'keep laugh entire', 'keep laugh entire thing', 'keep laugh entire thing feel', 'keep laugh entire thing feel like', 'keep laugh entire thing feel like cry', 'laugh', 'laugh entire', 'laugh entire thing', 'laugh entire thing feel', 'laugh entire thing feel like', 'laugh entire thing feel like cry', 'entire', 'entire thing', 'entire thing feel', 'entire thing feel like', 'entire thing feel like cry', 'thing', 'thing feel', 'thing feel like', 'thing feel like cry', 'feel', 'feel like', 'feel like cry', 'like', 'like cry', 'cry']",1,0,0,0.064516129032258,0.0
127577,and quickly develop a plan to get things back to normal.,0,quickly develop plan thing normal,"['quickly', 'quickly develop', 'quickly develop plan', 'quickly develop plan thing', 'quickly develop plan thing normal', 'develop', 'develop plan', 'develop plan thing', 'develop plan thing normal', 'plan', 'plan thing', 'plan thing normal', 'thing', 'thing normal', 'normal']",1,0,0,0.1111111111111111,0.0
144360,Wish I could of written a better review and had good things to say,1,wish write good review good thing,"['wish', 'wish write', 'wish write good', 'wish write good review', 'wish write good review good', 'wish write good review good thing', 'write', 'write good', 'write good review', 'write good review good', 'write good review good thing', 'good', 'good review', 'good review good', 'good review good thing', 'review', 'review good', 'review good thing', 'good', 'good thing', 'thing']",1,0,0,0.0833333333333333,0.0
142607,"While doctor appointments are still not my thing, I do look forward to my appointments with Dr. Schwartz because he actually cures me.",0,doctor appointment not thing look forward appointment dr schwartz actually cure,"['doctor', 'doctor appointment', 'doctor appointment not', 'doctor appointment not thing', 'doctor appointment not thing look', 'doctor appointment not thing look forward', 'doctor appointment not thing look forward appointment', 'doctor appointment not thing look forward appointment dr', 'doctor appointment not thing look forward appointment dr schwartz', 'doctor appointment not thing look forward appointment dr schwartz actually', 'doctor appointment not thing look forward appointment dr schwartz actually cure', 'appointment', 'appointment not', 'appointment not thing', 'appointment not thing look', 'appointment not thing look forward', 'appointment not thing look forward appointment', 'appointment not thing look forward appointment dr', 'appointment not thing look forward appointment dr schwartz', 'appointment not thing look forward appointment dr schwartz actually', 'appointment not thing look forward appointment dr schwartz actually cure', 'not', 'not thing', 'not thing look', 'not thing look forward', 'not thing look forward appointment', 'not thing look forward appointment dr', 'not thing look forward appointment dr schwartz', 'not thing look forward appointment dr schwartz actually', 'not thing look forward appointment dr schwartz actually cure', 'thing', 'thing look', 'thing look forward', 'thing look forward appointment', 'thing look forward appointment dr', 'thing look forward appointment dr schwartz', 'thing look forward appointment dr schwartz actually', 'thing look forward appointment dr schwartz actually cure', 'look', 'look forward', 'look forward appointment', 'look forward appointment dr', 'look forward appointment dr schwartz', 'look forward appointment dr schwartz actually', 'look forward appointment dr schwartz actually cure', 'forward', 'forward appointment', 'forward appointment dr', 'forward appointment dr schwartz', 'forward appointment dr schwartz actually', 'forward appointment dr schwartz actually cure', 'appointment', 'appointment dr', 'appointment dr schwartz', 'appointment dr schwartz actually', 'appointment dr schwartz actually cure', 'dr', 'dr schwartz', 'dr schwartz actually', 'dr schwartz actually cure', 'schwartz', 'schwartz actually', 'schwartz actually cure', 'actually', 'actually cure', 'cure']",1,0,0,0.0289855072463768,0.0
87603,"I appreciate the fact that I do not have to wait long, the doctors and nurses always explain things clearly,",0,appreciate fact not wait long doctor nurse explain thing clearly,"['appreciate', 'appreciate fact', 'appreciate fact not', 'appreciate fact not wait', 'appreciate fact not wait long', 'appreciate fact not wait long doctor', 'appreciate fact not wait long doctor nurse', 'appreciate fact not wait long doctor nurse explain', 'appreciate fact not wait long doctor nurse explain thing', 'appreciate fact not wait long doctor nurse explain thing clearly', 'fact', 'fact not', 'fact not wait', 'fact not wait long', 'fact not wait long doctor', 'fact not wait long doctor nurse', 'fact not wait long doctor nurse explain', 'fact not wait long doctor nurse explain thing', 'fact not wait long doctor nurse explain thing clearly', 'not', 'not wait', 'not wait long', 'not wait long doctor', 'not wait long doctor nurse', 'not wait long doctor nurse explain', 'not wait long doctor nurse explain thing', 'not wait long doctor nurse explain thing clearly', 'wait', 'wait long', 'wait long doctor', 'wait long doctor nurse', 'wait long doctor nurse explain', 'wait long doctor nurse explain thing', 'wait long doctor nurse explain thing clearly', 'long', 'long doctor', 'long doctor nurse', 'long doctor nurse explain', 'long doctor nurse explain thing', 'long doctor nurse explain thing clearly', 'doctor', 'doctor nurse', 'doctor nurse explain', 'doctor nurse explain thing', 'doctor nurse explain thing clearly', 'nurse', 'nurse explain', 'nurse explain thing', 'nurse explain thing clearly', 'explain', 'explain thing', 'explain thing clearly', 'thing', 'thing clearly', 'clearly']",1,0,0,0.0344827586206896,0.0
123000,Brought to my attention things I never would have thought of,0,bring attention thing think,"['bring', 'bring attention', 'bring attention thing', 'bring attention thing think', 'attention', 'attention thing', 'attention thing think', 'thing', 'thing think', 'think']",1,0,0,0.1538461538461538,0.0
177295,Very nice and asked a lot of questions about me and my partner and described things in a lot of simple details,0,nice ask lot question partner describe thing lot simple detail,"['nice', 'nice ask', 'nice ask lot', 'nice ask lot question', 'nice ask lot question partner', 'nice ask lot question partner describe', 'nice ask lot question partner describe thing', 'nice ask lot question partner describe thing lot', 'nice ask lot question partner describe thing lot simple', 'nice ask lot question partner describe thing lot simple detail', 'ask', 'ask lot', 'ask lot question', 'ask lot question partner', 'ask lot question partner describe', 'ask lot question partner describe thing', 'ask lot question partner describe thing lot', 'ask lot question partner describe thing lot simple', 'ask lot question partner describe thing lot simple detail', 'lot', 'lot question', 'lot question partner', 'lot question partner describe', 'lot question partner describe thing', 'lot question partner describe thing lot', 'lot question partner describe thing lot simple', 'lot question partner describe thing lot simple detail', 'question', 'question partner', 'question partner describe', 'question partner describe thing', 'question partner describe thing lot', 'question partner describe thing lot simple', 'question partner describe thing lot simple detail', 'partner', 'partner describe', 'partner describe thing', 'partner describe thing lot', 'partner describe thing lot simple', 'partner describe thing lot simple detail', 'describe', 'describe thing', 'describe thing lot', 'describe thing lot simple', 'describe thing lot simple detail', 'thing', 'thing lot', 'thing lot simple', 'thing lot simple detail', 'lot', 'lot simple', 'lot simple detail', 'simple', 'simple detail', 'detail']",1,0,0,0.0344827586206896,0.0
185470,"My very last appointment was supposed to be $25.00, when I arrived they said the bill was $450.00 stating things changed.",1,appointment suppose arrive say bill state thing change,"['appointment', 'appointment suppose', 'appointment suppose arrive', 'appointment suppose arrive say', 'appointment suppose arrive say bill', 'appointment suppose arrive say bill state', 'appointment suppose arrive say bill state thing', 'appointment suppose arrive say bill state thing change', 'suppose', 'suppose arrive', 'suppose arrive say', 'suppose arrive say bill', 'suppose arrive say bill state', 'suppose arrive say bill state thing', 'suppose arrive say bill state thing change', 'arrive', 'arrive say', 'arrive say bill', 'arrive say bill state', 'arrive say bill state thing', 'arrive say bill state thing change', 'say', 'say bill', 'say bill state', 'say bill state thing', 'say bill state thing change', 'bill', 'bill state', 'bill state thing', 'bill state thing change', 'state', 'state thing', 'state thing change', 'thing', 'thing change', 'change']",1,0,0,0.0512820512820512,0.0
59597,"She has a very nice personality, she explains everything that is going on and the ramifications of what could happen if things don't go right.",0,nice personality explain go ratification happen thing right,"['nice', 'nice personality', 'nice personality explain', 'nice personality explain go', 'nice personality explain go ratification', 'nice personality explain go ratification happen', 'nice personality explain go ratification happen thing', 'nice personality explain go ratification happen thing right', 'personality', 'personality explain', 'personality explain go', 'personality explain go ratification', 'personality explain go ratification happen', 'personality explain go ratification happen thing', 'personality explain go ratification happen thing right', 'explain', 'explain go', 'explain go ratification', 'explain go ratification happen', 'explain go ratification happen thing', 'explain go ratification happen thing right', 'go', 'go ratification', 'go ratification happen', 'go ratification happen thing', 'go ratification happen thing right', 'ratification', 'ratification happen', 'ratification happen thing', 'ratification happen thing right', 'happen', 'happen thing', 'happen thing right', 'thing', 'thing right', 'right']",1,0,0,0.0512820512820512,0.0
61116,He explains things in such a way that you really know that he understands and is concerned about you.,0,explain thing way know understand concerned,"['explain', 'explain thing', 'explain thing way', 'explain thing way know', 'explain thing way know understand', 'explain thing way know understand concerned', 'thing', 'thing way', 'thing way know', 'thing way know understand', 'thing way know understand concerned', 'way', 'way know', 'way know understand', 'way know understand concerned', 'know', 'know understand', 'know understand concerned', 'understand', 'understand concerned', 'concerned']",1,0,0,0.0833333333333333,0.0
149219,"The only treatment option I was offered: ?take Advil and take it easy, you?ll be fine.?",1,treatment option offer civil easy fine,"['treatment', 'treatment option', 'treatment option offer', 'treatment option offer civil', 'treatment option offer civil easy', 'treatment option offer civil easy fine', 'option', 'option offer', 'option offer civil', 'option offer civil easy', 'option offer civil easy fine', 'offer', 'offer civil', 'offer civil easy', 'offer civil easy fine', 'civil', 'civil easy', 'civil easy fine', 'easy', 'easy fine', 'fine']",0,0,1,0.0833333333333333,0.0
172915,and some other things to them they still would not fit us in any sooner.,1,thing not fit sooner,"['thing', 'thing not', 'thing not fit', 'thing not fit sooner', 'not', 'not fit', 'not fit sooner', 'fit', 'fit sooner', 'sooner']",1,0,0,0.1538461538461538,0.0
119979,They take time to explain things and take the time to ask if I have any questions or concerns,0,time explain thing time ask question concern,"['time', 'time explain', 'time explain thing', 'time explain thing time', 'time explain thing time ask', 'time explain thing time ask question', 'time explain thing time ask question concern', 'explain', 'explain thing', 'explain thing time', 'explain thing time ask', 'explain thing time ask question', 'explain thing time ask question concern', 'thing', 'thing time', 'thing time ask', 'thing time ask question', 'thing time ask question concern', 'time', 'time ask', 'time ask question', 'time ask question concern', 'ask', 'ask question', 'ask question concern', 'question', 'question concern', 'concern']",1,0,0,0.064516129032258,0.0
65639,The doctor is fine,0,doctor fine,"['doctor', 'doctor fine', 'fine']",0,0,1,0.3333333333333333,0.0
57713,Everything was done fine. ,0,fine,['fine'],0,0,1,0.5,0.0
165314,"Things happen as efficiently as they can for a busy doctor's office, which is pretty quickly if you ask me, considering circumstances.",0,thing happen efficiently busy doctor office pretty quickly ask consider circumstance,"['thing', 'thing happen', 'thing happen efficiently', 'thing happen efficiently busy', 'thing happen efficiently busy doctor', 'thing happen efficiently busy doctor office', 'thing happen efficiently busy doctor office pretty', 'thing happen efficiently busy doctor office pretty quickly', 'thing happen efficiently busy doctor office pretty quickly ask', 'thing happen efficiently busy doctor office pretty quickly ask consider', 'thing happen efficiently busy doctor office pretty quickly ask consider circumstance', 'happen', 'happen efficiently', 'happen efficiently busy', 'happen efficiently busy doctor', 'happen efficiently busy doctor office', 'happen efficiently busy doctor office pretty', 'happen efficiently busy doctor office pretty quickly', 'happen efficiently busy doctor office pretty quickly ask', 'happen efficiently busy doctor office pretty quickly ask consider', 'happen efficiently busy doctor office pretty quickly ask consider circumstance', 'efficiently', 'efficiently busy', 'efficiently busy doctor', 'efficiently busy doctor office', 'efficiently busy doctor office pretty', 'efficiently busy doctor office pretty quickly', 'efficiently busy doctor office pretty quickly ask', 'efficiently busy doctor office pretty quickly ask consider', 'efficiently busy doctor office pretty quickly ask consider circumstance', 'busy', 'busy doctor', 'busy doctor office', 'busy doctor office pretty', 'busy doctor office pretty quickly', 'busy doctor office pretty quickly ask', 'busy doctor office pretty quickly ask consider', 'busy doctor office pretty quickly ask consider circumstance', 'doctor', 'doctor office', 'doctor office pretty', 'doctor office pretty quickly', 'doctor office pretty quickly ask', 'doctor office pretty quickly ask consider', 'doctor office pretty quickly ask consider circumstance', 'office', 'office pretty', 'office pretty quickly', 'office pretty quickly ask', 'office pretty quickly ask consider', 'office pretty quickly ask consider circumstance', 'pretty', 'pretty quickly', 'pretty quickly ask', 'pretty quickly ask consider', 'pretty quickly ask consider circumstance', 'quickly', 'quickly ask', 'quickly ask consider', 'quickly ask consider circumstance', 'ask', 'ask consider', 'ask consider circumstance', 'consider', 'consider circumstance', 'circumstance']",1,0,0,0.0289855072463768,0.0
147594,I was been going to Orthopaedic Surgery Associates for over 10 years and I have seen some of their finest doctors.,0,go orthopedic surgery associate see fine doctor,"['go', 'go orthopedic', 'go orthopedic surgery', 'go orthopedic surgery associate', 'go orthopedic surgery associate see', 'go orthopedic surgery associate see fine', 'go orthopedic surgery associate see fine doctor', 'orthopedic', 'orthopedic surgery', 'orthopedic surgery associate', 'orthopedic surgery associate see', 'orthopedic surgery associate see fine', 'orthopedic surgery associate see fine doctor', 'surgery', 'surgery associate', 'surgery associate see', 'surgery associate see fine', 'surgery associate see fine doctor', 'associate', 'associate see', 'associate see fine', 'associate see fine doctor', 'see', 'see fine', 'see fine doctor', 'fine', 'fine doctor', 'doctor']",0,0,1,0.064516129032258,0.0
179190,"so, he's an ok doctor and all but there's one thing that pisses me about him.",1,ok doctor thing pass,"['ok', 'ok doctor', 'ok doctor thing', 'ok doctor thing pass', 'doctor', 'doctor thing', 'doctor thing pass', 'thing', 'thing pass', 'pass']",1,0,0,0.1538461538461538,0.0
105080,"and confronted me on why I said something to her manager, saying she did not say certain things to me when actually she did.",1,confront say manager say not certain thing actually,"['confront', 'confront say', 'confront say manager', 'confront say manager say', 'confront say manager say not', 'confront say manager say not certain', 'confront say manager say not certain thing', 'confront say manager say not certain thing actually', 'say', 'say manager', 'say manager say', 'say manager say not', 'say manager say not certain', 'say manager say not certain thing', 'say manager say not certain thing actually', 'manager', 'manager say', 'manager say not', 'manager say not certain', 'manager say not certain thing', 'manager say not certain thing actually', 'say', 'say not', 'say not certain', 'say not certain thing', 'say not certain thing actually', 'not', 'not certain', 'not certain thing', 'not certain thing actually', 'certain', 'certain thing', 'certain thing actually', 'thing', 'thing actually', 'actually']",1,0,0,0.0512820512820512,0.0
59919,He explained things in a very clear manner.,0,explain thing clear manner,"['explain', 'explain thing', 'explain thing clear', 'explain thing clear manner', 'thing', 'thing clear', 'thing clear manner', 'clear', 'clear manner', 'manner']",1,0,0,0.1538461538461538,0.0
168422,I'm coming back for other things I want like Botox and facials.,0,come thing want like facial,"['come', 'come thing', 'come thing want', 'come thing want like', 'come thing want like facial', 'thing', 'thing want', 'thing want like', 'thing want like facial', 'want', 'want like', 'want like facial', 'like', 'like facial', 'facial']",1,0,0,0.1111111111111111,0.0
64251,"The only thing is he seems extremely busy,",1,thing extremely busy,"['thing', 'thing extremely', 'thing extremely busy', 'extremely', 'extremely busy', 'busy']",1,0,0,0.2222222222222222,0.0
64664,The doctor is fine.,0,doctor fine,"['doctor', 'doctor fine', 'fine']",0,0,1,0.3333333333333333,0.0
186042,and one of those things was being able to get out of bed this morning feeling very good!,0,thing able bed feel good,"['thing', 'thing able', 'thing able bed', 'thing able bed feel', 'thing able bed feel good', 'able', 'able bed', 'able bed feel', 'able bed feel good', 'bed', 'bed feel', 'bed feel good', 'feel', 'feel good', 'good']",1,0,0,0.1111111111111111,0.0
