commentId,comment,classification,comment_processed,word_phrase_list,ask,ask question,question,question question,question answer,answer,answer single,single,similarity_score,regression_weight
188833,"After questioning, I received a cursory exam to include a blood draw whose results i have",1,question receive nursery examination include blood draw result,"['question', 'question receive', 'question receive nursery', 'question receive nursery examination', 'question receive nursery examination include', 'question receive nursery examination include blood', 'question receive nursery examination include blood draw', 'question receive nursery examination include blood draw result', 'receive', 'receive nursery', 'receive nursery examination', 'receive nursery examination include', 'receive nursery examination include blood', 'receive nursery examination include blood draw', 'receive nursery examination include blood draw result', 'nursery', 'nursery examination', 'nursery examination include', 'nursery examination include blood', 'nursery examination include blood draw', 'nursery examination include blood draw result', 'examination', 'examination include', 'examination include blood', 'examination include blood draw', 'examination include blood draw result', 'include', 'include blood', 'include blood draw', 'include blood draw result', 'blood', 'blood draw', 'blood draw result', 'draw', 'draw result', 'result']",0,0,1,0,0,0,0,0,0.0392156862745098,0.0
141681,Dr. McGowan was courteous and patient in answering questions and presenting the results.,0,courteous patient answer question present result,"['courteous', 'courteous patient', 'courteous patient answer', 'courteous patient answer question', 'courteous patient answer question present', 'courteous patient answer question present result', 'patient', 'patient answer', 'patient answer question', 'patient answer question present', 'patient answer question present result', 'answer', 'answer question', 'answer question present', 'answer question present result', 'question', 'question present', 'question present result', 'present', 'present result', 'result']",0,0,1,0,0,1,0,0,0.1111111111111111,0.0
151742,He doesn't do that and he doesn't like answering many questions.,1,like answer question,"['like', 'like answer', 'like answer question', 'answer', 'answer question', 'question']",0,0,1,0,0,1,0,0,0.1904761904761904,0.0
105707,"His answers always proved to be ""right on target"" throughout being in his care.",0,answer prove right target care,"['answer', 'answer prove', 'answer prove right', 'answer prove right target', 'answer prove right target care', 'prove', 'prove right', 'prove right target', 'prove right target care', 'right', 'right target', 'right target care', 'target', 'target care', 'care']",0,0,0,0,0,1,0,0,0.0666666666666666,0.0
146608,"But I can say, to whatever Dr he asked and got advise about me to not do surgery is a life savor.",0,dr ask get advise not surgery life savor,"['dr', 'dr ask', 'dr ask get', 'dr ask get advise', 'dr ask get advise not', 'dr ask get advise not surgery', 'dr ask get advise not surgery life', 'dr ask get advise not surgery life savor', 'ask', 'ask get', 'ask get advise', 'ask get advise not', 'ask get advise not surgery', 'ask get advise not surgery life', 'ask get advise not surgery life savor', 'get', 'get advise', 'get advise not', 'get advise not surgery', 'get advise not surgery life', 'get advise not surgery life savor', 'advise', 'advise not', 'advise not surgery', 'advise not surgery life', 'advise not surgery life savor', 'not', 'not surgery', 'not surgery life', 'not surgery life savor', 'surgery', 'surgery life', 'surgery life savor', 'life', 'life savor', 'savor']",1,0,0,0,0,0,0,0,0.0392156862745098,0.0
185577,"No matter how many times I called with queries, all the nurses answered and assisted patiently.",0,no matter time call question nurse answer assist patiently,"['no', 'no matter', 'no matter time', 'no matter time call', 'no matter time call question', 'no matter time call question nurse', 'no matter time call question nurse answer', 'no matter time call question nurse answer assist', 'no matter time call question nurse answer assist patiently', 'matter', 'matter time', 'matter time call', 'matter time call question', 'matter time call question nurse', 'matter time call question nurse answer', 'matter time call question nurse answer assist', 'matter time call question nurse answer assist patiently', 'time', 'time call', 'time call question', 'time call question nurse', 'time call question nurse answer', 'time call question nurse answer assist', 'time call question nurse answer assist patiently', 'call', 'call question', 'call question nurse', 'call question nurse answer', 'call question nurse answer assist', 'call question nurse answer assist patiently', 'question', 'question nurse', 'question nurse answer', 'question nurse answer assist', 'question nurse answer assist patiently', 'nurse', 'nurse answer', 'nurse answer assist', 'nurse answer assist patiently', 'answer', 'answer assist', 'answer assist patiently', 'assist', 'assist patiently', 'patiently']",0,0,1,0,0,1,0,0,0.0666666666666666,0.0
142893,Dr Rich is the most conscientious and caring doctor a patient can ask for.,0,conscientious dare doctor patient ask,"['conscientious', 'conscientious dare', 'conscientious dare doctor', 'conscientious dare doctor patient', 'conscientious dare doctor patient ask', 'dare', 'dare doctor', 'dare doctor patient', 'dare doctor patient ask', 'doctor', 'doctor patient', 'doctor patient ask', 'patient', 'patient ask', 'ask']",1,0,0,0,0,0,0,0,0.0666666666666666,0.0
185504,"If I need anymore surgeries, there is no question that I would do all future surgeries with him.",0,need anymore forgery no question future forgery,"['need', 'need anymore', 'need anymore forgery', 'need anymore forgery no', 'need anymore forgery no question', 'need anymore forgery no question future', 'need anymore forgery no question future forgery', 'anymore', 'anymore forgery', 'anymore forgery no', 'anymore forgery no question', 'anymore forgery no question future', 'anymore forgery no question future forgery', 'forgery', 'forgery no', 'forgery no question', 'forgery no question future', 'forgery no question future forgery', 'no', 'no question', 'no question future', 'no question future forgery', 'question', 'question future', 'question future forgery', 'future', 'future forgery', 'forgery']",0,0,1,0,0,0,0,0,0.0465116279069767,0.0
105817,i loved the way Megan asked me to make faces so she could best place the Botox.,0,love way begin ask face good place,"['love', 'love way', 'love way begin', 'love way begin ask', 'love way begin ask face', 'love way begin ask face good', 'love way begin ask face good place', 'way', 'way begin', 'way begin ask', 'way begin ask face', 'way begin ask face good', 'way begin ask face good place', 'begin', 'begin ask', 'begin ask face', 'begin ask face good', 'begin ask face good place', 'ask', 'ask face', 'ask face good', 'ask face good place', 'face', 'face good', 'face good place', 'good', 'good place', 'place']",1,0,0,0,0,0,0,0,0.0465116279069767,0.0
72606,"he is always willing to take as much time as necessary to answer questions and offer additional explanations, when requested.",0,willing time necessary answer question offer extra explanation request,"['willing', 'willing time', 'willing time necessary', 'willing time necessary answer', 'willing time necessary answer question', 'willing time necessary answer question offer', 'willing time necessary answer question offer extra', 'willing time necessary answer question offer extra explanation', 'willing time necessary answer question offer extra explanation request', 'time', 'time necessary', 'time necessary answer', 'time necessary answer question', 'time necessary answer question offer', 'time necessary answer question offer extra', 'time necessary answer question offer extra explanation', 'time necessary answer question offer extra explanation request', 'necessary', 'necessary answer', 'necessary answer question', 'necessary answer question offer', 'necessary answer question offer extra', 'necessary answer question offer extra explanation', 'necessary answer question offer extra explanation request', 'answer', 'answer question', 'answer question offer', 'answer question offer extra', 'answer question offer extra explanation', 'answer question offer extra explanation request', 'question', 'question offer', 'question offer extra', 'question offer extra explanation', 'question offer extra explanation request', 'offer', 'offer extra', 'offer extra explanation', 'offer extra explanation request', 'extra', 'extra explanation', 'extra explanation request', 'explanation', 'explanation request', 'request']",0,0,1,0,0,1,0,0,0.0666666666666666,0.0
135310,"Ever since I got my nose done, I no longer get asked on my ethnicity",0,get nose no long ask ethnicity,"['get', 'get nose', 'get nose no', 'get nose no long', 'get nose no long ask', 'get nose no long ask ethnicity', 'nose', 'nose no', 'nose no long', 'nose no long ask', 'nose no long ask ethnicity', 'no', 'no long', 'no long ask', 'no long ask ethnicity', 'long', 'long ask', 'long ask ethnicity', 'ask', 'ask ethnicity', 'ethnicity']",1,0,0,0,0,0,0,0,0.0555555555555555,0.0
104493,He answered all my questions and he has given me the confidence that there are Dr.s out here that care ....,0,answer question give confidence dry care,"['answer', 'answer question', 'answer question give', 'answer question give confidence', 'answer question give confidence dry', 'answer question give confidence dry care', 'question', 'question give', 'question give confidence', 'question give confidence dry', 'question give confidence dry care', 'give', 'give confidence', 'give confidence dry', 'give confidence dry care', 'confidence', 'confidence dry', 'confidence dry care', 'dry', 'dry care', 'care']",0,0,1,0,0,1,0,0,0.1111111111111111,0.0
64033,"If I have a question, he answers it and if I don't understand something, he explains it to me.",0,question answer understand explain,"['question', 'question answer', 'question answer understand', 'question answer understand explain', 'answer', 'answer understand', 'answer understand explain', 'understand', 'understand explain', 'explain']",0,0,1,0,1,1,0,0,0.24,0.0
97514,"Daniela the nurse was friendly as well, she asked questions,",0,nurse friendly ask question,"['nurse', 'nurse friendly', 'nurse friendly ask', 'nurse friendly ask question', 'friendly', 'friendly ask', 'friendly ask question', 'ask', 'ask question', 'question']",1,1,1,0,0,0,0,0,0.24,0.0
139832,"Very nice and patient people,listened and answered all my questions.Today was my second visit and the hygienist and dentist were awesome!",0,nice patient peoplelistened answer questionstoday visit hygienic dentist amazing,"['nice', 'nice patient', 'nice patient peoplelistened', 'nice patient peoplelistened answer', 'nice patient peoplelistened answer questionstoday', 'nice patient peoplelistened answer questionstoday visit', 'nice patient peoplelistened answer questionstoday visit hygienic', 'nice patient peoplelistened answer questionstoday visit hygienic dentist', 'nice patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'patient', 'patient peoplelistened', 'patient peoplelistened answer', 'patient peoplelistened answer questionstoday', 'patient peoplelistened answer questionstoday visit', 'patient peoplelistened answer questionstoday visit hygienic', 'patient peoplelistened answer questionstoday visit hygienic dentist', 'patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'peoplelistened', 'peoplelistened answer', 'peoplelistened answer questionstoday', 'peoplelistened answer questionstoday visit', 'peoplelistened answer questionstoday visit hygienic', 'peoplelistened answer questionstoday visit hygienic dentist', 'peoplelistened answer questionstoday visit hygienic dentist amazing', 'answer', 'answer questionstoday', 'answer questionstoday visit', 'answer questionstoday visit hygienic', 'answer questionstoday visit hygienic dentist', 'answer questionstoday visit hygienic dentist amazing', 'questionstoday', 'questionstoday visit', 'questionstoday visit hygienic', 'questionstoday visit hygienic dentist', 'questionstoday visit hygienic dentist amazing', 'visit', 'visit hygienic', 'visit hygienic dentist', 'visit hygienic dentist amazing', 'hygienic', 'hygienic dentist', 'hygienic dentist amazing', 'dentist', 'dentist amazing', 'amazing']",0,0,0,0,0,1,0,0,0.0333333333333333,0.0
89788,I had such a good experience I asked to permanently switch to this doctor,0,good experience ask permanently switch doctor,"['good', 'good experience', 'good experience ask', 'good experience ask permanently', 'good experience ask permanently switch', 'good experience ask permanently switch doctor', 'experience', 'experience ask', 'experience ask permanently', 'experience ask permanently switch', 'experience ask permanently switch doctor', 'ask', 'ask permanently', 'ask permanently switch', 'ask permanently switch doctor', 'permanently', 'permanently switch', 'permanently switch doctor', 'switch', 'switch doctor', 'doctor']",1,0,0,0,0,0,0,0,0.0555555555555555,0.0
107319,"Unfortunately, more questions than answers from Dr.",1,unfortunately question answer dr,"['unfortunately', 'unfortunately question', 'unfortunately question answer', 'unfortunately question answer dr', 'question', 'question answer', 'question answer dr', 'answer', 'answer dr', 'dr']",0,0,1,0,1,1,0,0,0.24,0.0
91375,"All my questions were answered, and I always felt like I was being treated with the highest level of service and knowledge.",0,question answer feel like treat high level service cognition,"['question', 'question answer', 'question answer feel', 'question answer feel like', 'question answer feel like treat', 'question answer feel like treat high', 'question answer feel like treat high level', 'question answer feel like treat high level service', 'question answer feel like treat high level service cognition', 'answer', 'answer feel', 'answer feel like', 'answer feel like treat', 'answer feel like treat high', 'answer feel like treat high level', 'answer feel like treat high level service', 'answer feel like treat high level service cognition', 'feel', 'feel like', 'feel like treat', 'feel like treat high', 'feel like treat high level', 'feel like treat high level service', 'feel like treat high level service cognition', 'like', 'like treat', 'like treat high', 'like treat high level', 'like treat high level service', 'like treat high level service cognition', 'treat', 'treat high', 'treat high level', 'treat high level service', 'treat high level service cognition', 'high', 'high level', 'high level service', 'high level service cognition', 'level', 'level service', 'level service cognition', 'service', 'service cognition', 'cognition']",0,0,1,0,1,1,0,0,0.1,0.0
118335,"Inpatient with any of the questions I had, ? ?she could not reply a very simple question.",1,impatient question not reply simple question,"['impatient', 'impatient question', 'impatient question not', 'impatient question not reply', 'impatient question not reply simple', 'impatient question not reply simple question', 'question', 'question not', 'question not reply', 'question not reply simple', 'question not reply simple question', 'not', 'not reply', 'not reply simple', 'not reply simple question', 'reply', 'reply simple', 'reply simple question', 'simple', 'simple question', 'question']",0,0,1,0,0,0,0,0,0.0555555555555555,0.0
104572,"then, the real ARNP came in and barely said much to me except the same questions they already asked me.",1,real come barely say question ask,"['real', 'real come', 'real come barely', 'real come barely say', 'real come barely say question', 'real come barely say question ask', 'come', 'come barely', 'come barely say', 'come barely say question', 'come barely say question ask', 'barely', 'barely say', 'barely say question', 'barely say question ask', 'say', 'say question', 'say question ask', 'question', 'question ask', 'ask']",1,0,1,0,0,0,0,0,0.1111111111111111,0.0
149041,She probes you to ask questions and gives you answers questions you didn't even know you had.,0,professor ask question give answer question know,"['professor', 'professor ask', 'professor ask question', 'professor ask question give', 'professor ask question give answer', 'professor ask question give answer question', 'professor ask question give answer question know', 'ask', 'ask question', 'ask question give', 'ask question give answer', 'ask question give answer question', 'ask question give answer question know', 'question', 'question give', 'question give answer', 'question give answer question', 'question give answer question know', 'give', 'give answer', 'give answer question', 'give answer question know', 'answer', 'answer question', 'answer question know', 'question', 'question know', 'know']",1,1,1,0,0,1,0,0,0.1860465116279069,0.0
88438,and answered some basic questions my previous provider failed to answer.,0,answer basic question previous provider fail answer,"['answer', 'answer basic', 'answer basic question', 'answer basic question previous', 'answer basic question previous provider', 'answer basic question previous provider fail', 'answer basic question previous provider fail answer', 'basic', 'basic question', 'basic question previous', 'basic question previous provider', 'basic question previous provider fail', 'basic question previous provider fail answer', 'question', 'question previous', 'question previous provider', 'question previous provider fail', 'question previous provider fail answer', 'previous', 'previous provider', 'previous provider fail', 'previous provider fail answer', 'provider', 'provider fail', 'provider fail answer', 'fail', 'fail answer', 'answer']",0,0,1,0,0,1,0,0,0.0930232558139534,0.0
122166,They have always been transparent about costs and everything that is going to happen and they are usually available for questions or concerns.,0,transparent cost go happen normally available question concern,"['transparent', 'transparent cost', 'transparent cost go', 'transparent cost go happen', 'transparent cost go happen normally', 'transparent cost go happen normally available', 'transparent cost go happen normally available question', 'transparent cost go happen normally available question concern', 'cost', 'cost go', 'cost go happen', 'cost go happen normally', 'cost go happen normally available', 'cost go happen normally available question', 'cost go happen normally available question concern', 'go', 'go happen', 'go happen normally', 'go happen normally available', 'go happen normally available question', 'go happen normally available question concern', 'happen', 'happen normally', 'happen normally available', 'happen normally available question', 'happen normally available question concern', 'normally', 'normally available', 'normally available question', 'normally available question concern', 'available', 'available question', 'available question concern', 'question', 'question concern', 'concern']",0,0,1,0,0,0,0,0,0.0392156862745098,0.0
188179,"As you sit there with a million questions, he will not shut you down.",0,sit question not shut,"['sit', 'sit question', 'sit question not', 'sit question not shut', 'question', 'question not', 'question not shut', 'not', 'not shut', 'shut']",0,0,1,0,0,0,0,0,0.08,0.0
156073,The other Ashley was very helpful with my questions about billing and insurance.,0,ash helpful question fill insurance,"['ash', 'ash helpful', 'ash helpful question', 'ash helpful question fill', 'ash helpful question fill insurance', 'helpful', 'helpful question', 'helpful question fill', 'helpful question fill insurance', 'question', 'question fill', 'question fill insurance', 'fill', 'fill insurance', 'insurance']",0,0,1,0,0,0,0,0,0.0666666666666666,0.0
95662,Everybody is asking me what I have done differently with my face.,0,everybody ask differently face,"['everybody', 'everybody ask', 'everybody ask differently', 'everybody ask differently face', 'ask', 'ask differently', 'ask differently face', 'differently', 'differently face', 'face']",1,0,0,0,0,0,0,0,0.08,0.0
152109,"I had to follow up AGAIN the next morning, to which his assistant answered his line.",1,follow assistant answer line,"['follow', 'follow assistant', 'follow assistant answer', 'follow assistant answer line', 'assistant', 'assistant answer', 'assistant answer line', 'answer', 'answer line', 'line']",0,0,0,0,0,1,0,0,0.08,0.0
141475,Very comfortable and always leave with all my questions answered!,0,comfortable leave question answer,"['comfortable', 'comfortable leave', 'comfortable leave question', 'comfortable leave question answer', 'leave', 'leave question', 'leave question answer', 'question', 'question answer', 'answer']",0,0,1,0,1,1,0,0,0.24,0.0
131215,"When i asked how much will be my surgery,doctor Alexander just came up with some random numbers,ridiculous high price!",1,ask surgerydoctor alexander come random numbersridiculous high price,"['ask', 'ask surgerydoctor', 'ask surgerydoctor alexander', 'ask surgerydoctor alexander come', 'ask surgerydoctor alexander come random', 'ask surgerydoctor alexander come random numbersridiculous', 'ask surgerydoctor alexander come random numbersridiculous high', 'ask surgerydoctor alexander come random numbersridiculous high price', 'surgerydoctor', 'surgerydoctor alexander', 'surgerydoctor alexander come', 'surgerydoctor alexander come random', 'surgerydoctor alexander come random numbersridiculous', 'surgerydoctor alexander come random numbersridiculous high', 'surgerydoctor alexander come random numbersridiculous high price', 'alexander', 'alexander come', 'alexander come random', 'alexander come random numbersridiculous', 'alexander come random numbersridiculous high', 'alexander come random numbersridiculous high price', 'come', 'come random', 'come random numbersridiculous', 'come random numbersridiculous high', 'come random numbersridiculous high price', 'random', 'random numbersridiculous', 'random numbersridiculous high', 'random numbersridiculous high price', 'numbersridiculous', 'numbersridiculous high', 'numbersridiculous high price', 'high', 'high price', 'price']",1,0,0,0,0,0,0,0,0.0392156862745098,0.0
145189,You may also be asked to pay a ransom or you get your personal information posted online.,1,ask pay ransom personal information post on-line,"['ask', 'ask pay', 'ask pay ransom', 'ask pay ransom personal', 'ask pay ransom personal information', 'ask pay ransom personal information post', 'ask pay ransom personal information post on-line', 'pay', 'pay ransom', 'pay ransom personal', 'pay ransom personal information', 'pay ransom personal information post', 'pay ransom personal information post on-line', 'ransom', 'ransom personal', 'ransom personal information', 'ransom personal information post', 'ransom personal information post on-line', 'personal', 'personal information', 'personal information post', 'personal information post on-line', 'information', 'information post', 'information post on-line', 'post', 'post on-line', 'on-line']",1,0,0,0,0,0,0,0,0.0465116279069767,0.0
130895,"I'm a horrible patient, and yet, he was incredibly patient with me and all my annoying questions.",0,atrocious patient incredibly patient annoying question,"['atrocious', 'atrocious patient', 'atrocious patient incredibly', 'atrocious patient incredibly patient', 'atrocious patient incredibly patient annoying', 'atrocious patient incredibly patient annoying question', 'patient', 'patient incredibly', 'patient incredibly patient', 'patient incredibly patient annoying', 'patient incredibly patient annoying question', 'incredibly', 'incredibly patient', 'incredibly patient annoying', 'incredibly patient annoying question', 'patient', 'patient annoying', 'patient annoying question', 'annoying', 'annoying question', 'question']",0,0,1,0,0,0,0,0,0.0555555555555555,0.0
187601,"The nurses, Aarshaya and Shelley, are very knowledgeable and open to all questions.",0,nurse aarshaya shell knowledgeable open question,"['nurse', 'nurse aarshaya', 'nurse aarshaya shell', 'nurse aarshaya shell knowledgeable', 'nurse aarshaya shell knowledgeable open', 'nurse aarshaya shell knowledgeable open question', 'aarshaya', 'aarshaya shell', 'aarshaya shell knowledgeable', 'aarshaya shell knowledgeable open', 'aarshaya shell knowledgeable open question', 'shell', 'shell knowledgeable', 'shell knowledgeable open', 'shell knowledgeable open question', 'knowledgeable', 'knowledgeable open', 'knowledgeable open question', 'open', 'open question', 'question']",0,0,1,0,0,0,0,0,0.0555555555555555,0.0
110459,Surgical coordinator inefficient and failed to get documentation sent until I asked it be sent inter office with another doctor driving to Pompton office.,1,surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton office,"['surgical', 'surgical coordinate', 'surgical coordinate efficient', 'surgical coordinate efficient fail', 'surgical coordinate efficient fail documentation', 'surgical coordinate efficient fail documentation send', 'surgical coordinate efficient fail documentation send ask', 'surgical coordinate efficient fail documentation send ask send', 'surgical coordinate efficient fail documentation send ask send bury', 'surgical coordinate efficient fail documentation send ask send bury office', 'surgical coordinate efficient fail documentation send ask send bury office doctor', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton office', 'coordinate', 'coordinate efficient', 'coordinate efficient fail', 'coordinate efficient fail documentation', 'coordinate efficient fail documentation send', 'coordinate efficient fail documentation send ask', 'coordinate efficient fail documentation send ask send', 'coordinate efficient fail documentation send ask send bury', 'coordinate efficient fail documentation send ask send bury office', 'coordinate efficient fail documentation send ask send bury office doctor', 'coordinate efficient fail documentation send ask send bury office doctor drive', 'coordinate efficient fail documentation send ask send bury office doctor drive hampton', 'coordinate efficient fail documentation send ask send bury office doctor drive hampton office', 'efficient', 'efficient fail', 'efficient fail documentation', 'efficient fail documentation send', 'efficient fail documentation send ask', 'efficient fail documentation send ask send', 'efficient fail documentation send ask send bury', 'efficient fail documentation send ask send bury office', 'efficient fail documentation send ask send bury office doctor', 'efficient fail documentation send ask send bury office doctor drive', 'efficient fail documentation send ask send bury office doctor drive hampton', 'efficient fail documentation send ask send bury office doctor drive hampton office', 'fail', 'fail documentation', 'fail documentation send', 'fail documentation send ask', 'fail documentation send ask send', 'fail documentation send ask send bury', 'fail documentation send ask send bury office', 'fail documentation send ask send bury office doctor', 'fail documentation send ask send bury office doctor drive', 'fail documentation send ask send bury office doctor drive hampton', 'fail documentation send ask send bury office doctor drive hampton office', 'documentation', 'documentation send', 'documentation send ask', 'documentation send ask send', 'documentation send ask send bury', 'documentation send ask send bury office', 'documentation send ask send bury office doctor', 'documentation send ask send bury office doctor drive', 'documentation send ask send bury office doctor drive hampton', 'documentation send ask send bury office doctor drive hampton office', 'send', 'send ask', 'send ask send', 'send ask send bury', 'send ask send bury office', 'send ask send bury office doctor', 'send ask send bury office doctor drive', 'send ask send bury office doctor drive hampton', 'send ask send bury office doctor drive hampton office', 'ask', 'ask send', 'ask send bury', 'ask send bury office', 'ask send bury office doctor', 'ask send bury office doctor drive', 'ask send bury office doctor drive hampton', 'ask send bury office doctor drive hampton office', 'send', 'send bury', 'send bury office', 'send bury office doctor', 'send bury office doctor drive', 'send bury office doctor drive hampton', 'send bury office doctor drive hampton office', 'bury', 'bury office', 'bury office doctor', 'bury office doctor drive', 'bury office doctor drive hampton', 'bury office doctor drive hampton office', 'office', 'office doctor', 'office doctor drive', 'office doctor drive hampton', 'office doctor drive hampton office', 'doctor', 'doctor drive', 'doctor drive hampton', 'doctor drive hampton office', 'drive', 'drive hampton', 'drive hampton office', 'hampton', 'hampton office', 'office']",1,0,0,0,0,0,0,0,0.0166666666666666,0.0
108315,He took the time to answer all my questions during the consultation.,0,take time answer question consultation,"['take', 'take time', 'take time answer', 'take time answer question', 'take time answer question consultation', 'time', 'time answer', 'time answer question', 'time answer question consultation', 'answer', 'answer question', 'answer question consultation', 'question', 'question consultation', 'consultation']",0,0,1,0,0,1,0,0,0.1333333333333333,0.0
101767,She takes the time to talk to me and answers my questions.,0,take time talk answer question,"['take', 'take time', 'take time talk', 'take time talk answer', 'take time talk answer question', 'time', 'time talk', 'time talk answer', 'time talk answer question', 'talk', 'talk answer', 'talk answer question', 'answer', 'answer question', 'question']",0,0,1,0,0,1,0,0,0.1333333333333333,0.0
184927,"Thorough examination with questions of my entire body, with emphasis on my thyroid, and it's relation to all my various other organs.",0,thorough examination question entire body emphasis thyreoid relation organ,"['thorough', 'thorough examination', 'thorough examination question', 'thorough examination question entire', 'thorough examination question entire body', 'thorough examination question entire body emphasis', 'thorough examination question entire body emphasis thyreoid', 'thorough examination question entire body emphasis thyreoid relation', 'thorough examination question entire body emphasis thyreoid relation organ', 'examination', 'examination question', 'examination question entire', 'examination question entire body', 'examination question entire body emphasis', 'examination question entire body emphasis thyreoid', 'examination question entire body emphasis thyreoid relation', 'examination question entire body emphasis thyreoid relation organ', 'question', 'question entire', 'question entire body', 'question entire body emphasis', 'question entire body emphasis thyreoid', 'question entire body emphasis thyreoid relation', 'question entire body emphasis thyreoid relation organ', 'entire', 'entire body', 'entire body emphasis', 'entire body emphasis thyreoid', 'entire body emphasis thyreoid relation', 'entire body emphasis thyreoid relation organ', 'body', 'body emphasis', 'body emphasis thyreoid', 'body emphasis thyreoid relation', 'body emphasis thyreoid relation organ', 'emphasis', 'emphasis thyreoid', 'emphasis thyreoid relation', 'emphasis thyreoid relation organ', 'thyreoid', 'thyreoid relation', 'thyreoid relation organ', 'relation', 'relation organ', 'organ']",0,0,1,0,0,0,0,0,0.0333333333333333,0.0
