commentId,comment,classification,comment_processed,word_phrase_list,thank,include,include susan,susan,susan walk,walk,similarity_score,regression_weight
69478,My life was changed forever the day I walked in to Dr..Langdon's office.,0,life change forever walk drlangdons office,"['life', 'life change', 'life change forever', 'life change forever walk', 'life change forever walk drlangdons', 'life change forever walk drlangdons office', 'change', 'change forever', 'change forever walk', 'change forever walk drlangdons', 'change forever walk drlangdons office', 'forever', 'forever walk', 'forever walk drlangdons', 'forever walk drlangdons office', 'walk', 'walk drlangdons', 'walk drlangdons office', 'drlangdons', 'drlangdons office', 'office']",0,0,0,0,0,1,0.064516129032258,0.0
127671,Thank you Dr. Samuelson for everything.,0,thank,['thank'],1,0,0,0,0,0,0.1818181818181818,0.0
126410,"I never get greeted the same as everyone else that walks in the door, the stares I get are extremely annoyed.",1,greet walk door stare extremely annoyed,"['greet', 'greet walk', 'greet walk door', 'greet walk door stare', 'greet walk door stare extremely', 'greet walk door stare extremely annoyed', 'walk', 'walk door', 'walk door stare', 'walk door stare extremely', 'walk door stare extremely annoyed', 'door', 'door stare', 'door stare extremely', 'door stare extremely annoyed', 'stare', 'stare extremely', 'stare extremely annoyed', 'extremely', 'extremely annoyed', 'annoyed']",0,0,0,0,0,1,0.064516129032258,0.0
174051,"In other words, when you walk in the door you have dollar signs floating over your head.",1,word walk door dollar sign float head,"['word', 'word walk', 'word walk door', 'word walk door dollar', 'word walk door dollar sign', 'word walk door dollar sign float', 'word walk door dollar sign float head', 'walk', 'walk door', 'walk door dollar', 'walk door dollar sign', 'walk door dollar sign float', 'walk door dollar sign float head', 'door', 'door dollar', 'door dollar sign', 'door dollar sign float', 'door dollar sign float head', 'dollar', 'dollar sign', 'dollar sign float', 'dollar sign float head', 'sign', 'sign float', 'sign float head', 'float', 'float head', 'head']",0,0,0,0,0,1,0.0526315789473684,0.0
139713,"No pain, Whole staff and Dr. Tye were very helpful through the process, always made sure I was ok. Thank you again!!",0,no pain staff dr helpful process sure ok thank,"['no', 'no pain', 'no pain staff', 'no pain staff dr', 'no pain staff dr helpful', 'no pain staff dr helpful process', 'no pain staff dr helpful process sure', 'no pain staff dr helpful process sure ok', 'no pain staff dr helpful process sure ok thank', 'pain', 'pain staff', 'pain staff dr', 'pain staff dr helpful', 'pain staff dr helpful process', 'pain staff dr helpful process sure', 'pain staff dr helpful process sure ok', 'pain staff dr helpful process sure ok thank', 'staff', 'staff dr', 'staff dr helpful', 'staff dr helpful process', 'staff dr helpful process sure', 'staff dr helpful process sure ok', 'staff dr helpful process sure ok thank', 'dr', 'dr helpful', 'dr helpful process', 'dr helpful process sure', 'dr helpful process sure ok', 'dr helpful process sure ok thank', 'helpful', 'helpful process', 'helpful process sure', 'helpful process sure ok', 'helpful process sure ok thank', 'process', 'process sure', 'process sure ok', 'process sure ok thank', 'sure', 'sure ok', 'sure ok thank', 'ok', 'ok thank', 'thank']",1,0,0,0,0,0,0.0363636363636363,0.0
172797,Since having surgery I can now stand an unlimited amount of time and I can walk for long periods.,0,have surgery stand unlimited time walk long period,"['have', 'have surgery', 'have surgery stand', 'have surgery stand unlimited', 'have surgery stand unlimited time', 'have surgery stand unlimited time walk', 'have surgery stand unlimited time walk long', 'have surgery stand unlimited time walk long period', 'surgery', 'surgery stand', 'surgery stand unlimited', 'surgery stand unlimited time', 'surgery stand unlimited time walk', 'surgery stand unlimited time walk long', 'surgery stand unlimited time walk long period', 'stand', 'stand unlimited', 'stand unlimited time', 'stand unlimited time walk', 'stand unlimited time walk long', 'stand unlimited time walk long period', 'unlimited', 'unlimited time', 'unlimited time walk', 'unlimited time walk long', 'unlimited time walk long period', 'time', 'time walk', 'time walk long', 'time walk long period', 'walk', 'walk long', 'walk long period', 'long', 'long period', 'period']",0,0,0,0,0,1,0.0434782608695652,0.0
143820,"Lauren gave me all options including possible side effects, expectations and usage.",0,laurel give option include possible effect expectation usage,"['laurel', 'laurel give', 'laurel give option', 'laurel give option include', 'laurel give option include possible', 'laurel give option include possible effect', 'laurel give option include possible effect expectation', 'laurel give option include possible effect expectation usage', 'give', 'give option', 'give option include', 'give option include possible', 'give option include possible effect', 'give option include possible effect expectation', 'give option include possible effect expectation usage', 'option', 'option include', 'option include possible', 'option include possible effect', 'option include possible effect expectation', 'option include possible effect expectation usage', 'include', 'include possible', 'include possible effect', 'include possible effect expectation', 'include possible effect expectation usage', 'possible', 'possible effect', 'possible effect expectation', 'possible effect expectation usage', 'effect', 'effect expectation', 'effect expectation usage', 'expectation', 'expectation usage', 'usage']",0,1,0,0,0,0,0.0434782608695652,0.0
133949,"Walked out of surgery no crutches, no wheelchair.",0,walk surgery no crutch no wheelchair,"['walk', 'walk surgery', 'walk surgery no', 'walk surgery no crutch', 'walk surgery no crutch no', 'walk surgery no crutch no wheelchair', 'surgery', 'surgery no', 'surgery no crutch', 'surgery no crutch no', 'surgery no crutch no wheelchair', 'no', 'no crutch', 'no crutch no', 'no crutch no wheelchair', 'crutch', 'crutch no', 'crutch no wheelchair', 'no', 'no wheelchair', 'wheelchair']",0,0,0,0,0,1,0.064516129032258,0.0
68460,Thank you for your help!-KC,0,thank help,"['thank', 'thank help', 'help']",1,0,0,0,0,0,0.1538461538461538,0.0
128718,"Shouldn't the follow-up visits be included in the price, I paid $155.00 on my last visit on March 29th.",1,follow visit include price pay visit march th,"['follow', 'follow visit', 'follow visit include', 'follow visit include price', 'follow visit include price pay', 'follow visit include price pay visit', 'follow visit include price pay visit march', 'follow visit include price pay visit march th', 'visit', 'visit include', 'visit include price', 'visit include price pay', 'visit include price pay visit', 'visit include price pay visit march', 'visit include price pay visit march th', 'include', 'include price', 'include price pay', 'include price pay visit', 'include price pay visit march', 'include price pay visit march th', 'price', 'price pay', 'price pay visit', 'price pay visit march', 'price pay visit march th', 'pay', 'pay visit', 'pay visit march', 'pay visit march th', 'visit', 'visit march', 'visit march th', 'march', 'march th', 'th']",0,1,0,0,0,0,0.0434782608695652,0.0
173118,"Eileen was careless, came in like she owned the place, walked all over to my",1,careless come like own place walk,"['careless', 'careless come', 'careless come like', 'careless come like own', 'careless come like own place', 'careless come like own place walk', 'come', 'come like', 'come like own', 'come like own place', 'come like own place walk', 'like', 'like own', 'like own place', 'like own place walk', 'own', 'own place', 'own place walk', 'place', 'place walk', 'walk']",0,0,0,0,0,1,0.064516129032258,0.0
106241,"Quick and awesome thank you very much,,, done before I knew it.",0,quick amazing thank know,"['quick', 'quick amazing', 'quick amazing thank', 'quick amazing thank know', 'amazing', 'amazing thank', 'amazing thank know', 'thank', 'thank know', 'know']",1,0,0,0,0,0,0.1,0.0
107486,"I can finally get the haircut I want and not hide my ears, thank you Dr. Sajjadian.",0,finally haircut want not hide ear thank,"['finally', 'finally haircut', 'finally haircut want', 'finally haircut want not', 'finally haircut want not hide', 'finally haircut want not hide ear', 'finally haircut want not hide ear thank', 'haircut', 'haircut want', 'haircut want not', 'haircut want not hide', 'haircut want not hide ear', 'haircut want not hide ear thank', 'want', 'want not', 'want not hide', 'want not hide ear', 'want not hide ear thank', 'not', 'not hide', 'not hide ear', 'not hide ear thank', 'hide', 'hide ear', 'hide ear thank', 'ear', 'ear thank', 'thank']",1,0,0,0,0,0,0.0526315789473684,0.0
138272,"Because I have a laundry list of things to repair (my fault!), Dorian walked me through my dental benefits, what was covered,",0,assorted list thing repair fault doran walk dental benefit cover,"['assorted', 'assorted list', 'assorted list thing', 'assorted list thing repair', 'assorted list thing repair fault', 'assorted list thing repair fault doran', 'assorted list thing repair fault doran walk', 'assorted list thing repair fault doran walk dental', 'assorted list thing repair fault doran walk dental benefit', 'assorted list thing repair fault doran walk dental benefit cover', 'list', 'list thing', 'list thing repair', 'list thing repair fault', 'list thing repair fault doran', 'list thing repair fault doran walk', 'list thing repair fault doran walk dental', 'list thing repair fault doran walk dental benefit', 'list thing repair fault doran walk dental benefit cover', 'thing', 'thing repair', 'thing repair fault', 'thing repair fault doran', 'thing repair fault doran walk', 'thing repair fault doran walk dental', 'thing repair fault doran walk dental benefit', 'thing repair fault doran walk dental benefit cover', 'repair', 'repair fault', 'repair fault doran', 'repair fault doran walk', 'repair fault doran walk dental', 'repair fault doran walk dental benefit', 'repair fault doran walk dental benefit cover', 'fault', 'fault doran', 'fault doran walk', 'fault doran walk dental', 'fault doran walk dental benefit', 'fault doran walk dental benefit cover', 'doran', 'doran walk', 'doran walk dental', 'doran walk dental benefit', 'doran walk dental benefit cover', 'walk', 'walk dental', 'walk dental benefit', 'walk dental benefit cover', 'dental', 'dental benefit', 'dental benefit cover', 'benefit', 'benefit cover', 'cover']",0,0,0,0,0,1,0.0307692307692307,0.0
108668,I walked in terrified - a total chicken - and am now absolutely thrilled that I trusted Dr. Serure.,0,walk terrify total chicken absolutely thrill trust dr secure,"['walk', 'walk terrify', 'walk terrify total', 'walk terrify total chicken', 'walk terrify total chicken absolutely', 'walk terrify total chicken absolutely thrill', 'walk terrify total chicken absolutely thrill trust', 'walk terrify total chicken absolutely thrill trust dr', 'walk terrify total chicken absolutely thrill trust dr secure', 'terrify', 'terrify total', 'terrify total chicken', 'terrify total chicken absolutely', 'terrify total chicken absolutely thrill', 'terrify total chicken absolutely thrill trust', 'terrify total chicken absolutely thrill trust dr', 'terrify total chicken absolutely thrill trust dr secure', 'total', 'total chicken', 'total chicken absolutely', 'total chicken absolutely thrill', 'total chicken absolutely thrill trust', 'total chicken absolutely thrill trust dr', 'total chicken absolutely thrill trust dr secure', 'chicken', 'chicken absolutely', 'chicken absolutely thrill', 'chicken absolutely thrill trust', 'chicken absolutely thrill trust dr', 'chicken absolutely thrill trust dr secure', 'absolutely', 'absolutely thrill', 'absolutely thrill trust', 'absolutely thrill trust dr', 'absolutely thrill trust dr secure', 'thrill', 'thrill trust', 'thrill trust dr', 'thrill trust dr secure', 'trust', 'trust dr', 'trust dr secure', 'dr', 'dr secure', 'secure']",0,0,0,0,0,1,0.0363636363636363,0.0
122352,Love the smiles on everyone's face from the time you walk in the door till the time you leave.,0,love smile face time walk door till time leave,"['love', 'love smile', 'love smile face', 'love smile face time', 'love smile face time walk', 'love smile face time walk door', 'love smile face time walk door till', 'love smile face time walk door till time', 'love smile face time walk door till time leave', 'smile', 'smile face', 'smile face time', 'smile face time walk', 'smile face time walk door', 'smile face time walk door till', 'smile face time walk door till time', 'smile face time walk door till time leave', 'face', 'face time', 'face time walk', 'face time walk door', 'face time walk door till', 'face time walk door till time', 'face time walk door till time leave', 'time', 'time walk', 'time walk door', 'time walk door till', 'time walk door till time', 'time walk door till time leave', 'walk', 'walk door', 'walk door till', 'walk door till time', 'walk door till time leave', 'door', 'door till', 'door till time', 'door till time leave', 'till', 'till time', 'till time leave', 'time', 'time leave', 'leave']",0,0,0,0,0,1,0.0363636363636363,0.0
101313,We recently had Dr. McIntosh deliver our daughter and I cannot thank her enough,0,recently deliver daughter not thank,"['recently', 'recently deliver', 'recently deliver daughter', 'recently deliver daughter not', 'recently deliver daughter not thank', 'deliver', 'deliver daughter', 'deliver daughter not', 'deliver daughter not thank', 'daughter', 'daughter not', 'daughter not thank', 'not', 'not thank', 'thank']",1,0,0,0,0,0,0.08,0.0
185171,and answered all my questions with a lot of patience. (Thank you for this Stefanie) I will return for a follow up soon.,0,answer question lot patience thank stefanie return follow soon,"['answer', 'answer question', 'answer question lot', 'answer question lot patience', 'answer question lot patience thank', 'answer question lot patience thank stefanie', 'answer question lot patience thank stefanie return', 'answer question lot patience thank stefanie return follow', 'answer question lot patience thank stefanie return follow soon', 'question', 'question lot', 'question lot patience', 'question lot patience thank', 'question lot patience thank stefanie', 'question lot patience thank stefanie return', 'question lot patience thank stefanie return follow', 'question lot patience thank stefanie return follow soon', 'lot', 'lot patience', 'lot patience thank', 'lot patience thank stefanie', 'lot patience thank stefanie return', 'lot patience thank stefanie return follow', 'lot patience thank stefanie return follow soon', 'patience', 'patience thank', 'patience thank stefanie', 'patience thank stefanie return', 'patience thank stefanie return follow', 'patience thank stefanie return follow soon', 'thank', 'thank stefanie', 'thank stefanie return', 'thank stefanie return follow', 'thank stefanie return follow soon', 'stefanie', 'stefanie return', 'stefanie return follow', 'stefanie return follow soon', 'return', 'return follow', 'return follow soon', 'follow', 'follow soon', 'soon']",1,0,0,0,0,0,0.0363636363636363,0.0
70003,I felt included in the treatment plan.,0,feel include treatment plan,"['feel', 'feel include', 'feel include treatment', 'feel include treatment plan', 'include', 'include treatment', 'include treatment plan', 'treatment', 'treatment plan', 'plan']",0,1,0,0,0,0,0.1,0.0
146901,"Thank you again north Texas plastic surgery for a beautiful result and not sending me on""botched"".",0,thank plastic surgery beautiful result not send onbotched,"['thank', 'thank plastic', 'thank plastic surgery', 'thank plastic surgery beautiful', 'thank plastic surgery beautiful result', 'thank plastic surgery beautiful result not', 'thank plastic surgery beautiful result not send', 'thank plastic surgery beautiful result not send onbotched', 'plastic', 'plastic surgery', 'plastic surgery beautiful', 'plastic surgery beautiful result', 'plastic surgery beautiful result not', 'plastic surgery beautiful result not send', 'plastic surgery beautiful result not send onbotched', 'surgery', 'surgery beautiful', 'surgery beautiful result', 'surgery beautiful result not', 'surgery beautiful result not send', 'surgery beautiful result not send onbotched', 'beautiful', 'beautiful result', 'beautiful result not', 'beautiful result not send', 'beautiful result not send onbotched', 'result', 'result not', 'result not send', 'result not send onbotched', 'not', 'not send', 'not send onbotched', 'send', 'send onbotched', 'onbotched']",1,0,0,0,0,0,0.0434782608695652,0.0
155815,"She is great and I enjoy seeing her once a month, Thank you for being such a high class of organization",0,great enjoy see month thank high class organization,"['great', 'great enjoy', 'great enjoy see', 'great enjoy see month', 'great enjoy see month thank', 'great enjoy see month thank high', 'great enjoy see month thank high class', 'great enjoy see month thank high class organization', 'enjoy', 'enjoy see', 'enjoy see month', 'enjoy see month thank', 'enjoy see month thank high', 'enjoy see month thank high class', 'enjoy see month thank high class organization', 'see', 'see month', 'see month thank', 'see month thank high', 'see month thank high class', 'see month thank high class organization', 'month', 'month thank', 'month thank high', 'month thank high class', 'month thank high class organization', 'thank', 'thank high', 'thank high class', 'thank high class organization', 'high', 'high class', 'high class organization', 'class', 'class organization', 'organization']",1,0,0,0,0,0,0.0434782608695652,0.0
89154,Thank you Dr Tartak!!,0,thank dr tartar,"['thank', 'thank dr', 'thank dr tartar', 'dr', 'dr tartar', 'tartar']",1,0,0,0,0,0,0.125,0.0
82195,"All I can say is, thank you Lord",0,thank lord,"['thank', 'thank lord', 'lord']",1,0,0,0,0,0,0.1538461538461538,0.0
135427,Thank you Tabitha for a wonderful experience and for making me feel at home.,0,thank tabitha fantastic experience make feel home,"['thank', 'thank tabitha', 'thank tabitha fantastic', 'thank tabitha fantastic experience', 'thank tabitha fantastic experience make', 'thank tabitha fantastic experience make feel', 'thank tabitha fantastic experience make feel home', 'tabitha', 'tabitha fantastic', 'tabitha fantastic experience', 'tabitha fantastic experience make', 'tabitha fantastic experience make feel', 'tabitha fantastic experience make feel home', 'fantastic', 'fantastic experience', 'fantastic experience make', 'fantastic experience make feel', 'fantastic experience make feel home', 'experience', 'experience make', 'experience make feel', 'experience make feel home', 'make', 'make feel', 'make feel home', 'feel', 'feel home', 'home']",1,0,0,0,0,0,0.0526315789473684,0.0
190125,"She is truly an artist and has saved me from walking around, looking like a freak, Lisa, you are an angel.",0,truly artist save walk look like freak lisa angel,"['truly', 'truly artist', 'truly artist save', 'truly artist save walk', 'truly artist save walk look', 'truly artist save walk look like', 'truly artist save walk look like freak', 'truly artist save walk look like freak lisa', 'truly artist save walk look like freak lisa angel', 'artist', 'artist save', 'artist save walk', 'artist save walk look', 'artist save walk look like', 'artist save walk look like freak', 'artist save walk look like freak lisa', 'artist save walk look like freak lisa angel', 'save', 'save walk', 'save walk look', 'save walk look like', 'save walk look like freak', 'save walk look like freak lisa', 'save walk look like freak lisa angel', 'walk', 'walk look', 'walk look like', 'walk look like freak', 'walk look like freak lisa', 'walk look like freak lisa angel', 'look', 'look like', 'look like freak', 'look like freak lisa', 'look like freak lisa angel', 'like', 'like freak', 'like freak lisa', 'like freak lisa angel', 'freak', 'freak lisa', 'freak lisa angel', 'lisa', 'lisa angel', 'angel']",0,0,0,0,0,1,0.0363636363636363,0.0
113334,"From the minute you walk into the office and greated, the interaction with all of the beautiful ladies that organize",0,walk office great interaction beautiful lady organize,"['walk', 'walk office', 'walk office great', 'walk office great interaction', 'walk office great interaction beautiful', 'walk office great interaction beautiful lady', 'walk office great interaction beautiful lady organize', 'office', 'office great', 'office great interaction', 'office great interaction beautiful', 'office great interaction beautiful lady', 'office great interaction beautiful lady organize', 'great', 'great interaction', 'great interaction beautiful', 'great interaction beautiful lady', 'great interaction beautiful lady organize', 'interaction', 'interaction beautiful', 'interaction beautiful lady', 'interaction beautiful lady organize', 'beautiful', 'beautiful lady', 'beautiful lady organize', 'lady', 'lady organize', 'organize']",0,0,0,0,0,1,0.0526315789473684,0.0
184020,I also want to give his worker's 5 stars especially Susan at the front desk.,0,want worker star especially susan desk,"['want', 'want worker', 'want worker star', 'want worker star especially', 'want worker star especially susan', 'want worker star especially susan desk', 'worker', 'worker star', 'worker star especially', 'worker star especially susan', 'worker star especially susan desk', 'star', 'star especially', 'star especially susan', 'star especially susan desk', 'especially', 'especially susan', 'especially susan desk', 'susan', 'susan desk', 'desk']",0,0,0,1,0,0,0.064516129032258,0.0
110241,I walked in and out of his clinic in about an hour then went to work the next day.,0,walk clinic go work,"['walk', 'walk clinic', 'walk clinic go', 'walk clinic go work', 'clinic', 'clinic go', 'clinic go work', 'go', 'go work', 'work']",0,0,0,0,0,1,0.1,0.0
129864,"I had surgery, could barely walk, he booked my surgery ASAP.",0,surgery barely walk book surgery sap,"['surgery', 'surgery barely', 'surgery barely walk', 'surgery barely walk book', 'surgery barely walk book surgery', 'surgery barely walk book surgery sap', 'barely', 'barely walk', 'barely walk book', 'barely walk book surgery', 'barely walk book surgery sap', 'walk', 'walk book', 'walk book surgery', 'walk book surgery sap', 'book', 'book surgery', 'book surgery sap', 'surgery', 'surgery sap', 'sap']",0,0,0,0,0,1,0.064516129032258,0.0
88973,I walked into my surgery without a worry in the world.,0,walk surgery worry world,"['walk', 'walk surgery', 'walk surgery worry', 'walk surgery worry world', 'surgery', 'surgery worry', 'surgery worry world', 'worry', 'worry world', 'world']",0,0,0,0,0,1,0.1,0.0
153616,When I walked in it felt like they were all waiting for me so they could leave as quickly as possible.,1,walk feel like wait leave quickly possible,"['walk', 'walk feel', 'walk feel like', 'walk feel like wait', 'walk feel like wait leave', 'walk feel like wait leave quickly', 'walk feel like wait leave quickly possible', 'feel', 'feel like', 'feel like wait', 'feel like wait leave', 'feel like wait leave quickly', 'feel like wait leave quickly possible', 'like', 'like wait', 'like wait leave', 'like wait leave quickly', 'like wait leave quickly possible', 'wait', 'wait leave', 'wait leave quickly', 'wait leave quickly possible', 'leave', 'leave quickly', 'leave quickly possible', 'quickly', 'quickly possible', 'possible']",0,0,0,0,0,1,0.0526315789473684,0.0
59386,Thank you.,0,thank,['thank'],1,0,0,0,0,0,0.1818181818181818,0.0
139373,is a Dr office with great service and fast process thank you for your attention,0,dr office great service fast process thank attention,"['dr', 'dr office', 'dr office great', 'dr office great service', 'dr office great service fast', 'dr office great service fast process', 'dr office great service fast process thank', 'dr office great service fast process thank attention', 'office', 'office great', 'office great service', 'office great service fast', 'office great service fast process', 'office great service fast process thank', 'office great service fast process thank attention', 'great', 'great service', 'great service fast', 'great service fast process', 'great service fast process thank', 'great service fast process thank attention', 'service', 'service fast', 'service fast process', 'service fast process thank', 'service fast process thank attention', 'fast', 'fast process', 'fast process thank', 'fast process thank attention', 'process', 'process thank', 'process thank attention', 'thank', 'thank attention', 'attention']",1,0,0,0,0,0,0.0434782608695652,0.0
128595,and his staff walked me through it all with ease and I wasn't worried no longer.,0,staff walk ease worry no long,"['staff', 'staff walk', 'staff walk ease', 'staff walk ease worry', 'staff walk ease worry no', 'staff walk ease worry no long', 'walk', 'walk ease', 'walk ease worry', 'walk ease worry no', 'walk ease worry no long', 'ease', 'ease worry', 'ease worry no', 'ease worry no long', 'worry', 'worry no', 'worry no long', 'no', 'no long', 'long']",0,0,0,0,0,1,0.064516129032258,0.0
76908,Thank you.,0,thank,['thank'],1,0,0,0,0,0,0.1818181818181818,0.0
74155,Thank you to everyone who assisted me.,0,thank assist,"['thank', 'thank assist', 'assist']",1,0,0,0,0,0,0.1538461538461538,0.0
84797,Entire staff was great including Dr efficient,0,entire staff great include dr efficient,"['entire', 'entire staff', 'entire staff great', 'entire staff great include', 'entire staff great include dr', 'entire staff great include dr efficient', 'staff', 'staff great', 'staff great include', 'staff great include dr', 'staff great include dr efficient', 'great', 'great include', 'great include dr', 'great include dr efficient', 'include', 'include dr', 'include dr efficient', 'dr', 'dr efficient', 'efficient']",0,1,0,0,0,0,0.064516129032258,0.0
95734,"took forever to get from waiting room to Dr, and included very little interaction with him.",1,take forever wait room dr include little interaction,"['take', 'take forever', 'take forever wait', 'take forever wait room', 'take forever wait room dr', 'take forever wait room dr include', 'take forever wait room dr include little', 'take forever wait room dr include little interaction', 'forever', 'forever wait', 'forever wait room', 'forever wait room dr', 'forever wait room dr include', 'forever wait room dr include little', 'forever wait room dr include little interaction', 'wait', 'wait room', 'wait room dr', 'wait room dr include', 'wait room dr include little', 'wait room dr include little interaction', 'room', 'room dr', 'room dr include', 'room dr include little', 'room dr include little interaction', 'dr', 'dr include', 'dr include little', 'dr include little interaction', 'include', 'include little', 'include little interaction', 'little', 'little interaction', 'interaction']",0,1,0,0,0,0,0.0434782608695652,0.0
