commentId,comment,classification,comment_processed,word_phrase_list,pretty,naive,insight,similarity_score
90506,Business must be pretty bad if they are telemarketing via text.to add insult to injury to text back to ask them to STOP.,1,business pretty bad telemarketing text add insult injury text ask stop,"['business', 'business pretty', 'business pretty bad', 'business pretty bad telemarketing', 'business pretty bad telemarketing text', 'business pretty bad telemarketing text add', 'business pretty bad telemarketing text add insult', 'business pretty bad telemarketing text add insult injury', 'business pretty bad telemarketing text add insult injury text', 'business pretty bad telemarketing text add insult injury text ask', 'business pretty bad telemarketing text add insult injury text ask stop', 'pretty', 'pretty bad', 'pretty bad telemarketing', 'pretty bad telemarketing text', 'pretty bad telemarketing text add', 'pretty bad telemarketing text add insult', 'pretty bad telemarketing text add insult injury', 'pretty bad telemarketing text add insult injury text', 'pretty bad telemarketing text add insult injury text ask', 'pretty bad telemarketing text add insult injury text ask stop', 'bad', 'bad telemarketing', 'bad telemarketing text', 'bad telemarketing text add', 'bad telemarketing text add insult', 'bad telemarketing text add insult injury', 'bad telemarketing text add insult injury text', 'bad telemarketing text add insult injury text ask', 'bad telemarketing text add insult injury text ask stop', 'telemarketing', 'telemarketing text', 'telemarketing text add', 'telemarketing text add insult', 'telemarketing text add insult injury', 'telemarketing text add insult injury text', 'telemarketing text add insult injury text ask', 'telemarketing text add insult injury text ask stop', 'text', 'text add', 'text add insult', 'text add insult injury', 'text add insult injury text', 'text add insult injury text ask', 'text add insult injury text ask stop', 'add', 'add insult', 'add insult injury', 'add insult injury text', 'add insult injury text ask', 'add insult injury text ask stop', 'insult', 'insult injury', 'insult injury text', 'insult injury text ask', 'insult injury text ask stop', 'injury', 'injury text', 'injury text ask', 'injury text ask stop', 'text', 'text ask', 'text ask stop', 'ask', 'ask stop', 'stop']",1,0,0,0.2857142857142857
91205,"I am very happy with my results, I pretty much have no scaring at all.",0,happy result pretty sharing,"['happy', 'happy result', 'happy result pretty', 'happy result pretty sharing', 'result', 'result pretty', 'result pretty sharing', 'pretty', 'pretty sharing', 'sharing']",1,0,0,0.2857142857142857
75568,I am pretty sure I would be dead right now if it were not for Dr. Gianoli.,0,pretty sure dead right dr gianoli,"['pretty', 'pretty sure', 'pretty sure dead', 'pretty sure dead right', 'pretty sure dead right dr', 'pretty sure dead right dr gianoli', 'sure', 'sure dead', 'sure dead right', 'sure dead right dr', 'sure dead right dr gianoli', 'dead', 'dead right', 'dead right dr', 'dead right dr gianoli', 'right', 'right dr', 'right dr gianoli', 'dr', 'dr gianoli', 'gianoli']",1,0,0,0.2857142857142857
163861,Most of my wrinkles are gone and everything feels pretty normal.,0,wrinkle go feel pretty normal,"['wrinkle', 'wrinkle go', 'wrinkle go feel', 'wrinkle go feel pretty', 'wrinkle go feel pretty normal', 'go', 'go feel', 'go feel pretty', 'go feel pretty normal', 'feel', 'feel pretty', 'feel pretty normal', 'pretty', 'pretty normal', 'normal']",1,0,0,0.2857142857142857
128783,The healing time was pretty fast- and I was back in public in around 10 days.,0,heal time pretty fast public,"['heal', 'heal time', 'heal time pretty', 'heal time pretty fast', 'heal time pretty fast public', 'time', 'time pretty', 'time pretty fast', 'time pretty fast public', 'pretty', 'pretty fast', 'pretty fast public', 'fast', 'fast public', 'public']",1,0,0,0.2857142857142857
142899,Appreciate her insight while I navigate this midlife hormonal changes.,0,appreciate insight navigable midwife hormonal change,"['appreciate', 'appreciate insight', 'appreciate insight navigable', 'appreciate insight navigable midwife', 'appreciate insight navigable midwife hormonal', 'appreciate insight navigable midwife hormonal change', 'insight', 'insight navigable', 'insight navigable midwife', 'insight navigable midwife hormonal', 'insight navigable midwife hormonal change', 'navigable', 'navigable midwife', 'navigable midwife hormonal', 'navigable midwife hormonal change', 'midwife', 'midwife hormonal', 'midwife hormonal change', 'hormonal', 'hormonal change', 'change']",0,0,1,0.2857142857142857
112539,I had a pretty bad knee injury and he was able to explain the diagnosis and treatment options.,0,pretty bad knee injury able explain diagnosis treatment option,"['pretty', 'pretty bad', 'pretty bad knee', 'pretty bad knee injury', 'pretty bad knee injury able', 'pretty bad knee injury able explain', 'pretty bad knee injury able explain diagnosis', 'pretty bad knee injury able explain diagnosis treatment', 'pretty bad knee injury able explain diagnosis treatment option', 'bad', 'bad knee', 'bad knee injury', 'bad knee injury able', 'bad knee injury able explain', 'bad knee injury able explain diagnosis', 'bad knee injury able explain diagnosis treatment', 'bad knee injury able explain diagnosis treatment option', 'knee', 'knee injury', 'knee injury able', 'knee injury able explain', 'knee injury able explain diagnosis', 'knee injury able explain diagnosis treatment', 'knee injury able explain diagnosis treatment option', 'injury', 'injury able', 'injury able explain', 'injury able explain diagnosis', 'injury able explain diagnosis treatment', 'injury able explain diagnosis treatment option', 'able', 'able explain', 'able explain diagnosis', 'able explain diagnosis treatment', 'able explain diagnosis treatment option', 'explain', 'explain diagnosis', 'explain diagnosis treatment', 'explain diagnosis treatment option', 'diagnosis', 'diagnosis treatment', 'diagnosis treatment option', 'treatment', 'treatment option', 'option']",1,0,0,0.2857142857142857
180366,"with the training is the insight that it gives to our aging communities that really helps to enlighten us,",0,train insight give rag community help enlighten,"['train', 'train insight', 'train insight give', 'train insight give rag', 'train insight give rag community', 'train insight give rag community help', 'train insight give rag community help enlighten', 'insight', 'insight give', 'insight give rag', 'insight give rag community', 'insight give rag community help', 'insight give rag community help enlighten', 'give', 'give rag', 'give rag community', 'give rag community help', 'give rag community help enlighten', 'rag', 'rag community', 'rag community help', 'rag community help enlighten', 'community', 'community help', 'community help enlighten', 'help', 'help enlighten', 'enlighten']",0,0,1,0.2857142857142857
98562,He wants what is best for his patients .. ' he said pretty smiles '.,0,want good patient say pretty smile,"['want', 'want good', 'want good patient', 'want good patient say', 'want good patient say pretty', 'want good patient say pretty smile', 'good', 'good patient', 'good patient say', 'good patient say pretty', 'good patient say pretty smile', 'patient', 'patient say', 'patient say pretty', 'patient say pretty smile', 'say', 'say pretty', 'say pretty smile', 'pretty', 'pretty smile', 'smile']",1,0,0,0.2857142857142857
90616,I was naive and made the mistake to trust him.,1,naive mistake trust,"['naive', 'naive mistake', 'naive mistake trust', 'mistake', 'mistake trust', 'trust']",0,1,0,0.2857142857142857
167937,I'm walking out of dr. Sucgang's office right now feeling pretty darn great.,0,m walk dr sucgangs office right feel pretty dark great,"['m', 'm walk', 'm walk dr', 'm walk dr sucgangs', 'm walk dr sucgangs office', 'm walk dr sucgangs office right', 'm walk dr sucgangs office right feel', 'm walk dr sucgangs office right feel pretty', 'm walk dr sucgangs office right feel pretty dark', 'm walk dr sucgangs office right feel pretty dark great', 'walk', 'walk dr', 'walk dr sucgangs', 'walk dr sucgangs office', 'walk dr sucgangs office right', 'walk dr sucgangs office right feel', 'walk dr sucgangs office right feel pretty', 'walk dr sucgangs office right feel pretty dark', 'walk dr sucgangs office right feel pretty dark great', 'dr', 'dr sucgangs', 'dr sucgangs office', 'dr sucgangs office right', 'dr sucgangs office right feel', 'dr sucgangs office right feel pretty', 'dr sucgangs office right feel pretty dark', 'dr sucgangs office right feel pretty dark great', 'sucgangs', 'sucgangs office', 'sucgangs office right', 'sucgangs office right feel', 'sucgangs office right feel pretty', 'sucgangs office right feel pretty dark', 'sucgangs office right feel pretty dark great', 'office', 'office right', 'office right feel', 'office right feel pretty', 'office right feel pretty dark', 'office right feel pretty dark great', 'right', 'right feel', 'right feel pretty', 'right feel pretty dark', 'right feel pretty dark great', 'feel', 'feel pretty', 'feel pretty dark', 'feel pretty dark great', 'pretty', 'pretty dark', 'pretty dark great', 'dark', 'dark great', 'great']",1,0,0,0.2857142857142857
