commentId,comment,classification,comment_processed,word_phrase_list,concern,concern acknowledge,acknowledge,similarity_score
122166,They have always been transparent about costs and everything that is going to happen and they are usually available for questions or concerns.,0,transparent cost go happen normally available question concern,"['transparent', 'transparent cost', 'transparent cost go', 'transparent cost go happen', 'transparent cost go happen normally', 'transparent cost go happen normally available', 'transparent cost go happen normally available question', 'transparent cost go happen normally available question concern', 'cost', 'cost go', 'cost go happen', 'cost go happen normally', 'cost go happen normally available', 'cost go happen normally available question', 'cost go happen normally available question concern', 'go', 'go happen', 'go happen normally', 'go happen normally available', 'go happen normally available question', 'go happen normally available question concern', 'happen', 'happen normally', 'happen normally available', 'happen normally available question', 'happen normally available question concern', 'normally', 'normally available', 'normally available question', 'normally available question concern', 'available', 'available question', 'available question concern', 'question', 'question concern', 'concern']",1,0,0,0.5
169189,They all heard my concerns and were able to help me get into a specialty office for my pained tooth.,0,hear concern able help specially office pain tooth,"['hear', 'hear concern', 'hear concern able', 'hear concern able help', 'hear concern able help specially', 'hear concern able help specially office', 'hear concern able help specially office pain', 'hear concern able help specially office pain tooth', 'concern', 'concern able', 'concern able help', 'concern able help specially', 'concern able help specially office', 'concern able help specially office pain', 'concern able help specially office pain tooth', 'able', 'able help', 'able help specially', 'able help specially office', 'able help specially office pain', 'able help specially office pain tooth', 'help', 'help specially', 'help specially office', 'help specially office pain', 'help specially office pain tooth', 'specially', 'specially office', 'specially office pain', 'specially office pain tooth', 'office', 'office pain', 'office pain tooth', 'pain', 'pain tooth', 'tooth']",1,0,0,0.5
170500,It was apparent that he really reviewed my case.He validated my concerns,0,apparent review case validate concern,"['apparent', 'apparent review', 'apparent review case', 'apparent review case validate', 'apparent review case validate concern', 'review', 'review case', 'review case validate', 'review case validate concern', 'case', 'case validate', 'case validate concern', 'validate', 'validate concern', 'concern']",1,0,0,0.5
61738,He goes the extra mile and he makes sure that he connects with all of your concerns,0,go extra mile make sure connect concern,"['go', 'go extra', 'go extra mile', 'go extra mile make', 'go extra mile make sure', 'go extra mile make sure connect', 'go extra mile make sure connect concern', 'extra', 'extra mile', 'extra mile make', 'extra mile make sure', 'extra mile make sure connect', 'extra mile make sure connect concern', 'mile', 'mile make', 'mile make sure', 'mile make sure connect', 'mile make sure connect concern', 'make', 'make sure', 'make sure connect', 'make sure connect concern', 'sure', 'sure connect', 'sure connect concern', 'connect', 'connect concern', 'concern']",1,0,0,0.5
164443,My faith in their process has diminished to nothing Edit: The Mgr contacted me with what appeared to be genuine concern.,1,faith process diminished edit mister contract appear genuine concern,"['faith', 'faith process', 'faith process diminished', 'faith process diminished edit', 'faith process diminished edit mister', 'faith process diminished edit mister contract', 'faith process diminished edit mister contract appear', 'faith process diminished edit mister contract appear genuine', 'faith process diminished edit mister contract appear genuine concern', 'process', 'process diminished', 'process diminished edit', 'process diminished edit mister', 'process diminished edit mister contract', 'process diminished edit mister contract appear', 'process diminished edit mister contract appear genuine', 'process diminished edit mister contract appear genuine concern', 'diminished', 'diminished edit', 'diminished edit mister', 'diminished edit mister contract', 'diminished edit mister contract appear', 'diminished edit mister contract appear genuine', 'diminished edit mister contract appear genuine concern', 'edit', 'edit mister', 'edit mister contract', 'edit mister contract appear', 'edit mister contract appear genuine', 'edit mister contract appear genuine concern', 'mister', 'mister contract', 'mister contract appear', 'mister contract appear genuine', 'mister contract appear genuine concern', 'contract', 'contract appear', 'contract appear genuine', 'contract appear genuine concern', 'appear', 'appear genuine', 'appear genuine concern', 'genuine', 'genuine concern', 'concern']",1,0,0,0.5
116681,"Dr Laukitis and the nurses were excellent-thoughtful, attentive and responsive to concerns that I had.",0,nurse excellentthoughtful attentive responsive concern,"['nurse', 'nurse excellentthoughtful', 'nurse excellentthoughtful attentive', 'nurse excellentthoughtful attentive responsive', 'nurse excellentthoughtful attentive responsive concern', 'excellentthoughtful', 'excellentthoughtful attentive', 'excellentthoughtful attentive responsive', 'excellentthoughtful attentive responsive concern', 'attentive', 'attentive responsive', 'attentive responsive concern', 'responsive', 'responsive concern', 'concern']",1,0,0,0.5
134921,"At one-month checkup, I addressed my concern about nasalabial area still present.",1,check address concern nasalabial area present,"['check', 'check address', 'check address concern', 'check address concern nasalabial', 'check address concern nasalabial area', 'check address concern nasalabial area present', 'address', 'address concern', 'address concern nasalabial', 'address concern nasalabial area', 'address concern nasalabial area present', 'concern', 'concern nasalabial', 'concern nasalabial area', 'concern nasalabial area present', 'nasalabial', 'nasalabial area', 'nasalabial area present', 'area', 'area present', 'present']",1,0,0,0.5
91184,Dr. Sires was reassuring and comforting about any concerns I had.,0,dr side reassure comfort concern,"['dr', 'dr side', 'dr side reassure', 'dr side reassure comfort', 'dr side reassure comfort concern', 'side', 'side reassure', 'side reassure comfort', 'side reassure comfort concern', 'reassure', 'reassure comfort', 'reassure comfort concern', 'comfort', 'comfort concern', 'concern']",1,0,0,0.5
86237,"If you have concerns, dr will personally call you, whether at the office or from his home to assure that your questions are answered",0,concern dr personally office home assure question answer,"['concern', 'concern dr', 'concern dr personally', 'concern dr personally office', 'concern dr personally office home', 'concern dr personally office home assure', 'concern dr personally office home assure question', 'concern dr personally office home assure question answer', 'dr', 'dr personally', 'dr personally office', 'dr personally office home', 'dr personally office home assure', 'dr personally office home assure question', 'dr personally office home assure question answer', 'personally', 'personally office', 'personally office home', 'personally office home assure', 'personally office home assure question', 'personally office home assure question answer', 'office', 'office home', 'office home assure', 'office home assure question', 'office home assure question answer', 'home', 'home assure', 'home assure question', 'home assure question answer', 'assure', 'assure question', 'assure question answer', 'question', 'question answer', 'answer']",1,0,0,0.5
57704,I had a few concerns about a few things that didn't get answered by the doctor that I seen.,1,concern thing answer doctor see,"['concern', 'concern thing', 'concern thing answer', 'concern thing answer doctor', 'concern thing answer doctor see', 'thing', 'thing answer', 'thing answer doctor', 'thing answer doctor see', 'answer', 'answer doctor', 'answer doctor see', 'doctor', 'doctor see', 'see']",1,0,0,0.5
82948,Dr Robert Garcia went through the procedure with me that would avoid what my major concerns were.,0,go procedure avoid major concern,"['go', 'go procedure', 'go procedure avoid', 'go procedure avoid major', 'go procedure avoid major concern', 'procedure', 'procedure avoid', 'procedure avoid major', 'procedure avoid major concern', 'avoid', 'avoid major', 'avoid major concern', 'major', 'major concern', 'concern']",1,0,0,0.5
89521,"I feel like I have been to the spa after a cleaning, and he always listens to my concerns",0,feel like sea clean listen concern,"['feel', 'feel like', 'feel like sea', 'feel like sea clean', 'feel like sea clean listen', 'feel like sea clean listen concern', 'like', 'like sea', 'like sea clean', 'like sea clean listen', 'like sea clean listen concern', 'sea', 'sea clean', 'sea clean listen', 'sea clean listen concern', 'clean', 'clean listen', 'clean listen concern', 'listen', 'listen concern', 'concern']",1,0,0,0.5
111415,He told me that he could achieve exactly what I wanted and address all areas of concern.,0,tell achieve precisely want address area concern,"['tell', 'tell achieve', 'tell achieve precisely', 'tell achieve precisely want', 'tell achieve precisely want address', 'tell achieve precisely want address area', 'tell achieve precisely want address area concern', 'achieve', 'achieve precisely', 'achieve precisely want', 'achieve precisely want address', 'achieve precisely want address area', 'achieve precisely want address area concern', 'precisely', 'precisely want', 'precisely want address', 'precisely want address area', 'precisely want address area concern', 'want', 'want address', 'want address area', 'want address area concern', 'address', 'address area', 'address area concern', 'area', 'area concern', 'concern']",1,0,0,0.5
189216,"They barely took the time to listen to my concerns, interrupting me before I could finish explaining my symptoms.",1,barely take time listen concern interrupt finish explain symptom,"['barely', 'barely take', 'barely take time', 'barely take time listen', 'barely take time listen concern', 'barely take time listen concern interrupt', 'barely take time listen concern interrupt finish', 'barely take time listen concern interrupt finish explain', 'barely take time listen concern interrupt finish explain symptom', 'take', 'take time', 'take time listen', 'take time listen concern', 'take time listen concern interrupt', 'take time listen concern interrupt finish', 'take time listen concern interrupt finish explain', 'take time listen concern interrupt finish explain symptom', 'time', 'time listen', 'time listen concern', 'time listen concern interrupt', 'time listen concern interrupt finish', 'time listen concern interrupt finish explain', 'time listen concern interrupt finish explain symptom', 'listen', 'listen concern', 'listen concern interrupt', 'listen concern interrupt finish', 'listen concern interrupt finish explain', 'listen concern interrupt finish explain symptom', 'concern', 'concern interrupt', 'concern interrupt finish', 'concern interrupt finish explain', 'concern interrupt finish explain symptom', 'interrupt', 'interrupt finish', 'interrupt finish explain', 'interrupt finish explain symptom', 'finish', 'finish explain', 'finish explain symptom', 'explain', 'explain symptom', 'symptom']",1,0,0,0.5
119979,They take time to explain things and take the time to ask if I have any questions or concerns,0,time explain thing time ask question concern,"['time', 'time explain', 'time explain thing', 'time explain thing time', 'time explain thing time ask', 'time explain thing time ask question', 'time explain thing time ask question concern', 'explain', 'explain thing', 'explain thing time', 'explain thing time ask', 'explain thing time ask question', 'explain thing time ask question concern', 'thing', 'thing time', 'thing time ask', 'thing time ask question', 'thing time ask question concern', 'time', 'time ask', 'time ask question', 'time ask question concern', 'ask', 'ask question', 'ask question concern', 'question', 'question concern', 'concern']",1,0,0,0.5
74267,It was great to have a doctor who listened to my concerns and approach to fertility related items.,0,great doctor listen concern approach fertility relate item,"['great', 'great doctor', 'great doctor listen', 'great doctor listen concern', 'great doctor listen concern approach', 'great doctor listen concern approach fertility', 'great doctor listen concern approach fertility relate', 'great doctor listen concern approach fertility relate item', 'doctor', 'doctor listen', 'doctor listen concern', 'doctor listen concern approach', 'doctor listen concern approach fertility', 'doctor listen concern approach fertility relate', 'doctor listen concern approach fertility relate item', 'listen', 'listen concern', 'listen concern approach', 'listen concern approach fertility', 'listen concern approach fertility relate', 'listen concern approach fertility relate item', 'concern', 'concern approach', 'concern approach fertility', 'concern approach fertility relate', 'concern approach fertility relate item', 'approach', 'approach fertility', 'approach fertility relate', 'approach fertility relate item', 'fertility', 'fertility relate', 'fertility relate item', 'relate', 'relate item', 'item']",1,0,0,0.5
164588,"I felt heard about all my concerns and learned so much about my condition, which I was unfamiliar with prior to the diagnosis.",0,feel hear concern learn condition unfamiliar prior diagnosis,"['feel', 'feel hear', 'feel hear concern', 'feel hear concern learn', 'feel hear concern learn condition', 'feel hear concern learn condition unfamiliar', 'feel hear concern learn condition unfamiliar prior', 'feel hear concern learn condition unfamiliar prior diagnosis', 'hear', 'hear concern', 'hear concern learn', 'hear concern learn condition', 'hear concern learn condition unfamiliar', 'hear concern learn condition unfamiliar prior', 'hear concern learn condition unfamiliar prior diagnosis', 'concern', 'concern learn', 'concern learn condition', 'concern learn condition unfamiliar', 'concern learn condition unfamiliar prior', 'concern learn condition unfamiliar prior diagnosis', 'learn', 'learn condition', 'learn condition unfamiliar', 'learn condition unfamiliar prior', 'learn condition unfamiliar prior diagnosis', 'condition', 'condition unfamiliar', 'condition unfamiliar prior', 'condition unfamiliar prior diagnosis', 'unfamiliar', 'unfamiliar prior', 'unfamiliar prior diagnosis', 'prior', 'prior diagnosis', 'diagnosis']",1,0,0,0.5
126140,She spends the time I need to understand my concerns and makes me feel comfortable about the diagnosis and treatment.,0,spend time need understand concern make feel comfortable diagnosis treatment,"['spend', 'spend time', 'spend time need', 'spend time need understand', 'spend time need understand concern', 'spend time need understand concern make', 'spend time need understand concern make feel', 'spend time need understand concern make feel comfortable', 'spend time need understand concern make feel comfortable diagnosis', 'spend time need understand concern make feel comfortable diagnosis treatment', 'time', 'time need', 'time need understand', 'time need understand concern', 'time need understand concern make', 'time need understand concern make feel', 'time need understand concern make feel comfortable', 'time need understand concern make feel comfortable diagnosis', 'time need understand concern make feel comfortable diagnosis treatment', 'need', 'need understand', 'need understand concern', 'need understand concern make', 'need understand concern make feel', 'need understand concern make feel comfortable', 'need understand concern make feel comfortable diagnosis', 'need understand concern make feel comfortable diagnosis treatment', 'understand', 'understand concern', 'understand concern make', 'understand concern make feel', 'understand concern make feel comfortable', 'understand concern make feel comfortable diagnosis', 'understand concern make feel comfortable diagnosis treatment', 'concern', 'concern make', 'concern make feel', 'concern make feel comfortable', 'concern make feel comfortable diagnosis', 'concern make feel comfortable diagnosis treatment', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable diagnosis', 'make feel comfortable diagnosis treatment', 'feel', 'feel comfortable', 'feel comfortable diagnosis', 'feel comfortable diagnosis treatment', 'comfortable', 'comfortable diagnosis', 'comfortable diagnosis treatment', 'diagnosis', 'diagnosis treatment', 'treatment']",1,0,0,0.5
61117,He listens to all my concerns.,0,listen concern,"['listen', 'listen concern', 'concern']",1,0,0,0.5
157081,She continued on as to what my procedure would entail and gave me several opportunities to respond and explain all my one million concerns.,0,continue procedure entail give opportunity respond explain concern,"['continue', 'continue procedure', 'continue procedure entail', 'continue procedure entail give', 'continue procedure entail give opportunity', 'continue procedure entail give opportunity respond', 'continue procedure entail give opportunity respond explain', 'continue procedure entail give opportunity respond explain concern', 'procedure', 'procedure entail', 'procedure entail give', 'procedure entail give opportunity', 'procedure entail give opportunity respond', 'procedure entail give opportunity respond explain', 'procedure entail give opportunity respond explain concern', 'entail', 'entail give', 'entail give opportunity', 'entail give opportunity respond', 'entail give opportunity respond explain', 'entail give opportunity respond explain concern', 'give', 'give opportunity', 'give opportunity respond', 'give opportunity respond explain', 'give opportunity respond explain concern', 'opportunity', 'opportunity respond', 'opportunity respond explain', 'opportunity respond explain concern', 'respond', 'respond explain', 'respond explain concern', 'explain', 'explain concern', 'concern']",1,0,0,0.5
