commentId,comment,classification,comment_processed,word_phrase_list,set,date,course,similarity_score
172754,Clinic could do a better job just updating patients waiting if there will be a delay beyond 15-20 minutes .,1,clinic good job date patient wait delay minute,"['clinic', 'clinic good', 'clinic good job', 'clinic good job date', 'clinic good job date patient', 'clinic good job date patient wait', 'clinic good job date patient wait delay', 'clinic good job date patient wait delay minute', 'good', 'good job', 'good job date', 'good job date patient', 'good job date patient wait', 'good job date patient wait delay', 'good job date patient wait delay minute', 'job', 'job date', 'job date patient', 'job date patient wait', 'job date patient wait delay', 'job date patient wait delay minute', 'date', 'date patient', 'date patient wait', 'date patient wait delay', 'date patient wait delay minute', 'patient', 'patient wait', 'patient wait delay', 'patient wait delay minute', 'wait', 'wait delay', 'wait delay minute', 'delay', 'delay minute', 'minute']",0,1,0,0.2857142857142857
116711,and were quickly able to determine the problem and set me for an appointment in the afternoon to fix the issue.,0,quickly able determine problem set appointment afternoon fix issue,"['quickly', 'quickly able', 'quickly able determine', 'quickly able determine problem', 'quickly able determine problem set', 'quickly able determine problem set appointment', 'quickly able determine problem set appointment afternoon', 'quickly able determine problem set appointment afternoon fix', 'quickly able determine problem set appointment afternoon fix issue', 'able', 'able determine', 'able determine problem', 'able determine problem set', 'able determine problem set appointment', 'able determine problem set appointment afternoon', 'able determine problem set appointment afternoon fix', 'able determine problem set appointment afternoon fix issue', 'determine', 'determine problem', 'determine problem set', 'determine problem set appointment', 'determine problem set appointment afternoon', 'determine problem set appointment afternoon fix', 'determine problem set appointment afternoon fix issue', 'problem', 'problem set', 'problem set appointment', 'problem set appointment afternoon', 'problem set appointment afternoon fix', 'problem set appointment afternoon fix issue', 'set', 'set appointment', 'set appointment afternoon', 'set appointment afternoon fix', 'set appointment afternoon fix issue', 'appointment', 'appointment afternoon', 'appointment afternoon fix', 'appointment afternoon fix issue', 'afternoon', 'afternoon fix', 'afternoon fix issue', 'fix', 'fix issue', 'issue']",1,0,0,0.2857142857142857
145326,I called the office to set up an appointment and no on answered the phone so I left a message.,1,call office set appointment answer phone leave message,"['call', 'call office', 'call office set', 'call office set appointment', 'call office set appointment answer', 'call office set appointment answer phone', 'call office set appointment answer phone leave', 'call office set appointment answer phone leave message', 'office', 'office set', 'office set appointment', 'office set appointment answer', 'office set appointment answer phone', 'office set appointment answer phone leave', 'office set appointment answer phone leave message', 'set', 'set appointment', 'set appointment answer', 'set appointment answer phone', 'set appointment answer phone leave', 'set appointment answer phone leave message', 'appointment', 'appointment answer', 'appointment answer phone', 'appointment answer phone leave', 'appointment answer phone leave message', 'answer', 'answer phone', 'answer phone leave', 'answer phone leave message', 'phone', 'phone leave', 'phone leave message', 'leave', 'leave message', 'message']",1,0,0,0.2857142857142857
117022,The estimate for surgery is going to be wrong in favor of the doctor (but it's never their fault) of course.,1,estimate surgery go wrong favor doctor fault course,"['estimate', 'estimate surgery', 'estimate surgery go', 'estimate surgery go wrong', 'estimate surgery go wrong favor', 'estimate surgery go wrong favor doctor', 'estimate surgery go wrong favor doctor fault', 'estimate surgery go wrong favor doctor fault course', 'surgery', 'surgery go', 'surgery go wrong', 'surgery go wrong favor', 'surgery go wrong favor doctor', 'surgery go wrong favor doctor fault', 'surgery go wrong favor doctor fault course', 'go', 'go wrong', 'go wrong favor', 'go wrong favor doctor', 'go wrong favor doctor fault', 'go wrong favor doctor fault course', 'wrong', 'wrong favor', 'wrong favor doctor', 'wrong favor doctor fault', 'wrong favor doctor fault course', 'favor', 'favor doctor', 'favor doctor fault', 'favor doctor fault course', 'doctor', 'doctor fault', 'doctor fault course', 'fault', 'fault course', 'course']",0,0,1,0.2857142857142857
91000,still had to have corrective surgery to rebreak the foot and set correctly!,1,corrective surgery break foot set correctly,"['corrective', 'corrective surgery', 'corrective surgery break', 'corrective surgery break foot', 'corrective surgery break foot set', 'corrective surgery break foot set correctly', 'surgery', 'surgery break', 'surgery break foot', 'surgery break foot set', 'surgery break foot set correctly', 'break', 'break foot', 'break foot set', 'break foot set correctly', 'foot', 'foot set', 'foot set correctly', 'set', 'set correctly', 'correctly']",1,0,0,0.2857142857142857
186711,Left a couple of voice mails before my appoint date to confirm the visit.,0,leave couple voice mail appoint date confirm visit,"['leave', 'leave couple', 'leave couple voice', 'leave couple voice mail', 'leave couple voice mail appoint', 'leave couple voice mail appoint date', 'leave couple voice mail appoint date confirm', 'leave couple voice mail appoint date confirm visit', 'couple', 'couple voice', 'couple voice mail', 'couple voice mail appoint', 'couple voice mail appoint date', 'couple voice mail appoint date confirm', 'couple voice mail appoint date confirm visit', 'voice', 'voice mail', 'voice mail appoint', 'voice mail appoint date', 'voice mail appoint date confirm', 'voice mail appoint date confirm visit', 'mail', 'mail appoint', 'mail appoint date', 'mail appoint date confirm', 'mail appoint date confirm visit', 'appoint', 'appoint date', 'appoint date confirm', 'appoint date confirm visit', 'date', 'date confirm', 'date confirm visit', 'confirm', 'confirm visit', 'visit']",0,1,0,0.2857142857142857
129700,Dr. Schlesinger?s warm heart and caring nature is what sets him apart from most of the plastic surgeons on this island.,0,dr schlesinger warm heart dare nature set apart plastic surgeon island,"['dr', 'dr schlesinger', 'dr schlesinger warm', 'dr schlesinger warm heart', 'dr schlesinger warm heart dare', 'dr schlesinger warm heart dare nature', 'dr schlesinger warm heart dare nature set', 'dr schlesinger warm heart dare nature set apart', 'dr schlesinger warm heart dare nature set apart plastic', 'dr schlesinger warm heart dare nature set apart plastic surgeon', 'dr schlesinger warm heart dare nature set apart plastic surgeon island', 'schlesinger', 'schlesinger warm', 'schlesinger warm heart', 'schlesinger warm heart dare', 'schlesinger warm heart dare nature', 'schlesinger warm heart dare nature set', 'schlesinger warm heart dare nature set apart', 'schlesinger warm heart dare nature set apart plastic', 'schlesinger warm heart dare nature set apart plastic surgeon', 'schlesinger warm heart dare nature set apart plastic surgeon island', 'warm', 'warm heart', 'warm heart dare', 'warm heart dare nature', 'warm heart dare nature set', 'warm heart dare nature set apart', 'warm heart dare nature set apart plastic', 'warm heart dare nature set apart plastic surgeon', 'warm heart dare nature set apart plastic surgeon island', 'heart', 'heart dare', 'heart dare nature', 'heart dare nature set', 'heart dare nature set apart', 'heart dare nature set apart plastic', 'heart dare nature set apart plastic surgeon', 'heart dare nature set apart plastic surgeon island', 'dare', 'dare nature', 'dare nature set', 'dare nature set apart', 'dare nature set apart plastic', 'dare nature set apart plastic surgeon', 'dare nature set apart plastic surgeon island', 'nature', 'nature set', 'nature set apart', 'nature set apart plastic', 'nature set apart plastic surgeon', 'nature set apart plastic surgeon island', 'set', 'set apart', 'set apart plastic', 'set apart plastic surgeon', 'set apart plastic surgeon island', 'apart', 'apart plastic', 'apart plastic surgeon', 'apart plastic surgeon island', 'plastic', 'plastic surgeon', 'plastic surgeon island', 'surgeon', 'surgeon island', 'island']",1,0,0,0.2857142857142857
180696,Also they have a texting service where you can set up appointments!,0,test service set appointment,"['test', 'test service', 'test service set', 'test service set appointment', 'service', 'service set', 'service set appointment', 'set', 'set appointment', 'appointment']",1,0,0,0.2857142857142857
187406,"Due to my inexperience with injectibles, I failed to ask for the specific dose recommended, and of course, the cost.",1,inexperience injectibles fail ask specific dose recommend course cost,"['inexperience', 'inexperience injectibles', 'inexperience injectibles fail', 'inexperience injectibles fail ask', 'inexperience injectibles fail ask specific', 'inexperience injectibles fail ask specific dose', 'inexperience injectibles fail ask specific dose recommend', 'inexperience injectibles fail ask specific dose recommend course', 'inexperience injectibles fail ask specific dose recommend course cost', 'injectibles', 'injectibles fail', 'injectibles fail ask', 'injectibles fail ask specific', 'injectibles fail ask specific dose', 'injectibles fail ask specific dose recommend', 'injectibles fail ask specific dose recommend course', 'injectibles fail ask specific dose recommend course cost', 'fail', 'fail ask', 'fail ask specific', 'fail ask specific dose', 'fail ask specific dose recommend', 'fail ask specific dose recommend course', 'fail ask specific dose recommend course cost', 'ask', 'ask specific', 'ask specific dose', 'ask specific dose recommend', 'ask specific dose recommend course', 'ask specific dose recommend course cost', 'specific', 'specific dose', 'specific dose recommend', 'specific dose recommend course', 'specific dose recommend course cost', 'dose', 'dose recommend', 'dose recommend course', 'dose recommend course cost', 'recommend', 'recommend course', 'recommend course cost', 'course', 'course cost', 'cost']",0,0,1,0.2857142857142857
116866,"By the time I was healed, they looked exactly like I had hoped, because of course he knew.",0,time heal look precisely like hop course know,"['time', 'time heal', 'time heal look', 'time heal look precisely', 'time heal look precisely like', 'time heal look precisely like hop', 'time heal look precisely like hop course', 'time heal look precisely like hop course know', 'heal', 'heal look', 'heal look precisely', 'heal look precisely like', 'heal look precisely like hop', 'heal look precisely like hop course', 'heal look precisely like hop course know', 'look', 'look precisely', 'look precisely like', 'look precisely like hop', 'look precisely like hop course', 'look precisely like hop course know', 'precisely', 'precisely like', 'precisely like hop', 'precisely like hop course', 'precisely like hop course know', 'like', 'like hop', 'like hop course', 'like hop course know', 'hop', 'hop course', 'hop course know', 'course', 'course know', 'know']",0,0,1,0.2857142857142857
57714,I could not set-up the appointment for the second visit that night. ,1,set appointment visit,"['set', 'set appointment', 'set appointment visit', 'appointment', 'appointment visit', 'visit']",1,0,0,0.2857142857142857
150708,"She is incredibly knowledgeable, up to date and completely trustworthy.",0,incredibly knowledgeable date completely trustworthy,"['incredibly', 'incredibly knowledgeable', 'incredibly knowledgeable date', 'incredibly knowledgeable date completely', 'incredibly knowledgeable date completely trustworthy', 'knowledgeable', 'knowledgeable date', 'knowledgeable date completely', 'knowledgeable date completely trustworthy', 'date', 'date completely', 'date completely trustworthy', 'completely', 'completely trustworthy', 'trustworthy']",0,1,0,0.2857142857142857
181569,Not only are you suppose to set up an appointment to become established before you,1,suppose set appointment establish,"['suppose', 'suppose set', 'suppose set appointment', 'suppose set appointment establish', 'set', 'set appointment', 'set appointment establish', 'appointment', 'appointment establish', 'establish']",1,0,0,0.2857142857142857
112172,"Exam, x-rays and treatment with a cortisone injection set me on the path to full recovery.",0,examination ray treatment cortisone injection set path recovery,"['examination', 'examination ray', 'examination ray treatment', 'examination ray treatment cortisone', 'examination ray treatment cortisone injection', 'examination ray treatment cortisone injection set', 'examination ray treatment cortisone injection set path', 'examination ray treatment cortisone injection set path recovery', 'ray', 'ray treatment', 'ray treatment cortisone', 'ray treatment cortisone injection', 'ray treatment cortisone injection set', 'ray treatment cortisone injection set path', 'ray treatment cortisone injection set path recovery', 'treatment', 'treatment cortisone', 'treatment cortisone injection', 'treatment cortisone injection set', 'treatment cortisone injection set path', 'treatment cortisone injection set path recovery', 'cortisone', 'cortisone injection', 'cortisone injection set', 'cortisone injection set path', 'cortisone injection set path recovery', 'injection', 'injection set', 'injection set path', 'injection set path recovery', 'set', 'set path', 'set path recovery', 'path', 'path recovery', 'recovery']",1,0,0,0.2857142857142857
96843,Mazhari set up a treatment plan that was very doable,0,mazhari set treatment plan double,"['mazhari', 'mazhari set', 'mazhari set treatment', 'mazhari set treatment plan', 'mazhari set treatment plan double', 'set', 'set treatment', 'set treatment plan', 'set treatment plan double', 'treatment', 'treatment plan', 'treatment plan double', 'plan', 'plan double', 'double']",1,0,0,0.2857142857142857
114866,"for in any doctor's office or hospital. ?They are always available for questions, concerns or set up appointments to see them for aftercare. ?Dr.",0,doctor office hospital available question concern set appointment subsequently dr,"['doctor', 'doctor office', 'doctor office hospital', 'doctor office hospital available', 'doctor office hospital available question', 'doctor office hospital available question concern', 'doctor office hospital available question concern set', 'doctor office hospital available question concern set appointment', 'doctor office hospital available question concern set appointment subsequently', 'doctor office hospital available question concern set appointment subsequently dr', 'office', 'office hospital', 'office hospital available', 'office hospital available question', 'office hospital available question concern', 'office hospital available question concern set', 'office hospital available question concern set appointment', 'office hospital available question concern set appointment subsequently', 'office hospital available question concern set appointment subsequently dr', 'hospital', 'hospital available', 'hospital available question', 'hospital available question concern', 'hospital available question concern set', 'hospital available question concern set appointment', 'hospital available question concern set appointment subsequently', 'hospital available question concern set appointment subsequently dr', 'available', 'available question', 'available question concern', 'available question concern set', 'available question concern set appointment', 'available question concern set appointment subsequently', 'available question concern set appointment subsequently dr', 'question', 'question concern', 'question concern set', 'question concern set appointment', 'question concern set appointment subsequently', 'question concern set appointment subsequently dr', 'concern', 'concern set', 'concern set appointment', 'concern set appointment subsequently', 'concern set appointment subsequently dr', 'set', 'set appointment', 'set appointment subsequently', 'set appointment subsequently dr', 'appointment', 'appointment subsequently', 'appointment subsequently dr', 'subsequently', 'subsequently dr', 'dr']",1,0,0,0.2857142857142857
85065,"and plan to continue my treatment, I believe I am on the right course of treatment.",0,plan continue treatment believe right course treatment,"['plan', 'plan continue', 'plan continue treatment', 'plan continue treatment believe', 'plan continue treatment believe right', 'plan continue treatment believe right course', 'plan continue treatment believe right course treatment', 'continue', 'continue treatment', 'continue treatment believe', 'continue treatment believe right', 'continue treatment believe right course', 'continue treatment believe right course treatment', 'treatment', 'treatment believe', 'treatment believe right', 'treatment believe right course', 'treatment believe right course treatment', 'believe', 'believe right', 'believe right course', 'believe right course treatment', 'right', 'right course', 'right course treatment', 'course', 'course treatment', 'treatment']",0,0,1,0.2857142857142857
72449,He takes into accounts my thoughts as we decide upon a course of action.,0,take account think decide course action,"['take', 'take account', 'take account think', 'take account think decide', 'take account think decide course', 'take account think decide course action', 'account', 'account think', 'account think decide', 'account think decide course', 'account think decide course action', 'think', 'think decide', 'think decide course', 'think decide course action', 'decide', 'decide course', 'decide course action', 'course', 'course action', 'action']",0,0,1,0.2857142857142857
150958,My only complaint is that I got rescheduled for 3 months past my original date but they gave me a discount for waiting.,1,complaint get reschedule past original date give discount wait,"['complaint', 'complaint get', 'complaint get reschedule', 'complaint get reschedule past', 'complaint get reschedule past original', 'complaint get reschedule past original date', 'complaint get reschedule past original date give', 'complaint get reschedule past original date give discount', 'complaint get reschedule past original date give discount wait', 'get', 'get reschedule', 'get reschedule past', 'get reschedule past original', 'get reschedule past original date', 'get reschedule past original date give', 'get reschedule past original date give discount', 'get reschedule past original date give discount wait', 'reschedule', 'reschedule past', 'reschedule past original', 'reschedule past original date', 'reschedule past original date give', 'reschedule past original date give discount', 'reschedule past original date give discount wait', 'past', 'past original', 'past original date', 'past original date give', 'past original date give discount', 'past original date give discount wait', 'original', 'original date', 'original date give', 'original date give discount', 'original date give discount wait', 'date', 'date give', 'date give discount', 'date give discount wait', 'give', 'give discount', 'give discount wait', 'discount', 'discount wait', 'wait']",0,1,0,0.2857142857142857
128593,Dr Mu identified right way and know what the course of treatment would be immediately.,0,identify right way know course treatment immediately,"['identify', 'identify right', 'identify right way', 'identify right way know', 'identify right way know course', 'identify right way know course treatment', 'identify right way know course treatment immediately', 'right', 'right way', 'right way know', 'right way know course', 'right way know course treatment', 'right way know course treatment immediately', 'way', 'way know', 'way know course', 'way know course treatment', 'way know course treatment immediately', 'know', 'know course', 'know course treatment', 'know course treatment immediately', 'course', 'course treatment', 'course treatment immediately', 'treatment', 'treatment immediately', 'immediately']",0,0,1,0.2857142857142857
156417,"I set up my consultation as soon as possible, the office was quick about getting me in and booking me as soon as possible.",0,set consultation soon possible office quick get book soon possible,"['set', 'set consultation', 'set consultation soon', 'set consultation soon possible', 'set consultation soon possible office', 'set consultation soon possible office quick', 'set consultation soon possible office quick get', 'set consultation soon possible office quick get book', 'set consultation soon possible office quick get book soon', 'set consultation soon possible office quick get book soon possible', 'consultation', 'consultation soon', 'consultation soon possible', 'consultation soon possible office', 'consultation soon possible office quick', 'consultation soon possible office quick get', 'consultation soon possible office quick get book', 'consultation soon possible office quick get book soon', 'consultation soon possible office quick get book soon possible', 'soon', 'soon possible', 'soon possible office', 'soon possible office quick', 'soon possible office quick get', 'soon possible office quick get book', 'soon possible office quick get book soon', 'soon possible office quick get book soon possible', 'possible', 'possible office', 'possible office quick', 'possible office quick get', 'possible office quick get book', 'possible office quick get book soon', 'possible office quick get book soon possible', 'office', 'office quick', 'office quick get', 'office quick get book', 'office quick get book soon', 'office quick get book soon possible', 'quick', 'quick get', 'quick get book', 'quick get book soon', 'quick get book soon possible', 'get', 'get book', 'get book soon', 'get book soon possible', 'book', 'book soon', 'book soon possible', 'soon', 'soon possible', 'possible']",1,0,0,0.2857142857142857
151265,but Dr. Beck was the one I had my heart set on from the beginning.,0,heart set begin,"['heart', 'heart set', 'heart set begin', 'set', 'set begin', 'begin']",1,0,0,0.2857142857142857
93724,"Office decor (colors, old silk flowers, lighting, Formica) is out dated",1,silk flower light form date,"['silk', 'silk flower', 'silk flower light', 'silk flower light form', 'silk flower light form date', 'flower', 'flower light', 'flower light form', 'flower light form date', 'light', 'light form', 'light form date', 'form', 'form date', 'date']",0,1,0,0.2857142857142857
144442,"Dr. Suri stayed past her scheduled shift to her me set up with a new filling, which was so nice of her.",0,stay past schedule shift set new fill nice,"['stay', 'stay past', 'stay past schedule', 'stay past schedule shift', 'stay past schedule shift set', 'stay past schedule shift set new', 'stay past schedule shift set new fill', 'stay past schedule shift set new fill nice', 'past', 'past schedule', 'past schedule shift', 'past schedule shift set', 'past schedule shift set new', 'past schedule shift set new fill', 'past schedule shift set new fill nice', 'schedule', 'schedule shift', 'schedule shift set', 'schedule shift set new', 'schedule shift set new fill', 'schedule shift set new fill nice', 'shift', 'shift set', 'shift set new', 'shift set new fill', 'shift set new fill nice', 'set', 'set new', 'set new fill', 'set new fill nice', 'new', 'new fill', 'new fill nice', 'fill', 'fill nice', 'nice']",1,0,0,0.2857142857142857
