commentId,comment,classification,comment_processed,word_phrase_list,regret,regret trust,regret trust procedure,trust,trust procedure,procedure,similarity_score
88593,I look in the mirror everyday regretting my decision to let him work on me.,1,look mirror everyday regret decision let work,"['look', 'look mirror', 'look mirror everyday', 'look mirror everyday regret', 'look mirror everyday regret decision', 'look mirror everyday regret decision let', 'look mirror everyday regret decision let work', 'mirror', 'mirror everyday', 'mirror everyday regret', 'mirror everyday regret decision', 'mirror everyday regret decision let', 'mirror everyday regret decision let work', 'everyday', 'everyday regret', 'everyday regret decision', 'everyday regret decision let', 'everyday regret decision let work', 'regret', 'regret decision', 'regret decision let', 'regret decision let work', 'decision', 'decision let', 'decision let work', 'let', 'let work', 'work']",1,0,0,0,0,0,0.2857142857142857
69610,"Dr is very knowledgeable, patient and did a wonderful job with my procedure.",0,dr knowledgeable patient fantastic job procedure,"['dr', 'dr knowledgeable', 'dr knowledgeable patient', 'dr knowledgeable patient fantastic', 'dr knowledgeable patient fantastic job', 'dr knowledgeable patient fantastic job procedure', 'knowledgeable', 'knowledgeable patient', 'knowledgeable patient fantastic', 'knowledgeable patient fantastic job', 'knowledgeable patient fantastic job procedure', 'patient', 'patient fantastic', 'patient fantastic job', 'patient fantastic job procedure', 'fantastic', 'fantastic job', 'fantastic job procedure', 'job', 'job procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
118380,Dr. Davis and Dr. Mussman are both very kind and made sure I was informed about the entire procedure,0,kind sure inform entire procedure,"['kind', 'kind sure', 'kind sure inform', 'kind sure inform entire', 'kind sure inform entire procedure', 'sure', 'sure inform', 'sure inform entire', 'sure inform entire procedure', 'inform', 'inform entire', 'inform entire procedure', 'entire', 'entire procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
137243,Trust your eyes to the team as my wife and myself have and SEE for yourself.,0,trust eye team wife,"['trust', 'trust eye', 'trust eye team', 'trust eye team wife', 'eye', 'eye team', 'eye team wife', 'team', 'team wife', 'wife']",0,0,0,1,0,0,0.2857142857142857
113024,In my opinion Dr. Ratliff did a great job on my breasts and I've never regretted my choice.,0,opinion dr sign great job breast ve regret choice,"['opinion', 'opinion dr', 'opinion dr sign', 'opinion dr sign great', 'opinion dr sign great job', 'opinion dr sign great job breast', 'opinion dr sign great job breast ve', 'opinion dr sign great job breast ve regret', 'opinion dr sign great job breast ve regret choice', 'dr', 'dr sign', 'dr sign great', 'dr sign great job', 'dr sign great job breast', 'dr sign great job breast ve', 'dr sign great job breast ve regret', 'dr sign great job breast ve regret choice', 'sign', 'sign great', 'sign great job', 'sign great job breast', 'sign great job breast ve', 'sign great job breast ve regret', 'sign great job breast ve regret choice', 'great', 'great job', 'great job breast', 'great job breast ve', 'great job breast ve regret', 'great job breast ve regret choice', 'job', 'job breast', 'job breast ve', 'job breast ve regret', 'job breast ve regret choice', 'breast', 'breast ve', 'breast ve regret', 'breast ve regret choice', 've', 've regret', 've regret choice', 'regret', 'regret choice', 'choice']",1,0,0,0,0,0,0.2857142857142857
117716,I had an excellent experience with the CoolScultping procedure.,0,excellent experience coolscultping procedure,"['excellent', 'excellent experience', 'excellent experience coolscultping', 'excellent experience coolscultping procedure', 'experience', 'experience coolscultping', 'experience coolscultping procedure', 'coolscultping', 'coolscultping procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
105802,"I would not want to see anyone but him, because I trust him completely.",0,want trust completely,"['want', 'want trust', 'want trust completely', 'trust', 'trust completely', 'completely']",0,0,0,1,0,0,0.2857142857142857
111190,"From my first appointment through the procedure all the way to my recovery, my experience has been unbelievably amazing!",0,appointment procedure way recovery experience unbelievably amaze,"['appointment', 'appointment procedure', 'appointment procedure way', 'appointment procedure way recovery', 'appointment procedure way recovery experience', 'appointment procedure way recovery experience unbelievably', 'appointment procedure way recovery experience unbelievably amaze', 'procedure', 'procedure way', 'procedure way recovery', 'procedure way recovery experience', 'procedure way recovery experience unbelievably', 'procedure way recovery experience unbelievably amaze', 'way', 'way recovery', 'way recovery experience', 'way recovery experience unbelievably', 'way recovery experience unbelievably amaze', 'recovery', 'recovery experience', 'recovery experience unbelievably', 'recovery experience unbelievably amaze', 'experience', 'experience unbelievably', 'experience unbelievably amaze', 'unbelievably', 'unbelievably amaze', 'amaze']",0,0,0,0,0,1,0.2857142857142857
135785,He took the time to explain procedures clearly and hear me out.,0,take time explain procedure clearly hear,"['take', 'take time', 'take time explain', 'take time explain procedure', 'take time explain procedure clearly', 'take time explain procedure clearly hear', 'time', 'time explain', 'time explain procedure', 'time explain procedure clearly', 'time explain procedure clearly hear', 'explain', 'explain procedure', 'explain procedure clearly', 'explain procedure clearly hear', 'procedure', 'procedure clearly', 'procedure clearly hear', 'clearly', 'clearly hear', 'hear']",0,0,0,0,0,1,0.2857142857142857
185210,It has been just about a year since the procedure and I don't look any better.,1,procedure look good,"['procedure', 'procedure look', 'procedure look good', 'look', 'look good', 'good']",0,0,0,0,0,1,0.2857142857142857
161231,"But I would simply say, One can trust him blindly.",0,simply trust blandly,"['simply', 'simply trust', 'simply trust blandly', 'trust', 'trust blandly', 'blandly']",0,0,0,1,0,0,0.2857142857142857
162379,"I was nervous about the procedure, the recovery and the results.",1,nervous procedure recovery result,"['nervous', 'nervous procedure', 'nervous procedure recovery', 'nervous procedure recovery result', 'procedure', 'procedure recovery', 'procedure recovery result', 'recovery', 'recovery result', 'result']",0,0,0,0,0,1,0.2857142857142857
111049,She should've referred me to a doctor who knew how to do this procedure.,1,ve refer doctor know procedure,"['ve', 've refer', 've refer doctor', 've refer doctor know', 've refer doctor know procedure', 'refer', 'refer doctor', 'refer doctor know', 'refer doctor know procedure', 'doctor', 'doctor know', 'doctor know procedure', 'know', 'know procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
108664,I was surprised that he didn't try to force procedures or products on me and was considerate about moving forward with my options.,0,surprise try force procedure product considerate move forward option,"['surprise', 'surprise try', 'surprise try force', 'surprise try force procedure', 'surprise try force procedure product', 'surprise try force procedure product considerate', 'surprise try force procedure product considerate move', 'surprise try force procedure product considerate move forward', 'surprise try force procedure product considerate move forward option', 'try', 'try force', 'try force procedure', 'try force procedure product', 'try force procedure product considerate', 'try force procedure product considerate move', 'try force procedure product considerate move forward', 'try force procedure product considerate move forward option', 'force', 'force procedure', 'force procedure product', 'force procedure product considerate', 'force procedure product considerate move', 'force procedure product considerate move forward', 'force procedure product considerate move forward option', 'procedure', 'procedure product', 'procedure product considerate', 'procedure product considerate move', 'procedure product considerate move forward', 'procedure product considerate move forward option', 'product', 'product considerate', 'product considerate move', 'product considerate move forward', 'product considerate move forward option', 'considerate', 'considerate move', 'considerate move forward', 'considerate move forward option', 'move', 'move forward', 'move forward option', 'forward', 'forward option', 'option']",0,0,0,0,0,1,0.2857142857142857
170656,but Dr. Z was very thorough on information that should be shared with me regarding my requested procedures.,0,dr z thorough information share request procedure,"['dr', 'dr z', 'dr z thorough', 'dr z thorough information', 'dr z thorough information share', 'dr z thorough information share request', 'dr z thorough information share request procedure', 'z', 'z thorough', 'z thorough information', 'z thorough information share', 'z thorough information share request', 'z thorough information share request procedure', 'thorough', 'thorough information', 'thorough information share', 'thorough information share request', 'thorough information share request procedure', 'information', 'information share', 'information share request', 'information share request procedure', 'share', 'share request', 'share request procedure', 'request', 'request procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
131120,"I had an otoplasty procedure done, and I could not be happier.",0,otoplasty procedure happy,"['otoplasty', 'otoplasty procedure', 'otoplasty procedure happy', 'procedure', 'procedure happy', 'happy']",0,0,0,0,0,1,0.2857142857142857
75945,with each visit Dr. Morris explained the procedure in depth and never hesitated to make sure I understood.,0,visit explain procedure depth hesitate sure understand,"['visit', 'visit explain', 'visit explain procedure', 'visit explain procedure depth', 'visit explain procedure depth hesitate', 'visit explain procedure depth hesitate sure', 'visit explain procedure depth hesitate sure understand', 'explain', 'explain procedure', 'explain procedure depth', 'explain procedure depth hesitate', 'explain procedure depth hesitate sure', 'explain procedure depth hesitate sure understand', 'procedure', 'procedure depth', 'procedure depth hesitate', 'procedure depth hesitate sure', 'procedure depth hesitate sure understand', 'depth', 'depth hesitate', 'depth hesitate sure', 'depth hesitate sure understand', 'hesitate', 'hesitate sure', 'hesitate sure understand', 'sure', 'sure understand', 'understand']",0,0,0,0,0,1,0.2857142857142857
151050,"The ""discount"" you're paying to get your procedures done here is NOT WORTH IT.",1,discount pay procedure worth,"['discount', 'discount pay', 'discount pay procedure', 'discount pay procedure worth', 'pay', 'pay procedure', 'pay procedure worth', 'procedure', 'procedure worth', 'worth']",0,0,0,0,0,1,0.2857142857142857
68042,"Now, 3 weeks after the procedure, I am beyond thrilled with the results.",0,procedure thrill result,"['procedure', 'procedure thrill', 'procedure thrill result', 'thrill', 'thrill result', 'result']",0,0,0,0,0,1,0.2857142857142857
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great have', 'have surgery center right office great have big', 'have surgery center right office great have big hospital', 'have surgery center right office great have big hospital clinic', 'have surgery center right office great have big hospital clinic procedure', 'have surgery center right office great have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great have', 'surgery center right office great have big', 'surgery center right office great have big hospital', 'surgery center right office great have big hospital clinic', 'surgery center right office great have big hospital clinic procedure', 'surgery center right office great have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great have', 'center right office great have big', 'center right office great have big hospital', 'center right office great have big hospital clinic', 'center right office great have big hospital clinic procedure', 'center right office great have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great have', 'right office great have big', 'right office great have big hospital', 'right office great have big hospital clinic', 'right office great have big hospital clinic procedure', 'right office great have big hospital clinic procedure convenient', 'office', 'office great', 'office great have', 'office great have big', 'office great have big hospital', 'office great have big hospital clinic', 'office great have big hospital clinic procedure', 'office great have big hospital clinic procedure convenient', 'great', 'great have', 'great have big', 'great have big hospital', 'great have big hospital clinic', 'great have big hospital clinic procedure', 'great have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,0,0,0,0,1,0.2857142857142857
90415,He is not someone you can trust,1,trust,['trust'],0,0,0,1,0,0,0.2857142857142857
97056,"for cosmetic procedures, look elsewhere.",1,cosmetic procedure look,"['cosmetic', 'cosmetic procedure', 'cosmetic procedure look', 'procedure', 'procedure look', 'look']",0,0,0,0,0,1,0.2857142857142857
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",0,0,0,0,0,1,0.2857142857142857
159909,So now they yet again don't do anything for pain management at all except push expensive procedures to bill insurance about!!!,1,pain management push expensive procedure bill insurance,"['pain', 'pain management', 'pain management push', 'pain management push expensive', 'pain management push expensive procedure', 'pain management push expensive procedure bill', 'pain management push expensive procedure bill insurance', 'management', 'management push', 'management push expensive', 'management push expensive procedure', 'management push expensive procedure bill', 'management push expensive procedure bill insurance', 'push', 'push expensive', 'push expensive procedure', 'push expensive procedure bill', 'push expensive procedure bill insurance', 'expensive', 'expensive procedure', 'expensive procedure bill', 'expensive procedure bill insurance', 'procedure', 'procedure bill', 'procedure bill insurance', 'bill', 'bill insurance', 'insurance']",0,0,0,0,0,1,0.2857142857142857
100159,and staff are amazing and I would highly recommend him for any cosmetic procedure!,0,staff amaze highly recommend cosmetic procedure,"['staff', 'staff amaze', 'staff amaze highly', 'staff amaze highly recommend', 'staff amaze highly recommend cosmetic', 'staff amaze highly recommend cosmetic procedure', 'amaze', 'amaze highly', 'amaze highly recommend', 'amaze highly recommend cosmetic', 'amaze highly recommend cosmetic procedure', 'highly', 'highly recommend', 'highly recommend cosmetic', 'highly recommend cosmetic procedure', 'recommend', 'recommend cosmetic', 'recommend cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
156013,"The augmentation is very different from my left eye, and I feel regret when I look in the mirror.",1,pigmentation different leave eye feel regret look mirror,"['pigmentation', 'pigmentation different', 'pigmentation different leave', 'pigmentation different leave eye', 'pigmentation different leave eye feel', 'pigmentation different leave eye feel regret', 'pigmentation different leave eye feel regret look', 'pigmentation different leave eye feel regret look mirror', 'different', 'different leave', 'different leave eye', 'different leave eye feel', 'different leave eye feel regret', 'different leave eye feel regret look', 'different leave eye feel regret look mirror', 'leave', 'leave eye', 'leave eye feel', 'leave eye feel regret', 'leave eye feel regret look', 'leave eye feel regret look mirror', 'eye', 'eye feel', 'eye feel regret', 'eye feel regret look', 'eye feel regret look mirror', 'feel', 'feel regret', 'feel regret look', 'feel regret look mirror', 'regret', 'regret look', 'regret look mirror', 'look', 'look mirror', 'mirror']",1,0,0,0,0,0,0.2857142857142857
63896,I am very happy that I feel I can trust him,0,happy feel trust,"['happy', 'happy feel', 'happy feel trust', 'feel', 'feel trust', 'trust']",0,0,0,1,0,0,0.2857142857142857
160827,"but once we started communicating about my procedure, all the awkwardness vanished.",0,start communicate procedure awkwardness vanish,"['start', 'start communicate', 'start communicate procedure', 'start communicate procedure awkwardness', 'start communicate procedure awkwardness vanish', 'communicate', 'communicate procedure', 'communicate procedure awkwardness', 'communicate procedure awkwardness vanish', 'procedure', 'procedure awkwardness', 'procedure awkwardness vanish', 'awkwardness', 'awkwardness vanish', 'vanish']",0,0,0,0,0,1,0.2857142857142857
191499,I regretted I did not just pick a guy few blocks from my house to,1,regret pick guy block house,"['regret', 'regret pick', 'regret pick guy', 'regret pick guy block', 'regret pick guy block house', 'pick', 'pick guy', 'pick guy block', 'pick guy block house', 'guy', 'guy block', 'guy block house', 'block', 'block house', 'house']",1,0,0,0,0,0,0.2857142857142857
97384,"and had the perfect ""beside manner"" following my procedure.",0,perfect manner follow procedure,"['perfect', 'perfect manner', 'perfect manner follow', 'perfect manner follow procedure', 'manner', 'manner follow', 'manner follow procedure', 'follow', 'follow procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
123036,Second opinions from several surgeons have diagnosed the damages he caused from the surgical procedure.,1,opinion surgeon diagnose damage cause surgical procedure,"['opinion', 'opinion surgeon', 'opinion surgeon diagnose', 'opinion surgeon diagnose damage', 'opinion surgeon diagnose damage cause', 'opinion surgeon diagnose damage cause surgical', 'opinion surgeon diagnose damage cause surgical procedure', 'surgeon', 'surgeon diagnose', 'surgeon diagnose damage', 'surgeon diagnose damage cause', 'surgeon diagnose damage cause surgical', 'surgeon diagnose damage cause surgical procedure', 'diagnose', 'diagnose damage', 'diagnose damage cause', 'diagnose damage cause surgical', 'diagnose damage cause surgical procedure', 'damage', 'damage cause', 'damage cause surgical', 'damage cause surgical procedure', 'cause', 'cause surgical', 'cause surgical procedure', 'surgical', 'surgical procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
113179,She has a professional staff of highly trained assistants BUT she does all procedures herself!,0,professional staff highly train assistant procedure,"['professional', 'professional staff', 'professional staff highly', 'professional staff highly train', 'professional staff highly train assistant', 'professional staff highly train assistant procedure', 'staff', 'staff highly', 'staff highly train', 'staff highly train assistant', 'staff highly train assistant procedure', 'highly', 'highly train', 'highly train assistant', 'highly train assistant procedure', 'train', 'train assistant', 'train assistant procedure', 'assistant', 'assistant procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
188054,The only issues I've had were he recommended I try the microneedling procedure.,1,issue ve recommend try microneedling procedure,"['issue', 'issue ve', 'issue ve recommend', 'issue ve recommend try', 'issue ve recommend try microneedling', 'issue ve recommend try microneedling procedure', 've', 've recommend', 've recommend try', 've recommend try microneedling', 've recommend try microneedling procedure', 'recommend', 'recommend try', 'recommend try microneedling', 'recommend try microneedling procedure', 'try', 'try microneedling', 'try microneedling procedure', 'microneedling', 'microneedling procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
166614,I sincerely believe his misjudgement during the procedure is the reason it was unsuccessful.,1,sincerely believe misjudgement procedure reason unsuccessful,"['sincerely', 'sincerely believe', 'sincerely believe misjudgement', 'sincerely believe misjudgement procedure', 'sincerely believe misjudgement procedure reason', 'sincerely believe misjudgement procedure reason unsuccessful', 'believe', 'believe misjudgement', 'believe misjudgement procedure', 'believe misjudgement procedure reason', 'believe misjudgement procedure reason unsuccessful', 'misjudgement', 'misjudgement procedure', 'misjudgement procedure reason', 'misjudgement procedure reason unsuccessful', 'procedure', 'procedure reason', 'procedure reason unsuccessful', 'reason', 'reason unsuccessful', 'unsuccessful']",0,0,0,0,0,1,0.2857142857142857
