commentId,comment,classification,comment_processed,word_phrase_list,mummy,mummy tuck,mummy tuck lip,tuck,tuck lip,lip,please,please result,result,similarity_score
178781,"and I went back to the office to let them know why I was not happy with my results, not",1,go office let know happy result,"['go', 'go office', 'go office let', 'go office let know', 'go office let know happy', 'go office let know happy result', 'office', 'office let', 'office let know', 'office let know happy', 'office let know happy result', 'let', 'let know', 'let know happy', 'let know happy result', 'know', 'know happy', 'know happy result', 'happy', 'happy result', 'result']",0,0,0,0,0,0,0,0,1,0.125
97055,Dr. Reichel promised me no risk of a negative outcome,0,promise risk negative result,"['promise', 'promise risk', 'promise risk negative', 'promise risk negative result', 'risk', 'risk negative', 'risk negative result', 'negative', 'negative result', 'result']",0,0,0,0,0,0,0,0,1,0.125
188833,"After questioning, I received a cursory exam to include a blood draw whose results i have",1,question receive nursery examination include blood draw result,"['question', 'question receive', 'question receive nursery', 'question receive nursery examination', 'question receive nursery examination include', 'question receive nursery examination include blood', 'question receive nursery examination include blood draw', 'question receive nursery examination include blood draw result', 'receive', 'receive nursery', 'receive nursery examination', 'receive nursery examination include', 'receive nursery examination include blood', 'receive nursery examination include blood draw', 'receive nursery examination include blood draw result', 'nursery', 'nursery examination', 'nursery examination include', 'nursery examination include blood', 'nursery examination include blood draw', 'nursery examination include blood draw result', 'examination', 'examination include', 'examination include blood', 'examination include blood draw', 'examination include blood draw result', 'include', 'include blood', 'include blood draw', 'include blood draw result', 'blood', 'blood draw', 'blood draw result', 'draw', 'draw result', 'result']",0,0,0,0,0,0,0,0,1,0.125
90668,He gave me the natural results I was looking,0,give natural result look,"['give', 'give natural', 'give natural result', 'give natural result look', 'natural', 'natural result', 'natural result look', 'result', 'result look', 'look']",0,0,0,0,0,0,0,0,1,0.125
141681,Dr. McGowan was courteous and patient in answering questions and presenting the results.,0,courteous patient answer question present result,"['courteous', 'courteous patient', 'courteous patient answer', 'courteous patient answer question', 'courteous patient answer question present', 'courteous patient answer question present result', 'patient', 'patient answer', 'patient answer question', 'patient answer question present', 'patient answer question present result', 'answer', 'answer question', 'answer question present', 'answer question present result', 'question', 'question present', 'question present result', 'present', 'present result', 'result']",0,0,0,0,0,0,0,0,1,0.125
188291,This is my 100% honest experience I wouldn't recommend this surgeon if you want real quality results.,1,honest experience recommend surgeon want real quality result,"['honest', 'honest experience', 'honest experience recommend', 'honest experience recommend surgeon', 'honest experience recommend surgeon want', 'honest experience recommend surgeon want real', 'honest experience recommend surgeon want real quality', 'honest experience recommend surgeon want real quality result', 'experience', 'experience recommend', 'experience recommend surgeon', 'experience recommend surgeon want', 'experience recommend surgeon want real', 'experience recommend surgeon want real quality', 'experience recommend surgeon want real quality result', 'recommend', 'recommend surgeon', 'recommend surgeon want', 'recommend surgeon want real', 'recommend surgeon want real quality', 'recommend surgeon want real quality result', 'surgeon', 'surgeon want', 'surgeon want real', 'surgeon want real quality', 'surgeon want real quality result', 'want', 'want real', 'want real quality', 'want real quality result', 'real', 'real quality', 'real quality result', 'quality', 'quality result', 'result']",0,0,0,0,0,0,0,0,1,0.125
178816,"and wearing lingerie/swimwear much of the time, this result was devastating to me not only aesthetically,",1,wear lingerieswimwear time result devastating aesthetically,"['wear', 'wear lingerieswimwear', 'wear lingerieswimwear time', 'wear lingerieswimwear time result', 'wear lingerieswimwear time result devastating', 'wear lingerieswimwear time result devastating aesthetically', 'lingerieswimwear', 'lingerieswimwear time', 'lingerieswimwear time result', 'lingerieswimwear time result devastating', 'lingerieswimwear time result devastating aesthetically', 'time', 'time result', 'time result devastating', 'time result devastating aesthetically', 'result', 'result devastating', 'result devastating aesthetically', 'devastating', 'devastating aesthetically', 'aesthetically']",0,0,0,0,0,0,0,0,1,0.125
74114,Dr. Da Silva graphed my lip back on after being bitten off by a dog.,0,grant lip bite dog,"['grant', 'grant lip', 'grant lip bite', 'grant lip bite dog', 'lip', 'lip bite', 'lip bite dog', 'bite', 'bite dog', 'dog']",0,0,0,0,0,1,0,0,0,0.125
107504,I had a mini tummy tuck and liposuction done 6 months ago and I love the results.,0,mind mummy tuck liposuction love result,"['mind', 'mind mummy', 'mind mummy tuck', 'mind mummy tuck liposuction', 'mind mummy tuck liposuction love', 'mind mummy tuck liposuction love result', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction love', 'mummy tuck liposuction love result', 'tuck', 'tuck liposuction', 'tuck liposuction love', 'tuck liposuction love result', 'liposuction', 'liposuction love', 'liposuction love result', 'love', 'love result', 'result']",1,1,0,1,0,0,0,0,1,0.5
100478,for the rewarding outcome of my procedure and Dr. White's artistry and compassion.,0,reward result procedure dr white artistic compassion,"['reward', 'reward result', 'reward result procedure', 'reward result procedure dr', 'reward result procedure dr white', 'reward result procedure dr white artistic', 'reward result procedure dr white artistic compassion', 'result', 'result procedure', 'result procedure dr', 'result procedure dr white', 'result procedure dr white artistic', 'result procedure dr white artistic compassion', 'procedure', 'procedure dr', 'procedure dr white', 'procedure dr white artistic', 'procedure dr white artistic compassion', 'dr', 'dr white', 'dr white artistic', 'dr white artistic compassion', 'white', 'white artistic', 'white artistic compassion', 'artistic', 'artistic compassion', 'compassion']",0,0,0,0,0,0,0,0,1,0.125
131673,I am only 2 weeks post-op and I could not be any happier with my results this far.,0,rostov happy result far,"['rostov', 'rostov happy', 'rostov happy result', 'rostov happy result far', 'happy', 'happy result', 'happy result far', 'result', 'result far', 'far']",0,0,0,0,0,0,0,0,1,0.125
178433,I had PRP with Dr. Wise the results look fantastic I'm so happy.,0,pp dr wise result look fantastic m happy,"['pp', 'pp dr', 'pp dr wise', 'pp dr wise result', 'pp dr wise result look', 'pp dr wise result look fantastic', 'pp dr wise result look fantastic m', 'pp dr wise result look fantastic m happy', 'dr', 'dr wise', 'dr wise result', 'dr wise result look', 'dr wise result look fantastic', 'dr wise result look fantastic m', 'dr wise result look fantastic m happy', 'wise', 'wise result', 'wise result look', 'wise result look fantastic', 'wise result look fantastic m', 'wise result look fantastic m happy', 'result', 'result look', 'result look fantastic', 'result look fantastic m', 'result look fantastic m happy', 'look', 'look fantastic', 'look fantastic m', 'look fantastic m happy', 'fantastic', 'fantastic m', 'fantastic m happy', 'm', 'm happy', 'happy']",0,0,0,0,0,0,0,0,1,0.125
138848,The results from the precise and artistic expertise of Michelle's experience transforms my face!,0,result precise artistic expertness michelles experience transform face,"['result', 'result precise', 'result precise artistic', 'result precise artistic expertness', 'result precise artistic expertness michelles', 'result precise artistic expertness michelles experience', 'result precise artistic expertness michelles experience transform', 'result precise artistic expertness michelles experience transform face', 'precise', 'precise artistic', 'precise artistic expertness', 'precise artistic expertness michelles', 'precise artistic expertness michelles experience', 'precise artistic expertness michelles experience transform', 'precise artistic expertness michelles experience transform face', 'artistic', 'artistic expertness', 'artistic expertness michelles', 'artistic expertness michelles experience', 'artistic expertness michelles experience transform', 'artistic expertness michelles experience transform face', 'expertness', 'expertness michelles', 'expertness michelles experience', 'expertness michelles experience transform', 'expertness michelles experience transform face', 'michelles', 'michelles experience', 'michelles experience transform', 'michelles experience transform face', 'experience', 'experience transform', 'experience transform face', 'transform', 'transform face', 'face']",0,0,0,0,0,0,0,0,1,0.125
185985,Awesome lip filler experience.,0,amazing lip filler experience,"['amazing', 'amazing lip', 'amazing lip filler', 'amazing lip filler experience', 'lip', 'lip filler', 'lip filler experience', 'filler', 'filler experience', 'experience']",0,0,0,0,0,1,0,0,0,0.125
126109,I would like to thank him a thousand times for his outstanding job and how happy I am with the results.,0,like thank time outstanding job happy result,"['like', 'like thank', 'like thank time', 'like thank time outstanding', 'like thank time outstanding job', 'like thank time outstanding job happy', 'like thank time outstanding job happy result', 'thank', 'thank time', 'thank time outstanding', 'thank time outstanding job', 'thank time outstanding job happy', 'thank time outstanding job happy result', 'time', 'time outstanding', 'time outstanding job', 'time outstanding job happy', 'time outstanding job happy result', 'outstanding', 'outstanding job', 'outstanding job happy', 'outstanding job happy result', 'job', 'job happy', 'job happy result', 'happy', 'happy result', 'result']",0,0,0,0,0,0,0,0,1,0.125
105043,I couldn't be more pleased with my care and the quality of work he performed!!,0,please care quality work perform,"['please', 'please care', 'please care quality', 'please care quality work', 'please care quality work perform', 'care', 'care quality', 'care quality work', 'care quality work perform', 'quality', 'quality work', 'quality work perform', 'work', 'work perform', 'perform']",0,0,0,0,0,0,1,0,0,0.125
57695,I was very pleased with my visit.,0,please visit,"['please', 'please visit', 'visit']",0,0,0,0,0,0,1,0,0,0.125
144609,Mostly just upset that I did not get the results I wanted.,1,upset result want,"['upset', 'upset result', 'upset result want', 'result', 'result want', 'want']",0,0,0,0,0,0,0,0,1,0.125
162379,"I was nervous about the procedure, the recovery and the results.",1,nervous procedure recovery result,"['nervous', 'nervous procedure', 'nervous procedure recovery', 'nervous procedure recovery result', 'procedure', 'procedure recovery', 'procedure recovery result', 'recovery', 'recovery result', 'result']",0,0,0,0,0,0,0,0,1,0.125
156440,"and lumps from the damage of liposuction. ""Celebrity arms"" Pff the name sounds nice unfortunately the outcome is poor.",1,lump damage liposuction celebrity arm sound nice unfortunately result poor,"['lump', 'lump damage', 'lump damage liposuction', 'lump damage liposuction celebrity', 'lump damage liposuction celebrity arm', 'lump damage liposuction celebrity arm sound', 'lump damage liposuction celebrity arm sound nice', 'lump damage liposuction celebrity arm sound nice unfortunately', 'lump damage liposuction celebrity arm sound nice unfortunately result', 'lump damage liposuction celebrity arm sound nice unfortunately result poor', 'damage', 'damage liposuction', 'damage liposuction celebrity', 'damage liposuction celebrity arm', 'damage liposuction celebrity arm sound', 'damage liposuction celebrity arm sound nice', 'damage liposuction celebrity arm sound nice unfortunately', 'damage liposuction celebrity arm sound nice unfortunately result', 'damage liposuction celebrity arm sound nice unfortunately result poor', 'liposuction', 'liposuction celebrity', 'liposuction celebrity arm', 'liposuction celebrity arm sound', 'liposuction celebrity arm sound nice', 'liposuction celebrity arm sound nice unfortunately', 'liposuction celebrity arm sound nice unfortunately result', 'liposuction celebrity arm sound nice unfortunately result poor', 'celebrity', 'celebrity arm', 'celebrity arm sound', 'celebrity arm sound nice', 'celebrity arm sound nice unfortunately', 'celebrity arm sound nice unfortunately result', 'celebrity arm sound nice unfortunately result poor', 'arm', 'arm sound', 'arm sound nice', 'arm sound nice unfortunately', 'arm sound nice unfortunately result', 'arm sound nice unfortunately result poor', 'sound', 'sound nice', 'sound nice unfortunately', 'sound nice unfortunately result', 'sound nice unfortunately result poor', 'nice', 'nice unfortunately', 'nice unfortunately result', 'nice unfortunately result poor', 'unfortunately', 'unfortunately result', 'unfortunately result poor', 'result', 'result poor', 'poor']",0,0,0,0,0,0,0,0,1,0.125
95546,Sooo happy with my lip fillers and I can't wait to go back,0,soon happy lip tiller wait,"['soon', 'soon happy', 'soon happy lip', 'soon happy lip tiller', 'soon happy lip tiller wait', 'happy', 'happy lip', 'happy lip tiller', 'happy lip tiller wait', 'lip', 'lip tiller', 'lip tiller wait', 'tiller', 'tiller wait', 'wait']",0,0,0,0,0,1,0,0,0,0.125
148094,and you get to discuss those results with a Nurse Practitioner in a thorough consultation which is so helpful!,0,discus result nurse practitioner thorough consultation helpful,"['discus', 'discus result', 'discus result nurse', 'discus result nurse practitioner', 'discus result nurse practitioner thorough', 'discus result nurse practitioner thorough consultation', 'discus result nurse practitioner thorough consultation helpful', 'result', 'result nurse', 'result nurse practitioner', 'result nurse practitioner thorough', 'result nurse practitioner thorough consultation', 'result nurse practitioner thorough consultation helpful', 'nurse', 'nurse practitioner', 'nurse practitioner thorough', 'nurse practitioner thorough consultation', 'nurse practitioner thorough consultation helpful', 'practitioner', 'practitioner thorough', 'practitioner thorough consultation', 'practitioner thorough consultation helpful', 'thorough', 'thorough consultation', 'thorough consultation helpful', 'consultation', 'consultation helpful', 'helpful']",0,0,0,0,0,0,0,0,1,0.125
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly pain', 'need corrective work eyelid droop eyelash go smoothly pain fantastic', 'need corrective work eyelid droop eyelash go smoothly pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly pain', 'corrective work eyelid droop eyelash go smoothly pain fantastic', 'corrective work eyelid droop eyelash go smoothly pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly pain', 'work eyelid droop eyelash go smoothly pain fantastic', 'work eyelid droop eyelash go smoothly pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly pain', 'eyelid droop eyelash go smoothly pain fantastic', 'eyelid droop eyelash go smoothly pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly pain', 'droop eyelash go smoothly pain fantastic', 'droop eyelash go smoothly pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly pain', 'eyelash go smoothly pain fantastic', 'eyelash go smoothly pain fantastic result', 'go', 'go smoothly', 'go smoothly pain', 'go smoothly pain fantastic', 'go smoothly pain fantastic result', 'smoothly', 'smoothly pain', 'smoothly pain fantastic', 'smoothly pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",0,0,0,0,0,0,0,0,1,0.125
83272,"so delighted with the outcome, and the compliments that I am receiving all the time on my new smile.",0,delight result compliment receive time new smile,"['delight', 'delight result', 'delight result compliment', 'delight result compliment receive', 'delight result compliment receive time', 'delight result compliment receive time new', 'delight result compliment receive time new smile', 'result', 'result compliment', 'result compliment receive', 'result compliment receive time', 'result compliment receive time new', 'result compliment receive time new smile', 'compliment', 'compliment receive', 'compliment receive time', 'compliment receive time new', 'compliment receive time new smile', 'receive', 'receive time', 'receive time new', 'receive time new smile', 'time', 'time new', 'time new smile', 'new', 'new smile', 'smile']",0,0,0,0,0,0,0,0,1,0.125
85582,"I wouldn't recommend Dr. Eberbach to anyone, I had a breast reduction and lipo and I am very disappointed",1,recommend dr eberbach breast reduction lip disappoint,"['recommend', 'recommend dr', 'recommend dr eberbach', 'recommend dr eberbach breast', 'recommend dr eberbach breast reduction', 'recommend dr eberbach breast reduction lip', 'recommend dr eberbach breast reduction lip disappoint', 'dr', 'dr eberbach', 'dr eberbach breast', 'dr eberbach breast reduction', 'dr eberbach breast reduction lip', 'dr eberbach breast reduction lip disappoint', 'eberbach', 'eberbach breast', 'eberbach breast reduction', 'eberbach breast reduction lip', 'eberbach breast reduction lip disappoint', 'breast', 'breast reduction', 'breast reduction lip', 'breast reduction lip disappoint', 'reduction', 'reduction lip', 'reduction lip disappoint', 'lip', 'lip disappoint', 'disappoint']",0,0,0,0,0,1,0,0,0,0.125
153267,from there with an awful results due to the inexperience level of the staff.,1,awful result inexperience level staff,"['awful', 'awful result', 'awful result inexperience', 'awful result inexperience level', 'awful result inexperience level staff', 'result', 'result inexperience', 'result inexperience level', 'result inexperience level staff', 'inexperience', 'inexperience level', 'inexperience level staff', 'level', 'level staff', 'staff']",0,0,0,0,0,0,0,0,1,0.125
150724,"His work, credentials, along with accolades already speak for itself but once you actually visit him and see the results..",0,work certificate award speak actually visit result,"['work', 'work certificate', 'work certificate award', 'work certificate award speak', 'work certificate award speak actually', 'work certificate award speak actually visit', 'work certificate award speak actually visit result', 'certificate', 'certificate award', 'certificate award speak', 'certificate award speak actually', 'certificate award speak actually visit', 'certificate award speak actually visit result', 'award', 'award speak', 'award speak actually', 'award speak actually visit', 'award speak actually visit result', 'speak', 'speak actually', 'speak actually visit', 'speak actually visit result', 'actually', 'actually visit', 'actually visit result', 'visit', 'visit result', 'result']",0,0,0,0,0,0,0,0,1,0.125
91398,Pleased with Result. 10 weeks pregnancy check up with doctor Kelly.,0,please result pregnancy check doctor,"['please', 'please result', 'please result pregnancy', 'please result pregnancy check', 'please result pregnancy check doctor', 'result', 'result pregnancy', 'result pregnancy check', 'result pregnancy check doctor', 'pregnancy', 'pregnancy check', 'pregnancy check doctor', 'check', 'check doctor', 'doctor']",0,0,0,0,0,0,1,1,1,0.375
168637,I met with five different doctors for lipo (all in the Bay Area) and was blown away by the consultation alone!,0,meet different doctor lip blow away consultation,"['meet', 'meet different', 'meet different doctor', 'meet different doctor lip', 'meet different doctor lip blow', 'meet different doctor lip blow away', 'meet different doctor lip blow away consultation', 'different', 'different doctor', 'different doctor lip', 'different doctor lip blow', 'different doctor lip blow away', 'different doctor lip blow away consultation', 'doctor', 'doctor lip', 'doctor lip blow', 'doctor lip blow away', 'doctor lip blow away consultation', 'lip', 'lip blow', 'lip blow away', 'lip blow away consultation', 'blow', 'blow away', 'blow away consultation', 'away', 'away consultation', 'consultation']",0,0,0,0,0,1,0,0,0,0.125
101618,"I had thin and almost non-existent lips, now my lips are full but very natural.",0,thin nonexistent lip lip natural,"['thin', 'thin nonexistent', 'thin nonexistent lip', 'thin nonexistent lip lip', 'thin nonexistent lip lip natural', 'nonexistent', 'nonexistent lip', 'nonexistent lip lip', 'nonexistent lip lip natural', 'lip', 'lip lip', 'lip lip natural', 'lip', 'lip natural', 'natural']",0,0,0,0,0,1,0,0,0,0.125
136192,I could not be more pleased with my experience here.,0,please experience,"['please', 'please experience', 'experience']",0,0,0,0,0,0,1,0,0,0.125
68042,"Now, 3 weeks after the procedure, I am beyond thrilled with the results.",0,procedure thrill result,"['procedure', 'procedure thrill', 'procedure thrill result', 'thrill', 'thrill result', 'result']",0,0,0,0,0,0,0,0,1,0.125
115518,My results are unbelievable.,0,result unbelievable,"['result', 'result unbelievable', 'unbelievable']",0,0,0,0,0,0,0,0,1,0.125
127358,"also made the ridge that goes from you nose to the top of my lips, because it was flat?I am very happy with his work.",0,ridge go nose lip happy work,"['ridge', 'ridge go', 'ridge go nose', 'ridge go nose lip', 'ridge go nose lip happy', 'ridge go nose lip happy work', 'go', 'go nose', 'go nose lip', 'go nose lip happy', 'go nose lip happy work', 'nose', 'nose lip', 'nose lip happy', 'nose lip happy work', 'lip', 'lip happy', 'lip happy work', 'happy', 'happy work', 'work']",0,0,0,0,0,1,0,0,0,0.125
125570,Very great customer service and amazing results.,0,great customer service amaze result,"['great', 'great customer', 'great customer service', 'great customer service amaze', 'great customer service amaze result', 'customer', 'customer service', 'customer service amaze', 'customer service amaze result', 'service', 'service amaze', 'service amaze result', 'amaze', 'amaze result', 'result']",0,0,0,0,0,0,0,0,1,0.125
90140,Wonderfull Results- Garden City.,0,result garden city,"['result', 'result garden', 'result garden city', 'garden', 'garden city', 'city']",0,0,0,0,0,0,0,0,1,0.125
144761,Fast forward seven years and my lips are far from soft and natural-looking.,1,fast forward lip far soft naturallooking,"['fast', 'fast forward', 'fast forward lip', 'fast forward lip far', 'fast forward lip far soft', 'fast forward lip far soft naturallooking', 'forward', 'forward lip', 'forward lip far', 'forward lip far soft', 'forward lip far soft naturallooking', 'lip', 'lip far', 'lip far soft', 'lip far soft naturallooking', 'far', 'far soft', 'far soft naturallooking', 'soft', 'soft naturallooking', 'naturallooking']",0,0,0,0,0,1,0,0,0,0.125
130847,The results at even just 6 weeks out now are amazing .,0,result amaze,"['result', 'result amaze', 'amaze']",0,0,0,0,0,0,0,0,1,0.125
66487,I was pleased with his job.,0,please job,"['please', 'please job', 'job']",0,0,0,0,0,0,1,0,0,0.125
85520,The outcome is far greater than I could have ever anticipated!,0,result far great anticipate,"['result', 'result far', 'result far great', 'result far great anticipate', 'far', 'far great', 'far great anticipate', 'great', 'great anticipate', 'anticipate']",0,0,0,0,0,0,0,0,1,0.125
134673,"When I'm not sat in his office going thoroughly over results, he's calling me",0,m sit office go thoroughly result s call,"['m', 'm sit', 'm sit office', 'm sit office go', 'm sit office go thoroughly', 'm sit office go thoroughly result', 'm sit office go thoroughly result s', 'm sit office go thoroughly result s call', 'sit', 'sit office', 'sit office go', 'sit office go thoroughly', 'sit office go thoroughly result', 'sit office go thoroughly result s', 'sit office go thoroughly result s call', 'office', 'office go', 'office go thoroughly', 'office go thoroughly result', 'office go thoroughly result s', 'office go thoroughly result s call', 'go', 'go thoroughly', 'go thoroughly result', 'go thoroughly result s', 'go thoroughly result s call', 'thoroughly', 'thoroughly result', 'thoroughly result s', 'thoroughly result s call', 'result', 'result s', 'result s call', 's', 's call', 'call']",0,0,0,0,0,0,0,0,1,0.125
100316,I am encouraged that I look forward toa good final outcome.*,0,encourage look forward good final result,"['encourage', 'encourage look', 'encourage look forward', 'encourage look forward good', 'encourage look forward good final', 'encourage look forward good final result', 'look', 'look forward', 'look forward good', 'look forward good final', 'look forward good final result', 'forward', 'forward good', 'forward good final', 'forward good final result', 'good', 'good final', 'good final result', 'final', 'final result', 'result']",0,0,0,0,0,0,0,0,1,0.125
123770,"I just had my first liposuction done on my knees, The results are amazing in only a few days",0,liposuction knee result amaze,"['liposuction', 'liposuction knee', 'liposuction knee result', 'liposuction knee result amaze', 'knee', 'knee result', 'knee result amaze', 'result', 'result amaze', 'amaze']",0,0,0,0,0,0,0,0,1,0.125
