commentId,comment,classification,comment_processed,word_phrase_list,happily,happily recommend,recommend,canal,nose,nose job,job,similarity_score
57686,They did an excellent job. ,0,excellent job,"['excellent', 'excellent job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
100381,I will not go back there and I would not recommend.,1,recommend,['recommend'],0,0,1,0,0,0,0,0.08196721311475409
179269,Dr. Pontell was able to give me the perfect nose and jawline that appears natural to the rest of my face.,0,able perfect nose saline appear natural rest face,"['able', 'able perfect', 'able perfect nose', 'able perfect nose saline', 'able perfect nose saline appear', 'able perfect nose saline appear natural', 'able perfect nose saline appear natural rest', 'able perfect nose saline appear natural rest face', 'perfect', 'perfect nose', 'perfect nose saline', 'perfect nose saline appear', 'perfect nose saline appear natural', 'perfect nose saline appear natural rest', 'perfect nose saline appear natural rest face', 'nose', 'nose saline', 'nose saline appear', 'nose saline appear natural', 'nose saline appear natural rest', 'nose saline appear natural rest face', 'saline', 'saline appear', 'saline appear natural', 'saline appear natural rest', 'saline appear natural rest face', 'appear', 'appear natural', 'appear natural rest', 'appear natural rest face', 'natural', 'natural rest', 'natural rest face', 'rest', 'rest face', 'face']",0,0,0,0,1,0,0,0.08196721311475409
97620,"I not only breathe better, by my hump in my nose is gone",0,breathe good hump nose go,"['breathe', 'breathe good', 'breathe good hump', 'breathe good hump nose', 'breathe good hump nose go', 'good', 'good hump', 'good hump nose', 'good hump nose go', 'hump', 'hump nose', 'hump nose go', 'nose', 'nose go', 'go']",0,0,0,0,1,0,0,0.08196721311475409
96616,and did an excellent job removing the lump.,0,excellent job remove lump,"['excellent', 'excellent job', 'excellent job remove', 'excellent job remove lump', 'job', 'job remove', 'job remove lump', 'remove', 'remove lump', 'lump']",0,0,0,0,0,0,1,0.08196721311475409
103176,my root canal went perfect.,0,root canal go perfect,"['root', 'root canal', 'root canal go', 'root canal go perfect', 'canal', 'canal go', 'canal go perfect', 'go', 'go perfect', 'perfect']",0,0,0,1,0,0,0,0.08196721311475409
128948,When I left I understood what my problem was and I would Recommend this office to anyone.,0,leave understand problem recommend office,"['leave', 'leave understand', 'leave understand problem', 'leave understand problem recommend', 'leave understand problem recommend office', 'understand', 'understand problem', 'understand problem recommend', 'understand problem recommend office', 'problem', 'problem recommend', 'problem recommend office', 'recommend', 'recommend office', 'office']",0,0,1,0,0,0,0,0.08196721311475409
129095,because he does a good job.,0,good job,"['good', 'good job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
61697,I have recommended him to another friend and has used him and had the same experience.,0,recommend friend experience,"['recommend', 'recommend friend', 'recommend friend experience', 'friend', 'friend experience', 'experience']",0,0,1,0,0,0,0,0.08196721311475409
114991,They did a magnificent job. 10 stars from me. ????????????????????????????????????????,0,brilliant job star,"['brilliant', 'brilliant job', 'brilliant job star', 'job', 'job star', 'star']",0,0,0,0,0,0,1,0.08196721311475409
188291,This is my 100% honest experience I wouldn't recommend this surgeon if you want real quality results.,1,honest experience recommend surgeon want real quality result,"['honest', 'honest experience', 'honest experience recommend', 'honest experience recommend surgeon', 'honest experience recommend surgeon want', 'honest experience recommend surgeon want real', 'honest experience recommend surgeon want real quality', 'honest experience recommend surgeon want real quality result', 'experience', 'experience recommend', 'experience recommend surgeon', 'experience recommend surgeon want', 'experience recommend surgeon want real', 'experience recommend surgeon want real quality', 'experience recommend surgeon want real quality result', 'recommend', 'recommend surgeon', 'recommend surgeon want', 'recommend surgeon want real', 'recommend surgeon want real quality', 'recommend surgeon want real quality result', 'surgeon', 'surgeon want', 'surgeon want real', 'surgeon want real quality', 'surgeon want real quality result', 'want', 'want real', 'want real quality', 'want real quality result', 'real', 'real quality', 'real quality result', 'quality', 'quality result', 'result']",0,0,1,0,0,0,0,0.08196721311475409
189692,I recommend taking yourself or loved ones elsewhere for real care.,1,recommend take love one real care,"['recommend', 'recommend take', 'recommend take love', 'recommend take love one', 'recommend take love one real', 'recommend take love one real care', 'take', 'take love', 'take love one', 'take love one real', 'take love one real care', 'love', 'love one', 'love one real', 'love one real care', 'one', 'one real', 'one real care', 'real', 'real care', 'care']",0,0,1,0,0,0,0,0.08196721311475409
102439,Horrible silicon 1000 is not approved by FDA to be injected in the face especially in the nose.,1,atrocious silicon approve inject face especially nose,"['atrocious', 'atrocious silicon', 'atrocious silicon approve', 'atrocious silicon approve inject', 'atrocious silicon approve inject face', 'atrocious silicon approve inject face especially', 'atrocious silicon approve inject face especially nose', 'silicon', 'silicon approve', 'silicon approve inject', 'silicon approve inject face', 'silicon approve inject face especially', 'silicon approve inject face especially nose', 'approve', 'approve inject', 'approve inject face', 'approve inject face especially', 'approve inject face especially nose', 'inject', 'inject face', 'inject face especially', 'inject face especially nose', 'face', 'face especially', 'face especially nose', 'especially', 'especially nose', 'nose']",0,0,0,0,1,0,0,0.08196721311475409
171772,I really like dr canales but Once he completes the surgery he will disappear.,1,like dr canal complete surgery disappear,"['like', 'like dr', 'like dr canal', 'like dr canal complete', 'like dr canal complete surgery', 'like dr canal complete surgery disappear', 'dr', 'dr canal', 'dr canal complete', 'dr canal complete surgery', 'dr canal complete surgery disappear', 'canal', 'canal complete', 'canal complete surgery', 'canal complete surgery disappear', 'complete', 'complete surgery', 'complete surgery disappear', 'surgery', 'surgery disappear', 'disappear']",0,0,0,1,0,0,0,0.08196721311475409
116855,I would reccommed to this place to anyone.,0,recommend place,"['recommend', 'recommend place', 'place']",0,0,1,0,0,0,0,0.08196721311475409
69610,"Dr is very knowledgeable, patient and did a wonderful job with my procedure.",0,dr knowledgeable patient fantastic job procedure,"['dr', 'dr knowledgeable', 'dr knowledgeable patient', 'dr knowledgeable patient fantastic', 'dr knowledgeable patient fantastic job', 'dr knowledgeable patient fantastic job procedure', 'knowledgeable', 'knowledgeable patient', 'knowledgeable patient fantastic', 'knowledgeable patient fantastic job', 'knowledgeable patient fantastic job procedure', 'patient', 'patient fantastic', 'patient fantastic job', 'patient fantastic job procedure', 'fantastic', 'fantastic job', 'fantastic job procedure', 'job', 'job procedure', 'procedure']",0,0,0,0,0,0,1,0.08196721311475409
91674,My nose collapsed two weeks after the surgery.,1,nose collapse surgery,"['nose', 'nose collapse', 'nose collapse surgery', 'collapse', 'collapse surgery', 'surgery']",0,0,0,0,1,0,0,0.08196721311475409
150025,It's been one day since my new nose reveal and I have not stopped smiling.,0,new nose reveal stop smile,"['new', 'new nose', 'new nose reveal', 'new nose reveal stop', 'new nose reveal stop smile', 'nose', 'nose reveal', 'nose reveal stop', 'nose reveal stop smile', 'reveal', 'reveal stop', 'reveal stop smile', 'stop', 'stop smile', 'smile']",0,0,0,0,1,0,0,0.08196721311475409
126109,I would like to thank him a thousand times for his outstanding job and how happy I am with the results.,0,like thank time outstanding job happy result,"['like', 'like thank', 'like thank time', 'like thank time outstanding', 'like thank time outstanding job', 'like thank time outstanding job happy', 'like thank time outstanding job happy result', 'thank', 'thank time', 'thank time outstanding', 'thank time outstanding job', 'thank time outstanding job happy', 'thank time outstanding job happy result', 'time', 'time outstanding', 'time outstanding job', 'time outstanding job happy', 'time outstanding job happy result', 'outstanding', 'outstanding job', 'outstanding job happy', 'outstanding job happy result', 'job', 'job happy', 'job happy result', 'happy', 'happy result', 'result']",0,0,0,0,0,0,1,0.08196721311475409
141364,I would not hesitate to use and recommend Dr. Robinson and his office to anyone looking to improve their appearance.,0,hesitate use recommend office look better appearance,"['hesitate', 'hesitate use', 'hesitate use recommend', 'hesitate use recommend office', 'hesitate use recommend office look', 'hesitate use recommend office look better', 'hesitate use recommend office look better appearance', 'use', 'use recommend', 'use recommend office', 'use recommend office look', 'use recommend office look better', 'use recommend office look better appearance', 'recommend', 'recommend office', 'recommend office look', 'recommend office look better', 'recommend office look better appearance', 'office', 'office look', 'office look better', 'office look better appearance', 'look', 'look better', 'look better appearance', 'better', 'better appearance', 'appearance']",0,0,1,0,0,0,0,0.08196721311475409
136045,now get back to my client-facing job with more confidence than every before.,0,clientfacing job confidence,"['clientfacing', 'clientfacing job', 'clientfacing job confidence', 'job', 'job confidence', 'confidence']",0,0,0,0,0,0,1,0.08196721311475409
113024,In my opinion Dr. Ratliff did a great job on my breasts and I've never regretted my choice.,0,opinion dr sign great job breast ve regret choice,"['opinion', 'opinion dr', 'opinion dr sign', 'opinion dr sign great', 'opinion dr sign great job', 'opinion dr sign great job breast', 'opinion dr sign great job breast ve', 'opinion dr sign great job breast ve regret', 'opinion dr sign great job breast ve regret choice', 'dr', 'dr sign', 'dr sign great', 'dr sign great job', 'dr sign great job breast', 'dr sign great job breast ve', 'dr sign great job breast ve regret', 'dr sign great job breast ve regret choice', 'sign', 'sign great', 'sign great job', 'sign great job breast', 'sign great job breast ve', 'sign great job breast ve regret', 'sign great job breast ve regret choice', 'great', 'great job', 'great job breast', 'great job breast ve', 'great job breast ve regret', 'great job breast ve regret choice', 'job', 'job breast', 'job breast ve', 'job breast ve regret', 'job breast ve regret choice', 'breast', 'breast ve', 'breast ve regret', 'breast ve regret choice', 've', 've regret', 've regret choice', 'regret', 'regret choice', 'choice']",0,0,0,0,0,0,1,0.08196721311475409
112293,My daughter got her nose job at the beginning of winter break and was able to return to school with no bruises.,0,daughter get nose job break able return school bruise,"['daughter', 'daughter get', 'daughter get nose', 'daughter get nose job', 'daughter get nose job break', 'daughter get nose job break able', 'daughter get nose job break able return', 'daughter get nose job break able return school', 'daughter get nose job break able return school bruise', 'get', 'get nose', 'get nose job', 'get nose job break', 'get nose job break able', 'get nose job break able return', 'get nose job break able return school', 'get nose job break able return school bruise', 'nose', 'nose job', 'nose job break', 'nose job break able', 'nose job break able return', 'nose job break able return school', 'nose job break able return school bruise', 'job', 'job break', 'job break able', 'job break able return', 'job break able return school', 'job break able return school bruise', 'break', 'break able', 'break able return', 'break able return school', 'break able return school bruise', 'able', 'able return', 'able return school', 'able return school bruise', 'return', 'return school', 'return school bruise', 'school', 'school bruise', 'bruise']",0,0,0,0,1,1,1,0.24590163934426226
91556,I highly recommend Dr. Greenberg and his qualified staff,0,highly recommend qualify staff,"['highly', 'highly recommend', 'highly recommend qualify', 'highly recommend qualify staff', 'recommend', 'recommend qualify', 'recommend qualify staff', 'qualify', 'qualify staff', 'staff']",0,0,1,0,0,0,0,0.08196721311475409
151743,I would highly recommend NextHealth to any one else looking to take hold of their health!,0,highly recommend nexthealth look hold health,"['highly', 'highly recommend', 'highly recommend nexthealth', 'highly recommend nexthealth look', 'highly recommend nexthealth look hold', 'highly recommend nexthealth look hold health', 'recommend', 'recommend nexthealth', 'recommend nexthealth look', 'recommend nexthealth look hold', 'recommend nexthealth look hold health', 'nexthealth', 'nexthealth look', 'nexthealth look hold', 'nexthealth look hold health', 'look', 'look hold', 'look hold health', 'hold', 'hold health', 'health']",0,0,1,0,0,0,0,0.08196721311475409
135310,"Ever since I got my nose done, I no longer get asked on my ethnicity",0,get nose long ask ethnicity,"['get', 'get nose', 'get nose long', 'get nose long ask', 'get nose long ask ethnicity', 'nose', 'nose long', 'nose long ask', 'nose long ask ethnicity', 'long', 'long ask', 'long ask ethnicity', 'ask', 'ask ethnicity', 'ethnicity']",0,0,0,0,1,0,0,0.08196721311475409
85582,"I wouldn't recommend Dr. Eberbach to anyone, I had a breast reduction and lipo and I am very disappointed",1,recommend dr eberbach breast reduction lip disappoint,"['recommend', 'recommend dr', 'recommend dr eberbach', 'recommend dr eberbach breast', 'recommend dr eberbach breast reduction', 'recommend dr eberbach breast reduction lip', 'recommend dr eberbach breast reduction lip disappoint', 'dr', 'dr eberbach', 'dr eberbach breast', 'dr eberbach breast reduction', 'dr eberbach breast reduction lip', 'dr eberbach breast reduction lip disappoint', 'eberbach', 'eberbach breast', 'eberbach breast reduction', 'eberbach breast reduction lip', 'eberbach breast reduction lip disappoint', 'breast', 'breast reduction', 'breast reduction lip', 'breast reduction lip disappoint', 'reduction', 'reduction lip', 'reduction lip disappoint', 'lip', 'lip disappoint', 'disappoint']",0,0,1,0,0,0,0,0.08196721311475409
119978,Many years ago I underwent a rhinoplasty which left me with a crooked nose :( I didn?t want to go under the nife again,1,undergo nose job leave crooked nose want life,"['undergo', 'undergo nose', 'undergo nose job', 'undergo nose job leave', 'undergo nose job leave crooked', 'undergo nose job leave crooked nose', 'undergo nose job leave crooked nose want', 'undergo nose job leave crooked nose want life', 'nose', 'nose job', 'nose job leave', 'nose job leave crooked', 'nose job leave crooked nose', 'nose job leave crooked nose want', 'nose job leave crooked nose want life', 'job', 'job leave', 'job leave crooked', 'job leave crooked nose', 'job leave crooked nose want', 'job leave crooked nose want life', 'leave', 'leave crooked', 'leave crooked nose', 'leave crooked nose want', 'leave crooked nose want life', 'crooked', 'crooked nose', 'crooked nose want', 'crooked nose want life', 'nose', 'nose want', 'nose want life', 'want', 'want life', 'life']",0,0,0,0,1,1,1,0.24590163934426226
82186,I have recommended this practice to other people,0,recommend practice people,"['recommend', 'recommend practice', 'recommend practice people', 'practice', 'practice people', 'people']",0,0,1,0,0,0,0,0.08196721311475409
142537,"Michelle does such a terrific job that I know when I leave, within a couple days I will be looking",0,terrific job know leave look,"['terrific', 'terrific job', 'terrific job know', 'terrific job know leave', 'terrific job know leave look', 'job', 'job know', 'job know leave', 'job know leave look', 'know', 'know leave', 'know leave look', 'leave', 'leave look', 'look']",0,0,0,0,0,0,1,0.08196721311475409
127358,"also made the ridge that goes from you nose to the top of my lips, because it was flat?I am very happy with his work.",0,ridge go nose lip happy work,"['ridge', 'ridge go', 'ridge go nose', 'ridge go nose lip', 'ridge go nose lip happy', 'ridge go nose lip happy work', 'go', 'go nose', 'go nose lip', 'go nose lip happy', 'go nose lip happy work', 'nose', 'nose lip', 'nose lip happy', 'nose lip happy work', 'lip', 'lip happy', 'lip happy work', 'happy', 'happy work', 'work']",0,0,0,0,1,0,0,0.08196721311475409
140162,"I can finally breathe through the nose, and no longer have migraines.",0,finally breathe nose long migraine,"['finally', 'finally breathe', 'finally breathe nose', 'finally breathe nose long', 'finally breathe nose long migraine', 'breathe', 'breathe nose', 'breathe nose long', 'breathe nose long migraine', 'nose', 'nose long', 'nose long migraine', 'long', 'long migraine', 'migraine']",0,0,0,0,1,0,0,0.08196721311475409
66487,I was pleased with his job.,0,please job,"['please', 'please job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
129432,Highly recommended Solonpas medicated patches and investing in a hand held massager to soothe away swelling pain.,0,highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain,"['highly', 'highly recommend', 'highly recommend solonpas', 'highly recommend solonpas dedicate', 'highly recommend solonpas dedicate patch', 'highly recommend solonpas dedicate patch invest', 'highly recommend solonpas dedicate patch invest hand', 'highly recommend solonpas dedicate patch invest hand hold', 'highly recommend solonpas dedicate patch invest hand hold massage', 'highly recommend solonpas dedicate patch invest hand hold massage soothe', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'recommend', 'recommend solonpas', 'recommend solonpas dedicate', 'recommend solonpas dedicate patch', 'recommend solonpas dedicate patch invest', 'recommend solonpas dedicate patch invest hand', 'recommend solonpas dedicate patch invest hand hold', 'recommend solonpas dedicate patch invest hand hold massage', 'recommend solonpas dedicate patch invest hand hold massage soothe', 'recommend solonpas dedicate patch invest hand hold massage soothe away', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'solonpas', 'solonpas dedicate', 'solonpas dedicate patch', 'solonpas dedicate patch invest', 'solonpas dedicate patch invest hand', 'solonpas dedicate patch invest hand hold', 'solonpas dedicate patch invest hand hold massage', 'solonpas dedicate patch invest hand hold massage soothe', 'solonpas dedicate patch invest hand hold massage soothe away', 'solonpas dedicate patch invest hand hold massage soothe away swell', 'solonpas dedicate patch invest hand hold massage soothe away swell pain', 'dedicate', 'dedicate patch', 'dedicate patch invest', 'dedicate patch invest hand', 'dedicate patch invest hand hold', 'dedicate patch invest hand hold massage', 'dedicate patch invest hand hold massage soothe', 'dedicate patch invest hand hold massage soothe away', 'dedicate patch invest hand hold massage soothe away swell', 'dedicate patch invest hand hold massage soothe away swell pain', 'patch', 'patch invest', 'patch invest hand', 'patch invest hand hold', 'patch invest hand hold massage', 'patch invest hand hold massage soothe', 'patch invest hand hold massage soothe away', 'patch invest hand hold massage soothe away swell', 'patch invest hand hold massage soothe away swell pain', 'invest', 'invest hand', 'invest hand hold', 'invest hand hold massage', 'invest hand hold massage soothe', 'invest hand hold massage soothe away', 'invest hand hold massage soothe away swell', 'invest hand hold massage soothe away swell pain', 'hand', 'hand hold', 'hand hold massage', 'hand hold massage soothe', 'hand hold massage soothe away', 'hand hold massage soothe away swell', 'hand hold massage soothe away swell pain', 'hold', 'hold massage', 'hold massage soothe', 'hold massage soothe away', 'hold massage soothe away swell', 'hold massage soothe away swell pain', 'massage', 'massage soothe', 'massage soothe away', 'massage soothe away swell', 'massage soothe away swell pain', 'soothe', 'soothe away', 'soothe away swell', 'soothe away swell pain', 'away', 'away swell', 'away swell pain', 'swell', 'swell pain', 'pain']",0,0,1,0,0,0,0,0.08196721311475409
89590,I would not recommend anyone to any other facility or staff.,0,recommend facility staff,"['recommend', 'recommend facility', 'recommend facility staff', 'facility', 'facility staff', 'staff']",0,0,1,0,0,0,0,0.08196721311475409
103759,"Ten years later, as I age, the mess he made of my nose shows terribly, I am embarrassed by it.",1,age mess nose show terribly embarrass,"['age', 'age mess', 'age mess nose', 'age mess nose show', 'age mess nose show terribly', 'age mess nose show terribly embarrass', 'mess', 'mess nose', 'mess nose show', 'mess nose show terribly', 'mess nose show terribly embarrass', 'nose', 'nose show', 'nose show terribly', 'nose show terribly embarrass', 'show', 'show terribly', 'show terribly embarrass', 'terribly', 'terribly embarrass', 'embarrass']",0,0,0,0,1,0,0,0.08196721311475409
102528,I unreservedly recommend him.,0,undeservedly recommend,"['undeservedly', 'undeservedly recommend', 'recommend']",0,0,1,0,0,0,0,0.08196721311475409
94553,"Dr. Budoff did an excellent Job with my Finger Surgery as well as working with an infectious disease Dr,",0,excellent job finger surgery work infectious disease dr,"['excellent', 'excellent job', 'excellent job finger', 'excellent job finger surgery', 'excellent job finger surgery work', 'excellent job finger surgery work infectious', 'excellent job finger surgery work infectious disease', 'excellent job finger surgery work infectious disease dr', 'job', 'job finger', 'job finger surgery', 'job finger surgery work', 'job finger surgery work infectious', 'job finger surgery work infectious disease', 'job finger surgery work infectious disease dr', 'finger', 'finger surgery', 'finger surgery work', 'finger surgery work infectious', 'finger surgery work infectious disease', 'finger surgery work infectious disease dr', 'surgery', 'surgery work', 'surgery work infectious', 'surgery work infectious disease', 'surgery work infectious disease dr', 'work', 'work infectious', 'work infectious disease', 'work infectious disease dr', 'infectious', 'infectious disease', 'infectious disease dr', 'disease', 'disease dr', 'dr']",0,0,0,0,0,0,1,0.08196721311475409
111042,"I do Not Recomend this Spa, they are over priced,",1,recommend sea price,"['recommend', 'recommend sea', 'recommend sea price', 'sea', 'sea price', 'price']",0,0,1,0,0,0,0,0.08196721311475409
97512,"so much emotional distress, I just decided to have his botch job corrected.",1,emotional distress decide job correct,"['emotional', 'emotional distress', 'emotional distress decide', 'emotional distress decide job', 'emotional distress decide job correct', 'distress', 'distress decide', 'distress decide job', 'distress decide job correct', 'decide', 'decide job', 'decide job correct', 'job', 'job correct', 'correct']",0,0,0,0,0,0,1,0.08196721311475409
100159,and staff are amazing and I would highly recommend him for any cosmetic procedure!,0,staff amaze highly recommend cosmetic procedure,"['staff', 'staff amaze', 'staff amaze highly', 'staff amaze highly recommend', 'staff amaze highly recommend cosmetic', 'staff amaze highly recommend cosmetic procedure', 'amaze', 'amaze highly', 'amaze highly recommend', 'amaze highly recommend cosmetic', 'amaze highly recommend cosmetic procedure', 'highly', 'highly recommend', 'highly recommend cosmetic', 'highly recommend cosmetic procedure', 'recommend', 'recommend cosmetic', 'recommend cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",0,0,1,0,0,0,0,0.08196721311475409
133680,"My friends who've had seen the doctor before recommended me, and after my excellent consultation with him, I was set.",0,friend ve see doctor recommend excellent consultation set,"['friend', 'friend ve', 'friend ve see', 'friend ve see doctor', 'friend ve see doctor recommend', 'friend ve see doctor recommend excellent', 'friend ve see doctor recommend excellent consultation', 'friend ve see doctor recommend excellent consultation set', 've', 've see', 've see doctor', 've see doctor recommend', 've see doctor recommend excellent', 've see doctor recommend excellent consultation', 've see doctor recommend excellent consultation set', 'see', 'see doctor', 'see doctor recommend', 'see doctor recommend excellent', 'see doctor recommend excellent consultation', 'see doctor recommend excellent consultation set', 'doctor', 'doctor recommend', 'doctor recommend excellent', 'doctor recommend excellent consultation', 'doctor recommend excellent consultation set', 'recommend', 'recommend excellent', 'recommend excellent consultation', 'recommend excellent consultation set', 'excellent', 'excellent consultation', 'excellent consultation set', 'consultation', 'consultation set', 'set']",0,0,1,0,0,0,0,0.08196721311475409
85566,also recommended by a gf of mine who was kind enough to show me hers and they were perfect.,0,recommend kind perfect,"['recommend', 'recommend kind', 'recommend kind perfect', 'kind', 'kind perfect', 'perfect']",0,0,1,0,0,0,0,0.08196721311475409
