commentId,comment,classification,comment_processed,word_phrase_list,think,expect,expect work,work,similarity_score
68095,I am an afficionado of surgeons having had extensive work with a number of highly regarded leaders in their field and am most impressed by Dr Haworth.,0,afficionado surgeon have extensive work number highly regard leader field impress,"['afficionado', 'afficionado surgeon', 'afficionado surgeon have', 'afficionado surgeon have extensive', 'afficionado surgeon have extensive work', 'afficionado surgeon have extensive work number', 'afficionado surgeon have extensive work number highly', 'afficionado surgeon have extensive work number highly regard', 'afficionado surgeon have extensive work number highly regard leader', 'afficionado surgeon have extensive work number highly regard leader field', 'afficionado surgeon have extensive work number highly regard leader field impress', 'surgeon', 'surgeon have', 'surgeon have extensive', 'surgeon have extensive work', 'surgeon have extensive work number', 'surgeon have extensive work number highly', 'surgeon have extensive work number highly regard', 'surgeon have extensive work number highly regard leader', 'surgeon have extensive work number highly regard leader field', 'surgeon have extensive work number highly regard leader field impress', 'have', 'have extensive', 'have extensive work', 'have extensive work number', 'have extensive work number highly', 'have extensive work number highly regard', 'have extensive work number highly regard leader', 'have extensive work number highly regard leader field', 'have extensive work number highly regard leader field impress', 'extensive', 'extensive work', 'extensive work number', 'extensive work number highly', 'extensive work number highly regard', 'extensive work number highly regard leader', 'extensive work number highly regard leader field', 'extensive work number highly regard leader field impress', 'work', 'work number', 'work number highly', 'work number highly regard', 'work number highly regard leader', 'work number highly regard leader field', 'work number highly regard leader field impress', 'number', 'number highly', 'number highly regard', 'number highly regard leader', 'number highly regard leader field', 'number highly regard leader field impress', 'highly', 'highly regard', 'highly regard leader', 'highly regard leader field', 'highly regard leader field impress', 'regard', 'regard leader', 'regard leader field', 'regard leader field impress', 'leader', 'leader field', 'leader field impress', 'field', 'field impress', 'impress']",0,0,0,1,0.055555555555555566
108236,I never thought about how important a smile is until Dr. Mazhari did her magic to my teeth.,0,think important smile magic tooth,"['think', 'think important', 'think important smile', 'think important smile magic', 'think important smile magic tooth', 'important', 'important smile', 'important smile magic', 'important smile magic tooth', 'smile', 'smile magic', 'smile magic tooth', 'magic', 'magic tooth', 'tooth']",1,0,0,0,0.12820512820512822
115520,"Not only was the procedure a fairly easy one that was merely out patient, it also worked amazingly.",0,not procedure fairly easy merely patient work amazingly,"['not', 'not procedure', 'not procedure fairly', 'not procedure fairly easy', 'not procedure fairly easy merely', 'not procedure fairly easy merely patient', 'not procedure fairly easy merely patient work', 'not procedure fairly easy merely patient work amazingly', 'procedure', 'procedure fairly', 'procedure fairly easy', 'procedure fairly easy merely', 'procedure fairly easy merely patient', 'procedure fairly easy merely patient work', 'procedure fairly easy merely patient work amazingly', 'fairly', 'fairly easy', 'fairly easy merely', 'fairly easy merely patient', 'fairly easy merely patient work', 'fairly easy merely patient work amazingly', 'easy', 'easy merely', 'easy merely patient', 'easy merely patient work', 'easy merely patient work amazingly', 'merely', 'merely patient', 'merely patient work', 'merely patient work amazingly', 'patient', 'patient work', 'patient work amazingly', 'work', 'work amazingly', 'amazingly']",0,0,0,1,0.08333333333333334
182121,"He had some medical concerns about my condition, which he thought was more than one condition, and his concerns were correct!",0,medical concern condition think condition concern correct,"['medical', 'medical concern', 'medical concern condition', 'medical concern condition think', 'medical concern condition think condition', 'medical concern condition think condition concern', 'medical concern condition think condition concern correct', 'concern', 'concern condition', 'concern condition think', 'concern condition think condition', 'concern condition think condition concern', 'concern condition think condition concern correct', 'condition', 'condition think', 'condition think condition', 'condition think condition concern', 'condition think condition concern correct', 'think', 'think condition', 'think condition concern', 'think condition concern correct', 'condition', 'condition concern', 'condition concern correct', 'concern', 'concern correct', 'correct']",1,0,0,0,0.09615384615384617
135782,I appreciate all you kindness and hard work.I appreciate what you have done for my health.,0,appreciate kindness hard work appreciate health,"['appreciate', 'appreciate kindness', 'appreciate kindness hard', 'appreciate kindness hard work', 'appreciate kindness hard work appreciate', 'appreciate kindness hard work appreciate health', 'kindness', 'kindness hard', 'kindness hard work', 'kindness hard work appreciate', 'kindness hard work appreciate health', 'hard', 'hard work', 'hard work appreciate', 'hard work appreciate health', 'work', 'work appreciate', 'work appreciate health', 'appreciate', 'appreciate health', 'health']",0,0,0,1,0.1111111111111111
145957,and NO PAIN MEDICATION NOTHING An u have just had surgery I thought I was going to die from pain so bad!,1,no pain meditation u surgery think go die pain bad,"['no', 'no pain', 'no pain meditation', 'no pain meditation u', 'no pain meditation u surgery', 'no pain meditation u surgery think', 'no pain meditation u surgery think go', 'no pain meditation u surgery think go die', 'no pain meditation u surgery think go die pain', 'no pain meditation u surgery think go die pain bad', 'pain', 'pain meditation', 'pain meditation u', 'pain meditation u surgery', 'pain meditation u surgery think', 'pain meditation u surgery think go', 'pain meditation u surgery think go die', 'pain meditation u surgery think go die pain', 'pain meditation u surgery think go die pain bad', 'meditation', 'meditation u', 'meditation u surgery', 'meditation u surgery think', 'meditation u surgery think go', 'meditation u surgery think go die', 'meditation u surgery think go die pain', 'meditation u surgery think go die pain bad', 'u', 'u surgery', 'u surgery think', 'u surgery think go', 'u surgery think go die', 'u surgery think go die pain', 'u surgery think go die pain bad', 'surgery', 'surgery think', 'surgery think go', 'surgery think go die', 'surgery think go die pain', 'surgery think go die pain bad', 'think', 'think go', 'think go die', 'think go die pain', 'think go die pain bad', 'go', 'go die', 'go die pain', 'go die pain bad', 'die', 'die pain', 'die pain bad', 'pain', 'pain bad', 'bad']",1,0,0,0,0.06329113924050635
91410,"Unfortunately, I expect a professional health-care office be able to provide accurate insurance information to patients.",1,unfortunately expect professional healthcare office able provide accurate insurance information patient,"['unfortunately', 'unfortunately expect', 'unfortunately expect professional', 'unfortunately expect professional healthcare', 'unfortunately expect professional healthcare office', 'unfortunately expect professional healthcare office able', 'unfortunately expect professional healthcare office able provide', 'unfortunately expect professional healthcare office able provide accurate', 'unfortunately expect professional healthcare office able provide accurate insurance', 'unfortunately expect professional healthcare office able provide accurate insurance information', 'unfortunately expect professional healthcare office able provide accurate insurance information patient', 'expect', 'expect professional', 'expect professional healthcare', 'expect professional healthcare office', 'expect professional healthcare office able', 'expect professional healthcare office able provide', 'expect professional healthcare office able provide accurate', 'expect professional healthcare office able provide accurate insurance', 'expect professional healthcare office able provide accurate insurance information', 'expect professional healthcare office able provide accurate insurance information patient', 'professional', 'professional healthcare', 'professional healthcare office', 'professional healthcare office able', 'professional healthcare office able provide', 'professional healthcare office able provide accurate', 'professional healthcare office able provide accurate insurance', 'professional healthcare office able provide accurate insurance information', 'professional healthcare office able provide accurate insurance information patient', 'healthcare', 'healthcare office', 'healthcare office able', 'healthcare office able provide', 'healthcare office able provide accurate', 'healthcare office able provide accurate insurance', 'healthcare office able provide accurate insurance information', 'healthcare office able provide accurate insurance information patient', 'office', 'office able', 'office able provide', 'office able provide accurate', 'office able provide accurate insurance', 'office able provide accurate insurance information', 'office able provide accurate insurance information patient', 'able', 'able provide', 'able provide accurate', 'able provide accurate insurance', 'able provide accurate insurance information', 'able provide accurate insurance information patient', 'provide', 'provide accurate', 'provide accurate insurance', 'provide accurate insurance information', 'provide accurate insurance information patient', 'accurate', 'accurate insurance', 'accurate insurance information', 'accurate insurance information patient', 'insurance', 'insurance information', 'insurance information patient', 'information', 'information patient', 'patient']",0,1,0,0,0.055555555555555566
162306,If you're looking to have any type of liposuction/corrective work done go with Dr. Neinstein and his Team!,0,look type liposuctioncorrective work team,"['look', 'look type', 'look type liposuctioncorrective', 'look type liposuctioncorrective work', 'look type liposuctioncorrective work team', 'type', 'type liposuctioncorrective', 'type liposuctioncorrective work', 'type liposuctioncorrective work team', 'liposuctioncorrective', 'liposuctioncorrective work', 'liposuctioncorrective work team', 'work', 'work team', 'team']",0,0,0,1,0.12820512820512822
146861,Thank God she did because I don't want a dentist working on my child's mouth if they are not considerate,0,thank god want dentist work child mouth not considerate,"['thank', 'thank god', 'thank god want', 'thank god want dentist', 'thank god want dentist work', 'thank god want dentist work child', 'thank god want dentist work child mouth', 'thank god want dentist work child mouth not', 'thank god want dentist work child mouth not considerate', 'god', 'god want', 'god want dentist', 'god want dentist work', 'god want dentist work child', 'god want dentist work child mouth', 'god want dentist work child mouth not', 'god want dentist work child mouth not considerate', 'want', 'want dentist', 'want dentist work', 'want dentist work child', 'want dentist work child mouth', 'want dentist work child mouth not', 'want dentist work child mouth not considerate', 'dentist', 'dentist work', 'dentist work child', 'dentist work child mouth', 'dentist work child mouth not', 'dentist work child mouth not considerate', 'work', 'work child', 'work child mouth', 'work child mouth not', 'work child mouth not considerate', 'child', 'child mouth', 'child mouth not', 'child mouth not considerate', 'mouth', 'mouth not', 'mouth not considerate', 'not', 'not considerate', 'considerate']",0,0,0,1,0.07246376811594205
133370,and the timeliness of the appointments are very much appreciated as I have to go to work directly after each appointment.,0,liveliness appointment appreciate work directly appointment,"['liveliness', 'liveliness appointment', 'liveliness appointment appreciate', 'liveliness appointment appreciate work', 'liveliness appointment appreciate work directly', 'liveliness appointment appreciate work directly appointment', 'appointment', 'appointment appreciate', 'appointment appreciate work', 'appointment appreciate work directly', 'appointment appreciate work directly appointment', 'appreciate', 'appreciate work', 'appreciate work directly', 'appreciate work directly appointment', 'work', 'work directly', 'work directly appointment', 'directly', 'directly appointment', 'appointment']",0,0,0,1,0.1111111111111111
182130,"I really like the game, I think it was a good idea to review what we learned",0,like game think good idea review learn,"['like', 'like game', 'like game think', 'like game think good', 'like game think good idea', 'like game think good idea review', 'like game think good idea review learn', 'game', 'game think', 'game think good', 'game think good idea', 'game think good idea review', 'game think good idea review learn', 'think', 'think good', 'think good idea', 'think good idea review', 'think good idea review learn', 'good', 'good idea', 'good idea review', 'good idea review learn', 'idea', 'idea review', 'idea review learn', 'review', 'review learn', 'learn']",1,0,0,0,0.09615384615384617
191399,The treatments worked after two sessions.,0,treatment work session,"['treatment', 'treatment work', 'treatment work session', 'work', 'work session', 'session']",0,0,0,1,0.16666666666666666
89460,"Unreliable, no medical or work ethics.",1,reliable no medical work ethic,"['reliable', 'reliable no', 'reliable no medical', 'reliable no medical work', 'reliable no medical work ethic', 'no', 'no medical', 'no medical work', 'no medical work ethic', 'medical', 'medical work', 'medical work ethic', 'work', 'work ethic', 'ethic']",0,0,0,1,0.12820512820512822
57690,Just keep up the good work.,0,good work,"['good', 'good work', 'work']",0,0,0,1,0.18518518518518517
106079,It's been two days you would think I would have heard something,1,think hear,"['think', 'think hear', 'hear']",1,0,0,0,0.18518518518518517
57691,I don't know if it was not in her line of work. ,1,know not line work,"['know', 'know not', 'know not line', 'know not line work', 'not', 'not line', 'not line work', 'line', 'line work', 'work']",0,0,0,1,0.14705882352941177
115617,No one should work with this doctor ever.,1,no work doctor,"['no', 'no work', 'no work doctor', 'work', 'work doctor', 'doctor']",0,0,0,1,0.16666666666666666
108182,I've had 'the works' on my legs and Dr. Osorio and Eric Johnson PA have made all the difference.,0,work leg pa difference,"['work', 'work leg', 'work leg pa', 'work leg pa difference', 'leg', 'leg pa', 'leg pa difference', 'pa', 'pa difference', 'difference']",0,0,0,1,0.14705882352941177
122351,"They just assume that people can make it after work, because they forget that you live 3 or more hours away.",1,assume people work forget live hour away,"['assume', 'assume people', 'assume people work', 'assume people work forget', 'assume people work forget live', 'assume people work forget live hour', 'assume people work forget live hour away', 'people', 'people work', 'people work forget', 'people work forget live', 'people work forget live hour', 'people work forget live hour away', 'work', 'work forget', 'work forget live', 'work forget live hour', 'work forget live hour away', 'forget', 'forget live', 'forget live hour', 'forget live hour away', 'live', 'live hour', 'live hour away', 'hour', 'hour away', 'away']",0,0,0,1,0.09615384615384617
125403,but also stays realistic with what can be expected.,0,stay realistic expect,"['stay', 'stay realistic', 'stay realistic expect', 'realistic', 'realistic expect', 'expect']",0,1,0,0,0.16666666666666666
128349,"I now feel great-there are days here and there that I have some pain but, that was to be expected and is tolerable.",0,feel greatthere day pain expect tolerable,"['feel', 'feel greatthere', 'feel greatthere day', 'feel greatthere day pain', 'feel greatthere day pain expect', 'feel greatthere day pain expect tolerable', 'greatthere', 'greatthere day', 'greatthere day pain', 'greatthere day pain expect', 'greatthere day pain expect tolerable', 'day', 'day pain', 'day pain expect', 'day pain expect tolerable', 'pain', 'pain expect', 'pain expect tolerable', 'expect', 'expect tolerable', 'tolerable']",0,1,0,0,0.1111111111111111
67761,I had problems working but now all my pains are gone.,0,problem work pain go,"['problem', 'problem work', 'problem work pain', 'problem work pain go', 'work', 'work pain', 'work pain go', 'pain', 'pain go', 'go']",0,0,0,1,0.14705882352941177
88593,I look in the mirror everyday regretting my decision to let him work on me.,1,look mirror everyday regret decision let work,"['look', 'look mirror', 'look mirror everyday', 'look mirror everyday regret', 'look mirror everyday regret decision', 'look mirror everyday regret decision let', 'look mirror everyday regret decision let work', 'mirror', 'mirror everyday', 'mirror everyday regret', 'mirror everyday regret decision', 'mirror everyday regret decision let', 'mirror everyday regret decision let work', 'everyday', 'everyday regret', 'everyday regret decision', 'everyday regret decision let', 'everyday regret decision let work', 'regret', 'regret decision', 'regret decision let', 'regret decision let work', 'decision', 'decision let', 'decision let work', 'let', 'let work', 'work']",0,0,0,1,0.09615384615384617
123507,I am still fighting a little infection complete with wound draining and packing that has had to extend my leave of absence from work.,1,fight little infection complete wound drain pack extend leave absence work,"['fight', 'fight little', 'fight little infection', 'fight little infection complete', 'fight little infection complete wound', 'fight little infection complete wound drain', 'fight little infection complete wound drain pack', 'fight little infection complete wound drain pack extend', 'fight little infection complete wound drain pack extend leave', 'fight little infection complete wound drain pack extend leave absence', 'fight little infection complete wound drain pack extend leave absence work', 'little', 'little infection', 'little infection complete', 'little infection complete wound', 'little infection complete wound drain', 'little infection complete wound drain pack', 'little infection complete wound drain pack extend', 'little infection complete wound drain pack extend leave', 'little infection complete wound drain pack extend leave absence', 'little infection complete wound drain pack extend leave absence work', 'infection', 'infection complete', 'infection complete wound', 'infection complete wound drain', 'infection complete wound drain pack', 'infection complete wound drain pack extend', 'infection complete wound drain pack extend leave', 'infection complete wound drain pack extend leave absence', 'infection complete wound drain pack extend leave absence work', 'complete', 'complete wound', 'complete wound drain', 'complete wound drain pack', 'complete wound drain pack extend', 'complete wound drain pack extend leave', 'complete wound drain pack extend leave absence', 'complete wound drain pack extend leave absence work', 'wound', 'wound drain', 'wound drain pack', 'wound drain pack extend', 'wound drain pack extend leave', 'wound drain pack extend leave absence', 'wound drain pack extend leave absence work', 'drain', 'drain pack', 'drain pack extend', 'drain pack extend leave', 'drain pack extend leave absence', 'drain pack extend leave absence work', 'pack', 'pack extend', 'pack extend leave', 'pack extend leave absence', 'pack extend leave absence work', 'extend', 'extend leave', 'extend leave absence', 'extend leave absence work', 'leave', 'leave absence', 'leave absence work', 'absence', 'absence work', 'work']",0,0,0,1,0.055555555555555566
67496,I think there is a lot of room for improvement.,1,think lot room improvement,"['think', 'think lot', 'think lot room', 'think lot room improvement', 'lot', 'lot room', 'lot room improvement', 'room', 'room improvement', 'improvement']",1,0,0,0,0.14705882352941177
65664,Her work ethic and bedside manner is impeccable,0,work ethic bedside manner implacable,"['work', 'work ethic', 'work ethic bedside', 'work ethic bedside manner', 'work ethic bedside manner implacable', 'ethic', 'ethic bedside', 'ethic bedside manner', 'ethic bedside manner implacable', 'bedside', 'bedside manner', 'bedside manner implacable', 'manner', 'manner implacable', 'implacable']",0,0,0,1,0.12820512820512822
59049,All worked well.,0,work,['work'],0,0,0,1,0.2
105043,I couldn't be more pleased with my care and the quality of work he performed!!,0,please care quality work perform,"['please', 'please care', 'please care quality', 'please care quality work', 'please care quality work perform', 'care', 'care quality', 'care quality work', 'care quality work perform', 'quality', 'quality work', 'quality work perform', 'work', 'work perform', 'perform']",0,0,0,1,0.12820512820512822
89045,His work was truthfully really pretty.,0,work truthfully pretty,"['work', 'work truthfully', 'work truthfully pretty', 'truthfully', 'truthfully pretty', 'pretty']",0,0,0,1,0.16666666666666666
81483,and stands behind his work.,0,stand work,"['stand', 'stand work', 'work']",0,0,0,1,0.18518518518518517
154689,"He did some work for me about 20,000 and I feel it was a waste of money.",1,work feel waste money,"['work', 'work feel', 'work feel waste', 'work feel waste money', 'feel', 'feel waste', 'feel waste money', 'waste', 'waste money', 'money']",0,0,0,1,0.14705882352941177
166697,"This man was the most condescending, rude, unhelpful medical professional I've ever had to work with.",1,man condescend rude helpful medical professional work,"['man', 'man condescend', 'man condescend rude', 'man condescend rude helpful', 'man condescend rude helpful medical', 'man condescend rude helpful medical professional', 'man condescend rude helpful medical professional work', 'condescend', 'condescend rude', 'condescend rude helpful', 'condescend rude helpful medical', 'condescend rude helpful medical professional', 'condescend rude helpful medical professional work', 'rude', 'rude helpful', 'rude helpful medical', 'rude helpful medical professional', 'rude helpful medical professional work', 'helpful', 'helpful medical', 'helpful medical professional', 'helpful medical professional work', 'medical', 'medical professional', 'medical professional work', 'professional', 'professional work', 'work']",0,0,0,1,0.09615384615384617
178441,Post-surgery Dr. Bonasso met with me on a daily basis and again was very informative about what to expect during my recovery.,0,postsurgery meet basis information expect recovery,"['postsurgery', 'postsurgery meet', 'postsurgery meet basis', 'postsurgery meet basis information', 'postsurgery meet basis information expect', 'postsurgery meet basis information expect recovery', 'meet', 'meet basis', 'meet basis information', 'meet basis information expect', 'meet basis information expect recovery', 'basis', 'basis information', 'basis information expect', 'basis information expect recovery', 'information', 'information expect', 'information expect recovery', 'expect', 'expect recovery', 'recovery']",0,1,0,0,0.1111111111111111
114106,His technique and the way he works and creates his art is very distinguished.,0,technique way work create art distinguish,"['technique', 'technique way', 'technique way work', 'technique way work create', 'technique way work create art', 'technique way work create art distinguish', 'way', 'way work', 'way work create', 'way work create art', 'way work create art distinguish', 'work', 'work create', 'work create art', 'work create art distinguish', 'create', 'create art', 'create art distinguish', 'art', 'art distinguish', 'distinguish']",0,0,0,1,0.1111111111111111
100369,"The work was quick, effiecient.",0,work quick efficient,"['work', 'work quick', 'work quick efficient', 'quick', 'quick efficient', 'efficient']",0,0,0,1,0.16666666666666666
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly no pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly no', 'need corrective work eyelid droop eyelash go smoothly no pain', 'need corrective work eyelid droop eyelash go smoothly no pain fantastic', 'need corrective work eyelid droop eyelash go smoothly no pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly no', 'corrective work eyelid droop eyelash go smoothly no pain', 'corrective work eyelid droop eyelash go smoothly no pain fantastic', 'corrective work eyelid droop eyelash go smoothly no pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly no', 'work eyelid droop eyelash go smoothly no pain', 'work eyelid droop eyelash go smoothly no pain fantastic', 'work eyelid droop eyelash go smoothly no pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly no', 'eyelid droop eyelash go smoothly no pain', 'eyelid droop eyelash go smoothly no pain fantastic', 'eyelid droop eyelash go smoothly no pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly no', 'droop eyelash go smoothly no pain', 'droop eyelash go smoothly no pain fantastic', 'droop eyelash go smoothly no pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly no', 'eyelash go smoothly no pain', 'eyelash go smoothly no pain fantastic', 'eyelash go smoothly no pain fantastic result', 'go', 'go smoothly', 'go smoothly no', 'go smoothly no pain', 'go smoothly no pain fantastic', 'go smoothly no pain fantastic result', 'smoothly', 'smoothly no', 'smoothly no pain', 'smoothly no pain fantastic', 'smoothly no pain fantastic result', 'no', 'no pain', 'no pain fantastic', 'no pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",0,0,0,1,0.04901960784313726
150724,"His work, credentials, along with accolades already speak for itself but once you actually visit him and see the results..",0,work certificate award speak actually visit result,"['work', 'work certificate', 'work certificate award', 'work certificate award speak', 'work certificate award speak actually', 'work certificate award speak actually visit', 'work certificate award speak actually visit result', 'certificate', 'certificate award', 'certificate award speak', 'certificate award speak actually', 'certificate award speak actually visit', 'certificate award speak actually visit result', 'award', 'award speak', 'award speak actually', 'award speak actually visit', 'award speak actually visit result', 'speak', 'speak actually', 'speak actually visit', 'speak actually visit result', 'actually', 'actually visit', 'actually visit result', 'visit', 'visit result', 'result']",0,0,0,1,0.09615384615384617
69258,His work is amazing!!,0,work amaze,"['work', 'work amaze', 'amaze']",0,0,0,1,0.18518518518518517
142483,Everyone was informative and pleasant...they seemed happy to be at work!,0,information pleasantthey happy work,"['information', 'information pleasantthey', 'information pleasantthey happy', 'information pleasantthey happy work', 'pleasantthey', 'pleasantthey happy', 'pleasantthey happy work', 'happy', 'happy work', 'work']",0,0,0,1,0.14705882352941177
90948,I think of him as a Michelangelo,0,think michelangelo,"['think', 'think michelangelo', 'michelangelo']",1,0,0,0,0.18518518518518517
123404,and am extremely happy with his work as well as his staff.,0,extremely happy work staff,"['extremely', 'extremely happy', 'extremely happy work', 'extremely happy work staff', 'happy', 'happy work', 'happy work staff', 'work', 'work staff', 'staff']",0,0,0,1,0.14705882352941177
147915,The business and the doctors that work at this location are unethical.,1,business doctor work location ethical,"['business', 'business doctor', 'business doctor work', 'business doctor work location', 'business doctor work location ethical', 'doctor', 'doctor work', 'doctor work location', 'doctor work location ethical', 'work', 'work location', 'work location ethical', 'location', 'location ethical', 'ethical']",0,0,0,1,0.12820512820512822
71044,I would never have thought this possible 4 weeks ago.,0,think possible,"['think', 'think possible', 'possible']",1,0,0,0,0.18518518518518517
135701,I don't know how he works his magic but he is an amazingly skilled surgeon.,0,know work magic amazingly skilled surgeon,"['know', 'know work', 'know work magic', 'know work magic amazingly', 'know work magic amazingly skilled', 'know work magic amazingly skilled surgeon', 'work', 'work magic', 'work magic amazingly', 'work magic amazingly skilled', 'work magic amazingly skilled surgeon', 'magic', 'magic amazingly', 'magic amazingly skilled', 'magic amazingly skilled surgeon', 'amazingly', 'amazingly skilled', 'amazingly skilled surgeon', 'skilled', 'skilled surgeon', 'surgeon']",0,0,0,1,0.1111111111111111
63893,She is very knowledgeable and good to work with,0,knowledgeable good work,"['knowledgeable', 'knowledgeable good', 'knowledgeable good work', 'good', 'good work', 'work']",0,0,0,1,0.16666666666666666
76714,Dr. Frank has no tolerance or temperament to work with children.,1,no tolerable temperament work child,"['no', 'no tolerable', 'no tolerable temperament', 'no tolerable temperament work', 'no tolerable temperament work child', 'tolerable', 'tolerable temperament', 'tolerable temperament work', 'tolerable temperament work child', 'temperament', 'temperament work', 'temperament work child', 'work', 'work child', 'child']",0,0,0,1,0.12820512820512822
110038,"I have heard negative things about Dr. Maxwell's work with teenagers,",1,hear negative thing dr maxwell work adolescent,"['hear', 'hear negative', 'hear negative thing', 'hear negative thing dr', 'hear negative thing dr maxwell', 'hear negative thing dr maxwell work', 'hear negative thing dr maxwell work adolescent', 'negative', 'negative thing', 'negative thing dr', 'negative thing dr maxwell', 'negative thing dr maxwell work', 'negative thing dr maxwell work adolescent', 'thing', 'thing dr', 'thing dr maxwell', 'thing dr maxwell work', 'thing dr maxwell work adolescent', 'dr', 'dr maxwell', 'dr maxwell work', 'dr maxwell work adolescent', 'maxwell', 'maxwell work', 'maxwell work adolescent', 'work', 'work adolescent', 'adolescent']",0,0,0,1,0.09615384615384617
