commentId,comment,classification,comment_processed,word_phrase_list,surgeon,knife,knife happy,happy,similarity_score
72485,The surgeon is a genius.,0,surgeon genius,"['surgeon', 'surgeon genius', 'genius']",1,0,0,0,0.2
188291,This is my 100% honest experience I wouldn't recommend this surgeon if you want real quality results.,1,honest experience recommend surgeon want real quality result,"['honest', 'honest experience', 'honest experience recommend', 'honest experience recommend surgeon', 'honest experience recommend surgeon want', 'honest experience recommend surgeon want real', 'honest experience recommend surgeon want real quality', 'honest experience recommend surgeon want real quality result', 'experience', 'experience recommend', 'experience recommend surgeon', 'experience recommend surgeon want', 'experience recommend surgeon want real', 'experience recommend surgeon want real quality', 'experience recommend surgeon want real quality result', 'recommend', 'recommend surgeon', 'recommend surgeon want', 'recommend surgeon want real', 'recommend surgeon want real quality', 'recommend surgeon want real quality result', 'surgeon', 'surgeon want', 'surgeon want real', 'surgeon want real quality', 'surgeon want real quality result', 'want', 'want real', 'want real quality', 'want real quality result', 'real', 'real quality', 'real quality result', 'quality', 'quality result', 'result']",1,0,0,0,0.2
77401,So happy I followed my gut and went with Dr. Teitelbaum.,0,happy follow gut go dr teitelbaum,"['happy', 'happy follow', 'happy follow gut', 'happy follow gut go', 'happy follow gut go dr', 'happy follow gut go dr teitelbaum', 'follow', 'follow gut', 'follow gut go', 'follow gut go dr', 'follow gut go dr teitelbaum', 'gut', 'gut go', 'gut go dr', 'gut go dr teitelbaum', 'go', 'go dr', 'go dr teitelbaum', 'dr', 'dr teitelbaum', 'teitelbaum']",0,0,0,1,0.2
131673,I am only 2 weeks post-op and I could not be any happier with my results this far.,0,rostov happy result far,"['rostov', 'rostov happy', 'rostov happy result', 'rostov happy result far', 'happy', 'happy result', 'happy result far', 'result', 'result far', 'far']",0,0,0,1,0.2
178433,I had PRP with Dr. Wise the results look fantastic I'm so happy.,0,pp dr wise result look fantastic m happy,"['pp', 'pp dr', 'pp dr wise', 'pp dr wise result', 'pp dr wise result look', 'pp dr wise result look fantastic', 'pp dr wise result look fantastic m', 'pp dr wise result look fantastic m happy', 'dr', 'dr wise', 'dr wise result', 'dr wise result look', 'dr wise result look fantastic', 'dr wise result look fantastic m', 'dr wise result look fantastic m happy', 'wise', 'wise result', 'wise result look', 'wise result look fantastic', 'wise result look fantastic m', 'wise result look fantastic m happy', 'result', 'result look', 'result look fantastic', 'result look fantastic m', 'result look fantastic m happy', 'look', 'look fantastic', 'look fantastic m', 'look fantastic m happy', 'fantastic', 'fantastic m', 'fantastic m happy', 'm', 'm happy', 'happy']",0,0,0,1,0.2
118120,"I went back under the knife so he could ""fix"" that mistake.",1,go knife fix mistake,"['go', 'go knife', 'go knife fix', 'go knife fix mistake', 'knife', 'knife fix', 'knife fix mistake', 'fix', 'fix mistake', 'mistake']",0,1,0,0,0.2
175965,Initially their lack of photos and reviews (though the ones he has are all great) in comparison to other surgeons made me unsure,1,initially lack photograph review one great comparison surgeon ensure,"['initially', 'initially lack', 'initially lack photograph', 'initially lack photograph review', 'initially lack photograph review one', 'initially lack photograph review one great', 'initially lack photograph review one great comparison', 'initially lack photograph review one great comparison surgeon', 'initially lack photograph review one great comparison surgeon ensure', 'lack', 'lack photograph', 'lack photograph review', 'lack photograph review one', 'lack photograph review one great', 'lack photograph review one great comparison', 'lack photograph review one great comparison surgeon', 'lack photograph review one great comparison surgeon ensure', 'photograph', 'photograph review', 'photograph review one', 'photograph review one great', 'photograph review one great comparison', 'photograph review one great comparison surgeon', 'photograph review one great comparison surgeon ensure', 'review', 'review one', 'review one great', 'review one great comparison', 'review one great comparison surgeon', 'review one great comparison surgeon ensure', 'one', 'one great', 'one great comparison', 'one great comparison surgeon', 'one great comparison surgeon ensure', 'great', 'great comparison', 'great comparison surgeon', 'great comparison surgeon ensure', 'comparison', 'comparison surgeon', 'comparison surgeon ensure', 'surgeon', 'surgeon ensure', 'ensure']",1,0,0,0,0.2
126109,I would like to thank him a thousand times for his outstanding job and how happy I am with the results.,0,like thank time outstanding job happy result,"['like', 'like thank', 'like thank time', 'like thank time outstanding', 'like thank time outstanding job', 'like thank time outstanding job happy', 'like thank time outstanding job happy result', 'thank', 'thank time', 'thank time outstanding', 'thank time outstanding job', 'thank time outstanding job happy', 'thank time outstanding job happy result', 'time', 'time outstanding', 'time outstanding job', 'time outstanding job happy', 'time outstanding job happy result', 'outstanding', 'outstanding job', 'outstanding job happy', 'outstanding job happy result', 'job', 'job happy', 'job happy result', 'happy', 'happy result', 'result']",0,0,0,1,0.2
92665,"and certainly has to be one of the best, if not the best, plastic surgeons in the USA.",0,surely good good plastic surgeon,"['surely', 'surely good', 'surely good good', 'surely good good plastic', 'surely good good plastic surgeon', 'good', 'good good', 'good good plastic', 'good good plastic surgeon', 'good', 'good plastic', 'good plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0.2
94917,"World Class Surgeon, World Class Staff, World Class Hospital, World Class Surgery.I had a lumbar fusion with cage implantation with titanium screws.",0,world class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw,"['world', 'world class', 'world class surgeon', 'world class surgeon world', 'world class surgeon world class', 'world class surgeon world class staff', 'world class surgeon world class staff world', 'world class surgeon world class staff world class', 'world class surgeon world class staff world class hospital', 'world class surgeon world class staff world class hospital world', 'world class surgeon world class staff world class hospital world class', 'world class surgeon world class staff world class hospital world class surgery', 'world class surgeon world class staff world class hospital world class surgery lumbar', 'world class surgeon world class staff world class hospital world class surgery lumbar fusion', 'world class surgeon world class staff world class hospital world class surgery lumbar fusion cage', 'world class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation', 'world class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'world class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'class', 'class surgeon', 'class surgeon world', 'class surgeon world class', 'class surgeon world class staff', 'class surgeon world class staff world', 'class surgeon world class staff world class', 'class surgeon world class staff world class hospital', 'class surgeon world class staff world class hospital world', 'class surgeon world class staff world class hospital world class', 'class surgeon world class staff world class hospital world class surgery', 'class surgeon world class staff world class hospital world class surgery lumbar', 'class surgeon world class staff world class hospital world class surgery lumbar fusion', 'class surgeon world class staff world class hospital world class surgery lumbar fusion cage', 'class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation', 'class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'class surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'surgeon', 'surgeon world', 'surgeon world class', 'surgeon world class staff', 'surgeon world class staff world', 'surgeon world class staff world class', 'surgeon world class staff world class hospital', 'surgeon world class staff world class hospital world', 'surgeon world class staff world class hospital world class', 'surgeon world class staff world class hospital world class surgery', 'surgeon world class staff world class hospital world class surgery lumbar', 'surgeon world class staff world class hospital world class surgery lumbar fusion', 'surgeon world class staff world class hospital world class surgery lumbar fusion cage', 'surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation', 'surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'surgeon world class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'world', 'world class', 'world class staff', 'world class staff world', 'world class staff world class', 'world class staff world class hospital', 'world class staff world class hospital world', 'world class staff world class hospital world class', 'world class staff world class hospital world class surgery', 'world class staff world class hospital world class surgery lumbar', 'world class staff world class hospital world class surgery lumbar fusion', 'world class staff world class hospital world class surgery lumbar fusion cage', 'world class staff world class hospital world class surgery lumbar fusion cage implantation', 'world class staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'world class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'class', 'class staff', 'class staff world', 'class staff world class', 'class staff world class hospital', 'class staff world class hospital world', 'class staff world class hospital world class', 'class staff world class hospital world class surgery', 'class staff world class hospital world class surgery lumbar', 'class staff world class hospital world class surgery lumbar fusion', 'class staff world class hospital world class surgery lumbar fusion cage', 'class staff world class hospital world class surgery lumbar fusion cage implantation', 'class staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'class staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'staff', 'staff world', 'staff world class', 'staff world class hospital', 'staff world class hospital world', 'staff world class hospital world class', 'staff world class hospital world class surgery', 'staff world class hospital world class surgery lumbar', 'staff world class hospital world class surgery lumbar fusion', 'staff world class hospital world class surgery lumbar fusion cage', 'staff world class hospital world class surgery lumbar fusion cage implantation', 'staff world class hospital world class surgery lumbar fusion cage implantation titanic', 'staff world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'world', 'world class', 'world class hospital', 'world class hospital world', 'world class hospital world class', 'world class hospital world class surgery', 'world class hospital world class surgery lumbar', 'world class hospital world class surgery lumbar fusion', 'world class hospital world class surgery lumbar fusion cage', 'world class hospital world class surgery lumbar fusion cage implantation', 'world class hospital world class surgery lumbar fusion cage implantation titanic', 'world class hospital world class surgery lumbar fusion cage implantation titanic screw', 'class', 'class hospital', 'class hospital world', 'class hospital world class', 'class hospital world class surgery', 'class hospital world class surgery lumbar', 'class hospital world class surgery lumbar fusion', 'class hospital world class surgery lumbar fusion cage', 'class hospital world class surgery lumbar fusion cage implantation', 'class hospital world class surgery lumbar fusion cage implantation titanic', 'class hospital world class surgery lumbar fusion cage implantation titanic screw', 'hospital', 'hospital world', 'hospital world class', 'hospital world class surgery', 'hospital world class surgery lumbar', 'hospital world class surgery lumbar fusion', 'hospital world class surgery lumbar fusion cage', 'hospital world class surgery lumbar fusion cage implantation', 'hospital world class surgery lumbar fusion cage implantation titanic', 'hospital world class surgery lumbar fusion cage implantation titanic screw', 'world', 'world class', 'world class surgery', 'world class surgery lumbar', 'world class surgery lumbar fusion', 'world class surgery lumbar fusion cage', 'world class surgery lumbar fusion cage implantation', 'world class surgery lumbar fusion cage implantation titanic', 'world class surgery lumbar fusion cage implantation titanic screw', 'class', 'class surgery', 'class surgery lumbar', 'class surgery lumbar fusion', 'class surgery lumbar fusion cage', 'class surgery lumbar fusion cage implantation', 'class surgery lumbar fusion cage implantation titanic', 'class surgery lumbar fusion cage implantation titanic screw', 'surgery', 'surgery lumbar', 'surgery lumbar fusion', 'surgery lumbar fusion cage', 'surgery lumbar fusion cage implantation', 'surgery lumbar fusion cage implantation titanic', 'surgery lumbar fusion cage implantation titanic screw', 'lumbar', 'lumbar fusion', 'lumbar fusion cage', 'lumbar fusion cage implantation', 'lumbar fusion cage implantation titanic', 'lumbar fusion cage implantation titanic screw', 'fusion', 'fusion cage', 'fusion cage implantation', 'fusion cage implantation titanic', 'fusion cage implantation titanic screw', 'cage', 'cage implantation', 'cage implantation titanic', 'cage implantation titanic screw', 'implantation', 'implantation titanic', 'implantation titanic screw', 'titanic', 'titanic screw', 'screw']",1,0,0,0,0.2
142895,Needless to say I?m very happy.,0,needle m happy,"['needle', 'needle m', 'needle m happy', 'm', 'm happy', 'happy']",0,0,0,1,0.2
135177,"People here are happy, feeling well, living with real hope.",0,people happy feel living real hope,"['people', 'people happy', 'people happy feel', 'people happy feel living', 'people happy feel living real', 'people happy feel living real hope', 'happy', 'happy feel', 'happy feel living', 'happy feel living real', 'happy feel living real hope', 'feel', 'feel living', 'feel living real', 'feel living real hope', 'living', 'living real', 'living real hope', 'real', 'real hope', 'hope']",0,0,0,1,0.2
104676,Great ENT in addition to Plastic Surgeon.,0,great go addition plastic surgeon,"['great', 'great go', 'great go addition', 'great go addition plastic', 'great go addition plastic surgeon', 'go', 'go addition', 'go addition plastic', 'go addition plastic surgeon', 'addition', 'addition plastic', 'addition plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0.2
173716,I am so happy to see again.,0,happy,['happy'],0,0,0,1,0.2
95546,Sooo happy with my lip fillers and I can't wait to go back,0,soon happy lip tiller wait,"['soon', 'soon happy', 'soon happy lip', 'soon happy lip tiller', 'soon happy lip tiller wait', 'happy', 'happy lip', 'happy lip tiller', 'happy lip tiller wait', 'lip', 'lip tiller', 'lip tiller wait', 'tiller', 'tiller wait', 'wait']",0,0,0,1,0.2
60223,I am completely happy with the service,0,completely happy service,"['completely', 'completely happy', 'completely happy service', 'happy', 'happy service', 'service']",0,0,0,1,0.2
131120,"I had an otoplasty procedure done, and I could not be happier.",0,otoplasty procedure happy,"['otoplasty', 'otoplasty procedure', 'otoplasty procedure happy', 'procedure', 'procedure happy', 'happy']",0,0,0,1,0.2
116865,I felt terrible about the reschedule but she was happy to hear about why and wished me lots of luck.,0,feel terrible schedule happy hear wish lot fortune,"['feel', 'feel terrible', 'feel terrible schedule', 'feel terrible schedule happy', 'feel terrible schedule happy hear', 'feel terrible schedule happy hear wish', 'feel terrible schedule happy hear wish lot', 'feel terrible schedule happy hear wish lot fortune', 'terrible', 'terrible schedule', 'terrible schedule happy', 'terrible schedule happy hear', 'terrible schedule happy hear wish', 'terrible schedule happy hear wish lot', 'terrible schedule happy hear wish lot fortune', 'schedule', 'schedule happy', 'schedule happy hear', 'schedule happy hear wish', 'schedule happy hear wish lot', 'schedule happy hear wish lot fortune', 'happy', 'happy hear', 'happy hear wish', 'happy hear wish lot', 'happy hear wish lot fortune', 'hear', 'hear wish', 'hear wish lot', 'hear wish lot fortune', 'wish', 'wish lot', 'wish lot fortune', 'lot', 'lot fortune', 'fortune']",0,0,0,1,0.2
175863,I couldn't have chose a better oral surgeon.,0,choose good oral surgeon,"['choose', 'choose good', 'choose good oral', 'choose good oral surgeon', 'good', 'good oral', 'good oral surgeon', 'oral', 'oral surgeon', 'surgeon']",1,0,0,0,0.2
142483,Everyone was informative and pleasant...they seemed happy to be at work!,0,information pleasantthey happy work,"['information', 'information pleasantthey', 'information pleasantthey happy', 'information pleasantthey happy work', 'pleasantthey', 'pleasantthey happy', 'pleasantthey happy work', 'happy', 'happy work', 'work']",0,0,0,1,0.2
122868,You will meet with surgeons that do not tell the story straight.,1,meet surgeon tell story straight,"['meet', 'meet surgeon', 'meet surgeon tell', 'meet surgeon tell story', 'meet surgeon tell story straight', 'surgeon', 'surgeon tell', 'surgeon tell story', 'surgeon tell story straight', 'tell', 'tell story', 'tell story straight', 'story', 'story straight', 'straight']",1,0,0,0,0.2
123404,and am extremely happy with his work as well as his staff.,0,extremely happy work staff,"['extremely', 'extremely happy', 'extremely happy work', 'extremely happy work staff', 'happy', 'happy work', 'happy work staff', 'work', 'work staff', 'staff']",0,0,0,1,0.2
60638,I was really happy the way she treated me respectfully and as an equal and she was able to explain things in laymen terms where I could understand,0,happy way treat respectfully equal able explain thing layman term understand,"['happy', 'happy way', 'happy way treat', 'happy way treat respectfully', 'happy way treat respectfully equal', 'happy way treat respectfully equal able', 'happy way treat respectfully equal able explain', 'happy way treat respectfully equal able explain thing', 'happy way treat respectfully equal able explain thing layman', 'happy way treat respectfully equal able explain thing layman term', 'happy way treat respectfully equal able explain thing layman term understand', 'way', 'way treat', 'way treat respectfully', 'way treat respectfully equal', 'way treat respectfully equal able', 'way treat respectfully equal able explain', 'way treat respectfully equal able explain thing', 'way treat respectfully equal able explain thing layman', 'way treat respectfully equal able explain thing layman term', 'way treat respectfully equal able explain thing layman term understand', 'treat', 'treat respectfully', 'treat respectfully equal', 'treat respectfully equal able', 'treat respectfully equal able explain', 'treat respectfully equal able explain thing', 'treat respectfully equal able explain thing layman', 'treat respectfully equal able explain thing layman term', 'treat respectfully equal able explain thing layman term understand', 'respectfully', 'respectfully equal', 'respectfully equal able', 'respectfully equal able explain', 'respectfully equal able explain thing', 'respectfully equal able explain thing layman', 'respectfully equal able explain thing layman term', 'respectfully equal able explain thing layman term understand', 'equal', 'equal able', 'equal able explain', 'equal able explain thing', 'equal able explain thing layman', 'equal able explain thing layman term', 'equal able explain thing layman term understand', 'able', 'able explain', 'able explain thing', 'able explain thing layman', 'able explain thing layman term', 'able explain thing layman term understand', 'explain', 'explain thing', 'explain thing layman', 'explain thing layman term', 'explain thing layman term understand', 'thing', 'thing layman', 'thing layman term', 'thing layman term understand', 'layman', 'layman term', 'layman term understand', 'term', 'term understand', 'understand']",0,0,0,1,0.2
135701,I don't know how he works his magic but he is an amazingly skilled surgeon.,0,know work magic amazingly skilled surgeon,"['know', 'know work', 'know work magic', 'know work magic amazingly', 'know work magic amazingly skilled', 'know work magic amazingly skilled surgeon', 'work', 'work magic', 'work magic amazingly', 'work magic amazingly skilled', 'work magic amazingly skilled surgeon', 'magic', 'magic amazingly', 'magic amazingly skilled', 'magic amazingly skilled surgeon', 'amazingly', 'amazingly skilled', 'amazingly skilled surgeon', 'skilled', 'skilled surgeon', 'surgeon']",1,0,0,0,0.2
181097,The sign of a gifted surgeon like Dr Unger is when you look in the mirror and forget you had anything done,0,sign gift surgeon like dr look mirror forget,"['sign', 'sign gift', 'sign gift surgeon', 'sign gift surgeon like', 'sign gift surgeon like dr', 'sign gift surgeon like dr look', 'sign gift surgeon like dr look mirror', 'sign gift surgeon like dr look mirror forget', 'gift', 'gift surgeon', 'gift surgeon like', 'gift surgeon like dr', 'gift surgeon like dr look', 'gift surgeon like dr look mirror', 'gift surgeon like dr look mirror forget', 'surgeon', 'surgeon like', 'surgeon like dr', 'surgeon like dr look', 'surgeon like dr look mirror', 'surgeon like dr look mirror forget', 'like', 'like dr', 'like dr look', 'like dr look mirror', 'like dr look mirror forget', 'dr', 'dr look', 'dr look mirror', 'dr look mirror forget', 'look', 'look mirror', 'look mirror forget', 'mirror', 'mirror forget', 'forget']",1,0,0,0,0.2
127358,"also made the ridge that goes from you nose to the top of my lips, because it was flat?I am very happy with his work.",0,ridge go nose lip happy work,"['ridge', 'ridge go', 'ridge go nose', 'ridge go nose lip', 'ridge go nose lip happy', 'ridge go nose lip happy work', 'go', 'go nose', 'go nose lip', 'go nose lip happy', 'go nose lip happy work', 'nose', 'nose lip', 'nose lip happy', 'nose lip happy work', 'lip', 'lip happy', 'lip happy work', 'happy', 'happy work', 'work']",0,0,0,1,0.2
152248,Do your homework and see a PLASTIC surgeon who have much more extensive training and our board certified.,1,homework plastic surgeon extensive train board terrify,"['homework', 'homework plastic', 'homework plastic surgeon', 'homework plastic surgeon extensive', 'homework plastic surgeon extensive train', 'homework plastic surgeon extensive train board', 'homework plastic surgeon extensive train board terrify', 'plastic', 'plastic surgeon', 'plastic surgeon extensive', 'plastic surgeon extensive train', 'plastic surgeon extensive train board', 'plastic surgeon extensive train board terrify', 'surgeon', 'surgeon extensive', 'surgeon extensive train', 'surgeon extensive train board', 'surgeon extensive train board terrify', 'extensive', 'extensive train', 'extensive train board', 'extensive train board terrify', 'train', 'train board', 'train board terrify', 'board', 'board terrify', 'terrify']",1,0,0,0,0.2
158634,"Inexperienced surgeon, scammy staff - you would be better off going to a dental college.",1,inexperienced surgeon scanty staff good go dental college,"['inexperienced', 'inexperienced surgeon', 'inexperienced surgeon scanty', 'inexperienced surgeon scanty staff', 'inexperienced surgeon scanty staff good', 'inexperienced surgeon scanty staff good go', 'inexperienced surgeon scanty staff good go dental', 'inexperienced surgeon scanty staff good go dental college', 'surgeon', 'surgeon scanty', 'surgeon scanty staff', 'surgeon scanty staff good', 'surgeon scanty staff good go', 'surgeon scanty staff good go dental', 'surgeon scanty staff good go dental college', 'scanty', 'scanty staff', 'scanty staff good', 'scanty staff good go', 'scanty staff good go dental', 'scanty staff good go dental college', 'staff', 'staff good', 'staff good go', 'staff good go dental', 'staff good go dental college', 'good', 'good go', 'good go dental', 'good go dental college', 'go', 'go dental', 'go dental college', 'dental', 'dental college', 'college']",1,0,0,0,0.2
67190,I sure am supremely not happy,1,sure supreme happy,"['sure', 'sure supreme', 'sure supreme happy', 'supreme', 'supreme happy', 'happy']",0,0,0,1,0.2
136148,I am very happy with my results my ear looks very normal just like my other ear.,0,happy result ear look normal like ear,"['happy', 'happy result', 'happy result ear', 'happy result ear look', 'happy result ear look normal', 'happy result ear look normal like', 'happy result ear look normal like ear', 'result', 'result ear', 'result ear look', 'result ear look normal', 'result ear look normal like', 'result ear look normal like ear', 'ear', 'ear look', 'ear look normal', 'ear look normal like', 'ear look normal like ear', 'look', 'look normal', 'look normal like', 'look normal like ear', 'normal', 'normal like', 'normal like ear', 'like', 'like ear', 'ear']",0,0,0,1,0.2
126508,Dr. Prasad is the most talented surgeon in New York City and on planet earth.,0,talented surgeon planet earth,"['talented', 'talented surgeon', 'talented surgeon planet', 'talented surgeon planet earth', 'surgeon', 'surgeon planet', 'surgeon planet earth', 'planet', 'planet earth', 'earth']",1,0,0,0,0.2
63896,I am very happy that I feel I can trust him,0,happy feel trust,"['happy', 'happy feel', 'happy feel trust', 'feel', 'feel trust', 'trust']",0,0,0,1,0.2
89136,"Yes, just like many others here, I am a happy camper patient at EuroMed.",0,yes like happy hamper patient europe,"['yes', 'yes like', 'yes like happy', 'yes like happy hamper', 'yes like happy hamper patient', 'yes like happy hamper patient europe', 'like', 'like happy', 'like happy hamper', 'like happy hamper patient', 'like happy hamper patient europe', 'happy', 'happy hamper', 'happy hamper patient', 'happy hamper patient europe', 'hamper', 'hamper patient', 'hamper patient europe', 'patient', 'patient europe', 'europe']",0,0,0,1,0.2
123036,Second opinions from several surgeons have diagnosed the damages he caused from the surgical procedure.,1,opinion surgeon diagnose damage cause surgical procedure,"['opinion', 'opinion surgeon', 'opinion surgeon diagnose', 'opinion surgeon diagnose damage', 'opinion surgeon diagnose damage cause', 'opinion surgeon diagnose damage cause surgical', 'opinion surgeon diagnose damage cause surgical procedure', 'surgeon', 'surgeon diagnose', 'surgeon diagnose damage', 'surgeon diagnose damage cause', 'surgeon diagnose damage cause surgical', 'surgeon diagnose damage cause surgical procedure', 'diagnose', 'diagnose damage', 'diagnose damage cause', 'diagnose damage cause surgical', 'diagnose damage cause surgical procedure', 'damage', 'damage cause', 'damage cause surgical', 'damage cause surgical procedure', 'cause', 'cause surgical', 'cause surgical procedure', 'surgical', 'surgical procedure', 'procedure']",1,0,0,0,0.2
59378,I wish I could pack her up and take her home with me she'd make my family very happy.,0,wish pack home shed family happy,"['wish', 'wish pack', 'wish pack home', 'wish pack home shed', 'wish pack home shed family', 'wish pack home shed family happy', 'pack', 'pack home', 'pack home shed', 'pack home shed family', 'pack home shed family happy', 'home', 'home shed', 'home shed family', 'home shed family happy', 'shed', 'shed family', 'shed family happy', 'family', 'family happy', 'happy']",0,0,0,1,0.2
