commentId,comment,classification,comment_processed,word_phrase_list,visit,nurse,nurse practitioner,practitioner,comfort,similarity_score
166560,I just got a call from Dr. Smolen's office she requires a visit to fill out the form.,1,get dr smolensk office require visit fill form,"['get', 'get dr', 'get dr smolensk', 'get dr smolensk office', 'get dr smolensk office require', 'get dr smolensk office require visit', 'get dr smolensk office require visit fill', 'get dr smolensk office require visit fill form', 'dr', 'dr smolensk', 'dr smolensk office', 'dr smolensk office require', 'dr smolensk office require visit', 'dr smolensk office require visit fill', 'dr smolensk office require visit fill form', 'smolensk', 'smolensk office', 'smolensk office require', 'smolensk office require visit', 'smolensk office require visit fill', 'smolensk office require visit fill form', 'office', 'office require', 'office require visit', 'office require visit fill', 'office require visit fill form', 'require', 'require visit', 'require visit fill', 'require visit fill form', 'visit', 'visit fill', 'visit fill form', 'fill', 'fill form', 'form']",1,0,0,0,0,0.08196721311475409
121896,"Nurses Cindy, Mary and Helen were all very responsive as well and knowledgable.",0,nurse helen responsive knowledgable,"['nurse', 'nurse helen', 'nurse helen responsive', 'nurse helen responsive knowledgable', 'helen', 'helen responsive', 'helen responsive knowledgable', 'responsive', 'responsive knowledgable', 'knowledgable']",0,1,0,0,0,0.08196721311475409
185577,"No matter how many times I called with queries, all the nurses answered and assisted patiently.",0,matter time call question nurse answer assist patiently,"['matter', 'matter time', 'matter time call', 'matter time call question', 'matter time call question nurse', 'matter time call question nurse answer', 'matter time call question nurse answer assist', 'matter time call question nurse answer assist patiently', 'time', 'time call', 'time call question', 'time call question nurse', 'time call question nurse answer', 'time call question nurse answer assist', 'time call question nurse answer assist patiently', 'call', 'call question', 'call question nurse', 'call question nurse answer', 'call question nurse answer assist', 'call question nurse answer assist patiently', 'question', 'question nurse', 'question nurse answer', 'question nurse answer assist', 'question nurse answer assist patiently', 'nurse', 'nurse answer', 'nurse answer assist', 'nurse answer assist patiently', 'answer', 'answer assist', 'answer assist patiently', 'assist', 'assist patiently', 'patiently']",0,1,0,0,0,0.08196721311475409
89009,and spends your visit talking about herself rather than your health care!,1,spend visit talk health care,"['spend', 'spend visit', 'spend visit talk', 'spend visit talk health', 'spend visit talk health care', 'visit', 'visit talk', 'visit talk health', 'visit talk health care', 'talk', 'talk health', 'talk health care', 'health', 'health care', 'care']",1,0,0,0,0,0.08196721311475409
185209,and insurance to the MAs to the nurses to the PAs to all the doctors have been outstanding.,0,insurance nurse pa doctor outstanding,"['insurance', 'insurance nurse', 'insurance nurse pa', 'insurance nurse pa doctor', 'insurance nurse pa doctor outstanding', 'nurse', 'nurse pa', 'nurse pa doctor', 'nurse pa doctor outstanding', 'pa', 'pa doctor', 'pa doctor outstanding', 'doctor', 'doctor outstanding', 'outstanding']",0,1,0,0,0,0.08196721311475409
57692,"For the visit nothing, but the payments for my treatments come in such little pieces. ",1,visit payment treatment come little piece,"['visit', 'visit payment', 'visit payment treatment', 'visit payment treatment come', 'visit payment treatment come little', 'visit payment treatment come little piece', 'payment', 'payment treatment', 'payment treatment come', 'payment treatment come little', 'payment treatment come little piece', 'treatment', 'treatment come', 'treatment come little', 'treatment come little piece', 'come', 'come little', 'come little piece', 'little', 'little piece', 'piece']",1,0,0,0,0,0.08196721311475409
118234,The nurses are the nicest people I've ever met and are so good at what they do.,0,nurse nice people ve meet good,"['nurse', 'nurse nice', 'nurse nice people', 'nurse nice people ve', 'nurse nice people ve meet', 'nurse nice people ve meet good', 'nice', 'nice people', 'nice people ve', 'nice people ve meet', 'nice people ve meet good', 'people', 'people ve', 'people ve meet', 'people ve meet good', 've', 've meet', 've meet good', 'meet', 'meet good', 'good']",0,1,0,0,0,0.08196721311475409
93703,this is the first time we have not been visited by the doctor afterwards for a quick briefing.,1,time visit doctor quick bring,"['time', 'time visit', 'time visit doctor', 'time visit doctor quick', 'time visit doctor quick bring', 'visit', 'visit doctor', 'visit doctor quick', 'visit doctor quick bring', 'doctor', 'doctor quick', 'doctor quick bring', 'quick', 'quick bring', 'bring']",1,0,0,0,0,0.08196721311475409
57695,I was very pleased with my visit.,0,please visit,"['please', 'please visit', 'visit']",1,0,0,0,0,0.08196721311475409
120367,The nurse was helpful.,0,nurse helpful,"['nurse', 'nurse helpful', 'helpful']",0,1,0,0,0,0.08196721311475409
151940,"The staff and nurses are passionate about what they do, and it shows.",0,staff nurse passionate show,"['staff', 'staff nurse', 'staff nurse passionate', 'staff nurse passionate show', 'nurse', 'nurse passionate', 'nurse passionate show', 'passionate', 'passionate show', 'show']",0,1,0,0,0,0.08196721311475409
112760,Very efficient and very concerned about my care and comfort not only for me but my wife also.,0,efficient concerned care comfort wife,"['efficient', 'efficient concerned', 'efficient concerned care', 'efficient concerned care comfort', 'efficient concerned care comfort wife', 'concerned', 'concerned care', 'concerned care comfort', 'concerned care comfort wife', 'care', 'care comfort', 'care comfort wife', 'comfort', 'comfort wife', 'wife']",0,0,0,0,1,0.08196721311475409
96923,"This has been my first visit to Dr. Fraser's new location, which is convenient being in the Costwold area.",0,visit dr framer new location convenient costwold area,"['visit', 'visit dr', 'visit dr framer', 'visit dr framer new', 'visit dr framer new location', 'visit dr framer new location convenient', 'visit dr framer new location convenient costwold', 'visit dr framer new location convenient costwold area', 'dr', 'dr framer', 'dr framer new', 'dr framer new location', 'dr framer new location convenient', 'dr framer new location convenient costwold', 'dr framer new location convenient costwold area', 'framer', 'framer new', 'framer new location', 'framer new location convenient', 'framer new location convenient costwold', 'framer new location convenient costwold area', 'new', 'new location', 'new location convenient', 'new location convenient costwold', 'new location convenient costwold area', 'location', 'location convenient', 'location convenient costwold', 'location convenient costwold area', 'convenient', 'convenient costwold', 'convenient costwold area', 'costwold', 'costwold area', 'area']",1,0,0,0,0,0.08196721311475409
92314,Horrible first visit with my son.,1,atrocious visit son,"['atrocious', 'atrocious visit', 'atrocious visit son', 'visit', 'visit son', 'son']",1,0,0,0,0,0.08196721311475409
141536,The staff at the hospital was so comforting and encouraging.,0,staff hospital comfort encourage,"['staff', 'staff hospital', 'staff hospital comfort', 'staff hospital comfort encourage', 'hospital', 'hospital comfort', 'hospital comfort encourage', 'comfort', 'comfort encourage', 'encourage']",0,0,0,0,1,0.08196721311475409
77386,The nursing staff was great pre and post surgery.,0,nurse staff great pre post surgery,"['nurse', 'nurse staff', 'nurse staff great', 'nurse staff great pre', 'nurse staff great pre post', 'nurse staff great pre post surgery', 'staff', 'staff great', 'staff great pre', 'staff great pre post', 'staff great pre post surgery', 'great', 'great pre', 'great pre post', 'great pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,1,0,0,0,0.08196721311475409
148094,and you get to discuss those results with a Nurse Practitioner in a thorough consultation which is so helpful!,0,discus result nurse practitioner thorough consultation helpful,"['discus', 'discus result', 'discus result nurse', 'discus result nurse practitioner', 'discus result nurse practitioner thorough', 'discus result nurse practitioner thorough consultation', 'discus result nurse practitioner thorough consultation helpful', 'result', 'result nurse', 'result nurse practitioner', 'result nurse practitioner thorough', 'result nurse practitioner thorough consultation', 'result nurse practitioner thorough consultation helpful', 'nurse', 'nurse practitioner', 'nurse practitioner thorough', 'nurse practitioner thorough consultation', 'nurse practitioner thorough consultation helpful', 'practitioner', 'practitioner thorough', 'practitioner thorough consultation', 'practitioner thorough consultation helpful', 'thorough', 'thorough consultation', 'thorough consultation helpful', 'consultation', 'consultation helpful', 'helpful']",0,1,1,1,0,0.24590163934426226
70705,"I will say that most of the nurses and staff there are wonderful, just not this doctor.",0,nurse staff fantastic doctor,"['nurse', 'nurse staff', 'nurse staff fantastic', 'nurse staff fantastic doctor', 'staff', 'staff fantastic', 'staff fantastic doctor', 'fantastic', 'fantastic doctor', 'doctor']",0,1,0,0,0,0.08196721311475409
77355,Caley was my nurse and who I spent a lot of time with at post op check ups and I just love her to pieces.,0,coley nurse spend lot time post op check love piece,"['coley', 'coley nurse', 'coley nurse spend', 'coley nurse spend lot', 'coley nurse spend lot time', 'coley nurse spend lot time post', 'coley nurse spend lot time post op', 'coley nurse spend lot time post op check', 'coley nurse spend lot time post op check love', 'coley nurse spend lot time post op check love piece', 'nurse', 'nurse spend', 'nurse spend lot', 'nurse spend lot time', 'nurse spend lot time post', 'nurse spend lot time post op', 'nurse spend lot time post op check', 'nurse spend lot time post op check love', 'nurse spend lot time post op check love piece', 'spend', 'spend lot', 'spend lot time', 'spend lot time post', 'spend lot time post op', 'spend lot time post op check', 'spend lot time post op check love', 'spend lot time post op check love piece', 'lot', 'lot time', 'lot time post', 'lot time post op', 'lot time post op check', 'lot time post op check love', 'lot time post op check love piece', 'time', 'time post', 'time post op', 'time post op check', 'time post op check love', 'time post op check love piece', 'post', 'post op', 'post op check', 'post op check love', 'post op check love piece', 'op', 'op check', 'op check love', 'op check love piece', 'check', 'check love', 'check love piece', 'love', 'love piece', 'piece']",0,1,0,0,0,0.08196721311475409
160454,"The nurse who met with me, Julie, was so upbeat and knowledgeable, though,",0,nurse meet julie beat knowledgeable,"['nurse', 'nurse meet', 'nurse meet julie', 'nurse meet julie beat', 'nurse meet julie beat knowledgeable', 'meet', 'meet julie', 'meet julie beat', 'meet julie beat knowledgeable', 'julie', 'julie beat', 'julie beat knowledgeable', 'beat', 'beat knowledgeable', 'knowledgeable']",0,1,0,0,0,0.08196721311475409
104509,Nice to go somewhere and be remembered after the first visit.,0,nice remember visit,"['nice', 'nice remember', 'nice remember visit', 'remember', 'remember visit', 'visit']",1,0,0,0,0,0.08196721311475409
75945,with each visit Dr. Morris explained the procedure in depth and never hesitated to make sure I understood.,0,visit explain procedure depth hesitate sure understand,"['visit', 'visit explain', 'visit explain procedure', 'visit explain procedure depth', 'visit explain procedure depth hesitate', 'visit explain procedure depth hesitate sure', 'visit explain procedure depth hesitate sure understand', 'explain', 'explain procedure', 'explain procedure depth', 'explain procedure depth hesitate', 'explain procedure depth hesitate sure', 'explain procedure depth hesitate sure understand', 'procedure', 'procedure depth', 'procedure depth hesitate', 'procedure depth hesitate sure', 'procedure depth hesitate sure understand', 'depth', 'depth hesitate', 'depth hesitate sure', 'depth hesitate sure understand', 'hesitate', 'hesitate sure', 'hesitate sure understand', 'sure', 'sure understand', 'understand']",1,0,0,0,0,0.08196721311475409
96419,Thanks for wasting my time and money on an office visit that accomplished nothing.,1,thanks waste time money office visit accomplished,"['thanks', 'thanks waste', 'thanks waste time', 'thanks waste time money', 'thanks waste time money office', 'thanks waste time money office visit', 'thanks waste time money office visit accomplished', 'waste', 'waste time', 'waste time money', 'waste time money office', 'waste time money office visit', 'waste time money office visit accomplished', 'time', 'time money', 'time money office', 'time money office visit', 'time money office visit accomplished', 'money', 'money office', 'money office visit', 'money office visit accomplished', 'office', 'office visit', 'office visit accomplished', 'visit', 'visit accomplished', 'accomplished']",1,0,0,0,0,0.08196721311475409
103338,Amanda Schultz makes me feel so comfortable and the nurse Kim is so personable!,0,mania schurz make feel comfortable nurse personal,"['mania', 'mania schurz', 'mania schurz make', 'mania schurz make feel', 'mania schurz make feel comfortable', 'mania schurz make feel comfortable nurse', 'mania schurz make feel comfortable nurse personal', 'schurz', 'schurz make', 'schurz make feel', 'schurz make feel comfortable', 'schurz make feel comfortable nurse', 'schurz make feel comfortable nurse personal', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable nurse', 'make feel comfortable nurse personal', 'feel', 'feel comfortable', 'feel comfortable nurse', 'feel comfortable nurse personal', 'comfortable', 'comfortable nurse', 'comfortable nurse personal', 'nurse', 'nurse personal', 'personal']",0,1,0,0,0,0.08196721311475409
150724,"His work, credentials, along with accolades already speak for itself but once you actually visit him and see the results..",0,work certificate award speak actually visit result,"['work', 'work certificate', 'work certificate award', 'work certificate award speak', 'work certificate award speak actually', 'work certificate award speak actually visit', 'work certificate award speak actually visit result', 'certificate', 'certificate award', 'certificate award speak', 'certificate award speak actually', 'certificate award speak actually visit', 'certificate award speak actually visit result', 'award', 'award speak', 'award speak actually', 'award speak actually visit', 'award speak actually visit result', 'speak', 'speak actually', 'speak actually visit', 'speak actually visit result', 'actually', 'actually visit', 'actually visit result', 'visit', 'visit result', 'result']",1,0,0,0,0,0.08196721311475409
67922,The staff are always very friendly and always able to accommodate us with appointments for sick visits.,0,staff friendly able accommodate appointment sick visit,"['staff', 'staff friendly', 'staff friendly able', 'staff friendly able accommodate', 'staff friendly able accommodate appointment', 'staff friendly able accommodate appointment sick', 'staff friendly able accommodate appointment sick visit', 'friendly', 'friendly able', 'friendly able accommodate', 'friendly able accommodate appointment', 'friendly able accommodate appointment sick', 'friendly able accommodate appointment sick visit', 'able', 'able accommodate', 'able accommodate appointment', 'able accommodate appointment sick', 'able accommodate appointment sick visit', 'accommodate', 'accommodate appointment', 'accommodate appointment sick', 'accommodate appointment sick visit', 'appointment', 'appointment sick', 'appointment sick visit', 'sick', 'sick visit', 'visit']",1,0,0,0,0,0.08196721311475409
97514,"Daniela the nurse was friendly as well, she asked questions,",0,nurse friendly ask question,"['nurse', 'nurse friendly', 'nurse friendly ask', 'nurse friendly ask question', 'friendly', 'friendly ask', 'friendly ask question', 'ask', 'ask question', 'question']",0,1,0,0,0,0.08196721311475409
139832,"Very nice and patient people,listened and answered all my questions.Today was my second visit and the hygienist and dentist were awesome!",0,nice patient peoplelistened answer questionstoday visit hygienic dentist amazing,"['nice', 'nice patient', 'nice patient peoplelistened', 'nice patient peoplelistened answer', 'nice patient peoplelistened answer questionstoday', 'nice patient peoplelistened answer questionstoday visit', 'nice patient peoplelistened answer questionstoday visit hygienic', 'nice patient peoplelistened answer questionstoday visit hygienic dentist', 'nice patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'patient', 'patient peoplelistened', 'patient peoplelistened answer', 'patient peoplelistened answer questionstoday', 'patient peoplelistened answer questionstoday visit', 'patient peoplelistened answer questionstoday visit hygienic', 'patient peoplelistened answer questionstoday visit hygienic dentist', 'patient peoplelistened answer questionstoday visit hygienic dentist amazing', 'peoplelistened', 'peoplelistened answer', 'peoplelistened answer questionstoday', 'peoplelistened answer questionstoday visit', 'peoplelistened answer questionstoday visit hygienic', 'peoplelistened answer questionstoday visit hygienic dentist', 'peoplelistened answer questionstoday visit hygienic dentist amazing', 'answer', 'answer questionstoday', 'answer questionstoday visit', 'answer questionstoday visit hygienic', 'answer questionstoday visit hygienic dentist', 'answer questionstoday visit hygienic dentist amazing', 'questionstoday', 'questionstoday visit', 'questionstoday visit hygienic', 'questionstoday visit hygienic dentist', 'questionstoday visit hygienic dentist amazing', 'visit', 'visit hygienic', 'visit hygienic dentist', 'visit hygienic dentist amazing', 'hygienic', 'hygienic dentist', 'hygienic dentist amazing', 'dentist', 'dentist amazing', 'amazing']",1,0,0,0,0,0.08196721311475409
143586,"Everything turned out great, staff has been more than nice and comforting.",0,turn great staff nice comfort,"['turn', 'turn great', 'turn great staff', 'turn great staff nice', 'turn great staff nice comfort', 'great', 'great staff', 'great staff nice', 'great staff nice comfort', 'staff', 'staff nice', 'staff nice comfort', 'nice', 'nice comfort', 'comfort']",0,0,0,0,1,0.08196721311475409
115453,i am a Rush trained nurse and love love them.,0,rush train nurse love love,"['rush', 'rush train', 'rush train nurse', 'rush train nurse love', 'rush train nurse love love', 'train', 'train nurse', 'train nurse love', 'train nurse love love', 'nurse', 'nurse love', 'nurse love love', 'love', 'love love', 'love']",0,1,0,0,0,0.08196721311475409
104812,I've also had the joy of seeing both the nurse practitioner's Mrs Michelle and Mrs Paula who have also impressed me.,0,ve joy see nurse practitioner impress,"['ve', 've joy', 've joy see', 've joy see nurse', 've joy see nurse practitioner', 've joy see nurse practitioner impress', 'joy', 'joy see', 'joy see nurse', 'joy see nurse practitioner', 'joy see nurse practitioner impress', 'see', 'see nurse', 'see nurse practitioner', 'see nurse practitioner impress', 'nurse', 'nurse practitioner', 'nurse practitioner impress', 'practitioner', 'practitioner impress', 'impress']",0,1,1,1,0,0.24590163934426226
140584,"Every detail at Dr. Frank's Medical Spa makes the visit a treat: the beautiful office, the tiny chocolates with the logo imprint",0,detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint,"['detail', 'detail dr', 'detail dr rank', 'detail dr rank medical', 'detail dr rank medical sea', 'detail dr rank medical sea make', 'detail dr rank medical sea make visit', 'detail dr rank medical sea make visit treat', 'detail dr rank medical sea make visit treat beautiful', 'detail dr rank medical sea make visit treat beautiful office', 'detail dr rank medical sea make visit treat beautiful office bantam', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'dr', 'dr rank', 'dr rank medical', 'dr rank medical sea', 'dr rank medical sea make', 'dr rank medical sea make visit', 'dr rank medical sea make visit treat', 'dr rank medical sea make visit treat beautiful', 'dr rank medical sea make visit treat beautiful office', 'dr rank medical sea make visit treat beautiful office bantam', 'dr rank medical sea make visit treat beautiful office bantam chocolate', 'dr rank medical sea make visit treat beautiful office bantam chocolate log', 'dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'rank', 'rank medical', 'rank medical sea', 'rank medical sea make', 'rank medical sea make visit', 'rank medical sea make visit treat', 'rank medical sea make visit treat beautiful', 'rank medical sea make visit treat beautiful office', 'rank medical sea make visit treat beautiful office bantam', 'rank medical sea make visit treat beautiful office bantam chocolate', 'rank medical sea make visit treat beautiful office bantam chocolate log', 'rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'medical', 'medical sea', 'medical sea make', 'medical sea make visit', 'medical sea make visit treat', 'medical sea make visit treat beautiful', 'medical sea make visit treat beautiful office', 'medical sea make visit treat beautiful office bantam', 'medical sea make visit treat beautiful office bantam chocolate', 'medical sea make visit treat beautiful office bantam chocolate log', 'medical sea make visit treat beautiful office bantam chocolate log imprint', 'sea', 'sea make', 'sea make visit', 'sea make visit treat', 'sea make visit treat beautiful', 'sea make visit treat beautiful office', 'sea make visit treat beautiful office bantam', 'sea make visit treat beautiful office bantam chocolate', 'sea make visit treat beautiful office bantam chocolate log', 'sea make visit treat beautiful office bantam chocolate log imprint', 'make', 'make visit', 'make visit treat', 'make visit treat beautiful', 'make visit treat beautiful office', 'make visit treat beautiful office bantam', 'make visit treat beautiful office bantam chocolate', 'make visit treat beautiful office bantam chocolate log', 'make visit treat beautiful office bantam chocolate log imprint', 'visit', 'visit treat', 'visit treat beautiful', 'visit treat beautiful office', 'visit treat beautiful office bantam', 'visit treat beautiful office bantam chocolate', 'visit treat beautiful office bantam chocolate log', 'visit treat beautiful office bantam chocolate log imprint', 'treat', 'treat beautiful', 'treat beautiful office', 'treat beautiful office bantam', 'treat beautiful office bantam chocolate', 'treat beautiful office bantam chocolate log', 'treat beautiful office bantam chocolate log imprint', 'beautiful', 'beautiful office', 'beautiful office bantam', 'beautiful office bantam chocolate', 'beautiful office bantam chocolate log', 'beautiful office bantam chocolate log imprint', 'office', 'office bantam', 'office bantam chocolate', 'office bantam chocolate log', 'office bantam chocolate log imprint', 'bantam', 'bantam chocolate', 'bantam chocolate log', 'bantam chocolate log imprint', 'chocolate', 'chocolate log', 'chocolate log imprint', 'log', 'log imprint', 'imprint']",1,0,0,0,0,0.08196721311475409
71482,I explained again that I was there for a preventive visit and it was covered.,1,explain preventive visit cover,"['explain', 'explain preventive', 'explain preventive visit', 'explain preventive visit cover', 'preventive', 'preventive visit', 'preventive visit cover', 'visit', 'visit cover', 'cover']",1,0,0,0,0,0.08196721311475409
163446,I even told them the cream was not doing anything and I had 5 new spots develop since the first visit 2 weeks ago.,1,tell cream new spot develop visit,"['tell', 'tell cream', 'tell cream new', 'tell cream new spot', 'tell cream new spot develop', 'tell cream new spot develop visit', 'cream', 'cream new', 'cream new spot', 'cream new spot develop', 'cream new spot develop visit', 'new', 'new spot', 'new spot develop', 'new spot develop visit', 'spot', 'spot develop', 'spot develop visit', 'develop', 'develop visit', 'visit']",1,0,0,0,0,0.08196721311475409
87058,and his staff have made our dental visits stress free.,0,staff dental visit stress free,"['staff', 'staff dental', 'staff dental visit', 'staff dental visit stress', 'staff dental visit stress free', 'dental', 'dental visit', 'dental visit stress', 'dental visit stress free', 'visit', 'visit stress', 'visit stress free', 'stress', 'stress free', 'free']",1,0,0,0,0,0.08196721311475409
86251,The nurse Angela was especially caring.,0,nurse angela especially dare,"['nurse', 'nurse angela', 'nurse angela especially', 'nurse angela especially dare', 'angela', 'angela especially', 'angela especially dare', 'especially', 'especially dare', 'dare']",0,1,0,0,0,0.08196721311475409
