commentId,comment,classification,comment_processed,word_phrase_list,tire,tire eye,eye,similarity_score
114231,I thought this was very inappropriate and none of his business as this did not effect my eye problem.,1,think inappropriate business effect eye problem,"['think', 'think inappropriate', 'think inappropriate business', 'think inappropriate business effect', 'think inappropriate business effect eye', 'think inappropriate business effect eye problem', 'inappropriate', 'inappropriate business', 'inappropriate business effect', 'inappropriate business effect eye', 'inappropriate business effect eye problem', 'business', 'business effect', 'business effect eye', 'business effect eye problem', 'effect', 'effect eye', 'effect eye problem', 'eye', 'eye problem', 'problem']",0,0,1,0.3846153846153846
156013,"The augmentation is very different from my left eye, and I feel regret when I look in the mirror.",1,pigmentation different leave eye feel regret look mirror,"['pigmentation', 'pigmentation different', 'pigmentation different leave', 'pigmentation different leave eye', 'pigmentation different leave eye feel', 'pigmentation different leave eye feel regret', 'pigmentation different leave eye feel regret look', 'pigmentation different leave eye feel regret look mirror', 'different', 'different leave', 'different leave eye', 'different leave eye feel', 'different leave eye feel regret', 'different leave eye feel regret look', 'different leave eye feel regret look mirror', 'leave', 'leave eye', 'leave eye feel', 'leave eye feel regret', 'leave eye feel regret look', 'leave eye feel regret look mirror', 'eye', 'eye feel', 'eye feel regret', 'eye feel regret look', 'eye feel regret look mirror', 'feel', 'feel regret', 'feel regret look', 'feel regret look mirror', 'regret', 'regret look', 'regret look mirror', 'look', 'look mirror', 'mirror']",0,0,1,0.3846153846153846
128717,Each time I remember I?m using my own eyes to see all around me I experience the joy all over again.,0,time remember m eye experience joy,"['time', 'time remember', 'time remember m', 'time remember m eye', 'time remember m eye experience', 'time remember m eye experience joy', 'remember', 'remember m', 'remember m eye', 'remember m eye experience', 'remember m eye experience joy', 'm', 'm eye', 'm eye experience', 'm eye experience joy', 'eye', 'eye experience', 'eye experience joy', 'experience', 'experience joy', 'joy']",0,0,1,0.3846153846153846
159962,20/15 vision in both eyes.,0,vision eye,"['vision', 'vision eye', 'eye']",0,0,1,0.3846153846153846
147453,My eyes were not redone by new doctor- and are asymmetric.,1,eye new doctor asymmetrical,"['eye', 'eye new', 'eye new doctor', 'eye new doctor asymmetrical', 'new', 'new doctor', 'new doctor asymmetrical', 'doctor', 'doctor asymmetrical', 'asymmetrical']",0,0,1,0.3846153846153846
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,0,1,0.3846153846153846
161187,Have you ever had to look into your children's eyes and say I'm so sorry we live in a shelter,1,look child eye m sorry live shelter,"['look', 'look child', 'look child eye', 'look child eye m', 'look child eye m sorry', 'look child eye m sorry live', 'look child eye m sorry live shelter', 'child', 'child eye', 'child eye m', 'child eye m sorry', 'child eye m sorry live', 'child eye m sorry live shelter', 'eye', 'eye m', 'eye m sorry', 'eye m sorry live', 'eye m sorry live shelter', 'm', 'm sorry', 'm sorry live', 'm sorry live shelter', 'sorry', 'sorry live', 'sorry live shelter', 'live', 'live shelter', 'shelter']",0,0,1,0.3846153846153846
147427,"He has a turkey neck, suitcases under his eyes, and cheeks that look like deflated balloons.",1,turkey neck bag eye cheek look like defeated balloon,"['turkey', 'turkey neck', 'turkey neck bag', 'turkey neck bag eye', 'turkey neck bag eye cheek', 'turkey neck bag eye cheek look', 'turkey neck bag eye cheek look like', 'turkey neck bag eye cheek look like defeated', 'turkey neck bag eye cheek look like defeated balloon', 'neck', 'neck bag', 'neck bag eye', 'neck bag eye cheek', 'neck bag eye cheek look', 'neck bag eye cheek look like', 'neck bag eye cheek look like defeated', 'neck bag eye cheek look like defeated balloon', 'bag', 'bag eye', 'bag eye cheek', 'bag eye cheek look', 'bag eye cheek look like', 'bag eye cheek look like defeated', 'bag eye cheek look like defeated balloon', 'eye', 'eye cheek', 'eye cheek look', 'eye cheek look like', 'eye cheek look like defeated', 'eye cheek look like defeated balloon', 'cheek', 'cheek look', 'cheek look like', 'cheek look like defeated', 'cheek look like defeated balloon', 'look', 'look like', 'look like defeated', 'look like defeated balloon', 'like', 'like defeated', 'like defeated balloon', 'defeated', 'defeated balloon', 'balloon']",0,0,1,0.3846153846153846
124326,Do your homework before getting scammed by this eye doctor,1,homework get slam eye doctor,"['homework', 'homework get', 'homework get slam', 'homework get slam eye', 'homework get slam eye doctor', 'get', 'get slam', 'get slam eye', 'get slam eye doctor', 'slam', 'slam eye', 'slam eye doctor', 'eye', 'eye doctor', 'doctor']",0,0,1,0.3846153846153846
148179,I always had the worst bags under my eyes which were inherited and was always self conscious.,1,bad bag eye inherit self conscious,"['bad', 'bad bag', 'bad bag eye', 'bad bag eye inherit', 'bad bag eye inherit self', 'bad bag eye inherit self conscious', 'bag', 'bag eye', 'bag eye inherit', 'bag eye inherit self', 'bag eye inherit self conscious', 'eye', 'eye inherit', 'eye inherit self', 'eye inherit self conscious', 'inherit', 'inherit self', 'inherit self conscious', 'self', 'self conscious', 'conscious']",0,0,1,0.3846153846153846
136109,During my first visit I did wait over two hours between having my eyes measured,1,visit wait have eye measure,"['visit', 'visit wait', 'visit wait have', 'visit wait have eye', 'visit wait have eye measure', 'wait', 'wait have', 'wait have eye', 'wait have eye measure', 'have', 'have eye', 'have eye measure', 'eye', 'eye measure', 'measure']",0,0,1,0.3846153846153846
116376,I have never had a problem and would recommend Georgia Eye Physicians for any eye care needs.,0,problem recommend eye doctor eye care need,"['problem', 'problem recommend', 'problem recommend eye', 'problem recommend eye doctor', 'problem recommend eye doctor eye', 'problem recommend eye doctor eye care', 'problem recommend eye doctor eye care need', 'recommend', 'recommend eye', 'recommend eye doctor', 'recommend eye doctor eye', 'recommend eye doctor eye care', 'recommend eye doctor eye care need', 'eye', 'eye doctor', 'eye doctor eye', 'eye doctor eye care', 'eye doctor eye care need', 'doctor', 'doctor eye', 'doctor eye care', 'doctor eye care need', 'eye', 'eye care', 'eye care need', 'care', 'care need', 'need']",0,0,1,0.3846153846153846
117056,"I did eye surgery with dr wise and festoon everything great he?s amazing doctor,he got a lot of knowledge on he?s field",0,eye surgery dr wise fenton great s amaze doctor get lot cognition s field,"['eye', 'eye surgery', 'eye surgery dr', 'eye surgery dr wise', 'eye surgery dr wise fenton', 'eye surgery dr wise fenton great', 'eye surgery dr wise fenton great s', 'eye surgery dr wise fenton great s amaze', 'eye surgery dr wise fenton great s amaze doctor', 'eye surgery dr wise fenton great s amaze doctor get', 'eye surgery dr wise fenton great s amaze doctor get lot', 'eye surgery dr wise fenton great s amaze doctor get lot cognition', 'eye surgery dr wise fenton great s amaze doctor get lot cognition s', 'eye surgery dr wise fenton great s amaze doctor get lot cognition s field', 'surgery', 'surgery dr', 'surgery dr wise', 'surgery dr wise fenton', 'surgery dr wise fenton great', 'surgery dr wise fenton great s', 'surgery dr wise fenton great s amaze', 'surgery dr wise fenton great s amaze doctor', 'surgery dr wise fenton great s amaze doctor get', 'surgery dr wise fenton great s amaze doctor get lot', 'surgery dr wise fenton great s amaze doctor get lot cognition', 'surgery dr wise fenton great s amaze doctor get lot cognition s', 'surgery dr wise fenton great s amaze doctor get lot cognition s field', 'dr', 'dr wise', 'dr wise fenton', 'dr wise fenton great', 'dr wise fenton great s', 'dr wise fenton great s amaze', 'dr wise fenton great s amaze doctor', 'dr wise fenton great s amaze doctor get', 'dr wise fenton great s amaze doctor get lot', 'dr wise fenton great s amaze doctor get lot cognition', 'dr wise fenton great s amaze doctor get lot cognition s', 'dr wise fenton great s amaze doctor get lot cognition s field', 'wise', 'wise fenton', 'wise fenton great', 'wise fenton great s', 'wise fenton great s amaze', 'wise fenton great s amaze doctor', 'wise fenton great s amaze doctor get', 'wise fenton great s amaze doctor get lot', 'wise fenton great s amaze doctor get lot cognition', 'wise fenton great s amaze doctor get lot cognition s', 'wise fenton great s amaze doctor get lot cognition s field', 'fenton', 'fenton great', 'fenton great s', 'fenton great s amaze', 'fenton great s amaze doctor', 'fenton great s amaze doctor get', 'fenton great s amaze doctor get lot', 'fenton great s amaze doctor get lot cognition', 'fenton great s amaze doctor get lot cognition s', 'fenton great s amaze doctor get lot cognition s field', 'great', 'great s', 'great s amaze', 'great s amaze doctor', 'great s amaze doctor get', 'great s amaze doctor get lot', 'great s amaze doctor get lot cognition', 'great s amaze doctor get lot cognition s', 'great s amaze doctor get lot cognition s field', 's', 's amaze', 's amaze doctor', 's amaze doctor get', 's amaze doctor get lot', 's amaze doctor get lot cognition', 's amaze doctor get lot cognition s', 's amaze doctor get lot cognition s field', 'amaze', 'amaze doctor', 'amaze doctor get', 'amaze doctor get lot', 'amaze doctor get lot cognition', 'amaze doctor get lot cognition s', 'amaze doctor get lot cognition s field', 'doctor', 'doctor get', 'doctor get lot', 'doctor get lot cognition', 'doctor get lot cognition s', 'doctor get lot cognition s field', 'get', 'get lot', 'get lot cognition', 'get lot cognition s', 'get lot cognition s field', 'lot', 'lot cognition', 'lot cognition s', 'lot cognition s field', 'cognition', 'cognition s', 'cognition s field', 's', 's field', 'field']",0,0,1,0.3846153846153846
130375,it has been almost one year since i had my lower eye lid surgery and i can not be happier.,0,low eye lid surgery happy,"['low', 'low eye', 'low eye lid', 'low eye lid surgery', 'low eye lid surgery happy', 'eye', 'eye lid', 'eye lid surgery', 'eye lid surgery happy', 'lid', 'lid surgery', 'lid surgery happy', 'surgery', 'surgery happy', 'happy']",0,0,1,0.3846153846153846
100109,He is an angel in my eyes and all of the patients I chatted up in the waiting room.,0,angel eye patient chew the fat wait room,"['angel', 'angel eye', 'angel eye patient', 'angel eye patient chew', 'angel eye patient chew the', 'angel eye patient chew the fat', 'angel eye patient chew the fat wait', 'angel eye patient chew the fat wait room', 'eye', 'eye patient', 'eye patient chew', 'eye patient chew the', 'eye patient chew the fat', 'eye patient chew the fat wait', 'eye patient chew the fat wait room', 'patient', 'patient chew', 'patient chew the', 'patient chew the fat', 'patient chew the fat wait', 'patient chew the fat wait room', 'chew', 'chew the', 'chew the fat', 'chew the fat wait', 'chew the fat wait room', 'the', 'the fat', 'the fat wait', 'the fat wait room', 'fat', 'fat wait', 'fat wait room', 'wait', 'wait room', 'room']",0,0,1,0.3846153846153846
170423,"Sinceramente eles tem muitas boas informações, sem falar que ainda me deram 20%",0,sinceramente eye guitar far que dream,"['sinceramente', 'sinceramente eye', 'sinceramente eye guitar', 'sinceramente eye guitar far', 'sinceramente eye guitar far que', 'sinceramente eye guitar far que dream', 'eye', 'eye guitar', 'eye guitar far', 'eye guitar far que', 'eye guitar far que dream', 'guitar', 'guitar far', 'guitar far que', 'guitar far que dream', 'far', 'far que', 'far que dream', 'que', 'que dream', 'dream']",0,0,1,0.3846153846153846
104563,You can see and count the stitches were he stitched my lower eye lid back together.,1,count stitch sew low eye lid,"['count', 'count stitch', 'count stitch sew', 'count stitch sew low', 'count stitch sew low eye', 'count stitch sew low eye lid', 'stitch', 'stitch sew', 'stitch sew low', 'stitch sew low eye', 'stitch sew low eye lid', 'sew', 'sew low', 'sew low eye', 'sew low eye lid', 'low', 'low eye', 'low eye lid', 'eye', 'eye lid', 'lid']",0,0,1,0.3846153846153846
103947,"It made me nervous knowing that they would be so close to my eyes,",1,nervous know close eye,"['nervous', 'nervous know', 'nervous know close', 'nervous know close eye', 'know', 'know close', 'know close eye', 'close', 'close eye', 'eye']",0,0,1,0.3846153846153846
95321,Dr Mantooth shaved a few years off my tired face!,0,shave tire face,"['shave', 'shave tire', 'shave tire face', 'tire', 'tire face', 'face']",1,0,0,0.3846153846153846
112336,"did a great job on my eyes, would use no one else, Marsha Griffin",0,great job eye use marshal griffe,"['great', 'great job', 'great job eye', 'great job eye use', 'great job eye use marshal', 'great job eye use marshal griffe', 'job', 'job eye', 'job eye use', 'job eye use marshal', 'job eye use marshal griffe', 'eye', 'eye use', 'eye use marshal', 'eye use marshal griffe', 'use', 'use marshal', 'use marshal griffe', 'marshal', 'marshal griffe', 'griffe']",0,0,1,0.3846153846153846
150748,That made me looked older for my age  Now the eye bags are completely gone even in the mornings!,0,look old age eye bag completely go morning,"['look', 'look old', 'look old age', 'look old age eye', 'look old age eye bag', 'look old age eye bag completely', 'look old age eye bag completely go', 'look old age eye bag completely go morning', 'old', 'old age', 'old age eye', 'old age eye bag', 'old age eye bag completely', 'old age eye bag completely go', 'old age eye bag completely go morning', 'age', 'age eye', 'age eye bag', 'age eye bag completely', 'age eye bag completely go', 'age eye bag completely go morning', 'eye', 'eye bag', 'eye bag completely', 'eye bag completely go', 'eye bag completely go morning', 'bag', 'bag completely', 'bag completely go', 'bag completely go morning', 'completely', 'completely go', 'completely go morning', 'go', 'go morning', 'morning']",0,0,1,0.3846153846153846
167435,I was attempting to throw with just one eye all day )when I have never felt before after getting Botox.,1,attempt throw eye day feel get,"['attempt', 'attempt throw', 'attempt throw eye', 'attempt throw eye day', 'attempt throw eye day feel', 'attempt throw eye day feel get', 'throw', 'throw eye', 'throw eye day', 'throw eye day feel', 'throw eye day feel get', 'eye', 'eye day', 'eye day feel', 'eye day feel get', 'day', 'day feel', 'day feel get', 'feel', 'feel get', 'get']",0,0,1,0.3846153846153846
145592,Dr. opened drain in eye and tightened tendon on side to resolve the issue.,0,dr open drain eye tighten tendon resolve issue,"['dr', 'dr open', 'dr open drain', 'dr open drain eye', 'dr open drain eye tighten', 'dr open drain eye tighten tendon', 'dr open drain eye tighten tendon resolve', 'dr open drain eye tighten tendon resolve issue', 'open', 'open drain', 'open drain eye', 'open drain eye tighten', 'open drain eye tighten tendon', 'open drain eye tighten tendon resolve', 'open drain eye tighten tendon resolve issue', 'drain', 'drain eye', 'drain eye tighten', 'drain eye tighten tendon', 'drain eye tighten tendon resolve', 'drain eye tighten tendon resolve issue', 'eye', 'eye tighten', 'eye tighten tendon', 'eye tighten tendon resolve', 'eye tighten tendon resolve issue', 'tighten', 'tighten tendon', 'tighten tendon resolve', 'tighten tendon resolve issue', 'tendon', 'tendon resolve', 'tendon resolve issue', 'resolve', 'resolve issue', 'issue']",0,0,1,0.3846153846153846
129912,He came up with a solution my eye doc predicted wouldn't be possible.,0,come solution eye predict possible,"['come', 'come solution', 'come solution eye', 'come solution eye predict', 'come solution eye predict possible', 'solution', 'solution eye', 'solution eye predict', 'solution eye predict possible', 'eye', 'eye predict', 'eye predict possible', 'predict', 'predict possible', 'possible']",0,0,1,0.3846153846153846
163115,"Not only that, if you don't look like her ( Blonde and Blue eyes) she will not give you the time of the day!!",1,look like blond blue eye time day,"['look', 'look like', 'look like blond', 'look like blond blue', 'look like blond blue eye', 'look like blond blue eye time', 'look like blond blue eye time day', 'like', 'like blond', 'like blond blue', 'like blond blue eye', 'like blond blue eye time', 'like blond blue eye time day', 'blond', 'blond blue', 'blond blue eye', 'blond blue eye time', 'blond blue eye time day', 'blue', 'blue eye', 'blue eye time', 'blue eye time day', 'eye', 'eye time', 'eye time day', 'time', 'time day', 'day']",0,0,1,0.3846153846153846
99626,"Although my eyes really itched during the healing process, Dr. Lam prescribed the necessary medications to keep me comfortable during my recovery. . He was",0,eye pitch heal process dr prescribed necessary meditation comfortable recovery,"['eye', 'eye pitch', 'eye pitch heal', 'eye pitch heal process', 'eye pitch heal process dr', 'eye pitch heal process dr prescribed', 'eye pitch heal process dr prescribed necessary', 'eye pitch heal process dr prescribed necessary meditation', 'eye pitch heal process dr prescribed necessary meditation comfortable', 'eye pitch heal process dr prescribed necessary meditation comfortable recovery', 'pitch', 'pitch heal', 'pitch heal process', 'pitch heal process dr', 'pitch heal process dr prescribed', 'pitch heal process dr prescribed necessary', 'pitch heal process dr prescribed necessary meditation', 'pitch heal process dr prescribed necessary meditation comfortable', 'pitch heal process dr prescribed necessary meditation comfortable recovery', 'heal', 'heal process', 'heal process dr', 'heal process dr prescribed', 'heal process dr prescribed necessary', 'heal process dr prescribed necessary meditation', 'heal process dr prescribed necessary meditation comfortable', 'heal process dr prescribed necessary meditation comfortable recovery', 'process', 'process dr', 'process dr prescribed', 'process dr prescribed necessary', 'process dr prescribed necessary meditation', 'process dr prescribed necessary meditation comfortable', 'process dr prescribed necessary meditation comfortable recovery', 'dr', 'dr prescribed', 'dr prescribed necessary', 'dr prescribed necessary meditation', 'dr prescribed necessary meditation comfortable', 'dr prescribed necessary meditation comfortable recovery', 'prescribed', 'prescribed necessary', 'prescribed necessary meditation', 'prescribed necessary meditation comfortable', 'prescribed necessary meditation comfortable recovery', 'necessary', 'necessary meditation', 'necessary meditation comfortable', 'necessary meditation comfortable recovery', 'meditation', 'meditation comfortable', 'meditation comfortable recovery', 'comfortable', 'comfortable recovery', 'recovery']",0,0,1,0.3846153846153846
177793,and in pain)while goo in both eyes formed and the right eye kept tearing nonstop.,1,painwhile eye form right eye keep tear nonstop,"['painwhile', 'painwhile eye', 'painwhile eye form', 'painwhile eye form right', 'painwhile eye form right eye', 'painwhile eye form right eye keep', 'painwhile eye form right eye keep tear', 'painwhile eye form right eye keep tear nonstop', 'eye', 'eye form', 'eye form right', 'eye form right eye', 'eye form right eye keep', 'eye form right eye keep tear', 'eye form right eye keep tear nonstop', 'form', 'form right', 'form right eye', 'form right eye keep', 'form right eye keep tear', 'form right eye keep tear nonstop', 'right', 'right eye', 'right eye keep', 'right eye keep tear', 'right eye keep tear nonstop', 'eye', 'eye keep', 'eye keep tear', 'eye keep tear nonstop', 'keep', 'keep tear', 'keep tear nonstop', 'tear', 'tear nonstop', 'nonstop']",0,0,1,0.3846153846153846
144611,"Excellent--I did not realize my eyes were being starved for light until my optometrist told me,",0,excellent realize eye starve light optometrist tell,"['excellent', 'excellent realize', 'excellent realize eye', 'excellent realize eye starve', 'excellent realize eye starve light', 'excellent realize eye starve light optometrist', 'excellent realize eye starve light optometrist tell', 'realize', 'realize eye', 'realize eye starve', 'realize eye starve light', 'realize eye starve light optometrist', 'realize eye starve light optometrist tell', 'eye', 'eye starve', 'eye starve light', 'eye starve light optometrist', 'eye starve light optometrist tell', 'starve', 'starve light', 'starve light optometrist', 'starve light optometrist tell', 'light', 'light optometrist', 'light optometrist tell', 'optometrist', 'optometrist tell', 'tell']",0,0,1,0.3846153846153846
151495,I had a shunt issue Lisa slowly has been dialing it in and fully explains any issues I might need to keep an eye out,0,shut issue deal fully explain issue need eye,"['shut', 'shut issue', 'shut issue deal', 'shut issue deal fully', 'shut issue deal fully explain', 'shut issue deal fully explain issue', 'shut issue deal fully explain issue need', 'shut issue deal fully explain issue need eye', 'issue', 'issue deal', 'issue deal fully', 'issue deal fully explain', 'issue deal fully explain issue', 'issue deal fully explain issue need', 'issue deal fully explain issue need eye', 'deal', 'deal fully', 'deal fully explain', 'deal fully explain issue', 'deal fully explain issue need', 'deal fully explain issue need eye', 'fully', 'fully explain', 'fully explain issue', 'fully explain issue need', 'fully explain issue need eye', 'explain', 'explain issue', 'explain issue need', 'explain issue need eye', 'issue', 'issue need', 'issue need eye', 'need', 'need eye', 'eye']",0,0,1,0.3846153846153846
156342,I left the office without trying on eye glass frames and charged $100 for contact lens fitting.,1,leave office try eye glass frame charge contact lens fit,"['leave', 'leave office', 'leave office try', 'leave office try eye', 'leave office try eye glass', 'leave office try eye glass frame', 'leave office try eye glass frame charge', 'leave office try eye glass frame charge contact', 'leave office try eye glass frame charge contact lens', 'leave office try eye glass frame charge contact lens fit', 'office', 'office try', 'office try eye', 'office try eye glass', 'office try eye glass frame', 'office try eye glass frame charge', 'office try eye glass frame charge contact', 'office try eye glass frame charge contact lens', 'office try eye glass frame charge contact lens fit', 'try', 'try eye', 'try eye glass', 'try eye glass frame', 'try eye glass frame charge', 'try eye glass frame charge contact', 'try eye glass frame charge contact lens', 'try eye glass frame charge contact lens fit', 'eye', 'eye glass', 'eye glass frame', 'eye glass frame charge', 'eye glass frame charge contact', 'eye glass frame charge contact lens', 'eye glass frame charge contact lens fit', 'glass', 'glass frame', 'glass frame charge', 'glass frame charge contact', 'glass frame charge contact lens', 'glass frame charge contact lens fit', 'frame', 'frame charge', 'frame charge contact', 'frame charge contact lens', 'frame charge contact lens fit', 'charge', 'charge contact', 'charge contact lens', 'charge contact lens fit', 'contact', 'contact lens', 'contact lens fit', 'lens', 'lens fit', 'fit']",0,0,1,0.3846153846153846
167402,After about a week of my Botox treatment I felt a very tight filling on my right eye ( as,1,treatment feel tight fill right eye,"['treatment', 'treatment feel', 'treatment feel tight', 'treatment feel tight fill', 'treatment feel tight fill right', 'treatment feel tight fill right eye', 'feel', 'feel tight', 'feel tight fill', 'feel tight fill right', 'feel tight fill right eye', 'tight', 'tight fill', 'tight fill right', 'tight fill right eye', 'fill', 'fill right', 'fill right eye', 'right', 'right eye', 'eye']",0,0,1,0.3846153846153846
111471,I love that I don't feel tired like I used to in the past having this done.,0,love feel tire like past have,"['love', 'love feel', 'love feel tire', 'love feel tire like', 'love feel tire like past', 'love feel tire like past have', 'feel', 'feel tire', 'feel tire like', 'feel tire like past', 'feel tire like past have', 'tire', 'tire like', 'tire like past', 'tire like past have', 'like', 'like past', 'like past have', 'past', 'past have', 'have']",1,0,0,0.3846153846153846
