commentId,comment,classification,comment_processed,word_phrase_list,improvement,improvement see,see,similarity_score
160300,"When I saw Dr. Mirza in NYC, I did not have a problem with him then.",0,see new york problem,"['see', 'see new', 'see new york', 'see new york problem', 'new', 'new york', 'new york problem', 'york', 'york problem', 'problem']",0,0,1,0.3846153846153846
127526,so expectations are high when she sees another phyisician because she knows the care she provides for patients)..she is over the moon with him!,0,expectation high see doctor know care provide patientsshe moon,"['expectation', 'expectation high', 'expectation high see', 'expectation high see doctor', 'expectation high see doctor know', 'expectation high see doctor know care', 'expectation high see doctor know care provide', 'expectation high see doctor know care provide patientsshe', 'expectation high see doctor know care provide patientsshe moon', 'high', 'high see', 'high see doctor', 'high see doctor know', 'high see doctor know care', 'high see doctor know care provide', 'high see doctor know care provide patientsshe', 'high see doctor know care provide patientsshe moon', 'see', 'see doctor', 'see doctor know', 'see doctor know care', 'see doctor know care provide', 'see doctor know care provide patientsshe', 'see doctor know care provide patientsshe moon', 'doctor', 'doctor know', 'doctor know care', 'doctor know care provide', 'doctor know care provide patientsshe', 'doctor know care provide patientsshe moon', 'know', 'know care', 'know care provide', 'know care provide patientsshe', 'know care provide patientsshe moon', 'care', 'care provide', 'care provide patientsshe', 'care provide patientsshe moon', 'provide', 'provide patientsshe', 'provide patientsshe moon', 'patientsshe', 'patientsshe moon', 'moon']",0,0,1,0.3846153846153846
140085,Dr Koo is a terrific surgeon/physician and I have been seeing her for about 10 years.,0,terrific surgeonphysician see,"['terrific', 'terrific surgeonphysician', 'terrific surgeonphysician see', 'surgeonphysician', 'surgeonphysician see', 'see']",0,0,1,0.3846153846153846
61737,She has taken the time to read over my medical records before she sees me.,0,take time read medical record see,"['take', 'take time', 'take time read', 'take time read medical', 'take time read medical record', 'take time read medical record see', 'time', 'time read', 'time read medical', 'time read medical record', 'time read medical record see', 'read', 'read medical', 'read medical record', 'read medical record see', 'medical', 'medical record', 'medical record see', 'record', 'record see', 'see']",0,0,1,0.3846153846153846
177456,I hadn't seen a dentist in a very long time,0,see dentist long time,"['see', 'see dentist', 'see dentist long', 'see dentist long time', 'dentist', 'dentist long', 'dentist long time', 'long', 'long time', 'time']",0,0,1,0.3846153846153846
104631,I had a problem with one eye and Dr. Angrist saw me right away even though I was a new patient.,0,problem eye see right away new patient,"['problem', 'problem eye', 'problem eye see', 'problem eye see right', 'problem eye see right away', 'problem eye see right away new', 'problem eye see right away new patient', 'eye', 'eye see', 'eye see right', 'eye see right away', 'eye see right away new', 'eye see right away new patient', 'see', 'see right', 'see right away', 'see right away new', 'see right away new patient', 'right', 'right away', 'right away new', 'right away new patient', 'away', 'away new', 'away new patient', 'new', 'new patient', 'patient']",0,0,1,0.3846153846153846
139370,They give you a time for the appointment and at that time you're seeing your doctor.,0,time appointment time see doctor,"['time', 'time appointment', 'time appointment time', 'time appointment time see', 'time appointment time see doctor', 'appointment', 'appointment time', 'appointment time see', 'appointment time see doctor', 'time', 'time see', 'time see doctor', 'see', 'see doctor', 'doctor']",0,0,1,0.3846153846153846
67496,I think there is a lot of room for improvement.,1,think lot room improvement,"['think', 'think lot', 'think lot room', 'think lot room improvement', 'lot', 'lot room', 'lot room improvement', 'room', 'room improvement', 'improvement']",1,0,0,0.3846153846153846
177298,I'll be SEEING you!!!!!??,0,ill see,"['ill', 'ill see', 'see']",0,0,1,0.3846153846153846
115814,And I must mention that I never have had to wait too long to be seen.,0,mention wait long see,"['mention', 'mention wait', 'mention wait long', 'mention wait long see', 'wait', 'wait long', 'wait long see', 'long', 'long see', 'see']",0,0,1,0.3846153846153846
92657,My dad saw a commercial on tv with DR. Jones and my consultation was very professional,0,dad see commercial consultation professional,"['dad', 'dad see', 'dad see commercial', 'dad see commercial consultation', 'dad see commercial consultation professional', 'see', 'see commercial', 'see commercial consultation', 'see commercial consultation professional', 'commercial', 'commercial consultation', 'commercial consultation professional', 'consultation', 'consultation professional', 'professional']",0,0,1,0.3846153846153846
110754,"After my surgery I never saw Dr. Rodriguez again, I tried time",1,surgery see dr rodriguez try time,"['surgery', 'surgery see', 'surgery see dr', 'surgery see dr rodriguez', 'surgery see dr rodriguez try', 'surgery see dr rodriguez try time', 'see', 'see dr', 'see dr rodriguez', 'see dr rodriguez try', 'see dr rodriguez try time', 'dr', 'dr rodriguez', 'dr rodriguez try', 'dr rodriguez try time', 'rodriguez', 'rodriguez try', 'rodriguez try time', 'try', 'try time', 'time']",0,0,1,0.3846153846153846
104812,I've also had the joy of seeing both the nurse practitioner's Mrs Michelle and Mrs Paula who have also impressed me.,0,ve joy see nurse practitioner impress,"['ve', 've joy', 've joy see', 've joy see nurse', 've joy see nurse practitioner', 've joy see nurse practitioner impress', 'joy', 'joy see', 'joy see nurse', 'joy see nurse practitioner', 'joy see nurse practitioner impress', 'see', 'see nurse', 'see nurse practitioner', 'see nurse practitioner impress', 'nurse', 'nurse practitioner', 'nurse practitioner impress', 'practitioner', 'practitioner impress', 'impress']",0,0,1,0.3846153846153846
133536,"The office opened on time, I was seen right away, and the staff was friendly and efficient.",0,office open time see right away staff friendly efficient,"['office', 'office open', 'office open time', 'office open time see', 'office open time see right', 'office open time see right away', 'office open time see right away staff', 'office open time see right away staff friendly', 'office open time see right away staff friendly efficient', 'open', 'open time', 'open time see', 'open time see right', 'open time see right away', 'open time see right away staff', 'open time see right away staff friendly', 'open time see right away staff friendly efficient', 'time', 'time see', 'time see right', 'time see right away', 'time see right away staff', 'time see right away staff friendly', 'time see right away staff friendly efficient', 'see', 'see right', 'see right away', 'see right away staff', 'see right away staff friendly', 'see right away staff friendly efficient', 'right', 'right away', 'right away staff', 'right away staff friendly', 'right away staff friendly efficient', 'away', 'away staff', 'away staff friendly', 'away staff friendly efficient', 'staff', 'staff friendly', 'staff friendly efficient', 'friendly', 'friendly efficient', 'efficient']",0,0,1,0.3846153846153846
107900,"After going to about 10 consultations around LA with other doctors (Yes I'm very picky), I finally saw Dr G",0,go consultation lanthanum doctor yes m pick finally see dr g,"['go', 'go consultation', 'go consultation lanthanum', 'go consultation lanthanum doctor', 'go consultation lanthanum doctor yes', 'go consultation lanthanum doctor yes m', 'go consultation lanthanum doctor yes m pick', 'go consultation lanthanum doctor yes m pick finally', 'go consultation lanthanum doctor yes m pick finally see', 'go consultation lanthanum doctor yes m pick finally see dr', 'go consultation lanthanum doctor yes m pick finally see dr g', 'consultation', 'consultation lanthanum', 'consultation lanthanum doctor', 'consultation lanthanum doctor yes', 'consultation lanthanum doctor yes m', 'consultation lanthanum doctor yes m pick', 'consultation lanthanum doctor yes m pick finally', 'consultation lanthanum doctor yes m pick finally see', 'consultation lanthanum doctor yes m pick finally see dr', 'consultation lanthanum doctor yes m pick finally see dr g', 'lanthanum', 'lanthanum doctor', 'lanthanum doctor yes', 'lanthanum doctor yes m', 'lanthanum doctor yes m pick', 'lanthanum doctor yes m pick finally', 'lanthanum doctor yes m pick finally see', 'lanthanum doctor yes m pick finally see dr', 'lanthanum doctor yes m pick finally see dr g', 'doctor', 'doctor yes', 'doctor yes m', 'doctor yes m pick', 'doctor yes m pick finally', 'doctor yes m pick finally see', 'doctor yes m pick finally see dr', 'doctor yes m pick finally see dr g', 'yes', 'yes m', 'yes m pick', 'yes m pick finally', 'yes m pick finally see', 'yes m pick finally see dr', 'yes m pick finally see dr g', 'm', 'm pick', 'm pick finally', 'm pick finally see', 'm pick finally see dr', 'm pick finally see dr g', 'pick', 'pick finally', 'pick finally see', 'pick finally see dr', 'pick finally see dr g', 'finally', 'finally see', 'finally see dr', 'finally see dr g', 'see', 'see dr', 'see dr g', 'dr', 'dr g', 'g']",0,0,1,0.3846153846153846
87006,Having 3 locations aids in being seen promptly when there is a problem or concern.,0,have location aid see promptly problem concern,"['have', 'have location', 'have location aid', 'have location aid see', 'have location aid see promptly', 'have location aid see promptly problem', 'have location aid see promptly problem concern', 'location', 'location aid', 'location aid see', 'location aid see promptly', 'location aid see promptly problem', 'location aid see promptly problem concern', 'aid', 'aid see', 'aid see promptly', 'aid see promptly problem', 'aid see promptly problem concern', 'see', 'see promptly', 'see promptly problem', 'see promptly problem concern', 'promptly', 'promptly problem', 'promptly problem concern', 'problem', 'problem concern', 'concern']",0,0,1,0.3846153846153846
133680,"My friends who've had seen the doctor before recommended me, and after my excellent consultation with him, I was set.",0,friend ve see doctor recommend excellent consultation set,"['friend', 'friend ve', 'friend ve see', 'friend ve see doctor', 'friend ve see doctor recommend', 'friend ve see doctor recommend excellent', 'friend ve see doctor recommend excellent consultation', 'friend ve see doctor recommend excellent consultation set', 've', 've see', 've see doctor', 've see doctor recommend', 've see doctor recommend excellent', 've see doctor recommend excellent consultation', 've see doctor recommend excellent consultation set', 'see', 'see doctor', 'see doctor recommend', 'see doctor recommend excellent', 'see doctor recommend excellent consultation', 'see doctor recommend excellent consultation set', 'doctor', 'doctor recommend', 'doctor recommend excellent', 'doctor recommend excellent consultation', 'doctor recommend excellent consultation set', 'recommend', 'recommend excellent', 'recommend excellent consultation', 'recommend excellent consultation set', 'excellent', 'excellent consultation', 'excellent consultation set', 'consultation', 'consultation set', 'set']",0,0,1,0.3846153846153846
190124,"I was here 3 weeks before and same issue, took over an hour and a half to be seen.",1,issue take hour half see,"['issue', 'issue take', 'issue take hour', 'issue take hour half', 'issue take hour half see', 'take', 'take hour', 'take hour half', 'take hour half see', 'hour', 'hour half', 'hour half see', 'half', 'half see', 'see']",0,0,1,0.3846153846153846
129195,Recently I have been seeing Elena for my hydrafacials and she has the most soothing face massage technique that makes me glow.,0,recently see helena hydrafacials soothe face massage technique make glow,"['recently', 'recently see', 'recently see helena', 'recently see helena hydrafacials', 'recently see helena hydrafacials soothe', 'recently see helena hydrafacials soothe face', 'recently see helena hydrafacials soothe face massage', 'recently see helena hydrafacials soothe face massage technique', 'recently see helena hydrafacials soothe face massage technique make', 'recently see helena hydrafacials soothe face massage technique make glow', 'see', 'see helena', 'see helena hydrafacials', 'see helena hydrafacials soothe', 'see helena hydrafacials soothe face', 'see helena hydrafacials soothe face massage', 'see helena hydrafacials soothe face massage technique', 'see helena hydrafacials soothe face massage technique make', 'see helena hydrafacials soothe face massage technique make glow', 'helena', 'helena hydrafacials', 'helena hydrafacials soothe', 'helena hydrafacials soothe face', 'helena hydrafacials soothe face massage', 'helena hydrafacials soothe face massage technique', 'helena hydrafacials soothe face massage technique make', 'helena hydrafacials soothe face massage technique make glow', 'hydrafacials', 'hydrafacials soothe', 'hydrafacials soothe face', 'hydrafacials soothe face massage', 'hydrafacials soothe face massage technique', 'hydrafacials soothe face massage technique make', 'hydrafacials soothe face massage technique make glow', 'soothe', 'soothe face', 'soothe face massage', 'soothe face massage technique', 'soothe face massage technique make', 'soothe face massage technique make glow', 'face', 'face massage', 'face massage technique', 'face massage technique make', 'face massage technique make glow', 'massage', 'massage technique', 'massage technique make', 'massage technique make glow', 'technique', 'technique make', 'technique make glow', 'make', 'make glow', 'glow']",0,0,1,0.3846153846153846
131324,Always seen with 10 minutes of my appointment.,0,see appointment,"['see', 'see appointment', 'appointment']",0,0,1,0.3846153846153846
144762,After being seen it took them over three weeks to send the referrals out for mri and nerve conduction study.,1,see take send referral mister nerve condition study,"['see', 'see take', 'see take send', 'see take send referral', 'see take send referral mister', 'see take send referral mister nerve', 'see take send referral mister nerve condition', 'see take send referral mister nerve condition study', 'take', 'take send', 'take send referral', 'take send referral mister', 'take send referral mister nerve', 'take send referral mister nerve condition', 'take send referral mister nerve condition study', 'send', 'send referral', 'send referral mister', 'send referral mister nerve', 'send referral mister nerve condition', 'send referral mister nerve condition study', 'referral', 'referral mister', 'referral mister nerve', 'referral mister nerve condition', 'referral mister nerve condition study', 'mister', 'mister nerve', 'mister nerve condition', 'mister nerve condition study', 'nerve', 'nerve condition', 'nerve condition study', 'condition', 'condition study', 'study']",0,0,1,0.3846153846153846
140738,Huge improvement on wait times but I also respect there are situations that arise that cannot be avoided.,0,huge improvement wait time respect situation arise avoid,"['huge', 'huge improvement', 'huge improvement wait', 'huge improvement wait time', 'huge improvement wait time respect', 'huge improvement wait time respect situation', 'huge improvement wait time respect situation arise', 'huge improvement wait time respect situation arise avoid', 'improvement', 'improvement wait', 'improvement wait time', 'improvement wait time respect', 'improvement wait time respect situation', 'improvement wait time respect situation arise', 'improvement wait time respect situation arise avoid', 'wait', 'wait time', 'wait time respect', 'wait time respect situation', 'wait time respect situation arise', 'wait time respect situation arise avoid', 'time', 'time respect', 'time respect situation', 'time respect situation arise', 'time respect situation arise avoid', 'respect', 'respect situation', 'respect situation arise', 'respect situation arise avoid', 'situation', 'situation arise', 'situation arise avoid', 'arise', 'arise avoid', 'avoid']",1,0,0,0.3846153846153846
128927,Ive seen other dermatologist in the past and they have not been as thorough as Jessica.,0,ve see dermatologist past thorough,"['ve', 've see', 've see dermatologist', 've see dermatologist past', 've see dermatologist past thorough', 'see', 'see dermatologist', 'see dermatologist past', 'see dermatologist past thorough', 'dermatologist', 'dermatologist past', 'dermatologist past thorough', 'past', 'past thorough', 'thorough']",0,0,1,0.3846153846153846
130109,Four months later our check up showed great improvement.,0,check show great improvement,"['check', 'check show', 'check show great', 'check show great improvement', 'show', 'show great', 'show great improvement', 'great', 'great improvement', 'improvement']",1,0,0,0.3846153846153846
84938,"Great Rhinoplasty Results - Chevy Chase, MD. I initially saw Dr. Naderi in November 2013 for a consult",0,great nose job result chase md initially see consult,"['great', 'great nose', 'great nose job', 'great nose job result', 'great nose job result chase', 'great nose job result chase md', 'great nose job result chase md initially', 'great nose job result chase md initially see', 'great nose job result chase md initially see consult', 'nose', 'nose job', 'nose job result', 'nose job result chase', 'nose job result chase md', 'nose job result chase md initially', 'nose job result chase md initially see', 'nose job result chase md initially see consult', 'job', 'job result', 'job result chase', 'job result chase md', 'job result chase md initially', 'job result chase md initially see', 'job result chase md initially see consult', 'result', 'result chase', 'result chase md', 'result chase md initially', 'result chase md initially see', 'result chase md initially see consult', 'chase', 'chase md', 'chase md initially', 'chase md initially see', 'chase md initially see consult', 'md', 'md initially', 'md initially see', 'md initially see consult', 'initially', 'initially see', 'initially see consult', 'see', 'see consult', 'consult']",0,0,1,0.3846153846153846
189598,My wife and I saw Dr Rudner in 2006 and everything still looks Iamazing wish,0,wife see dr runner look amaze wish,"['wife', 'wife see', 'wife see dr', 'wife see dr runner', 'wife see dr runner look', 'wife see dr runner look amaze', 'wife see dr runner look amaze wish', 'see', 'see dr', 'see dr runner', 'see dr runner look', 'see dr runner look amaze', 'see dr runner look amaze wish', 'dr', 'dr runner', 'dr runner look', 'dr runner look amaze', 'dr runner look amaze wish', 'runner', 'runner look', 'runner look amaze', 'runner look amaze wish', 'look', 'look amaze', 'look amaze wish', 'amaze', 'amaze wish', 'wish']",0,0,1,0.3846153846153846
176543,It was a very nice bonus to be seen by the aesthetician for a facial and massage after my surgery.,0,nice bonus see esthetician facial massage surgery,"['nice', 'nice bonus', 'nice bonus see', 'nice bonus see esthetician', 'nice bonus see esthetician facial', 'nice bonus see esthetician facial massage', 'nice bonus see esthetician facial massage surgery', 'bonus', 'bonus see', 'bonus see esthetician', 'bonus see esthetician facial', 'bonus see esthetician facial massage', 'bonus see esthetician facial massage surgery', 'see', 'see esthetician', 'see esthetician facial', 'see esthetician facial massage', 'see esthetician facial massage surgery', 'esthetician', 'esthetician facial', 'esthetician facial massage', 'esthetician facial massage surgery', 'facial', 'facial massage', 'facial massage surgery', 'massage', 'massage surgery', 'surgery']",0,0,1,0.3846153846153846
158576,I have seen her for years and I don?t intend on losing contact with her ever again.,0,see intend lose contact,"['see', 'see intend', 'see intend lose', 'see intend lose contact', 'intend', 'intend lose', 'intend lose contact', 'lose', 'lose contact', 'contact']",0,0,1,0.3846153846153846
112335,I had a pleasure of seeing Cindy for a very long time now for different services.,0,pleasure see windy long time different service,"['pleasure', 'pleasure see', 'pleasure see windy', 'pleasure see windy long', 'pleasure see windy long time', 'pleasure see windy long time different', 'pleasure see windy long time different service', 'see', 'see windy', 'see windy long', 'see windy long time', 'see windy long time different', 'see windy long time different service', 'windy', 'windy long', 'windy long time', 'windy long time different', 'windy long time different service', 'long', 'long time', 'long time different', 'long time different service', 'time', 'time different', 'time different service', 'different', 'different service', 'service']",0,0,1,0.3846153846153846
57704,I had a few concerns about a few things that didn't get answered by the doctor that I seen.,1,concern thing answer doctor see,"['concern', 'concern thing', 'concern thing answer', 'concern thing answer doctor', 'concern thing answer doctor see', 'thing', 'thing answer', 'thing answer doctor', 'thing answer doctor see', 'answer', 'answer doctor', 'answer doctor see', 'doctor', 'doctor see', 'see']",0,0,1,0.3846153846153846
138476,Was seen in an appropriate amount of time.,0,see appropriate time,"['see', 'see appropriate', 'see appropriate time', 'appropriate', 'appropriate time', 'time']",0,0,1,0.3846153846153846
62570,She always sees you right away and listens intently to what you have to say,0,see right away listen intently,"['see', 'see right', 'see right away', 'see right away listen', 'see right away listen intently', 'right', 'right away', 'right away listen', 'right away listen intently', 'away', 'away listen', 'away listen intently', 'listen', 'listen intently', 'intently']",0,0,1,0.3846153846153846
185633,We waited till 7:30 and was not seen till 8am.,1,wait till see till,"['wait', 'wait till', 'wait till see', 'wait till see till', 'till', 'till see', 'till see till', 'see', 'see till', 'till']",0,0,1,0.3846153846153846
190012,I flew all the way from Hawaii to be seen by him,0,fly way hawaii see,"['fly', 'fly way', 'fly way hawaii', 'fly way hawaii see', 'way', 'way hawaii', 'way hawaii see', 'hawaii', 'hawaii see', 'see']",0,0,1,0.3846153846153846
76964,I got seen on time.,0,get see time,"['get', 'get see', 'get see time', 'see', 'see time', 'time']",0,0,1,0.3846153846153846
155815,"She is great and I enjoy seeing her once a month, Thank you for being such a high class of organization",0,great enjoy see month thank high class organization,"['great', 'great enjoy', 'great enjoy see', 'great enjoy see month', 'great enjoy see month thank', 'great enjoy see month thank high', 'great enjoy see month thank high class', 'great enjoy see month thank high class organization', 'enjoy', 'enjoy see', 'enjoy see month', 'enjoy see month thank', 'enjoy see month thank high', 'enjoy see month thank high class', 'enjoy see month thank high class organization', 'see', 'see month', 'see month thank', 'see month thank high', 'see month thank high class', 'see month thank high class organization', 'month', 'month thank', 'month thank high', 'month thank high class', 'month thank high class organization', 'thank', 'thank high', 'thank high class', 'thank high class organization', 'high', 'high class', 'high class organization', 'class', 'class organization', 'organization']",0,0,1,0.3846153846153846
128504,Wife had very bad back issues first time he seen her he sent her to rehab which did more damage.,1,wife bad issue time see send read damage,"['wife', 'wife bad', 'wife bad issue', 'wife bad issue time', 'wife bad issue time see', 'wife bad issue time see send', 'wife bad issue time see send read', 'wife bad issue time see send read damage', 'bad', 'bad issue', 'bad issue time', 'bad issue time see', 'bad issue time see send', 'bad issue time see send read', 'bad issue time see send read damage', 'issue', 'issue time', 'issue time see', 'issue time see send', 'issue time see send read', 'issue time see send read damage', 'time', 'time see', 'time see send', 'time see send read', 'time see send read damage', 'see', 'see send', 'see send read', 'see send read damage', 'send', 'send read', 'send read damage', 'read', 'read damage', 'damage']",0,0,1,0.3846153846153846
108155,This is the 5th doctor I have seen in TWO weeks and I wont have to look anymore.,0,th doctor see wo look anymore,"['th', 'th doctor', 'th doctor see', 'th doctor see wo', 'th doctor see wo look', 'th doctor see wo look anymore', 'doctor', 'doctor see', 'doctor see wo', 'doctor see wo look', 'doctor see wo look anymore', 'see', 'see wo', 'see wo look', 'see wo look anymore', 'wo', 'wo look', 'wo look anymore', 'look', 'look anymore', 'anymore']",0,0,1,0.3846153846153846
116259,The improvement of the professionalism of employee from experience should not come at the cost of patients money.,1,improvement professionalism employee experience come cost patient money,"['improvement', 'improvement professionalism', 'improvement professionalism employee', 'improvement professionalism employee experience', 'improvement professionalism employee experience come', 'improvement professionalism employee experience come cost', 'improvement professionalism employee experience come cost patient', 'improvement professionalism employee experience come cost patient money', 'professionalism', 'professionalism employee', 'professionalism employee experience', 'professionalism employee experience come', 'professionalism employee experience come cost', 'professionalism employee experience come cost patient', 'professionalism employee experience come cost patient money', 'employee', 'employee experience', 'employee experience come', 'employee experience come cost', 'employee experience come cost patient', 'employee experience come cost patient money', 'experience', 'experience come', 'experience come cost', 'experience come cost patient', 'experience come cost patient money', 'come', 'come cost', 'come cost patient', 'come cost patient money', 'cost', 'cost patient', 'cost patient money', 'patient', 'patient money', 'money']",1,0,0,0.3846153846153846
124877,I am seeing so much better after my cataract surgery.,0,see good attract surgery,"['see', 'see good', 'see good attract', 'see good attract surgery', 'good', 'good attract', 'good attract surgery', 'attract', 'attract surgery', 'surgery']",0,0,1,0.3846153846153846
180460,"yet nothing, and I've seen bigger women get 10x better result with a snatched waist and flatter stomach.",1,ve see big woman x good result snatch waist flat stomach,"['ve', 've see', 've see big', 've see big woman', 've see big woman x', 've see big woman x good', 've see big woman x good result', 've see big woman x good result snatch', 've see big woman x good result snatch waist', 've see big woman x good result snatch waist flat', 've see big woman x good result snatch waist flat stomach', 'see', 'see big', 'see big woman', 'see big woman x', 'see big woman x good', 'see big woman x good result', 'see big woman x good result snatch', 'see big woman x good result snatch waist', 'see big woman x good result snatch waist flat', 'see big woman x good result snatch waist flat stomach', 'big', 'big woman', 'big woman x', 'big woman x good', 'big woman x good result', 'big woman x good result snatch', 'big woman x good result snatch waist', 'big woman x good result snatch waist flat', 'big woman x good result snatch waist flat stomach', 'woman', 'woman x', 'woman x good', 'woman x good result', 'woman x good result snatch', 'woman x good result snatch waist', 'woman x good result snatch waist flat', 'woman x good result snatch waist flat stomach', 'x', 'x good', 'x good result', 'x good result snatch', 'x good result snatch waist', 'x good result snatch waist flat', 'x good result snatch waist flat stomach', 'good', 'good result', 'good result snatch', 'good result snatch waist', 'good result snatch waist flat', 'good result snatch waist flat stomach', 'result', 'result snatch', 'result snatch waist', 'result snatch waist flat', 'result snatch waist flat stomach', 'snatch', 'snatch waist', 'snatch waist flat', 'snatch waist flat stomach', 'waist', 'waist flat', 'waist flat stomach', 'flat', 'flat stomach', 'stomach']",0,0,1,0.3846153846153846
178829,I've managed to get in to be seen within a timely manner even without an appointment.,0,ve manage see timely manner appointment,"['ve', 've manage', 've manage see', 've manage see timely', 've manage see timely manner', 've manage see timely manner appointment', 'manage', 'manage see', 'manage see timely', 'manage see timely manner', 'manage see timely manner appointment', 'see', 'see timely', 'see timely manner', 'see timely manner appointment', 'timely', 'timely manner', 'timely manner appointment', 'manner', 'manner appointment', 'appointment']",0,0,1,0.3846153846153846
