commentId,comment,classification,comment_processed,word_phrase_list,mummy,mummy tuck,tuck,wonder,wrong,wrong pain,pain,similarity_score
138181,"No more nausea, vomiting, or being confined to bed as a prisoner of head pain,",0,nausea vomit confine bed prisoner head pain,"['nausea', 'nausea vomit', 'nausea vomit confine', 'nausea vomit confine bed', 'nausea vomit confine bed prisoner', 'nausea vomit confine bed prisoner head', 'nausea vomit confine bed prisoner head pain', 'vomit', 'vomit confine', 'vomit confine bed', 'vomit confine bed prisoner', 'vomit confine bed prisoner head', 'vomit confine bed prisoner head pain', 'confine', 'confine bed', 'confine bed prisoner', 'confine bed prisoner head', 'confine bed prisoner head pain', 'bed', 'bed prisoner', 'bed prisoner head', 'bed prisoner head pain', 'prisoner', 'prisoner head', 'prisoner head pain', 'head', 'head pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
89773,and he tries his hardest to help figure out what is wrong with you.,0,try hard help figure wrong,"['try', 'try hard', 'try hard help', 'try hard help figure', 'try hard help figure wrong', 'hard', 'hard help', 'hard help figure', 'hard help figure wrong', 'help', 'help figure', 'help figure wrong', 'figure', 'figure wrong', 'wrong']",0,0,0,0,1,0,0,0.08196721311475409
142606,The entire surgery took approximately 1 1/2 hours.I am now in the healing stage and l still have not experienced any pain.,0,entire surgery take approximately hour heal stage l experience pain,"['entire', 'entire surgery', 'entire surgery take', 'entire surgery take approximately', 'entire surgery take approximately hour', 'entire surgery take approximately hour heal', 'entire surgery take approximately hour heal stage', 'entire surgery take approximately hour heal stage l', 'entire surgery take approximately hour heal stage l experience', 'entire surgery take approximately hour heal stage l experience pain', 'surgery', 'surgery take', 'surgery take approximately', 'surgery take approximately hour', 'surgery take approximately hour heal', 'surgery take approximately hour heal stage', 'surgery take approximately hour heal stage l', 'surgery take approximately hour heal stage l experience', 'surgery take approximately hour heal stage l experience pain', 'take', 'take approximately', 'take approximately hour', 'take approximately hour heal', 'take approximately hour heal stage', 'take approximately hour heal stage l', 'take approximately hour heal stage l experience', 'take approximately hour heal stage l experience pain', 'approximately', 'approximately hour', 'approximately hour heal', 'approximately hour heal stage', 'approximately hour heal stage l', 'approximately hour heal stage l experience', 'approximately hour heal stage l experience pain', 'hour', 'hour heal', 'hour heal stage', 'hour heal stage l', 'hour heal stage l experience', 'hour heal stage l experience pain', 'heal', 'heal stage', 'heal stage l', 'heal stage l experience', 'heal stage l experience pain', 'stage', 'stage l', 'stage l experience', 'stage l experience pain', 'l', 'l experience', 'l experience pain', 'experience', 'experience pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
68459,"I was given an appointment a day after I called, which was amazing because I was uncomfortable and in pain.",0,give appointment call amaze uncomfortable pain,"['give', 'give appointment', 'give appointment call', 'give appointment call amaze', 'give appointment call amaze uncomfortable', 'give appointment call amaze uncomfortable pain', 'appointment', 'appointment call', 'appointment call amaze', 'appointment call amaze uncomfortable', 'appointment call amaze uncomfortable pain', 'call', 'call amaze', 'call amaze uncomfortable', 'call amaze uncomfortable pain', 'amaze', 'amaze uncomfortable', 'amaze uncomfortable pain', 'uncomfortable', 'uncomfortable pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
178828,My experience with Modern pain consultants was beyond my belief.,0,experience modern pain adviser belief,"['experience', 'experience modern', 'experience modern pain', 'experience modern pain adviser', 'experience modern pain adviser belief', 'modern', 'modern pain', 'modern pain adviser', 'modern pain adviser belief', 'pain', 'pain adviser', 'pain adviser belief', 'adviser', 'adviser belief', 'belief']",0,0,0,0,0,0,1,0.08196721311475409
172753,Very concerned about my pain.,0,concerned pain,"['concerned', 'concerned pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
126409,I have had no pain and no crusting like the first place.,0,pain crush like place,"['pain', 'pain crush', 'pain crush like', 'pain crush like place', 'crush', 'crush like', 'crush like place', 'like', 'like place', 'place']",0,0,0,0,0,0,1,0.08196721311475409
128349,"I now feel great-there are days here and there that I have some pain but, that was to be expected and is tolerable.",0,feel greatthere day pain expect tolerable,"['feel', 'feel greatthere', 'feel greatthere day', 'feel greatthere day pain', 'feel greatthere day pain expect', 'feel greatthere day pain expect tolerable', 'greatthere', 'greatthere day', 'greatthere day pain', 'greatthere day pain expect', 'greatthere day pain expect tolerable', 'day', 'day pain', 'day pain expect', 'day pain expect tolerable', 'pain', 'pain expect', 'pain expect tolerable', 'expect', 'expect tolerable', 'tolerable']",0,0,0,0,0,0,1,0.08196721311475409
87123,He has given me my life without continual pain back.,0,give life continual pain,"['give', 'give life', 'give life continual', 'give life continual pain', 'life', 'life continual', 'life continual pain', 'continual', 'continual pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
161699,"Long waiting,10/15/2021 when you go to see a doctor in pain seeking",1,long wait doctor pain seek,"['long', 'long wait', 'long wait doctor', 'long wait doctor pain', 'long wait doctor pain seek', 'wait', 'wait doctor', 'wait doctor pain', 'wait doctor pain seek', 'doctor', 'doctor pain', 'doctor pain seek', 'pain', 'pain seek', 'seek']",0,0,0,0,0,0,1,0.08196721311475409
107504,I had a mini tummy tuck and liposuction done 6 months ago and I love the results.,0,mind mummy tuck liposuction love result,"['mind', 'mind mummy', 'mind mummy tuck', 'mind mummy tuck liposuction', 'mind mummy tuck liposuction love', 'mind mummy tuck liposuction love result', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction love', 'mummy tuck liposuction love result', 'tuck', 'tuck liposuction', 'tuck liposuction love', 'tuck liposuction love result', 'liposuction', 'liposuction love', 'liposuction love result', 'love', 'love result', 'result']",1,1,1,0,0,0,0,0.24590163934426226
152246,"and 1 week later my husband jaw is extremely swollen, after experiencing pain",1,husband extremely swell experience pain,"['husband', 'husband extremely', 'husband extremely swell', 'husband extremely swell experience', 'husband extremely swell experience pain', 'extremely', 'extremely swell', 'extremely swell experience', 'extremely swell experience pain', 'swell', 'swell experience', 'swell experience pain', 'experience', 'experience pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
67761,I had problems working but now all my pains are gone.,0,problem work pain go,"['problem', 'problem work', 'problem work pain', 'problem work pain go', 'work', 'work pain', 'work pain go', 'pain', 'pain go', 'go']",0,0,0,0,0,0,1,0.08196721311475409
159622,my pain is beyond human suffering after having a DLDR and an ablation,1,pain human suffer have relation,"['pain', 'pain human', 'pain human suffer', 'pain human suffer have', 'pain human suffer have relation', 'human', 'human suffer', 'human suffer have', 'human suffer have relation', 'suffer', 'suffer have', 'suffer have relation', 'have', 'have relation', 'relation']",0,0,0,0,0,0,1,0.08196721311475409
171636,and can't do that anymore because the more I walk the worse the pain gets.,1,anymore walk bad pain get,"['anymore', 'anymore walk', 'anymore walk bad', 'anymore walk bad pain', 'anymore walk bad pain get', 'walk', 'walk bad', 'walk bad pain', 'walk bad pain get', 'bad', 'bad pain', 'bad pain get', 'pain', 'pain get', 'get']",0,0,0,0,0,0,1,0.08196721311475409
135631,for it as the pain only flares up occasionally and is minimal or absent on most days.,0,pain flare occasionally minimal absent,"['pain', 'pain flare', 'pain flare occasionally', 'pain flare occasionally minimal', 'pain flare occasionally minimal absent', 'flare', 'flare occasionally', 'flare occasionally minimal', 'flare occasionally minimal absent', 'occasionally', 'occasionally minimal', 'occasionally minimal absent', 'minimal', 'minimal absent', 'absent']",0,0,0,0,0,0,1,0.08196721311475409
183979,Tylenol did the trick and I did not feel the need to use any other medications to manage my pain level.,0,acetaminophen trick feel need use meditation manage pain level,"['acetaminophen', 'acetaminophen trick', 'acetaminophen trick feel', 'acetaminophen trick feel need', 'acetaminophen trick feel need use', 'acetaminophen trick feel need use meditation', 'acetaminophen trick feel need use meditation manage', 'acetaminophen trick feel need use meditation manage pain', 'acetaminophen trick feel need use meditation manage pain level', 'trick', 'trick feel', 'trick feel need', 'trick feel need use', 'trick feel need use meditation', 'trick feel need use meditation manage', 'trick feel need use meditation manage pain', 'trick feel need use meditation manage pain level', 'feel', 'feel need', 'feel need use', 'feel need use meditation', 'feel need use meditation manage', 'feel need use meditation manage pain', 'feel need use meditation manage pain level', 'need', 'need use', 'need use meditation', 'need use meditation manage', 'need use meditation manage pain', 'need use meditation manage pain level', 'use', 'use meditation', 'use meditation manage', 'use meditation manage pain', 'use meditation manage pain level', 'meditation', 'meditation manage', 'meditation manage pain', 'meditation manage pain level', 'manage', 'manage pain', 'manage pain level', 'pain', 'pain level', 'level']",0,0,0,0,0,0,1,0.08196721311475409
145431,"Was told how much better it would be after surgery, two surgeries later and more pain and a screwed up knee .",1,tell good surgery forgery late pain screw knee,"['tell', 'tell good', 'tell good surgery', 'tell good surgery forgery', 'tell good surgery forgery late', 'tell good surgery forgery late pain', 'tell good surgery forgery late pain screw', 'tell good surgery forgery late pain screw knee', 'good', 'good surgery', 'good surgery forgery', 'good surgery forgery late', 'good surgery forgery late pain', 'good surgery forgery late pain screw', 'good surgery forgery late pain screw knee', 'surgery', 'surgery forgery', 'surgery forgery late', 'surgery forgery late pain', 'surgery forgery late pain screw', 'surgery forgery late pain screw knee', 'forgery', 'forgery late', 'forgery late pain', 'forgery late pain screw', 'forgery late pain screw knee', 'late', 'late pain', 'late pain screw', 'late pain screw knee', 'pain', 'pain screw', 'pain screw knee', 'screw', 'screw knee', 'knee']",0,0,0,0,0,0,1,0.08196721311475409
182032,"When I read later about the infiltration process, I read that doctors are supposed to go very slowly in order to minimize pain.",1,read late infiltration process read doctor suppose slowly order minimize pain,"['read', 'read late', 'read late infiltration', 'read late infiltration process', 'read late infiltration process read', 'read late infiltration process read doctor', 'read late infiltration process read doctor suppose', 'read late infiltration process read doctor suppose slowly', 'read late infiltration process read doctor suppose slowly order', 'read late infiltration process read doctor suppose slowly order minimize', 'read late infiltration process read doctor suppose slowly order minimize pain', 'late', 'late infiltration', 'late infiltration process', 'late infiltration process read', 'late infiltration process read doctor', 'late infiltration process read doctor suppose', 'late infiltration process read doctor suppose slowly', 'late infiltration process read doctor suppose slowly order', 'late infiltration process read doctor suppose slowly order minimize', 'late infiltration process read doctor suppose slowly order minimize pain', 'infiltration', 'infiltration process', 'infiltration process read', 'infiltration process read doctor', 'infiltration process read doctor suppose', 'infiltration process read doctor suppose slowly', 'infiltration process read doctor suppose slowly order', 'infiltration process read doctor suppose slowly order minimize', 'infiltration process read doctor suppose slowly order minimize pain', 'process', 'process read', 'process read doctor', 'process read doctor suppose', 'process read doctor suppose slowly', 'process read doctor suppose slowly order', 'process read doctor suppose slowly order minimize', 'process read doctor suppose slowly order minimize pain', 'read', 'read doctor', 'read doctor suppose', 'read doctor suppose slowly', 'read doctor suppose slowly order', 'read doctor suppose slowly order minimize', 'read doctor suppose slowly order minimize pain', 'doctor', 'doctor suppose', 'doctor suppose slowly', 'doctor suppose slowly order', 'doctor suppose slowly order minimize', 'doctor suppose slowly order minimize pain', 'suppose', 'suppose slowly', 'suppose slowly order', 'suppose slowly order minimize', 'suppose slowly order minimize pain', 'slowly', 'slowly order', 'slowly order minimize', 'slowly order minimize pain', 'order', 'order minimize', 'order minimize pain', 'minimize', 'minimize pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
153095,"There was no pain, and still isn't.",0,pain,['pain'],0,0,0,0,0,0,1,0.08196721311475409
111645,and I still have no restrictions and no pain.,0,restriction pain,"['restriction', 'restriction pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
173030,"My experience was throwing up, and terrible PAIN!",1,experience throw terrible pain,"['experience', 'experience throw', 'experience throw terrible', 'experience throw terrible pain', 'throw', 'throw terrible', 'throw terrible pain', 'terrible', 'terrible pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
86316,I did the stress test only to find the orders from Dr. Kim were wrong.,1,stress test find order wrong,"['stress', 'stress test', 'stress test find', 'stress test find order', 'stress test find order wrong', 'test', 'test find', 'test find order', 'test find order wrong', 'find', 'find order', 'find order wrong', 'order', 'order wrong', 'wrong']",0,0,0,0,1,0,0,0.08196721311475409
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly pain', 'need corrective work eyelid droop eyelash go smoothly pain fantastic', 'need corrective work eyelid droop eyelash go smoothly pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly pain', 'corrective work eyelid droop eyelash go smoothly pain fantastic', 'corrective work eyelid droop eyelash go smoothly pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly pain', 'work eyelid droop eyelash go smoothly pain fantastic', 'work eyelid droop eyelash go smoothly pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly pain', 'eyelid droop eyelash go smoothly pain fantastic', 'eyelid droop eyelash go smoothly pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly pain', 'droop eyelash go smoothly pain fantastic', 'droop eyelash go smoothly pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly pain', 'eyelash go smoothly pain fantastic', 'eyelash go smoothly pain fantastic result', 'go', 'go smoothly', 'go smoothly pain', 'go smoothly pain fantastic', 'go smoothly pain fantastic result', 'smoothly', 'smoothly pain', 'smoothly pain fantastic', 'smoothly pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",0,0,0,0,0,0,1,0.08196721311475409
181730,"for osteo manipulation, he just understood how to vanquish knots and spasms and restore pain levels back to zero.",0,osteo manipulation understand beat knot spasm restore pain level,"['osteo', 'osteo manipulation', 'osteo manipulation understand', 'osteo manipulation understand beat', 'osteo manipulation understand beat knot', 'osteo manipulation understand beat knot spasm', 'osteo manipulation understand beat knot spasm restore', 'osteo manipulation understand beat knot spasm restore pain', 'osteo manipulation understand beat knot spasm restore pain level', 'manipulation', 'manipulation understand', 'manipulation understand beat', 'manipulation understand beat knot', 'manipulation understand beat knot spasm', 'manipulation understand beat knot spasm restore', 'manipulation understand beat knot spasm restore pain', 'manipulation understand beat knot spasm restore pain level', 'understand', 'understand beat', 'understand beat knot', 'understand beat knot spasm', 'understand beat knot spasm restore', 'understand beat knot spasm restore pain', 'understand beat knot spasm restore pain level', 'beat', 'beat knot', 'beat knot spasm', 'beat knot spasm restore', 'beat knot spasm restore pain', 'beat knot spasm restore pain level', 'knot', 'knot spasm', 'knot spasm restore', 'knot spasm restore pain', 'knot spasm restore pain level', 'spasm', 'spasm restore', 'spasm restore pain', 'spasm restore pain level', 'restore', 'restore pain', 'restore pain level', 'pain', 'pain level', 'level']",0,0,0,0,0,0,1,0.08196721311475409
139831,HE FIGURED OUT WHAT WAS WRONG AND EXPLAINED SO I COULD UNDERSTAND,0,figure wrong explain understand,"['figure', 'figure wrong', 'figure wrong explain', 'figure wrong explain understand', 'wrong', 'wrong explain', 'wrong explain understand', 'explain', 'explain understand', 'understand']",0,0,0,0,1,0,0,0.08196721311475409
139713,"No pain, Whole staff and Dr. Tye were very helpful through the process, always made sure I was ok. Thank you again!!",0,pain staff dr helpful process sure ok thank,"['pain', 'pain staff', 'pain staff dr', 'pain staff dr helpful', 'pain staff dr helpful process', 'pain staff dr helpful process sure', 'pain staff dr helpful process sure ok', 'pain staff dr helpful process sure ok thank', 'staff', 'staff dr', 'staff dr helpful', 'staff dr helpful process', 'staff dr helpful process sure', 'staff dr helpful process sure ok', 'staff dr helpful process sure ok thank', 'dr', 'dr helpful', 'dr helpful process', 'dr helpful process sure', 'dr helpful process sure ok', 'dr helpful process sure ok thank', 'helpful', 'helpful process', 'helpful process sure', 'helpful process sure ok', 'helpful process sure ok thank', 'process', 'process sure', 'process sure ok', 'process sure ok thank', 'sure', 'sure ok', 'sure ok thank', 'ok', 'ok thank', 'thank']",0,0,0,0,0,0,1,0.08196721311475409
113995,I have always had ugly legs and the pain to go with them.,1,ugly leg pain,"['ugly', 'ugly leg', 'ugly leg pain', 'leg', 'leg pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
89739,I had very little pain after and it was great coming back to the office,0,little pain great come office,"['little', 'little pain', 'little pain great', 'little pain great come', 'little pain great come office', 'pain', 'pain great', 'pain great come', 'pain great come office', 'great', 'great come', 'great come office', 'come', 'come office', 'office']",0,0,0,0,0,0,1,0.08196721311475409
129432,Highly recommended Solonpas medicated patches and investing in a hand held massager to soothe away swelling pain.,0,highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain,"['highly', 'highly recommend', 'highly recommend solonpas', 'highly recommend solonpas dedicate', 'highly recommend solonpas dedicate patch', 'highly recommend solonpas dedicate patch invest', 'highly recommend solonpas dedicate patch invest hand', 'highly recommend solonpas dedicate patch invest hand hold', 'highly recommend solonpas dedicate patch invest hand hold massage', 'highly recommend solonpas dedicate patch invest hand hold massage soothe', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'recommend', 'recommend solonpas', 'recommend solonpas dedicate', 'recommend solonpas dedicate patch', 'recommend solonpas dedicate patch invest', 'recommend solonpas dedicate patch invest hand', 'recommend solonpas dedicate patch invest hand hold', 'recommend solonpas dedicate patch invest hand hold massage', 'recommend solonpas dedicate patch invest hand hold massage soothe', 'recommend solonpas dedicate patch invest hand hold massage soothe away', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'solonpas', 'solonpas dedicate', 'solonpas dedicate patch', 'solonpas dedicate patch invest', 'solonpas dedicate patch invest hand', 'solonpas dedicate patch invest hand hold', 'solonpas dedicate patch invest hand hold massage', 'solonpas dedicate patch invest hand hold massage soothe', 'solonpas dedicate patch invest hand hold massage soothe away', 'solonpas dedicate patch invest hand hold massage soothe away swell', 'solonpas dedicate patch invest hand hold massage soothe away swell pain', 'dedicate', 'dedicate patch', 'dedicate patch invest', 'dedicate patch invest hand', 'dedicate patch invest hand hold', 'dedicate patch invest hand hold massage', 'dedicate patch invest hand hold massage soothe', 'dedicate patch invest hand hold massage soothe away', 'dedicate patch invest hand hold massage soothe away swell', 'dedicate patch invest hand hold massage soothe away swell pain', 'patch', 'patch invest', 'patch invest hand', 'patch invest hand hold', 'patch invest hand hold massage', 'patch invest hand hold massage soothe', 'patch invest hand hold massage soothe away', 'patch invest hand hold massage soothe away swell', 'patch invest hand hold massage soothe away swell pain', 'invest', 'invest hand', 'invest hand hold', 'invest hand hold massage', 'invest hand hold massage soothe', 'invest hand hold massage soothe away', 'invest hand hold massage soothe away swell', 'invest hand hold massage soothe away swell pain', 'hand', 'hand hold', 'hand hold massage', 'hand hold massage soothe', 'hand hold massage soothe away', 'hand hold massage soothe away swell', 'hand hold massage soothe away swell pain', 'hold', 'hold massage', 'hold massage soothe', 'hold massage soothe away', 'hold massage soothe away swell', 'hold massage soothe away swell pain', 'massage', 'massage soothe', 'massage soothe away', 'massage soothe away swell', 'massage soothe away swell pain', 'soothe', 'soothe away', 'soothe away swell', 'soothe away swell pain', 'away', 'away swell', 'away swell pain', 'swell', 'swell pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
154535,for thinking something was wrong for WEEKS. 4 months later and I was still healing this incision.,1,think wrong heal incision,"['think', 'think wrong', 'think wrong heal', 'think wrong heal incision', 'wrong', 'wrong heal', 'wrong heal incision', 'heal', 'heal incision', 'incision']",0,0,0,0,1,0,0,0.08196721311475409
159909,So now they yet again don't do anything for pain management at all except push expensive procedures to bill insurance about!!!,1,pain management push expensive procedure bill insurance,"['pain', 'pain management', 'pain management push', 'pain management push expensive', 'pain management push expensive procedure', 'pain management push expensive procedure bill', 'pain management push expensive procedure bill insurance', 'management', 'management push', 'management push expensive', 'management push expensive procedure', 'management push expensive procedure bill', 'management push expensive procedure bill insurance', 'push', 'push expensive', 'push expensive procedure', 'push expensive procedure bill', 'push expensive procedure bill insurance', 'expensive', 'expensive procedure', 'expensive procedure bill', 'expensive procedure bill insurance', 'procedure', 'procedure bill', 'procedure bill insurance', 'bill', 'bill insurance', 'insurance']",0,0,0,0,0,0,1,0.08196721311475409
