commentId,comment,classification,comment_processed,word_phrase_list,overall,overall terrific,overall terrific office,terrific,terrific office,office,similarity_score,regression_weight
88885,and the follow up by his office is the best I have ever received.,0,follow office good receive,"['follow', 'follow office', 'follow office good', 'follow office good receive', 'office', 'office good', 'office good receive', 'good', 'good receive', 'receive']",0,0,0,0,0,1,0.1470588235294117,0.0
134615,Today's appointment definitely made up for my terrible first experience at a different office.,0,today appointment decidedly terrible experience different office,"['today', 'today appointment', 'today appointment decidedly', 'today appointment decidedly terrible', 'today appointment decidedly terrible experience', 'today appointment decidedly terrible experience different', 'today appointment decidedly terrible experience different office', 'appointment', 'appointment decidedly', 'appointment decidedly terrible', 'appointment decidedly terrible experience', 'appointment decidedly terrible experience different', 'appointment decidedly terrible experience different office', 'decidedly', 'decidedly terrible', 'decidedly terrible experience', 'decidedly terrible experience different', 'decidedly terrible experience different office', 'terrible', 'terrible experience', 'terrible experience different', 'terrible experience different office', 'experience', 'experience different', 'experience different office', 'different', 'different office', 'office']",0,0,0,0,0,1,0.0961538461538461,0.0
139553,I would definitely recommend this office at the celebration location!,0,decidedly recommend office celebration location,"['decidedly', 'decidedly recommend', 'decidedly recommend office', 'decidedly recommend office celebration', 'decidedly recommend office celebration location', 'recommend', 'recommend office', 'recommend office celebration', 'recommend office celebration location', 'office', 'office celebration', 'office celebration location', 'celebration', 'celebration location', 'location']",0,0,0,0,0,1,0.1282051282051282,0.0
82781,Overall experience was fast,0,overall experience fast,"['overall', 'overall experience', 'overall experience fast', 'experience', 'experience fast', 'fast']",1,0,0,0,0,0,0.1666666666666666,0.0
69974,I always feel like im in good hands when i visit this office.,0,feel like good hand visit office,"['feel', 'feel like', 'feel like good', 'feel like good hand', 'feel like good hand visit', 'feel like good hand visit office', 'like', 'like good', 'like good hand', 'like good hand visit', 'like good hand visit office', 'good', 'good hand', 'good hand visit', 'good hand visit office', 'hand', 'hand visit', 'hand visit office', 'visit', 'visit office', 'office']",0,0,0,0,0,1,0.1111111111111111,0.0
91410,"Unfortunately, I expect a professional health-care office be able to provide accurate insurance information to patients.",1,unfortunately expect professional healthcare office able provide accurate insurance information patient,"['unfortunately', 'unfortunately expect', 'unfortunately expect professional', 'unfortunately expect professional healthcare', 'unfortunately expect professional healthcare office', 'unfortunately expect professional healthcare office able', 'unfortunately expect professional healthcare office able provide', 'unfortunately expect professional healthcare office able provide accurate', 'unfortunately expect professional healthcare office able provide accurate insurance', 'unfortunately expect professional healthcare office able provide accurate insurance information', 'unfortunately expect professional healthcare office able provide accurate insurance information patient', 'expect', 'expect professional', 'expect professional healthcare', 'expect professional healthcare office', 'expect professional healthcare office able', 'expect professional healthcare office able provide', 'expect professional healthcare office able provide accurate', 'expect professional healthcare office able provide accurate insurance', 'expect professional healthcare office able provide accurate insurance information', 'expect professional healthcare office able provide accurate insurance information patient', 'professional', 'professional healthcare', 'professional healthcare office', 'professional healthcare office able', 'professional healthcare office able provide', 'professional healthcare office able provide accurate', 'professional healthcare office able provide accurate insurance', 'professional healthcare office able provide accurate insurance information', 'professional healthcare office able provide accurate insurance information patient', 'healthcare', 'healthcare office', 'healthcare office able', 'healthcare office able provide', 'healthcare office able provide accurate', 'healthcare office able provide accurate insurance', 'healthcare office able provide accurate insurance information', 'healthcare office able provide accurate insurance information patient', 'office', 'office able', 'office able provide', 'office able provide accurate', 'office able provide accurate insurance', 'office able provide accurate insurance information', 'office able provide accurate insurance information patient', 'able', 'able provide', 'able provide accurate', 'able provide accurate insurance', 'able provide accurate insurance information', 'able provide accurate insurance information patient', 'provide', 'provide accurate', 'provide accurate insurance', 'provide accurate insurance information', 'provide accurate insurance information patient', 'accurate', 'accurate insurance', 'accurate insurance information', 'accurate insurance information patient', 'insurance', 'insurance information', 'insurance information patient', 'information', 'information patient', 'patient']",0,0,0,0,0,1,0.0555555555555555,0.0
90890,Great doctor and office staff punctual,0,great doctor office staff puncture,"['great', 'great doctor', 'great doctor office', 'great doctor office staff', 'great doctor office staff puncture', 'doctor', 'doctor office', 'doctor office staff', 'doctor office staff puncture', 'office', 'office staff', 'office staff puncture', 'staff', 'staff puncture', 'puncture']",0,0,0,0,0,1,0.1282051282051282,0.0
126181,"I wish i could provide this office wit a negative 5, just horrible.",1,wish provide office wit negative atrocious,"['wish', 'wish provide', 'wish provide office', 'wish provide office wit', 'wish provide office wit negative', 'wish provide office wit negative atrocious', 'provide', 'provide office', 'provide office wit', 'provide office wit negative', 'provide office wit negative atrocious', 'office', 'office wit', 'office wit negative', 'office wit negative atrocious', 'wit', 'wit negative', 'wit negative atrocious', 'negative', 'negative atrocious', 'atrocious']",0,0,0,0,0,1,0.1111111111111111,0.0
178781,"and I went back to the office to let them know why I was not happy with my results, not",1,go office let know not happy result not,"['go', 'go office', 'go office let', 'go office let know', 'go office let know not', 'go office let know not happy', 'go office let know not happy result', 'go office let know not happy result not', 'office', 'office let', 'office let know', 'office let know not', 'office let know not happy', 'office let know not happy result', 'office let know not happy result not', 'let', 'let know', 'let know not', 'let know not happy', 'let know not happy result', 'let know not happy result not', 'know', 'know not', 'know not happy', 'know not happy result', 'know not happy result not', 'not', 'not happy', 'not happy result', 'not happy result not', 'happy', 'happy result', 'happy result not', 'result', 'result not', 'not']",0,0,0,0,0,1,0.0833333333333333,0.0
145578,His office called and set everything up for me.,0,office call set,"['office', 'office call', 'office call set', 'call', 'call set', 'set']",0,0,0,0,0,1,0.1666666666666666,0.0
98078,I was equally impressed when I called his office and.,0,equally impress call office,"['equally', 'equally impress', 'equally impress call', 'equally impress call office', 'impress', 'impress call', 'impress call office', 'call', 'call office', 'office']",0,0,0,0,0,1,0.1470588235294117,0.0
99664,from the moment I was referred to the office till the vera last appointment this office has been nothing but niice to us!.,0,moment refer office till vera appointment office nice,"['moment', 'moment refer', 'moment refer office', 'moment refer office till', 'moment refer office till vera', 'moment refer office till vera appointment', 'moment refer office till vera appointment office', 'moment refer office till vera appointment office nice', 'refer', 'refer office', 'refer office till', 'refer office till vera', 'refer office till vera appointment', 'refer office till vera appointment office', 'refer office till vera appointment office nice', 'office', 'office till', 'office till vera', 'office till vera appointment', 'office till vera appointment office', 'office till vera appointment office nice', 'till', 'till vera', 'till vera appointment', 'till vera appointment office', 'till vera appointment office nice', 'vera', 'vera appointment', 'vera appointment office', 'vera appointment office nice', 'appointment', 'appointment office', 'appointment office nice', 'office', 'office nice', 'nice']",0,0,0,0,0,1,0.0833333333333333,0.0
95904,The office practices left me feeling a bit distraught.,1,office practice leave feel bit distraught,"['office', 'office practice', 'office practice leave', 'office practice leave feel', 'office practice leave feel bit', 'office practice leave feel bit distraught', 'practice', 'practice leave', 'practice leave feel', 'practice leave feel bit', 'practice leave feel bit distraught', 'leave', 'leave feel', 'leave feel bit', 'leave feel bit distraught', 'feel', 'feel bit', 'feel bit distraught', 'bit', 'bit distraught', 'distraught']",0,0,0,0,0,1,0.1111111111111111,0.0
67674,"Office presentation was neat, kept and quiet with a comfortable decor.",0,office presentation neat keep quiet comfortable door,"['office', 'office presentation', 'office presentation neat', 'office presentation neat keep', 'office presentation neat keep quiet', 'office presentation neat keep quiet comfortable', 'office presentation neat keep quiet comfortable door', 'presentation', 'presentation neat', 'presentation neat keep', 'presentation neat keep quiet', 'presentation neat keep quiet comfortable', 'presentation neat keep quiet comfortable door', 'neat', 'neat keep', 'neat keep quiet', 'neat keep quiet comfortable', 'neat keep quiet comfortable door', 'keep', 'keep quiet', 'keep quiet comfortable', 'keep quiet comfortable door', 'quiet', 'quiet comfortable', 'quiet comfortable door', 'comfortable', 'comfortable door', 'door']",0,0,0,0,0,1,0.0961538461538461,0.0
90303,"Extremely busy office, i am sure do to dr. habib's skills",0,extremely busy office sure dr habit skill,"['extremely', 'extremely busy', 'extremely busy office', 'extremely busy office sure', 'extremely busy office sure dr', 'extremely busy office sure dr habit', 'extremely busy office sure dr habit skill', 'busy', 'busy office', 'busy office sure', 'busy office sure dr', 'busy office sure dr habit', 'busy office sure dr habit skill', 'office', 'office sure', 'office sure dr', 'office sure dr habit', 'office sure dr habit skill', 'sure', 'sure dr', 'sure dr habit', 'sure dr habit skill', 'dr', 'dr habit', 'dr habit skill', 'habit', 'habit skill', 'skill']",0,0,0,0,0,1,0.0961538461538461,0.0
128948,When I left I understood what my problem was and I would Recommend this office to anyone.,0,leave understand problem recommend office,"['leave', 'leave understand', 'leave understand problem', 'leave understand problem recommend', 'leave understand problem recommend office', 'understand', 'understand problem', 'understand problem recommend', 'understand problem recommend office', 'problem', 'problem recommend', 'problem recommend office', 'recommend', 'recommend office', 'office']",0,0,0,0,0,1,0.1282051282051282,0.0
86787,Overall terrific office,0,overall terrific office,"['overall', 'overall terrific', 'overall terrific office', 'terrific', 'terrific office', 'office']",1,1,1,1,1,1,1.0,1.0
88982,It was an absolute pleasure having my surgery done at Dr. Warren's office.,0,absolute pleasure have surgery dr warren office,"['absolute', 'absolute pleasure', 'absolute pleasure have', 'absolute pleasure have surgery', 'absolute pleasure have surgery dr', 'absolute pleasure have surgery dr warren', 'absolute pleasure have surgery dr warren office', 'pleasure', 'pleasure have', 'pleasure have surgery', 'pleasure have surgery dr', 'pleasure have surgery dr warren', 'pleasure have surgery dr warren office', 'have', 'have surgery', 'have surgery dr', 'have surgery dr warren', 'have surgery dr warren office', 'surgery', 'surgery dr', 'surgery dr warren', 'surgery dr warren office', 'dr', 'dr warren', 'dr warren office', 'warren', 'warren office', 'office']",0,0,0,0,0,1,0.0961538461538461,0.0
90337,I was able to get scheduled in the same week instead of waiting over a week like most offices.,0,able schedule instead wait like office,"['able', 'able schedule', 'able schedule instead', 'able schedule instead wait', 'able schedule instead wait like', 'able schedule instead wait like office', 'schedule', 'schedule instead', 'schedule instead wait', 'schedule instead wait like', 'schedule instead wait like office', 'instead', 'instead wait', 'instead wait like', 'instead wait like office', 'wait', 'wait like', 'wait like office', 'like', 'like office', 'office']",0,0,0,0,0,1,0.1111111111111111,0.0
166560,I just got a call from Dr. Smolen's office she requires a visit to fill out the form.,1,get dr smolensk office require visit fill form,"['get', 'get dr', 'get dr smolensk', 'get dr smolensk office', 'get dr smolensk office require', 'get dr smolensk office require visit', 'get dr smolensk office require visit fill', 'get dr smolensk office require visit fill form', 'dr', 'dr smolensk', 'dr smolensk office', 'dr smolensk office require', 'dr smolensk office require visit', 'dr smolensk office require visit fill', 'dr smolensk office require visit fill form', 'smolensk', 'smolensk office', 'smolensk office require', 'smolensk office require visit', 'smolensk office require visit fill', 'smolensk office require visit fill form', 'office', 'office require', 'office require visit', 'office require visit fill', 'office require visit fill form', 'require', 'require visit', 'require visit fill', 'require visit fill form', 'visit', 'visit fill', 'visit fill form', 'fill', 'fill form', 'form']",0,0,0,0,0,1,0.0833333333333333,0.0
92335,. The office runs smoothly.,0,office run smoothly,"['office', 'office run', 'office run smoothly', 'run', 'run smoothly', 'smoothly']",0,0,0,0,0,1,0.1666666666666666,0.0
140085,Dr Koo is a terrific surgeon/physician and I have been seeing her for about 10 years.,0,terrific surgeonphysician see,"['terrific', 'terrific surgeonphysician', 'terrific surgeonphysician see', 'surgeonphysician', 'surgeonphysician see', 'see']",0,0,0,1,0,0,0.1666666666666666,0.0
117292,I've been waiting over 6 months for the office staff to submit paperwork that I turned in.,1,wait office staff submit paperwork turn,"['wait', 'wait office', 'wait office staff', 'wait office staff submit', 'wait office staff submit paperwork', 'wait office staff submit paperwork turn', 'office', 'office staff', 'office staff submit', 'office staff submit paperwork', 'office staff submit paperwork turn', 'staff', 'staff submit', 'staff submit paperwork', 'staff submit paperwork turn', 'submit', 'submit paperwork', 'submit paperwork turn', 'paperwork', 'paperwork turn', 'turn']",0,0,0,0,0,1,0.1111111111111111,0.0
63895,The fact that he came into the waiting room to bring me into the office for my appointment.,0,fact come wait room bring office appointment,"['fact', 'fact come', 'fact come wait', 'fact come wait room', 'fact come wait room bring', 'fact come wait room bring office', 'fact come wait room bring office appointment', 'come', 'come wait', 'come wait room', 'come wait room bring', 'come wait room bring office', 'come wait room bring office appointment', 'wait', 'wait room', 'wait room bring', 'wait room bring office', 'wait room bring office appointment', 'room', 'room bring', 'room bring office', 'room bring office appointment', 'bring', 'bring office', 'bring office appointment', 'office', 'office appointment', 'appointment']",0,0,0,0,0,1,0.0961538461538461,0.0
69560,The office has great hours.,0,office great,"['office', 'office great', 'great']",0,0,0,0,0,1,0.1851851851851851,0.0
141364,I would not hesitate to use and recommend Dr. Robinson and his office to anyone looking to improve their appearance.,0,not hesitate use recommend office look better appearance,"['not', 'not hesitate', 'not hesitate use', 'not hesitate use recommend', 'not hesitate use recommend office', 'not hesitate use recommend office look', 'not hesitate use recommend office look better', 'not hesitate use recommend office look better appearance', 'hesitate', 'hesitate use', 'hesitate use recommend', 'hesitate use recommend office', 'hesitate use recommend office look', 'hesitate use recommend office look better', 'hesitate use recommend office look better appearance', 'use', 'use recommend', 'use recommend office', 'use recommend office look', 'use recommend office look better', 'use recommend office look better appearance', 'recommend', 'recommend office', 'recommend office look', 'recommend office look better', 'recommend office look better appearance', 'office', 'office look', 'office look better', 'office look better appearance', 'look', 'look better', 'look better appearance', 'better', 'better appearance', 'appearance']",0,0,0,0,0,1,0.0833333333333333,0.0
133372,Dr. Becker and the girls in the office are amazing and so kind.,0,girl office amaze kind,"['girl', 'girl office', 'girl office amaze', 'girl office amaze kind', 'office', 'office amaze', 'office amaze kind', 'amaze', 'amaze kind', 'kind']",0,0,0,0,0,1,0.1470588235294117,0.0
159130,"Parking is simple, you have street and garage where the office comps your parking.",0,parking simple street garage office come parking,"['parking', 'parking simple', 'parking simple street', 'parking simple street garage', 'parking simple street garage office', 'parking simple street garage office come', 'parking simple street garage office come parking', 'simple', 'simple street', 'simple street garage', 'simple street garage office', 'simple street garage office come', 'simple street garage office come parking', 'street', 'street garage', 'street garage office', 'street garage office come', 'street garage office come parking', 'garage', 'garage office', 'garage office come', 'garage office come parking', 'office', 'office come', 'office come parking', 'come', 'come parking', 'parking']",0,0,0,0,0,1,0.0961538461538461,0.0
187126,It's disappointing to find such unethical practices as a medical office.,1,disappoint find ethical practice medical office,"['disappoint', 'disappoint find', 'disappoint find ethical', 'disappoint find ethical practice', 'disappoint find ethical practice medical', 'disappoint find ethical practice medical office', 'find', 'find ethical', 'find ethical practice', 'find ethical practice medical', 'find ethical practice medical office', 'ethical', 'ethical practice', 'ethical practice medical', 'ethical practice medical office', 'practice', 'practice medical', 'practice medical office', 'medical', 'medical office', 'office']",0,0,0,0,0,1,0.1111111111111111,0.0
87072,The office is staffed with exceptional professionals who always put the needs of patients first.,0,office stuff exceptional professional need patient,"['office', 'office stuff', 'office stuff exceptional', 'office stuff exceptional professional', 'office stuff exceptional professional need', 'office stuff exceptional professional need patient', 'stuff', 'stuff exceptional', 'stuff exceptional professional', 'stuff exceptional professional need', 'stuff exceptional professional need patient', 'exceptional', 'exceptional professional', 'exceptional professional need', 'exceptional professional need patient', 'professional', 'professional need', 'professional need patient', 'need', 'need patient', 'patient']",0,0,0,0,0,1,0.1111111111111111,0.0
112224,Office personnel was also nice from my time of arrival to the time I left.,0,office personnel nice time arrival time leave,"['office', 'office personnel', 'office personnel nice', 'office personnel nice time', 'office personnel nice time arrival', 'office personnel nice time arrival time', 'office personnel nice time arrival time leave', 'personnel', 'personnel nice', 'personnel nice time', 'personnel nice time arrival', 'personnel nice time arrival time', 'personnel nice time arrival time leave', 'nice', 'nice time', 'nice time arrival', 'nice time arrival time', 'nice time arrival time leave', 'time', 'time arrival', 'time arrival time', 'time arrival time leave', 'arrival', 'arrival time', 'arrival time leave', 'time', 'time leave', 'leave']",0,0,0,0,0,1,0.0961538461538461,0.0
130192,"Overall I had the best experience, I don't really use social media",0,overall good experience use social medium,"['overall', 'overall good', 'overall good experience', 'overall good experience use', 'overall good experience use social', 'overall good experience use social medium', 'good', 'good experience', 'good experience use', 'good experience use social', 'good experience use social medium', 'experience', 'experience use', 'experience use social', 'experience use social medium', 'use', 'use social', 'use social medium', 'social', 'social medium', 'medium']",1,0,0,0,0,0,0.1111111111111111,0.0
57698,Considering the amount of people there it was good overall.  ,0,consider people good overall,"['consider', 'consider people', 'consider people good', 'consider people good overall', 'people', 'people good', 'people good overall', 'good', 'good overall', 'overall']",1,0,0,0,0,0,0.1470588235294117,0.0
186761,"Everyone from the office staff, techs, hygienist, dentists and Dr Ignatowitcz are all top notch.",0,office staff tear hygienic dentist notch,"['office', 'office staff', 'office staff tear', 'office staff tear hygienic', 'office staff tear hygienic dentist', 'office staff tear hygienic dentist notch', 'staff', 'staff tear', 'staff tear hygienic', 'staff tear hygienic dentist', 'staff tear hygienic dentist notch', 'tear', 'tear hygienic', 'tear hygienic dentist', 'tear hygienic dentist notch', 'hygienic', 'hygienic dentist', 'hygienic dentist notch', 'dentist', 'dentist notch', 'notch']",0,0,0,0,0,1,0.1111111111111111,0.0
145630,After going to their office twice now I do not feel comfortable going a third time even though they offered to not charge me.,1,go office twice not feel comfortable go time offer not charge,"['go', 'go office', 'go office twice', 'go office twice not', 'go office twice not feel', 'go office twice not feel comfortable', 'go office twice not feel comfortable go', 'go office twice not feel comfortable go time', 'go office twice not feel comfortable go time offer', 'go office twice not feel comfortable go time offer not', 'go office twice not feel comfortable go time offer not charge', 'office', 'office twice', 'office twice not', 'office twice not feel', 'office twice not feel comfortable', 'office twice not feel comfortable go', 'office twice not feel comfortable go time', 'office twice not feel comfortable go time offer', 'office twice not feel comfortable go time offer not', 'office twice not feel comfortable go time offer not charge', 'twice', 'twice not', 'twice not feel', 'twice not feel comfortable', 'twice not feel comfortable go', 'twice not feel comfortable go time', 'twice not feel comfortable go time offer', 'twice not feel comfortable go time offer not', 'twice not feel comfortable go time offer not charge', 'not', 'not feel', 'not feel comfortable', 'not feel comfortable go', 'not feel comfortable go time', 'not feel comfortable go time offer', 'not feel comfortable go time offer not', 'not feel comfortable go time offer not charge', 'feel', 'feel comfortable', 'feel comfortable go', 'feel comfortable go time', 'feel comfortable go time offer', 'feel comfortable go time offer not', 'feel comfortable go time offer not charge', 'comfortable', 'comfortable go', 'comfortable go time', 'comfortable go time offer', 'comfortable go time offer not', 'comfortable go time offer not charge', 'go', 'go time', 'go time offer', 'go time offer not', 'go time offer not charge', 'time', 'time offer', 'time offer not', 'time offer not charge', 'offer', 'offer not', 'offer not charge', 'not', 'not charge', 'charge']",0,0,0,0,0,1,0.0555555555555555,0.0
96419,Thanks for wasting my time and money on an office visit that accomplished nothing.,1,thanks waste time money office visit accomplished,"['thanks', 'thanks waste', 'thanks waste time', 'thanks waste time money', 'thanks waste time money office', 'thanks waste time money office visit', 'thanks waste time money office visit accomplished', 'waste', 'waste time', 'waste time money', 'waste time money office', 'waste time money office visit', 'waste time money office visit accomplished', 'time', 'time money', 'time money office', 'time money office visit', 'time money office visit accomplished', 'money', 'money office', 'money office visit', 'money office visit accomplished', 'office', 'office visit', 'office visit accomplished', 'visit', 'visit accomplished', 'accomplished']",0,0,0,0,0,1,0.0961538461538461,0.0
80325,waited too long in the office,1,wait long office,"['wait', 'wait long', 'wait long office', 'long', 'long office', 'office']",0,0,0,0,0,1,0.1666666666666666,0.0
