commentId,comment,classification,comment_processed,word_phrase_list,probably,get,get opinion,opinion,opinion make,make,nonrefundable,commitment,similarity_score
99000,"I told him what was bothering me, and right away, he gave me his professional opinion.",0,tell bother right away give professional opinion,"['tell', 'tell bother', 'tell bother right', 'tell bother right away', 'tell bother right away give', 'tell bother right away give professional', 'tell bother right away give professional opinion', 'bother', 'bother right', 'bother right away', 'bother right away give', 'bother right away give professional', 'bother right away give professional opinion', 'right', 'right away', 'right away give', 'right away give professional', 'right away give professional opinion', 'away', 'away give', 'away give professional', 'away give professional opinion', 'give', 'give professional', 'give professional opinion', 'professional', 'professional opinion', 'opinion']",0,0,0,1,0,0,0,0,0.04081632653061224
153440,"I am now 5 days post op, and I feel like I got the Rolls-Royce of Mommy Makeovers.",0,day post op feel like get rollsroyce mummy maneuver,"['day', 'day post', 'day post op', 'day post op feel', 'day post op feel like', 'day post op feel like get', 'day post op feel like get rollsroyce', 'day post op feel like get rollsroyce mummy', 'day post op feel like get rollsroyce mummy maneuver', 'post', 'post op', 'post op feel', 'post op feel like', 'post op feel like get', 'post op feel like get rollsroyce', 'post op feel like get rollsroyce mummy', 'post op feel like get rollsroyce mummy maneuver', 'op', 'op feel', 'op feel like', 'op feel like get', 'op feel like get rollsroyce', 'op feel like get rollsroyce mummy', 'op feel like get rollsroyce mummy maneuver', 'feel', 'feel like', 'feel like get', 'feel like get rollsroyce', 'feel like get rollsroyce mummy', 'feel like get rollsroyce mummy maneuver', 'like', 'like get', 'like get rollsroyce', 'like get rollsroyce mummy', 'like get rollsroyce mummy maneuver', 'get', 'get rollsroyce', 'get rollsroyce mummy', 'get rollsroyce mummy maneuver', 'rollsroyce', 'rollsroyce mummy', 'rollsroyce mummy maneuver', 'mummy', 'mummy maneuver', 'maneuver']",0,1,0,0,0,0,0,0,0.030303030303030304
99858,She cares genuinely about my skin/quality of life and I always feel like she makes the best recommendations,0,care genuinely skinquality life feel like make good recommendation,"['care', 'care genuinely', 'care genuinely skinquality', 'care genuinely skinquality life', 'care genuinely skinquality life feel', 'care genuinely skinquality life feel like', 'care genuinely skinquality life feel like make', 'care genuinely skinquality life feel like make good', 'care genuinely skinquality life feel like make good recommendation', 'genuinely', 'genuinely skinquality', 'genuinely skinquality life', 'genuinely skinquality life feel', 'genuinely skinquality life feel like', 'genuinely skinquality life feel like make', 'genuinely skinquality life feel like make good', 'genuinely skinquality life feel like make good recommendation', 'skinquality', 'skinquality life', 'skinquality life feel', 'skinquality life feel like', 'skinquality life feel like make', 'skinquality life feel like make good', 'skinquality life feel like make good recommendation', 'life', 'life feel', 'life feel like', 'life feel like make', 'life feel like make good', 'life feel like make good recommendation', 'feel', 'feel like', 'feel like make', 'feel like make good', 'feel like make good recommendation', 'like', 'like make', 'like make good', 'like make good recommendation', 'make', 'make good', 'make good recommendation', 'good', 'good recommendation', 'recommendation']",0,0,0,0,0,1,0,0,0.030303030303030304
128347,She got me checked in quickly and let me know what was to come.,0,get check quickly let know come,"['get', 'get check', 'get check quickly', 'get check quickly let', 'get check quickly let know', 'get check quickly let know come', 'check', 'check quickly', 'check quickly let', 'check quickly let know', 'check quickly let know come', 'quickly', 'quickly let', 'quickly let know', 'quickly let know come', 'let', 'let know', 'let know come', 'know', 'know come', 'come']",0,1,0,0,0,0,0,0,0.047619047619047616
178929,network as I am getting low in my maintenance medication that is needed.,0,network get low maintenance meditation need,"['network', 'network get', 'network get low', 'network get low maintenance', 'network get low maintenance meditation', 'network get low maintenance meditation need', 'get', 'get low', 'get low maintenance', 'get low maintenance meditation', 'get low maintenance meditation need', 'low', 'low maintenance', 'low maintenance meditation', 'low maintenance meditation need', 'maintenance', 'maintenance meditation', 'maintenance meditation need', 'meditation', 'meditation need', 'need']",0,1,0,0,0,0,0,0,0.047619047619047616
57688,"Tell us what is going on with the visit, what is getting done.",1,tell go visit get,"['tell', 'tell go', 'tell go visit', 'tell go visit get', 'go', 'go visit', 'go visit get', 'visit', 'visit get', 'get']",0,1,0,0,0,0,0,0,0.06451612903225806
173619,He told me to get a hobby it was all in my head. . Well went for a second opinion and had crohns disease.,1,tell hobby head go opinion crown disease,"['tell', 'tell hobby', 'tell hobby head', 'tell hobby head go', 'tell hobby head go opinion', 'tell hobby head go opinion crown', 'tell hobby head go opinion crown disease', 'hobby', 'hobby head', 'hobby head go', 'hobby head go opinion', 'hobby head go opinion crown', 'hobby head go opinion crown disease', 'head', 'head go', 'head go opinion', 'head go opinion crown', 'head go opinion crown disease', 'go', 'go opinion', 'go opinion crown', 'go opinion crown disease', 'opinion', 'opinion crown', 'opinion crown disease', 'crown', 'crown disease', 'disease']",0,0,0,1,0,0,0,0,0.04081632653061224
99124,I got a prescription but it was never faxed to the local pharmacy.,1,get prescription fix local pharmacy,"['get', 'get prescription', 'get prescription fix', 'get prescription fix local', 'get prescription fix local pharmacy', 'prescription', 'prescription fix', 'prescription fix local', 'prescription fix local pharmacy', 'fix', 'fix local', 'fix local pharmacy', 'local', 'local pharmacy', 'pharmacy']",0,1,0,0,0,0,0,0,0.05555555555555555
90709,I have to admit that I was really nervous but Dr. Segal makes everything seem,0,admit nervous legal make,"['admit', 'admit nervous', 'admit nervous legal', 'admit nervous legal make', 'nervous', 'nervous legal', 'nervous legal make', 'legal', 'legal make', 'make']",0,0,0,0,0,1,0,0,0.06451612903225806
113851,"I got a second opinions from an ENT, and it was confirmed that my caudal septum was still deviated.",1,get opinion go confirm causal septum deviate,"['get', 'get opinion', 'get opinion go', 'get opinion go confirm', 'get opinion go confirm causal', 'get opinion go confirm causal septum', 'get opinion go confirm causal septum deviate', 'opinion', 'opinion go', 'opinion go confirm', 'opinion go confirm causal', 'opinion go confirm causal septum', 'opinion go confirm causal septum deviate', 'go', 'go confirm', 'go confirm causal', 'go confirm causal septum', 'go confirm causal septum deviate', 'confirm', 'confirm causal', 'confirm causal septum', 'confirm causal septum deviate', 'causal', 'causal septum', 'causal septum deviate', 'septum', 'septum deviate', 'deviate']",0,1,1,1,0,0,0,0,0.12244897959183673
150374,called on a wednsday at 3pm got the message closed for the holiday which is on thursday.,1,call wednesday pm get message close,"['call', 'call wednesday', 'call wednesday pm', 'call wednesday pm get', 'call wednesday pm get message', 'call wednesday pm get message close', 'wednesday', 'wednesday pm', 'wednesday pm get', 'wednesday pm get message', 'wednesday pm get message close', 'pm', 'pm get', 'pm get message', 'pm get message close', 'get', 'get message', 'get message close', 'message', 'message close', 'close']",0,1,0,0,0,0,0,0,0.047619047619047616
108452,"He gives you ample opportunity to express your concerns and then gives his expert opinion, filling in gaps that you may not understand.",0,give ample opportunity express concern give expert opinion fill gap not understand,"['give', 'give ample', 'give ample opportunity', 'give ample opportunity express', 'give ample opportunity express concern', 'give ample opportunity express concern give', 'give ample opportunity express concern give expert', 'give ample opportunity express concern give expert opinion', 'give ample opportunity express concern give expert opinion fill', 'give ample opportunity express concern give expert opinion fill gap', 'give ample opportunity express concern give expert opinion fill gap not', 'give ample opportunity express concern give expert opinion fill gap not understand', 'ample', 'ample opportunity', 'ample opportunity express', 'ample opportunity express concern', 'ample opportunity express concern give', 'ample opportunity express concern give expert', 'ample opportunity express concern give expert opinion', 'ample opportunity express concern give expert opinion fill', 'ample opportunity express concern give expert opinion fill gap', 'ample opportunity express concern give expert opinion fill gap not', 'ample opportunity express concern give expert opinion fill gap not understand', 'opportunity', 'opportunity express', 'opportunity express concern', 'opportunity express concern give', 'opportunity express concern give expert', 'opportunity express concern give expert opinion', 'opportunity express concern give expert opinion fill', 'opportunity express concern give expert opinion fill gap', 'opportunity express concern give expert opinion fill gap not', 'opportunity express concern give expert opinion fill gap not understand', 'express', 'express concern', 'express concern give', 'express concern give expert', 'express concern give expert opinion', 'express concern give expert opinion fill', 'express concern give expert opinion fill gap', 'express concern give expert opinion fill gap not', 'express concern give expert opinion fill gap not understand', 'concern', 'concern give', 'concern give expert', 'concern give expert opinion', 'concern give expert opinion fill', 'concern give expert opinion fill gap', 'concern give expert opinion fill gap not', 'concern give expert opinion fill gap not understand', 'give', 'give expert', 'give expert opinion', 'give expert opinion fill', 'give expert opinion fill gap', 'give expert opinion fill gap not', 'give expert opinion fill gap not understand', 'expert', 'expert opinion', 'expert opinion fill', 'expert opinion fill gap', 'expert opinion fill gap not', 'expert opinion fill gap not understand', 'opinion', 'opinion fill', 'opinion fill gap', 'opinion fill gap not', 'opinion fill gap not understand', 'fill', 'fill gap', 'fill gap not', 'fill gap not understand', 'gap', 'gap not', 'gap not understand', 'not', 'not understand', 'understand']",0,0,0,1,0,0,0,0,0.020202020202020204
156725,"and you shouldn't either! [I have gotten a good amount of services that they offer, and they deliver every.",0,get good service offer deliver,"['get', 'get good', 'get good service', 'get good service offer', 'get good service offer deliver', 'good', 'good service', 'good service offer', 'good service offer deliver', 'service', 'service offer', 'service offer deliver', 'offer', 'offer deliver', 'deliver']",0,1,0,0,0,0,0,0,0.05555555555555555
153611,"Then he makes 15 small incisions, I couldn't feel this at all.",0,make small incision feel,"['make', 'make small', 'make small incision', 'make small incision feel', 'small', 'small incision', 'small incision feel', 'incision', 'incision feel', 'feel']",0,0,0,0,0,1,0,0,0.06451612903225806
123340,"Honestly, your whole story makes little sense.",1,honestly story make little sense,"['honestly', 'honestly story', 'honestly story make', 'honestly story make little', 'honestly story make little sense', 'story', 'story make', 'story make little', 'story make little sense', 'make', 'make little', 'make little sense', 'little', 'little sense', 'sense']",0,0,0,0,0,1,0,0,0.05555555555555555
99986,I waited 2 mo for my appt and it got cancelled 2 days before.,1,wait moment apt get cancel,"['wait', 'wait moment', 'wait moment apt', 'wait moment apt get', 'wait moment apt get cancel', 'moment', 'moment apt', 'moment apt get', 'moment apt get cancel', 'apt', 'apt get', 'apt get cancel', 'get', 'get cancel', 'cancel']",0,1,0,0,0,0,0,0,0.05555555555555555
146608,"But I can say, to whatever Dr he asked and got advise about me to not do surgery is a life savor.",0,ask get advise not surgery life savor,"['ask', 'ask get', 'ask get advise', 'ask get advise not', 'ask get advise not surgery', 'ask get advise not surgery life', 'ask get advise not surgery life savor', 'get', 'get advise', 'get advise not', 'get advise not surgery', 'get advise not surgery life', 'get advise not surgery life savor', 'advise', 'advise not', 'advise not surgery', 'advise not surgery life', 'advise not surgery life savor', 'not', 'not surgery', 'not surgery life', 'not surgery life savor', 'surgery', 'surgery life', 'surgery life savor', 'life', 'life savor', 'savor']",0,1,0,0,0,0,0,0,0.04081632653061224
166560,I just got a call from Dr. Smolen's office she requires a visit to fill out the form.,1,get smolensk office require visit fill form,"['get', 'get smolensk', 'get smolensk office', 'get smolensk office require', 'get smolensk office require visit', 'get smolensk office require visit fill', 'get smolensk office require visit fill form', 'smolensk', 'smolensk office', 'smolensk office require', 'smolensk office require visit', 'smolensk office require visit fill', 'smolensk office require visit fill form', 'office', 'office require', 'office require visit', 'office require visit fill', 'office require visit fill form', 'require', 'require visit', 'require visit fill', 'require visit fill form', 'visit', 'visit fill', 'visit fill form', 'fill', 'fill form', 'form']",0,1,0,0,0,0,0,0,0.04081632653061224
144102,"After feeling terrible for a month, and getting nowhere with my PCP, I decided to schedule an appointment with The Center",1,feel terrible get pp decide schedule appointment center,"['feel', 'feel terrible', 'feel terrible get', 'feel terrible get pp', 'feel terrible get pp decide', 'feel terrible get pp decide schedule', 'feel terrible get pp decide schedule appointment', 'feel terrible get pp decide schedule appointment center', 'terrible', 'terrible get', 'terrible get pp', 'terrible get pp decide', 'terrible get pp decide schedule', 'terrible get pp decide schedule appointment', 'terrible get pp decide schedule appointment center', 'get', 'get pp', 'get pp decide', 'get pp decide schedule', 'get pp decide schedule appointment', 'get pp decide schedule appointment center', 'pp', 'pp decide', 'pp decide schedule', 'pp decide schedule appointment', 'pp decide schedule appointment center', 'decide', 'decide schedule', 'decide schedule appointment', 'decide schedule appointment center', 'schedule', 'schedule appointment', 'schedule appointment center', 'appointment', 'appointment center', 'center']",0,1,0,0,0,0,0,0,0.03508771929824561
61000,I was disappointed by the fact that he formulated an opinion through others' input,1,disappoint fact formulate opinion input,"['disappoint', 'disappoint fact', 'disappoint fact formulate', 'disappoint fact formulate opinion', 'disappoint fact formulate opinion input', 'fact', 'fact formulate', 'fact formulate opinion', 'fact formulate opinion input', 'formulate', 'formulate opinion', 'formulate opinion input', 'opinion', 'opinion input', 'input']",0,0,0,1,0,0,0,0,0.05555555555555555
123735,I got a good service in medical center location.,0,get good service medical center location,"['get', 'get good', 'get good service', 'get good service medical', 'get good service medical center', 'get good service medical center location', 'good', 'good service', 'good service medical', 'good service medical center', 'good service medical center location', 'service', 'service medical', 'service medical center', 'service medical center location', 'medical', 'medical center', 'medical center location', 'center', 'center location', 'location']",0,1,0,0,0,0,0,0,0.047619047619047616
114547,and obviously her being on her cell phone was more important than getting me the patient taken care of and on my way.,1,obviously cell phone important get patient take care way,"['obviously', 'obviously cell', 'obviously cell phone', 'obviously cell phone important', 'obviously cell phone important get', 'obviously cell phone important get patient', 'obviously cell phone important get patient take', 'obviously cell phone important get patient take care', 'obviously cell phone important get patient take care way', 'cell', 'cell phone', 'cell phone important', 'cell phone important get', 'cell phone important get patient', 'cell phone important get patient take', 'cell phone important get patient take care', 'cell phone important get patient take care way', 'phone', 'phone important', 'phone important get', 'phone important get patient', 'phone important get patient take', 'phone important get patient take care', 'phone important get patient take care way', 'important', 'important get', 'important get patient', 'important get patient take', 'important get patient take care', 'important get patient take care way', 'get', 'get patient', 'get patient take', 'get patient take care', 'get patient take care way', 'patient', 'patient take', 'patient take care', 'patient take care way', 'take', 'take care', 'take care way', 'care', 'care way', 'way']",0,1,0,0,0,0,0,0,0.030303030303030304
171636,and can't do that anymore because the more I walk the worse the pain gets.,1,anymore walk bad pain get,"['anymore', 'anymore walk', 'anymore walk bad', 'anymore walk bad pain', 'anymore walk bad pain get', 'walk', 'walk bad', 'walk bad pain', 'walk bad pain get', 'bad', 'bad pain', 'bad pain get', 'pain', 'pain get', 'get']",0,1,0,0,0,0,0,0,0.05555555555555555
113024,In my opinion Dr. Ratliff did a great job on my breasts and I've never regretted my choice.,0,opinion sign great job breast regret choice,"['opinion', 'opinion sign', 'opinion sign great', 'opinion sign great job', 'opinion sign great job breast', 'opinion sign great job breast regret', 'opinion sign great job breast regret choice', 'sign', 'sign great', 'sign great job', 'sign great job breast', 'sign great job breast regret', 'sign great job breast regret choice', 'great', 'great job', 'great job breast', 'great job breast regret', 'great job breast regret choice', 'job', 'job breast', 'job breast regret', 'job breast regret choice', 'breast', 'breast regret', 'breast regret choice', 'regret', 'regret choice', 'choice']",0,0,0,1,0,0,0,0,0.04081632653061224
112293,My daughter got her nose job at the beginning of winter break and was able to return to school with no bruises.,0,daughter get nose job break able return school no bruise,"['daughter', 'daughter get', 'daughter get nose', 'daughter get nose job', 'daughter get nose job break', 'daughter get nose job break able', 'daughter get nose job break able return', 'daughter get nose job break able return school', 'daughter get nose job break able return school no', 'daughter get nose job break able return school no bruise', 'get', 'get nose', 'get nose job', 'get nose job break', 'get nose job break able', 'get nose job break able return', 'get nose job break able return school', 'get nose job break able return school no', 'get nose job break able return school no bruise', 'nose', 'nose job', 'nose job break', 'nose job break able', 'nose job break able return', 'nose job break able return school', 'nose job break able return school no', 'nose job break able return school no bruise', 'job', 'job break', 'job break able', 'job break able return', 'job break able return school', 'job break able return school no', 'job break able return school no bruise', 'break', 'break able', 'break able return', 'break able return school', 'break able return school no', 'break able return school no bruise', 'able', 'able return', 'able return school', 'able return school no', 'able return school no bruise', 'return', 'return school', 'return school no', 'return school no bruise', 'school', 'school no', 'school no bruise', 'no', 'no bruise', 'bruise']",0,1,0,0,0,0,0,0,0.02631578947368421
157078,I go to the club now feeling like I was in my 20s and I just love all the attention I am getting.,0,club feel like love attention get,"['club', 'club feel', 'club feel like', 'club feel like love', 'club feel like love attention', 'club feel like love attention get', 'feel', 'feel like', 'feel like love', 'feel like love attention', 'feel like love attention get', 'like', 'like love', 'like love attention', 'like love attention get', 'love', 'love attention', 'love attention get', 'attention', 'attention get', 'get']",0,1,0,0,0,0,0,0,0.047619047619047616
57696,The only thing would be is I would've had assistance getting a wheelchair.,1,thing aid get wheelchair,"['thing', 'thing aid', 'thing aid get', 'thing aid get wheelchair', 'aid', 'aid get', 'aid get wheelchair', 'get', 'get wheelchair', 'wheelchair']",0,1,0,0,0,0,0,0,0.06451612903225806
111987,No one can tell that I got a breast augmentation even though they are DD.,0,no tell get breast pigmentation,"['no', 'no tell', 'no tell get', 'no tell get breast', 'no tell get breast pigmentation', 'tell', 'tell get', 'tell get breast', 'tell get breast pigmentation', 'get', 'get breast', 'get breast pigmentation', 'breast', 'breast pigmentation', 'pigmentation']",0,1,0,0,0,0,0,0,0.05555555555555555
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,0,0,0,0,1,0,0,0.022988505747126436
131213,"and truly cares about getting you to your desired look, not just taking your money.",0,truly care get desire look not take money,"['truly', 'truly care', 'truly care get', 'truly care get desire', 'truly care get desire look', 'truly care get desire look not', 'truly care get desire look not take', 'truly care get desire look not take money', 'care', 'care get', 'care get desire', 'care get desire look', 'care get desire look not', 'care get desire look not take', 'care get desire look not take money', 'get', 'get desire', 'get desire look', 'get desire look not', 'get desire look not take', 'get desire look not take money', 'desire', 'desire look', 'desire look not', 'desire look not take', 'desire look not take money', 'look', 'look not', 'look not take', 'look not take money', 'not', 'not take', 'not take money', 'take', 'take money', 'money']",0,1,0,0,0,0,0,0,0.03508771929824561
135310,"Ever since I got my nose done, I no longer get asked on my ethnicity",0,get nose no long ask ethnicity,"['get', 'get nose', 'get nose no', 'get nose no long', 'get nose no long ask', 'get nose no long ask ethnicity', 'nose', 'nose no', 'nose no long', 'nose no long ask', 'nose no long ask ethnicity', 'no', 'no long', 'no long ask', 'no long ask ethnicity', 'long', 'long ask', 'long ask ethnicity', 'ask', 'ask ethnicity', 'ethnicity']",0,1,0,0,0,0,0,0,0.047619047619047616
85554,My opinion of this doctor is the best of the best.,0,opinion good good,"['opinion', 'opinion good', 'opinion good good', 'good', 'good good', 'good']",0,0,0,1,0,0,0,0,0.07407407407407407
127819,Over the years we?ve heard far too many people with concerns that they are getting diluted Botox.,1,hear far people concern get dilute,"['hear', 'hear far', 'hear far people', 'hear far people concern', 'hear far people concern get', 'hear far people concern get dilute', 'far', 'far people', 'far people concern', 'far people concern get', 'far people concern get dilute', 'people', 'people concern', 'people concern get', 'people concern get dilute', 'concern', 'concern get', 'concern get dilute', 'get', 'get dilute', 'dilute']",0,1,0,0,0,0,0,0,0.047619047619047616
185507,"and I let him , and no difference was made except making the cartilage more damaged and worse .",1,let no difference make cartilage damage bad,"['let', 'let no', 'let no difference', 'let no difference make', 'let no difference make cartilage', 'let no difference make cartilage damage', 'let no difference make cartilage damage bad', 'no', 'no difference', 'no difference make', 'no difference make cartilage', 'no difference make cartilage damage', 'no difference make cartilage damage bad', 'difference', 'difference make', 'difference make cartilage', 'difference make cartilage damage', 'difference make cartilage damage bad', 'make', 'make cartilage', 'make cartilage damage', 'make cartilage damage bad', 'cartilage', 'cartilage damage', 'cartilage damage bad', 'damage', 'damage bad', 'bad']",0,0,0,0,0,1,0,0,0.04081632653061224
103338,Amanda Schultz makes me feel so comfortable and the nurse Kim is so personable!,0,mania schurz make feel comfortable nurse personal,"['mania', 'mania schurz', 'mania schurz make', 'mania schurz make feel', 'mania schurz make feel comfortable', 'mania schurz make feel comfortable nurse', 'mania schurz make feel comfortable nurse personal', 'schurz', 'schurz make', 'schurz make feel', 'schurz make feel comfortable', 'schurz make feel comfortable nurse', 'schurz make feel comfortable nurse personal', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable nurse', 'make feel comfortable nurse personal', 'feel', 'feel comfortable', 'feel comfortable nurse', 'feel comfortable nurse personal', 'comfortable', 'comfortable nurse', 'comfortable nurse personal', 'nurse', 'nurse personal', 'personal']",0,0,0,0,0,1,0,0,0.04081632653061224
189609,"As I aged, the heaviness became more apparent, making my eyes look and feel tired.",1,aged heaviness apparent make eye look feel tire,"['aged', 'aged heaviness', 'aged heaviness apparent', 'aged heaviness apparent make', 'aged heaviness apparent make eye', 'aged heaviness apparent make eye look', 'aged heaviness apparent make eye look feel', 'aged heaviness apparent make eye look feel tire', 'heaviness', 'heaviness apparent', 'heaviness apparent make', 'heaviness apparent make eye', 'heaviness apparent make eye look', 'heaviness apparent make eye look feel', 'heaviness apparent make eye look feel tire', 'apparent', 'apparent make', 'apparent make eye', 'apparent make eye look', 'apparent make eye look feel', 'apparent make eye look feel tire', 'make', 'make eye', 'make eye look', 'make eye look feel', 'make eye look feel tire', 'eye', 'eye look', 'eye look feel', 'eye look feel tire', 'look', 'look feel', 'look feel tire', 'feel', 'feel tire', 'tire']",0,0,0,0,0,1,0,0,0.03508771929824561
115020,They only got me back in the next day because my girlfriend called in to complain.,1,get girlfriend call complain,"['get', 'get girlfriend', 'get girlfriend call', 'get girlfriend call complain', 'girlfriend', 'girlfriend call', 'girlfriend call complain', 'call', 'call complain', 'complain']",0,1,0,0,0,0,0,0,0.06451612903225806
