commentId,comment,classification,comment_processed,word_phrase_list,practice,compassionate,similarity_score
160019,Instead you have an angry customer who's sharing the idiocy of your business practice with anyone who yelps this business.,1,instead angry customer s sharing idiocy business practice help business,"['instead', 'instead angry', 'instead angry customer', 'instead angry customer s', 'instead angry customer s sharing', 'instead angry customer s sharing idiocy', 'instead angry customer s sharing idiocy business', 'instead angry customer s sharing idiocy business practice', 'instead angry customer s sharing idiocy business practice help', 'instead angry customer s sharing idiocy business practice help business', 'angry', 'angry customer', 'angry customer s', 'angry customer s sharing', 'angry customer s sharing idiocy', 'angry customer s sharing idiocy business', 'angry customer s sharing idiocy business practice', 'angry customer s sharing idiocy business practice help', 'angry customer s sharing idiocy business practice help business', 'customer', 'customer s', 'customer s sharing', 'customer s sharing idiocy', 'customer s sharing idiocy business', 'customer s sharing idiocy business practice', 'customer s sharing idiocy business practice help', 'customer s sharing idiocy business practice help business', 's', 's sharing', 's sharing idiocy', 's sharing idiocy business', 's sharing idiocy business practice', 's sharing idiocy business practice help', 's sharing idiocy business practice help business', 'sharing', 'sharing idiocy', 'sharing idiocy business', 'sharing idiocy business practice', 'sharing idiocy business practice help', 'sharing idiocy business practice help business', 'idiocy', 'idiocy business', 'idiocy business practice', 'idiocy business practice help', 'idiocy business practice help business', 'business', 'business practice', 'business practice help', 'business practice help business', 'practice', 'practice help', 'practice help business', 'help', 'help business', 'business']",1,0,0.5
144847,The co-worker that recommended this practice to me has started going to an endocrinologist in Brier Creek which would charge a better copay.,1,worker recommend practice start go endocrinologist brief brook charge good copy,"['worker', 'worker recommend', 'worker recommend practice', 'worker recommend practice start', 'worker recommend practice start go', 'worker recommend practice start go endocrinologist', 'worker recommend practice start go endocrinologist brief', 'worker recommend practice start go endocrinologist brief brook', 'worker recommend practice start go endocrinologist brief brook charge', 'worker recommend practice start go endocrinologist brief brook charge good', 'worker recommend practice start go endocrinologist brief brook charge good copy', 'recommend', 'recommend practice', 'recommend practice start', 'recommend practice start go', 'recommend practice start go endocrinologist', 'recommend practice start go endocrinologist brief', 'recommend practice start go endocrinologist brief brook', 'recommend practice start go endocrinologist brief brook charge', 'recommend practice start go endocrinologist brief brook charge good', 'recommend practice start go endocrinologist brief brook charge good copy', 'practice', 'practice start', 'practice start go', 'practice start go endocrinologist', 'practice start go endocrinologist brief', 'practice start go endocrinologist brief brook', 'practice start go endocrinologist brief brook charge', 'practice start go endocrinologist brief brook charge good', 'practice start go endocrinologist brief brook charge good copy', 'start', 'start go', 'start go endocrinologist', 'start go endocrinologist brief', 'start go endocrinologist brief brook', 'start go endocrinologist brief brook charge', 'start go endocrinologist brief brook charge good', 'start go endocrinologist brief brook charge good copy', 'go', 'go endocrinologist', 'go endocrinologist brief', 'go endocrinologist brief brook', 'go endocrinologist brief brook charge', 'go endocrinologist brief brook charge good', 'go endocrinologist brief brook charge good copy', 'endocrinologist', 'endocrinologist brief', 'endocrinologist brief brook', 'endocrinologist brief brook charge', 'endocrinologist brief brook charge good', 'endocrinologist brief brook charge good copy', 'brief', 'brief brook', 'brief brook charge', 'brief brook charge good', 'brief brook charge good copy', 'brook', 'brook charge', 'brook charge good', 'brook charge good copy', 'charge', 'charge good', 'charge good copy', 'good', 'good copy', 'copy']",1,0,0.5
122353,Dr Chern and all others in the Seaview practice have been outstanding and have had mine and my family health in there best interest.,0,review practice outstanding family health good interest,"['review', 'review practice', 'review practice outstanding', 'review practice outstanding family', 'review practice outstanding family health', 'review practice outstanding family health good', 'review practice outstanding family health good interest', 'practice', 'practice outstanding', 'practice outstanding family', 'practice outstanding family health', 'practice outstanding family health good', 'practice outstanding family health good interest', 'outstanding', 'outstanding family', 'outstanding family health', 'outstanding family health good', 'outstanding family health good interest', 'family', 'family health', 'family health good', 'family health good interest', 'health', 'health good', 'health good interest', 'good', 'good interest', 'interest']",1,0,0.5
113617,but the practice is clearly poorly managed and the non-medical staff have exceptionally bad judgement.,1,practice clearly poorly manage nonmedical staff exceptionally bad judgment,"['practice', 'practice clearly', 'practice clearly poorly', 'practice clearly poorly manage', 'practice clearly poorly manage nonmedical', 'practice clearly poorly manage nonmedical staff', 'practice clearly poorly manage nonmedical staff exceptionally', 'practice clearly poorly manage nonmedical staff exceptionally bad', 'practice clearly poorly manage nonmedical staff exceptionally bad judgment', 'clearly', 'clearly poorly', 'clearly poorly manage', 'clearly poorly manage nonmedical', 'clearly poorly manage nonmedical staff', 'clearly poorly manage nonmedical staff exceptionally', 'clearly poorly manage nonmedical staff exceptionally bad', 'clearly poorly manage nonmedical staff exceptionally bad judgment', 'poorly', 'poorly manage', 'poorly manage nonmedical', 'poorly manage nonmedical staff', 'poorly manage nonmedical staff exceptionally', 'poorly manage nonmedical staff exceptionally bad', 'poorly manage nonmedical staff exceptionally bad judgment', 'manage', 'manage nonmedical', 'manage nonmedical staff', 'manage nonmedical staff exceptionally', 'manage nonmedical staff exceptionally bad', 'manage nonmedical staff exceptionally bad judgment', 'nonmedical', 'nonmedical staff', 'nonmedical staff exceptionally', 'nonmedical staff exceptionally bad', 'nonmedical staff exceptionally bad judgment', 'staff', 'staff exceptionally', 'staff exceptionally bad', 'staff exceptionally bad judgment', 'exceptionally', 'exceptionally bad', 'exceptionally bad judgment', 'bad', 'bad judgment', 'judgment']",1,0,0.5
173671,and it's a real shame because that's hurting this practice.,1,real shame s hurt practice,"['real', 'real shame', 'real shame s', 'real shame s hurt', 'real shame s hurt practice', 'shame', 'shame s', 'shame s hurt', 'shame s hurt practice', 's', 's hurt', 's hurt practice', 'hurt', 'hurt practice', 'practice']",1,0,0.5
118753,"I am very happy with this practice, the doctor is a miracle worker.",0,happy practice doctor miracle worker,"['happy', 'happy practice', 'happy practice doctor', 'happy practice doctor miracle', 'happy practice doctor miracle worker', 'practice', 'practice doctor', 'practice doctor miracle', 'practice doctor miracle worker', 'doctor', 'doctor miracle', 'doctor miracle worker', 'miracle', 'miracle worker', 'worker']",1,0,0.5
158316,"Compassionate, caring, complete health care management professional provider !!",0,compassionate dare complete health care management professional provider,"['compassionate', 'compassionate dare', 'compassionate dare complete', 'compassionate dare complete health', 'compassionate dare complete health care', 'compassionate dare complete health care management', 'compassionate dare complete health care management professional', 'compassionate dare complete health care management professional provider', 'dare', 'dare complete', 'dare complete health', 'dare complete health care', 'dare complete health care management', 'dare complete health care management professional', 'dare complete health care management professional provider', 'complete', 'complete health', 'complete health care', 'complete health care management', 'complete health care management professional', 'complete health care management professional provider', 'health', 'health care', 'health care management', 'health care management professional', 'health care management professional provider', 'care', 'care management', 'care management professional', 'care management professional provider', 'management', 'management professional', 'management professional provider', 'professional', 'professional provider', 'provider']",0,1,0.5
62795,Very compassionate,0,compassionate,['compassionate'],0,1,0.5
158787,I wonder if the Dr. knows she is ruining his practice.,1,wonder dr know ruin practice,"['wonder', 'wonder dr', 'wonder dr know', 'wonder dr know ruin', 'wonder dr know ruin practice', 'dr', 'dr know', 'dr know ruin', 'dr know ruin practice', 'know', 'know ruin', 'know ruin practice', 'ruin', 'ruin practice', 'practice']",1,0,0.5
61050,He's very compassionate,0,s compassionate,"['s', 's compassionate', 'compassionate']",0,1,0.5
188775,Overall practice management was frustrating to work with and inconsistent.,1,overall practice management frustration work inconsistent,"['overall', 'overall practice', 'overall practice management', 'overall practice management frustration', 'overall practice management frustration work', 'overall practice management frustration work inconsistent', 'practice', 'practice management', 'practice management frustration', 'practice management frustration work', 'practice management frustration work inconsistent', 'management', 'management frustration', 'management frustration work', 'management frustration work inconsistent', 'frustration', 'frustration work', 'frustration work inconsistent', 'work', 'work inconsistent', 'inconsistent']",1,0,0.5
120270,"The doctor was very good, competent and compassionate.",0,doctor good competent compassionate,"['doctor', 'doctor good', 'doctor good competent', 'doctor good competent compassionate', 'good', 'good competent', 'good competent compassionate', 'competent', 'competent compassionate', 'compassionate']",0,1,0.5
163956,My skin is really bad and I've been going to this practice for a year and I haven't been getting better.,1,skin bad ve go practice get good,"['skin', 'skin bad', 'skin bad ve', 'skin bad ve go', 'skin bad ve go practice', 'skin bad ve go practice get', 'skin bad ve go practice get good', 'bad', 'bad ve', 'bad ve go', 'bad ve go practice', 'bad ve go practice get', 'bad ve go practice get good', 've', 've go', 've go practice', 've go practice get', 've go practice get good', 'go', 'go practice', 'go practice get', 'go practice get good', 'practice', 'practice get', 'practice get good', 'get', 'get good', 'good']",1,0,0.5
109127,If I could give this practice a 0 I would.,1,practice,['practice'],1,0,0.5
104969,This practice is amazing.,0,practice amaze,"['practice', 'practice amaze', 'amaze']",1,0,0.5
118292,A visit to this practice is probably one of the more unpleasant experiences you will ever have.,1,visit practice probably unpleasant experience,"['visit', 'visit practice', 'visit practice probably', 'visit practice probably unpleasant', 'visit practice probably unpleasant experience', 'practice', 'practice probably', 'practice probably unpleasant', 'practice probably unpleasant experience', 'probably', 'probably unpleasant', 'probably unpleasant experience', 'unpleasant', 'unpleasant experience', 'experience']",1,0,0.5
123048,I was really happy to here that the Dr. had his private practice.,0,happy dr private practice,"['happy', 'happy dr', 'happy dr private', 'happy dr private practice', 'dr', 'dr private', 'dr private practice', 'private', 'private practice', 'practice']",1,0,0.5
189819,"banned from their practice, I have never left a doctor or establishment a bad review until my husband",1,banner practice leave doctor establishment bad review husband,"['banner', 'banner practice', 'banner practice leave', 'banner practice leave doctor', 'banner practice leave doctor establishment', 'banner practice leave doctor establishment bad', 'banner practice leave doctor establishment bad review', 'banner practice leave doctor establishment bad review husband', 'practice', 'practice leave', 'practice leave doctor', 'practice leave doctor establishment', 'practice leave doctor establishment bad', 'practice leave doctor establishment bad review', 'practice leave doctor establishment bad review husband', 'leave', 'leave doctor', 'leave doctor establishment', 'leave doctor establishment bad', 'leave doctor establishment bad review', 'leave doctor establishment bad review husband', 'doctor', 'doctor establishment', 'doctor establishment bad', 'doctor establishment bad review', 'doctor establishment bad review husband', 'establishment', 'establishment bad', 'establishment bad review', 'establishment bad review husband', 'bad', 'bad review', 'bad review husband', 'review', 'review husband', 'husband']",1,0,0.5
102999,"She is equal parts intelligent and thoughtful, taking beyond adequate time with her patients despite a bustling practice!",0,equal part intelligent thoughtful take adequate time patient despite bustle practice,"['equal', 'equal part', 'equal part intelligent', 'equal part intelligent thoughtful', 'equal part intelligent thoughtful take', 'equal part intelligent thoughtful take adequate', 'equal part intelligent thoughtful take adequate time', 'equal part intelligent thoughtful take adequate time patient', 'equal part intelligent thoughtful take adequate time patient despite', 'equal part intelligent thoughtful take adequate time patient despite bustle', 'equal part intelligent thoughtful take adequate time patient despite bustle practice', 'part', 'part intelligent', 'part intelligent thoughtful', 'part intelligent thoughtful take', 'part intelligent thoughtful take adequate', 'part intelligent thoughtful take adequate time', 'part intelligent thoughtful take adequate time patient', 'part intelligent thoughtful take adequate time patient despite', 'part intelligent thoughtful take adequate time patient despite bustle', 'part intelligent thoughtful take adequate time patient despite bustle practice', 'intelligent', 'intelligent thoughtful', 'intelligent thoughtful take', 'intelligent thoughtful take adequate', 'intelligent thoughtful take adequate time', 'intelligent thoughtful take adequate time patient', 'intelligent thoughtful take adequate time patient despite', 'intelligent thoughtful take adequate time patient despite bustle', 'intelligent thoughtful take adequate time patient despite bustle practice', 'thoughtful', 'thoughtful take', 'thoughtful take adequate', 'thoughtful take adequate time', 'thoughtful take adequate time patient', 'thoughtful take adequate time patient despite', 'thoughtful take adequate time patient despite bustle', 'thoughtful take adequate time patient despite bustle practice', 'take', 'take adequate', 'take adequate time', 'take adequate time patient', 'take adequate time patient despite', 'take adequate time patient despite bustle', 'take adequate time patient despite bustle practice', 'adequate', 'adequate time', 'adequate time patient', 'adequate time patient despite', 'adequate time patient despite bustle', 'adequate time patient despite bustle practice', 'time', 'time patient', 'time patient despite', 'time patient despite bustle', 'time patient despite bustle practice', 'patient', 'patient despite', 'patient despite bustle', 'patient despite bustle practice', 'despite', 'despite bustle', 'despite bustle practice', 'bustle', 'bustle practice', 'practice']",1,0,0.5
153480,We are lucky to have him practice in our area.,0,lucky practice area,"['lucky', 'lucky practice', 'lucky practice area', 'practice', 'practice area', 'area']",1,0,0.5
103806,"The others in the practice are excellent also, Lynn, Glenn, Lana and Ginny",0,practice excellent giant,"['practice', 'practice excellent', 'practice excellent giant', 'excellent', 'excellent giant', 'giant']",1,0,0.5
181059,I could not be happier and Smileology is the premier practice on the Emerald Coast for complete dental care.,0,happy smileology premier practice emerald coast complete dental care,"['happy', 'happy smileology', 'happy smileology premier', 'happy smileology premier practice', 'happy smileology premier practice emerald', 'happy smileology premier practice emerald coast', 'happy smileology premier practice emerald coast complete', 'happy smileology premier practice emerald coast complete dental', 'happy smileology premier practice emerald coast complete dental care', 'smileology', 'smileology premier', 'smileology premier practice', 'smileology premier practice emerald', 'smileology premier practice emerald coast', 'smileology premier practice emerald coast complete', 'smileology premier practice emerald coast complete dental', 'smileology premier practice emerald coast complete dental care', 'premier', 'premier practice', 'premier practice emerald', 'premier practice emerald coast', 'premier practice emerald coast complete', 'premier practice emerald coast complete dental', 'premier practice emerald coast complete dental care', 'practice', 'practice emerald', 'practice emerald coast', 'practice emerald coast complete', 'practice emerald coast complete dental', 'practice emerald coast complete dental care', 'emerald', 'emerald coast', 'emerald coast complete', 'emerald coast complete dental', 'emerald coast complete dental care', 'coast', 'coast complete', 'coast complete dental', 'coast complete dental care', 'complete', 'complete dental', 'complete dental care', 'dental', 'dental care', 'care']",1,0,0.5
163758,His practice exemplifies patient care at its finest.,0,practice exemplify patient care fine,"['practice', 'practice exemplify', 'practice exemplify patient', 'practice exemplify patient care', 'practice exemplify patient care fine', 'exemplify', 'exemplify patient', 'exemplify patient care', 'exemplify patient care fine', 'patient', 'patient care', 'patient care fine', 'care', 'care fine', 'fine']",1,0,0.5
189800,"The nutrition class was great, I personally learned a lot of healthy practices.",0,nutrition class great personally learn lot healthy practice,"['nutrition', 'nutrition class', 'nutrition class great', 'nutrition class great personally', 'nutrition class great personally learn', 'nutrition class great personally learn lot', 'nutrition class great personally learn lot healthy', 'nutrition class great personally learn lot healthy practice', 'class', 'class great', 'class great personally', 'class great personally learn', 'class great personally learn lot', 'class great personally learn lot healthy', 'class great personally learn lot healthy practice', 'great', 'great personally', 'great personally learn', 'great personally learn lot', 'great personally learn lot healthy', 'great personally learn lot healthy practice', 'personally', 'personally learn', 'personally learn lot', 'personally learn lot healthy', 'personally learn lot healthy practice', 'learn', 'learn lot', 'learn lot healthy', 'learn lot healthy practice', 'lot', 'lot healthy', 'lot healthy practice', 'healthy', 'healthy practice', 'practice']",1,0,0.5
66704,"I've followed her from the Brigham, to private practice and finally to MGH.",0,ve follow brigham private practice finally ugh,"['ve', 've follow', 've follow brigham', 've follow brigham private', 've follow brigham private practice', 've follow brigham private practice finally', 've follow brigham private practice finally ugh', 'follow', 'follow brigham', 'follow brigham private', 'follow brigham private practice', 'follow brigham private practice finally', 'follow brigham private practice finally ugh', 'brigham', 'brigham private', 'brigham private practice', 'brigham private practice finally', 'brigham private practice finally ugh', 'private', 'private practice', 'private practice finally', 'private practice finally ugh', 'practice', 'practice finally', 'practice finally ugh', 'finally', 'finally ugh', 'ugh']",1,0,0.5
120794,"Dr. Wideroff recently performed hernia surgery on me and I have never met a more honest, compassionate, and truly caring surgeon in my life.",0,recently perform hernia surgery meet honest compassionate truly dare surgeon life,"['recently', 'recently perform', 'recently perform hernia', 'recently perform hernia surgery', 'recently perform hernia surgery meet', 'recently perform hernia surgery meet honest', 'recently perform hernia surgery meet honest compassionate', 'recently perform hernia surgery meet honest compassionate truly', 'recently perform hernia surgery meet honest compassionate truly dare', 'recently perform hernia surgery meet honest compassionate truly dare surgeon', 'recently perform hernia surgery meet honest compassionate truly dare surgeon life', 'perform', 'perform hernia', 'perform hernia surgery', 'perform hernia surgery meet', 'perform hernia surgery meet honest', 'perform hernia surgery meet honest compassionate', 'perform hernia surgery meet honest compassionate truly', 'perform hernia surgery meet honest compassionate truly dare', 'perform hernia surgery meet honest compassionate truly dare surgeon', 'perform hernia surgery meet honest compassionate truly dare surgeon life', 'hernia', 'hernia surgery', 'hernia surgery meet', 'hernia surgery meet honest', 'hernia surgery meet honest compassionate', 'hernia surgery meet honest compassionate truly', 'hernia surgery meet honest compassionate truly dare', 'hernia surgery meet honest compassionate truly dare surgeon', 'hernia surgery meet honest compassionate truly dare surgeon life', 'surgery', 'surgery meet', 'surgery meet honest', 'surgery meet honest compassionate', 'surgery meet honest compassionate truly', 'surgery meet honest compassionate truly dare', 'surgery meet honest compassionate truly dare surgeon', 'surgery meet honest compassionate truly dare surgeon life', 'meet', 'meet honest', 'meet honest compassionate', 'meet honest compassionate truly', 'meet honest compassionate truly dare', 'meet honest compassionate truly dare surgeon', 'meet honest compassionate truly dare surgeon life', 'honest', 'honest compassionate', 'honest compassionate truly', 'honest compassionate truly dare', 'honest compassionate truly dare surgeon', 'honest compassionate truly dare surgeon life', 'compassionate', 'compassionate truly', 'compassionate truly dare', 'compassionate truly dare surgeon', 'compassionate truly dare surgeon life', 'truly', 'truly dare', 'truly dare surgeon', 'truly dare surgeon life', 'dare', 'dare surgeon', 'dare surgeon life', 'surgeon', 'surgeon life', 'life']",0,1,0.5
123174,"I will admit, my past experience with this practice has been hit or miss,",1,admit past experience practice hit miss,"['admit', 'admit past', 'admit past experience', 'admit past experience practice', 'admit past experience practice hit', 'admit past experience practice hit miss', 'past', 'past experience', 'past experience practice', 'past experience practice hit', 'past experience practice hit miss', 'experience', 'experience practice', 'experience practice hit', 'experience practice hit miss', 'practice', 'practice hit', 'practice hit miss', 'hit', 'hit miss', 'miss']",1,0,0.5
164886,"This practice is special - the level of skill and human care is just unmatched, and trust me I know.",0,practice special level skill human care snatch trust know,"['practice', 'practice special', 'practice special level', 'practice special level skill', 'practice special level skill human', 'practice special level skill human care', 'practice special level skill human care snatch', 'practice special level skill human care snatch trust', 'practice special level skill human care snatch trust know', 'special', 'special level', 'special level skill', 'special level skill human', 'special level skill human care', 'special level skill human care snatch', 'special level skill human care snatch trust', 'special level skill human care snatch trust know', 'level', 'level skill', 'level skill human', 'level skill human care', 'level skill human care snatch', 'level skill human care snatch trust', 'level skill human care snatch trust know', 'skill', 'skill human', 'skill human care', 'skill human care snatch', 'skill human care snatch trust', 'skill human care snatch trust know', 'human', 'human care', 'human care snatch', 'human care snatch trust', 'human care snatch trust know', 'care', 'care snatch', 'care snatch trust', 'care snatch trust know', 'snatch', 'snatch trust', 'snatch trust know', 'trust', 'trust know', 'know']",1,0,0.5
66507,"He is compassionate, brilliant.",0,compassionate brilliant,"['compassionate', 'compassionate brilliant', 'brilliant']",0,1,0.5
168854,Do not recommend this practice if you have serious dermatological issues or conditions.,1,recommend practice dermatologic issue condition,"['recommend', 'recommend practice', 'recommend practice dermatologic', 'recommend practice dermatologic issue', 'recommend practice dermatologic issue condition', 'practice', 'practice dermatologic', 'practice dermatologic issue', 'practice dermatologic issue condition', 'dermatologic', 'dermatologic issue', 'dermatologic issue condition', 'issue', 'issue condition', 'condition']",1,0,0.5
