commentId,comment,classification,comment_processed,word_phrase_list,information,information information,cost,article,class,similarity_score
170656,but Dr. Z was very thorough on information that should be shared with me regarding my requested procedures.,0,dr z thorough information share request procedure,"['dr', 'dr z', 'dr z thorough', 'dr z thorough information', 'dr z thorough information share', 'dr z thorough information share request', 'dr z thorough information share request procedure', 'z', 'z thorough', 'z thorough information', 'z thorough information share', 'z thorough information share request', 'z thorough information share request procedure', 'thorough', 'thorough information', 'thorough information share', 'thorough information share request', 'thorough information share request procedure', 'information', 'information share', 'information share request', 'information share request procedure', 'share', 'share request', 'share request procedure', 'request', 'request procedure', 'procedure']",1,0,0,0,0,0.18181818181818182
178441,Post-surgery Dr. Bonasso met with me on a daily basis and again was very informative about what to expect during my recovery.,0,postsurgery meet basis information expect recovery,"['postsurgery', 'postsurgery meet', 'postsurgery meet basis', 'postsurgery meet basis information', 'postsurgery meet basis information expect', 'postsurgery meet basis information expect recovery', 'meet', 'meet basis', 'meet basis information', 'meet basis information expect', 'meet basis information expect recovery', 'basis', 'basis information', 'basis information expect', 'basis information expect recovery', 'information', 'information expect', 'information expect recovery', 'expect', 'expect recovery', 'recovery']",1,0,0,0,0,0.18181818181818182
142483,Everyone was informative and pleasant...they seemed happy to be at work!,0,information pleasantthey happy work,"['information', 'information pleasantthey', 'information pleasantthey happy', 'information pleasantthey happy work', 'pleasantthey', 'pleasantthey happy', 'pleasantthey happy work', 'happy', 'happy work', 'work']",1,0,0,0,0,0.18181818181818182
123840,"Based on my experience, this is a class operation.",0,base experience class operation,"['base', 'base experience', 'base experience class', 'base experience class operation', 'experience', 'experience class', 'experience class operation', 'class', 'class operation', 'operation']",0,0,0,0,1,0.09090909090909091
104331,"I know that the skills that I brought to the table in my current position were strengthened by my classes, specifically: research, writing",0,know skill bring table current position strengthen class specifically research write,"['know', 'know skill', 'know skill bring', 'know skill bring table', 'know skill bring table current', 'know skill bring table current position', 'know skill bring table current position strengthen', 'know skill bring table current position strengthen class', 'know skill bring table current position strengthen class specifically', 'know skill bring table current position strengthen class specifically research', 'know skill bring table current position strengthen class specifically research write', 'skill', 'skill bring', 'skill bring table', 'skill bring table current', 'skill bring table current position', 'skill bring table current position strengthen', 'skill bring table current position strengthen class', 'skill bring table current position strengthen class specifically', 'skill bring table current position strengthen class specifically research', 'skill bring table current position strengthen class specifically research write', 'bring', 'bring table', 'bring table current', 'bring table current position', 'bring table current position strengthen', 'bring table current position strengthen class', 'bring table current position strengthen class specifically', 'bring table current position strengthen class specifically research', 'bring table current position strengthen class specifically research write', 'table', 'table current', 'table current position', 'table current position strengthen', 'table current position strengthen class', 'table current position strengthen class specifically', 'table current position strengthen class specifically research', 'table current position strengthen class specifically research write', 'current', 'current position', 'current position strengthen', 'current position strengthen class', 'current position strengthen class specifically', 'current position strengthen class specifically research', 'current position strengthen class specifically research write', 'position', 'position strengthen', 'position strengthen class', 'position strengthen class specifically', 'position strengthen class specifically research', 'position strengthen class specifically research write', 'strengthen', 'strengthen class', 'strengthen class specifically', 'strengthen class specifically research', 'strengthen class specifically research write', 'class', 'class specifically', 'class specifically research', 'class specifically research write', 'specifically', 'specifically research', 'specifically research write', 'research', 'research write', 'write']",0,0,0,0,1,0.09090909090909091
131649,"I appreciate the openness about costs, it reduces the stress of the whole experience significantly for me to have such open transparency.",0,appreciate openness cost reduce stress experience significantly open transparent,"['appreciate', 'appreciate openness', 'appreciate openness cost', 'appreciate openness cost reduce', 'appreciate openness cost reduce stress', 'appreciate openness cost reduce stress experience', 'appreciate openness cost reduce stress experience significantly', 'appreciate openness cost reduce stress experience significantly open', 'appreciate openness cost reduce stress experience significantly open transparent', 'openness', 'openness cost', 'openness cost reduce', 'openness cost reduce stress', 'openness cost reduce stress experience', 'openness cost reduce stress experience significantly', 'openness cost reduce stress experience significantly open', 'openness cost reduce stress experience significantly open transparent', 'cost', 'cost reduce', 'cost reduce stress', 'cost reduce stress experience', 'cost reduce stress experience significantly', 'cost reduce stress experience significantly open', 'cost reduce stress experience significantly open transparent', 'reduce', 'reduce stress', 'reduce stress experience', 'reduce stress experience significantly', 'reduce stress experience significantly open', 'reduce stress experience significantly open transparent', 'stress', 'stress experience', 'stress experience significantly', 'stress experience significantly open', 'stress experience significantly open transparent', 'experience', 'experience significantly', 'experience significantly open', 'experience significantly open transparent', 'significantly', 'significantly open', 'significantly open transparent', 'open', 'open transparent', 'transparent']",0,0,1,0,0,0.09090909090909091
147656,I felt very prepared upon my arrival because of all the information that was provided to me during my pre-op experience.,0,feel prepare arrival information provide prop experience,"['feel', 'feel prepare', 'feel prepare arrival', 'feel prepare arrival information', 'feel prepare arrival information provide', 'feel prepare arrival information provide prop', 'feel prepare arrival information provide prop experience', 'prepare', 'prepare arrival', 'prepare arrival information', 'prepare arrival information provide', 'prepare arrival information provide prop', 'prepare arrival information provide prop experience', 'arrival', 'arrival information', 'arrival information provide', 'arrival information provide prop', 'arrival information provide prop experience', 'information', 'information provide', 'information provide prop', 'information provide prop experience', 'provide', 'provide prop', 'provide prop experience', 'prop', 'prop experience', 'experience']",1,0,0,0,0,0.18181818181818182
125621,They create a nice sense of community within the practice by hosting open yoga and meditation/mindfulness classes.,0,create nice sense community practice cost open meditationmindfulness class,"['create', 'create nice', 'create nice sense', 'create nice sense community', 'create nice sense community practice', 'create nice sense community practice cost', 'create nice sense community practice cost open', 'create nice sense community practice cost open meditationmindfulness', 'create nice sense community practice cost open meditationmindfulness class', 'nice', 'nice sense', 'nice sense community', 'nice sense community practice', 'nice sense community practice cost', 'nice sense community practice cost open', 'nice sense community practice cost open meditationmindfulness', 'nice sense community practice cost open meditationmindfulness class', 'sense', 'sense community', 'sense community practice', 'sense community practice cost', 'sense community practice cost open', 'sense community practice cost open meditationmindfulness', 'sense community practice cost open meditationmindfulness class', 'community', 'community practice', 'community practice cost', 'community practice cost open', 'community practice cost open meditationmindfulness', 'community practice cost open meditationmindfulness class', 'practice', 'practice cost', 'practice cost open', 'practice cost open meditationmindfulness', 'practice cost open meditationmindfulness class', 'cost', 'cost open', 'cost open meditationmindfulness', 'cost open meditationmindfulness class', 'open', 'open meditationmindfulness', 'open meditationmindfulness class', 'meditationmindfulness', 'meditationmindfulness class', 'class']",0,0,1,0,1,0.18181818181818182
122166,They have always been transparent about costs and everything that is going to happen and they are usually available for questions or concerns.,0,transparent cost go happen normally available question concern,"['transparent', 'transparent cost', 'transparent cost go', 'transparent cost go happen', 'transparent cost go happen normally', 'transparent cost go happen normally available', 'transparent cost go happen normally available question', 'transparent cost go happen normally available question concern', 'cost', 'cost go', 'cost go happen', 'cost go happen normally', 'cost go happen normally available', 'cost go happen normally available question', 'cost go happen normally available question concern', 'go', 'go happen', 'go happen normally', 'go happen normally available', 'go happen normally available question', 'go happen normally available question concern', 'happen', 'happen normally', 'happen normally available', 'happen normally available question', 'happen normally available question concern', 'normally', 'normally available', 'normally available question', 'normally available question concern', 'available', 'available question', 'available question concern', 'question', 'question concern', 'concern']",0,0,1,0,0,0.09090909090909091
113807,We must come together to make a class action and stop this fraud that they are doing.,1,come class action stop fraud,"['come', 'come class', 'come class action', 'come class action stop', 'come class action stop fraud', 'class', 'class action', 'class action stop', 'class action stop fraud', 'action', 'action stop', 'action stop fraud', 'stop', 'stop fraud', 'fraud']",0,0,0,0,1,0.09090909090909091
185378,Great information and resources to share in our community,0,great information resource share community,"['great', 'great information', 'great information resource', 'great information resource share', 'great information resource share community', 'information', 'information resource', 'information resource share', 'information resource share community', 'resource', 'resource share', 'resource share community', 'share', 'share community', 'community']",1,0,0,0,0,0.18181818181818182
145189,You may also be asked to pay a ransom or you get your personal information posted online.,1,ask pay ransom personal information post on-line,"['ask', 'ask pay', 'ask pay ransom', 'ask pay ransom personal', 'ask pay ransom personal information', 'ask pay ransom personal information post', 'ask pay ransom personal information post on-line', 'pay', 'pay ransom', 'pay ransom personal', 'pay ransom personal information', 'pay ransom personal information post', 'pay ransom personal information post on-line', 'ransom', 'ransom personal', 'ransom personal information', 'ransom personal information post', 'ransom personal information post on-line', 'personal', 'personal information', 'personal information post', 'personal information post on-line', 'information', 'information post', 'information post on-line', 'post', 'post on-line', 'on-line']",1,0,0,0,0,0.18181818181818182
102203,"She was kind, patient, and very informative as she completed my Well Woman exam.",0,kind patient information complete woman examination,"['kind', 'kind patient', 'kind patient information', 'kind patient information complete', 'kind patient information complete woman', 'kind patient information complete woman examination', 'patient', 'patient information', 'patient information complete', 'patient information complete woman', 'patient information complete woman examination', 'information', 'information complete', 'information complete woman', 'information complete woman examination', 'complete', 'complete woman', 'complete woman examination', 'woman', 'woman examination', 'examination']",1,0,0,0,0,0.18181818181818182
70916,Very informative and very courteous.,0,information courteous,"['information', 'information courteous', 'courteous']",1,0,0,0,0,0.18181818181818182
148823,"Then they give you the run around, making you go to several appointments that are pointless but cost a good 100 bucks each time.",1,run make appointment painless cost good buck time,"['run', 'run make', 'run make appointment', 'run make appointment painless', 'run make appointment painless cost', 'run make appointment painless cost good', 'run make appointment painless cost good buck', 'run make appointment painless cost good buck time', 'make', 'make appointment', 'make appointment painless', 'make appointment painless cost', 'make appointment painless cost good', 'make appointment painless cost good buck', 'make appointment painless cost good buck time', 'appointment', 'appointment painless', 'appointment painless cost', 'appointment painless cost good', 'appointment painless cost good buck', 'appointment painless cost good buck time', 'painless', 'painless cost', 'painless cost good', 'painless cost good buck', 'painless cost good buck time', 'cost', 'cost good', 'cost good buck', 'cost good buck time', 'good', 'good buck', 'good buck time', 'buck', 'buck time', 'time']",0,0,1,0,0,0.09090909090909091
97804,I would tell anyone to go see Dr. Woliner no matter the cost if you really want to find help.,0,tell dr oliver matter cost want find help,"['tell', 'tell dr', 'tell dr oliver', 'tell dr oliver matter', 'tell dr oliver matter cost', 'tell dr oliver matter cost want', 'tell dr oliver matter cost want find', 'tell dr oliver matter cost want find help', 'dr', 'dr oliver', 'dr oliver matter', 'dr oliver matter cost', 'dr oliver matter cost want', 'dr oliver matter cost want find', 'dr oliver matter cost want find help', 'oliver', 'oliver matter', 'oliver matter cost', 'oliver matter cost want', 'oliver matter cost want find', 'oliver matter cost want find help', 'matter', 'matter cost', 'matter cost want', 'matter cost want find', 'matter cost want find help', 'cost', 'cost want', 'cost want find', 'cost want find help', 'want', 'want find', 'want find help', 'find', 'find help', 'help']",0,0,1,0,0,0.09090909090909091
179005,and it cost me another $300 to have a separate consultation with him.,1,cost separate consultation,"['cost', 'cost separate', 'cost separate consultation', 'separate', 'separate consultation', 'consultation']",0,0,1,0,0,0.09090909090909091
169576,Im still waiting to get complete information about the procedure discussed,1,m wait complete information procedure discuss,"['m', 'm wait', 'm wait complete', 'm wait complete information', 'm wait complete information procedure', 'm wait complete information procedure discuss', 'wait', 'wait complete', 'wait complete information', 'wait complete information procedure', 'wait complete information procedure discuss', 'complete', 'complete information', 'complete information procedure', 'complete information procedure discuss', 'information', 'information procedure', 'information procedure discuss', 'procedure', 'procedure discuss', 'discuss']",1,0,0,0,0,0.18181818181818182
82690,Dr. Ricardi is very informative,0,information,['information'],1,0,0,0,0,0.18181818181818182
117803,"Always taking patients on time I never wait, Dr T is very informative in all areas she never rushes her patients.",0,take patient time wait dr t information area rush patient,"['take', 'take patient', 'take patient time', 'take patient time wait', 'take patient time wait dr', 'take patient time wait dr t', 'take patient time wait dr t information', 'take patient time wait dr t information area', 'take patient time wait dr t information area rush', 'take patient time wait dr t information area rush patient', 'patient', 'patient time', 'patient time wait', 'patient time wait dr', 'patient time wait dr t', 'patient time wait dr t information', 'patient time wait dr t information area', 'patient time wait dr t information area rush', 'patient time wait dr t information area rush patient', 'time', 'time wait', 'time wait dr', 'time wait dr t', 'time wait dr t information', 'time wait dr t information area', 'time wait dr t information area rush', 'time wait dr t information area rush patient', 'wait', 'wait dr', 'wait dr t', 'wait dr t information', 'wait dr t information area', 'wait dr t information area rush', 'wait dr t information area rush patient', 'dr', 'dr t', 'dr t information', 'dr t information area', 'dr t information area rush', 'dr t information area rush patient', 't', 't information', 't information area', 't information area rush', 't information area rush patient', 'information', 'information area', 'information area rush', 'information area rush patient', 'area', 'area rush', 'area rush patient', 'rush', 'rush patient', 'patient']",1,0,0,0,0,0.18181818181818182
155815,"She is great and I enjoy seeing her once a month, Thank you for being such a high class of organization",0,great enjoy see month thank high class organization,"['great', 'great enjoy', 'great enjoy see', 'great enjoy see month', 'great enjoy see month thank', 'great enjoy see month thank high', 'great enjoy see month thank high class', 'great enjoy see month thank high class organization', 'enjoy', 'enjoy see', 'enjoy see month', 'enjoy see month thank', 'enjoy see month thank high', 'enjoy see month thank high class', 'enjoy see month thank high class organization', 'see', 'see month', 'see month thank', 'see month thank high', 'see month thank high class', 'see month thank high class organization', 'month', 'month thank', 'month thank high', 'month thank high class', 'month thank high class organization', 'thank', 'thank high', 'thank high class', 'thank high class organization', 'high', 'high class', 'high class organization', 'class', 'class organization', 'organization']",0,0,0,0,1,0.09090909090909091
180279,HPV is commonly misinformationed and the personal testimonials were informative.,0,normally misinformationed personal testimonial information,"['normally', 'normally misinformationed', 'normally misinformationed personal', 'normally misinformationed personal testimonial', 'normally misinformationed personal testimonial information', 'misinformationed', 'misinformationed personal', 'misinformationed personal testimonial', 'misinformationed personal testimonial information', 'personal', 'personal testimonial', 'personal testimonial information', 'testimonial', 'testimonial information', 'information']",1,0,0,0,0,0.18181818181818182
187406,"Due to my inexperience with injectibles, I failed to ask for the specific dose recommended, and of course, the cost.",1,inexperience injectibles fail ask specific dose recommend course cost,"['inexperience', 'inexperience injectibles', 'inexperience injectibles fail', 'inexperience injectibles fail ask', 'inexperience injectibles fail ask specific', 'inexperience injectibles fail ask specific dose', 'inexperience injectibles fail ask specific dose recommend', 'inexperience injectibles fail ask specific dose recommend course', 'inexperience injectibles fail ask specific dose recommend course cost', 'injectibles', 'injectibles fail', 'injectibles fail ask', 'injectibles fail ask specific', 'injectibles fail ask specific dose', 'injectibles fail ask specific dose recommend', 'injectibles fail ask specific dose recommend course', 'injectibles fail ask specific dose recommend course cost', 'fail', 'fail ask', 'fail ask specific', 'fail ask specific dose', 'fail ask specific dose recommend', 'fail ask specific dose recommend course', 'fail ask specific dose recommend course cost', 'ask', 'ask specific', 'ask specific dose', 'ask specific dose recommend', 'ask specific dose recommend course', 'ask specific dose recommend course cost', 'specific', 'specific dose', 'specific dose recommend', 'specific dose recommend course', 'specific dose recommend course cost', 'dose', 'dose recommend', 'dose recommend course', 'dose recommend course cost', 'recommend', 'recommend course', 'recommend course cost', 'course', 'course cost', 'cost']",0,0,1,0,0,0.09090909090909091
116259,The improvement of the professionalism of employee from experience should not come at the cost of patients money.,1,improvement professionalism employee experience come cost patient money,"['improvement', 'improvement professionalism', 'improvement professionalism employee', 'improvement professionalism employee experience', 'improvement professionalism employee experience come', 'improvement professionalism employee experience come cost', 'improvement professionalism employee experience come cost patient', 'improvement professionalism employee experience come cost patient money', 'professionalism', 'professionalism employee', 'professionalism employee experience', 'professionalism employee experience come', 'professionalism employee experience come cost', 'professionalism employee experience come cost patient', 'professionalism employee experience come cost patient money', 'employee', 'employee experience', 'employee experience come', 'employee experience come cost', 'employee experience come cost patient', 'employee experience come cost patient money', 'experience', 'experience come', 'experience come cost', 'experience come cost patient', 'experience come cost patient money', 'come', 'come cost', 'come cost patient', 'come cost patient money', 'cost', 'cost patient', 'cost patient money', 'patient', 'patient money', 'money']",0,0,1,0,0,0.09090909090909091
