commentId,comment,classification,comment_processed,word_phrase_list,need,need quick,quick,prescription,referral,sure,sure stop,stop,similarity_score
88300,"and sometimes hard to get an appointment sooner than later, although they will try their best to meet your needs.)",0,hard appointment sooner late try good meet need,"['hard', 'hard appointment', 'hard appointment sooner', 'hard appointment sooner late', 'hard appointment sooner late try', 'hard appointment sooner late try good', 'hard appointment sooner late try good meet', 'hard appointment sooner late try good meet need', 'appointment', 'appointment sooner', 'appointment sooner late', 'appointment sooner late try', 'appointment sooner late try good', 'appointment sooner late try good meet', 'appointment sooner late try good meet need', 'sooner', 'sooner late', 'sooner late try', 'sooner late try good', 'sooner late try good meet', 'sooner late try good meet need', 'late', 'late try', 'late try good', 'late try good meet', 'late try good meet need', 'try', 'try good', 'try good meet', 'try good meet need', 'good', 'good meet', 'good meet need', 'meet', 'meet need', 'need']",1,0,0,0,0,0,0,0,0.03508771929824561
91105,for 7 Years Much Needed Breast Augmentation with the Great Dr. Greg Ratliff 590cc UHP.,0,need breast pigmentation great grow sign c,"['need', 'need breast', 'need breast pigmentation', 'need breast pigmentation great', 'need breast pigmentation great grow', 'need breast pigmentation great grow sign', 'need breast pigmentation great grow sign c', 'breast', 'breast pigmentation', 'breast pigmentation great', 'breast pigmentation great grow', 'breast pigmentation great grow sign', 'breast pigmentation great grow sign c', 'pigmentation', 'pigmentation great', 'pigmentation great grow', 'pigmentation great grow sign', 'pigmentation great grow sign c', 'great', 'great grow', 'great grow sign', 'great grow sign c', 'grow', 'grow sign', 'grow sign c', 'sign', 'sign c', 'c']",1,0,0,0,0,0,0,0,0.04081632653061224
176703,She showed me all of the products and everything I needed.,0,show product need,"['show', 'show product', 'show product need', 'product', 'product need', 'need']",1,0,0,0,0,0,0,0,0.07407407407407407
168851,and when I insisted to know if that referral had been sent the woman on the phone became irate telling me I was being disrespectful.,1,insist know referral send woman phone irate tell disrespectful,"['insist', 'insist know', 'insist know referral', 'insist know referral send', 'insist know referral send woman', 'insist know referral send woman phone', 'insist know referral send woman phone irate', 'insist know referral send woman phone irate tell', 'insist know referral send woman phone irate tell disrespectful', 'know', 'know referral', 'know referral send', 'know referral send woman', 'know referral send woman phone', 'know referral send woman phone irate', 'know referral send woman phone irate tell', 'know referral send woman phone irate tell disrespectful', 'referral', 'referral send', 'referral send woman', 'referral send woman phone', 'referral send woman phone irate', 'referral send woman phone irate tell', 'referral send woman phone irate tell disrespectful', 'send', 'send woman', 'send woman phone', 'send woman phone irate', 'send woman phone irate tell', 'send woman phone irate tell disrespectful', 'woman', 'woman phone', 'woman phone irate', 'woman phone irate tell', 'woman phone irate tell disrespectful', 'phone', 'phone irate', 'phone irate tell', 'phone irate tell disrespectful', 'irate', 'irate tell', 'irate tell disrespectful', 'tell', 'tell disrespectful', 'disrespectful']",0,0,0,0,1,0,0,0,0.030303030303030304
178929,network as I am getting low in my maintenance medication that is needed.,0,network get low maintenance meditation need,"['network', 'network get', 'network get low', 'network get low maintenance', 'network get low maintenance meditation', 'network get low maintenance meditation need', 'get', 'get low', 'get low maintenance', 'get low maintenance meditation', 'get low maintenance meditation need', 'low', 'low maintenance', 'low maintenance meditation', 'low maintenance meditation need', 'maintenance', 'maintenance meditation', 'maintenance meditation need', 'meditation', 'meditation need', 'need']",1,0,0,0,0,0,0,0,0.047619047619047616
99124,I got a prescription but it was never faxed to the local pharmacy.,1,get prescription fix local pharmacy,"['get', 'get prescription', 'get prescription fix', 'get prescription fix local', 'get prescription fix local pharmacy', 'prescription', 'prescription fix', 'prescription fix local', 'prescription fix local pharmacy', 'fix', 'fix local', 'fix local pharmacy', 'local', 'local pharmacy', 'pharmacy']",0,0,0,1,0,0,0,0,0.05555555555555555
168960,"so if you need to reschedule or cancel, good luck.",1,need schedule cancel good fortune,"['need', 'need schedule', 'need schedule cancel', 'need schedule cancel good', 'need schedule cancel good fortune', 'schedule', 'schedule cancel', 'schedule cancel good', 'schedule cancel good fortune', 'cancel', 'cancel good', 'cancel good fortune', 'good', 'good fortune', 'fortune']",1,0,0,0,0,0,0,0,0.05555555555555555
147105,and no care was taken to make sure the filler in there was injected appropriately to make them even.,1,no care take sure filler inject appropriately,"['no', 'no care', 'no care take', 'no care take sure', 'no care take sure filler', 'no care take sure filler inject', 'no care take sure filler inject appropriately', 'care', 'care take', 'care take sure', 'care take sure filler', 'care take sure filler inject', 'care take sure filler inject appropriately', 'take', 'take sure', 'take sure filler', 'take sure filler inject', 'take sure filler inject appropriately', 'sure', 'sure filler', 'sure filler inject', 'sure filler inject appropriately', 'filler', 'filler inject', 'filler inject appropriately', 'inject', 'inject appropriately', 'appropriately']",0,0,0,0,0,1,0,0,0.04081632653061224
98024,and will make sure that you are comfortable always.,0,sure comfortable,"['sure', 'sure comfortable', 'comfortable']",0,0,0,0,0,1,0,0,0.08333333333333333
90303,"Extremely busy office, i am sure do to dr. habib's skills",0,extremely busy office sure habit skill,"['extremely', 'extremely busy', 'extremely busy office', 'extremely busy office sure', 'extremely busy office sure habit', 'extremely busy office sure habit skill', 'busy', 'busy office', 'busy office sure', 'busy office sure habit', 'busy office sure habit skill', 'office', 'office sure', 'office sure habit', 'office sure habit skill', 'sure', 'sure habit', 'sure habit skill', 'habit', 'habit skill', 'skill']",0,0,0,0,0,1,0,0,0.047619047619047616
125886,The procedure was quick - I had 3 wisdom teeth extracted - and I woke up at 2:40.,0,procedure quick wisdom tooth extract wake,"['procedure', 'procedure quick', 'procedure quick wisdom', 'procedure quick wisdom tooth', 'procedure quick wisdom tooth extract', 'procedure quick wisdom tooth extract wake', 'quick', 'quick wisdom', 'quick wisdom tooth', 'quick wisdom tooth extract', 'quick wisdom tooth extract wake', 'wisdom', 'wisdom tooth', 'wisdom tooth extract', 'wisdom tooth extract wake', 'tooth', 'tooth extract', 'tooth extract wake', 'extract', 'extract wake', 'wake']",0,0,1,0,0,0,0,0,0.047619047619047616
187438,If you really want to go to someone that is also an expert at her skill then you need to see Valerie!,0,want expert skill need galere,"['want', 'want expert', 'want expert skill', 'want expert skill need', 'want expert skill need galere', 'expert', 'expert skill', 'expert skill need', 'expert skill need galere', 'skill', 'skill need', 'skill need galere', 'need', 'need galere', 'galere']",1,0,0,0,0,0,0,0,0.05555555555555555
64230,She's always quick and she understands what you're talking about.,0,quick understand talk,"['quick', 'quick understand', 'quick understand talk', 'understand', 'understand talk', 'talk']",0,0,1,0,0,0,0,0,0.07407407407407407
187404,I don't need you to call me please or post a reply.,1,need post reply,"['need', 'need post', 'need post reply', 'post', 'post reply', 'reply']",1,0,0,0,0,0,0,0,0.07407407407407407
123560,When I needed paperwork they dragged their feet out flat out refused to help.,1,need paperwork drag foot flat refuse help,"['need', 'need paperwork', 'need paperwork drag', 'need paperwork drag foot', 'need paperwork drag foot flat', 'need paperwork drag foot flat refuse', 'need paperwork drag foot flat refuse help', 'paperwork', 'paperwork drag', 'paperwork drag foot', 'paperwork drag foot flat', 'paperwork drag foot flat refuse', 'paperwork drag foot flat refuse help', 'drag', 'drag foot', 'drag foot flat', 'drag foot flat refuse', 'drag foot flat refuse help', 'foot', 'foot flat', 'foot flat refuse', 'foot flat refuse help', 'flat', 'flat refuse', 'flat refuse help', 'refuse', 'refuse help', 'help']",1,0,0,0,0,0,0,0,0.04081632653061224
140581,"and the receptionist needs major help as there was no smile, not warm, just handed me the same paperwork to",1,reception need major help no smile not warm hand paperwork,"['reception', 'reception need', 'reception need major', 'reception need major help', 'reception need major help no', 'reception need major help no smile', 'reception need major help no smile not', 'reception need major help no smile not warm', 'reception need major help no smile not warm hand', 'reception need major help no smile not warm hand paperwork', 'need', 'need major', 'need major help', 'need major help no', 'need major help no smile', 'need major help no smile not', 'need major help no smile not warm', 'need major help no smile not warm hand', 'need major help no smile not warm hand paperwork', 'major', 'major help', 'major help no', 'major help no smile', 'major help no smile not', 'major help no smile not warm', 'major help no smile not warm hand', 'major help no smile not warm hand paperwork', 'help', 'help no', 'help no smile', 'help no smile not', 'help no smile not warm', 'help no smile not warm hand', 'help no smile not warm hand paperwork', 'no', 'no smile', 'no smile not', 'no smile not warm', 'no smile not warm hand', 'no smile not warm hand paperwork', 'smile', 'smile not', 'smile not warm', 'smile not warm hand', 'smile not warm hand paperwork', 'not', 'not warm', 'not warm hand', 'not warm hand paperwork', 'warm', 'warm hand', 'warm hand paperwork', 'hand', 'hand paperwork', 'paperwork']",1,0,0,0,0,0,0,0,0.02631578947368421
141822,The staff helped with all my skin care needs.,0,staff help skin care need,"['staff', 'staff help', 'staff help skin', 'staff help skin care', 'staff help skin care need', 'help', 'help skin', 'help skin care', 'help skin care need', 'skin', 'skin care', 'skin care need', 'care', 'care need', 'need']",1,0,0,0,0,0,0,0,0.05555555555555555
66287,She's been attuned to my needs,0,attend need,"['attend', 'attend need', 'need']",1,0,0,0,0,0,0,0,0.08333333333333333
118380,Dr. Davis and Dr. Mussman are both very kind and made sure I was informed about the entire procedure,0,kind sure inform entire procedure,"['kind', 'kind sure', 'kind sure inform', 'kind sure inform entire', 'kind sure inform entire procedure', 'sure', 'sure inform', 'sure inform entire', 'sure inform entire procedure', 'inform', 'inform entire', 'inform entire procedure', 'entire', 'entire procedure', 'procedure']",0,0,0,0,0,1,0,0,0.05555555555555555
63605,She's very attentive to my needs,0,attentive need,"['attentive', 'attentive need', 'need']",1,0,0,0,0,0,0,0,0.08333333333333333
150025,It's been one day since my new nose reveal and I have not stopped smiling.,0,new nose reveal not stop smile,"['new', 'new nose', 'new nose reveal', 'new nose reveal not', 'new nose reveal not stop', 'new nose reveal not stop smile', 'nose', 'nose reveal', 'nose reveal not', 'nose reveal not stop', 'nose reveal not stop smile', 'reveal', 'reveal not', 'reveal not stop', 'reveal not stop smile', 'not', 'not stop', 'not stop smile', 'stop', 'stop smile', 'smile']",0,0,0,0,0,0,0,1,0.047619047619047616
183979,Tylenol did the trick and I did not feel the need to use any other medications to manage my pain level.,0,acetaminophen trick not feel need use meditation manage pain level,"['acetaminophen', 'acetaminophen trick', 'acetaminophen trick not', 'acetaminophen trick not feel', 'acetaminophen trick not feel need', 'acetaminophen trick not feel need use', 'acetaminophen trick not feel need use meditation', 'acetaminophen trick not feel need use meditation manage', 'acetaminophen trick not feel need use meditation manage pain', 'acetaminophen trick not feel need use meditation manage pain level', 'trick', 'trick not', 'trick not feel', 'trick not feel need', 'trick not feel need use', 'trick not feel need use meditation', 'trick not feel need use meditation manage', 'trick not feel need use meditation manage pain', 'trick not feel need use meditation manage pain level', 'not', 'not feel', 'not feel need', 'not feel need use', 'not feel need use meditation', 'not feel need use meditation manage', 'not feel need use meditation manage pain', 'not feel need use meditation manage pain level', 'feel', 'feel need', 'feel need use', 'feel need use meditation', 'feel need use meditation manage', 'feel need use meditation manage pain', 'feel need use meditation manage pain level', 'need', 'need use', 'need use meditation', 'need use meditation manage', 'need use meditation manage pain', 'need use meditation manage pain level', 'use', 'use meditation', 'use meditation manage', 'use meditation manage pain', 'use meditation manage pain level', 'meditation', 'meditation manage', 'meditation manage pain', 'meditation manage pain level', 'manage', 'manage pain', 'manage pain level', 'pain', 'pain level', 'level']",1,0,0,0,0,0,0,0,0.02631578947368421
185504,"If I need anymore surgeries, there is no question that I would do all future surgeries with him.",0,need anymore forgery no question future forgery,"['need', 'need anymore', 'need anymore forgery', 'need anymore forgery no', 'need anymore forgery no question', 'need anymore forgery no question future', 'need anymore forgery no question future forgery', 'anymore', 'anymore forgery', 'anymore forgery no', 'anymore forgery no question', 'anymore forgery no question future', 'anymore forgery no question future forgery', 'forgery', 'forgery no', 'forgery no question', 'forgery no question future', 'forgery no question future forgery', 'no', 'no question', 'no question future', 'no question future forgery', 'question', 'question future', 'question future forgery', 'future', 'future forgery', 'forgery']",1,0,0,0,0,0,0,0,0.04081632653061224
175338,"I am a current patient of Brittany Mitchell's and have had the worst experience with her prescription coordinator, Christina.",1,current patient bretagne mitchell bad experience prescription coordinate christian,"['current', 'current patient', 'current patient bretagne', 'current patient bretagne mitchell', 'current patient bretagne mitchell bad', 'current patient bretagne mitchell bad experience', 'current patient bretagne mitchell bad experience prescription', 'current patient bretagne mitchell bad experience prescription coordinate', 'current patient bretagne mitchell bad experience prescription coordinate christian', 'patient', 'patient bretagne', 'patient bretagne mitchell', 'patient bretagne mitchell bad', 'patient bretagne mitchell bad experience', 'patient bretagne mitchell bad experience prescription', 'patient bretagne mitchell bad experience prescription coordinate', 'patient bretagne mitchell bad experience prescription coordinate christian', 'bretagne', 'bretagne mitchell', 'bretagne mitchell bad', 'bretagne mitchell bad experience', 'bretagne mitchell bad experience prescription', 'bretagne mitchell bad experience prescription coordinate', 'bretagne mitchell bad experience prescription coordinate christian', 'mitchell', 'mitchell bad', 'mitchell bad experience', 'mitchell bad experience prescription', 'mitchell bad experience prescription coordinate', 'mitchell bad experience prescription coordinate christian', 'bad', 'bad experience', 'bad experience prescription', 'bad experience prescription coordinate', 'bad experience prescription coordinate christian', 'experience', 'experience prescription', 'experience prescription coordinate', 'experience prescription coordinate christian', 'prescription', 'prescription coordinate', 'prescription coordinate christian', 'coordinate', 'coordinate christian', 'christian']",0,0,0,1,0,0,0,0,0.030303030303030304
93703,this is the first time we have not been visited by the doctor afterwards for a quick briefing.,1,time not visit quick bring,"['time', 'time not', 'time not visit', 'time not visit quick', 'time not visit quick bring', 'not', 'not visit', 'not visit quick', 'not visit quick bring', 'visit', 'visit quick', 'visit quick bring', 'quick', 'quick bring', 'bring']",0,0,1,0,0,0,0,0,0.05555555555555555
171129,and he is still there for me after the surgery whenever I need him.,0,surgery need,"['surgery', 'surgery need', 'need']",1,0,0,0,0,0,0,0,0.08333333333333333
87072,The office is staffed with exceptional professionals who always put the needs of patients first.,0,office stuff exceptional professional need patient,"['office', 'office stuff', 'office stuff exceptional', 'office stuff exceptional professional', 'office stuff exceptional professional need', 'office stuff exceptional professional need patient', 'stuff', 'stuff exceptional', 'stuff exceptional professional', 'stuff exceptional professional need', 'stuff exceptional professional need patient', 'exceptional', 'exceptional professional', 'exceptional professional need', 'exceptional professional need patient', 'professional', 'professional need', 'professional need patient', 'need', 'need patient', 'patient']",1,0,0,0,0,0,0,0,0.047619047619047616
126877,Unsympathedic to the needs and healing process of your patients.,1,unsympathedic need heal process patient,"['unsympathedic', 'unsympathedic need', 'unsympathedic need heal', 'unsympathedic need heal process', 'unsympathedic need heal process patient', 'need', 'need heal', 'need heal process', 'need heal process patient', 'heal', 'heal process', 'heal process patient', 'process', 'process patient', 'patient']",1,0,0,0,0,0,0,0,0.05555555555555555
132861,"and they will bend over backwards to help you with what you need, whether it be pt, surgery or meds.",0,bend backward help need surgery bed,"['bend', 'bend backward', 'bend backward help', 'bend backward help need', 'bend backward help need surgery', 'bend backward help need surgery bed', 'backward', 'backward help', 'backward help need', 'backward help need surgery', 'backward help need surgery bed', 'help', 'help need', 'help need surgery', 'help need surgery bed', 'need', 'need surgery', 'need surgery bed', 'surgery', 'surgery bed', 'bed']",1,0,0,0,0,0,0,0,0.047619047619047616
167257,what I needed because she would just do it even better than I could have fathomed.,0,need good fathom,"['need', 'need good', 'need good fathom', 'good', 'good fathom', 'fathom']",1,0,0,0,0,0,0,0,0.07407407407407407
142406,Staff is very helpful and understanding to meet our needs and expectations.,0,staff helpful understanding meet need expectation,"['staff', 'staff helpful', 'staff helpful understanding', 'staff helpful understanding meet', 'staff helpful understanding meet need', 'staff helpful understanding meet need expectation', 'helpful', 'helpful understanding', 'helpful understanding meet', 'helpful understanding meet need', 'helpful understanding meet need expectation', 'understanding', 'understanding meet', 'understanding meet need', 'understanding meet need expectation', 'meet', 'meet need', 'meet need expectation', 'need', 'need expectation', 'expectation']",1,0,0,0,0,0,0,0,0.047619047619047616
116585,bonus for sure.,0,bonus sure,"['bonus', 'bonus sure', 'sure']",0,0,0,0,0,1,0,0,0.08333333333333333
100369,"The work was quick, effiecient.",0,work quick efficient,"['work', 'work quick', 'work quick efficient', 'quick', 'quick efficient', 'efficient']",0,0,1,0,0,0,0,0,0.07407407407407407
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly no pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly no', 'need corrective work eyelid droop eyelash go smoothly no pain', 'need corrective work eyelid droop eyelash go smoothly no pain fantastic', 'need corrective work eyelid droop eyelash go smoothly no pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly no', 'corrective work eyelid droop eyelash go smoothly no pain', 'corrective work eyelid droop eyelash go smoothly no pain fantastic', 'corrective work eyelid droop eyelash go smoothly no pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly no', 'work eyelid droop eyelash go smoothly no pain', 'work eyelid droop eyelash go smoothly no pain fantastic', 'work eyelid droop eyelash go smoothly no pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly no', 'eyelid droop eyelash go smoothly no pain', 'eyelid droop eyelash go smoothly no pain fantastic', 'eyelid droop eyelash go smoothly no pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly no', 'droop eyelash go smoothly no pain', 'droop eyelash go smoothly no pain fantastic', 'droop eyelash go smoothly no pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly no', 'eyelash go smoothly no pain', 'eyelash go smoothly no pain fantastic', 'eyelash go smoothly no pain fantastic result', 'go', 'go smoothly', 'go smoothly no', 'go smoothly no pain', 'go smoothly no pain fantastic', 'go smoothly no pain fantastic result', 'smoothly', 'smoothly no', 'smoothly no pain', 'smoothly no pain fantastic', 'smoothly no pain fantastic result', 'no', 'no pain', 'no pain fantastic', 'no pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",1,0,0,0,0,0,0,0,0.020202020202020204
151262,I rate her as a 5 star for sure.,0,rate star sure,"['rate', 'rate star', 'rate star sure', 'star', 'star sure', 'sure']",0,0,0,0,0,1,0,0,0.07407407407407407
162985,but not to the point I felt I needed to take medication for it.,0,not point feel need meditation,"['not', 'not point', 'not point feel', 'not point feel need', 'not point feel need meditation', 'point', 'point feel', 'point feel need', 'point feel need meditation', 'feel', 'feel need', 'feel need meditation', 'need', 'need meditation', 'meditation']",1,0,0,0,0,0,0,0,0.05555555555555555
75945,with each visit Dr. Morris explained the procedure in depth and never hesitated to make sure I understood.,0,visit explain procedure depth hesitate sure understand,"['visit', 'visit explain', 'visit explain procedure', 'visit explain procedure depth', 'visit explain procedure depth hesitate', 'visit explain procedure depth hesitate sure', 'visit explain procedure depth hesitate sure understand', 'explain', 'explain procedure', 'explain procedure depth', 'explain procedure depth hesitate', 'explain procedure depth hesitate sure', 'explain procedure depth hesitate sure understand', 'procedure', 'procedure depth', 'procedure depth hesitate', 'procedure depth hesitate sure', 'procedure depth hesitate sure understand', 'depth', 'depth hesitate', 'depth hesitate sure', 'depth hesitate sure understand', 'hesitate', 'hesitate sure', 'hesitate sure understand', 'sure', 'sure understand', 'understand']",0,0,0,0,0,1,0,0,0.04081632653061224
175602,Nothing needs to be changed.,0,need change,"['need', 'need change', 'change']",1,0,0,0,0,0,0,0,0.08333333333333333
153722,The chore of keeping up with your health and wellness is usually a tacking process that?s more expensive than it needs to be.,1,choose keep health weakness normally tack process expensive need,"['choose', 'choose keep', 'choose keep health', 'choose keep health weakness', 'choose keep health weakness normally', 'choose keep health weakness normally tack', 'choose keep health weakness normally tack process', 'choose keep health weakness normally tack process expensive', 'choose keep health weakness normally tack process expensive need', 'keep', 'keep health', 'keep health weakness', 'keep health weakness normally', 'keep health weakness normally tack', 'keep health weakness normally tack process', 'keep health weakness normally tack process expensive', 'keep health weakness normally tack process expensive need', 'health', 'health weakness', 'health weakness normally', 'health weakness normally tack', 'health weakness normally tack process', 'health weakness normally tack process expensive', 'health weakness normally tack process expensive need', 'weakness', 'weakness normally', 'weakness normally tack', 'weakness normally tack process', 'weakness normally tack process expensive', 'weakness normally tack process expensive need', 'normally', 'normally tack', 'normally tack process', 'normally tack process expensive', 'normally tack process expensive need', 'tack', 'tack process', 'tack process expensive', 'tack process expensive need', 'process', 'process expensive', 'process expensive need', 'expensive', 'expensive need', 'need']",1,0,0,0,0,0,0,0,0.030303030303030304
