commentId,comment,classification,comment_processed,word_phrase_list,ultrasound,pleasant,pleasant expect,expect,similarity_score
61536,She was pleasant,0,pleasant,['pleasant'],0,1,0,0,0.2857142857142857
177791,I expected lasik to be a painless simple easy process like some may say but that is false it's scary and risky.,1,expect painless simple easy process like false scar risky,"['expect', 'expect painless', 'expect painless simple', 'expect painless simple easy', 'expect painless simple easy process', 'expect painless simple easy process like', 'expect painless simple easy process like false', 'expect painless simple easy process like false scar', 'expect painless simple easy process like false scar risky', 'painless', 'painless simple', 'painless simple easy', 'painless simple easy process', 'painless simple easy process like', 'painless simple easy process like false', 'painless simple easy process like false scar', 'painless simple easy process like false scar risky', 'simple', 'simple easy', 'simple easy process', 'simple easy process like', 'simple easy process like false', 'simple easy process like false scar', 'simple easy process like false scar risky', 'easy', 'easy process', 'easy process like', 'easy process like false', 'easy process like false scar', 'easy process like false scar risky', 'process', 'process like', 'process like false', 'process like false scar', 'process like false scar risky', 'like', 'like false', 'like false scar', 'like false scar risky', 'false', 'false scar', 'false scar risky', 'scar', 'scar risky', 'risky']",0,0,0,1,0.0392156862745098
155425,You helped to make my recent visit more pleasant.,0,help recent visit pleasant,"['help', 'help recent', 'help recent visit', 'help recent visit pleasant', 'recent', 'recent visit', 'recent visit pleasant', 'visit', 'visit pleasant', 'pleasant']",0,1,0,0,0.125
149101,"I was extremely nervous as I awaited surgery,",1,extremely nervous expect surgery,"['extremely', 'extremely nervous', 'extremely nervous expect', 'extremely nervous expect surgery', 'nervous', 'nervous expect', 'nervous expect surgery', 'expect', 'expect surgery', 'surgery']",0,0,0,1,0.125
187901,"so pleasant, and so efficient calling me back and rescheduling me!!",0,pleasant efficient call reschedule,"['pleasant', 'pleasant efficient', 'pleasant efficient call', 'pleasant efficient call reschedule', 'efficient', 'efficient call', 'efficient call reschedule', 'call', 'call reschedule', 'reschedule']",0,1,0,0,0.125
90583,We had our consultation and it was as great as I expected based off Dr. Gartner's reviews.,0,consultation great expect base partner review,"['consultation', 'consultation great', 'consultation great expect', 'consultation great expect base', 'consultation great expect base partner', 'consultation great expect base partner review', 'great', 'great expect', 'great expect base', 'great expect base partner', 'great expect base partner review', 'expect', 'expect base', 'expect base partner', 'expect base partner review', 'base', 'base partner', 'base partner review', 'partner', 'partner review', 'review']",0,0,0,1,0.07407407407407407
148887,and he explained to me beforehand what I should expect for the healing process.,0,explain expect heal process,"['explain', 'explain expect', 'explain expect heal', 'explain expect heal process', 'expect', 'expect heal', 'expect heal process', 'heal', 'heal process', 'process']",0,0,0,1,0.125
89925,Pleasant first time experience after many years of not visiting a dermatologist.,0,pleasant time experience year not visit dermatologist,"['pleasant', 'pleasant time', 'pleasant time experience', 'pleasant time experience year', 'pleasant time experience year not', 'pleasant time experience year not visit', 'pleasant time experience year not visit dermatologist', 'time', 'time experience', 'time experience year', 'time experience year not', 'time experience year not visit', 'time experience year not visit dermatologist', 'experience', 'experience year', 'experience year not', 'experience year not visit', 'experience year not visit dermatologist', 'year', 'year not', 'year not visit', 'year not visit dermatologist', 'not', 'not visit', 'not visit dermatologist', 'visit', 'visit dermatologist', 'dermatologist']",0,1,0,0,0.058823529411764705
117644,"It wasn?t a pleasant procedure,",1,pleasant procedure,"['pleasant', 'pleasant procedure', 'procedure']",0,1,0,0,0.2222222222222222
107953,"In fact, her behavior was very unprofessional and not at all what I would expect at a nice medical facility like this.",1,fact behavior professional not expect nice medical facility like,"['fact', 'fact behavior', 'fact behavior professional', 'fact behavior professional not', 'fact behavior professional not expect', 'fact behavior professional not expect nice', 'fact behavior professional not expect nice medical', 'fact behavior professional not expect nice medical facility', 'fact behavior professional not expect nice medical facility like', 'behavior', 'behavior professional', 'behavior professional not', 'behavior professional not expect', 'behavior professional not expect nice', 'behavior professional not expect nice medical', 'behavior professional not expect nice medical facility', 'behavior professional not expect nice medical facility like', 'professional', 'professional not', 'professional not expect', 'professional not expect nice', 'professional not expect nice medical', 'professional not expect nice medical facility', 'professional not expect nice medical facility like', 'not', 'not expect', 'not expect nice', 'not expect nice medical', 'not expect nice medical facility', 'not expect nice medical facility like', 'expect', 'expect nice', 'expect nice medical', 'expect nice medical facility', 'expect nice medical facility like', 'nice', 'nice medical', 'nice medical facility', 'nice medical facility like', 'medical', 'medical facility', 'medical facility like', 'facility', 'facility like', 'like']",0,0,0,1,0.0392156862745098
67831,Everything was far beyond what I ever expected from a surgeon.,0,far expect surgeon,"['far', 'far expect', 'far expect surgeon', 'expect', 'expect surgeon', 'surgeon']",0,0,0,1,0.16666666666666666
126603,I have had many ultrasounds this pregnancy and have never had a technician as concerned as she was.,0,ultrasound pregnancy technical concerned,"['ultrasound', 'ultrasound pregnancy', 'ultrasound pregnancy technical', 'ultrasound pregnancy technical concerned', 'pregnancy', 'pregnancy technical', 'pregnancy technical concerned', 'technical', 'technical concerned', 'concerned']",1,0,0,0,0.125
65756,They were pleasant,0,pleasant,['pleasant'],0,1,0,0,0.2857142857142857
141203,"and the response seems to be along the lines of ""we always tell patients to expect to be here for at least 2 hours"".",1,response line tell patient expect,"['response', 'response line', 'response line tell', 'response line tell patient', 'response line tell patient expect', 'line', 'line tell', 'line tell patient', 'line tell patient expect', 'tell', 'tell patient', 'tell patient expect', 'patient', 'patient expect', 'expect']",0,0,0,1,0.09523809523809523
82197,and sympathy are not expect to be found there when something goes wrong,1,sympathy not expect find go wrong,"['sympathy', 'sympathy not', 'sympathy not expect', 'sympathy not expect find', 'sympathy not expect find go', 'sympathy not expect find go wrong', 'not', 'not expect', 'not expect find', 'not expect find go', 'not expect find go wrong', 'expect', 'expect find', 'expect find go', 'expect find go wrong', 'find', 'find go', 'find go wrong', 'go', 'go wrong', 'wrong']",0,0,0,1,0.07407407407407407
147683,My husband and I left every appointment feeling like we had a full understanding of what was going on and what to expect next.,0,husband leave appointment feel like understanding go expect,"['husband', 'husband leave', 'husband leave appointment', 'husband leave appointment feel', 'husband leave appointment feel like', 'husband leave appointment feel like understanding', 'husband leave appointment feel like understanding go', 'husband leave appointment feel like understanding go expect', 'leave', 'leave appointment', 'leave appointment feel', 'leave appointment feel like', 'leave appointment feel like understanding', 'leave appointment feel like understanding go', 'leave appointment feel like understanding go expect', 'appointment', 'appointment feel', 'appointment feel like', 'appointment feel like understanding', 'appointment feel like understanding go', 'appointment feel like understanding go expect', 'feel', 'feel like', 'feel like understanding', 'feel like understanding go', 'feel like understanding go expect', 'like', 'like understanding', 'like understanding go', 'like understanding go expect', 'understanding', 'understanding go', 'understanding go expect', 'go', 'go expect', 'expect']",0,0,0,1,0.047619047619047616
101095,"The injections didn't hurt one bit, and NO bruising, which I was expecting.",0,injection hurt bit no bruise expect,"['injection', 'injection hurt', 'injection hurt bit', 'injection hurt bit no', 'injection hurt bit no bruise', 'injection hurt bit no bruise expect', 'hurt', 'hurt bit', 'hurt bit no', 'hurt bit no bruise', 'hurt bit no bruise expect', 'bit', 'bit no', 'bit no bruise', 'bit no bruise expect', 'no', 'no bruise', 'no bruise expect', 'bruise', 'bruise expect', 'expect']",0,0,0,1,0.07407407407407407
184021,"What I didn't expect was the professionalism and adeptness of her staff, from reception staff like Alex (which is too light a term",0,expect professionalism alertness staff reception staff like light term,"['expect', 'expect professionalism', 'expect professionalism alertness', 'expect professionalism alertness staff', 'expect professionalism alertness staff reception', 'expect professionalism alertness staff reception staff', 'expect professionalism alertness staff reception staff like', 'expect professionalism alertness staff reception staff like light', 'expect professionalism alertness staff reception staff like light term', 'professionalism', 'professionalism alertness', 'professionalism alertness staff', 'professionalism alertness staff reception', 'professionalism alertness staff reception staff', 'professionalism alertness staff reception staff like', 'professionalism alertness staff reception staff like light', 'professionalism alertness staff reception staff like light term', 'alertness', 'alertness staff', 'alertness staff reception', 'alertness staff reception staff', 'alertness staff reception staff like', 'alertness staff reception staff like light', 'alertness staff reception staff like light term', 'staff', 'staff reception', 'staff reception staff', 'staff reception staff like', 'staff reception staff like light', 'staff reception staff like light term', 'reception', 'reception staff', 'reception staff like', 'reception staff like light', 'reception staff like light term', 'staff', 'staff like', 'staff like light', 'staff like light term', 'like', 'like light', 'like light term', 'light', 'light term', 'term']",0,0,0,1,0.0392156862745098
113359,You are greeted by a pleasant staff and taken to a room upon arrival.,0,greet pleasant staff take room arrival,"['greet', 'greet pleasant', 'greet pleasant staff', 'greet pleasant staff take', 'greet pleasant staff take room', 'greet pleasant staff take room arrival', 'pleasant', 'pleasant staff', 'pleasant staff take', 'pleasant staff take room', 'pleasant staff take room arrival', 'staff', 'staff take', 'staff take room', 'staff take room arrival', 'take', 'take room', 'take room arrival', 'room', 'room arrival', 'arrival']",0,1,0,0,0.07407407407407407
65688,She's pleasant,0,pleasant,['pleasant'],0,1,0,0,0.2857142857142857
188350,I was in SEVERE PAIN post op some pain is expected,1,severe pain post op pain expect,"['severe', 'severe pain', 'severe pain post', 'severe pain post op', 'severe pain post op pain', 'severe pain post op pain expect', 'pain', 'pain post', 'pain post op', 'pain post op pain', 'pain post op pain expect', 'post', 'post op', 'post op pain', 'post op pain expect', 'op', 'op pain', 'op pain expect', 'pain', 'pain expect', 'expect']",0,0,0,1,0.07407407407407407
62685,She's very nice and pleasant to talk to,0,nice pleasant talk,"['nice', 'nice pleasant', 'nice pleasant talk', 'pleasant', 'pleasant talk', 'talk']",0,1,0,0,0.16666666666666666
170854,I got the IV drip therapy and it was really a pleasant experience for someone who isn't used to needles.,0,get four drip therapy pleasant experience needle,"['get', 'get four', 'get four drip', 'get four drip therapy', 'get four drip therapy pleasant', 'get four drip therapy pleasant experience', 'get four drip therapy pleasant experience needle', 'four', 'four drip', 'four drip therapy', 'four drip therapy pleasant', 'four drip therapy pleasant experience', 'four drip therapy pleasant experience needle', 'drip', 'drip therapy', 'drip therapy pleasant', 'drip therapy pleasant experience', 'drip therapy pleasant experience needle', 'therapy', 'therapy pleasant', 'therapy pleasant experience', 'therapy pleasant experience needle', 'pleasant', 'pleasant experience', 'pleasant experience needle', 'experience', 'experience needle', 'needle']",0,1,0,0,0.058823529411764705
170904,My bill is far more than I was expecting.,1,bill far expect,"['bill', 'bill far', 'bill far expect', 'far', 'far expect', 'expect']",0,0,0,1,0.16666666666666666
104157,"It was a very pleasant, informative 40 minute visit.",0,pleasant information minute visit,"['pleasant', 'pleasant information', 'pleasant information minute', 'pleasant information minute visit', 'information', 'information minute', 'information minute visit', 'minute', 'minute visit', 'visit']",0,1,0,0,0.125
83631,Bertha was exceptional in helping explain the different elements of the ultrasound,0,berth exceptional help explain different element ultrasound,"['berth', 'berth exceptional', 'berth exceptional help', 'berth exceptional help explain', 'berth exceptional help explain different', 'berth exceptional help explain different element', 'berth exceptional help explain different element ultrasound', 'exceptional', 'exceptional help', 'exceptional help explain', 'exceptional help explain different', 'exceptional help explain different element', 'exceptional help explain different element ultrasound', 'help', 'help explain', 'help explain different', 'help explain different element', 'help explain different element ultrasound', 'explain', 'explain different', 'explain different element', 'explain different element ultrasound', 'different', 'different element', 'different element ultrasound', 'element', 'element ultrasound', 'ultrasound']",1,0,0,0,0.058823529411764705
90982,"I had a pleasant experience with him and his office staff,",0,pleasant experience office staff,"['pleasant', 'pleasant experience', 'pleasant experience office', 'pleasant experience office staff', 'experience', 'experience office', 'experience office staff', 'office', 'office staff', 'staff']",0,1,0,0,0.125
101565,I was very anxious about the procedure and she was kind and thorough in explaining what to expect.,0,anxious procedure kind thorough explain expect,"['anxious', 'anxious procedure', 'anxious procedure kind', 'anxious procedure kind thorough', 'anxious procedure kind thorough explain', 'anxious procedure kind thorough explain expect', 'procedure', 'procedure kind', 'procedure kind thorough', 'procedure kind thorough explain', 'procedure kind thorough explain expect', 'kind', 'kind thorough', 'kind thorough explain', 'kind thorough explain expect', 'thorough', 'thorough explain', 'thorough explain expect', 'explain', 'explain expect', 'expect']",0,0,0,1,0.07407407407407407
151689,"He and his staff will tell you exactly what to do, what to expect, and check in with you all along the way.",0,staff tell precisely expect check way,"['staff', 'staff tell', 'staff tell precisely', 'staff tell precisely expect', 'staff tell precisely expect check', 'staff tell precisely expect check way', 'tell', 'tell precisely', 'tell precisely expect', 'tell precisely expect check', 'tell precisely expect check way', 'precisely', 'precisely expect', 'precisely expect check', 'precisely expect check way', 'expect', 'expect check', 'expect check way', 'check', 'check way', 'way']",0,0,0,1,0.07407407407407407
102731,"Post operation went great, little tenderness and slightly swollen (as should be expected).",0,post operation go great little tenderness slightly swell expect,"['post', 'post operation', 'post operation go', 'post operation go great', 'post operation go great little', 'post operation go great little tenderness', 'post operation go great little tenderness slightly', 'post operation go great little tenderness slightly swell', 'post operation go great little tenderness slightly swell expect', 'operation', 'operation go', 'operation go great', 'operation go great little', 'operation go great little tenderness', 'operation go great little tenderness slightly', 'operation go great little tenderness slightly swell', 'operation go great little tenderness slightly swell expect', 'go', 'go great', 'go great little', 'go great little tenderness', 'go great little tenderness slightly', 'go great little tenderness slightly swell', 'go great little tenderness slightly swell expect', 'great', 'great little', 'great little tenderness', 'great little tenderness slightly', 'great little tenderness slightly swell', 'great little tenderness slightly swell expect', 'little', 'little tenderness', 'little tenderness slightly', 'little tenderness slightly swell', 'little tenderness slightly swell expect', 'tenderness', 'tenderness slightly', 'tenderness slightly swell', 'tenderness slightly swell expect', 'slightly', 'slightly swell', 'slightly swell expect', 'swell', 'swell expect', 'expect']",0,0,0,1,0.0392156862745098
114356,"the journey to that point was pleasant and easy, thanks to the team's guidance and expertise.",0,journey point pleasant easy thanks tear guidance expertness,"['journey', 'journey point', 'journey point pleasant', 'journey point pleasant easy', 'journey point pleasant easy thanks', 'journey point pleasant easy thanks tear', 'journey point pleasant easy thanks tear guidance', 'journey point pleasant easy thanks tear guidance expertness', 'point', 'point pleasant', 'point pleasant easy', 'point pleasant easy thanks', 'point pleasant easy thanks tear', 'point pleasant easy thanks tear guidance', 'point pleasant easy thanks tear guidance expertness', 'pleasant', 'pleasant easy', 'pleasant easy thanks', 'pleasant easy thanks tear', 'pleasant easy thanks tear guidance', 'pleasant easy thanks tear guidance expertness', 'easy', 'easy thanks', 'easy thanks tear', 'easy thanks tear guidance', 'easy thanks tear guidance expertness', 'thanks', 'thanks tear', 'thanks tear guidance', 'thanks tear guidance expertness', 'tear', 'tear guidance', 'tear guidance expertness', 'guidance', 'guidance expertness', 'expertness']",0,1,0,0,0.047619047619047616
131237,"You expect that everyone will be nice before you get in the door (they want paid, right?), but they are just as nice afterwards.",0,expect nice door want pay right nice,"['expect', 'expect nice', 'expect nice door', 'expect nice door want', 'expect nice door want pay', 'expect nice door want pay right', 'expect nice door want pay right nice', 'nice', 'nice door', 'nice door want', 'nice door want pay', 'nice door want pay right', 'nice door want pay right nice', 'door', 'door want', 'door want pay', 'door want pay right', 'door want pay right nice', 'want', 'want pay', 'want pay right', 'want pay right nice', 'pay', 'pay right', 'pay right nice', 'right', 'right nice', 'nice']",0,0,0,1,0.058823529411764705
104324,How can you expect your students to be experienced when you do not offer first year professional development classes.,1,expect student experience not offer year professional development class,"['expect', 'expect student', 'expect student experience', 'expect student experience not', 'expect student experience not offer', 'expect student experience not offer year', 'expect student experience not offer year professional', 'expect student experience not offer year professional development', 'expect student experience not offer year professional development class', 'student', 'student experience', 'student experience not', 'student experience not offer', 'student experience not offer year', 'student experience not offer year professional', 'student experience not offer year professional development', 'student experience not offer year professional development class', 'experience', 'experience not', 'experience not offer', 'experience not offer year', 'experience not offer year professional', 'experience not offer year professional development', 'experience not offer year professional development class', 'not', 'not offer', 'not offer year', 'not offer year professional', 'not offer year professional development', 'not offer year professional development class', 'offer', 'offer year', 'offer year professional', 'offer year professional development', 'offer year professional development class', 'year', 'year professional', 'year professional development', 'year professional development class', 'professional', 'professional development', 'professional development class', 'development', 'development class', 'class']",0,0,0,1,0.0392156862745098
68735,During that time he has been everything we would expect and above call of his duty.,0,time expect duty,"['time', 'time expect', 'time expect duty', 'expect', 'expect duty', 'duty']",0,0,0,1,0.16666666666666666
171380,He is so easy and pleasant to talk to about skin care issues.,0,easy pleasant talk skin care issue,"['easy', 'easy pleasant', 'easy pleasant talk', 'easy pleasant talk skin', 'easy pleasant talk skin care', 'easy pleasant talk skin care issue', 'pleasant', 'pleasant talk', 'pleasant talk skin', 'pleasant talk skin care', 'pleasant talk skin care issue', 'talk', 'talk skin', 'talk skin care', 'talk skin care issue', 'skin', 'skin care', 'skin care issue', 'care', 'care issue', 'issue']",0,1,0,0,0.07407407407407407
85858,for making my experience a pleasant one.,0,make experience pleasant,"['make', 'make experience', 'make experience pleasant', 'experience', 'experience pleasant', 'pleasant']",0,1,0,0,0.16666666666666666
144613,What I didn't expect was to have difficulty with urination.,1,expect difficulty privation,"['expect', 'expect difficulty', 'expect difficulty privation', 'difficulty', 'difficulty privation', 'privation']",0,0,0,1,0.16666666666666666
127607,"Everyone was very pleasant, and I was pleased that I saw the doctor at the exact time of my appointment.",0,pleasant please see exact time appointment,"['pleasant', 'pleasant please', 'pleasant please see', 'pleasant please see exact', 'pleasant please see exact time', 'pleasant please see exact time appointment', 'please', 'please see', 'please see exact', 'please see exact time', 'please see exact time appointment', 'see', 'see exact', 'see exact time', 'see exact time appointment', 'exact', 'exact time', 'exact time appointment', 'time', 'time appointment', 'appointment']",0,1,0,0,0.07407407407407407
127673,Recovery wasn't hard at all because Dr. DeJoseph let me know exactly what to expect.,0,recovery hard joseph let know precisely expect,"['recovery', 'recovery hard', 'recovery hard joseph', 'recovery hard joseph let', 'recovery hard joseph let know', 'recovery hard joseph let know precisely', 'recovery hard joseph let know precisely expect', 'hard', 'hard joseph', 'hard joseph let', 'hard joseph let know', 'hard joseph let know precisely', 'hard joseph let know precisely expect', 'joseph', 'joseph let', 'joseph let know', 'joseph let know precisely', 'joseph let know precisely expect', 'let', 'let know', 'let know precisely', 'let know precisely expect', 'know', 'know precisely', 'know precisely expect', 'precisely', 'precisely expect', 'expect']",0,0,0,1,0.058823529411764705
89145,and make it a pleasant time.,0,pleasant time,"['pleasant', 'pleasant time', 'time']",0,1,0,0,0.2222222222222222
146173,My operation went better than you would expect.,0,operation go good expect,"['operation', 'operation go', 'operation go good', 'operation go good expect', 'go', 'go good', 'go good expect', 'good', 'good expect', 'expect']",0,0,0,1,0.125
135573,"He was thorough and precise, and my results are more than what I expected.",0,thorough precise result expect,"['thorough', 'thorough precise', 'thorough precise result', 'thorough precise result expect', 'precise', 'precise result', 'precise result expect', 'result', 'result expect', 'expect']",0,0,0,1,0.125
115853,The procedure was less painful than I expected and my recovery time was short.,0,procedure painful expect recovery time short,"['procedure', 'procedure painful', 'procedure painful expect', 'procedure painful expect recovery', 'procedure painful expect recovery time', 'procedure painful expect recovery time short', 'painful', 'painful expect', 'painful expect recovery', 'painful expect recovery time', 'painful expect recovery time short', 'expect', 'expect recovery', 'expect recovery time', 'expect recovery time short', 'recovery', 'recovery time', 'recovery time short', 'time', 'time short', 'short']",0,0,0,1,0.07407407407407407
106106,Evelyn The ultrasound technician was one of the best i have had yet.,0,ultrasound technical good,"['ultrasound', 'ultrasound technical', 'ultrasound technical good', 'technical', 'technical good', 'good']",1,0,0,0,0.16666666666666666
118413,I was expecting my face to look like one big scab but it just looks dry,0,expect face look like big scab look dry,"['expect', 'expect face', 'expect face look', 'expect face look like', 'expect face look like big', 'expect face look like big scab', 'expect face look like big scab look', 'expect face look like big scab look dry', 'face', 'face look', 'face look like', 'face look like big', 'face look like big scab', 'face look like big scab look', 'face look like big scab look dry', 'look', 'look like', 'look like big', 'look like big scab', 'look like big scab look', 'look like big scab look dry', 'like', 'like big', 'like big scab', 'like big scab look', 'like big scab look dry', 'big', 'big scab', 'big scab look', 'big scab look dry', 'scab', 'scab look', 'scab look dry', 'look', 'look dry', 'dry']",0,0,0,1,0.047619047619047616
149343,Waited over 3 hrs over my expected surgery time to be seen.,1,wait expect surgery time see,"['wait', 'wait expect', 'wait expect surgery', 'wait expect surgery time', 'wait expect surgery time see', 'expect', 'expect surgery', 'expect surgery time', 'expect surgery time see', 'surgery', 'surgery time', 'surgery time see', 'time', 'time see', 'see']",0,0,0,1,0.09523809523809523
161357,"I saw Dr Khan after being treated somewhere else, he was honest about what to reasonably expect and has been worth waiting for",0,see treat honest reasonably expect worth wait,"['see', 'see treat', 'see treat honest', 'see treat honest reasonably', 'see treat honest reasonably expect', 'see treat honest reasonably expect worth', 'see treat honest reasonably expect worth wait', 'treat', 'treat honest', 'treat honest reasonably', 'treat honest reasonably expect', 'treat honest reasonably expect worth', 'treat honest reasonably expect worth wait', 'honest', 'honest reasonably', 'honest reasonably expect', 'honest reasonably expect worth', 'honest reasonably expect worth wait', 'reasonably', 'reasonably expect', 'reasonably expect worth', 'reasonably expect worth wait', 'expect', 'expect worth', 'expect worth wait', 'worth', 'worth wait', 'wait']",0,0,0,1,0.058823529411764705
140586,"Follow up ultrasound, the office was able to schedule my ultrasound and the doctors visit one after the other, which is wonderful.",0,follow ultrasound office able schedule ultrasound doctor visit fantastic,"['follow', 'follow ultrasound', 'follow ultrasound office', 'follow ultrasound office able', 'follow ultrasound office able schedule', 'follow ultrasound office able schedule ultrasound', 'follow ultrasound office able schedule ultrasound doctor', 'follow ultrasound office able schedule ultrasound doctor visit', 'follow ultrasound office able schedule ultrasound doctor visit fantastic', 'ultrasound', 'ultrasound office', 'ultrasound office able', 'ultrasound office able schedule', 'ultrasound office able schedule ultrasound', 'ultrasound office able schedule ultrasound doctor', 'ultrasound office able schedule ultrasound doctor visit', 'ultrasound office able schedule ultrasound doctor visit fantastic', 'office', 'office able', 'office able schedule', 'office able schedule ultrasound', 'office able schedule ultrasound doctor', 'office able schedule ultrasound doctor visit', 'office able schedule ultrasound doctor visit fantastic', 'able', 'able schedule', 'able schedule ultrasound', 'able schedule ultrasound doctor', 'able schedule ultrasound doctor visit', 'able schedule ultrasound doctor visit fantastic', 'schedule', 'schedule ultrasound', 'schedule ultrasound doctor', 'schedule ultrasound doctor visit', 'schedule ultrasound doctor visit fantastic', 'ultrasound', 'ultrasound doctor', 'ultrasound doctor visit', 'ultrasound doctor visit fantastic', 'doctor', 'doctor visit', 'doctor visit fantastic', 'visit', 'visit fantastic', 'fantastic']",1,0,0,0,0.0392156862745098
69765,Thank you for taking the time to go over my results from my ultrasound on my well woman appt.,0,thank take time result ultrasound woman apt,"['thank', 'thank take', 'thank take time', 'thank take time result', 'thank take time result ultrasound', 'thank take time result ultrasound woman', 'thank take time result ultrasound woman apt', 'take', 'take time', 'take time result', 'take time result ultrasound', 'take time result ultrasound woman', 'take time result ultrasound woman apt', 'time', 'time result', 'time result ultrasound', 'time result ultrasound woman', 'time result ultrasound woman apt', 'result', 'result ultrasound', 'result ultrasound woman', 'result ultrasound woman apt', 'ultrasound', 'ultrasound woman', 'ultrasound woman apt', 'woman', 'woman apt', 'apt']",1,0,0,0,0.058823529411764705
