commentId,comment,classification,comment_processed,word_phrase_list,plus,plus team,team,similarity_score
85545,"I feel honored to have him on ""my team"" of physicians caring",0,feel honor team doctor dare,"['feel', 'feel honor', 'feel honor team', 'feel honor team doctor', 'feel honor team doctor dare', 'honor', 'honor team', 'honor team doctor', 'honor team doctor dare', 'team', 'team doctor', 'team doctor dare', 'doctor', 'doctor dare', 'dare']",0,0,1,0.1111111111111111
96409,"At the consultation, I and his team had a little bit of miscommunication,",1,consultation team little bit miscommunication,"['consultation', 'consultation team', 'consultation team little', 'consultation team little bit', 'consultation team little bit miscommunication', 'team', 'team little', 'team little bit', 'team little bit miscommunication', 'little', 'little bit', 'little bit miscommunication', 'bit', 'bit miscommunication', 'miscommunication']",0,0,1,0.1111111111111111
159482,"I had been told I most likely needed a root canal, possible extraction (plus sedation for FILLINGS) only to find out..",1,tell likely need root canal possible extraction plus sedition fill find,"['tell', 'tell likely', 'tell likely need', 'tell likely need root', 'tell likely need root canal', 'tell likely need root canal possible', 'tell likely need root canal possible extraction', 'tell likely need root canal possible extraction plus', 'tell likely need root canal possible extraction plus sedition', 'tell likely need root canal possible extraction plus sedition fill', 'tell likely need root canal possible extraction plus sedition fill find', 'likely', 'likely need', 'likely need root', 'likely need root canal', 'likely need root canal possible', 'likely need root canal possible extraction', 'likely need root canal possible extraction plus', 'likely need root canal possible extraction plus sedition', 'likely need root canal possible extraction plus sedition fill', 'likely need root canal possible extraction plus sedition fill find', 'need', 'need root', 'need root canal', 'need root canal possible', 'need root canal possible extraction', 'need root canal possible extraction plus', 'need root canal possible extraction plus sedition', 'need root canal possible extraction plus sedition fill', 'need root canal possible extraction plus sedition fill find', 'root', 'root canal', 'root canal possible', 'root canal possible extraction', 'root canal possible extraction plus', 'root canal possible extraction plus sedition', 'root canal possible extraction plus sedition fill', 'root canal possible extraction plus sedition fill find', 'canal', 'canal possible', 'canal possible extraction', 'canal possible extraction plus', 'canal possible extraction plus sedition', 'canal possible extraction plus sedition fill', 'canal possible extraction plus sedition fill find', 'possible', 'possible extraction', 'possible extraction plus', 'possible extraction plus sedition', 'possible extraction plus sedition fill', 'possible extraction plus sedition fill find', 'extraction', 'extraction plus', 'extraction plus sedition', 'extraction plus sedition fill', 'extraction plus sedition fill find', 'plus', 'plus sedition', 'plus sedition fill', 'plus sedition fill find', 'sedition', 'sedition fill', 'sedition fill find', 'fill', 'fill find', 'find']",1,0,0,0.028985507246376812
144644,HFI has truly been a dream team to work with.,0,hello truly dream team work,"['hello', 'hello truly', 'hello truly dream', 'hello truly dream team', 'hello truly dream team work', 'truly', 'truly dream', 'truly dream team', 'truly dream team work', 'dream', 'dream team', 'dream team work', 'team', 'team work', 'work']",0,0,1,0.1111111111111111
177137,and his team really have for your needs.,0,team need,"['team', 'team need', 'need']",0,0,1,0.3333333333333333
151911,I knew from the consultation right then that this was the team I wanted to help me get back my body,0,know consultation right team want help body,"['know', 'know consultation', 'know consultation right', 'know consultation right team', 'know consultation right team want', 'know consultation right team want help', 'know consultation right team want help body', 'consultation', 'consultation right', 'consultation right team', 'consultation right team want', 'consultation right team want help', 'consultation right team want help body', 'right', 'right team', 'right team want', 'right team want help', 'right team want help body', 'team', 'team want', 'team want help', 'team want help body', 'want', 'want help', 'want help body', 'help', 'help body', 'body']",0,0,1,0.06451612903225806
141476,"He then met me in pre-op the morning of the surgery, along with his surgical team, and I felt comforted by them all.",0,meet surgery surgical team feel comfort,"['meet', 'meet surgery', 'meet surgery surgical', 'meet surgery surgical team', 'meet surgery surgical team feel', 'meet surgery surgical team feel comfort', 'surgery', 'surgery surgical', 'surgery surgical team', 'surgery surgical team feel', 'surgery surgical team feel comfort', 'surgical', 'surgical team', 'surgical team feel', 'surgical team feel comfort', 'team', 'team feel', 'team feel comfort', 'feel', 'feel comfort', 'comfort']",0,0,1,0.08333333333333333
82712,Dr. Schusterman and his dedicated team of caring healthcare professionals have provided that support,0,dedicate team dare healthcare professional provide support,"['dedicate', 'dedicate team', 'dedicate team dare', 'dedicate team dare healthcare', 'dedicate team dare healthcare professional', 'dedicate team dare healthcare professional provide', 'dedicate team dare healthcare professional provide support', 'team', 'team dare', 'team dare healthcare', 'team dare healthcare professional', 'team dare healthcare professional provide', 'team dare healthcare professional provide support', 'dare', 'dare healthcare', 'dare healthcare professional', 'dare healthcare professional provide', 'dare healthcare professional provide support', 'healthcare', 'healthcare professional', 'healthcare professional provide', 'healthcare professional provide support', 'professional', 'professional provide', 'professional provide support', 'provide', 'provide support', 'support']",0,0,1,0.06451612903225806
143007,"Dr. Wise is a good surgeon, he has a great surgical team, and I couldn?t imagine using anybody else.",0,wise good surgeon great surgical team imagine anybody,"['wise', 'wise good', 'wise good surgeon', 'wise good surgeon great', 'wise good surgeon great surgical', 'wise good surgeon great surgical team', 'wise good surgeon great surgical team imagine', 'wise good surgeon great surgical team imagine anybody', 'good', 'good surgeon', 'good surgeon great', 'good surgeon great surgical', 'good surgeon great surgical team', 'good surgeon great surgical team imagine', 'good surgeon great surgical team imagine anybody', 'surgeon', 'surgeon great', 'surgeon great surgical', 'surgeon great surgical team', 'surgeon great surgical team imagine', 'surgeon great surgical team imagine anybody', 'great', 'great surgical', 'great surgical team', 'great surgical team imagine', 'great surgical team imagine anybody', 'surgical', 'surgical team', 'surgical team imagine', 'surgical team imagine anybody', 'team', 'team imagine', 'team imagine anybody', 'imagine', 'imagine anybody', 'anybody']",0,0,1,0.05128205128205128
85770,and his team have been fantastic from start to finish.,0,team fantastic start finish,"['team', 'team fantastic', 'team fantastic start', 'team fantastic start finish', 'fantastic', 'fantastic start', 'fantastic start finish', 'start', 'start finish', 'finish']",0,0,1,0.15384615384615385
118281,Plus she keeps dropping everything and the needles.,1,plus keep drop needle,"['plus', 'plus keep', 'plus keep drop', 'plus keep drop needle', 'keep', 'keep drop', 'keep drop needle', 'drop', 'drop needle', 'needle']",1,0,0,0.15384615384615385
103019,Dr. Sanders and his team utterly failed to have a follow up visit with my wife after her miscarriage.,1,team absolutely fail follow visit wife miscarriage,"['team', 'team absolutely', 'team absolutely fail', 'team absolutely fail follow', 'team absolutely fail follow visit', 'team absolutely fail follow visit wife', 'team absolutely fail follow visit wife miscarriage', 'absolutely', 'absolutely fail', 'absolutely fail follow', 'absolutely fail follow visit', 'absolutely fail follow visit wife', 'absolutely fail follow visit wife miscarriage', 'fail', 'fail follow', 'fail follow visit', 'fail follow visit wife', 'fail follow visit wife miscarriage', 'follow', 'follow visit', 'follow visit wife', 'follow visit wife miscarriage', 'visit', 'visit wife', 'visit wife miscarriage', 'wife', 'wife miscarriage', 'miscarriage']",0,0,1,0.06451612903225806
191072,"His front staff, nurses and anesthesia team were just as patient",0,staff nurse team patient,"['staff', 'staff nurse', 'staff nurse team', 'staff nurse team patient', 'nurse', 'nurse team', 'nurse team patient', 'team', 'team patient', 'patient']",0,0,1,0.15384615384615385
165225,that is a major plus!!!,0,major plus,"['major', 'major plus', 'plus']",1,0,0,0.3333333333333333
96212,"From the initial exam and discussion through the final appointment after surgery, Dr. Timmons and every member of his team and staff were ultimately professional",0,initial examination discussion final appointment surgery common member team staff ultimately professional,"['initial', 'initial examination', 'initial examination discussion', 'initial examination discussion final', 'initial examination discussion final appointment', 'initial examination discussion final appointment surgery', 'initial examination discussion final appointment surgery common', 'initial examination discussion final appointment surgery common member', 'initial examination discussion final appointment surgery common member team', 'initial examination discussion final appointment surgery common member team staff', 'initial examination discussion final appointment surgery common member team staff ultimately', 'initial examination discussion final appointment surgery common member team staff ultimately professional', 'examination', 'examination discussion', 'examination discussion final', 'examination discussion final appointment', 'examination discussion final appointment surgery', 'examination discussion final appointment surgery common', 'examination discussion final appointment surgery common member', 'examination discussion final appointment surgery common member team', 'examination discussion final appointment surgery common member team staff', 'examination discussion final appointment surgery common member team staff ultimately', 'examination discussion final appointment surgery common member team staff ultimately professional', 'discussion', 'discussion final', 'discussion final appointment', 'discussion final appointment surgery', 'discussion final appointment surgery common', 'discussion final appointment surgery common member', 'discussion final appointment surgery common member team', 'discussion final appointment surgery common member team staff', 'discussion final appointment surgery common member team staff ultimately', 'discussion final appointment surgery common member team staff ultimately professional', 'final', 'final appointment', 'final appointment surgery', 'final appointment surgery common', 'final appointment surgery common member', 'final appointment surgery common member team', 'final appointment surgery common member team staff', 'final appointment surgery common member team staff ultimately', 'final appointment surgery common member team staff ultimately professional', 'appointment', 'appointment surgery', 'appointment surgery common', 'appointment surgery common member', 'appointment surgery common member team', 'appointment surgery common member team staff', 'appointment surgery common member team staff ultimately', 'appointment surgery common member team staff ultimately professional', 'surgery', 'surgery common', 'surgery common member', 'surgery common member team', 'surgery common member team staff', 'surgery common member team staff ultimately', 'surgery common member team staff ultimately professional', 'common', 'common member', 'common member team', 'common member team staff', 'common member team staff ultimately', 'common member team staff ultimately professional', 'member', 'member team', 'member team staff', 'member team staff ultimately', 'member team staff ultimately professional', 'team', 'team staff', 'team staff ultimately', 'team staff ultimately professional', 'staff', 'staff ultimately', 'staff ultimately professional', 'ultimately', 'ultimately professional', 'professional']",0,0,1,0.024691358024691357
159589,"We do not appreciate her manipulation and abusive behavior towards our entire team, and an intention to not pay for her ride.",1,not appreciate manipulation abusive behavior entire team intention not pay ride,"['not', 'not appreciate', 'not appreciate manipulation', 'not appreciate manipulation abusive', 'not appreciate manipulation abusive behavior', 'not appreciate manipulation abusive behavior entire', 'not appreciate manipulation abusive behavior entire team', 'not appreciate manipulation abusive behavior entire team intention', 'not appreciate manipulation abusive behavior entire team intention not', 'not appreciate manipulation abusive behavior entire team intention not pay', 'not appreciate manipulation abusive behavior entire team intention not pay ride', 'appreciate', 'appreciate manipulation', 'appreciate manipulation abusive', 'appreciate manipulation abusive behavior', 'appreciate manipulation abusive behavior entire', 'appreciate manipulation abusive behavior entire team', 'appreciate manipulation abusive behavior entire team intention', 'appreciate manipulation abusive behavior entire team intention not', 'appreciate manipulation abusive behavior entire team intention not pay', 'appreciate manipulation abusive behavior entire team intention not pay ride', 'manipulation', 'manipulation abusive', 'manipulation abusive behavior', 'manipulation abusive behavior entire', 'manipulation abusive behavior entire team', 'manipulation abusive behavior entire team intention', 'manipulation abusive behavior entire team intention not', 'manipulation abusive behavior entire team intention not pay', 'manipulation abusive behavior entire team intention not pay ride', 'abusive', 'abusive behavior', 'abusive behavior entire', 'abusive behavior entire team', 'abusive behavior entire team intention', 'abusive behavior entire team intention not', 'abusive behavior entire team intention not pay', 'abusive behavior entire team intention not pay ride', 'behavior', 'behavior entire', 'behavior entire team', 'behavior entire team intention', 'behavior entire team intention not', 'behavior entire team intention not pay', 'behavior entire team intention not pay ride', 'entire', 'entire team', 'entire team intention', 'entire team intention not', 'entire team intention not pay', 'entire team intention not pay ride', 'team', 'team intention', 'team intention not', 'team intention not pay', 'team intention not pay ride', 'intention', 'intention not', 'intention not pay', 'intention not pay ride', 'not', 'not pay', 'not pay ride', 'pay', 'pay ride', 'ride']",0,0,1,0.028985507246376812
145924,but wasn't able to ever feel 100% comfortable with all the risks involved plus the higher cost.,1,able feel comfortable risk involve plus high cost,"['able', 'able feel', 'able feel comfortable', 'able feel comfortable risk', 'able feel comfortable risk involve', 'able feel comfortable risk involve plus', 'able feel comfortable risk involve plus high', 'able feel comfortable risk involve plus high cost', 'feel', 'feel comfortable', 'feel comfortable risk', 'feel comfortable risk involve', 'feel comfortable risk involve plus', 'feel comfortable risk involve plus high', 'feel comfortable risk involve plus high cost', 'comfortable', 'comfortable risk', 'comfortable risk involve', 'comfortable risk involve plus', 'comfortable risk involve plus high', 'comfortable risk involve plus high cost', 'risk', 'risk involve', 'risk involve plus', 'risk involve plus high', 'risk involve plus high cost', 'involve', 'involve plus', 'involve plus high', 'involve plus high cost', 'plus', 'plus high', 'plus high cost', 'high', 'high cost', 'cost']",1,0,0,0.05128205128205128
100809,He scheduled my procedure for a kidney stone promptly so I could travel on break with my team.,0,schedule procedure kidney stone promptly travel break team,"['schedule', 'schedule procedure', 'schedule procedure kidney', 'schedule procedure kidney stone', 'schedule procedure kidney stone promptly', 'schedule procedure kidney stone promptly travel', 'schedule procedure kidney stone promptly travel break', 'schedule procedure kidney stone promptly travel break team', 'procedure', 'procedure kidney', 'procedure kidney stone', 'procedure kidney stone promptly', 'procedure kidney stone promptly travel', 'procedure kidney stone promptly travel break', 'procedure kidney stone promptly travel break team', 'kidney', 'kidney stone', 'kidney stone promptly', 'kidney stone promptly travel', 'kidney stone promptly travel break', 'kidney stone promptly travel break team', 'stone', 'stone promptly', 'stone promptly travel', 'stone promptly travel break', 'stone promptly travel break team', 'promptly', 'promptly travel', 'promptly travel break', 'promptly travel break team', 'travel', 'travel break', 'travel break team', 'break', 'break team', 'team']",0,0,1,0.05128205128205128
85806,"Dr. Zemmel not only gave me beautiful breasts, he and his team gave me hope, compassion, understanding",0,not give beautiful breast team give hope compassion understanding,"['not', 'not give', 'not give beautiful', 'not give beautiful breast', 'not give beautiful breast team', 'not give beautiful breast team give', 'not give beautiful breast team give hope', 'not give beautiful breast team give hope compassion', 'not give beautiful breast team give hope compassion understanding', 'give', 'give beautiful', 'give beautiful breast', 'give beautiful breast team', 'give beautiful breast team give', 'give beautiful breast team give hope', 'give beautiful breast team give hope compassion', 'give beautiful breast team give hope compassion understanding', 'beautiful', 'beautiful breast', 'beautiful breast team', 'beautiful breast team give', 'beautiful breast team give hope', 'beautiful breast team give hope compassion', 'beautiful breast team give hope compassion understanding', 'breast', 'breast team', 'breast team give', 'breast team give hope', 'breast team give hope compassion', 'breast team give hope compassion understanding', 'team', 'team give', 'team give hope', 'team give hope compassion', 'team give hope compassion understanding', 'give', 'give hope', 'give hope compassion', 'give hope compassion understanding', 'hope', 'hope compassion', 'hope compassion understanding', 'compassion', 'compassion understanding', 'understanding']",0,0,1,0.041666666666666664
157928,Terrible and rude husband / wife team (Jochen and Maya Pechak).,1,terrible rude husband wife team john peak,"['terrible', 'terrible rude', 'terrible rude husband', 'terrible rude husband wife', 'terrible rude husband wife team', 'terrible rude husband wife team john', 'terrible rude husband wife team john peak', 'rude', 'rude husband', 'rude husband wife', 'rude husband wife team', 'rude husband wife team john', 'rude husband wife team john peak', 'husband', 'husband wife', 'husband wife team', 'husband wife team john', 'husband wife team john peak', 'wife', 'wife team', 'wife team john', 'wife team john peak', 'team', 'team john', 'team john peak', 'john', 'john peak', 'peak']",0,0,1,0.06451612903225806
95882,He and his team answered any questions I had and even re assured me when I was nervous about then sitting high,0,team answer question assure nervous sit high,"['team', 'team answer', 'team answer question', 'team answer question assure', 'team answer question assure nervous', 'team answer question assure nervous sit', 'team answer question assure nervous sit high', 'answer', 'answer question', 'answer question assure', 'answer question assure nervous', 'answer question assure nervous sit', 'answer question assure nervous sit high', 'question', 'question assure', 'question assure nervous', 'question assure nervous sit', 'question assure nervous sit high', 'assure', 'assure nervous', 'assure nervous sit', 'assure nervous sit high', 'nervous', 'nervous sit', 'nervous sit high', 'sit', 'sit high', 'high']",0,0,1,0.06451612903225806
178082,Great team and wonderful care.,0,great team fantastic care,"['great', 'great team', 'great team fantastic', 'great team fantastic care', 'team', 'team fantastic', 'team fantastic care', 'fantastic', 'fantastic care', 'care']",0,0,1,0.15384615384615385
91268,"Dr.Parker and his team are incredibly attentive, efficient",0,parker team incredibly attentive efficient,"['parker', 'parker team', 'parker team incredibly', 'parker team incredibly attentive', 'parker team incredibly attentive efficient', 'team', 'team incredibly', 'team incredibly attentive', 'team incredibly attentive efficient', 'incredibly', 'incredibly attentive', 'incredibly attentive efficient', 'attentive', 'attentive efficient', 'efficient']",0,0,1,0.1111111111111111
145518,Getting all the pricing for the laser and medications during the first consult would have been a plus.,1,get prick laser meditation consult plus,"['get', 'get prick', 'get prick laser', 'get prick laser meditation', 'get prick laser meditation consult', 'get prick laser meditation consult plus', 'prick', 'prick laser', 'prick laser meditation', 'prick laser meditation consult', 'prick laser meditation consult plus', 'laser', 'laser meditation', 'laser meditation consult', 'laser meditation consult plus', 'meditation', 'meditation consult', 'meditation consult plus', 'consult', 'consult plus', 'plus']",1,0,0,0.08333333333333333
163250,Wish I could give a 5 Star Plus rating!,0,wish star plus rat,"['wish', 'wish star', 'wish star plus', 'wish star plus rat', 'star', 'star plus', 'star plus rat', 'plus', 'plus rat', 'rat']",1,0,0,0.15384615384615385
130995,The care that Amy and Dr.Soto?s team have provided me over these last few months have been nothing but exceptional.,0,care amy drsotos team provide exceptional,"['care', 'care amy', 'care amy drsotos', 'care amy drsotos team', 'care amy drsotos team provide', 'care amy drsotos team provide exceptional', 'amy', 'amy drsotos', 'amy drsotos team', 'amy drsotos team provide', 'amy drsotos team provide exceptional', 'drsotos', 'drsotos team', 'drsotos team provide', 'drsotos team provide exceptional', 'team', 'team provide', 'team provide exceptional', 'provide', 'provide exceptional', 'exceptional']",0,0,1,0.08333333333333333
177096,I Think Dr Dakwa and his team of medical assistance are very groomed and professional and it don't get no better than that,0,think dawn team medical aid groom professional no good,"['think', 'think dawn', 'think dawn team', 'think dawn team medical', 'think dawn team medical aid', 'think dawn team medical aid groom', 'think dawn team medical aid groom professional', 'think dawn team medical aid groom professional no', 'think dawn team medical aid groom professional no good', 'dawn', 'dawn team', 'dawn team medical', 'dawn team medical aid', 'dawn team medical aid groom', 'dawn team medical aid groom professional', 'dawn team medical aid groom professional no', 'dawn team medical aid groom professional no good', 'team', 'team medical', 'team medical aid', 'team medical aid groom', 'team medical aid groom professional', 'team medical aid groom professional no', 'team medical aid groom professional no good', 'medical', 'medical aid', 'medical aid groom', 'medical aid groom professional', 'medical aid groom professional no', 'medical aid groom professional no good', 'aid', 'aid groom', 'aid groom professional', 'aid groom professional no', 'aid groom professional no good', 'groom', 'groom professional', 'groom professional no', 'groom professional no good', 'professional', 'professional no', 'professional no good', 'no', 'no good', 'good']",0,0,1,0.041666666666666664
180848,and the team that works alongside her put me fully at ease.,0,team work aboard fully ease,"['team', 'team work', 'team work aboard', 'team work aboard fully', 'team work aboard fully ease', 'work', 'work aboard', 'work aboard fully', 'work aboard fully ease', 'aboard', 'aboard fully', 'aboard fully ease', 'fully', 'fully ease', 'ease']",0,0,1,0.1111111111111111
145717,And not to mention the warm gowns during my visits is always a plus!!,0,not mention warm gown visit plus,"['not', 'not mention', 'not mention warm', 'not mention warm gown', 'not mention warm gown visit', 'not mention warm gown visit plus', 'mention', 'mention warm', 'mention warm gown', 'mention warm gown visit', 'mention warm gown visit plus', 'warm', 'warm gown', 'warm gown visit', 'warm gown visit plus', 'gown', 'gown visit', 'gown visit plus', 'visit', 'visit plus', 'plus']",1,0,0,0.08333333333333333
181565,"The office support staff is subpar, the medical team is average, and the in house PT department is in conflict with the doctors office.",1,office support staff supper medical team average house department conflict doctor office,"['office', 'office support', 'office support staff', 'office support staff supper', 'office support staff supper medical', 'office support staff supper medical team', 'office support staff supper medical team average', 'office support staff supper medical team average house', 'office support staff supper medical team average house department', 'office support staff supper medical team average house department conflict', 'office support staff supper medical team average house department conflict doctor', 'office support staff supper medical team average house department conflict doctor office', 'support', 'support staff', 'support staff supper', 'support staff supper medical', 'support staff supper medical team', 'support staff supper medical team average', 'support staff supper medical team average house', 'support staff supper medical team average house department', 'support staff supper medical team average house department conflict', 'support staff supper medical team average house department conflict doctor', 'support staff supper medical team average house department conflict doctor office', 'staff', 'staff supper', 'staff supper medical', 'staff supper medical team', 'staff supper medical team average', 'staff supper medical team average house', 'staff supper medical team average house department', 'staff supper medical team average house department conflict', 'staff supper medical team average house department conflict doctor', 'staff supper medical team average house department conflict doctor office', 'supper', 'supper medical', 'supper medical team', 'supper medical team average', 'supper medical team average house', 'supper medical team average house department', 'supper medical team average house department conflict', 'supper medical team average house department conflict doctor', 'supper medical team average house department conflict doctor office', 'medical', 'medical team', 'medical team average', 'medical team average house', 'medical team average house department', 'medical team average house department conflict', 'medical team average house department conflict doctor', 'medical team average house department conflict doctor office', 'team', 'team average', 'team average house', 'team average house department', 'team average house department conflict', 'team average house department conflict doctor', 'team average house department conflict doctor office', 'average', 'average house', 'average house department', 'average house department conflict', 'average house department conflict doctor', 'average house department conflict doctor office', 'house', 'house department', 'house department conflict', 'house department conflict doctor', 'house department conflict doctor office', 'department', 'department conflict', 'department conflict doctor', 'department conflict doctor office', 'conflict', 'conflict doctor', 'conflict doctor office', 'doctor', 'doctor office', 'office']",0,0,1,0.024691358024691357
127169,"Long story short, Dr. S and his team have been nothing short of amazing.",0,long story short team short amaze,"['long', 'long story', 'long story short', 'long story short team', 'long story short team short', 'long story short team short amaze', 'story', 'story short', 'story short team', 'story short team short', 'story short team short amaze', 'short', 'short team', 'short team short', 'short team short amaze', 'team', 'team short', 'team short amaze', 'short', 'short amaze', 'amaze']",0,0,1,0.08333333333333333
115280,The office atmosphere is very comfortable and I would highly recommend visiting Dr. Wise and his team!,0,office atmosphere comfortable highly recommend visit wise team,"['office', 'office atmosphere', 'office atmosphere comfortable', 'office atmosphere comfortable highly', 'office atmosphere comfortable highly recommend', 'office atmosphere comfortable highly recommend visit', 'office atmosphere comfortable highly recommend visit wise', 'office atmosphere comfortable highly recommend visit wise team', 'atmosphere', 'atmosphere comfortable', 'atmosphere comfortable highly', 'atmosphere comfortable highly recommend', 'atmosphere comfortable highly recommend visit', 'atmosphere comfortable highly recommend visit wise', 'atmosphere comfortable highly recommend visit wise team', 'comfortable', 'comfortable highly', 'comfortable highly recommend', 'comfortable highly recommend visit', 'comfortable highly recommend visit wise', 'comfortable highly recommend visit wise team', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit wise', 'highly recommend visit wise team', 'recommend', 'recommend visit', 'recommend visit wise', 'recommend visit wise team', 'visit', 'visit wise', 'visit wise team', 'wise', 'wise team', 'team']",0,0,1,0.05128205128205128
176647,"Plus, his prices are on the low end.",0,plus price low end,"['plus', 'plus price', 'plus price low', 'plus price low end', 'price', 'price low', 'price low end', 'low', 'low end', 'end']",1,0,0,0.15384615384615385
93860,my experience at the implant center and Dr. Goldschlag was a 5 star plus.,0,experience plant center star plus,"['experience', 'experience plant', 'experience plant center', 'experience plant center star', 'experience plant center star plus', 'plant', 'plant center', 'plant center star', 'plant center star plus', 'center', 'center star', 'center star plus', 'star', 'star plus', 'plus']",1,0,0,0.1111111111111111
131486,for 20 plus years saw dr. Packer he told me exactly what he was going to do and he did just that.,0,plus year see tell precisely go,"['plus', 'plus year', 'plus year see', 'plus year see tell', 'plus year see tell precisely', 'plus year see tell precisely go', 'year', 'year see', 'year see tell', 'year see tell precisely', 'year see tell precisely go', 'see', 'see tell', 'see tell precisely', 'see tell precisely go', 'tell', 'tell precisely', 'tell precisely go', 'precisely', 'precisely go', 'go']",1,0,0,0.08333333333333333
146373,"The staff should be called his team, better yet, family.",0,staff call team good family,"['staff', 'staff call', 'staff call team', 'staff call team good', 'staff call team good family', 'call', 'call team', 'call team good', 'call team good family', 'team', 'team good', 'team good family', 'good', 'good family', 'family']",0,0,1,0.1111111111111111
107856,I was already impressed with the team.,0,impress team,"['impress', 'impress team', 'team']",0,0,1,0.3333333333333333
