commentId,comment,classification,comment_processed,word_phrase_list,listen,fear,make,unapproachable,aid,hearer,similarity_score
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,0,1,0,0,0,0.09090909090909091
185507,"and I let him , and no difference was made except making the cartilage more damaged and worse .",1,let difference make cartilage damage bad,"['let', 'let difference', 'let difference make', 'let difference make cartilage', 'let difference make cartilage damage', 'let difference make cartilage damage bad', 'difference', 'difference make', 'difference make cartilage', 'difference make cartilage damage', 'difference make cartilage damage bad', 'make', 'make cartilage', 'make cartilage damage', 'make cartilage damage bad', 'cartilage', 'cartilage damage', 'cartilage damage bad', 'damage', 'damage bad', 'bad']",0,0,1,0,0,0,0.09090909090909091
115412,"and scars are still jagged and ""dog eared"" at ends with pockets of fat that should've been liposuctioned.",1,scar jagged dog fear end pocket fat ve liposuctioned,"['scar', 'scar jagged', 'scar jagged dog', 'scar jagged dog fear', 'scar jagged dog fear end', 'scar jagged dog fear end pocket', 'scar jagged dog fear end pocket fat', 'scar jagged dog fear end pocket fat ve', 'scar jagged dog fear end pocket fat ve liposuctioned', 'jagged', 'jagged dog', 'jagged dog fear', 'jagged dog fear end', 'jagged dog fear end pocket', 'jagged dog fear end pocket fat', 'jagged dog fear end pocket fat ve', 'jagged dog fear end pocket fat ve liposuctioned', 'dog', 'dog fear', 'dog fear end', 'dog fear end pocket', 'dog fear end pocket fat', 'dog fear end pocket fat ve', 'dog fear end pocket fat ve liposuctioned', 'fear', 'fear end', 'fear end pocket', 'fear end pocket fat', 'fear end pocket fat ve', 'fear end pocket fat ve liposuctioned', 'end', 'end pocket', 'end pocket fat', 'end pocket fat ve', 'end pocket fat ve liposuctioned', 'pocket', 'pocket fat', 'pocket fat ve', 'pocket fat ve liposuctioned', 'fat', 'fat ve', 'fat ve liposuctioned', 've', 've liposuctioned', 'liposuctioned']",0,1,0,0,0,0,0.09090909090909091
103338,Amanda Schultz makes me feel so comfortable and the nurse Kim is so personable!,0,mania schurz make feel comfortable nurse personal,"['mania', 'mania schurz', 'mania schurz make', 'mania schurz make feel', 'mania schurz make feel comfortable', 'mania schurz make feel comfortable nurse', 'mania schurz make feel comfortable nurse personal', 'schurz', 'schurz make', 'schurz make feel', 'schurz make feel comfortable', 'schurz make feel comfortable nurse', 'schurz make feel comfortable nurse personal', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable nurse', 'make feel comfortable nurse personal', 'feel', 'feel comfortable', 'feel comfortable nurse', 'feel comfortable nurse personal', 'comfortable', 'comfortable nurse', 'comfortable nurse personal', 'nurse', 'nurse personal', 'personal']",0,0,1,0,0,0,0.09090909090909091
68276,He listens to me and is willing to receive my input regarding treatment.,0,listen willing receive input treatment,"['listen', 'listen willing', 'listen willing receive', 'listen willing receive input', 'listen willing receive input treatment', 'willing', 'willing receive', 'willing receive input', 'willing receive input treatment', 'receive', 'receive input', 'receive input treatment', 'input', 'input treatment', 'treatment']",1,0,0,0,0,0,0.09090909090909091
127708,Doctor Hubberty listens to what I have to say and pays attention.,0,doctor puberty listen pay attention,"['doctor', 'doctor puberty', 'doctor puberty listen', 'doctor puberty listen pay', 'doctor puberty listen pay attention', 'puberty', 'puberty listen', 'puberty listen pay', 'puberty listen pay attention', 'listen', 'listen pay', 'listen pay attention', 'pay', 'pay attention', 'attention']",1,0,0,0,0,0,0.09090909090909091
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",1,0,0,0,0,0,0.09090909090909091
189609,"As I aged, the heaviness became more apparent, making my eyes look and feel tired.",1,aged heaviness apparent make eye look feel tire,"['aged', 'aged heaviness', 'aged heaviness apparent', 'aged heaviness apparent make', 'aged heaviness apparent make eye', 'aged heaviness apparent make eye look', 'aged heaviness apparent make eye look feel', 'aged heaviness apparent make eye look feel tire', 'heaviness', 'heaviness apparent', 'heaviness apparent make', 'heaviness apparent make eye', 'heaviness apparent make eye look', 'heaviness apparent make eye look feel', 'heaviness apparent make eye look feel tire', 'apparent', 'apparent make', 'apparent make eye', 'apparent make eye look', 'apparent make eye look feel', 'apparent make eye look feel tire', 'make', 'make eye', 'make eye look', 'make eye look feel', 'make eye look feel tire', 'eye', 'eye look', 'eye look feel', 'eye look feel tire', 'look', 'look feel', 'look feel tire', 'feel', 'feel tire', 'tire']",0,0,1,0,0,0,0.09090909090909091
117020,Excellent capacity and listening skills.,0,excellent capacity listen skill,"['excellent', 'excellent capacity', 'excellent capacity listen', 'excellent capacity listen skill', 'capacity', 'capacity listen', 'capacity listen skill', 'listen', 'listen skill', 'skill']",1,0,0,0,0,0,0.09090909090909091
140584,"Every detail at Dr. Frank's Medical Spa makes the visit a treat: the beautiful office, the tiny chocolates with the logo imprint",0,detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint,"['detail', 'detail dr', 'detail dr rank', 'detail dr rank medical', 'detail dr rank medical sea', 'detail dr rank medical sea make', 'detail dr rank medical sea make visit', 'detail dr rank medical sea make visit treat', 'detail dr rank medical sea make visit treat beautiful', 'detail dr rank medical sea make visit treat beautiful office', 'detail dr rank medical sea make visit treat beautiful office bantam', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'dr', 'dr rank', 'dr rank medical', 'dr rank medical sea', 'dr rank medical sea make', 'dr rank medical sea make visit', 'dr rank medical sea make visit treat', 'dr rank medical sea make visit treat beautiful', 'dr rank medical sea make visit treat beautiful office', 'dr rank medical sea make visit treat beautiful office bantam', 'dr rank medical sea make visit treat beautiful office bantam chocolate', 'dr rank medical sea make visit treat beautiful office bantam chocolate log', 'dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'rank', 'rank medical', 'rank medical sea', 'rank medical sea make', 'rank medical sea make visit', 'rank medical sea make visit treat', 'rank medical sea make visit treat beautiful', 'rank medical sea make visit treat beautiful office', 'rank medical sea make visit treat beautiful office bantam', 'rank medical sea make visit treat beautiful office bantam chocolate', 'rank medical sea make visit treat beautiful office bantam chocolate log', 'rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'medical', 'medical sea', 'medical sea make', 'medical sea make visit', 'medical sea make visit treat', 'medical sea make visit treat beautiful', 'medical sea make visit treat beautiful office', 'medical sea make visit treat beautiful office bantam', 'medical sea make visit treat beautiful office bantam chocolate', 'medical sea make visit treat beautiful office bantam chocolate log', 'medical sea make visit treat beautiful office bantam chocolate log imprint', 'sea', 'sea make', 'sea make visit', 'sea make visit treat', 'sea make visit treat beautiful', 'sea make visit treat beautiful office', 'sea make visit treat beautiful office bantam', 'sea make visit treat beautiful office bantam chocolate', 'sea make visit treat beautiful office bantam chocolate log', 'sea make visit treat beautiful office bantam chocolate log imprint', 'make', 'make visit', 'make visit treat', 'make visit treat beautiful', 'make visit treat beautiful office', 'make visit treat beautiful office bantam', 'make visit treat beautiful office bantam chocolate', 'make visit treat beautiful office bantam chocolate log', 'make visit treat beautiful office bantam chocolate log imprint', 'visit', 'visit treat', 'visit treat beautiful', 'visit treat beautiful office', 'visit treat beautiful office bantam', 'visit treat beautiful office bantam chocolate', 'visit treat beautiful office bantam chocolate log', 'visit treat beautiful office bantam chocolate log imprint', 'treat', 'treat beautiful', 'treat beautiful office', 'treat beautiful office bantam', 'treat beautiful office bantam chocolate', 'treat beautiful office bantam chocolate log', 'treat beautiful office bantam chocolate log imprint', 'beautiful', 'beautiful office', 'beautiful office bantam', 'beautiful office bantam chocolate', 'beautiful office bantam chocolate log', 'beautiful office bantam chocolate log imprint', 'office', 'office bantam', 'office bantam chocolate', 'office bantam chocolate log', 'office bantam chocolate log imprint', 'bantam', 'bantam chocolate', 'bantam chocolate log', 'bantam chocolate log imprint', 'chocolate', 'chocolate log', 'chocolate log imprint', 'log', 'log imprint', 'imprint']",0,0,1,0,0,0,0.09090909090909091
109196,"He takes the time to listen to his patient's concerns, explain their medical condition and discuss possible treatments.",0,take time listen patient concern explain medical condition discus possible treatment,"['take', 'take time', 'take time listen', 'take time listen patient', 'take time listen patient concern', 'take time listen patient concern explain', 'take time listen patient concern explain medical', 'take time listen patient concern explain medical condition', 'take time listen patient concern explain medical condition discus', 'take time listen patient concern explain medical condition discus possible', 'take time listen patient concern explain medical condition discus possible treatment', 'time', 'time listen', 'time listen patient', 'time listen patient concern', 'time listen patient concern explain', 'time listen patient concern explain medical', 'time listen patient concern explain medical condition', 'time listen patient concern explain medical condition discus', 'time listen patient concern explain medical condition discus possible', 'time listen patient concern explain medical condition discus possible treatment', 'listen', 'listen patient', 'listen patient concern', 'listen patient concern explain', 'listen patient concern explain medical', 'listen patient concern explain medical condition', 'listen patient concern explain medical condition discus', 'listen patient concern explain medical condition discus possible', 'listen patient concern explain medical condition discus possible treatment', 'patient', 'patient concern', 'patient concern explain', 'patient concern explain medical', 'patient concern explain medical condition', 'patient concern explain medical condition discus', 'patient concern explain medical condition discus possible', 'patient concern explain medical condition discus possible treatment', 'concern', 'concern explain', 'concern explain medical', 'concern explain medical condition', 'concern explain medical condition discus', 'concern explain medical condition discus possible', 'concern explain medical condition discus possible treatment', 'explain', 'explain medical', 'explain medical condition', 'explain medical condition discus', 'explain medical condition discus possible', 'explain medical condition discus possible treatment', 'medical', 'medical condition', 'medical condition discus', 'medical condition discus possible', 'medical condition discus possible treatment', 'condition', 'condition discus', 'condition discus possible', 'condition discus possible treatment', 'discus', 'discus possible', 'discus possible treatment', 'possible', 'possible treatment', 'treatment']",1,0,0,0,0,0,0.09090909090909091
87006,Having 3 locations aids in being seen promptly when there is a problem or concern.,0,have location aid see promptly problem concern,"['have', 'have location', 'have location aid', 'have location aid see', 'have location aid see promptly', 'have location aid see promptly problem', 'have location aid see promptly problem concern', 'location', 'location aid', 'location aid see', 'location aid see promptly', 'location aid see promptly problem', 'location aid see promptly problem concern', 'aid', 'aid see', 'aid see promptly', 'aid see promptly problem', 'aid see promptly problem concern', 'see', 'see promptly', 'see promptly problem', 'see promptly problem concern', 'promptly', 'promptly problem', 'promptly problem concern', 'problem', 'problem concern', 'concern']",0,0,0,0,1,0,0.09090909090909091
150776,"They don't listen, and I have never really felt like a patient or a person, mostly just an annoyance.",1,listen feel like patient person annoyance,"['listen', 'listen feel', 'listen feel like', 'listen feel like patient', 'listen feel like patient person', 'listen feel like patient person annoyance', 'feel', 'feel like', 'feel like patient', 'feel like patient person', 'feel like patient person annoyance', 'like', 'like patient', 'like patient person', 'like patient person annoyance', 'patient', 'patient person', 'patient person annoyance', 'person', 'person annoyance', 'annoyance']",1,0,0,0,0,0,0.09090909090909091
65517,She listens and concentrates on the patient,0,listen concentrate patient,"['listen', 'listen concentrate', 'listen concentrate patient', 'concentrate', 'concentrate patient', 'patient']",1,0,0,0,0,0,0.09090909090909091
186401,The medical assistance are very courteous compassionate and patient.,0,medical aid courteous compassionate patient,"['medical', 'medical aid', 'medical aid courteous', 'medical aid courteous compassionate', 'medical aid courteous compassionate patient', 'aid', 'aid courteous', 'aid courteous compassionate', 'aid courteous compassionate patient', 'courteous', 'courteous compassionate', 'courteous compassionate patient', 'compassionate', 'compassionate patient', 'patient']",0,0,0,0,1,0,0.09090909090909091
92273,He is humble and listens to your needs,0,humble listen need,"['humble', 'humble listen', 'humble listen need', 'listen', 'listen need', 'need']",1,0,0,0,0,0,0.09090909090909091
129195,Recently I have been seeing Elena for my hydrafacials and she has the most soothing face massage technique that makes me glow.,0,recently see helena hydrafacials soothe face massage technique make glow,"['recently', 'recently see', 'recently see helena', 'recently see helena hydrafacials', 'recently see helena hydrafacials soothe', 'recently see helena hydrafacials soothe face', 'recently see helena hydrafacials soothe face massage', 'recently see helena hydrafacials soothe face massage technique', 'recently see helena hydrafacials soothe face massage technique make', 'recently see helena hydrafacials soothe face massage technique make glow', 'see', 'see helena', 'see helena hydrafacials', 'see helena hydrafacials soothe', 'see helena hydrafacials soothe face', 'see helena hydrafacials soothe face massage', 'see helena hydrafacials soothe face massage technique', 'see helena hydrafacials soothe face massage technique make', 'see helena hydrafacials soothe face massage technique make glow', 'helena', 'helena hydrafacials', 'helena hydrafacials soothe', 'helena hydrafacials soothe face', 'helena hydrafacials soothe face massage', 'helena hydrafacials soothe face massage technique', 'helena hydrafacials soothe face massage technique make', 'helena hydrafacials soothe face massage technique make glow', 'hydrafacials', 'hydrafacials soothe', 'hydrafacials soothe face', 'hydrafacials soothe face massage', 'hydrafacials soothe face massage technique', 'hydrafacials soothe face massage technique make', 'hydrafacials soothe face massage technique make glow', 'soothe', 'soothe face', 'soothe face massage', 'soothe face massage technique', 'soothe face massage technique make', 'soothe face massage technique make glow', 'face', 'face massage', 'face massage technique', 'face massage technique make', 'face massage technique make glow', 'massage', 'massage technique', 'massage technique make', 'massage technique make glow', 'technique', 'technique make', 'technique make glow', 'make', 'make glow', 'glow']",0,0,1,0,0,0,0.09090909090909091
130410,"I Spoke to their Public Relations person, Jaqueline, who listened and seemed to be very concerned.",0,speak public relation person paquelin listen concerned,"['speak', 'speak public', 'speak public relation', 'speak public relation person', 'speak public relation person paquelin', 'speak public relation person paquelin listen', 'speak public relation person paquelin listen concerned', 'public', 'public relation', 'public relation person', 'public relation person paquelin', 'public relation person paquelin listen', 'public relation person paquelin listen concerned', 'relation', 'relation person', 'relation person paquelin', 'relation person paquelin listen', 'relation person paquelin listen concerned', 'person', 'person paquelin', 'person paquelin listen', 'person paquelin listen concerned', 'paquelin', 'paquelin listen', 'paquelin listen concerned', 'listen', 'listen concerned', 'concerned']",1,0,0,0,0,0,0.09090909090909091
61738,He goes the extra mile and he makes sure that he connects with all of your concerns,0,go extra mile make sure connect concern,"['go', 'go extra', 'go extra mile', 'go extra mile make', 'go extra mile make sure', 'go extra mile make sure connect', 'go extra mile make sure connect concern', 'extra', 'extra mile', 'extra mile make', 'extra mile make sure', 'extra mile make sure connect', 'extra mile make sure connect concern', 'mile', 'mile make', 'mile make sure', 'mile make sure connect', 'mile make sure connect concern', 'make', 'make sure', 'make sure connect', 'make sure connect concern', 'sure', 'sure connect', 'sure connect concern', 'connect', 'connect concern', 'concern']",0,0,1,0,0,0,0.09090909090909091
108354,"His honesty showed me he didn't care about making more money,",0,honesty show care make money,"['honesty', 'honesty show', 'honesty show care', 'honesty show care make', 'honesty show care make money', 'show', 'show care', 'show care make', 'show care make money', 'care', 'care make', 'care make money', 'make', 'make money', 'money']",0,0,1,0,0,0,0.09090909090909091
150142,She will not listen to her patients.,1,listen patient,"['listen', 'listen patient', 'patient']",1,0,0,0,0,0,0.09090909090909091
148602,Friends already told me they would rip me off too....should?ve listemed,1,friend tell rip tooshouldve listen,"['friend', 'friend tell', 'friend tell rip', 'friend tell rip tooshouldve', 'friend tell rip tooshouldve listen', 'tell', 'tell rip', 'tell rip tooshouldve', 'tell rip tooshouldve listen', 'rip', 'rip tooshouldve', 'rip tooshouldve listen', 'tooshouldve', 'tooshouldve listen', 'listen']",1,0,0,0,0,0,0.09090909090909091
115231,"He listened to my questions, gave honest answers, made sure we were on the same page,",0,listen question give honest answer sure page,"['listen', 'listen question', 'listen question give', 'listen question give honest', 'listen question give honest answer', 'listen question give honest answer sure', 'listen question give honest answer sure page', 'question', 'question give', 'question give honest', 'question give honest answer', 'question give honest answer sure', 'question give honest answer sure page', 'give', 'give honest', 'give honest answer', 'give honest answer sure', 'give honest answer sure page', 'honest', 'honest answer', 'honest answer sure', 'honest answer sure page', 'answer', 'answer sure', 'answer sure page', 'sure', 'sure page', 'page']",1,0,0,0,0,0,0.09090909090909091
