commentId,comment,classification,comment_processed,word_phrase_list,impression,great,similarity_score
99823,Shelly is great!!,0,shell great,"['shell', 'shell great', 'great']",0,1,0.3333333333333333
115019,Dr. Hardy and her staff were great!!,0,staff great,"['staff', 'staff great', 'great']",0,1,0.3333333333333333
113024,In my opinion Dr. Ratliff did a great job on my breasts and I've never regretted my choice.,0,opinion sign great job breast regret choice,"['opinion', 'opinion sign', 'opinion sign great', 'opinion sign great job', 'opinion sign great job breast', 'opinion sign great job breast regret', 'opinion sign great job breast regret choice', 'sign', 'sign great', 'sign great job', 'sign great job breast', 'sign great job breast regret', 'sign great job breast regret choice', 'great', 'great job', 'great job breast', 'great job breast regret', 'great job breast regret choice', 'job', 'job breast', 'job breast regret', 'job breast regret choice', 'breast', 'breast regret', 'breast regret choice', 'regret', 'regret choice', 'choice']",0,1,0.06451612903225806
102818,"Great appointment, I will defienetly be coming back!",0,great appointment rebelliously come,"['great', 'great appointment', 'great appointment rebelliously', 'great appointment rebelliously come', 'appointment', 'appointment rebelliously', 'appointment rebelliously come', 'rebelliously', 'rebelliously come', 'come']",0,1,0.15384615384615385
82993,Dr. Zoumalan's office has a great ambience,0,great absence,"['great', 'great absence', 'absence']",0,1,0.3333333333333333
99706,Great team...,0,great team,"['great', 'great team', 'team']",0,1,0.3333333333333333
104676,Great ENT in addition to Plastic Surgeon.,0,great go addition plastic surgeon,"['great', 'great go', 'great go addition', 'great go addition plastic', 'great go addition plastic surgeon', 'go', 'go addition', 'go addition plastic', 'go addition plastic surgeon', 'addition', 'addition plastic', 'addition plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",0,1,0.1111111111111111
77386,The nursing staff was great pre and post surgery.,0,nurse staff great pre post surgery,"['nurse', 'nurse staff', 'nurse staff great', 'nurse staff great pre', 'nurse staff great pre post', 'nurse staff great pre post surgery', 'staff', 'staff great', 'staff great pre', 'staff great pre post', 'staff great pre post surgery', 'great', 'great pre', 'great pre post', 'great pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,1,0.08333333333333333
135324,Everything went great and did the first time in a very long time my hands no longer go to sleep chronically.,0,go great time long time hand no long sleep ironically,"['go', 'go great', 'go great time', 'go great time long', 'go great time long time', 'go great time long time hand', 'go great time long time hand no', 'go great time long time hand no long', 'go great time long time hand no long sleep', 'go great time long time hand no long sleep ironically', 'great', 'great time', 'great time long', 'great time long time', 'great time long time hand', 'great time long time hand no', 'great time long time hand no long', 'great time long time hand no long sleep', 'great time long time hand no long sleep ironically', 'time', 'time long', 'time long time', 'time long time hand', 'time long time hand no', 'time long time hand no long', 'time long time hand no long sleep', 'time long time hand no long sleep ironically', 'long', 'long time', 'long time hand', 'long time hand no', 'long time hand no long', 'long time hand no long sleep', 'long time hand no long sleep ironically', 'time', 'time hand', 'time hand no', 'time hand no long', 'time hand no long sleep', 'time hand no long sleep ironically', 'hand', 'hand no', 'hand no long', 'hand no long sleep', 'hand no long sleep ironically', 'no', 'no long', 'no long sleep', 'no long sleep ironically', 'long', 'long sleep', 'long sleep ironically', 'sleep', 'sleep ironically', 'ironically']",0,1,0.034482758620689655
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great not have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great not', 'have surgery center right office great not have', 'have surgery center right office great not have big', 'have surgery center right office great not have big hospital', 'have surgery center right office great not have big hospital clinic', 'have surgery center right office great not have big hospital clinic procedure', 'have surgery center right office great not have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great not', 'surgery center right office great not have', 'surgery center right office great not have big', 'surgery center right office great not have big hospital', 'surgery center right office great not have big hospital clinic', 'surgery center right office great not have big hospital clinic procedure', 'surgery center right office great not have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great not', 'center right office great not have', 'center right office great not have big', 'center right office great not have big hospital', 'center right office great not have big hospital clinic', 'center right office great not have big hospital clinic procedure', 'center right office great not have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great not', 'right office great not have', 'right office great not have big', 'right office great not have big hospital', 'right office great not have big hospital clinic', 'right office great not have big hospital clinic procedure', 'right office great not have big hospital clinic procedure convenient', 'office', 'office great', 'office great not', 'office great not have', 'office great not have big', 'office great not have big hospital', 'office great not have big hospital clinic', 'office great not have big hospital clinic procedure', 'office great not have big hospital clinic procedure convenient', 'great', 'great not', 'great not have', 'great not have big', 'great not have big hospital', 'great not have big hospital clinic', 'great not have big hospital clinic procedure', 'great not have big hospital clinic procedure convenient', 'not', 'not have', 'not have big', 'not have big hospital', 'not have big hospital clinic', 'not have big hospital clinic procedure', 'not have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,1,0.02127659574468085
143586,"Everything turned out great, staff has been more than nice and comforting.",0,turn great staff nice comfort,"['turn', 'turn great', 'turn great staff', 'turn great staff nice', 'turn great staff nice comfort', 'great', 'great staff', 'great staff nice', 'great staff nice comfort', 'staff', 'staff nice', 'staff nice comfort', 'nice', 'nice comfort', 'comfort']",0,1,0.1111111111111111
89739,I had very little pain after and it was great coming back to the office,0,little pain great come office,"['little', 'little pain', 'little pain great', 'little pain great come', 'little pain great come office', 'pain', 'pain great', 'pain great come', 'pain great come office', 'great', 'great come', 'great come office', 'come', 'come office', 'office']",0,1,0.1111111111111111
125570,Very great customer service and amazing results.,0,great customer service amaze result,"['great', 'great customer', 'great customer service', 'great customer service amaze', 'great customer service amaze result', 'customer', 'customer service', 'customer service amaze', 'customer service amaze result', 'service', 'service amaze', 'service amaze result', 'amaze', 'amaze result', 'result']",0,1,0.1111111111111111
84830,my expertience here was great.,0,experience great,"['experience', 'experience great', 'great']",0,1,0.3333333333333333
86973,so sweet and Rosie was always great to talk to.,0,sweet rise great talk,"['sweet', 'sweet rise', 'sweet rise great', 'sweet rise great talk', 'rise', 'rise great', 'rise great talk', 'great', 'great talk', 'talk']",0,1,0.15384615384615385
117021,"Awesome doctor, great office staff.",0,amazing great office staff,"['amazing', 'amazing great', 'amazing great office', 'amazing great office staff', 'great', 'great office', 'great office staff', 'office', 'office staff', 'staff']",0,1,0.15384615384615385
85520,The outcome is far greater than I could have ever anticipated!,0,result far great anticipate,"['result', 'result far', 'result far great', 'result far great anticipate', 'far', 'far great', 'far great anticipate', 'great', 'great anticipate', 'anticipate']",0,1,0.15384615384615385
62243,And the office staff is great too.,0,office staff great,"['office', 'office staff', 'office staff great', 'staff', 'staff great', 'great']",0,1,0.2222222222222222
185378,Great information and resources to share in our community,0,great information resource share community,"['great', 'great information', 'great information resource', 'great information resource share', 'great information resource share community', 'information', 'information resource', 'information resource share', 'information resource share community', 'resource', 'resource share', 'resource share community', 'share', 'share community', 'community']",0,1,0.1111111111111111
159570,"Through the virtual simulation, I realized that the 400cc would look great and was more proportional to my body.",0,virtual stimulation realize c look great proportional body,"['virtual', 'virtual stimulation', 'virtual stimulation realize', 'virtual stimulation realize c', 'virtual stimulation realize c look', 'virtual stimulation realize c look great', 'virtual stimulation realize c look great proportional', 'virtual stimulation realize c look great proportional body', 'stimulation', 'stimulation realize', 'stimulation realize c', 'stimulation realize c look', 'stimulation realize c look great', 'stimulation realize c look great proportional', 'stimulation realize c look great proportional body', 'realize', 'realize c', 'realize c look', 'realize c look great', 'realize c look great proportional', 'realize c look great proportional body', 'c', 'c look', 'c look great', 'c look great proportional', 'c look great proportional body', 'look', 'look great', 'look great proportional', 'look great proportional body', 'great', 'great proportional', 'great proportional body', 'proportional', 'proportional body', 'body']",0,1,0.05128205128205128
89800,The staff is great to willing to help any way they can.,0,staff great willing help way,"['staff', 'staff great', 'staff great willing', 'staff great willing help', 'staff great willing help way', 'great', 'great willing', 'great willing help', 'great willing help way', 'willing', 'willing help', 'willing help way', 'help', 'help way', 'way']",0,1,0.1111111111111111
98185,Even though I had a few challenges in the beginning of my surgery overall my experience was great!!,0,challenge begin surgery overall experience great,"['challenge', 'challenge begin', 'challenge begin surgery', 'challenge begin surgery overall', 'challenge begin surgery overall experience', 'challenge begin surgery overall experience great', 'begin', 'begin surgery', 'begin surgery overall', 'begin surgery overall experience', 'begin surgery overall experience great', 'surgery', 'surgery overall', 'surgery overall experience', 'surgery overall experience great', 'overall', 'overall experience', 'overall experience great', 'experience', 'experience great', 'great']",0,1,0.08333333333333333
102886,Internet is a great way to fool people and he has used that for several years to advertise his business.,1,internet great way fool people advertise business,"['internet', 'internet great', 'internet great way', 'internet great way fool', 'internet great way fool people', 'internet great way fool people advertise', 'internet great way fool people advertise business', 'great', 'great way', 'great way fool', 'great way fool people', 'great way fool people advertise', 'great way fool people advertise business', 'way', 'way fool', 'way fool people', 'way fool people advertise', 'way fool people advertise business', 'fool', 'fool people', 'fool people advertise', 'fool people advertise business', 'people', 'people advertise', 'people advertise business', 'advertise', 'advertise business', 'business']",0,1,0.06451612903225806
100586,"Has had great medical care,",0,great medical care,"['great', 'great medical', 'great medical care', 'medical', 'medical care', 'care']",0,1,0.2222222222222222
130109,Four months later our check up showed great improvement.,0,check show great improvement,"['check', 'check show', 'check show great', 'check show great improvement', 'show', 'show great', 'show great improvement', 'great', 'great improvement', 'improvement']",0,1,0.15384615384615385
190890,It was wonderful and I left feeling so great!,0,fantastic leave feel great,"['fantastic', 'fantastic leave', 'fantastic leave feel', 'fantastic leave feel great', 'leave', 'leave feel', 'leave feel great', 'feel', 'feel great', 'great']",0,1,0.15384615384615385
131113,Not a great experience for me or my wife.,1,not great experience wife,"['not', 'not great', 'not great experience', 'not great experience wife', 'great', 'great experience', 'great experience wife', 'experience', 'experience wife', 'wife']",0,1,0.15384615384615385
84938,"Great Rhinoplasty Results - Chevy Chase, MD. I initially saw Dr. Naderi in November 2013 for a consult",0,great nose job result chase md initially see consult,"['great', 'great nose', 'great nose job', 'great nose job result', 'great nose job result chase', 'great nose job result chase md', 'great nose job result chase md initially', 'great nose job result chase md initially see', 'great nose job result chase md initially see consult', 'nose', 'nose job', 'nose job result', 'nose job result chase', 'nose job result chase md', 'nose job result chase md initially', 'nose job result chase md initially see', 'nose job result chase md initially see consult', 'job', 'job result', 'job result chase', 'job result chase md', 'job result chase md initially', 'job result chase md initially see', 'job result chase md initially see consult', 'result', 'result chase', 'result chase md', 'result chase md initially', 'result chase md initially see', 'result chase md initially see consult', 'chase', 'chase md', 'chase md initially', 'chase md initially see', 'chase md initially see consult', 'md', 'md initially', 'md initially see', 'md initially see consult', 'initially', 'initially see', 'initially see consult', 'see', 'see consult', 'consult']",0,1,0.041666666666666664
90583,We had our consultation and it was as great as I expected based off Dr. Gartner's reviews.,0,consultation great expect base partner review,"['consultation', 'consultation great', 'consultation great expect', 'consultation great expect base', 'consultation great expect base partner', 'consultation great expect base partner review', 'great', 'great expect', 'great expect base', 'great expect base partner', 'great expect base partner review', 'expect', 'expect base', 'expect base partner', 'expect base partner review', 'base', 'base partner', 'base partner review', 'partner', 'partner review', 'review']",0,1,0.08333333333333333
122261,"Disappointing given his great ratings, which leaves me to wonder if the accuracy of the waitings.",1,disappoint give great rat leaf wonder accuracy wait,"['disappoint', 'disappoint give', 'disappoint give great', 'disappoint give great rat', 'disappoint give great rat leaf', 'disappoint give great rat leaf wonder', 'disappoint give great rat leaf wonder accuracy', 'disappoint give great rat leaf wonder accuracy wait', 'give', 'give great', 'give great rat', 'give great rat leaf', 'give great rat leaf wonder', 'give great rat leaf wonder accuracy', 'give great rat leaf wonder accuracy wait', 'great', 'great rat', 'great rat leaf', 'great rat leaf wonder', 'great rat leaf wonder accuracy', 'great rat leaf wonder accuracy wait', 'rat', 'rat leaf', 'rat leaf wonder', 'rat leaf wonder accuracy', 'rat leaf wonder accuracy wait', 'leaf', 'leaf wonder', 'leaf wonder accuracy', 'leaf wonder accuracy wait', 'wonder', 'wonder accuracy', 'wonder accuracy wait', 'accuracy', 'accuracy wait', 'wait']",0,1,0.05128205128205128
93902,for almost 46 years you would think I'm done but I work with literally no pain and feel great!,0,think work literally no pain feel great,"['think', 'think work', 'think work literally', 'think work literally no', 'think work literally no pain', 'think work literally no pain feel', 'think work literally no pain feel great', 'work', 'work literally', 'work literally no', 'work literally no pain', 'work literally no pain feel', 'work literally no pain feel great', 'literally', 'literally no', 'literally no pain', 'literally no pain feel', 'literally no pain feel great', 'no', 'no pain', 'no pain feel', 'no pain feel great', 'pain', 'pain feel', 'pain feel great', 'feel', 'feel great', 'great']",0,1,0.06451612903225806
123683,"Procedure went as planned, great result, very little down time.",0,procedure go plan great result little time,"['procedure', 'procedure go', 'procedure go plan', 'procedure go plan great', 'procedure go plan great result', 'procedure go plan great result little', 'procedure go plan great result little time', 'go', 'go plan', 'go plan great', 'go plan great result', 'go plan great result little', 'go plan great result little time', 'plan', 'plan great', 'plan great result', 'plan great result little', 'plan great result little time', 'great', 'great result', 'great result little', 'great result little time', 'result', 'result little', 'result little time', 'little', 'little time', 'time']",0,1,0.06451612903225806
135273,My ear looks great and I cannot wait until I can wear earrings again.,0,ear look great not wait wear earring,"['ear', 'ear look', 'ear look great', 'ear look great not', 'ear look great not wait', 'ear look great not wait wear', 'ear look great not wait wear earring', 'look', 'look great', 'look great not', 'look great not wait', 'look great not wait wear', 'look great not wait wear earring', 'great', 'great not', 'great not wait', 'great not wait wear', 'great not wait wear earring', 'not', 'not wait', 'not wait wear', 'not wait wear earring', 'wait', 'wait wear', 'wait wear earring', 'wear', 'wear earring', 'earring']",0,1,0.06451612903225806
71152,They even accomodated me with my hectic schedule which made me feel great being that I was coming from out of town.,0,accommodate feverish schedule feel great come town,"['accommodate', 'accommodate feverish', 'accommodate feverish schedule', 'accommodate feverish schedule feel', 'accommodate feverish schedule feel great', 'accommodate feverish schedule feel great come', 'accommodate feverish schedule feel great come town', 'feverish', 'feverish schedule', 'feverish schedule feel', 'feverish schedule feel great', 'feverish schedule feel great come', 'feverish schedule feel great come town', 'schedule', 'schedule feel', 'schedule feel great', 'schedule feel great come', 'schedule feel great come town', 'feel', 'feel great', 'feel great come', 'feel great come town', 'great', 'great come', 'great come town', 'come', 'come town', 'town']",0,1,0.06451612903225806
151052,I am so disappointed but mostly sad to see how a great doctor,1,disappoint sad great,"['disappoint', 'disappoint sad', 'disappoint sad great', 'sad', 'sad great', 'great']",0,1,0.2222222222222222
62423,Wait times were minimal and the waiting room staff were great,0,wait time minimal wait room staff great,"['wait', 'wait time', 'wait time minimal', 'wait time minimal wait', 'wait time minimal wait room', 'wait time minimal wait room staff', 'wait time minimal wait room staff great', 'time', 'time minimal', 'time minimal wait', 'time minimal wait room', 'time minimal wait room staff', 'time minimal wait room staff great', 'minimal', 'minimal wait', 'minimal wait room', 'minimal wait room staff', 'minimal wait room staff great', 'wait', 'wait room', 'wait room staff', 'wait room staff great', 'room', 'room staff', 'room staff great', 'staff', 'staff great', 'great']",0,1,0.06451612903225806
102852,"Her personality is bright, warm, and wonderful -- both she and her nurse have great bedside manner.",0,personality bright warm fantastic nurse great bedside manner,"['personality', 'personality bright', 'personality bright warm', 'personality bright warm fantastic', 'personality bright warm fantastic nurse', 'personality bright warm fantastic nurse great', 'personality bright warm fantastic nurse great bedside', 'personality bright warm fantastic nurse great bedside manner', 'bright', 'bright warm', 'bright warm fantastic', 'bright warm fantastic nurse', 'bright warm fantastic nurse great', 'bright warm fantastic nurse great bedside', 'bright warm fantastic nurse great bedside manner', 'warm', 'warm fantastic', 'warm fantastic nurse', 'warm fantastic nurse great', 'warm fantastic nurse great bedside', 'warm fantastic nurse great bedside manner', 'fantastic', 'fantastic nurse', 'fantastic nurse great', 'fantastic nurse great bedside', 'fantastic nurse great bedside manner', 'nurse', 'nurse great', 'nurse great bedside', 'nurse great bedside manner', 'great', 'great bedside', 'great bedside manner', 'bedside', 'bedside manner', 'manner']",0,1,0.05128205128205128
115741,This is not great advertising as to aesthetics.,1,not great advertising aesthetic,"['not', 'not great', 'not great advertising', 'not great advertising aesthetic', 'great', 'great advertising', 'great advertising aesthetic', 'advertising', 'advertising aesthetic', 'aesthetic']",0,1,0.15384615384615385
97805,I love the great and professional dental care that he and his staff provide to me.,0,love great professional dental care staff provide,"['love', 'love great', 'love great professional', 'love great professional dental', 'love great professional dental care', 'love great professional dental care staff', 'love great professional dental care staff provide', 'great', 'great professional', 'great professional dental', 'great professional dental care', 'great professional dental care staff', 'great professional dental care staff provide', 'professional', 'professional dental', 'professional dental care', 'professional dental care staff', 'professional dental care staff provide', 'dental', 'dental care', 'dental care staff', 'dental care staff provide', 'care', 'care staff', 'care staff provide', 'staff', 'staff provide', 'provide']",0,1,0.06451612903225806
161970,Great results and I'd like to do that again someday,0,great result like someday,"['great', 'great result', 'great result like', 'great result like someday', 'result', 'result like', 'result like someday', 'like', 'like someday', 'someday']",0,1,0.15384615384615385
117056,"I did eye surgery with dr wise and festoon everything great he?s amazing doctor,he got a lot of knowledge on he?s field",0,eye surgery wise fenton great amaze get lot cognition field,"['eye', 'eye surgery', 'eye surgery wise', 'eye surgery wise fenton', 'eye surgery wise fenton great', 'eye surgery wise fenton great amaze', 'eye surgery wise fenton great amaze get', 'eye surgery wise fenton great amaze get lot', 'eye surgery wise fenton great amaze get lot cognition', 'eye surgery wise fenton great amaze get lot cognition field', 'surgery', 'surgery wise', 'surgery wise fenton', 'surgery wise fenton great', 'surgery wise fenton great amaze', 'surgery wise fenton great amaze get', 'surgery wise fenton great amaze get lot', 'surgery wise fenton great amaze get lot cognition', 'surgery wise fenton great amaze get lot cognition field', 'wise', 'wise fenton', 'wise fenton great', 'wise fenton great amaze', 'wise fenton great amaze get', 'wise fenton great amaze get lot', 'wise fenton great amaze get lot cognition', 'wise fenton great amaze get lot cognition field', 'fenton', 'fenton great', 'fenton great amaze', 'fenton great amaze get', 'fenton great amaze get lot', 'fenton great amaze get lot cognition', 'fenton great amaze get lot cognition field', 'great', 'great amaze', 'great amaze get', 'great amaze get lot', 'great amaze get lot cognition', 'great amaze get lot cognition field', 'amaze', 'amaze get', 'amaze get lot', 'amaze get lot cognition', 'amaze get lot cognition field', 'get', 'get lot', 'get lot cognition', 'get lot cognition field', 'lot', 'lot cognition', 'lot cognition field', 'cognition', 'cognition field', 'field']",0,1,0.034482758620689655
73612,Dr. Mofid did a revision rhinoplasty with cartilage grafting and the nose looks great AND I can breath!,0,revision nose job cartilage graft nose look great breath,"['revision', 'revision nose', 'revision nose job', 'revision nose job cartilage', 'revision nose job cartilage graft', 'revision nose job cartilage graft nose', 'revision nose job cartilage graft nose look', 'revision nose job cartilage graft nose look great', 'revision nose job cartilage graft nose look great breath', 'nose', 'nose job', 'nose job cartilage', 'nose job cartilage graft', 'nose job cartilage graft nose', 'nose job cartilage graft nose look', 'nose job cartilage graft nose look great', 'nose job cartilage graft nose look great breath', 'job', 'job cartilage', 'job cartilage graft', 'job cartilage graft nose', 'job cartilage graft nose look', 'job cartilage graft nose look great', 'job cartilage graft nose look great breath', 'cartilage', 'cartilage graft', 'cartilage graft nose', 'cartilage graft nose look', 'cartilage graft nose look great', 'cartilage graft nose look great breath', 'graft', 'graft nose', 'graft nose look', 'graft nose look great', 'graft nose look great breath', 'nose', 'nose look', 'nose look great', 'nose look great breath', 'look', 'look great', 'look great breath', 'great', 'great breath', 'breath']",0,1,0.041666666666666664
101390,Casey is the greatest for a timely and efficient therapy session (s) as needed.,0,case great timely efficient therapy session need,"['case', 'case great', 'case great timely', 'case great timely efficient', 'case great timely efficient therapy', 'case great timely efficient therapy session', 'case great timely efficient therapy session need', 'great', 'great timely', 'great timely efficient', 'great timely efficient therapy', 'great timely efficient therapy session', 'great timely efficient therapy session need', 'timely', 'timely efficient', 'timely efficient therapy', 'timely efficient therapy session', 'timely efficient therapy session need', 'efficient', 'efficient therapy', 'efficient therapy session', 'efficient therapy session need', 'therapy', 'therapy session', 'therapy session need', 'session', 'session need', 'need']",0,1,0.06451612903225806
