commentId,comment,classification,comment_processed,word_phrase_list,greet,follow,follow process,process,similarity_score
69547,"I was warmly greeted by his staff, who assisted me in paperwork and starting the whole consultation process.",0,warmly greet staff assist paperwork start consultation process,"['warmly', 'warmly greet', 'warmly greet staff', 'warmly greet staff assist', 'warmly greet staff assist paperwork', 'warmly greet staff assist paperwork start', 'warmly greet staff assist paperwork start consultation', 'warmly greet staff assist paperwork start consultation process', 'greet', 'greet staff', 'greet staff assist', 'greet staff assist paperwork', 'greet staff assist paperwork start', 'greet staff assist paperwork start consultation', 'greet staff assist paperwork start consultation process', 'staff', 'staff assist', 'staff assist paperwork', 'staff assist paperwork start', 'staff assist paperwork start consultation', 'staff assist paperwork start consultation process', 'assist', 'assist paperwork', 'assist paperwork start', 'assist paperwork start consultation', 'assist paperwork start consultation process', 'paperwork', 'paperwork start', 'paperwork start consultation', 'paperwork start consultation process', 'start', 'start consultation', 'start consultation process', 'consultation', 'consultation process', 'process']",1,0,0,1,0.09523809523809523
184612,Dorian couldn't be better with assistance in explaining insurance coverage and coordinating follow up.,0,doran good aid explain insurance coverage coordinate follow,"['doran', 'doran good', 'doran good aid', 'doran good aid explain', 'doran good aid explain insurance', 'doran good aid explain insurance coverage', 'doran good aid explain insurance coverage coordinate', 'doran good aid explain insurance coverage coordinate follow', 'good', 'good aid', 'good aid explain', 'good aid explain insurance', 'good aid explain insurance coverage', 'good aid explain insurance coverage coordinate', 'good aid explain insurance coverage coordinate follow', 'aid', 'aid explain', 'aid explain insurance', 'aid explain insurance coverage', 'aid explain insurance coverage coordinate', 'aid explain insurance coverage coordinate follow', 'explain', 'explain insurance', 'explain insurance coverage', 'explain insurance coverage coordinate', 'explain insurance coverage coordinate follow', 'insurance', 'insurance coverage', 'insurance coverage coordinate', 'insurance coverage coordinate follow', 'coverage', 'coverage coordinate', 'coverage coordinate follow', 'coordinate', 'coordinate follow', 'follow']",0,1,0,0,0.047619047619047616
189775,I am so glad I followed through and am excited to not have to worry about contacts and glasses.,0,glad follow excite not worry contact glass,"['glad', 'glad follow', 'glad follow excite', 'glad follow excite not', 'glad follow excite not worry', 'glad follow excite not worry contact', 'glad follow excite not worry contact glass', 'follow', 'follow excite', 'follow excite not', 'follow excite not worry', 'follow excite not worry contact', 'follow excite not worry contact glass', 'excite', 'excite not', 'excite not worry', 'excite not worry contact', 'excite not worry contact glass', 'not', 'not worry', 'not worry contact', 'not worry contact glass', 'worry', 'worry contact', 'worry contact glass', 'contact', 'contact glass', 'glass']",0,1,0,0,0.058823529411764705
135699,"The process has been incredible from the start of a consultation, surgery and follow up appointments.",0,process incredible start consultation surgery follow appointment,"['process', 'process incredible', 'process incredible start', 'process incredible start consultation', 'process incredible start consultation surgery', 'process incredible start consultation surgery follow', 'process incredible start consultation surgery follow appointment', 'incredible', 'incredible start', 'incredible start consultation', 'incredible start consultation surgery', 'incredible start consultation surgery follow', 'incredible start consultation surgery follow appointment', 'start', 'start consultation', 'start consultation surgery', 'start consultation surgery follow', 'start consultation surgery follow appointment', 'consultation', 'consultation surgery', 'consultation surgery follow', 'consultation surgery follow appointment', 'surgery', 'surgery follow', 'surgery follow appointment', 'follow', 'follow appointment', 'appointment']",0,1,0,1,0.11764705882352941
77401,So happy I followed my gut and went with Dr. Teitelbaum.,0,happy follow gut go teitelbaum,"['happy', 'happy follow', 'happy follow gut', 'happy follow gut go', 'happy follow gut go teitelbaum', 'follow', 'follow gut', 'follow gut go', 'follow gut go teitelbaum', 'gut', 'gut go', 'gut go teitelbaum', 'go', 'go teitelbaum', 'teitelbaum']",0,1,0,0,0.09523809523809523
182032,"When I read later about the infiltration process, I read that doctors are supposed to go very slowly in order to minimize pain.",1,read late infiltration process read doctor suppose slowly order minimize pain,"['read', 'read late', 'read late infiltration', 'read late infiltration process', 'read late infiltration process read', 'read late infiltration process read doctor', 'read late infiltration process read doctor suppose', 'read late infiltration process read doctor suppose slowly', 'read late infiltration process read doctor suppose slowly order', 'read late infiltration process read doctor suppose slowly order minimize', 'read late infiltration process read doctor suppose slowly order minimize pain', 'late', 'late infiltration', 'late infiltration process', 'late infiltration process read', 'late infiltration process read doctor', 'late infiltration process read doctor suppose', 'late infiltration process read doctor suppose slowly', 'late infiltration process read doctor suppose slowly order', 'late infiltration process read doctor suppose slowly order minimize', 'late infiltration process read doctor suppose slowly order minimize pain', 'infiltration', 'infiltration process', 'infiltration process read', 'infiltration process read doctor', 'infiltration process read doctor suppose', 'infiltration process read doctor suppose slowly', 'infiltration process read doctor suppose slowly order', 'infiltration process read doctor suppose slowly order minimize', 'infiltration process read doctor suppose slowly order minimize pain', 'process', 'process read', 'process read doctor', 'process read doctor suppose', 'process read doctor suppose slowly', 'process read doctor suppose slowly order', 'process read doctor suppose slowly order minimize', 'process read doctor suppose slowly order minimize pain', 'read', 'read doctor', 'read doctor suppose', 'read doctor suppose slowly', 'read doctor suppose slowly order', 'read doctor suppose slowly order minimize', 'read doctor suppose slowly order minimize pain', 'doctor', 'doctor suppose', 'doctor suppose slowly', 'doctor suppose slowly order', 'doctor suppose slowly order minimize', 'doctor suppose slowly order minimize pain', 'suppose', 'suppose slowly', 'suppose slowly order', 'suppose slowly order minimize', 'suppose slowly order minimize pain', 'slowly', 'slowly order', 'slowly order minimize', 'slowly order minimize pain', 'order', 'order minimize', 'order minimize pain', 'minimize', 'minimize pain', 'pain']",0,0,0,1,0.027777777777777776
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,1,0,0,0.027777777777777776
126877,Unsympathedic to the needs and healing process of your patients.,1,unsympathedic need heal process patient,"['unsympathedic', 'unsympathedic need', 'unsympathedic need heal', 'unsympathedic need heal process', 'unsympathedic need heal process patient', 'need', 'need heal', 'need heal process', 'need heal process patient', 'heal', 'heal process', 'heal process patient', 'process', 'process patient', 'patient']",0,0,0,1,0.09523809523809523
127205,made me feel so relaxed in what can feel like a very intimidating process.,0,feel relax feel like intimidate process,"['feel', 'feel relax', 'feel relax feel', 'feel relax feel like', 'feel relax feel like intimidate', 'feel relax feel like intimidate process', 'relax', 'relax feel', 'relax feel like', 'relax feel like intimidate', 'relax feel like intimidate process', 'feel', 'feel like', 'feel like intimidate', 'feel like intimidate process', 'like', 'like intimidate', 'like intimidate process', 'intimidate', 'intimidate process', 'process']",0,0,0,1,0.07407407407407407
126410,"I never get greeted the same as everyone else that walks in the door, the stares I get are extremely annoyed.",1,greet walk door stare extremely annoyed,"['greet', 'greet walk', 'greet walk door', 'greet walk door stare', 'greet walk door stare extremely', 'greet walk door stare extremely annoyed', 'walk', 'walk door', 'walk door stare', 'walk door stare extremely', 'walk door stare extremely annoyed', 'door', 'door stare', 'door stare extremely', 'door stare extremely annoyed', 'stare', 'stare extremely', 'stare extremely annoyed', 'extremely', 'extremely annoyed', 'annoyed']",1,0,0,0,0.07407407407407407
153722,The chore of keeping up with your health and wellness is usually a tacking process that?s more expensive than it needs to be.,1,choose keep health weakness normally tack process expensive need,"['choose', 'choose keep', 'choose keep health', 'choose keep health weakness', 'choose keep health weakness normally', 'choose keep health weakness normally tack', 'choose keep health weakness normally tack process', 'choose keep health weakness normally tack process expensive', 'choose keep health weakness normally tack process expensive need', 'keep', 'keep health', 'keep health weakness', 'keep health weakness normally', 'keep health weakness normally tack', 'keep health weakness normally tack process', 'keep health weakness normally tack process expensive', 'keep health weakness normally tack process expensive need', 'health', 'health weakness', 'health weakness normally', 'health weakness normally tack', 'health weakness normally tack process', 'health weakness normally tack process expensive', 'health weakness normally tack process expensive need', 'weakness', 'weakness normally', 'weakness normally tack', 'weakness normally tack process', 'weakness normally tack process expensive', 'weakness normally tack process expensive need', 'normally', 'normally tack', 'normally tack process', 'normally tack process expensive', 'normally tack process expensive need', 'tack', 'tack process', 'tack process expensive', 'tack process expensive need', 'process', 'process expensive', 'process expensive need', 'expensive', 'expensive need', 'need']",0,0,0,1,0.0392156862745098
139713,"No pain, Whole staff and Dr. Tye were very helpful through the process, always made sure I was ok. Thank you again!!",0,no pain staff helpful process sure ok thank,"['no', 'no pain', 'no pain staff', 'no pain staff helpful', 'no pain staff helpful process', 'no pain staff helpful process sure', 'no pain staff helpful process sure ok', 'no pain staff helpful process sure ok thank', 'pain', 'pain staff', 'pain staff helpful', 'pain staff helpful process', 'pain staff helpful process sure', 'pain staff helpful process sure ok', 'pain staff helpful process sure ok thank', 'staff', 'staff helpful', 'staff helpful process', 'staff helpful process sure', 'staff helpful process sure ok', 'staff helpful process sure ok thank', 'helpful', 'helpful process', 'helpful process sure', 'helpful process sure ok', 'helpful process sure ok thank', 'process', 'process sure', 'process sure ok', 'process sure ok thank', 'sure', 'sure ok', 'sure ok thank', 'ok', 'ok thank', 'thank']",0,0,0,1,0.047619047619047616
90366,My after care was excellent I have had several follow up appointment on the progress on my surgery.,0,care excellent follow appointment progress surgery,"['care', 'care excellent', 'care excellent follow', 'care excellent follow appointment', 'care excellent follow appointment progress', 'care excellent follow appointment progress surgery', 'excellent', 'excellent follow', 'excellent follow appointment', 'excellent follow appointment progress', 'excellent follow appointment progress surgery', 'follow', 'follow appointment', 'follow appointment progress', 'follow appointment progress surgery', 'appointment', 'appointment progress', 'appointment progress surgery', 'progress', 'progress surgery', 'surgery']",0,1,0,0,0.07407407407407407
63104,They were taking care of my wife and I followed as his patient.,0,take care wife follow patient,"['take', 'take care', 'take care wife', 'take care wife follow', 'take care wife follow patient', 'care', 'care wife', 'care wife follow', 'care wife follow patient', 'wife', 'wife follow', 'wife follow patient', 'follow', 'follow patient', 'patient']",0,1,0,0,0.09523809523809523
94954,The staff followed up with me the next day to see how I was feeling.,0,staff follow feel,"['staff', 'staff follow', 'staff follow feel', 'follow', 'follow feel', 'feel']",0,1,0,0,0.16666666666666666
131600,He's caring nature and follow up was an added bonus.,0,dare nature follow add bonus,"['dare', 'dare nature', 'dare nature follow', 'dare nature follow add', 'dare nature follow add bonus', 'nature', 'nature follow', 'nature follow add', 'nature follow add bonus', 'follow', 'follow add', 'follow add bonus', 'add', 'add bonus', 'bonus']",0,1,0,0,0.09523809523809523
113572,"The staff is very efficient and friendly, and they have followed up with me after the surgery with many appointments.",0,staff efficient friendly follow surgery appointment,"['staff', 'staff efficient', 'staff efficient friendly', 'staff efficient friendly follow', 'staff efficient friendly follow surgery', 'staff efficient friendly follow surgery appointment', 'efficient', 'efficient friendly', 'efficient friendly follow', 'efficient friendly follow surgery', 'efficient friendly follow surgery appointment', 'friendly', 'friendly follow', 'friendly follow surgery', 'friendly follow surgery appointment', 'follow', 'follow surgery', 'follow surgery appointment', 'surgery', 'surgery appointment', 'appointment']",0,1,0,0,0.07407407407407407
151263,and did a twice a week follow up and then weekly follow up with me.,0,twice week follow follow,"['twice', 'twice week', 'twice week follow', 'twice week follow follow', 'week', 'week follow', 'week follow follow', 'follow', 'follow follow', 'follow']",0,1,0,0,0.125
97384,"and had the perfect ""beside manner"" following my procedure.",0,perfect manner follow procedure,"['perfect', 'perfect manner', 'perfect manner follow', 'perfect manner follow procedure', 'manner', 'manner follow', 'manner follow procedure', 'follow', 'follow procedure', 'procedure']",0,1,0,0,0.125
142070,The whole process is quick and pain free with a very short healing time.,0,process quick pain free short heal time,"['process', 'process quick', 'process quick pain', 'process quick pain free', 'process quick pain free short', 'process quick pain free short heal', 'process quick pain free short heal time', 'quick', 'quick pain', 'quick pain free', 'quick pain free short', 'quick pain free short heal', 'quick pain free short heal time', 'pain', 'pain free', 'pain free short', 'pain free short heal', 'pain free short heal time', 'free', 'free short', 'free short heal', 'free short heal time', 'short', 'short heal', 'short heal time', 'heal', 'heal time', 'time']",0,0,0,1,0.058823529411764705
121919,horrible Place do no follow-up.,1,atrocious place no follow,"['atrocious', 'atrocious place', 'atrocious place no', 'atrocious place no follow', 'place', 'place no', 'place no follow', 'no', 'no follow', 'follow']",0,1,0,0,0.125
89293,and following his advice helped me to stay healthy.,0,follow advice help stay healthy,"['follow', 'follow advice', 'follow advice help', 'follow advice help stay', 'follow advice help stay healthy', 'advice', 'advice help', 'advice help stay', 'advice help stay healthy', 'help', 'help stay', 'help stay healthy', 'stay', 'stay healthy', 'healthy']",0,1,0,0,0.09523809523809523
128718,"Shouldn't the follow-up visits be included in the price, I paid $155.00 on my last visit on March 29th.",1,follow visit include price pay visit march th,"['follow', 'follow visit', 'follow visit include', 'follow visit include price', 'follow visit include price pay', 'follow visit include price pay visit', 'follow visit include price pay visit march', 'follow visit include price pay visit march th', 'visit', 'visit include', 'visit include price', 'visit include price pay', 'visit include price pay visit', 'visit include price pay visit march', 'visit include price pay visit march th', 'include', 'include price', 'include price pay', 'include price pay visit', 'include price pay visit march', 'include price pay visit march th', 'price', 'price pay', 'price pay visit', 'price pay visit march', 'price pay visit march th', 'pay', 'pay visit', 'pay visit march', 'pay visit march th', 'visit', 'visit march', 'visit march th', 'march', 'march th', 'th']",0,1,0,0,0.047619047619047616
152109,"I had to follow up AGAIN the next morning, to which his assistant answered his line.",1,follow assistant answer line,"['follow', 'follow assistant', 'follow assistant answer', 'follow assistant answer line', 'assistant', 'assistant answer', 'assistant answer line', 'answer', 'answer line', 'line']",0,1,0,0,0.125
177791,I expected lasik to be a painless simple easy process like some may say but that is false it's scary and risky.,1,expect painless simple easy process like false scar risky,"['expect', 'expect painless', 'expect painless simple', 'expect painless simple easy', 'expect painless simple easy process', 'expect painless simple easy process like', 'expect painless simple easy process like false', 'expect painless simple easy process like false scar', 'expect painless simple easy process like false scar risky', 'painless', 'painless simple', 'painless simple easy', 'painless simple easy process', 'painless simple easy process like', 'painless simple easy process like false', 'painless simple easy process like false scar', 'painless simple easy process like false scar risky', 'simple', 'simple easy', 'simple easy process', 'simple easy process like', 'simple easy process like false', 'simple easy process like false scar', 'simple easy process like false scar risky', 'easy', 'easy process', 'easy process like', 'easy process like false', 'easy process like false scar', 'easy process like false scar risky', 'process', 'process like', 'process like false', 'process like false scar', 'process like false scar risky', 'like', 'like false', 'like false scar', 'like false scar risky', 'false', 'false scar', 'false scar risky', 'scar', 'scar risky', 'risky']",0,0,0,1,0.0392156862745098
164443,My faith in their process has diminished to nothing Edit: The Mgr contacted me with what appeared to be genuine concern.,1,faith process diminished edit mister contract appear genuine concern,"['faith', 'faith process', 'faith process diminished', 'faith process diminished edit', 'faith process diminished edit mister', 'faith process diminished edit mister contract', 'faith process diminished edit mister contract appear', 'faith process diminished edit mister contract appear genuine', 'faith process diminished edit mister contract appear genuine concern', 'process', 'process diminished', 'process diminished edit', 'process diminished edit mister', 'process diminished edit mister contract', 'process diminished edit mister contract appear', 'process diminished edit mister contract appear genuine', 'process diminished edit mister contract appear genuine concern', 'diminished', 'diminished edit', 'diminished edit mister', 'diminished edit mister contract', 'diminished edit mister contract appear', 'diminished edit mister contract appear genuine', 'diminished edit mister contract appear genuine concern', 'edit', 'edit mister', 'edit mister contract', 'edit mister contract appear', 'edit mister contract appear genuine', 'edit mister contract appear genuine concern', 'mister', 'mister contract', 'mister contract appear', 'mister contract appear genuine', 'mister contract appear genuine concern', 'contract', 'contract appear', 'contract appear genuine', 'contract appear genuine concern', 'appear', 'appear genuine', 'appear genuine concern', 'genuine', 'genuine concern', 'concern']",0,0,0,1,0.0392156862745098
