commentId,comment,classification,comment_processed,word_phrase_list,impress,impress gynecologist,gynecologist,similarity_score
87427,I was really impressed with the care I received at that time.,0,impress care receive time,"['impress', 'impress care', 'impress care receive', 'impress care receive time', 'care', 'care receive', 'care receive time', 'receive', 'receive time', 'time']",1,0,0,0.15384615384615385
143534,I was especially impressed with the fact they actually paid attention to my paperwork.,0,especially impress fact actually pay attention paperwork,"['especially', 'especially impress', 'especially impress fact', 'especially impress fact actually', 'especially impress fact actually pay', 'especially impress fact actually pay attention', 'especially impress fact actually pay attention paperwork', 'impress', 'impress fact', 'impress fact actually', 'impress fact actually pay', 'impress fact actually pay attention', 'impress fact actually pay attention paperwork', 'fact', 'fact actually', 'fact actually pay', 'fact actually pay attention', 'fact actually pay attention paperwork', 'actually', 'actually pay', 'actually pay attention', 'actually pay attention paperwork', 'pay', 'pay attention', 'pay attention paperwork', 'attention', 'attention paperwork', 'paperwork']",1,0,0,0.06451612903225806
110884,"After it was over, I was so impressed, I did not need to look into any other dr. I knew my decision was Dina.",0,impress not need look know decision dine,"['impress', 'impress not', 'impress not need', 'impress not need look', 'impress not need look know', 'impress not need look know decision', 'impress not need look know decision dine', 'not', 'not need', 'not need look', 'not need look know', 'not need look know decision', 'not need look know decision dine', 'need', 'need look', 'need look know', 'need look know decision', 'need look know decision dine', 'look', 'look know', 'look know decision', 'look know decision dine', 'know', 'know decision', 'know decision dine', 'decision', 'decision dine', 'dine']",1,0,0,0.06451612903225806
65210,I was very impressed with his general knowledge and knowledge of my condition and the thoughtful way in which he expressed himself,0,impress general cognition cognition condition thoughtful way express,"['impress', 'impress general', 'impress general cognition', 'impress general cognition cognition', 'impress general cognition cognition condition', 'impress general cognition cognition condition thoughtful', 'impress general cognition cognition condition thoughtful way', 'impress general cognition cognition condition thoughtful way express', 'general', 'general cognition', 'general cognition cognition', 'general cognition cognition condition', 'general cognition cognition condition thoughtful', 'general cognition cognition condition thoughtful way', 'general cognition cognition condition thoughtful way express', 'cognition', 'cognition cognition', 'cognition cognition condition', 'cognition cognition condition thoughtful', 'cognition cognition condition thoughtful way', 'cognition cognition condition thoughtful way express', 'cognition', 'cognition condition', 'cognition condition thoughtful', 'cognition condition thoughtful way', 'cognition condition thoughtful way express', 'condition', 'condition thoughtful', 'condition thoughtful way', 'condition thoughtful way express', 'thoughtful', 'thoughtful way', 'thoughtful way express', 'way', 'way express', 'express']",1,0,0,0.05128205128205128
143230,I am impressed with the results and glad nothing bad happened.,0,impress result glad bad happen,"['impress', 'impress result', 'impress result glad', 'impress result glad bad', 'impress result glad bad happen', 'result', 'result glad', 'result glad bad', 'result glad bad happen', 'glad', 'glad bad', 'glad bad happen', 'bad', 'bad happen', 'happen']",1,0,0,0.1111111111111111
64013,I was very impressed when she came in.,0,impress come,"['impress', 'impress come', 'come']",1,0,0,0.3333333333333333
130986,"Ten years later, I came back for additional enhancements and the results continue to truly impress.",0,come extra enhancement result continue truly impress,"['come', 'come extra', 'come extra enhancement', 'come extra enhancement result', 'come extra enhancement result continue', 'come extra enhancement result continue truly', 'come extra enhancement result continue truly impress', 'extra', 'extra enhancement', 'extra enhancement result', 'extra enhancement result continue', 'extra enhancement result continue truly', 'extra enhancement result continue truly impress', 'enhancement', 'enhancement result', 'enhancement result continue', 'enhancement result continue truly', 'enhancement result continue truly impress', 'result', 'result continue', 'result continue truly', 'result continue truly impress', 'continue', 'continue truly', 'continue truly impress', 'truly', 'truly impress', 'impress']",1,0,0,0.06451612903225806
145703,I have always been impressed and thankful for the services i have received here.,0,impress grateful service receive,"['impress', 'impress grateful', 'impress grateful service', 'impress grateful service receive', 'grateful', 'grateful service', 'grateful service receive', 'service', 'service receive', 'receive']",1,0,0,0.15384615384615385
92269,so impressed with his excellent support staff and top-of-the-line technology procedures.,0,impress excellent support staff topoftheline technology procedure,"['impress', 'impress excellent', 'impress excellent support', 'impress excellent support staff', 'impress excellent support staff topoftheline', 'impress excellent support staff topoftheline technology', 'impress excellent support staff topoftheline technology procedure', 'excellent', 'excellent support', 'excellent support staff', 'excellent support staff topoftheline', 'excellent support staff topoftheline technology', 'excellent support staff topoftheline technology procedure', 'support', 'support staff', 'support staff topoftheline', 'support staff topoftheline technology', 'support staff topoftheline technology procedure', 'staff', 'staff topoftheline', 'staff topoftheline technology', 'staff topoftheline technology procedure', 'topoftheline', 'topoftheline technology', 'topoftheline technology procedure', 'technology', 'technology procedure', 'procedure']",1,0,0,0.06451612903225806
98644,I had an abdominoplasty and was impressed with the care received. ?.,0,abdominoplasty impress care receive,"['abdominoplasty', 'abdominoplasty impress', 'abdominoplasty impress care', 'abdominoplasty impress care receive', 'impress', 'impress care', 'impress care receive', 'care', 'care receive', 'receive']",1,0,0,0.15384615384615385
102030,"I have been very impressed with all aspects of this clinic ,from day one, from the front desk to the clinical staff.",0,impress aspect clinic desk clinical staff,"['impress', 'impress aspect', 'impress aspect clinic', 'impress aspect clinic desk', 'impress aspect clinic desk clinical', 'impress aspect clinic desk clinical staff', 'aspect', 'aspect clinic', 'aspect clinic desk', 'aspect clinic desk clinical', 'aspect clinic desk clinical staff', 'clinic', 'clinic desk', 'clinic desk clinical', 'clinic desk clinical staff', 'desk', 'desk clinical', 'desk clinical staff', 'clinical', 'clinical staff', 'staff']",1,0,0,0.08333333333333333
72136,"Besides the fact that he is a great surgeon, I was also very impressed with his bedside manner.",0,fact great surgeon impress bedside manner,"['fact', 'fact great', 'fact great surgeon', 'fact great surgeon impress', 'fact great surgeon impress bedside', 'fact great surgeon impress bedside manner', 'great', 'great surgeon', 'great surgeon impress', 'great surgeon impress bedside', 'great surgeon impress bedside manner', 'surgeon', 'surgeon impress', 'surgeon impress bedside', 'surgeon impress bedside manner', 'impress', 'impress bedside', 'impress bedside manner', 'bedside', 'bedside manner', 'manner']",1,0,0,0.08333333333333333
127640,"My first visit, I wasn't too impressed.",1,visit impress,"['visit', 'visit impress', 'impress']",1,0,0,0.3333333333333333
107981,You will be impressed with what can be done for so little money!!........I have sent several of my friends to him,0,impress little money send friend,"['impress', 'impress little', 'impress little money', 'impress little money send', 'impress little money send friend', 'little', 'little money', 'little money send', 'little money send friend', 'money', 'money send', 'money send friend', 'send', 'send friend', 'friend']",1,0,0,0.1111111111111111
95059,I am always impressed after every visit,0,impress visit,"['impress', 'impress visit', 'visit']",1,0,0,0.3333333333333333
89522,I was incredibly impressed with the warm character of the front office staff,0,incredibly impress warm character office staff,"['incredibly', 'incredibly impress', 'incredibly impress warm', 'incredibly impress warm character', 'incredibly impress warm character office', 'incredibly impress warm character office staff', 'impress', 'impress warm', 'impress warm character', 'impress warm character office', 'impress warm character office staff', 'warm', 'warm character', 'warm character office', 'warm character office staff', 'character', 'character office', 'character office staff', 'office', 'office staff', 'staff']",1,0,0,0.08333333333333333
95394,Ive only had my initial consultation but so far i am quite impressed.,0,initial consultation far impress,"['initial', 'initial consultation', 'initial consultation far', 'initial consultation far impress', 'consultation', 'consultation far', 'consultation far impress', 'far', 'far impress', 'impress']",1,0,0,0.15384615384615385
107856,I was already impressed with the team.,0,impress team,"['impress', 'impress team', 'team']",1,0,0,0.3333333333333333
97496,"My friends were very impressed with his work, they were in disbelief to see the remarkable job he did.",0,friend impress work disbelieve remarkable job,"['friend', 'friend impress', 'friend impress work', 'friend impress work disbelieve', 'friend impress work disbelieve remarkable', 'friend impress work disbelieve remarkable job', 'impress', 'impress work', 'impress work disbelieve', 'impress work disbelieve remarkable', 'impress work disbelieve remarkable job', 'work', 'work disbelieve', 'work disbelieve remarkable', 'work disbelieve remarkable job', 'disbelieve', 'disbelieve remarkable', 'disbelieve remarkable job', 'remarkable', 'remarkable job', 'job']",1,0,0,0.08333333333333333
146903,"Upon my first consultation with him, I was so impressed with his bedside manner, his humbleness, relatability,",0,consultation impress bedside manner humbleness dependability,"['consultation', 'consultation impress', 'consultation impress bedside', 'consultation impress bedside manner', 'consultation impress bedside manner humbleness', 'consultation impress bedside manner humbleness dependability', 'impress', 'impress bedside', 'impress bedside manner', 'impress bedside manner humbleness', 'impress bedside manner humbleness dependability', 'bedside', 'bedside manner', 'bedside manner humbleness', 'bedside manner humbleness dependability', 'manner', 'manner humbleness', 'manner humbleness dependability', 'humbleness', 'humbleness dependability', 'dependability']",1,0,0,0.08333333333333333
164231,I received my first round of lip filler yesterday by Maya and I could not be more impressed!!,0,receive round lip filler not impress,"['receive', 'receive round', 'receive round lip', 'receive round lip filler', 'receive round lip filler not', 'receive round lip filler not impress', 'round', 'round lip', 'round lip filler', 'round lip filler not', 'round lip filler not impress', 'lip', 'lip filler', 'lip filler not', 'lip filler not impress', 'filler', 'filler not', 'filler not impress', 'not', 'not impress', 'impress']",1,0,0,0.08333333333333333
114052,"Impressed with the office, how they treat patients and the time they spend with their patients, unlike any other doctor I have met with.",0,impress office treat patient time spend patient unlike meet,"['impress', 'impress office', 'impress office treat', 'impress office treat patient', 'impress office treat patient time', 'impress office treat patient time spend', 'impress office treat patient time spend patient', 'impress office treat patient time spend patient unlike', 'impress office treat patient time spend patient unlike meet', 'office', 'office treat', 'office treat patient', 'office treat patient time', 'office treat patient time spend', 'office treat patient time spend patient', 'office treat patient time spend patient unlike', 'office treat patient time spend patient unlike meet', 'treat', 'treat patient', 'treat patient time', 'treat patient time spend', 'treat patient time spend patient', 'treat patient time spend patient unlike', 'treat patient time spend patient unlike meet', 'patient', 'patient time', 'patient time spend', 'patient time spend patient', 'patient time spend patient unlike', 'patient time spend patient unlike meet', 'time', 'time spend', 'time spend patient', 'time spend patient unlike', 'time spend patient unlike meet', 'spend', 'spend patient', 'spend patient unlike', 'spend patient unlike meet', 'patient', 'patient unlike', 'patient unlike meet', 'unlike', 'unlike meet', 'meet']",1,0,0,0.041666666666666664
100454,"Went to see Dr. Fahoury for a consultation, was very impressed with his knowledge and practical advice, ""telling it like it is"".",0,go consultation impress cognition practical advice tell like,"['go', 'go consultation', 'go consultation impress', 'go consultation impress cognition', 'go consultation impress cognition practical', 'go consultation impress cognition practical advice', 'go consultation impress cognition practical advice tell', 'go consultation impress cognition practical advice tell like', 'consultation', 'consultation impress', 'consultation impress cognition', 'consultation impress cognition practical', 'consultation impress cognition practical advice', 'consultation impress cognition practical advice tell', 'consultation impress cognition practical advice tell like', 'impress', 'impress cognition', 'impress cognition practical', 'impress cognition practical advice', 'impress cognition practical advice tell', 'impress cognition practical advice tell like', 'cognition', 'cognition practical', 'cognition practical advice', 'cognition practical advice tell', 'cognition practical advice tell like', 'practical', 'practical advice', 'practical advice tell', 'practical advice tell like', 'advice', 'advice tell', 'advice tell like', 'tell', 'tell like', 'like']",1,0,0,0.05128205128205128
84964,His level of mastery impressed me beyond measures.,0,level mastery impress measure,"['level', 'level mastery', 'level mastery impress', 'level mastery impress measure', 'mastery', 'mastery impress', 'mastery impress measure', 'impress', 'impress measure', 'measure']",1,0,0,0.15384615384615385
186485,and was originally impressed with the false wealth of 'experience' only to find out the pictures she showed me weren't actually her own work.,1,originally impress false wealth experience find picture show actually work,"['originally', 'originally impress', 'originally impress false', 'originally impress false wealth', 'originally impress false wealth experience', 'originally impress false wealth experience find', 'originally impress false wealth experience find picture', 'originally impress false wealth experience find picture show', 'originally impress false wealth experience find picture show actually', 'originally impress false wealth experience find picture show actually work', 'impress', 'impress false', 'impress false wealth', 'impress false wealth experience', 'impress false wealth experience find', 'impress false wealth experience find picture', 'impress false wealth experience find picture show', 'impress false wealth experience find picture show actually', 'impress false wealth experience find picture show actually work', 'false', 'false wealth', 'false wealth experience', 'false wealth experience find', 'false wealth experience find picture', 'false wealth experience find picture show', 'false wealth experience find picture show actually', 'false wealth experience find picture show actually work', 'wealth', 'wealth experience', 'wealth experience find', 'wealth experience find picture', 'wealth experience find picture show', 'wealth experience find picture show actually', 'wealth experience find picture show actually work', 'experience', 'experience find', 'experience find picture', 'experience find picture show', 'experience find picture show actually', 'experience find picture show actually work', 'find', 'find picture', 'find picture show', 'find picture show actually', 'find picture show actually work', 'picture', 'picture show', 'picture show actually', 'picture show actually work', 'show', 'show actually', 'show actually work', 'actually', 'actually work', 'work']",1,0,0,0.034482758620689655
125454,I saw some amazing after photos and was incredibly impressed with the minimal scarring I saw on his patients.,0,see amaze photograph incredibly impress minimal scar see patient,"['see', 'see amaze', 'see amaze photograph', 'see amaze photograph incredibly', 'see amaze photograph incredibly impress', 'see amaze photograph incredibly impress minimal', 'see amaze photograph incredibly impress minimal scar', 'see amaze photograph incredibly impress minimal scar see', 'see amaze photograph incredibly impress minimal scar see patient', 'amaze', 'amaze photograph', 'amaze photograph incredibly', 'amaze photograph incredibly impress', 'amaze photograph incredibly impress minimal', 'amaze photograph incredibly impress minimal scar', 'amaze photograph incredibly impress minimal scar see', 'amaze photograph incredibly impress minimal scar see patient', 'photograph', 'photograph incredibly', 'photograph incredibly impress', 'photograph incredibly impress minimal', 'photograph incredibly impress minimal scar', 'photograph incredibly impress minimal scar see', 'photograph incredibly impress minimal scar see patient', 'incredibly', 'incredibly impress', 'incredibly impress minimal', 'incredibly impress minimal scar', 'incredibly impress minimal scar see', 'incredibly impress minimal scar see patient', 'impress', 'impress minimal', 'impress minimal scar', 'impress minimal scar see', 'impress minimal scar see patient', 'minimal', 'minimal scar', 'minimal scar see', 'minimal scar see patient', 'scar', 'scar see', 'scar see patient', 'see', 'see patient', 'patient']",1,0,0,0.041666666666666664
121732,"Dr. Sina truly has an eye for perfection and almost one month later, I'm honestly still so impressed.",0,truly eye perfection honestly impress,"['truly', 'truly eye', 'truly eye perfection', 'truly eye perfection honestly', 'truly eye perfection honestly impress', 'eye', 'eye perfection', 'eye perfection honestly', 'eye perfection honestly impress', 'perfection', 'perfection honestly', 'perfection honestly impress', 'honestly', 'honestly impress', 'impress']",1,0,0,0.1111111111111111
120090,and co workers were impressed and wants to follow to do the same procedure.,0,co worker impress want follow procedure,"['co', 'co worker', 'co worker impress', 'co worker impress want', 'co worker impress want follow', 'co worker impress want follow procedure', 'worker', 'worker impress', 'worker impress want', 'worker impress want follow', 'worker impress want follow procedure', 'impress', 'impress want', 'impress want follow', 'impress want follow procedure', 'want', 'want follow', 'want follow procedure', 'follow', 'follow procedure', 'procedure']",1,0,0,0.08333333333333333
113078,and got me confused with someone else just by the conversations that one of the doctors had with ?MoreWas not impressed.,1,get confuse conversation doctor moreau not impress,"['get', 'get confuse', 'get confuse conversation', 'get confuse conversation doctor', 'get confuse conversation doctor moreau', 'get confuse conversation doctor moreau not', 'get confuse conversation doctor moreau not impress', 'confuse', 'confuse conversation', 'confuse conversation doctor', 'confuse conversation doctor moreau', 'confuse conversation doctor moreau not', 'confuse conversation doctor moreau not impress', 'conversation', 'conversation doctor', 'conversation doctor moreau', 'conversation doctor moreau not', 'conversation doctor moreau not impress', 'doctor', 'doctor moreau', 'doctor moreau not', 'doctor moreau not impress', 'moreau', 'moreau not', 'moreau not impress', 'not', 'not impress', 'impress']",1,0,0,0.06451612903225806
139263,I was absolutely impressed that this would be at a hospital and I would spend two days under supervision of Dr. White and nurses.,0,absolutely impress hospital spend supervision nurse,"['absolutely', 'absolutely impress', 'absolutely impress hospital', 'absolutely impress hospital spend', 'absolutely impress hospital spend supervision', 'absolutely impress hospital spend supervision nurse', 'impress', 'impress hospital', 'impress hospital spend', 'impress hospital spend supervision', 'impress hospital spend supervision nurse', 'hospital', 'hospital spend', 'hospital spend supervision', 'hospital spend supervision nurse', 'spend', 'spend supervision', 'spend supervision nurse', 'supervision', 'supervision nurse', 'nurse']",1,0,0,0.08333333333333333
103401,I was seriously impressed.,0,seriously impress,"['seriously', 'seriously impress', 'impress']",1,0,0,0.3333333333333333
80128,"I could not be more impressed, happy, relieved",0,not impress happy relieve,"['not', 'not impress', 'not impress happy', 'not impress happy relieve', 'impress', 'impress happy', 'impress happy relieve', 'happy', 'happy relieve', 'relieve']",1,0,0,0.15384615384615385
146220,I was impressed by this because previous doctors I saw only wanted imaging reports.,0,impress previous doctor see want imagine report,"['impress', 'impress previous', 'impress previous doctor', 'impress previous doctor see', 'impress previous doctor see want', 'impress previous doctor see want imagine', 'impress previous doctor see want imagine report', 'previous', 'previous doctor', 'previous doctor see', 'previous doctor see want', 'previous doctor see want imagine', 'previous doctor see want imagine report', 'doctor', 'doctor see', 'doctor see want', 'doctor see want imagine', 'doctor see want imagine report', 'see', 'see want', 'see want imagine', 'see want imagine report', 'want', 'want imagine', 'want imagine report', 'imagine', 'imagine report', 'report']",1,0,0,0.06451612903225806
125507,"So impressed with not only Dr. Brian Gilbert,",0,impress not gilbert,"['impress', 'impress not', 'impress not gilbert', 'not', 'not gilbert', 'gilbert']",1,0,0,0.2222222222222222
153371,Even more impressed when we got to his office with the service and very up scale look.,0,impress get office service scale look,"['impress', 'impress get', 'impress get office', 'impress get office service', 'impress get office service scale', 'impress get office service scale look', 'get', 'get office', 'get office service', 'get office service scale', 'get office service scale look', 'office', 'office service', 'office service scale', 'office service scale look', 'service', 'service scale', 'service scale look', 'scale', 'scale look', 'look']",1,0,0,0.08333333333333333
175861,Not impressed.,1,not impress,"['not', 'not impress', 'impress']",1,0,0,0.3333333333333333
186764,but was not overly impressed with the results as the fat did not stay.,1,not overlay impress result fat not stay,"['not', 'not overlay', 'not overlay impress', 'not overlay impress result', 'not overlay impress result fat', 'not overlay impress result fat not', 'not overlay impress result fat not stay', 'overlay', 'overlay impress', 'overlay impress result', 'overlay impress result fat', 'overlay impress result fat not', 'overlay impress result fat not stay', 'impress', 'impress result', 'impress result fat', 'impress result fat not', 'impress result fat not stay', 'result', 'result fat', 'result fat not', 'result fat not stay', 'fat', 'fat not', 'fat not stay', 'not', 'not stay', 'stay']",1,0,0,0.06451612903225806
99516,From my initial visit to after my surgery I was extremely impressed.,0,initial visit surgery extremely impress,"['initial', 'initial visit', 'initial visit surgery', 'initial visit surgery extremely', 'initial visit surgery extremely impress', 'visit', 'visit surgery', 'visit surgery extremely', 'visit surgery extremely impress', 'surgery', 'surgery extremely', 'surgery extremely impress', 'extremely', 'extremely impress', 'impress']",1,0,0,0.1111111111111111
179538,for my appt I'm less impressed with how the office runs.,1,apt impress office run,"['apt', 'apt impress', 'apt impress office', 'apt impress office run', 'impress', 'impress office', 'impress office run', 'office', 'office run', 'run']",1,0,0,0.15384615384615385
135697,"Ive been there 3 times now and am impressed with the office, care, and staff.",0,time impress office care staff,"['time', 'time impress', 'time impress office', 'time impress office care', 'time impress office care staff', 'impress', 'impress office', 'impress office care', 'impress office care staff', 'office', 'office care', 'office care staff', 'care', 'care staff', 'staff']",1,0,0,0.1111111111111111
71644,Even my primary care physician and my ob/gyn were impressed with her work!,0,primary care doctor obey impress work,"['primary', 'primary care', 'primary care doctor', 'primary care doctor obey', 'primary care doctor obey impress', 'primary care doctor obey impress work', 'care', 'care doctor', 'care doctor obey', 'care doctor obey impress', 'care doctor obey impress work', 'doctor', 'doctor obey', 'doctor obey impress', 'doctor obey impress work', 'obey', 'obey impress', 'obey impress work', 'impress', 'impress work', 'work']",1,0,0,0.08333333333333333
65267,I was impressed the way she knew what she was talking about and the way she explained to mean what procedure was going to be done and how it was to be done,0,impress way know talk way explain mean procedure go,"['impress', 'impress way', 'impress way know', 'impress way know talk', 'impress way know talk way', 'impress way know talk way explain', 'impress way know talk way explain mean', 'impress way know talk way explain mean procedure', 'impress way know talk way explain mean procedure go', 'way', 'way know', 'way know talk', 'way know talk way', 'way know talk way explain', 'way know talk way explain mean', 'way know talk way explain mean procedure', 'way know talk way explain mean procedure go', 'know', 'know talk', 'know talk way', 'know talk way explain', 'know talk way explain mean', 'know talk way explain mean procedure', 'know talk way explain mean procedure go', 'talk', 'talk way', 'talk way explain', 'talk way explain mean', 'talk way explain mean procedure', 'talk way explain mean procedure go', 'way', 'way explain', 'way explain mean', 'way explain mean procedure', 'way explain mean procedure go', 'explain', 'explain mean', 'explain mean procedure', 'explain mean procedure go', 'mean', 'mean procedure', 'mean procedure go', 'procedure', 'procedure go', 'go']",1,0,0,0.041666666666666664
63907,"I was very impressed that he had seen my records, read my records for the first time I saw him.",0,impress see record read record time see,"['impress', 'impress see', 'impress see record', 'impress see record read', 'impress see record read record', 'impress see record read record time', 'impress see record read record time see', 'see', 'see record', 'see record read', 'see record read record', 'see record read record time', 'see record read record time see', 'record', 'record read', 'record read record', 'record read record time', 'record read record time see', 'read', 'read record', 'read record time', 'read record time see', 'record', 'record time', 'record time see', 'time', 'time see', 'see']",1,0,0,0.06451612903225806
116143,I have never had a good experience with a doctor let alone a gynecologist.,1,good experience let gynecologist,"['good', 'good experience', 'good experience let', 'good experience let gynecologist', 'experience', 'experience let', 'experience let gynecologist', 'let', 'let gynecologist', 'gynecologist']",0,0,1,0.15384615384615385
88417,I can't tell you how impressed I am!,0,tell impress,"['tell', 'tell impress', 'impress']",1,0,0,0.3333333333333333
160652,Never let a gynecologist treat your endocrine issues like PCOS!,1,let gynecologist treat endocrine issue like co,"['let', 'let gynecologist', 'let gynecologist treat', 'let gynecologist treat endocrine', 'let gynecologist treat endocrine issue', 'let gynecologist treat endocrine issue like', 'let gynecologist treat endocrine issue like co', 'gynecologist', 'gynecologist treat', 'gynecologist treat endocrine', 'gynecologist treat endocrine issue', 'gynecologist treat endocrine issue like', 'gynecologist treat endocrine issue like co', 'treat', 'treat endocrine', 'treat endocrine issue', 'treat endocrine issue like', 'treat endocrine issue like co', 'endocrine', 'endocrine issue', 'endocrine issue like', 'endocrine issue like co', 'issue', 'issue like', 'issue like co', 'like', 'like co', 'co']",0,0,1,0.06451612903225806
87884,What impressed me most was that Dr. Peoples told us that he will take care of my dad as if he were his own father.,0,impress people tell care dad father,"['impress', 'impress people', 'impress people tell', 'impress people tell care', 'impress people tell care dad', 'impress people tell care dad father', 'people', 'people tell', 'people tell care', 'people tell care dad', 'people tell care dad father', 'tell', 'tell care', 'tell care dad', 'tell care dad father', 'care', 'care dad', 'care dad father', 'dad', 'dad father', 'father']",1,0,0,0.08333333333333333
187202,This practice was extremely professional not to mention I am very impressed with my results so far!,0,practice extremely professional not mention impress result far,"['practice', 'practice extremely', 'practice extremely professional', 'practice extremely professional not', 'practice extremely professional not mention', 'practice extremely professional not mention impress', 'practice extremely professional not mention impress result', 'practice extremely professional not mention impress result far', 'extremely', 'extremely professional', 'extremely professional not', 'extremely professional not mention', 'extremely professional not mention impress', 'extremely professional not mention impress result', 'extremely professional not mention impress result far', 'professional', 'professional not', 'professional not mention', 'professional not mention impress', 'professional not mention impress result', 'professional not mention impress result far', 'not', 'not mention', 'not mention impress', 'not mention impress result', 'not mention impress result far', 'mention', 'mention impress', 'mention impress result', 'mention impress result far', 'impress', 'impress result', 'impress result far', 'result', 'result far', 'far']",1,0,0,0.05128205128205128
