commentId,comment,classification,comment_processed,word_phrase_list,employee,employee show,show,confidence,concern,concern inform,inform,detail,similarity_score
95571,and considerate of a parent's concerns!,0,considerate parent concern,"['considerate', 'considerate parent', 'considerate parent concern', 'parent', 'parent concern', 'concern']",0,0,0,0,1,0,0,0,0.07407407407407407
118525,He does a great job of checking on you with scheduled follow ups and will handle any other concerns that you May have .,0,great job check schedule follow handle concern,"['great', 'great job', 'great job check', 'great job check schedule', 'great job check schedule follow', 'great job check schedule follow handle', 'great job check schedule follow handle concern', 'job', 'job check', 'job check schedule', 'job check schedule follow', 'job check schedule follow handle', 'job check schedule follow handle concern', 'check', 'check schedule', 'check schedule follow', 'check schedule follow handle', 'check schedule follow handle concern', 'schedule', 'schedule follow', 'schedule follow handle', 'schedule follow handle concern', 'follow', 'follow handle', 'follow handle concern', 'handle', 'handle concern', 'concern']",0,0,0,0,1,0,0,0,0.04081632653061224
100515,"Donna is a wonderful PA, she shows lots of interest and concerns for her patients.",0,fantastic pa show lot interest concern patient,"['fantastic', 'fantastic pa', 'fantastic pa show', 'fantastic pa show lot', 'fantastic pa show lot interest', 'fantastic pa show lot interest concern', 'fantastic pa show lot interest concern patient', 'pa', 'pa show', 'pa show lot', 'pa show lot interest', 'pa show lot interest concern', 'pa show lot interest concern patient', 'show', 'show lot', 'show lot interest', 'show lot interest concern', 'show lot interest concern patient', 'lot', 'lot interest', 'lot interest concern', 'lot interest concern patient', 'interest', 'interest concern', 'interest concern patient', 'concern', 'concern patient', 'patient']",0,0,1,0,1,0,0,0,0.08163265306122448
176703,She showed me all of the products and everything I needed.,0,show product need,"['show', 'show product', 'show product need', 'product', 'product need', 'need']",0,0,1,0,0,0,0,0,0.07407407407407407
82786,and genuine employees.,0,genuine employee,"['genuine', 'genuine employee', 'employee']",1,0,0,0,0,0,0,0,0.08333333333333333
90424,"he listened, informed, showed me the MRI, explain the risks",0,listen inform show mister explain risk,"['listen', 'listen inform', 'listen inform show', 'listen inform show mister', 'listen inform show mister explain', 'listen inform show mister explain risk', 'inform', 'inform show', 'inform show mister', 'inform show mister explain', 'inform show mister explain risk', 'show', 'show mister', 'show mister explain', 'show mister explain risk', 'mister', 'mister explain', 'mister explain risk', 'explain', 'explain risk', 'risk']",0,0,1,0,0,0,1,0,0.09523809523809523
108797,He insisted that I contact him at any time with concerns and returned my calls in a timely manor.,0,insist contact time concern return call timely manor,"['insist', 'insist contact', 'insist contact time', 'insist contact time concern', 'insist contact time concern return', 'insist contact time concern return call', 'insist contact time concern return call timely', 'insist contact time concern return call timely manor', 'contact', 'contact time', 'contact time concern', 'contact time concern return', 'contact time concern return call', 'contact time concern return call timely', 'contact time concern return call timely manor', 'time', 'time concern', 'time concern return', 'time concern return call', 'time concern return call timely', 'time concern return call timely manor', 'concern', 'concern return', 'concern return call', 'concern return call timely', 'concern return call timely manor', 'return', 'return call', 'return call timely', 'return call timely manor', 'call', 'call timely', 'call timely manor', 'timely', 'timely manor', 'manor']",0,0,0,0,1,0,0,0,0.03508771929824561
108452,"He gives you ample opportunity to express your concerns and then gives his expert opinion, filling in gaps that you may not understand.",0,give ample opportunity express concern give expert opinion fill gap not understand,"['give', 'give ample', 'give ample opportunity', 'give ample opportunity express', 'give ample opportunity express concern', 'give ample opportunity express concern give', 'give ample opportunity express concern give expert', 'give ample opportunity express concern give expert opinion', 'give ample opportunity express concern give expert opinion fill', 'give ample opportunity express concern give expert opinion fill gap', 'give ample opportunity express concern give expert opinion fill gap not', 'give ample opportunity express concern give expert opinion fill gap not understand', 'ample', 'ample opportunity', 'ample opportunity express', 'ample opportunity express concern', 'ample opportunity express concern give', 'ample opportunity express concern give expert', 'ample opportunity express concern give expert opinion', 'ample opportunity express concern give expert opinion fill', 'ample opportunity express concern give expert opinion fill gap', 'ample opportunity express concern give expert opinion fill gap not', 'ample opportunity express concern give expert opinion fill gap not understand', 'opportunity', 'opportunity express', 'opportunity express concern', 'opportunity express concern give', 'opportunity express concern give expert', 'opportunity express concern give expert opinion', 'opportunity express concern give expert opinion fill', 'opportunity express concern give expert opinion fill gap', 'opportunity express concern give expert opinion fill gap not', 'opportunity express concern give expert opinion fill gap not understand', 'express', 'express concern', 'express concern give', 'express concern give expert', 'express concern give expert opinion', 'express concern give expert opinion fill', 'express concern give expert opinion fill gap', 'express concern give expert opinion fill gap not', 'express concern give expert opinion fill gap not understand', 'concern', 'concern give', 'concern give expert', 'concern give expert opinion', 'concern give expert opinion fill', 'concern give expert opinion fill gap', 'concern give expert opinion fill gap not', 'concern give expert opinion fill gap not understand', 'give', 'give expert', 'give expert opinion', 'give expert opinion fill', 'give expert opinion fill gap', 'give expert opinion fill gap not', 'give expert opinion fill gap not understand', 'expert', 'expert opinion', 'expert opinion fill', 'expert opinion fill gap', 'expert opinion fill gap not', 'expert opinion fill gap not understand', 'opinion', 'opinion fill', 'opinion fill gap', 'opinion fill gap not', 'opinion fill gap not understand', 'fill', 'fill gap', 'fill gap not', 'fill gap not understand', 'gap', 'gap not', 'gap not understand', 'not', 'not understand', 'understand']",0,0,0,0,1,0,0,0,0.020202020202020204
143880,"Dr. Bromson offers a rare combination of knowledge, experience and attention to detail.",0,offer rare combination cognition experience attention detail,"['offer', 'offer rare', 'offer rare combination', 'offer rare combination cognition', 'offer rare combination cognition experience', 'offer rare combination cognition experience attention', 'offer rare combination cognition experience attention detail', 'rare', 'rare combination', 'rare combination cognition', 'rare combination cognition experience', 'rare combination cognition experience attention', 'rare combination cognition experience attention detail', 'combination', 'combination cognition', 'combination cognition experience', 'combination cognition experience attention', 'combination cognition experience attention detail', 'cognition', 'cognition experience', 'cognition experience attention', 'cognition experience attention detail', 'experience', 'experience attention', 'experience attention detail', 'attention', 'attention detail', 'detail']",0,0,0,0,0,0,0,1,0.04081632653061224
124198,Did not throughly address concerns.,1,not thoroughly address concern,"['not', 'not thoroughly', 'not thoroughly address', 'not thoroughly address concern', 'thoroughly', 'thoroughly address', 'thoroughly address concern', 'address', 'address concern', 'concern']",0,0,0,0,1,0,0,0,0.06451612903225806
142350,"Always treated very well, care about my care, attention to my concerns.",0,treat care care attention concern,"['treat', 'treat care', 'treat care care', 'treat care care attention', 'treat care care attention concern', 'care', 'care care', 'care care attention', 'care care attention concern', 'care', 'care attention', 'care attention concern', 'attention', 'attention concern', 'concern']",0,0,0,0,1,0,0,0,0.05555555555555555
118380,Dr. Davis and Dr. Mussman are both very kind and made sure I was informed about the entire procedure,0,kind sure inform entire procedure,"['kind', 'kind sure', 'kind sure inform', 'kind sure inform entire', 'kind sure inform entire procedure', 'sure', 'sure inform', 'sure inform entire', 'sure inform entire procedure', 'inform', 'inform entire', 'inform entire procedure', 'entire', 'entire procedure', 'procedure']",0,0,0,0,0,0,1,0,0.05555555555555555
136045,now get back to my client-facing job with more confidence than every before.,0,clientfacing job confidence,"['clientfacing', 'clientfacing job', 'clientfacing job confidence', 'job', 'job confidence', 'confidence']",0,0,0,1,0,0,0,0,0.07407407407407407
125494,the attention to detail from beginning to end was second to none.,0,attention detail begin end none,"['attention', 'attention detail', 'attention detail begin', 'attention detail begin end', 'attention detail begin end none', 'detail', 'detail begin', 'detail begin end', 'detail begin end none', 'begin', 'begin end', 'begin end none', 'end', 'end none', 'none']",0,0,0,0,0,0,0,1,0.05555555555555555
73995,They have changed my appointment times twice without informing me.,1,change appointment time twice inform,"['change', 'change appointment', 'change appointment time', 'change appointment time twice', 'change appointment time twice inform', 'appointment', 'appointment time', 'appointment time twice', 'appointment time twice inform', 'time', 'time twice', 'time twice inform', 'twice', 'twice inform', 'inform']",0,0,0,0,0,0,1,0,0.05555555555555555
151940,"The staff and nurses are passionate about what they do, and it shows.",0,staff nurse passionate show,"['staff', 'staff nurse', 'staff nurse passionate', 'staff nurse passionate show', 'nurse', 'nurse passionate', 'nurse passionate show', 'passionate', 'passionate show', 'show']",0,0,1,0,0,0,0,0,0.06451612903225806
148395,Dr. Bayati gave me the confidence to take my shirt off in public again.,0,give confidence shirt public,"['give', 'give confidence', 'give confidence shirt', 'give confidence shirt public', 'confidence', 'confidence shirt', 'confidence shirt public', 'shirt', 'shirt public', 'public']",0,0,0,1,0,0,0,0,0.06451612903225806
67591,Huge confidence in staff.,0,huge confidence staff,"['huge', 'huge confidence', 'huge confidence staff', 'confidence', 'confidence staff', 'staff']",0,0,0,1,0,0,0,0,0.07407407407407407
104493,He answered all my questions and he has given me the confidence that there are Dr.s out here that care ....,0,answer question give confidence dry care,"['answer', 'answer question', 'answer question give', 'answer question give confidence', 'answer question give confidence dry', 'answer question give confidence dry care', 'question', 'question give', 'question give confidence', 'question give confidence dry', 'question give confidence dry care', 'give', 'give confidence', 'give confidence dry', 'give confidence dry care', 'confidence', 'confidence dry', 'confidence dry care', 'dry', 'dry care', 'care']",0,0,0,1,0,0,0,0,0.047619047619047616
127819,Over the years we?ve heard far too many people with concerns that they are getting diluted Botox.,1,hear far people concern get dilute,"['hear', 'hear far', 'hear far people', 'hear far people concern', 'hear far people concern get', 'hear far people concern get dilute', 'far', 'far people', 'far people concern', 'far people concern get', 'far people concern get dilute', 'people', 'people concern', 'people concern get', 'people concern get dilute', 'concern', 'concern get', 'concern get dilute', 'get', 'get dilute', 'dilute']",0,0,0,0,1,0,0,0,0.047619047619047616
163475,"My hygienist K"" was very professional, skilled, and showed excellent personal interest.",0,hygienic k professional skilled show excellent personal interest,"['hygienic', 'hygienic k', 'hygienic k professional', 'hygienic k professional skilled', 'hygienic k professional skilled show', 'hygienic k professional skilled show excellent', 'hygienic k professional skilled show excellent personal', 'hygienic k professional skilled show excellent personal interest', 'k', 'k professional', 'k professional skilled', 'k professional skilled show', 'k professional skilled show excellent', 'k professional skilled show excellent personal', 'k professional skilled show excellent personal interest', 'professional', 'professional skilled', 'professional skilled show', 'professional skilled show excellent', 'professional skilled show excellent personal', 'professional skilled show excellent personal interest', 'skilled', 'skilled show', 'skilled show excellent', 'skilled show excellent personal', 'skilled show excellent personal interest', 'show', 'show excellent', 'show excellent personal', 'show excellent personal interest', 'excellent', 'excellent personal', 'excellent personal interest', 'personal', 'personal interest', 'interest']",0,0,1,0,0,0,0,0,0.03508771929824561
131424,The x-ray after one year showed marked healing in the affected bone.,0,gray show mark heal affect bone,"['gray', 'gray show', 'gray show mark', 'gray show mark heal', 'gray show mark heal affect', 'gray show mark heal affect bone', 'show', 'show mark', 'show mark heal', 'show mark heal affect', 'show mark heal affect bone', 'mark', 'mark heal', 'mark heal affect', 'mark heal affect bone', 'heal', 'heal affect', 'heal affect bone', 'affect', 'affect bone', 'bone']",0,0,1,0,0,0,0,0,0.047619047619047616
130328,"and along with it his skill, artistry, and confidence - but never his ego. - Never once",0,skill artistic confidence ego,"['skill', 'skill artistic', 'skill artistic confidence', 'skill artistic confidence ego', 'artistic', 'artistic confidence', 'artistic confidence ego', 'confidence', 'confidence ego', 'ego']",0,0,0,1,0,0,0,0,0.06451612903225806
156928,"Then I looked up his reviews, which showed he was well-loved by his patients.",0,look review show wellloved patient,"['look', 'look review', 'look review show', 'look review show wellloved', 'look review show wellloved patient', 'review', 'review show', 'review show wellloved', 'review show wellloved patient', 'show', 'show wellloved', 'show wellloved patient', 'wellloved', 'wellloved patient', 'patient']",0,0,1,0,0,0,0,0,0.05555555555555555
103759,"Ten years later, as I age, the mess he made of my nose shows terribly, I am embarrassed by it.",1,age mess nose show terribly embarrass,"['age', 'age mess', 'age mess nose', 'age mess nose show', 'age mess nose show terribly', 'age mess nose show terribly embarrass', 'mess', 'mess nose', 'mess nose show', 'mess nose show terribly', 'mess nose show terribly embarrass', 'nose', 'nose show', 'nose show terribly', 'nose show terribly embarrass', 'show', 'show terribly', 'show terribly embarrass', 'terribly', 'terribly embarrass', 'embarrass']",0,0,1,0,0,0,0,0,0.047619047619047616
98414,Cleaned my teeth beautifully and showed me how to use my new water pick!,0,clean tooth beautifully show use new water pick,"['clean', 'clean tooth', 'clean tooth beautifully', 'clean tooth beautifully show', 'clean tooth beautifully show use', 'clean tooth beautifully show use new', 'clean tooth beautifully show use new water', 'clean tooth beautifully show use new water pick', 'tooth', 'tooth beautifully', 'tooth beautifully show', 'tooth beautifully show use', 'tooth beautifully show use new', 'tooth beautifully show use new water', 'tooth beautifully show use new water pick', 'beautifully', 'beautifully show', 'beautifully show use', 'beautifully show use new', 'beautifully show use new water', 'beautifully show use new water pick', 'show', 'show use', 'show use new', 'show use new water', 'show use new water pick', 'use', 'use new', 'use new water', 'use new water pick', 'new', 'new water', 'new water pick', 'water', 'water pick', 'pick']",0,0,1,0,0,0,0,0,0.03508771929824561
140584,"Every detail at Dr. Frank's Medical Spa makes the visit a treat: the beautiful office, the tiny chocolates with the logo imprint",0,detail rank medical sea make visit treat beautiful office bantam chocolate log imprint,"['detail', 'detail rank', 'detail rank medical', 'detail rank medical sea', 'detail rank medical sea make', 'detail rank medical sea make visit', 'detail rank medical sea make visit treat', 'detail rank medical sea make visit treat beautiful', 'detail rank medical sea make visit treat beautiful office', 'detail rank medical sea make visit treat beautiful office bantam', 'detail rank medical sea make visit treat beautiful office bantam chocolate', 'detail rank medical sea make visit treat beautiful office bantam chocolate log', 'detail rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'rank', 'rank medical', 'rank medical sea', 'rank medical sea make', 'rank medical sea make visit', 'rank medical sea make visit treat', 'rank medical sea make visit treat beautiful', 'rank medical sea make visit treat beautiful office', 'rank medical sea make visit treat beautiful office bantam', 'rank medical sea make visit treat beautiful office bantam chocolate', 'rank medical sea make visit treat beautiful office bantam chocolate log', 'rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'medical', 'medical sea', 'medical sea make', 'medical sea make visit', 'medical sea make visit treat', 'medical sea make visit treat beautiful', 'medical sea make visit treat beautiful office', 'medical sea make visit treat beautiful office bantam', 'medical sea make visit treat beautiful office bantam chocolate', 'medical sea make visit treat beautiful office bantam chocolate log', 'medical sea make visit treat beautiful office bantam chocolate log imprint', 'sea', 'sea make', 'sea make visit', 'sea make visit treat', 'sea make visit treat beautiful', 'sea make visit treat beautiful office', 'sea make visit treat beautiful office bantam', 'sea make visit treat beautiful office bantam chocolate', 'sea make visit treat beautiful office bantam chocolate log', 'sea make visit treat beautiful office bantam chocolate log imprint', 'make', 'make visit', 'make visit treat', 'make visit treat beautiful', 'make visit treat beautiful office', 'make visit treat beautiful office bantam', 'make visit treat beautiful office bantam chocolate', 'make visit treat beautiful office bantam chocolate log', 'make visit treat beautiful office bantam chocolate log imprint', 'visit', 'visit treat', 'visit treat beautiful', 'visit treat beautiful office', 'visit treat beautiful office bantam', 'visit treat beautiful office bantam chocolate', 'visit treat beautiful office bantam chocolate log', 'visit treat beautiful office bantam chocolate log imprint', 'treat', 'treat beautiful', 'treat beautiful office', 'treat beautiful office bantam', 'treat beautiful office bantam chocolate', 'treat beautiful office bantam chocolate log', 'treat beautiful office bantam chocolate log imprint', 'beautiful', 'beautiful office', 'beautiful office bantam', 'beautiful office bantam chocolate', 'beautiful office bantam chocolate log', 'beautiful office bantam chocolate log imprint', 'office', 'office bantam', 'office bantam chocolate', 'office bantam chocolate log', 'office bantam chocolate log imprint', 'bantam', 'bantam chocolate', 'bantam chocolate log', 'bantam chocolate log imprint', 'chocolate', 'chocolate log', 'chocolate log imprint', 'log', 'log imprint', 'imprint']",0,0,0,0,0,0,0,1,0.017857142857142856
133442,"The attention to detail, patient care, and positive environment are exceptional.",0,attention detail patient care positive environment exceptional,"['attention', 'attention detail', 'attention detail patient', 'attention detail patient care', 'attention detail patient care positive', 'attention detail patient care positive environment', 'attention detail patient care positive environment exceptional', 'detail', 'detail patient', 'detail patient care', 'detail patient care positive', 'detail patient care positive environment', 'detail patient care positive environment exceptional', 'patient', 'patient care', 'patient care positive', 'patient care positive environment', 'patient care positive environment exceptional', 'care', 'care positive', 'care positive environment', 'care positive environment exceptional', 'positive', 'positive environment', 'positive environment exceptional', 'environment', 'environment exceptional', 'exceptional']",0,0,0,0,0,0,0,1,0.04081632653061224
82808,"I HAVE GONE FROM LITTLE TO NO CONFIDENCE, TO IT NOW BEING THRU THE ROOF.",0,go little no confidence thousand roof,"['go', 'go little', 'go little no', 'go little no confidence', 'go little no confidence thousand', 'go little no confidence thousand roof', 'little', 'little no', 'little no confidence', 'little no confidence thousand', 'little no confidence thousand roof', 'no', 'no confidence', 'no confidence thousand', 'no confidence thousand roof', 'confidence', 'confidence thousand', 'confidence thousand roof', 'thousand', 'thousand roof', 'roof']",0,0,0,1,0,0,0,0,0.047619047619047616
109196,"He takes the time to listen to his patient's concerns, explain their medical condition and discuss possible treatments.",0,take time listen patient concern explain medical condition discus possible treatment,"['take', 'take time', 'take time listen', 'take time listen patient', 'take time listen patient concern', 'take time listen patient concern explain', 'take time listen patient concern explain medical', 'take time listen patient concern explain medical condition', 'take time listen patient concern explain medical condition discus', 'take time listen patient concern explain medical condition discus possible', 'take time listen patient concern explain medical condition discus possible treatment', 'time', 'time listen', 'time listen patient', 'time listen patient concern', 'time listen patient concern explain', 'time listen patient concern explain medical', 'time listen patient concern explain medical condition', 'time listen patient concern explain medical condition discus', 'time listen patient concern explain medical condition discus possible', 'time listen patient concern explain medical condition discus possible treatment', 'listen', 'listen patient', 'listen patient concern', 'listen patient concern explain', 'listen patient concern explain medical', 'listen patient concern explain medical condition', 'listen patient concern explain medical condition discus', 'listen patient concern explain medical condition discus possible', 'listen patient concern explain medical condition discus possible treatment', 'patient', 'patient concern', 'patient concern explain', 'patient concern explain medical', 'patient concern explain medical condition', 'patient concern explain medical condition discus', 'patient concern explain medical condition discus possible', 'patient concern explain medical condition discus possible treatment', 'concern', 'concern explain', 'concern explain medical', 'concern explain medical condition', 'concern explain medical condition discus', 'concern explain medical condition discus possible', 'concern explain medical condition discus possible treatment', 'explain', 'explain medical', 'explain medical condition', 'explain medical condition discus', 'explain medical condition discus possible', 'explain medical condition discus possible treatment', 'medical', 'medical condition', 'medical condition discus', 'medical condition discus possible', 'medical condition discus possible treatment', 'condition', 'condition discus', 'condition discus possible', 'condition discus possible treatment', 'discus', 'discus possible', 'discus possible treatment', 'possible', 'possible treatment', 'treatment']",0,0,0,0,1,0,0,0,0.022988505747126436
