commentId,comment,classification,comment_processed,word_phrase_list,comfortable,past,past doctor,doctor,doctor miss,miss,shy,speak,similarity_score
65402,He speaks to you so you can understand,0,speak understand,"['speak', 'speak understand', 'understand']",0,0,0,0,0,0,0,1,0.08333333333333333
160167,I explained that I never miss any appts and couldn't understand why they had me down for 2 and not 1.,1,explain miss part understand not,"['explain', 'explain miss', 'explain miss part', 'explain miss part understand', 'explain miss part understand not', 'miss', 'miss part', 'miss part understand', 'miss part understand not', 'part', 'part understand', 'part understand not', 'understand', 'understand not', 'not']",0,0,0,0,0,1,0,0,0.05555555555555555
65917,"Can speak both languages, Spanish and English.",0,speak language,"['speak', 'speak language', 'language']",0,0,0,0,0,0,0,1,0.08333333333333333
99511,One feel very comfortable opening up about flaws that plague him/her.,0,feel comfortable opening flaw plague high,"['feel', 'feel comfortable', 'feel comfortable opening', 'feel comfortable opening flaw', 'feel comfortable opening flaw plague', 'feel comfortable opening flaw plague high', 'comfortable', 'comfortable opening', 'comfortable opening flaw', 'comfortable opening flaw plague', 'comfortable opening flaw plague high', 'opening', 'opening flaw', 'opening flaw plague', 'opening flaw plague high', 'flaw', 'flaw plague', 'flaw plague high', 'plague', 'plague high', 'high']",1,0,0,0,0,0,0,0,0.047619047619047616
138678,"I was nervous when I first called to ask questions, Terrie is whom I spoke with, she had all the answers, she wasn't pushy,",0,nervous call ask question terrible speak answer push,"['nervous', 'nervous call', 'nervous call ask', 'nervous call ask question', 'nervous call ask question terrible', 'nervous call ask question terrible speak', 'nervous call ask question terrible speak answer', 'nervous call ask question terrible speak answer push', 'call', 'call ask', 'call ask question', 'call ask question terrible', 'call ask question terrible speak', 'call ask question terrible speak answer', 'call ask question terrible speak answer push', 'ask', 'ask question', 'ask question terrible', 'ask question terrible speak', 'ask question terrible speak answer', 'ask question terrible speak answer push', 'question', 'question terrible', 'question terrible speak', 'question terrible speak answer', 'question terrible speak answer push', 'terrible', 'terrible speak', 'terrible speak answer', 'terrible speak answer push', 'speak', 'speak answer', 'speak answer push', 'answer', 'answer push', 'push']",0,0,0,0,0,0,0,1,0.03508771929824561
98024,and will make sure that you are comfortable always.,0,sure comfortable,"['sure', 'sure comfortable', 'comfortable']",1,0,0,0,0,0,0,0,0.08333333333333333
67674,"Office presentation was neat, kept and quiet with a comfortable decor.",0,office presentation neat keep quiet comfortable door,"['office', 'office presentation', 'office presentation neat', 'office presentation neat keep', 'office presentation neat keep quiet', 'office presentation neat keep quiet comfortable', 'office presentation neat keep quiet comfortable door', 'presentation', 'presentation neat', 'presentation neat keep', 'presentation neat keep quiet', 'presentation neat keep quiet comfortable', 'presentation neat keep quiet comfortable door', 'neat', 'neat keep', 'neat keep quiet', 'neat keep quiet comfortable', 'neat keep quiet comfortable door', 'keep', 'keep quiet', 'keep quiet comfortable', 'keep quiet comfortable door', 'quiet', 'quiet comfortable', 'quiet comfortable door', 'comfortable', 'comfortable door', 'door']",1,0,0,0,0,0,0,0,0.04081632653061224
112978,They messed up my medical records,1,miss medical record,"['miss', 'miss medical', 'miss medical record', 'medical', 'medical record', 'record']",0,0,0,0,0,1,0,0,0.07407407407407407
166762,This doctor completely missed my developing hip osteoarthritis.,1,completely miss develop hip osteoarthritis,"['completely', 'completely miss', 'completely miss develop', 'completely miss develop hip', 'completely miss develop hip osteoarthritis', 'miss', 'miss develop', 'miss develop hip', 'miss develop hip osteoarthritis', 'develop', 'develop hip', 'develop hip osteoarthritis', 'hip', 'hip osteoarthritis', 'osteoarthritis']",0,0,0,0,0,1,0,0,0.05555555555555555
114814,Unlike other surgeries that I have had done in the past where I was laid up in rehabilitation for several months.,0,unlike forgery past lay rehabilitation,"['unlike', 'unlike forgery', 'unlike forgery past', 'unlike forgery past lay', 'unlike forgery past lay rehabilitation', 'forgery', 'forgery past', 'forgery past lay', 'forgery past lay rehabilitation', 'past', 'past lay', 'past lay rehabilitation', 'lay', 'lay rehabilitation', 'rehabilitation']",0,1,0,0,0,0,0,0,0.05555555555555555
127526,so expectations are high when she sees another phyisician because she knows the care she provides for patients)..she is over the moon with him!,0,expectation high see doctor know care provide patientsshe moon,"['expectation', 'expectation high', 'expectation high see', 'expectation high see doctor', 'expectation high see doctor know', 'expectation high see doctor know care', 'expectation high see doctor know care provide', 'expectation high see doctor know care provide patientsshe', 'expectation high see doctor know care provide patientsshe moon', 'high', 'high see', 'high see doctor', 'high see doctor know', 'high see doctor know care', 'high see doctor know care provide', 'high see doctor know care provide patientsshe', 'high see doctor know care provide patientsshe moon', 'see', 'see doctor', 'see doctor know', 'see doctor know care', 'see doctor know care provide', 'see doctor know care provide patientsshe', 'see doctor know care provide patientsshe moon', 'doctor', 'doctor know', 'doctor know care', 'doctor know care provide', 'doctor know care provide patientsshe', 'doctor know care provide patientsshe moon', 'know', 'know care', 'know care provide', 'know care provide patientsshe', 'know care provide patientsshe moon', 'care', 'care provide', 'care provide patientsshe', 'care provide patientsshe moon', 'provide', 'provide patientsshe', 'provide patientsshe moon', 'patientsshe', 'patientsshe moon', 'moon']",0,0,0,1,0,0,0,0,0.030303030303030304
65781,The doctor's kindness,0,doctor kindness,"['doctor', 'doctor kindness', 'kindness']",0,0,0,1,0,0,0,0,0.08333333333333333
126138,and they left me without help and unable to speak to anyone at the clinic.,1,leave help unable speak clinic,"['leave', 'leave help', 'leave help unable', 'leave help unable speak', 'leave help unable speak clinic', 'help', 'help unable', 'help unable speak', 'help unable speak clinic', 'unable', 'unable speak', 'unable speak clinic', 'speak', 'speak clinic', 'clinic']",0,0,0,0,0,0,0,1,0.05555555555555555
185209,and insurance to the MAs to the nurses to the PAs to all the doctors have been outstanding.,0,insurance nurse pa doctor outstanding,"['insurance', 'insurance nurse', 'insurance nurse pa', 'insurance nurse pa doctor', 'insurance nurse pa doctor outstanding', 'nurse', 'nurse pa', 'nurse pa doctor', 'nurse pa doctor outstanding', 'pa', 'pa doctor', 'pa doctor outstanding', 'doctor', 'doctor outstanding', 'outstanding']",0,0,0,1,0,0,0,0,0.05555555555555555
109393,"I called to speak with Dr. Reilly and the billing dept., NEVER heard from the dr. and billing ONLY wanted to be paid.",1,call speak fill keep hear fill want pay,"['call', 'call speak', 'call speak fill', 'call speak fill keep', 'call speak fill keep hear', 'call speak fill keep hear fill', 'call speak fill keep hear fill want', 'call speak fill keep hear fill want pay', 'speak', 'speak fill', 'speak fill keep', 'speak fill keep hear', 'speak fill keep hear fill', 'speak fill keep hear fill want', 'speak fill keep hear fill want pay', 'fill', 'fill keep', 'fill keep hear', 'fill keep hear fill', 'fill keep hear fill want', 'fill keep hear fill want pay', 'keep', 'keep hear', 'keep hear fill', 'keep hear fill want', 'keep hear fill want pay', 'hear', 'hear fill', 'hear fill want', 'hear fill want pay', 'fill', 'fill want', 'fill want pay', 'want', 'want pay', 'pay']",0,0,0,0,0,0,0,1,0.03508771929824561
90947,"but positive, supportive, and informative guidance from the doctors and staff.",0,positive suppurative information guidance doctor staff,"['positive', 'positive suppurative', 'positive suppurative information', 'positive suppurative information guidance', 'positive suppurative information guidance doctor', 'positive suppurative information guidance doctor staff', 'suppurative', 'suppurative information', 'suppurative information guidance', 'suppurative information guidance doctor', 'suppurative information guidance doctor staff', 'information', 'information guidance', 'information guidance doctor', 'information guidance doctor staff', 'guidance', 'guidance doctor', 'guidance doctor staff', 'doctor', 'doctor staff', 'staff']",0,0,0,1,0,0,0,0,0.047619047619047616
120279,Excellent Doctors,0,excellent doctor,"['excellent', 'excellent doctor', 'doctor']",0,0,0,1,0,0,0,0,0.08333333333333333
182032,"When I read later about the infiltration process, I read that doctors are supposed to go very slowly in order to minimize pain.",1,read late infiltration process read doctor suppose slowly order minimize pain,"['read', 'read late', 'read late infiltration', 'read late infiltration process', 'read late infiltration process read', 'read late infiltration process read doctor', 'read late infiltration process read doctor suppose', 'read late infiltration process read doctor suppose slowly', 'read late infiltration process read doctor suppose slowly order', 'read late infiltration process read doctor suppose slowly order minimize', 'read late infiltration process read doctor suppose slowly order minimize pain', 'late', 'late infiltration', 'late infiltration process', 'late infiltration process read', 'late infiltration process read doctor', 'late infiltration process read doctor suppose', 'late infiltration process read doctor suppose slowly', 'late infiltration process read doctor suppose slowly order', 'late infiltration process read doctor suppose slowly order minimize', 'late infiltration process read doctor suppose slowly order minimize pain', 'infiltration', 'infiltration process', 'infiltration process read', 'infiltration process read doctor', 'infiltration process read doctor suppose', 'infiltration process read doctor suppose slowly', 'infiltration process read doctor suppose slowly order', 'infiltration process read doctor suppose slowly order minimize', 'infiltration process read doctor suppose slowly order minimize pain', 'process', 'process read', 'process read doctor', 'process read doctor suppose', 'process read doctor suppose slowly', 'process read doctor suppose slowly order', 'process read doctor suppose slowly order minimize', 'process read doctor suppose slowly order minimize pain', 'read', 'read doctor', 'read doctor suppose', 'read doctor suppose slowly', 'read doctor suppose slowly order', 'read doctor suppose slowly order minimize', 'read doctor suppose slowly order minimize pain', 'doctor', 'doctor suppose', 'doctor suppose slowly', 'doctor suppose slowly order', 'doctor suppose slowly order minimize', 'doctor suppose slowly order minimize pain', 'suppose', 'suppose slowly', 'suppose slowly order', 'suppose slowly order minimize', 'suppose slowly order minimize pain', 'slowly', 'slowly order', 'slowly order minimize', 'slowly order minimize pain', 'order', 'order minimize', 'order minimize pain', 'minimize', 'minimize pain', 'pain']",0,0,0,1,0,0,0,0,0.022988505747126436
131523,I felt safe and comfortable with Dr. Rod and Chandler Hospital.,0,feel safe comfortable candle hospital,"['feel', 'feel safe', 'feel safe comfortable', 'feel safe comfortable candle', 'feel safe comfortable candle hospital', 'safe', 'safe comfortable', 'safe comfortable candle', 'safe comfortable candle hospital', 'comfortable', 'comfortable candle', 'comfortable candle hospital', 'candle', 'candle hospital', 'hospital']",1,0,0,0,0,0,0,0,0.05555555555555555
101790,Very personable and made me feel very comfortable!,0,personal feel comfortable,"['personal', 'personal feel', 'personal feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0,0,0,0,0,0.07407407407407407
110405,He is calming and confident which made me feel comfortable having him operate on me.,0,calm confident feel comfortable have operate,"['calm', 'calm confident', 'calm confident feel', 'calm confident feel comfortable', 'calm confident feel comfortable have', 'calm confident feel comfortable have operate', 'confident', 'confident feel', 'confident feel comfortable', 'confident feel comfortable have', 'confident feel comfortable have operate', 'feel', 'feel comfortable', 'feel comfortable have', 'feel comfortable have operate', 'comfortable', 'comfortable have', 'comfortable have operate', 'have', 'have operate', 'operate']",1,0,0,0,0,0,0,0,0.047619047619047616
145630,After going to their office twice now I do not feel comfortable going a third time even though they offered to not charge me.,1,go office twice not feel comfortable go time offer not charge,"['go', 'go office', 'go office twice', 'go office twice not', 'go office twice not feel', 'go office twice not feel comfortable', 'go office twice not feel comfortable go', 'go office twice not feel comfortable go time', 'go office twice not feel comfortable go time offer', 'go office twice not feel comfortable go time offer not', 'go office twice not feel comfortable go time offer not charge', 'office', 'office twice', 'office twice not', 'office twice not feel', 'office twice not feel comfortable', 'office twice not feel comfortable go', 'office twice not feel comfortable go time', 'office twice not feel comfortable go time offer', 'office twice not feel comfortable go time offer not', 'office twice not feel comfortable go time offer not charge', 'twice', 'twice not', 'twice not feel', 'twice not feel comfortable', 'twice not feel comfortable go', 'twice not feel comfortable go time', 'twice not feel comfortable go time offer', 'twice not feel comfortable go time offer not', 'twice not feel comfortable go time offer not charge', 'not', 'not feel', 'not feel comfortable', 'not feel comfortable go', 'not feel comfortable go time', 'not feel comfortable go time offer', 'not feel comfortable go time offer not', 'not feel comfortable go time offer not charge', 'feel', 'feel comfortable', 'feel comfortable go', 'feel comfortable go time', 'feel comfortable go time offer', 'feel comfortable go time offer not', 'feel comfortable go time offer not charge', 'comfortable', 'comfortable go', 'comfortable go time', 'comfortable go time offer', 'comfortable go time offer not', 'comfortable go time offer not charge', 'go', 'go time', 'go time offer', 'go time offer not', 'go time offer not charge', 'time', 'time offer', 'time offer not', 'time offer not charge', 'offer', 'offer not', 'offer not charge', 'not', 'not charge', 'charge']",1,0,0,0,0,0,0,0,0.022988505747126436
103338,Amanda Schultz makes me feel so comfortable and the nurse Kim is so personable!,0,mania schurz make feel comfortable nurse personal,"['mania', 'mania schurz', 'mania schurz make', 'mania schurz make feel', 'mania schurz make feel comfortable', 'mania schurz make feel comfortable nurse', 'mania schurz make feel comfortable nurse personal', 'schurz', 'schurz make', 'schurz make feel', 'schurz make feel comfortable', 'schurz make feel comfortable nurse', 'schurz make feel comfortable nurse personal', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable nurse', 'make feel comfortable nurse personal', 'feel', 'feel comfortable', 'feel comfortable nurse', 'feel comfortable nurse personal', 'comfortable', 'comfortable nurse', 'comfortable nurse personal', 'nurse', 'nurse personal', 'personal']",1,0,0,0,0,0,0,0,0.04081632653061224
150724,"His work, credentials, along with accolades already speak for itself but once you actually visit him and see the results..",0,work certificate award speak actually visit result,"['work', 'work certificate', 'work certificate award', 'work certificate award speak', 'work certificate award speak actually', 'work certificate award speak actually visit', 'work certificate award speak actually visit result', 'certificate', 'certificate award', 'certificate award speak', 'certificate award speak actually', 'certificate award speak actually visit', 'certificate award speak actually visit result', 'award', 'award speak', 'award speak actually', 'award speak actually visit', 'award speak actually visit result', 'speak', 'speak actually', 'speak actually visit', 'speak actually visit result', 'actually', 'actually visit', 'actually visit result', 'visit', 'visit result', 'result']",0,0,0,0,0,0,0,1,0.04081632653061224
131121,I am very frustrated with the call center for this doctor's office.,1,frustrate center doctor office,"['frustrate', 'frustrate center', 'frustrate center doctor', 'frustrate center doctor office', 'center', 'center doctor', 'center doctor office', 'doctor', 'doctor office', 'office']",0,0,0,1,0,0,0,0,0.06451612903225806
168637,I met with five different doctors for lipo (all in the Bay Area) and was blown away by the consultation alone!,0,meet different doctor lip blow away consultation,"['meet', 'meet different', 'meet different doctor', 'meet different doctor lip', 'meet different doctor lip blow', 'meet different doctor lip blow away', 'meet different doctor lip blow away consultation', 'different', 'different doctor', 'different doctor lip', 'different doctor lip blow', 'different doctor lip blow away', 'different doctor lip blow away consultation', 'doctor', 'doctor lip', 'doctor lip blow', 'doctor lip blow away', 'doctor lip blow away consultation', 'lip', 'lip blow', 'lip blow away', 'lip blow away consultation', 'blow', 'blow away', 'blow away consultation', 'away', 'away consultation', 'consultation']",0,0,0,1,0,0,0,0,0.04081632653061224
147915,The business and the doctors that work at this location are unethical.,1,business doctor work location ethical,"['business', 'business doctor', 'business doctor work', 'business doctor work location', 'business doctor work location ethical', 'doctor', 'doctor work', 'doctor work location', 'doctor work location ethical', 'work', 'work location', 'work location ethical', 'location', 'location ethical', 'ethical']",0,0,0,1,0,0,0,0,0.05555555555555555
176630,"called back to see the doctor, my average wait time is 45 minutes past my appointment time!!",1,call average wait time past appointment time,"['call', 'call average', 'call average wait', 'call average wait time', 'call average wait time past', 'call average wait time past appointment', 'call average wait time past appointment time', 'average', 'average wait', 'average wait time', 'average wait time past', 'average wait time past appointment', 'average wait time past appointment time', 'wait', 'wait time', 'wait time past', 'wait time past appointment', 'wait time past appointment time', 'time', 'time past', 'time past appointment', 'time past appointment time', 'past', 'past appointment', 'past appointment time', 'appointment', 'appointment time', 'time']",0,1,0,0,0,0,0,0,0.04081632653061224
118537,They help you feel comfortable and at ease.,0,help feel comfortable ease,"['help', 'help feel', 'help feel comfortable', 'help feel comfortable ease', 'feel', 'feel comfortable', 'feel comfortable ease', 'comfortable', 'comfortable ease', 'ease']",1,0,0,0,0,0,0,0,0.06451612903225806
127659,I was confident knowing doctors would do surgery successfully.,0,confident know doctor surgery successfully,"['confident', 'confident know', 'confident know doctor', 'confident know doctor surgery', 'confident know doctor surgery successfully', 'know', 'know doctor', 'know doctor surgery', 'know doctor surgery successfully', 'doctor', 'doctor surgery', 'doctor surgery successfully', 'surgery', 'surgery successfully', 'successfully']",0,0,0,1,0,0,0,0,0.05555555555555555
107900,"After going to about 10 consultations around LA with other doctors (Yes I'm very picky), I finally saw Dr G",0,go consultation lanthanum doctor yes pick finally see g,"['go', 'go consultation', 'go consultation lanthanum', 'go consultation lanthanum doctor', 'go consultation lanthanum doctor yes', 'go consultation lanthanum doctor yes pick', 'go consultation lanthanum doctor yes pick finally', 'go consultation lanthanum doctor yes pick finally see', 'go consultation lanthanum doctor yes pick finally see g', 'consultation', 'consultation lanthanum', 'consultation lanthanum doctor', 'consultation lanthanum doctor yes', 'consultation lanthanum doctor yes pick', 'consultation lanthanum doctor yes pick finally', 'consultation lanthanum doctor yes pick finally see', 'consultation lanthanum doctor yes pick finally see g', 'lanthanum', 'lanthanum doctor', 'lanthanum doctor yes', 'lanthanum doctor yes pick', 'lanthanum doctor yes pick finally', 'lanthanum doctor yes pick finally see', 'lanthanum doctor yes pick finally see g', 'doctor', 'doctor yes', 'doctor yes pick', 'doctor yes pick finally', 'doctor yes pick finally see', 'doctor yes pick finally see g', 'yes', 'yes pick', 'yes pick finally', 'yes pick finally see', 'yes pick finally see g', 'pick', 'pick finally', 'pick finally see', 'pick finally see g', 'finally', 'finally see', 'finally see g', 'see', 'see g', 'g']",0,0,0,1,0,0,0,0,0.030303030303030304
108997,Dr Gartner and his staff make this very intimidating surgery very easy and comfortable.,0,staff intimidate surgery easy comfortable,"['staff', 'staff intimidate', 'staff intimidate surgery', 'staff intimidate surgery easy', 'staff intimidate surgery easy comfortable', 'intimidate', 'intimidate surgery', 'intimidate surgery easy', 'intimidate surgery easy comfortable', 'surgery', 'surgery easy', 'surgery easy comfortable', 'easy', 'easy comfortable', 'comfortable']",1,0,0,0,0,0,0,0,0.05555555555555555
105769,we need a lot more Doctors who care for their patients like Dr. Eytan.,0,need lot doctor care patient like,"['need', 'need lot', 'need lot doctor', 'need lot doctor care', 'need lot doctor care patient', 'need lot doctor care patient like', 'lot', 'lot doctor', 'lot doctor care', 'lot doctor care patient', 'lot doctor care patient like', 'doctor', 'doctor care', 'doctor care patient', 'doctor care patient like', 'care', 'care patient', 'care patient like', 'patient', 'patient like', 'like']",0,0,0,1,0,0,0,0,0.047619047619047616
162680,Very good doctors office.,0,good doctor office,"['good', 'good doctor', 'good doctor office', 'doctor', 'doctor office', 'office']",0,0,0,1,0,0,0,0,0.07407407407407407
168744,You're suppose to guide and speak to your potential customer with more understanding.,1,suppose guide speak potential customer understanding,"['suppose', 'suppose guide', 'suppose guide speak', 'suppose guide speak potential', 'suppose guide speak potential customer', 'suppose guide speak potential customer understanding', 'guide', 'guide speak', 'guide speak potential', 'guide speak potential customer', 'guide speak potential customer understanding', 'speak', 'speak potential', 'speak potential customer', 'speak potential customer understanding', 'potential', 'potential customer', 'potential customer understanding', 'customer', 'customer understanding', 'understanding']",0,0,0,0,0,0,0,1,0.047619047619047616
165843,I read The 5-Star reviews for each of their docs.,0,read star review doctor,"['read', 'read star', 'read star review', 'read star review doctor', 'star', 'star review', 'star review doctor', 'review', 'review doctor', 'doctor']",0,0,0,1,0,0,0,0,0.06451612903225806
121049,"Since Front Desk didn't mention anything, I thought it should be ok as people are going to different doctors.",1,desk mention think ok people go different doctor,"['desk', 'desk mention', 'desk mention think', 'desk mention think ok', 'desk mention think ok people', 'desk mention think ok people go', 'desk mention think ok people go different', 'desk mention think ok people go different doctor', 'mention', 'mention think', 'mention think ok', 'mention think ok people', 'mention think ok people go', 'mention think ok people go different', 'mention think ok people go different doctor', 'think', 'think ok', 'think ok people', 'think ok people go', 'think ok people go different', 'think ok people go different doctor', 'ok', 'ok people', 'ok people go', 'ok people go different', 'ok people go different doctor', 'people', 'people go', 'people go different', 'people go different doctor', 'go', 'go different', 'go different doctor', 'different', 'different doctor', 'doctor']",0,0,0,1,0,0,0,0,0.03508771929824561
131124,"I was brought in by I believe her name is Carly, she was really nice in the room, and made me feel comfortable.",0,bring believe early nice room feel comfortable,"['bring', 'bring believe', 'bring believe early', 'bring believe early nice', 'bring believe early nice room', 'bring believe early nice room feel', 'bring believe early nice room feel comfortable', 'believe', 'believe early', 'believe early nice', 'believe early nice room', 'believe early nice room feel', 'believe early nice room feel comfortable', 'early', 'early nice', 'early nice room', 'early nice room feel', 'early nice room feel comfortable', 'nice', 'nice room', 'nice room feel', 'nice room feel comfortable', 'room', 'room feel', 'room feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0,0,0,0,0,0.04081632653061224
94894,"One of the few doctors I've met, that actually gives a dam.",0,doctor meet actually give dam,"['doctor', 'doctor meet', 'doctor meet actually', 'doctor meet actually give', 'doctor meet actually give dam', 'meet', 'meet actually', 'meet actually give', 'meet actually give dam', 'actually', 'actually give', 'actually give dam', 'give', 'give dam', 'dam']",0,0,0,1,0,0,0,0,0.05555555555555555
130410,"I Spoke to their Public Relations person, Jaqueline, who listened and seemed to be very concerned.",0,speak public relation person paquelin listen concerned,"['speak', 'speak public', 'speak public relation', 'speak public relation person', 'speak public relation person paquelin', 'speak public relation person paquelin listen', 'speak public relation person paquelin listen concerned', 'public', 'public relation', 'public relation person', 'public relation person paquelin', 'public relation person paquelin listen', 'public relation person paquelin listen concerned', 'relation', 'relation person', 'relation person paquelin', 'relation person paquelin listen', 'relation person paquelin listen concerned', 'person', 'person paquelin', 'person paquelin listen', 'person paquelin listen concerned', 'paquelin', 'paquelin listen', 'paquelin listen concerned', 'listen', 'listen concerned', 'concerned']",0,0,0,0,0,0,0,1,0.04081632653061224
141475,Very comfortable and always leave with all my questions answered!,0,comfortable leave question answer,"['comfortable', 'comfortable leave', 'comfortable leave question', 'comfortable leave question answer', 'leave', 'leave question', 'leave question answer', 'question', 'question answer', 'answer']",1,0,0,0,0,0,0,0,0.06451612903225806
151841,i got laser surgery for lower spine unfortunately he missed the mark.,1,get laser surgery low spine unfortunately miss mark,"['get', 'get laser', 'get laser surgery', 'get laser surgery low', 'get laser surgery low spine', 'get laser surgery low spine unfortunately', 'get laser surgery low spine unfortunately miss', 'get laser surgery low spine unfortunately miss mark', 'laser', 'laser surgery', 'laser surgery low', 'laser surgery low spine', 'laser surgery low spine unfortunately', 'laser surgery low spine unfortunately miss', 'laser surgery low spine unfortunately miss mark', 'surgery', 'surgery low', 'surgery low spine', 'surgery low spine unfortunately', 'surgery low spine unfortunately miss', 'surgery low spine unfortunately miss mark', 'low', 'low spine', 'low spine unfortunately', 'low spine unfortunately miss', 'low spine unfortunately miss mark', 'spine', 'spine unfortunately', 'spine unfortunately miss', 'spine unfortunately miss mark', 'unfortunately', 'unfortunately miss', 'unfortunately miss mark', 'miss', 'miss mark', 'mark']",0,0,0,0,0,1,0,0,0.03508771929824561
