commentId,comment,classification,comment_processed,word_phrase_list,ill,remove,remove review,review,sign,agreement,pay,similarity_score
169235,He lets you know what your insurance pays and what you owe right upfront so there are never any surprises.,0,let know insurance pay owe right surprise,"['let', 'let know', 'let know insurance', 'let know insurance pay', 'let know insurance pay owe', 'let know insurance pay owe right', 'let know insurance pay owe right surprise', 'know', 'know insurance', 'know insurance pay', 'know insurance pay owe', 'know insurance pay owe right', 'know insurance pay owe right surprise', 'insurance', 'insurance pay', 'insurance pay owe', 'insurance pay owe right', 'insurance pay owe right surprise', 'pay', 'pay owe', 'pay owe right', 'pay owe right surprise', 'owe', 'owe right', 'owe right surprise', 'right', 'right surprise', 'surprise']",0,0,0,0,0,0,1,0.09090909090909091
96616,and did an excellent job removing the lump.,0,excellent job remove lump,"['excellent', 'excellent job', 'excellent job remove', 'excellent job remove lump', 'job', 'job remove', 'job remove lump', 'remove', 'remove lump', 'lump']",0,1,0,0,0,0,0,0.09090909090909091
153627,His resident said they removed the shoulder supports and pushed my shoulders back to see better.,1,resident say remove shoulder support push shoulder good,"['resident', 'resident say', 'resident say remove', 'resident say remove shoulder', 'resident say remove shoulder support', 'resident say remove shoulder support push', 'resident say remove shoulder support push shoulder', 'resident say remove shoulder support push shoulder good', 'say', 'say remove', 'say remove shoulder', 'say remove shoulder support', 'say remove shoulder support push', 'say remove shoulder support push shoulder', 'say remove shoulder support push shoulder good', 'remove', 'remove shoulder', 'remove shoulder support', 'remove shoulder support push', 'remove shoulder support push shoulder', 'remove shoulder support push shoulder good', 'shoulder', 'shoulder support', 'shoulder support push', 'shoulder support push shoulder', 'shoulder support push shoulder good', 'support', 'support push', 'support push shoulder', 'support push shoulder good', 'push', 'push shoulder', 'push shoulder good', 'shoulder', 'shoulder good', 'good']",0,1,0,0,0,0,0,0.09090909090909091
124061,I said to him he better check his schedule again because the insurance is certainly paying,1,say good check schedule insurance surely pay,"['say', 'say good', 'say good check', 'say good check schedule', 'say good check schedule insurance', 'say good check schedule insurance surely', 'say good check schedule insurance surely pay', 'good', 'good check', 'good check schedule', 'good check schedule insurance', 'good check schedule insurance surely', 'good check schedule insurance surely pay', 'check', 'check schedule', 'check schedule insurance', 'check schedule insurance surely', 'check schedule insurance surely pay', 'schedule', 'schedule insurance', 'schedule insurance surely', 'schedule insurance surely pay', 'insurance', 'insurance surely', 'insurance surely pay', 'surely', 'surely pay', 'pay']",0,0,0,0,0,0,1,0.09090909090909091
75926,"I checked the internet, and Dr. Gilbert had great reviews.",0,check internet great review,"['check', 'check internet', 'check internet great', 'check internet great review', 'internet', 'internet great', 'internet great review', 'great', 'great review', 'review']",0,0,0,1,0,0,0,0.09090909090909091
109393,"I called to speak with Dr. Reilly and the billing dept., NEVER heard from the dr. and billing ONLY wanted to be paid.",1,call speak dr fill keep hear dr fill want pay,"['call', 'call speak', 'call speak dr', 'call speak dr fill', 'call speak dr fill keep', 'call speak dr fill keep hear', 'call speak dr fill keep hear dr', 'call speak dr fill keep hear dr fill', 'call speak dr fill keep hear dr fill want', 'call speak dr fill keep hear dr fill want pay', 'speak', 'speak dr', 'speak dr fill', 'speak dr fill keep', 'speak dr fill keep hear', 'speak dr fill keep hear dr', 'speak dr fill keep hear dr fill', 'speak dr fill keep hear dr fill want', 'speak dr fill keep hear dr fill want pay', 'dr', 'dr fill', 'dr fill keep', 'dr fill keep hear', 'dr fill keep hear dr', 'dr fill keep hear dr fill', 'dr fill keep hear dr fill want', 'dr fill keep hear dr fill want pay', 'fill', 'fill keep', 'fill keep hear', 'fill keep hear dr', 'fill keep hear dr fill', 'fill keep hear dr fill want', 'fill keep hear dr fill want pay', 'keep', 'keep hear', 'keep hear dr', 'keep hear dr fill', 'keep hear dr fill want', 'keep hear dr fill want pay', 'hear', 'hear dr', 'hear dr fill', 'hear dr fill want', 'hear dr fill want pay', 'dr', 'dr fill', 'dr fill want', 'dr fill want pay', 'fill', 'fill want', 'fill want pay', 'want', 'want pay', 'pay']",0,0,0,0,0,0,1,0.09090909090909091
175965,Initially their lack of photos and reviews (though the ones he has are all great) in comparison to other surgeons made me unsure,1,initially lack photograph review one great comparison surgeon ensure,"['initially', 'initially lack', 'initially lack photograph', 'initially lack photograph review', 'initially lack photograph review one', 'initially lack photograph review one great', 'initially lack photograph review one great comparison', 'initially lack photograph review one great comparison surgeon', 'initially lack photograph review one great comparison surgeon ensure', 'lack', 'lack photograph', 'lack photograph review', 'lack photograph review one', 'lack photograph review one great', 'lack photograph review one great comparison', 'lack photograph review one great comparison surgeon', 'lack photograph review one great comparison surgeon ensure', 'photograph', 'photograph review', 'photograph review one', 'photograph review one great', 'photograph review one great comparison', 'photograph review one great comparison surgeon', 'photograph review one great comparison surgeon ensure', 'review', 'review one', 'review one great', 'review one great comparison', 'review one great comparison surgeon', 'review one great comparison surgeon ensure', 'one', 'one great', 'one great comparison', 'one great comparison surgeon', 'one great comparison surgeon ensure', 'great', 'great comparison', 'great comparison surgeon', 'great comparison surgeon ensure', 'comparison', 'comparison surgeon', 'comparison surgeon ensure', 'surgeon', 'surgeon ensure', 'ensure']",0,0,0,1,0,0,0,0.09090909090909091
129766,"In the real world, patients don't have to pay the difference of negotiated rate.",1,real world patient pay difference negociate rate,"['real', 'real world', 'real world patient', 'real world patient pay', 'real world patient pay difference', 'real world patient pay difference negociate', 'real world patient pay difference negociate rate', 'world', 'world patient', 'world patient pay', 'world patient pay difference', 'world patient pay difference negociate', 'world patient pay difference negociate rate', 'patient', 'patient pay', 'patient pay difference', 'patient pay difference negociate', 'patient pay difference negociate rate', 'pay', 'pay difference', 'pay difference negociate', 'pay difference negociate rate', 'difference', 'difference negociate', 'difference negociate rate', 'negociate', 'negociate rate', 'rate']",0,0,0,0,0,0,1,0.09090909090909091
113024,In my opinion Dr. Ratliff did a great job on my breasts and I've never regretted my choice.,0,opinion dr sign great job breast ve regret choice,"['opinion', 'opinion dr', 'opinion dr sign', 'opinion dr sign great', 'opinion dr sign great job', 'opinion dr sign great job breast', 'opinion dr sign great job breast ve', 'opinion dr sign great job breast ve regret', 'opinion dr sign great job breast ve regret choice', 'dr', 'dr sign', 'dr sign great', 'dr sign great job', 'dr sign great job breast', 'dr sign great job breast ve', 'dr sign great job breast ve regret', 'dr sign great job breast ve regret choice', 'sign', 'sign great', 'sign great job', 'sign great job breast', 'sign great job breast ve', 'sign great job breast ve regret', 'sign great job breast ve regret choice', 'great', 'great job', 'great job breast', 'great job breast ve', 'great job breast ve regret', 'great job breast ve regret choice', 'job', 'job breast', 'job breast ve', 'job breast ve regret', 'job breast ve regret choice', 'breast', 'breast ve', 'breast ve regret', 'breast ve regret choice', 've', 've regret', 've regret choice', 'regret', 'regret choice', 'choice']",0,0,0,0,1,0,0,0.09090909090909091
175226,I'll def be back!,0,ill def,"['ill', 'ill def', 'def']",1,0,0,0,0,0,0,0.09090909090909091
177298,I'll be SEEING you!!!!!??,0,ill see,"['ill', 'ill see', 'see']",1,0,0,0,0,0,0,0.09090909090909091
188416,If your desire is to pay thousands of dollars to be treated like crap. ....this is your guy. . He,1,desire pay treat like cap guy,"['desire', 'desire pay', 'desire pay treat', 'desire pay treat like', 'desire pay treat like cap', 'desire pay treat like cap guy', 'pay', 'pay treat', 'pay treat like', 'pay treat like cap', 'pay treat like cap guy', 'treat', 'treat like', 'treat like cap', 'treat like cap guy', 'like', 'like cap', 'like cap guy', 'cap', 'cap guy', 'guy']",0,0,0,0,0,0,1,0.09090909090909091
151050,"The ""discount"" you're paying to get your procedures done here is NOT WORTH IT.",1,discount pay procedure worth,"['discount', 'discount pay', 'discount pay procedure', 'discount pay procedure worth', 'pay', 'pay procedure', 'pay procedure worth', 'procedure', 'procedure worth', 'worth']",0,0,0,0,0,0,1,0.09090909090909091
174051,"In other words, when you walk in the door you have dollar signs floating over your head.",1,word walk door dollar sign float head,"['word', 'word walk', 'word walk door', 'word walk door dollar', 'word walk door dollar sign', 'word walk door dollar sign float', 'word walk door dollar sign float head', 'walk', 'walk door', 'walk door dollar', 'walk door dollar sign', 'walk door dollar sign float', 'walk door dollar sign float head', 'door', 'door dollar', 'door dollar sign', 'door dollar sign float', 'door dollar sign float head', 'dollar', 'dollar sign', 'dollar sign float', 'dollar sign float head', 'sign', 'sign float', 'sign float head', 'float', 'float head', 'head']",0,0,0,0,1,0,0,0.09090909090909091
181097,The sign of a gifted surgeon like Dr Unger is when you look in the mirror and forget you had anything done,0,sign gift surgeon like dr look mirror forget,"['sign', 'sign gift', 'sign gift surgeon', 'sign gift surgeon like', 'sign gift surgeon like dr', 'sign gift surgeon like dr look', 'sign gift surgeon like dr look mirror', 'sign gift surgeon like dr look mirror forget', 'gift', 'gift surgeon', 'gift surgeon like', 'gift surgeon like dr', 'gift surgeon like dr look', 'gift surgeon like dr look mirror', 'gift surgeon like dr look mirror forget', 'surgeon', 'surgeon like', 'surgeon like dr', 'surgeon like dr look', 'surgeon like dr look mirror', 'surgeon like dr look mirror forget', 'like', 'like dr', 'like dr look', 'like dr look mirror', 'like dr look mirror forget', 'dr', 'dr look', 'dr look mirror', 'dr look mirror forget', 'look', 'look mirror', 'look mirror forget', 'mirror', 'mirror forget', 'forget']",0,0,0,0,1,0,0,0.09090909090909091
127708,Doctor Hubberty listens to what I have to say and pays attention.,0,doctor puberty listen pay attention,"['doctor', 'doctor puberty', 'doctor puberty listen', 'doctor puberty listen pay', 'doctor puberty listen pay attention', 'puberty', 'puberty listen', 'puberty listen pay', 'puberty listen pay attention', 'listen', 'listen pay', 'listen pay attention', 'pay', 'pay attention', 'attention']",0,0,0,0,0,0,1,0.09090909090909091
123406,he is an asset to Seaview ..,0,asset review,"['asset', 'asset review', 'review']",0,0,0,1,0,0,0,0.09090909090909091
113856,The doctor confirmed that the squamous cells had not been completely removed in the surgery that was performed by Dr. Yangzhou.,1,doctor confirm squamous cell completely remove surgery perform,"['doctor', 'doctor confirm', 'doctor confirm squamous', 'doctor confirm squamous cell', 'doctor confirm squamous cell completely', 'doctor confirm squamous cell completely remove', 'doctor confirm squamous cell completely remove surgery', 'doctor confirm squamous cell completely remove surgery perform', 'confirm', 'confirm squamous', 'confirm squamous cell', 'confirm squamous cell completely', 'confirm squamous cell completely remove', 'confirm squamous cell completely remove surgery', 'confirm squamous cell completely remove surgery perform', 'squamous', 'squamous cell', 'squamous cell completely', 'squamous cell completely remove', 'squamous cell completely remove surgery', 'squamous cell completely remove surgery perform', 'cell', 'cell completely', 'cell completely remove', 'cell completely remove surgery', 'cell completely remove surgery perform', 'completely', 'completely remove', 'completely remove surgery', 'completely remove surgery perform', 'remove', 'remove surgery', 'remove surgery perform', 'surgery', 'surgery perform', 'perform']",0,1,0,0,0,0,0,0.09090909090909091
146656,"So, $500 to remove 1 mole.",1,remove mole,"['remove', 'remove mole', 'mole']",0,1,0,0,0,0,0,0.09090909090909091
156928,"Then I looked up his reviews, which showed he was well-loved by his patients.",0,look review show wellloved patient,"['look', 'look review', 'look review show', 'look review show wellloved', 'look review show wellloved patient', 'review', 'review show', 'review show wellloved', 'review show wellloved patient', 'show', 'show wellloved', 'show wellloved patient', 'wellloved', 'wellloved patient', 'patient']",0,0,0,1,0,0,0,0.09090909090909091
150248,"You will definitely never feel like you're just a dollar sign on an assembly line, which I've found to be the case elsewhere.",0,decidedly feel like dollar sign assembly line ve find case,"['decidedly', 'decidedly feel', 'decidedly feel like', 'decidedly feel like dollar', 'decidedly feel like dollar sign', 'decidedly feel like dollar sign assembly', 'decidedly feel like dollar sign assembly line', 'decidedly feel like dollar sign assembly line ve', 'decidedly feel like dollar sign assembly line ve find', 'decidedly feel like dollar sign assembly line ve find case', 'feel', 'feel like', 'feel like dollar', 'feel like dollar sign', 'feel like dollar sign assembly', 'feel like dollar sign assembly line', 'feel like dollar sign assembly line ve', 'feel like dollar sign assembly line ve find', 'feel like dollar sign assembly line ve find case', 'like', 'like dollar', 'like dollar sign', 'like dollar sign assembly', 'like dollar sign assembly line', 'like dollar sign assembly line ve', 'like dollar sign assembly line ve find', 'like dollar sign assembly line ve find case', 'dollar', 'dollar sign', 'dollar sign assembly', 'dollar sign assembly line', 'dollar sign assembly line ve', 'dollar sign assembly line ve find', 'dollar sign assembly line ve find case', 'sign', 'sign assembly', 'sign assembly line', 'sign assembly line ve', 'sign assembly line ve find', 'sign assembly line ve find case', 'assembly', 'assembly line', 'assembly line ve', 'assembly line ve find', 'assembly line ve find case', 'line', 'line ve', 'line ve find', 'line ve find case', 've', 've find', 've find case', 'find', 'find case', 'case']",0,0,0,0,1,0,0,0.09090909090909091
61175,That he pays attention to what you're telling him.,0,pay attention tell,"['pay', 'pay attention', 'pay attention tell', 'attention', 'attention tell', 'tell']",0,0,0,0,0,0,1,0.09090909090909091
150056,I paid $2200 for three microneedling and three chemical peel with Sonia and did not get any results.,1,pay microneedling chemical feel sonya result,"['pay', 'pay microneedling', 'pay microneedling chemical', 'pay microneedling chemical feel', 'pay microneedling chemical feel sonya', 'pay microneedling chemical feel sonya result', 'microneedling', 'microneedling chemical', 'microneedling chemical feel', 'microneedling chemical feel sonya', 'microneedling chemical feel sonya result', 'chemical', 'chemical feel', 'chemical feel sonya', 'chemical feel sonya result', 'feel', 'feel sonya', 'feel sonya result', 'sonya', 'sonya result', 'result']",0,0,0,0,0,0,1,0.09090909090909091
171130,"I've now given this place like $3,000 or so for nothing, that I'm still paying off",1,ve give place like m pay,"['ve', 've give', 've give place', 've give place like', 've give place like m', 've give place like m pay', 'give', 'give place', 'give place like', 'give place like m', 'give place like m pay', 'place', 'place like', 'place like m', 'place like m pay', 'like', 'like m', 'like m pay', 'm', 'm pay', 'pay']",0,0,0,0,0,0,1,0.09090909090909091
148907,"Instead of immediately scheduling her to get the balloon removed, they attempted to overmedicate her to put a bandaid on the problem.",1,instead immediately schelling balloon remove attempt overmedicate bandage problem,"['instead', 'instead immediately', 'instead immediately schelling', 'instead immediately schelling balloon', 'instead immediately schelling balloon remove', 'instead immediately schelling balloon remove attempt', 'instead immediately schelling balloon remove attempt overmedicate', 'instead immediately schelling balloon remove attempt overmedicate bandage', 'instead immediately schelling balloon remove attempt overmedicate bandage problem', 'immediately', 'immediately schelling', 'immediately schelling balloon', 'immediately schelling balloon remove', 'immediately schelling balloon remove attempt', 'immediately schelling balloon remove attempt overmedicate', 'immediately schelling balloon remove attempt overmedicate bandage', 'immediately schelling balloon remove attempt overmedicate bandage problem', 'schelling', 'schelling balloon', 'schelling balloon remove', 'schelling balloon remove attempt', 'schelling balloon remove attempt overmedicate', 'schelling balloon remove attempt overmedicate bandage', 'schelling balloon remove attempt overmedicate bandage problem', 'balloon', 'balloon remove', 'balloon remove attempt', 'balloon remove attempt overmedicate', 'balloon remove attempt overmedicate bandage', 'balloon remove attempt overmedicate bandage problem', 'remove', 'remove attempt', 'remove attempt overmedicate', 'remove attempt overmedicate bandage', 'remove attempt overmedicate bandage problem', 'attempt', 'attempt overmedicate', 'attempt overmedicate bandage', 'attempt overmedicate bandage problem', 'overmedicate', 'overmedicate bandage', 'overmedicate bandage problem', 'bandage', 'bandage problem', 'problem']",0,1,0,0,0,0,0,0.09090909090909091
104105,He does not give me an option to change my mind about signing the forms;,1,option change mind sign form,"['option', 'option change', 'option change mind', 'option change mind sign', 'option change mind sign form', 'change', 'change mind', 'change mind sign', 'change mind sign form', 'mind', 'mind sign', 'mind sign form', 'sign', 'sign form', 'form']",0,0,0,0,1,0,0,0.09090909090909091
133069,My medical history was reviewed and technology wise Dr. Philips office was on top of the game.,0,medical history review technology wise dr philip office game,"['medical', 'medical history', 'medical history review', 'medical history review technology', 'medical history review technology wise', 'medical history review technology wise dr', 'medical history review technology wise dr philip', 'medical history review technology wise dr philip office', 'medical history review technology wise dr philip office game', 'history', 'history review', 'history review technology', 'history review technology wise', 'history review technology wise dr', 'history review technology wise dr philip', 'history review technology wise dr philip office', 'history review technology wise dr philip office game', 'review', 'review technology', 'review technology wise', 'review technology wise dr', 'review technology wise dr philip', 'review technology wise dr philip office', 'review technology wise dr philip office game', 'technology', 'technology wise', 'technology wise dr', 'technology wise dr philip', 'technology wise dr philip office', 'technology wise dr philip office game', 'wise', 'wise dr', 'wise dr philip', 'wise dr philip office', 'wise dr philip office game', 'dr', 'dr philip', 'dr philip office', 'dr philip office game', 'philip', 'philip office', 'philip office game', 'office', 'office game', 'game']",0,0,0,1,0,0,0,0.09090909090909091
66170,He really pays attention to your needs,0,pay attention need,"['pay', 'pay attention', 'pay attention need', 'attention', 'attention need', 'need']",0,0,0,0,0,0,1,0.09090909090909091
106194,I paid $300 for my last laser treatment and the results were minimal.,1,pay laser treatment result minimal,"['pay', 'pay laser', 'pay laser treatment', 'pay laser treatment result', 'pay laser treatment result minimal', 'laser', 'laser treatment', 'laser treatment result', 'laser treatment result minimal', 'treatment', 'treatment result', 'treatment result minimal', 'result', 'result minimal', 'minimal']",0,0,0,0,0,0,1,0.09090909090909091
165843,I read The 5-Star reviews for each of their docs.,0,read star review doctor,"['read', 'read star', 'read star review', 'read star review doctor', 'star', 'star review', 'star review doctor', 'review', 'review doctor', 'doctor']",0,0,0,1,0,0,0,0.09090909090909091
128120,I felt rushed in my consult and like I was not paid attention to.,1,feel rush consult like pay attention,"['feel', 'feel rush', 'feel rush consult', 'feel rush consult like', 'feel rush consult like pay', 'feel rush consult like pay attention', 'rush', 'rush consult', 'rush consult like', 'rush consult like pay', 'rush consult like pay attention', 'consult', 'consult like', 'consult like pay', 'consult like pay attention', 'like', 'like pay', 'like pay attention', 'pay', 'pay attention', 'attention']",0,0,0,0,0,0,1,0.09090909090909091
146244,care less as they collect the full amount at the time of signing up.,1,care collect time sign,"['care', 'care collect', 'care collect time', 'care collect time sign', 'collect', 'collect time', 'collect time sign', 'time', 'time sign', 'sign']",0,0,0,0,1,0,0,0.09090909090909091
128718,"Shouldn't the follow-up visits be included in the price, I paid $155.00 on my last visit on March 29th.",1,follow visit include price pay visit march th,"['follow', 'follow visit', 'follow visit include', 'follow visit include price', 'follow visit include price pay', 'follow visit include price pay visit', 'follow visit include price pay visit march', 'follow visit include price pay visit march th', 'visit', 'visit include', 'visit include price', 'visit include price pay', 'visit include price pay visit', 'visit include price pay visit march', 'visit include price pay visit march th', 'include', 'include price', 'include price pay', 'include price pay visit', 'include price pay visit march', 'include price pay visit march th', 'price', 'price pay', 'price pay visit', 'price pay visit march', 'price pay visit march th', 'pay', 'pay visit', 'pay visit march', 'pay visit march th', 'visit', 'visit march', 'visit march th', 'march', 'march th', 'th']",0,0,0,0,0,0,1,0.09090909090909091
170500,It was apparent that he really reviewed my case.He validated my concerns,0,apparent review case validate concern,"['apparent', 'apparent review', 'apparent review case', 'apparent review case validate', 'apparent review case validate concern', 'review', 'review case', 'review case validate', 'review case validate concern', 'case', 'case validate', 'case validate concern', 'validate', 'validate concern', 'concern']",0,0,0,1,0,0,0,0.09090909090909091
123455,And she thinks I should pay her again and take the risk of her killing my wife.,1,think pay risk kill wife,"['think', 'think pay', 'think pay risk', 'think pay risk kill', 'think pay risk kill wife', 'pay', 'pay risk', 'pay risk kill', 'pay risk kill wife', 'risk', 'risk kill', 'risk kill wife', 'kill', 'kill wife', 'wife']",0,0,0,0,0,0,1,0.09090909090909091
177625,"I'm on hold with a doctors office, they said oh, I'm a medical assistant hold on I'll put you back to the front desk.",1,m hold doctor office say ohio m medical assistant hold ill desk,"['m', 'm hold', 'm hold doctor', 'm hold doctor office', 'm hold doctor office say', 'm hold doctor office say ohio', 'm hold doctor office say ohio m', 'm hold doctor office say ohio m medical', 'm hold doctor office say ohio m medical assistant', 'm hold doctor office say ohio m medical assistant hold', 'm hold doctor office say ohio m medical assistant hold ill', 'm hold doctor office say ohio m medical assistant hold ill desk', 'hold', 'hold doctor', 'hold doctor office', 'hold doctor office say', 'hold doctor office say ohio', 'hold doctor office say ohio m', 'hold doctor office say ohio m medical', 'hold doctor office say ohio m medical assistant', 'hold doctor office say ohio m medical assistant hold', 'hold doctor office say ohio m medical assistant hold ill', 'hold doctor office say ohio m medical assistant hold ill desk', 'doctor', 'doctor office', 'doctor office say', 'doctor office say ohio', 'doctor office say ohio m', 'doctor office say ohio m medical', 'doctor office say ohio m medical assistant', 'doctor office say ohio m medical assistant hold', 'doctor office say ohio m medical assistant hold ill', 'doctor office say ohio m medical assistant hold ill desk', 'office', 'office say', 'office say ohio', 'office say ohio m', 'office say ohio m medical', 'office say ohio m medical assistant', 'office say ohio m medical assistant hold', 'office say ohio m medical assistant hold ill', 'office say ohio m medical assistant hold ill desk', 'say', 'say ohio', 'say ohio m', 'say ohio m medical', 'say ohio m medical assistant', 'say ohio m medical assistant hold', 'say ohio m medical assistant hold ill', 'say ohio m medical assistant hold ill desk', 'ohio', 'ohio m', 'ohio m medical', 'ohio m medical assistant', 'ohio m medical assistant hold', 'ohio m medical assistant hold ill', 'ohio m medical assistant hold ill desk', 'm', 'm medical', 'm medical assistant', 'm medical assistant hold', 'm medical assistant hold ill', 'm medical assistant hold ill desk', 'medical', 'medical assistant', 'medical assistant hold', 'medical assistant hold ill', 'medical assistant hold ill desk', 'assistant', 'assistant hold', 'assistant hold ill', 'assistant hold ill desk', 'hold', 'hold ill', 'hold ill desk', 'ill', 'ill desk', 'desk']",1,0,0,0,0,0,0,0.09090909090909091
123663,"there is a reason she has all these amazing reviews, she deserves them and is just that good.",0,reason amaze review deserve good,"['reason', 'reason amaze', 'reason amaze review', 'reason amaze review deserve', 'reason amaze review deserve good', 'amaze', 'amaze review', 'amaze review deserve', 'amaze review deserve good', 'review', 'review deserve', 'review deserve good', 'deserve', 'deserve good', 'good']",0,0,0,1,0,0,0,0.09090909090909091
