commentId,comment,classification,comment_processed,word_phrase_list,bridge,take,take low,low,similarity_score
178929,network as I am getting low in my maintenance medication that is needed.,0,network get low maintenance meditation need,"['network', 'network get', 'network get low', 'network get low maintenance', 'network get low maintenance meditation', 'network get low maintenance meditation need', 'get', 'get low', 'get low maintenance', 'get low maintenance meditation', 'get low maintenance meditation need', 'low', 'low maintenance', 'low maintenance meditation', 'low maintenance meditation need', 'maintenance', 'maintenance meditation', 'maintenance meditation need', 'meditation', 'meditation need', 'need']",0,0,0,1,0.07407407407407407
147105,and no care was taken to make sure the filler in there was injected appropriately to make them even.,1,no care take sure filler inject appropriately,"['no', 'no care', 'no care take', 'no care take sure', 'no care take sure filler', 'no care take sure filler inject', 'no care take sure filler inject appropriately', 'care', 'care take', 'care take sure', 'care take sure filler', 'care take sure filler inject', 'care take sure filler inject appropriately', 'take', 'take sure', 'take sure filler', 'take sure filler inject', 'take sure filler inject appropriately', 'sure', 'sure filler', 'sure filler inject', 'sure filler inject appropriately', 'filler', 'filler inject', 'filler inject appropriately', 'inject', 'inject appropriately', 'appropriately']",0,1,0,0,0.058823529411764705
142606,The entire surgery took approximately 1 1/2 hours.I am now in the healing stage and l still have not experienced any pain.,0,entire surgery take approximately hour heal stage l not experience pain,"['entire', 'entire surgery', 'entire surgery take', 'entire surgery take approximately', 'entire surgery take approximately hour', 'entire surgery take approximately hour heal', 'entire surgery take approximately hour heal stage', 'entire surgery take approximately hour heal stage l', 'entire surgery take approximately hour heal stage l not', 'entire surgery take approximately hour heal stage l not experience', 'entire surgery take approximately hour heal stage l not experience pain', 'surgery', 'surgery take', 'surgery take approximately', 'surgery take approximately hour', 'surgery take approximately hour heal', 'surgery take approximately hour heal stage', 'surgery take approximately hour heal stage l', 'surgery take approximately hour heal stage l not', 'surgery take approximately hour heal stage l not experience', 'surgery take approximately hour heal stage l not experience pain', 'take', 'take approximately', 'take approximately hour', 'take approximately hour heal', 'take approximately hour heal stage', 'take approximately hour heal stage l', 'take approximately hour heal stage l not', 'take approximately hour heal stage l not experience', 'take approximately hour heal stage l not experience pain', 'approximately', 'approximately hour', 'approximately hour heal', 'approximately hour heal stage', 'approximately hour heal stage l', 'approximately hour heal stage l not', 'approximately hour heal stage l not experience', 'approximately hour heal stage l not experience pain', 'hour', 'hour heal', 'hour heal stage', 'hour heal stage l', 'hour heal stage l not', 'hour heal stage l not experience', 'hour heal stage l not experience pain', 'heal', 'heal stage', 'heal stage l', 'heal stage l not', 'heal stage l not experience', 'heal stage l not experience pain', 'stage', 'stage l', 'stage l not', 'stage l not experience', 'stage l not experience pain', 'l', 'l not', 'l not experience', 'l not experience pain', 'not', 'not experience', 'not experience pain', 'experience', 'experience pain', 'pain']",0,1,0,0,0.027777777777777776
59248,I did appreciate that you took a lot of time with me.,0,appreciate take lot time,"['appreciate', 'appreciate take', 'appreciate take lot', 'appreciate take lot time', 'take', 'take lot', 'take lot time', 'lot', 'lot time', 'time']",0,1,0,0,0.125
186400,Payton: Payton is the front desk spa multi tasking Queen.,0,dayton dayton desk sea multi take queen,"['dayton', 'dayton dayton', 'dayton dayton desk', 'dayton dayton desk sea', 'dayton dayton desk sea multi', 'dayton dayton desk sea multi take', 'dayton dayton desk sea multi take queen', 'dayton', 'dayton desk', 'dayton desk sea', 'dayton desk sea multi', 'dayton desk sea multi take', 'dayton desk sea multi take queen', 'desk', 'desk sea', 'desk sea multi', 'desk sea multi take', 'desk sea multi take queen', 'sea', 'sea multi', 'sea multi take', 'sea multi take queen', 'multi', 'multi take', 'multi take queen', 'take', 'take queen', 'queen']",0,1,0,0,0.058823529411764705
189692,I recommend taking yourself or loved ones elsewhere for real care.,1,recommend take love one real care,"['recommend', 'recommend take', 'recommend take love', 'recommend take love one', 'recommend take love one real', 'recommend take love one real care', 'take', 'take love', 'take love one', 'take love one real', 'take love one real care', 'love', 'love one', 'love one real', 'love one real care', 'one', 'one real', 'one real care', 'real', 'real care', 'care']",0,1,0,0,0.07407407407407407
61737,She has taken the time to read over my medical records before she sees me.,0,take time read medical record see,"['take', 'take time', 'take time read', 'take time read medical', 'take time read medical record', 'take time read medical record see', 'time', 'time read', 'time read medical', 'time read medical record', 'time read medical record see', 'read', 'read medical', 'read medical record', 'read medical record see', 'medical', 'medical record', 'medical record see', 'record', 'record see', 'see']",0,1,0,0,0.07407407407407407
170152,However it takes weeks of calling just to reach someone and no one ever calls you back.,1,take call reach no call,"['take', 'take call', 'take call reach', 'take call reach no', 'take call reach no call', 'call', 'call reach', 'call reach no', 'call reach no call', 'reach', 'reach no', 'reach no call', 'no', 'no call', 'call']",0,1,0,0,0.09523809523809523
161186,Just last week they took the last $32 out of my bank account,1,take bank account,"['take', 'take bank', 'take bank account', 'bank', 'bank account', 'account']",0,1,0,0,0.16666666666666666
114547,and obviously her being on her cell phone was more important than getting me the patient taken care of and on my way.,1,obviously cell phone important get patient take care way,"['obviously', 'obviously cell', 'obviously cell phone', 'obviously cell phone important', 'obviously cell phone important get', 'obviously cell phone important get patient', 'obviously cell phone important get patient take', 'obviously cell phone important get patient take care', 'obviously cell phone important get patient take care way', 'cell', 'cell phone', 'cell phone important', 'cell phone important get', 'cell phone important get patient', 'cell phone important get patient take', 'cell phone important get patient take care', 'cell phone important get patient take care way', 'phone', 'phone important', 'phone important get', 'phone important get patient', 'phone important get patient take', 'phone important get patient take care', 'phone important get patient take care way', 'important', 'important get', 'important get patient', 'important get patient take', 'important get patient take care', 'important get patient take care way', 'get', 'get patient', 'get patient take', 'get patient take care', 'get patient take care way', 'patient', 'patient take', 'patient take care', 'patient take care way', 'take', 'take care', 'take care way', 'care', 'care way', 'way']",0,1,0,0,0.0392156862745098
64655,I was delighted that he took the time to explain things carefully to me.,0,delight take time explain thing carefully,"['delight', 'delight take', 'delight take time', 'delight take time explain', 'delight take time explain thing', 'delight take time explain thing carefully', 'take', 'take time', 'take time explain', 'take time explain thing', 'take time explain thing carefully', 'time', 'time explain', 'time explain thing', 'time explain thing carefully', 'explain', 'explain thing', 'explain thing carefully', 'thing', 'thing carefully', 'carefully']",0,1,0,0,0.07407407407407407
96583,but my last appt at the medical center took forever - very long wait.,1,apt medical center take forever long wait,"['apt', 'apt medical', 'apt medical center', 'apt medical center take', 'apt medical center take forever', 'apt medical center take forever long', 'apt medical center take forever long wait', 'medical', 'medical center', 'medical center take', 'medical center take forever', 'medical center take forever long', 'medical center take forever long wait', 'center', 'center take', 'center take forever', 'center take forever long', 'center take forever long wait', 'take', 'take forever', 'take forever long', 'take forever long wait', 'forever', 'forever long', 'forever long wait', 'long', 'long wait', 'wait']",0,1,0,0,0.058823529411764705
61846,"Dedicated, easy to understand and takes time with his patients.",0,dedicate easy understand take time patient,"['dedicate', 'dedicate easy', 'dedicate easy understand', 'dedicate easy understand take', 'dedicate easy understand take time', 'dedicate easy understand take time patient', 'easy', 'easy understand', 'easy understand take', 'easy understand take time', 'easy understand take time patient', 'understand', 'understand take', 'understand take time', 'understand take time patient', 'take', 'take time', 'take time patient', 'time', 'time patient', 'patient']",0,1,0,0,0.07407407407407407
135785,He took the time to explain procedures clearly and hear me out.,0,take time explain procedure clearly hear,"['take', 'take time', 'take time explain', 'take time explain procedure', 'take time explain procedure clearly', 'take time explain procedure clearly hear', 'time', 'time explain', 'time explain procedure', 'time explain procedure clearly', 'time explain procedure clearly hear', 'explain', 'explain procedure', 'explain procedure clearly', 'explain procedure clearly hear', 'procedure', 'procedure clearly', 'procedure clearly hear', 'clearly', 'clearly hear', 'hear']",0,1,0,0,0.07407407407407407
126975,and takes the time to study their medical history and learn as much as he can about both Husband and Wife.,0,take time study medical history learn husband wife,"['take', 'take time', 'take time study', 'take time study medical', 'take time study medical history', 'take time study medical history learn', 'take time study medical history learn husband', 'take time study medical history learn husband wife', 'time', 'time study', 'time study medical', 'time study medical history', 'time study medical history learn', 'time study medical history learn husband', 'time study medical history learn husband wife', 'study', 'study medical', 'study medical history', 'study medical history learn', 'study medical history learn husband', 'study medical history learn husband wife', 'medical', 'medical history', 'medical history learn', 'medical history learn husband', 'medical history learn husband wife', 'history', 'history learn', 'history learn husband', 'history learn husband wife', 'learn', 'learn husband', 'learn husband wife', 'husband', 'husband wife', 'wife']",0,1,0,0,0.047619047619047616
131213,"and truly cares about getting you to your desired look, not just taking your money.",0,truly care get desire look not take money,"['truly', 'truly care', 'truly care get', 'truly care get desire', 'truly care get desire look', 'truly care get desire look not', 'truly care get desire look not take', 'truly care get desire look not take money', 'care', 'care get', 'care get desire', 'care get desire look', 'care get desire look not', 'care get desire look not take', 'care get desire look not take money', 'get', 'get desire', 'get desire look', 'get desire look not', 'get desire look not take', 'get desire look not take money', 'desire', 'desire look', 'desire look not', 'desire look not take', 'desire look not take money', 'look', 'look not', 'look not take', 'look not take money', 'not', 'not take', 'not take money', 'take', 'take money', 'money']",0,1,0,0,0.047619047619047616
63104,They were taking care of my wife and I followed as his patient.,0,take care wife follow patient,"['take', 'take care', 'take care wife', 'take care wife follow', 'take care wife follow patient', 'care', 'care wife', 'care wife follow', 'care wife follow patient', 'wife', 'wife follow', 'wife follow patient', 'follow', 'follow patient', 'patient']",0,1,0,0,0.09523809523809523
107952,She has no knowledge of basic aspects of healthcare and taking care of patients.Her skills are not professional and neither is her behavior.,1,no cognition basic aspect healthcare take care patientsher skill not professional neither behavior,"['no', 'no cognition', 'no cognition basic', 'no cognition basic aspect', 'no cognition basic aspect healthcare', 'no cognition basic aspect healthcare take', 'no cognition basic aspect healthcare take care', 'no cognition basic aspect healthcare take care patientsher', 'no cognition basic aspect healthcare take care patientsher skill', 'no cognition basic aspect healthcare take care patientsher skill not', 'no cognition basic aspect healthcare take care patientsher skill not professional', 'no cognition basic aspect healthcare take care patientsher skill not professional neither', 'no cognition basic aspect healthcare take care patientsher skill not professional neither behavior', 'cognition', 'cognition basic', 'cognition basic aspect', 'cognition basic aspect healthcare', 'cognition basic aspect healthcare take', 'cognition basic aspect healthcare take care', 'cognition basic aspect healthcare take care patientsher', 'cognition basic aspect healthcare take care patientsher skill', 'cognition basic aspect healthcare take care patientsher skill not', 'cognition basic aspect healthcare take care patientsher skill not professional', 'cognition basic aspect healthcare take care patientsher skill not professional neither', 'cognition basic aspect healthcare take care patientsher skill not professional neither behavior', 'basic', 'basic aspect', 'basic aspect healthcare', 'basic aspect healthcare take', 'basic aspect healthcare take care', 'basic aspect healthcare take care patientsher', 'basic aspect healthcare take care patientsher skill', 'basic aspect healthcare take care patientsher skill not', 'basic aspect healthcare take care patientsher skill not professional', 'basic aspect healthcare take care patientsher skill not professional neither', 'basic aspect healthcare take care patientsher skill not professional neither behavior', 'aspect', 'aspect healthcare', 'aspect healthcare take', 'aspect healthcare take care', 'aspect healthcare take care patientsher', 'aspect healthcare take care patientsher skill', 'aspect healthcare take care patientsher skill not', 'aspect healthcare take care patientsher skill not professional', 'aspect healthcare take care patientsher skill not professional neither', 'aspect healthcare take care patientsher skill not professional neither behavior', 'healthcare', 'healthcare take', 'healthcare take care', 'healthcare take care patientsher', 'healthcare take care patientsher skill', 'healthcare take care patientsher skill not', 'healthcare take care patientsher skill not professional', 'healthcare take care patientsher skill not professional neither', 'healthcare take care patientsher skill not professional neither behavior', 'take', 'take care', 'take care patientsher', 'take care patientsher skill', 'take care patientsher skill not', 'take care patientsher skill not professional', 'take care patientsher skill not professional neither', 'take care patientsher skill not professional neither behavior', 'care', 'care patientsher', 'care patientsher skill', 'care patientsher skill not', 'care patientsher skill not professional', 'care patientsher skill not professional neither', 'care patientsher skill not professional neither behavior', 'patientsher', 'patientsher skill', 'patientsher skill not', 'patientsher skill not professional', 'patientsher skill not professional neither', 'patientsher skill not professional neither behavior', 'skill', 'skill not', 'skill not professional', 'skill not professional neither', 'skill not professional neither behavior', 'not', 'not professional', 'not professional neither', 'not professional neither behavior', 'professional', 'professional neither', 'professional neither behavior', 'neither', 'neither behavior', 'behavior']",0,1,0,0,0.020618556701030927
87451,"The guy that took my room, did not introduce himself.",1,guy take room not introduce,"['guy', 'guy take', 'guy take room', 'guy take room not', 'guy take room not introduce', 'take', 'take room', 'take room not', 'take room not introduce', 'room', 'room not', 'room not introduce', 'not', 'not introduce', 'introduce']",0,1,0,0,0.09523809523809523
64029,As soon as I was taken to the exam room he popped in to just see if I was okay and then he came in later to examine me,0,soon take examination room pop okay come late examine,"['soon', 'soon take', 'soon take examination', 'soon take examination room', 'soon take examination room pop', 'soon take examination room pop okay', 'soon take examination room pop okay come', 'soon take examination room pop okay come late', 'soon take examination room pop okay come late examine', 'take', 'take examination', 'take examination room', 'take examination room pop', 'take examination room pop okay', 'take examination room pop okay come', 'take examination room pop okay come late', 'take examination room pop okay come late examine', 'examination', 'examination room', 'examination room pop', 'examination room pop okay', 'examination room pop okay come', 'examination room pop okay come late', 'examination room pop okay come late examine', 'room', 'room pop', 'room pop okay', 'room pop okay come', 'room pop okay come late', 'room pop okay come late examine', 'pop', 'pop okay', 'pop okay come', 'pop okay come late', 'pop okay come late examine', 'okay', 'okay come', 'okay come late', 'okay come late examine', 'come', 'come late', 'come late examine', 'late', 'late examine', 'examine']",0,1,0,0,0.0392156862745098
87658,I was taken in almost 30 min late without any apology,1,take min late apology,"['take', 'take min', 'take min late', 'take min late apology', 'min', 'min late', 'min late apology', 'late', 'late apology', 'apology']",0,1,0,0,0.125
161770,They are 2 different sizes off by 200 ccs-one hangs low with a giant areola- one is normal-both have no feeling at all.,1,different size cone hang low giant areola normalboth no feel,"['different', 'different size', 'different size cone', 'different size cone hang', 'different size cone hang low', 'different size cone hang low giant', 'different size cone hang low giant areola', 'different size cone hang low giant areola normalboth', 'different size cone hang low giant areola normalboth no', 'different size cone hang low giant areola normalboth no feel', 'size', 'size cone', 'size cone hang', 'size cone hang low', 'size cone hang low giant', 'size cone hang low giant areola', 'size cone hang low giant areola normalboth', 'size cone hang low giant areola normalboth no', 'size cone hang low giant areola normalboth no feel', 'cone', 'cone hang', 'cone hang low', 'cone hang low giant', 'cone hang low giant areola', 'cone hang low giant areola normalboth', 'cone hang low giant areola normalboth no', 'cone hang low giant areola normalboth no feel', 'hang', 'hang low', 'hang low giant', 'hang low giant areola', 'hang low giant areola normalboth', 'hang low giant areola normalboth no', 'hang low giant areola normalboth no feel', 'low', 'low giant', 'low giant areola', 'low giant areola normalboth', 'low giant areola normalboth no', 'low giant areola normalboth no feel', 'giant', 'giant areola', 'giant areola normalboth', 'giant areola normalboth no', 'giant areola normalboth no feel', 'areola', 'areola normalboth', 'areola normalboth no', 'areola normalboth no feel', 'normalboth', 'normalboth no', 'normalboth no feel', 'no', 'no feel', 'feel']",0,0,0,1,0.03278688524590164
188346,Each time he dismissed the fact that I told him I was in excruciating pain 10/10 with movement and taking,1,time dismiss fact tell torment pain movement take,"['time', 'time dismiss', 'time dismiss fact', 'time dismiss fact tell', 'time dismiss fact tell torment', 'time dismiss fact tell torment pain', 'time dismiss fact tell torment pain movement', 'time dismiss fact tell torment pain movement take', 'dismiss', 'dismiss fact', 'dismiss fact tell', 'dismiss fact tell torment', 'dismiss fact tell torment pain', 'dismiss fact tell torment pain movement', 'dismiss fact tell torment pain movement take', 'fact', 'fact tell', 'fact tell torment', 'fact tell torment pain', 'fact tell torment pain movement', 'fact tell torment pain movement take', 'tell', 'tell torment', 'tell torment pain', 'tell torment pain movement', 'tell torment pain movement take', 'torment', 'torment pain', 'torment pain movement', 'torment pain movement take', 'pain', 'pain movement', 'pain movement take', 'movement', 'movement take', 'take']",0,1,0,0,0.047619047619047616
163373,The staff takes forever to reply .,1,staff take forever reply,"['staff', 'staff take', 'staff take forever', 'staff take forever reply', 'take', 'take forever', 'take forever reply', 'forever', 'forever reply', 'reply']",0,1,0,0,0.125
110238,Took my money but didn't do anything I wanted or was promised.,1,take money want promise,"['take', 'take money', 'take money want', 'take money want promise', 'money', 'money want', 'money want promise', 'want', 'want promise', 'promise']",0,1,0,0,0.125
109196,"He takes the time to listen to his patient's concerns, explain their medical condition and discuss possible treatments.",0,take time listen patient concern explain medical condition discus possible treatment,"['take', 'take time', 'take time listen', 'take time listen patient', 'take time listen patient concern', 'take time listen patient concern explain', 'take time listen patient concern explain medical', 'take time listen patient concern explain medical condition', 'take time listen patient concern explain medical condition discus', 'take time listen patient concern explain medical condition discus possible', 'take time listen patient concern explain medical condition discus possible treatment', 'time', 'time listen', 'time listen patient', 'time listen patient concern', 'time listen patient concern explain', 'time listen patient concern explain medical', 'time listen patient concern explain medical condition', 'time listen patient concern explain medical condition discus', 'time listen patient concern explain medical condition discus possible', 'time listen patient concern explain medical condition discus possible treatment', 'listen', 'listen patient', 'listen patient concern', 'listen patient concern explain', 'listen patient concern explain medical', 'listen patient concern explain medical condition', 'listen patient concern explain medical condition discus', 'listen patient concern explain medical condition discus possible', 'listen patient concern explain medical condition discus possible treatment', 'patient', 'patient concern', 'patient concern explain', 'patient concern explain medical', 'patient concern explain medical condition', 'patient concern explain medical condition discus', 'patient concern explain medical condition discus possible', 'patient concern explain medical condition discus possible treatment', 'concern', 'concern explain', 'concern explain medical', 'concern explain medical condition', 'concern explain medical condition discus', 'concern explain medical condition discus possible', 'concern explain medical condition discus possible treatment', 'explain', 'explain medical', 'explain medical condition', 'explain medical condition discus', 'explain medical condition discus possible', 'explain medical condition discus possible treatment', 'medical', 'medical condition', 'medical condition discus', 'medical condition discus possible', 'medical condition discus possible treatment', 'condition', 'condition discus', 'condition discus possible', 'condition discus possible treatment', 'discus', 'discus possible', 'discus possible treatment', 'possible', 'possible treatment', 'treatment']",0,1,0,0,0.027777777777777776
66227,She takes her time.,0,take time,"['take', 'take time', 'time']",0,1,0,0,0.2222222222222222
136046,I thought that it's just temporary and they will come down lower but they never did.,1,think temporary come low,"['think', 'think temporary', 'think temporary come', 'think temporary come low', 'temporary', 'temporary come', 'temporary come low', 'come', 'come low', 'low']",0,0,0,1,0.125
190124,"I was here 3 weeks before and same issue, took over an hour and a half to be seen.",1,issue take hour half see,"['issue', 'issue take', 'issue take hour', 'issue take hour half', 'issue take hour half see', 'take', 'take hour', 'take hour half', 'take hour half see', 'hour', 'hour half', 'hour half see', 'half', 'half see', 'see']",0,1,0,0,0.09523809523809523
187206,so IV practice took longest (6th times the charm!),1,four practice take long th time charm,"['four', 'four practice', 'four practice take', 'four practice take long', 'four practice take long th', 'four practice take long th time', 'four practice take long th time charm', 'practice', 'practice take', 'practice take long', 'practice take long th', 'practice take long th time', 'practice take long th time charm', 'take', 'take long', 'take long th', 'take long th time', 'take long th time charm', 'long', 'long th', 'long th time', 'long th time charm', 'th', 'th time', 'th time charm', 'time', 'time charm', 'charm']",0,1,0,0,0.058823529411764705
63040,"She takes a lot of time to take care of me, lots of patience.",0,take lot time care lot patience,"['take', 'take lot', 'take lot time', 'take lot time care', 'take lot time care lot', 'take lot time care lot patience', 'lot', 'lot time', 'lot time care', 'lot time care lot', 'lot time care lot patience', 'time', 'time care', 'time care lot', 'time care lot patience', 'care', 'care lot', 'care lot patience', 'lot', 'lot patience', 'patience']",0,1,0,0,0.07407407407407407
151841,i got laser surgery for lower spine unfortunately he missed the mark.,1,get laser surgery low spine unfortunately miss mark,"['get', 'get laser', 'get laser surgery', 'get laser surgery low', 'get laser surgery low spine', 'get laser surgery low spine unfortunately', 'get laser surgery low spine unfortunately miss', 'get laser surgery low spine unfortunately miss mark', 'laser', 'laser surgery', 'laser surgery low', 'laser surgery low spine', 'laser surgery low spine unfortunately', 'laser surgery low spine unfortunately miss', 'laser surgery low spine unfortunately miss mark', 'surgery', 'surgery low', 'surgery low spine', 'surgery low spine unfortunately', 'surgery low spine unfortunately miss', 'surgery low spine unfortunately miss mark', 'low', 'low spine', 'low spine unfortunately', 'low spine unfortunately miss', 'low spine unfortunately miss mark', 'spine', 'spine unfortunately', 'spine unfortunately miss', 'spine unfortunately miss mark', 'unfortunately', 'unfortunately miss', 'unfortunately miss mark', 'miss', 'miss mark', 'mark']",0,0,0,1,0.047619047619047616
85061,"I did not feel as though he rushed my appointment, rather he spent a good bit of time taking notes, etc.",0,not feel rush appointment spend good bit time take note etc,"['not', 'not feel', 'not feel rush', 'not feel rush appointment', 'not feel rush appointment spend', 'not feel rush appointment spend good', 'not feel rush appointment spend good bit', 'not feel rush appointment spend good bit time', 'not feel rush appointment spend good bit time take', 'not feel rush appointment spend good bit time take note', 'not feel rush appointment spend good bit time take note etc', 'feel', 'feel rush', 'feel rush appointment', 'feel rush appointment spend', 'feel rush appointment spend good', 'feel rush appointment spend good bit', 'feel rush appointment spend good bit time', 'feel rush appointment spend good bit time take', 'feel rush appointment spend good bit time take note', 'feel rush appointment spend good bit time take note etc', 'rush', 'rush appointment', 'rush appointment spend', 'rush appointment spend good', 'rush appointment spend good bit', 'rush appointment spend good bit time', 'rush appointment spend good bit time take', 'rush appointment spend good bit time take note', 'rush appointment spend good bit time take note etc', 'appointment', 'appointment spend', 'appointment spend good', 'appointment spend good bit', 'appointment spend good bit time', 'appointment spend good bit time take', 'appointment spend good bit time take note', 'appointment spend good bit time take note etc', 'spend', 'spend good', 'spend good bit', 'spend good bit time', 'spend good bit time take', 'spend good bit time take note', 'spend good bit time take note etc', 'good', 'good bit', 'good bit time', 'good bit time take', 'good bit time take note', 'good bit time take note etc', 'bit', 'bit time', 'bit time take', 'bit time take note', 'bit time take note etc', 'time', 'time take', 'time take note', 'time take note etc', 'take', 'take note', 'take note etc', 'note', 'note etc', 'etc']",0,1,0,0,0.027777777777777776
59379,It took a while for the room to be ready but other than that everything was excellent.,0,take room ready excellent,"['take', 'take room', 'take room ready', 'take room ready excellent', 'room', 'room ready', 'room ready excellent', 'ready', 'ready excellent', 'excellent']",0,1,0,0,0.125
144762,After being seen it took them over three weeks to send the referrals out for mri and nerve conduction study.,1,see take send referral mister nerve condition study,"['see', 'see take', 'see take send', 'see take send referral', 'see take send referral mister', 'see take send referral mister nerve', 'see take send referral mister nerve condition', 'see take send referral mister nerve condition study', 'take', 'take send', 'take send referral', 'take send referral mister', 'take send referral mister nerve', 'take send referral mister nerve condition', 'take send referral mister nerve condition study', 'send', 'send referral', 'send referral mister', 'send referral mister nerve', 'send referral mister nerve condition', 'send referral mister nerve condition study', 'referral', 'referral mister', 'referral mister nerve', 'referral mister nerve condition', 'referral mister nerve condition study', 'mister', 'mister nerve', 'mister nerve condition', 'mister nerve condition study', 'nerve', 'nerve condition', 'nerve condition study', 'condition', 'condition study', 'study']",0,1,0,0,0.047619047619047616
186979,but Eos took care of the appeal process and assured me they don't back-charge for already paid for work.,0,take care appeal process assure backcharge pay work,"['take', 'take care', 'take care appeal', 'take care appeal process', 'take care appeal process assure', 'take care appeal process assure backcharge', 'take care appeal process assure backcharge pay', 'take care appeal process assure backcharge pay work', 'care', 'care appeal', 'care appeal process', 'care appeal process assure', 'care appeal process assure backcharge', 'care appeal process assure backcharge pay', 'care appeal process assure backcharge pay work', 'appeal', 'appeal process', 'appeal process assure', 'appeal process assure backcharge', 'appeal process assure backcharge pay', 'appeal process assure backcharge pay work', 'process', 'process assure', 'process assure backcharge', 'process assure backcharge pay', 'process assure backcharge pay work', 'assure', 'assure backcharge', 'assure backcharge pay', 'assure backcharge pay work', 'backcharge', 'backcharge pay', 'backcharge pay work', 'pay', 'pay work', 'work']",0,1,0,0,0.047619047619047616
