commentId,comment,classification,comment_processed,word_phrase_list,move,move away,move away drive,away,away drive,drive,similarity_score
168637,I met with five different doctors for lipo (all in the Bay Area) and was blown away by the consultation alone!,0,meet different doctor lip blow away consultation,"['meet', 'meet different', 'meet different doctor', 'meet different doctor lip', 'meet different doctor lip blow', 'meet different doctor lip blow away', 'meet different doctor lip blow away consultation', 'different', 'different doctor', 'different doctor lip', 'different doctor lip blow', 'different doctor lip blow away', 'different doctor lip blow away consultation', 'doctor', 'doctor lip', 'doctor lip blow', 'doctor lip blow away', 'doctor lip blow away consultation', 'lip', 'lip blow', 'lip blow away', 'lip blow away consultation', 'blow', 'blow away', 'blow away consultation', 'away', 'away consultation', 'consultation']",0,0,0,1,0,0,0.058823529411764705
112470,Just stay away from here.,1,stay away,"['stay', 'stay away', 'away']",0,0,0,1,0,0,0.2222222222222222
147289,"She is not pleasant first of all, I can right away read her (",1,not pleasant right away read,"['not', 'not pleasant', 'not pleasant right', 'not pleasant right away', 'not pleasant right away read', 'pleasant', 'pleasant right', 'pleasant right away', 'pleasant right away read', 'right', 'right away', 'right away read', 'away', 'away read', 'read']",0,0,0,1,0,0,0.09523809523809523
105932,Have had to drive in to set appointment when I need to change an appointment.,1,drive set appointment need change appointment,"['drive', 'drive set', 'drive set appointment', 'drive set appointment need', 'drive set appointment need change', 'drive set appointment need change appointment', 'set', 'set appointment', 'set appointment need', 'set appointment need change', 'set appointment need change appointment', 'appointment', 'appointment need', 'appointment need change', 'appointment need change appointment', 'need', 'need change', 'need change appointment', 'change', 'change appointment', 'appointment']",0,0,0,0,0,1,0.07407407407407407
129432,Highly recommended Solonpas medicated patches and investing in a hand held massager to soothe away swelling pain.,0,highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain,"['highly', 'highly recommend', 'highly recommend solonpas', 'highly recommend solonpas dedicate', 'highly recommend solonpas dedicate patch', 'highly recommend solonpas dedicate patch invest', 'highly recommend solonpas dedicate patch invest hand', 'highly recommend solonpas dedicate patch invest hand hold', 'highly recommend solonpas dedicate patch invest hand hold massage', 'highly recommend solonpas dedicate patch invest hand hold massage soothe', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'recommend', 'recommend solonpas', 'recommend solonpas dedicate', 'recommend solonpas dedicate patch', 'recommend solonpas dedicate patch invest', 'recommend solonpas dedicate patch invest hand', 'recommend solonpas dedicate patch invest hand hold', 'recommend solonpas dedicate patch invest hand hold massage', 'recommend solonpas dedicate patch invest hand hold massage soothe', 'recommend solonpas dedicate patch invest hand hold massage soothe away', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'solonpas', 'solonpas dedicate', 'solonpas dedicate patch', 'solonpas dedicate patch invest', 'solonpas dedicate patch invest hand', 'solonpas dedicate patch invest hand hold', 'solonpas dedicate patch invest hand hold massage', 'solonpas dedicate patch invest hand hold massage soothe', 'solonpas dedicate patch invest hand hold massage soothe away', 'solonpas dedicate patch invest hand hold massage soothe away swell', 'solonpas dedicate patch invest hand hold massage soothe away swell pain', 'dedicate', 'dedicate patch', 'dedicate patch invest', 'dedicate patch invest hand', 'dedicate patch invest hand hold', 'dedicate patch invest hand hold massage', 'dedicate patch invest hand hold massage soothe', 'dedicate patch invest hand hold massage soothe away', 'dedicate patch invest hand hold massage soothe away swell', 'dedicate patch invest hand hold massage soothe away swell pain', 'patch', 'patch invest', 'patch invest hand', 'patch invest hand hold', 'patch invest hand hold massage', 'patch invest hand hold massage soothe', 'patch invest hand hold massage soothe away', 'patch invest hand hold massage soothe away swell', 'patch invest hand hold massage soothe away swell pain', 'invest', 'invest hand', 'invest hand hold', 'invest hand hold massage', 'invest hand hold massage soothe', 'invest hand hold massage soothe away', 'invest hand hold massage soothe away swell', 'invest hand hold massage soothe away swell pain', 'hand', 'hand hold', 'hand hold massage', 'hand hold massage soothe', 'hand hold massage soothe away', 'hand hold massage soothe away swell', 'hand hold massage soothe away swell pain', 'hold', 'hold massage', 'hold massage soothe', 'hold massage soothe away', 'hold massage soothe away swell', 'hold massage soothe away swell pain', 'massage', 'massage soothe', 'massage soothe away', 'massage soothe away swell', 'massage soothe away swell pain', 'soothe', 'soothe away', 'soothe away swell', 'soothe away swell pain', 'away', 'away swell', 'away swell pain', 'swell', 'swell pain', 'pain']",0,0,0,1,0,0,0.020618556701030927
133536,"The office opened on time, I was seen right away, and the staff was friendly and efficient.",0,office open time see right away staff friendly efficient,"['office', 'office open', 'office open time', 'office open time see', 'office open time see right', 'office open time see right away', 'office open time see right away staff', 'office open time see right away staff friendly', 'office open time see right away staff friendly efficient', 'open', 'open time', 'open time see', 'open time see right', 'open time see right away', 'open time see right away staff', 'open time see right away staff friendly', 'open time see right away staff friendly efficient', 'time', 'time see', 'time see right', 'time see right away', 'time see right away staff', 'time see right away staff friendly', 'time see right away staff friendly efficient', 'see', 'see right', 'see right away', 'see right away staff', 'see right away staff friendly', 'see right away staff friendly efficient', 'right', 'right away', 'right away staff', 'right away staff friendly', 'right away staff friendly efficient', 'away', 'away staff', 'away staff friendly', 'away staff friendly efficient', 'staff', 'staff friendly', 'staff friendly efficient', 'friendly', 'friendly efficient', 'efficient']",0,0,0,1,0,0,0.0392156862745098
111796,STAY AWAY BEFORE YOU WASTE TIME AND MONEY AND YOUR LIFE.,1,stay away waste time money life,"['stay', 'stay away', 'stay away waste', 'stay away waste time', 'stay away waste time money', 'stay away waste time money life', 'away', 'away waste', 'away waste time', 'away waste time money', 'away waste time money life', 'waste', 'waste time', 'waste time money', 'waste time money life', 'time', 'time money', 'time money life', 'money', 'money life', 'life']",0,0,0,1,0,0,0.07407407407407407
110459,Surgical coordinator inefficient and failed to get documentation sent until I asked it be sent inter office with another doctor driving to Pompton office.,1,surgical coordinate efficient fail documentation send ask send bury office drive hampton office,"['surgical', 'surgical coordinate', 'surgical coordinate efficient', 'surgical coordinate efficient fail', 'surgical coordinate efficient fail documentation', 'surgical coordinate efficient fail documentation send', 'surgical coordinate efficient fail documentation send ask', 'surgical coordinate efficient fail documentation send ask send', 'surgical coordinate efficient fail documentation send ask send bury', 'surgical coordinate efficient fail documentation send ask send bury office', 'surgical coordinate efficient fail documentation send ask send bury office drive', 'surgical coordinate efficient fail documentation send ask send bury office drive hampton', 'surgical coordinate efficient fail documentation send ask send bury office drive hampton office', 'coordinate', 'coordinate efficient', 'coordinate efficient fail', 'coordinate efficient fail documentation', 'coordinate efficient fail documentation send', 'coordinate efficient fail documentation send ask', 'coordinate efficient fail documentation send ask send', 'coordinate efficient fail documentation send ask send bury', 'coordinate efficient fail documentation send ask send bury office', 'coordinate efficient fail documentation send ask send bury office drive', 'coordinate efficient fail documentation send ask send bury office drive hampton', 'coordinate efficient fail documentation send ask send bury office drive hampton office', 'efficient', 'efficient fail', 'efficient fail documentation', 'efficient fail documentation send', 'efficient fail documentation send ask', 'efficient fail documentation send ask send', 'efficient fail documentation send ask send bury', 'efficient fail documentation send ask send bury office', 'efficient fail documentation send ask send bury office drive', 'efficient fail documentation send ask send bury office drive hampton', 'efficient fail documentation send ask send bury office drive hampton office', 'fail', 'fail documentation', 'fail documentation send', 'fail documentation send ask', 'fail documentation send ask send', 'fail documentation send ask send bury', 'fail documentation send ask send bury office', 'fail documentation send ask send bury office drive', 'fail documentation send ask send bury office drive hampton', 'fail documentation send ask send bury office drive hampton office', 'documentation', 'documentation send', 'documentation send ask', 'documentation send ask send', 'documentation send ask send bury', 'documentation send ask send bury office', 'documentation send ask send bury office drive', 'documentation send ask send bury office drive hampton', 'documentation send ask send bury office drive hampton office', 'send', 'send ask', 'send ask send', 'send ask send bury', 'send ask send bury office', 'send ask send bury office drive', 'send ask send bury office drive hampton', 'send ask send bury office drive hampton office', 'ask', 'ask send', 'ask send bury', 'ask send bury office', 'ask send bury office drive', 'ask send bury office drive hampton', 'ask send bury office drive hampton office', 'send', 'send bury', 'send bury office', 'send bury office drive', 'send bury office drive hampton', 'send bury office drive hampton office', 'bury', 'bury office', 'bury office drive', 'bury office drive hampton', 'bury office drive hampton office', 'office', 'office drive', 'office drive hampton', 'office drive hampton office', 'drive', 'drive hampton', 'drive hampton office', 'hampton', 'hampton office', 'office']",0,0,0,0,0,1,0.020618556701030927
180149,and immediately moved on to another surgeon who obviously took you for tons of money.,1,immediately move surgeon obviously take ton money,"['immediately', 'immediately move', 'immediately move surgeon', 'immediately move surgeon obviously', 'immediately move surgeon obviously take', 'immediately move surgeon obviously take ton', 'immediately move surgeon obviously take ton money', 'move', 'move surgeon', 'move surgeon obviously', 'move surgeon obviously take', 'move surgeon obviously take ton', 'move surgeon obviously take ton money', 'surgeon', 'surgeon obviously', 'surgeon obviously take', 'surgeon obviously take ton', 'surgeon obviously take ton money', 'obviously', 'obviously take', 'obviously take ton', 'obviously take ton money', 'take', 'take ton', 'take ton money', 'ton', 'ton money', 'money']",1,0,0,0,0,0,0.058823529411764705
174052,"The brainchild of Dr Bennett Chotiner, this volume driven fiefdom feels less like a healthcare facility and more like a car dealership.",1,inspiration chotiner volume drive freedom feel like healthcare facility like car leadership,"['inspiration', 'inspiration chotiner', 'inspiration chotiner volume', 'inspiration chotiner volume drive', 'inspiration chotiner volume drive freedom', 'inspiration chotiner volume drive freedom feel', 'inspiration chotiner volume drive freedom feel like', 'inspiration chotiner volume drive freedom feel like healthcare', 'inspiration chotiner volume drive freedom feel like healthcare facility', 'inspiration chotiner volume drive freedom feel like healthcare facility like', 'inspiration chotiner volume drive freedom feel like healthcare facility like car', 'inspiration chotiner volume drive freedom feel like healthcare facility like car leadership', 'chotiner', 'chotiner volume', 'chotiner volume drive', 'chotiner volume drive freedom', 'chotiner volume drive freedom feel', 'chotiner volume drive freedom feel like', 'chotiner volume drive freedom feel like healthcare', 'chotiner volume drive freedom feel like healthcare facility', 'chotiner volume drive freedom feel like healthcare facility like', 'chotiner volume drive freedom feel like healthcare facility like car', 'chotiner volume drive freedom feel like healthcare facility like car leadership', 'volume', 'volume drive', 'volume drive freedom', 'volume drive freedom feel', 'volume drive freedom feel like', 'volume drive freedom feel like healthcare', 'volume drive freedom feel like healthcare facility', 'volume drive freedom feel like healthcare facility like', 'volume drive freedom feel like healthcare facility like car', 'volume drive freedom feel like healthcare facility like car leadership', 'drive', 'drive freedom', 'drive freedom feel', 'drive freedom feel like', 'drive freedom feel like healthcare', 'drive freedom feel like healthcare facility', 'drive freedom feel like healthcare facility like', 'drive freedom feel like healthcare facility like car', 'drive freedom feel like healthcare facility like car leadership', 'freedom', 'freedom feel', 'freedom feel like', 'freedom feel like healthcare', 'freedom feel like healthcare facility', 'freedom feel like healthcare facility like', 'freedom feel like healthcare facility like car', 'freedom feel like healthcare facility like car leadership', 'feel', 'feel like', 'feel like healthcare', 'feel like healthcare facility', 'feel like healthcare facility like', 'feel like healthcare facility like car', 'feel like healthcare facility like car leadership', 'like', 'like healthcare', 'like healthcare facility', 'like healthcare facility like', 'like healthcare facility like car', 'like healthcare facility like car leadership', 'healthcare', 'healthcare facility', 'healthcare facility like', 'healthcare facility like car', 'healthcare facility like car leadership', 'facility', 'facility like', 'facility like car', 'facility like car leadership', 'like', 'like car', 'like car leadership', 'car', 'car leadership', 'leadership']",0,0,0,0,0,1,0.023809523809523808
130589,"When I finally spoke to him, he became extremely defensive right away as if I",1,finally speak extremely defensive right away,"['finally', 'finally speak', 'finally speak extremely', 'finally speak extremely defensive', 'finally speak extremely defensive right', 'finally speak extremely defensive right away', 'speak', 'speak extremely', 'speak extremely defensive', 'speak extremely defensive right', 'speak extremely defensive right away', 'extremely', 'extremely defensive', 'extremely defensive right', 'extremely defensive right away', 'defensive', 'defensive right', 'defensive right away', 'right', 'right away', 'away']",0,0,0,1,0,0,0.07407407407407407
92528,"Instead, I came back to Dr. Hey, even though it was a 4-hour drive each way.",0,instead come hey drive way,"['instead', 'instead come', 'instead come hey', 'instead come hey drive', 'instead come hey drive way', 'come', 'come hey', 'come hey drive', 'come hey drive way', 'hey', 'hey drive', 'hey drive way', 'drive', 'drive way', 'way']",0,0,0,0,0,1,0.09523809523809523
73611,I highly recommend Dr. Mofid for ALL of your plastic surgery needs whether its reconstructive or not.,0,highly recommend move plastic surgery need reconstructive not,"['highly', 'highly recommend', 'highly recommend move', 'highly recommend move plastic', 'highly recommend move plastic surgery', 'highly recommend move plastic surgery need', 'highly recommend move plastic surgery need reconstructive', 'highly recommend move plastic surgery need reconstructive not', 'recommend', 'recommend move', 'recommend move plastic', 'recommend move plastic surgery', 'recommend move plastic surgery need', 'recommend move plastic surgery need reconstructive', 'recommend move plastic surgery need reconstructive not', 'move', 'move plastic', 'move plastic surgery', 'move plastic surgery need', 'move plastic surgery need reconstructive', 'move plastic surgery need reconstructive not', 'plastic', 'plastic surgery', 'plastic surgery need', 'plastic surgery need reconstructive', 'plastic surgery need reconstructive not', 'surgery', 'surgery need', 'surgery need reconstructive', 'surgery need reconstructive not', 'need', 'need reconstructive', 'need reconstructive not', 'reconstructive', 'reconstructive not', 'not']",1,0,0,0,0,0,0.047619047619047616
188417,but severe pain that stops you from moving or your ability to get to the bathroom is absolutely unacceptable.,1,severe pain stop move ability bathroom absolutely unacceptable,"['severe', 'severe pain', 'severe pain stop', 'severe pain stop move', 'severe pain stop move ability', 'severe pain stop move ability bathroom', 'severe pain stop move ability bathroom absolutely', 'severe pain stop move ability bathroom absolutely unacceptable', 'pain', 'pain stop', 'pain stop move', 'pain stop move ability', 'pain stop move ability bathroom', 'pain stop move ability bathroom absolutely', 'pain stop move ability bathroom absolutely unacceptable', 'stop', 'stop move', 'stop move ability', 'stop move ability bathroom', 'stop move ability bathroom absolutely', 'stop move ability bathroom absolutely unacceptable', 'move', 'move ability', 'move ability bathroom', 'move ability bathroom absolutely', 'move ability bathroom absolutely unacceptable', 'ability', 'ability bathroom', 'ability bathroom absolutely', 'ability bathroom absolutely unacceptable', 'bathroom', 'bathroom absolutely', 'bathroom absolutely unacceptable', 'absolutely', 'absolutely unacceptable', 'unacceptable']",1,0,0,0,0,0,0.047619047619047616
62570,She always sees you right away and listens intently to what you have to say,0,see right away listen intently,"['see', 'see right', 'see right away', 'see right away listen', 'see right away listen intently', 'right', 'right away', 'right away listen', 'right away listen intently', 'away', 'away listen', 'away listen intently', 'listen', 'listen intently', 'intently']",0,0,0,1,0,0,0.09523809523809523
122856,"After conducting several tests, Dr. Goal determined my husband's main artery was 99.5% blocked and needed a procedure done right away!",0,conduct test goal determine husband main artery block need procedure right away,"['conduct', 'conduct test', 'conduct test goal', 'conduct test goal determine', 'conduct test goal determine husband', 'conduct test goal determine husband main', 'conduct test goal determine husband main artery', 'conduct test goal determine husband main artery block', 'conduct test goal determine husband main artery block need', 'conduct test goal determine husband main artery block need procedure', 'conduct test goal determine husband main artery block need procedure right', 'conduct test goal determine husband main artery block need procedure right away', 'test', 'test goal', 'test goal determine', 'test goal determine husband', 'test goal determine husband main', 'test goal determine husband main artery', 'test goal determine husband main artery block', 'test goal determine husband main artery block need', 'test goal determine husband main artery block need procedure', 'test goal determine husband main artery block need procedure right', 'test goal determine husband main artery block need procedure right away', 'goal', 'goal determine', 'goal determine husband', 'goal determine husband main', 'goal determine husband main artery', 'goal determine husband main artery block', 'goal determine husband main artery block need', 'goal determine husband main artery block need procedure', 'goal determine husband main artery block need procedure right', 'goal determine husband main artery block need procedure right away', 'determine', 'determine husband', 'determine husband main', 'determine husband main artery', 'determine husband main artery block', 'determine husband main artery block need', 'determine husband main artery block need procedure', 'determine husband main artery block need procedure right', 'determine husband main artery block need procedure right away', 'husband', 'husband main', 'husband main artery', 'husband main artery block', 'husband main artery block need', 'husband main artery block need procedure', 'husband main artery block need procedure right', 'husband main artery block need procedure right away', 'main', 'main artery', 'main artery block', 'main artery block need', 'main artery block need procedure', 'main artery block need procedure right', 'main artery block need procedure right away', 'artery', 'artery block', 'artery block need', 'artery block need procedure', 'artery block need procedure right', 'artery block need procedure right away', 'block', 'block need', 'block need procedure', 'block need procedure right', 'block need procedure right away', 'need', 'need procedure', 'need procedure right', 'need procedure right away', 'procedure', 'procedure right', 'procedure right away', 'right', 'right away', 'away']",0,0,0,1,0,0,0.023809523809523808
168276,so that I didn't have to drive back to Billings a second time.,0,drive willing time,"['drive', 'drive willing', 'drive willing time', 'willing', 'willing time', 'time']",0,0,0,0,0,1,0.16666666666666666
186154,and was told the only way I could receive them was to drive 45 mins to a Dr. I didn't want to see again.,1,tell way receive drive mind want,"['tell', 'tell way', 'tell way receive', 'tell way receive drive', 'tell way receive drive mind', 'tell way receive drive mind want', 'way', 'way receive', 'way receive drive', 'way receive drive mind', 'way receive drive mind want', 'receive', 'receive drive', 'receive drive mind', 'receive drive mind want', 'drive', 'drive mind', 'drive mind want', 'mind', 'mind want', 'want']",0,0,0,0,0,1,0.07407407407407407
146434,Headaches have gone away and I still stay up pretty late but not,0,headache go away stay pretty late not,"['headache', 'headache go', 'headache go away', 'headache go away stay', 'headache go away stay pretty', 'headache go away stay pretty late', 'headache go away stay pretty late not', 'go', 'go away', 'go away stay', 'go away stay pretty', 'go away stay pretty late', 'go away stay pretty late not', 'away', 'away stay', 'away stay pretty', 'away stay pretty late', 'away stay pretty late not', 'stay', 'stay pretty', 'stay pretty late', 'stay pretty late not', 'pretty', 'pretty late', 'pretty late not', 'late', 'late not', 'not']",0,0,0,1,0,0,0.058823529411764705
150726,"If you have lost someone to COVID or know someone whose life was changed by COVID19 forever, stay away.",1,lose know life change forever stay away,"['lose', 'lose know', 'lose know life', 'lose know life change', 'lose know life change forever', 'lose know life change forever stay', 'lose know life change forever stay away', 'know', 'know life', 'know life change', 'know life change forever', 'know life change forever stay', 'know life change forever stay away', 'life', 'life change', 'life change forever', 'life change forever stay', 'life change forever stay away', 'change', 'change forever', 'change forever stay', 'change forever stay away', 'forever', 'forever stay', 'forever stay away', 'stay', 'stay away', 'away']",0,0,0,1,0,0,0.058823529411764705
191525,I moved forward with my surgery just weeks later and couldn't be happier!,0,move forward surgery happy,"['move', 'move forward', 'move forward surgery', 'move forward surgery happy', 'forward', 'forward surgery', 'forward surgery happy', 'surgery', 'surgery happy', 'happy']",1,0,0,0,0,0,0.125
163670,"Went straight to lunch after, with tiny dots that went away in like an hour.",0,go straight lunch bantam dot go away like hour,"['go', 'go straight', 'go straight lunch', 'go straight lunch bantam', 'go straight lunch bantam dot', 'go straight lunch bantam dot go', 'go straight lunch bantam dot go away', 'go straight lunch bantam dot go away like', 'go straight lunch bantam dot go away like hour', 'straight', 'straight lunch', 'straight lunch bantam', 'straight lunch bantam dot', 'straight lunch bantam dot go', 'straight lunch bantam dot go away', 'straight lunch bantam dot go away like', 'straight lunch bantam dot go away like hour', 'lunch', 'lunch bantam', 'lunch bantam dot', 'lunch bantam dot go', 'lunch bantam dot go away', 'lunch bantam dot go away like', 'lunch bantam dot go away like hour', 'bantam', 'bantam dot', 'bantam dot go', 'bantam dot go away', 'bantam dot go away like', 'bantam dot go away like hour', 'dot', 'dot go', 'dot go away', 'dot go away like', 'dot go away like hour', 'go', 'go away', 'go away like', 'go away like hour', 'away', 'away like', 'away like hour', 'like', 'like hour', 'hour']",0,0,0,1,0,0,0.0392156862745098
147364,"and something else?? -- and waited in the chair for about an hour, then I was moved to",1,wait chair move,"['wait', 'wait chair', 'wait chair move', 'chair', 'chair move', 'move']",1,0,0,0,0,0,0.16666666666666666
83597,PLEASE stay away!!!,1,stay away,"['stay', 'stay away', 'away']",0,0,0,1,0,0,0.2222222222222222
128011,"What I took away most from my experience with Dr. Romanelli is that I did not feel like just another patient, a number.",0,take away experience not feel like patient number,"['take', 'take away', 'take away experience', 'take away experience not', 'take away experience not feel', 'take away experience not feel like', 'take away experience not feel like patient', 'take away experience not feel like patient number', 'away', 'away experience', 'away experience not', 'away experience not feel', 'away experience not feel like', 'away experience not feel like patient', 'away experience not feel like patient number', 'experience', 'experience not', 'experience not feel', 'experience not feel like', 'experience not feel like patient', 'experience not feel like patient number', 'not', 'not feel', 'not feel like', 'not feel like patient', 'not feel like patient number', 'feel', 'feel like', 'feel like patient', 'feel like patient number', 'like', 'like patient', 'like patient number', 'patient', 'patient number', 'number']",0,0,0,1,0,0,0.047619047619047616
94060,I WOULD STAY AWAY FROM THIS PLACE definetly NOT worth it!,1,stay away place decidedly not worth,"['stay', 'stay away', 'stay away place', 'stay away place decidedly', 'stay away place decidedly not', 'stay away place decidedly not worth', 'away', 'away place', 'away place decidedly', 'away place decidedly not', 'away place decidedly not worth', 'place', 'place decidedly', 'place decidedly not', 'place decidedly not worth', 'decidedly', 'decidedly not', 'decidedly not worth', 'not', 'not worth', 'worth']",0,0,0,1,0,0,0.07407407407407407
165520,"chin implant was protruding into the soft tissue of my left cheek, well away from the mandible.",1,plant protrude soft tissue leave cheek away lower jaw,"['plant', 'plant protrude', 'plant protrude soft', 'plant protrude soft tissue', 'plant protrude soft tissue leave', 'plant protrude soft tissue leave cheek', 'plant protrude soft tissue leave cheek away', 'plant protrude soft tissue leave cheek away lower', 'plant protrude soft tissue leave cheek away lower jaw', 'protrude', 'protrude soft', 'protrude soft tissue', 'protrude soft tissue leave', 'protrude soft tissue leave cheek', 'protrude soft tissue leave cheek away', 'protrude soft tissue leave cheek away lower', 'protrude soft tissue leave cheek away lower jaw', 'soft', 'soft tissue', 'soft tissue leave', 'soft tissue leave cheek', 'soft tissue leave cheek away', 'soft tissue leave cheek away lower', 'soft tissue leave cheek away lower jaw', 'tissue', 'tissue leave', 'tissue leave cheek', 'tissue leave cheek away', 'tissue leave cheek away lower', 'tissue leave cheek away lower jaw', 'leave', 'leave cheek', 'leave cheek away', 'leave cheek away lower', 'leave cheek away lower jaw', 'cheek', 'cheek away', 'cheek away lower', 'cheek away lower jaw', 'away', 'away lower', 'away lower jaw', 'lower', 'lower jaw', 'jaw']",0,0,0,1,0,0,0.0392156862745098
186877,"If you have skin cancer and are commuting to this guy from hours away,",1,skin cancer commute guy away,"['skin', 'skin cancer', 'skin cancer commute', 'skin cancer commute guy', 'skin cancer commute guy away', 'cancer', 'cancer commute', 'cancer commute guy', 'cancer commute guy away', 'commute', 'commute guy', 'commute guy away', 'guy', 'guy away', 'away']",0,0,0,1,0,0,0.09523809523809523
87053,and they fit me in right away.,0,fit right away,"['fit', 'fit right', 'fit right away', 'right', 'right away', 'away']",0,0,0,1,0,0,0.16666666666666666
