commentId,comment,classification,comment_processed,word_phrase_list,believe,lab,lab quick,quick,quick little,little,little respectful,respectful,woman,attitude,similarity_score
57692,"For the visit nothing, but the payments for my treatments come in such little pieces. ",1,visit payment treatment come little piece,"['visit', 'visit payment', 'visit payment treatment', 'visit payment treatment come', 'visit payment treatment come little', 'visit payment treatment come little piece', 'payment', 'payment treatment', 'payment treatment come', 'payment treatment come little', 'payment treatment come little piece', 'treatment', 'treatment come', 'treatment come little', 'treatment come little piece', 'come', 'come little', 'come little piece', 'little', 'little piece', 'piece']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
123507,I am still fighting a little infection complete with wound draining and packing that has had to extend my leave of absence from work.,1,fight little infection complete wound drain pack extend leave absence work,"['fight', 'fight little', 'fight little infection', 'fight little infection complete', 'fight little infection complete wound', 'fight little infection complete wound drain', 'fight little infection complete wound drain pack', 'fight little infection complete wound drain pack extend', 'fight little infection complete wound drain pack extend leave', 'fight little infection complete wound drain pack extend leave absence', 'fight little infection complete wound drain pack extend leave absence work', 'little', 'little infection', 'little infection complete', 'little infection complete wound', 'little infection complete wound drain', 'little infection complete wound drain pack', 'little infection complete wound drain pack extend', 'little infection complete wound drain pack extend leave', 'little infection complete wound drain pack extend leave absence', 'little infection complete wound drain pack extend leave absence work', 'infection', 'infection complete', 'infection complete wound', 'infection complete wound drain', 'infection complete wound drain pack', 'infection complete wound drain pack extend', 'infection complete wound drain pack extend leave', 'infection complete wound drain pack extend leave absence', 'infection complete wound drain pack extend leave absence work', 'complete', 'complete wound', 'complete wound drain', 'complete wound drain pack', 'complete wound drain pack extend', 'complete wound drain pack extend leave', 'complete wound drain pack extend leave absence', 'complete wound drain pack extend leave absence work', 'wound', 'wound drain', 'wound drain pack', 'wound drain pack extend', 'wound drain pack extend leave', 'wound drain pack extend leave absence', 'wound drain pack extend leave absence work', 'drain', 'drain pack', 'drain pack extend', 'drain pack extend leave', 'drain pack extend leave absence', 'drain pack extend leave absence work', 'pack', 'pack extend', 'pack extend leave', 'pack extend leave absence', 'pack extend leave absence work', 'extend', 'extend leave', 'extend leave absence', 'extend leave absence work', 'leave', 'leave absence', 'leave absence work', 'absence', 'absence work', 'work']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
68707,Little waiting.,0,little wait,"['little', 'little wait', 'wait']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
93703,this is the first time we have not been visited by the doctor afterwards for a quick briefing.,1,time visit doctor quick bring,"['time', 'time visit', 'time visit doctor', 'time visit doctor quick', 'time visit doctor quick bring', 'visit', 'visit doctor', 'visit doctor quick', 'visit doctor quick bring', 'doctor', 'doctor quick', 'doctor quick bring', 'quick', 'quick bring', 'bring']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
100369,"The work was quick, effiecient.",0,work quick efficient,"['work', 'work quick', 'work quick efficient', 'quick', 'quick efficient', 'efficient']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
160354,"I was a little discouraged the first month with blurriness,",1,little discourage indistinctness,"['little', 'little discourage', 'little discourage indistinctness', 'discourage', 'discourage indistinctness', 'indistinctness']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
82191,At which point it was discovered the lab lady had put me in the back,1,point discover lab lady,"['point', 'point discover', 'point discover lab', 'point discover lab lady', 'discover', 'discover lab', 'discover lab lady', 'lab', 'lab lady', 'lady']",0,1,0,0,0,0,0,0,0,0,0.06896551724137931
117107,"They are knowledgeable, highly trained women with strong credentials and training in the medical field.",0,knowledgeable highly train woman strong certificate train medical field,"['knowledgeable', 'knowledgeable highly', 'knowledgeable highly train', 'knowledgeable highly train woman', 'knowledgeable highly train woman strong', 'knowledgeable highly train woman strong certificate', 'knowledgeable highly train woman strong certificate train', 'knowledgeable highly train woman strong certificate train medical', 'knowledgeable highly train woman strong certificate train medical field', 'highly', 'highly train', 'highly train woman', 'highly train woman strong', 'highly train woman strong certificate', 'highly train woman strong certificate train', 'highly train woman strong certificate train medical', 'highly train woman strong certificate train medical field', 'train', 'train woman', 'train woman strong', 'train woman strong certificate', 'train woman strong certificate train', 'train woman strong certificate train medical', 'train woman strong certificate train medical field', 'woman', 'woman strong', 'woman strong certificate', 'woman strong certificate train', 'woman strong certificate train medical', 'woman strong certificate train medical field', 'strong', 'strong certificate', 'strong certificate train', 'strong certificate train medical', 'strong certificate train medical field', 'certificate', 'certificate train', 'certificate train medical', 'certificate train medical field', 'train', 'train medical', 'train medical field', 'medical', 'medical field', 'field']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
131781,"In particular, little wrinkles around my mouth are all but invisible.",0,particular little wrinkle mouth invisible,"['particular', 'particular little', 'particular little wrinkle', 'particular little wrinkle mouth', 'particular little wrinkle mouth invisible', 'little', 'little wrinkle', 'little wrinkle mouth', 'little wrinkle mouth invisible', 'wrinkle', 'wrinkle mouth', 'wrinkle mouth invisible', 'mouth', 'mouth invisible', 'invisible']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
89739,I had very little pain after and it was great coming back to the office,0,little pain great come office,"['little', 'little pain', 'little pain great', 'little pain great come', 'little pain great come office', 'pain', 'pain great', 'pain great come', 'pain great come office', 'great', 'great come', 'great come office', 'come', 'come office', 'office']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
130070,"But I do believe that he is a good Doctor, better than most out there.",0,believe good doctor good,"['believe', 'believe good', 'believe good doctor', 'believe good doctor good', 'good', 'good doctor', 'good doctor good', 'doctor', 'doctor good', 'good']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
179150,"Prior to surgery spent only a quick 5 minutes with him, was unsure if he understood my goals with the surgery.",1,prior surgery spend quick minute ensure understand goal surgery,"['prior', 'prior surgery', 'prior surgery spend', 'prior surgery spend quick', 'prior surgery spend quick minute', 'prior surgery spend quick minute ensure', 'prior surgery spend quick minute ensure understand', 'prior surgery spend quick minute ensure understand goal', 'prior surgery spend quick minute ensure understand goal surgery', 'surgery', 'surgery spend', 'surgery spend quick', 'surgery spend quick minute', 'surgery spend quick minute ensure', 'surgery spend quick minute ensure understand', 'surgery spend quick minute ensure understand goal', 'surgery spend quick minute ensure understand goal surgery', 'spend', 'spend quick', 'spend quick minute', 'spend quick minute ensure', 'spend quick minute ensure understand', 'spend quick minute ensure understand goal', 'spend quick minute ensure understand goal surgery', 'quick', 'quick minute', 'quick minute ensure', 'quick minute ensure understand', 'quick minute ensure understand goal', 'quick minute ensure understand goal surgery', 'minute', 'minute ensure', 'minute ensure understand', 'minute ensure understand goal', 'minute ensure understand goal surgery', 'ensure', 'ensure understand', 'ensure understand goal', 'ensure understand goal surgery', 'understand', 'understand goal', 'understand goal surgery', 'goal', 'goal surgery', 'surgery']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
131122,He gave me the ability to believe in myself by believing in me.,0,give ability believe believe,"['give', 'give ability', 'give ability believe', 'give ability believe believe', 'ability', 'ability believe', 'ability believe believe', 'believe', 'believe believe', 'believe']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
82808,"I HAVE GONE FROM LITTLE TO NO CONFIDENCE, TO IT NOW BEING THRU THE ROOF.",0,go little confidence thousand roof,"['go', 'go little', 'go little confidence', 'go little confidence thousand', 'go little confidence thousand roof', 'little', 'little confidence', 'little confidence thousand', 'little confidence thousand roof', 'confidence', 'confidence thousand', 'confidence thousand roof', 'thousand', 'thousand roof', 'roof']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
148001,The assistant had a horrendous attitude as well.,1,assistant awful attitude,"['assistant', 'assistant awful', 'assistant awful attitude', 'awful', 'awful attitude', 'attitude']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
125975,Very quick and without discomfort.,0,quick discomfort,"['quick', 'quick discomfort', 'discomfort']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
160684,His attitude towards his patients is less than sympathetic these days and unless you are the PERFECT canadate,1,attitude patient sympathetic perfect candidate,"['attitude', 'attitude patient', 'attitude patient sympathetic', 'attitude patient sympathetic perfect', 'attitude patient sympathetic perfect candidate', 'patient', 'patient sympathetic', 'patient sympathetic perfect', 'patient sympathetic perfect candidate', 'sympathetic', 'sympathetic perfect', 'sympathetic perfect candidate', 'perfect', 'perfect candidate', 'candidate']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
105272,"and with a little makeup on a few bruised areas, my sisters could not see stitched areas without close inspection.",0,little bruise area sister sew area close inspection,"['little', 'little bruise', 'little bruise area', 'little bruise area sister', 'little bruise area sister sew', 'little bruise area sister sew area', 'little bruise area sister sew area close', 'little bruise area sister sew area close inspection', 'bruise', 'bruise area', 'bruise area sister', 'bruise area sister sew', 'bruise area sister sew area', 'bruise area sister sew area close', 'bruise area sister sew area close inspection', 'area', 'area sister', 'area sister sew', 'area sister sew area', 'area sister sew area close', 'area sister sew area close inspection', 'sister', 'sister sew', 'sister sew area', 'sister sew area close', 'sister sew area close inspection', 'sew', 'sew area', 'sew area close', 'sew area close inspection', 'area', 'area close', 'area close inspection', 'close', 'close inspection', 'inspection']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
131124,"I was brought in by I believe her name is Carly, she was really nice in the room, and made me feel comfortable.",0,bring believe early nice room feel comfortable,"['bring', 'bring believe', 'bring believe early', 'bring believe early nice', 'bring believe early nice room', 'bring believe early nice room feel', 'bring believe early nice room feel comfortable', 'believe', 'believe early', 'believe early nice', 'believe early nice room', 'believe early nice room feel', 'believe early nice room feel comfortable', 'early', 'early nice', 'early nice room', 'early nice room feel', 'early nice room feel comfortable', 'nice', 'nice room', 'nice room feel', 'nice room feel comfortable', 'room', 'room feel', 'room feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
142070,The whole process is quick and pain free with a very short healing time.,0,process quick pain free short heal time,"['process', 'process quick', 'process quick pain', 'process quick pain free', 'process quick pain free short', 'process quick pain free short heal', 'process quick pain free short heal time', 'quick', 'quick pain', 'quick pain free', 'quick pain free short', 'quick pain free short heal', 'quick pain free short heal time', 'pain', 'pain free', 'pain free short', 'pain free short heal', 'pain free short heal time', 'free', 'free short', 'free short heal', 'free short heal time', 'short', 'short heal', 'short heal time', 'heal', 'heal time', 'time']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
166614,I sincerely believe his misjudgement during the procedure is the reason it was unsuccessful.,1,sincerely believe misjudgement procedure reason unsuccessful,"['sincerely', 'sincerely believe', 'sincerely believe misjudgement', 'sincerely believe misjudgement procedure', 'sincerely believe misjudgement procedure reason', 'sincerely believe misjudgement procedure reason unsuccessful', 'believe', 'believe misjudgement', 'believe misjudgement procedure', 'believe misjudgement procedure reason', 'believe misjudgement procedure reason unsuccessful', 'misjudgement', 'misjudgement procedure', 'misjudgement procedure reason', 'misjudgement procedure reason unsuccessful', 'procedure', 'procedure reason', 'procedure reason unsuccessful', 'reason', 'reason unsuccessful', 'unsuccessful']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
129854,I was in a terrible accident and had to come to dr. packer he was quick but explained everything perfectly,0,terrible accident come dr packer quick explain perfectly,"['terrible', 'terrible accident', 'terrible accident come', 'terrible accident come dr', 'terrible accident come dr packer', 'terrible accident come dr packer quick', 'terrible accident come dr packer quick explain', 'terrible accident come dr packer quick explain perfectly', 'accident', 'accident come', 'accident come dr', 'accident come dr packer', 'accident come dr packer quick', 'accident come dr packer quick explain', 'accident come dr packer quick explain perfectly', 'come', 'come dr', 'come dr packer', 'come dr packer quick', 'come dr packer quick explain', 'come dr packer quick explain perfectly', 'dr', 'dr packer', 'dr packer quick', 'dr packer quick explain', 'dr packer quick explain perfectly', 'packer', 'packer quick', 'packer quick explain', 'packer quick explain perfectly', 'quick', 'quick explain', 'quick explain perfectly', 'explain', 'explain perfectly', 'perfectly']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
96409,"At the consultation, I and his team had a little bit of miscommunication,",1,consultation team little bit miscommunication,"['consultation', 'consultation team', 'consultation team little', 'consultation team little bit', 'consultation team little bit miscommunication', 'team', 'team little', 'team little bit', 'team little bit miscommunication', 'little', 'little bit', 'little bit miscommunication', 'bit', 'bit miscommunication', 'miscommunication']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
129056,"the staff and doctor clapp were amazing throughout our whole experience, they were quick to respond to questions,and always very nice.",0,staff doctor klapp amaze experience quick respond questionsand nice,"['staff', 'staff doctor', 'staff doctor klapp', 'staff doctor klapp amaze', 'staff doctor klapp amaze experience', 'staff doctor klapp amaze experience quick', 'staff doctor klapp amaze experience quick respond', 'staff doctor klapp amaze experience quick respond questionsand', 'staff doctor klapp amaze experience quick respond questionsand nice', 'doctor', 'doctor klapp', 'doctor klapp amaze', 'doctor klapp amaze experience', 'doctor klapp amaze experience quick', 'doctor klapp amaze experience quick respond', 'doctor klapp amaze experience quick respond questionsand', 'doctor klapp amaze experience quick respond questionsand nice', 'klapp', 'klapp amaze', 'klapp amaze experience', 'klapp amaze experience quick', 'klapp amaze experience quick respond', 'klapp amaze experience quick respond questionsand', 'klapp amaze experience quick respond questionsand nice', 'amaze', 'amaze experience', 'amaze experience quick', 'amaze experience quick respond', 'amaze experience quick respond questionsand', 'amaze experience quick respond questionsand nice', 'experience', 'experience quick', 'experience quick respond', 'experience quick respond questionsand', 'experience quick respond questionsand nice', 'quick', 'quick respond', 'quick respond questionsand', 'quick respond questionsand nice', 'respond', 'respond questionsand', 'respond questionsand nice', 'questionsand', 'questionsand nice', 'nice']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
89384,I believe he is the highest rated doctor around.,0,believe high rate doctor,"['believe', 'believe high', 'believe high rate', 'believe high rate doctor', 'high', 'high rate', 'high rate doctor', 'rate', 'rate doctor', 'doctor']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
163667,Just wanted to update my review and let every woman know that my boobies are outstanding and exceed any expectation I thought I had.,0,want update review let woman know body outstanding exceed expectation think,"['want', 'want update', 'want update review', 'want update review let', 'want update review let woman', 'want update review let woman know', 'want update review let woman know body', 'want update review let woman know body outstanding', 'want update review let woman know body outstanding exceed', 'want update review let woman know body outstanding exceed expectation', 'want update review let woman know body outstanding exceed expectation think', 'update', 'update review', 'update review let', 'update review let woman', 'update review let woman know', 'update review let woman know body', 'update review let woman know body outstanding', 'update review let woman know body outstanding exceed', 'update review let woman know body outstanding exceed expectation', 'update review let woman know body outstanding exceed expectation think', 'review', 'review let', 'review let woman', 'review let woman know', 'review let woman know body', 'review let woman know body outstanding', 'review let woman know body outstanding exceed', 'review let woman know body outstanding exceed expectation', 'review let woman know body outstanding exceed expectation think', 'let', 'let woman', 'let woman know', 'let woman know body', 'let woman know body outstanding', 'let woman know body outstanding exceed', 'let woman know body outstanding exceed expectation', 'let woman know body outstanding exceed expectation think', 'woman', 'woman know', 'woman know body', 'woman know body outstanding', 'woman know body outstanding exceed', 'woman know body outstanding exceed expectation', 'woman know body outstanding exceed expectation think', 'know', 'know body', 'know body outstanding', 'know body outstanding exceed', 'know body outstanding exceed expectation', 'know body outstanding exceed expectation think', 'body', 'body outstanding', 'body outstanding exceed', 'body outstanding exceed expectation', 'body outstanding exceed expectation think', 'outstanding', 'outstanding exceed', 'outstanding exceed expectation', 'outstanding exceed expectation think', 'exceed', 'exceed expectation', 'exceed expectation think', 'expectation', 'expectation think', 'think']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
106241,"Quick and awesome thank you very much,,, done before I knew it.",0,quick amazing thank know,"['quick', 'quick amazing', 'quick amazing thank', 'quick amazing thank know', 'amazing', 'amazing thank', 'amazing thank know', 'thank', 'thank know', 'know']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
91963,"but instead of fixing the problem he suggested, a quick fix was tried.",1,instead fix problem suggest quick fix try,"['instead', 'instead fix', 'instead fix problem', 'instead fix problem suggest', 'instead fix problem suggest quick', 'instead fix problem suggest quick fix', 'instead fix problem suggest quick fix try', 'fix', 'fix problem', 'fix problem suggest', 'fix problem suggest quick', 'fix problem suggest quick fix', 'fix problem suggest quick fix try', 'problem', 'problem suggest', 'problem suggest quick', 'problem suggest quick fix', 'problem suggest quick fix try', 'suggest', 'suggest quick', 'suggest quick fix', 'suggest quick fix try', 'quick', 'quick fix', 'quick fix try', 'fix', 'fix try', 'try']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
102203,"She was kind, patient, and very informative as she completed my Well Woman exam.",0,kind patient information complete woman examination,"['kind', 'kind patient', 'kind patient information', 'kind patient information complete', 'kind patient information complete woman', 'kind patient information complete woman examination', 'patient', 'patient information', 'patient information complete', 'patient information complete woman', 'patient information complete woman examination', 'information', 'information complete', 'information complete woman', 'information complete woman examination', 'complete', 'complete woman', 'complete woman examination', 'woman', 'woman examination', 'examination']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
