commentId,comment,classification,comment_processed,word_phrase_list,instruction,fix,redwood,redwood rural,redwood rural health,rural,rural health,health,health center,center,twice
185025,Its definitely a win for my health and wellness.,0,decidedly win health weakness,"['decidedly', 'decidedly win', 'decidedly win health', 'decidedly win health weakness', 'win', 'win health', 'win health weakness', 'health', 'health weakness', 'weakness']",0,0,0,0,0,0,0,1,0,0,0
189542,She not only fixed my septum but completely fixed my sinuses,0,not fix septum completely fix sinus,"['not', 'not fix', 'not fix septum', 'not fix septum completely', 'not fix septum completely fix', 'not fix septum completely fix sinus', 'fix', 'fix septum', 'fix septum completely', 'fix septum completely fix', 'fix septum completely fix sinus', 'septum', 'septum completely', 'septum completely fix', 'septum completely fix sinus', 'completely', 'completely fix', 'completely fix sinus', 'fix', 'fix sinus', 'sinus']",0,1,0,0,0,0,0,0,0,0,0
167177,"Although I still have some health and body goals left to reach, this surgery has given me a stronger",0,health body goal leave reach surgery give strong,"['health', 'health body', 'health body goal', 'health body goal leave', 'health body goal leave reach', 'health body goal leave reach surgery', 'health body goal leave reach surgery give', 'health body goal leave reach surgery give strong', 'body', 'body goal', 'body goal leave', 'body goal leave reach', 'body goal leave reach surgery', 'body goal leave reach surgery give', 'body goal leave reach surgery give strong', 'goal', 'goal leave', 'goal leave reach', 'goal leave reach surgery', 'goal leave reach surgery give', 'goal leave reach surgery give strong', 'leave', 'leave reach', 'leave reach surgery', 'leave reach surgery give', 'leave reach surgery give strong', 'reach', 'reach surgery', 'reach surgery give', 'reach surgery give strong', 'surgery', 'surgery give', 'surgery give strong', 'give', 'give strong', 'strong']",0,0,0,0,0,0,0,1,0,0,0
144102,"After feeling terrible for a month, and getting nowhere with my PCP, I decided to schedule an appointment with The Center",1,feel terrible get pp decide schedule appointment center,"['feel', 'feel terrible', 'feel terrible get', 'feel terrible get pp', 'feel terrible get pp decide', 'feel terrible get pp decide schedule', 'feel terrible get pp decide schedule appointment', 'feel terrible get pp decide schedule appointment center', 'terrible', 'terrible get', 'terrible get pp', 'terrible get pp decide', 'terrible get pp decide schedule', 'terrible get pp decide schedule appointment', 'terrible get pp decide schedule appointment center', 'get', 'get pp', 'get pp decide', 'get pp decide schedule', 'get pp decide schedule appointment', 'get pp decide schedule appointment center', 'pp', 'pp decide', 'pp decide schedule', 'pp decide schedule appointment', 'pp decide schedule appointment center', 'decide', 'decide schedule', 'decide schedule appointment', 'decide schedule appointment center', 'schedule', 'schedule appointment', 'schedule appointment center', 'appointment', 'appointment center', 'center']",0,0,0,0,0,0,0,0,0,1,0
148802,monitors all aspects of health.,0,monitor aspect health,"['monitor', 'monitor aspect', 'monitor aspect health', 'aspect', 'aspect health', 'health']",0,0,0,0,0,0,0,1,0,0,0
61510,She's a nice person to talk to and when she is talking to you about your health condition she is very nice about it.,0,nice person talk talk health condition nice,"['nice', 'nice person', 'nice person talk', 'nice person talk talk', 'nice person talk talk health', 'nice person talk talk health condition', 'nice person talk talk health condition nice', 'person', 'person talk', 'person talk talk', 'person talk talk health', 'person talk talk health condition', 'person talk talk health condition nice', 'talk', 'talk talk', 'talk talk health', 'talk talk health condition', 'talk talk health condition nice', 'talk', 'talk health', 'talk health condition', 'talk health condition nice', 'health', 'health condition', 'health condition nice', 'condition', 'condition nice', 'nice']",0,0,0,0,0,0,0,1,0,0,0
123735,I got a good service in medical center location.,0,get good service medical center location,"['get', 'get good', 'get good service', 'get good service medical', 'get good service medical center', 'get good service medical center location', 'good', 'good service', 'good service medical', 'good service medical center', 'good service medical center location', 'service', 'service medical', 'service medical center', 'service medical center location', 'medical', 'medical center', 'medical center location', 'center', 'center location', 'location']",0,0,0,0,0,0,0,0,0,1,0
89009,and spends your visit talking about herself rather than your health care!,1,spend visit talk health care,"['spend', 'spend visit', 'spend visit talk', 'spend visit talk health', 'spend visit talk health care', 'visit', 'visit talk', 'visit talk health', 'visit talk health care', 'talk', 'talk health', 'talk health care', 'health', 'health care', 'care']",0,0,0,0,0,0,0,1,0,0,0
112903,NOT EVER GOING TO THIS SURGERY CENTER EVER AGAIN!!!!!IF I COULD OF WENT TO ANOTHER SURGERY CENTER I WOULD DONE THAT!!!,1,not go surgery center go surgery center,"['not', 'not go', 'not go surgery', 'not go surgery center', 'not go surgery center go', 'not go surgery center go surgery', 'not go surgery center go surgery center', 'go', 'go surgery', 'go surgery center', 'go surgery center go', 'go surgery center go surgery', 'go surgery center go surgery center', 'surgery', 'surgery center', 'surgery center go', 'surgery center go surgery', 'surgery center go surgery center', 'center', 'center go', 'center go surgery', 'center go surgery center', 'go', 'go surgery', 'go surgery center', 'surgery', 'surgery center', 'center']",0,0,0,0,0,0,0,0,0,1,0
118120,"I went back under the knife so he could ""fix"" that mistake.",1,go knife fix mistake,"['go', 'go knife', 'go knife fix', 'go knife fix mistake', 'knife', 'knife fix', 'knife fix mistake', 'fix', 'fix mistake', 'mistake']",0,1,0,0,0,0,0,0,0,0,0
151743,I would highly recommend NextHealth to any one else looking to take hold of their health!,0,highly recommend nexthealth look hold health,"['highly', 'highly recommend', 'highly recommend nexthealth', 'highly recommend nexthealth look', 'highly recommend nexthealth look hold', 'highly recommend nexthealth look hold health', 'recommend', 'recommend nexthealth', 'recommend nexthealth look', 'recommend nexthealth look hold', 'recommend nexthealth look hold health', 'nexthealth', 'nexthealth look', 'nexthealth look hold', 'nexthealth look hold health', 'look', 'look hold', 'look hold health', 'hold', 'hold health', 'health']",0,0,0,0,0,0,0,1,0,0,0
96583,but my last appt at the medical center took forever - very long wait.,1,apt medical center take forever long wait,"['apt', 'apt medical', 'apt medical center', 'apt medical center take', 'apt medical center take forever', 'apt medical center take forever long', 'apt medical center take forever long wait', 'medical', 'medical center', 'medical center take', 'medical center take forever', 'medical center take forever long', 'medical center take forever long wait', 'center', 'center take', 'center take forever', 'center take forever long', 'center take forever long wait', 'take', 'take forever', 'take forever long', 'take forever long wait', 'forever', 'forever long', 'forever long wait', 'long', 'long wait', 'wait']",0,0,0,0,0,0,0,0,0,1,0
170343,OrthoVA is a good facility and their health system is modern.,0,good facility health system modern,"['good', 'good facility', 'good facility health', 'good facility health system', 'good facility health system modern', 'facility', 'facility health', 'facility health system', 'facility health system modern', 'health', 'health system', 'health system modern', 'system', 'system modern', 'modern']",0,0,0,0,0,0,0,1,0,0,0
88337,"If I could give zero stars to Reproductive Care Center , I would.",1,star generative care center,"['star', 'star generative', 'star generative care', 'star generative care center', 'generative', 'generative care', 'generative care center', 'care', 'care center', 'center']",0,0,0,0,0,0,0,0,0,1,0
93706,In The Skin Center's defense they refunded my money...,0,skin center defense refuse money,"['skin', 'skin center', 'skin center defense', 'skin center defense refuse', 'skin center defense refuse money', 'center', 'center defense', 'center defense refuse', 'center defense refuse money', 'defense', 'defense refuse', 'defense refuse money', 'refuse', 'refuse money', 'money']",0,0,0,0,0,0,0,0,0,1,0
73995,They have changed my appointment times twice without informing me.,1,change appointment time twice inform,"['change', 'change appointment', 'change appointment time', 'change appointment time twice', 'change appointment time twice inform', 'appointment', 'appointment time', 'appointment time twice', 'appointment time twice inform', 'time', 'time twice', 'time twice inform', 'twice', 'twice inform', 'inform']",0,0,0,0,0,0,0,0,0,0,1
145630,After going to their office twice now I do not feel comfortable going a third time even though they offered to not charge me.,1,go office twice not feel comfortable go time offer not charge,"['go', 'go office', 'go office twice', 'go office twice not', 'go office twice not feel', 'go office twice not feel comfortable', 'go office twice not feel comfortable go', 'go office twice not feel comfortable go time', 'go office twice not feel comfortable go time offer', 'go office twice not feel comfortable go time offer not', 'go office twice not feel comfortable go time offer not charge', 'office', 'office twice', 'office twice not', 'office twice not feel', 'office twice not feel comfortable', 'office twice not feel comfortable go', 'office twice not feel comfortable go time', 'office twice not feel comfortable go time offer', 'office twice not feel comfortable go time offer not', 'office twice not feel comfortable go time offer not charge', 'twice', 'twice not', 'twice not feel', 'twice not feel comfortable', 'twice not feel comfortable go', 'twice not feel comfortable go time', 'twice not feel comfortable go time offer', 'twice not feel comfortable go time offer not', 'twice not feel comfortable go time offer not charge', 'not', 'not feel', 'not feel comfortable', 'not feel comfortable go', 'not feel comfortable go time', 'not feel comfortable go time offer', 'not feel comfortable go time offer not', 'not feel comfortable go time offer not charge', 'feel', 'feel comfortable', 'feel comfortable go', 'feel comfortable go time', 'feel comfortable go time offer', 'feel comfortable go time offer not', 'feel comfortable go time offer not charge', 'comfortable', 'comfortable go', 'comfortable go time', 'comfortable go time offer', 'comfortable go time offer not', 'comfortable go time offer not charge', 'go', 'go time', 'go time offer', 'go time offer not', 'go time offer not charge', 'time', 'time offer', 'time offer not', 'time offer not charge', 'offer', 'offer not', 'offer not charge', 'not', 'not charge', 'charge']",0,0,0,0,0,0,0,0,0,0,1
131121,I am very frustrated with the call center for this doctor's office.,1,frustrate center doctor office,"['frustrate', 'frustrate center', 'frustrate center doctor', 'frustrate center doctor office', 'center', 'center doctor', 'center doctor office', 'doctor', 'doctor office', 'office']",0,0,0,0,0,0,0,0,0,1,0
129194,She was able to fix my breast reconstruction mess and make them look better than ever.,0,able fix breast reconstruction mess look good,"['able', 'able fix', 'able fix breast', 'able fix breast reconstruction', 'able fix breast reconstruction mess', 'able fix breast reconstruction mess look', 'able fix breast reconstruction mess look good', 'fix', 'fix breast', 'fix breast reconstruction', 'fix breast reconstruction mess', 'fix breast reconstruction mess look', 'fix breast reconstruction mess look good', 'breast', 'breast reconstruction', 'breast reconstruction mess', 'breast reconstruction mess look', 'breast reconstruction mess look good', 'reconstruction', 'reconstruction mess', 'reconstruction mess look', 'reconstruction mess look good', 'mess', 'mess look', 'mess look good', 'look', 'look good', 'good']",0,1,0,0,0,0,0,0,0,0,0
153722,The chore of keeping up with your health and wellness is usually a tacking process that?s more expensive than it needs to be.,1,choose keep health weakness normally tack process expensive need,"['choose', 'choose keep', 'choose keep health', 'choose keep health weakness', 'choose keep health weakness normally', 'choose keep health weakness normally tack', 'choose keep health weakness normally tack process', 'choose keep health weakness normally tack process expensive', 'choose keep health weakness normally tack process expensive need', 'keep', 'keep health', 'keep health weakness', 'keep health weakness normally', 'keep health weakness normally tack', 'keep health weakness normally tack process', 'keep health weakness normally tack process expensive', 'keep health weakness normally tack process expensive need', 'health', 'health weakness', 'health weakness normally', 'health weakness normally tack', 'health weakness normally tack process', 'health weakness normally tack process expensive', 'health weakness normally tack process expensive need', 'weakness', 'weakness normally', 'weakness normally tack', 'weakness normally tack process', 'weakness normally tack process expensive', 'weakness normally tack process expensive need', 'normally', 'normally tack', 'normally tack process', 'normally tack process expensive', 'normally tack process expensive need', 'tack', 'tack process', 'tack process expensive', 'tack process expensive need', 'process', 'process expensive', 'process expensive need', 'expensive', 'expensive need', 'need']",0,0,0,0,0,0,0,1,0,0,0
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great not have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great not', 'have surgery center right office great not have', 'have surgery center right office great not have big', 'have surgery center right office great not have big hospital', 'have surgery center right office great not have big hospital clinic', 'have surgery center right office great not have big hospital clinic procedure', 'have surgery center right office great not have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great not', 'surgery center right office great not have', 'surgery center right office great not have big', 'surgery center right office great not have big hospital', 'surgery center right office great not have big hospital clinic', 'surgery center right office great not have big hospital clinic procedure', 'surgery center right office great not have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great not', 'center right office great not have', 'center right office great not have big', 'center right office great not have big hospital', 'center right office great not have big hospital clinic', 'center right office great not have big hospital clinic procedure', 'center right office great not have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great not', 'right office great not have', 'right office great not have big', 'right office great not have big hospital', 'right office great not have big hospital clinic', 'right office great not have big hospital clinic procedure', 'right office great not have big hospital clinic procedure convenient', 'office', 'office great', 'office great not', 'office great not have', 'office great not have big', 'office great not have big hospital', 'office great not have big hospital clinic', 'office great not have big hospital clinic procedure', 'office great not have big hospital clinic procedure convenient', 'great', 'great not', 'great not have', 'great not have big', 'great not have big hospital', 'great not have big hospital clinic', 'great not have big hospital clinic procedure', 'great not have big hospital clinic procedure convenient', 'not', 'not have', 'not have big', 'not have big hospital', 'not have big hospital clinic', 'not have big hospital clinic procedure', 'not have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,0,0,0,0,0,0,0,0,1,0
138773,He has fixed me again..I can now run after these grandchildren.,0,fix run grandchild,"['fix', 'fix run', 'fix run grandchild', 'run', 'run grandchild', 'grandchild']",0,1,0,0,0,0,0,0,0,0,0
60639,"I think he's truly interested in my health,",0,think truly interest health,"['think', 'think truly', 'think truly interest', 'think truly interest health', 'truly', 'truly interest', 'truly interest health', 'interest', 'interest health', 'health']",0,0,0,0,0,0,0,1,0,0,0
151263,and did a twice a week follow up and then weekly follow up with me.,0,twice week follow follow,"['twice', 'twice week', 'twice week follow', 'twice week follow follow', 'week', 'week follow', 'week follow follow', 'follow', 'follow follow', 'follow']",0,0,0,0,0,0,0,0,0,0,1
75565,"for a place to help me improve my body, my health and my life and I'm sure I found it.",0,place help better body health life sure find,"['place', 'place help', 'place help better', 'place help better body', 'place help better body health', 'place help better body health life', 'place help better body health life sure', 'place help better body health life sure find', 'help', 'help better', 'help better body', 'help better body health', 'help better body health life', 'help better body health life sure', 'help better body health life sure find', 'better', 'better body', 'better body health', 'better body health life', 'better body health life sure', 'better body health life sure find', 'body', 'body health', 'body health life', 'body health life sure', 'body health life sure find', 'health', 'health life', 'health life sure', 'health life sure find', 'life', 'life sure', 'life sure find', 'sure', 'sure find', 'find']",0,0,0,0,0,0,0,1,0,0,0
165466,and he decided he wouldn't do my surgery due to a 13 year old mental health diagnosis that was incorrect.,1,decide surgery mental health diagnosis incorrect,"['decide', 'decide surgery', 'decide surgery mental', 'decide surgery mental health', 'decide surgery mental health diagnosis', 'decide surgery mental health diagnosis incorrect', 'surgery', 'surgery mental', 'surgery mental health', 'surgery mental health diagnosis', 'surgery mental health diagnosis incorrect', 'mental', 'mental health', 'mental health diagnosis', 'mental health diagnosis incorrect', 'health', 'health diagnosis', 'health diagnosis incorrect', 'diagnosis', 'diagnosis incorrect', 'incorrect']",0,0,0,0,0,0,0,1,0,0,0
153612,"and he is very cold and defensive when you approach him in a ""how do we fix this?""",1,cold defensive approach fix,"['cold', 'cold defensive', 'cold defensive approach', 'cold defensive approach fix', 'defensive', 'defensive approach', 'defensive approach fix', 'approach', 'approach fix', 'fix']",0,1,0,0,0,0,0,0,0,0,0
181234,"If you are looking for a complete wellness center, one that addresses your inner AND outer health YOU HAVE FOUND IT!",0,look complete weakness center address inner out health find,"['look', 'look complete', 'look complete weakness', 'look complete weakness center', 'look complete weakness center address', 'look complete weakness center address inner', 'look complete weakness center address inner out', 'look complete weakness center address inner out health', 'look complete weakness center address inner out health find', 'complete', 'complete weakness', 'complete weakness center', 'complete weakness center address', 'complete weakness center address inner', 'complete weakness center address inner out', 'complete weakness center address inner out health', 'complete weakness center address inner out health find', 'weakness', 'weakness center', 'weakness center address', 'weakness center address inner', 'weakness center address inner out', 'weakness center address inner out health', 'weakness center address inner out health find', 'center', 'center address', 'center address inner', 'center address inner out', 'center address inner out health', 'center address inner out health find', 'address', 'address inner', 'address inner out', 'address inner out health', 'address inner out health find', 'inner', 'inner out', 'inner out health', 'inner out health find', 'out', 'out health', 'out health find', 'health', 'health find', 'find']",0,0,0,0,0,0,0,1,0,1,0
113585,I never knew that a crooked nose could be temporarily fixed with juvederm injections!,0,know crooked nose temporarily fix juvederm injection,"['know', 'know crooked', 'know crooked nose', 'know crooked nose temporarily', 'know crooked nose temporarily fix', 'know crooked nose temporarily fix juvederm', 'know crooked nose temporarily fix juvederm injection', 'crooked', 'crooked nose', 'crooked nose temporarily', 'crooked nose temporarily fix', 'crooked nose temporarily fix juvederm', 'crooked nose temporarily fix juvederm injection', 'nose', 'nose temporarily', 'nose temporarily fix', 'nose temporarily fix juvederm', 'nose temporarily fix juvederm injection', 'temporarily', 'temporarily fix', 'temporarily fix juvederm', 'temporarily fix juvederm injection', 'fix', 'fix juvederm', 'fix juvederm injection', 'juvederm', 'juvederm injection', 'injection']",0,1,0,0,0,0,0,0,0,0,0
