commentId,comment,classification,comment_processed,word_phrase_list,social,social medium,social medium prevent,social medium prevent experience,social medium prevent experience practice,social medium prevent experience practice total,social medium prevent experience practice total lack,social medium prevent experience practice total lack integrity,medium,medium prevent,medium prevent experience,medium prevent experience practice,medium prevent experience practice total,medium prevent experience practice total lack,medium prevent experience practice total lack integrity,prevent,prevent experience,prevent experience practice,prevent experience practice total,prevent experience practice total lack,prevent experience practice total lack integrity,experience,experience practice,experience practice total,experience practice total lack,experience practice total lack integrity,practice,practice total,practice total lack,practice total lack integrity,total,total lack,total lack integrity,lack,lack integrity,integrity
91181,Fantastic Expereince!,0,fantastic experience,"['fantastic', 'fantastic experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187464,I should have went with another practice.,1,go practice,"['go', 'go practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59182,"I experience the good, bad, and ugly.",0,experience good bad ugly,"['experience', 'experience good', 'experience good bad', 'experience good bad ugly', 'good', 'good bad', 'good bad ugly', 'bad', 'bad ugly', 'ugly']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142606,The entire surgery took approximately 1 1/2 hours.I am now in the healing stage and l still have not experienced any pain.,0,entire surgery take approximately hour heal stage l not experience pain,"['entire', 'entire surgery', 'entire surgery take', 'entire surgery take approximately', 'entire surgery take approximately hour', 'entire surgery take approximately hour heal', 'entire surgery take approximately hour heal stage', 'entire surgery take approximately hour heal stage l', 'entire surgery take approximately hour heal stage l not', 'entire surgery take approximately hour heal stage l not experience', 'entire surgery take approximately hour heal stage l not experience pain', 'surgery', 'surgery take', 'surgery take approximately', 'surgery take approximately hour', 'surgery take approximately hour heal', 'surgery take approximately hour heal stage', 'surgery take approximately hour heal stage l', 'surgery take approximately hour heal stage l not', 'surgery take approximately hour heal stage l not experience', 'surgery take approximately hour heal stage l not experience pain', 'take', 'take approximately', 'take approximately hour', 'take approximately hour heal', 'take approximately hour heal stage', 'take approximately hour heal stage l', 'take approximately hour heal stage l not', 'take approximately hour heal stage l not experience', 'take approximately hour heal stage l not experience pain', 'approximately', 'approximately hour', 'approximately hour heal', 'approximately hour heal stage', 'approximately hour heal stage l', 'approximately hour heal stage l not', 'approximately hour heal stage l not experience', 'approximately hour heal stage l not experience pain', 'hour', 'hour heal', 'hour heal stage', 'hour heal stage l', 'hour heal stage l not', 'hour heal stage l not experience', 'hour heal stage l not experience pain', 'heal', 'heal stage', 'heal stage l', 'heal stage l not', 'heal stage l not experience', 'heal stage l not experience pain', 'stage', 'stage l', 'stage l not', 'stage l not experience', 'stage l not experience pain', 'l', 'l not', 'l not experience', 'l not experience pain', 'not', 'not experience', 'not experience pain', 'experience', 'experience pain', 'pain']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95904,The office practices left me feeling a bit distraught.,1,office practice leave feel bit distraught,"['office', 'office practice', 'office practice leave', 'office practice leave feel', 'office practice leave feel bit', 'office practice leave feel bit distraught', 'practice', 'practice leave', 'practice leave feel', 'practice leave feel bit', 'practice leave feel bit distraught', 'leave', 'leave feel', 'leave feel bit', 'leave feel bit distraught', 'feel', 'feel bit', 'feel bit distraught', 'bit', 'bit distraught', 'distraught']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155497,Avoid this place it's a TOTAL SCAM!!!!!!,1,avoid place total scar,"['avoid', 'avoid place', 'avoid place total', 'avoid place total scar', 'place', 'place total', 'place total scar', 'total', 'total scar', 'scar']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61697,I have recommended him to another friend and has used him and had the same experience.,0,recommend friend experience,"['recommend', 'recommend friend', 'recommend friend experience', 'friend', 'friend experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129710,"She?s experienced, and with that, she?s quite expensive (nearly double most others).",1,experience expensive nearly double,"['experience', 'experience expensive', 'experience expensive nearly', 'experience expensive nearly double', 'expensive', 'expensive nearly', 'expensive nearly double', 'nearly', 'nearly double', 'double']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94478,His medical assistant (Chisty) made the experience a pleasant one.,0,medical assistant city experience pleasant,"['medical', 'medical assistant', 'medical assistant city', 'medical assistant city experience', 'medical assistant city experience pleasant', 'assistant', 'assistant city', 'assistant city experience', 'assistant city experience pleasant', 'city', 'city experience', 'city experience pleasant', 'experience', 'experience pleasant', 'pleasant']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164260,"Muy buena experiencia en mi cirugia , todo muy limpio y personal de cuidado muy atento y amable .",0,experience en mi cirugia limit y personal delaware cuidado agent y amiable,"['experience', 'experience en', 'experience en mi', 'experience en mi cirugia', 'experience en mi cirugia limit', 'experience en mi cirugia limit y', 'experience en mi cirugia limit y personal', 'experience en mi cirugia limit y personal delaware', 'experience en mi cirugia limit y personal delaware cuidado', 'experience en mi cirugia limit y personal delaware cuidado agent', 'experience en mi cirugia limit y personal delaware cuidado agent y', 'experience en mi cirugia limit y personal delaware cuidado agent y amiable', 'en', 'en mi', 'en mi cirugia', 'en mi cirugia limit', 'en mi cirugia limit y', 'en mi cirugia limit y personal', 'en mi cirugia limit y personal delaware', 'en mi cirugia limit y personal delaware cuidado', 'en mi cirugia limit y personal delaware cuidado agent', 'en mi cirugia limit y personal delaware cuidado agent y', 'en mi cirugia limit y personal delaware cuidado agent y amiable', 'mi', 'mi cirugia', 'mi cirugia limit', 'mi cirugia limit y', 'mi cirugia limit y personal', 'mi cirugia limit y personal delaware', 'mi cirugia limit y personal delaware cuidado', 'mi cirugia limit y personal delaware cuidado agent', 'mi cirugia limit y personal delaware cuidado agent y', 'mi cirugia limit y personal delaware cuidado agent y amiable', 'cirugia', 'cirugia limit', 'cirugia limit y', 'cirugia limit y personal', 'cirugia limit y personal delaware', 'cirugia limit y personal delaware cuidado', 'cirugia limit y personal delaware cuidado agent', 'cirugia limit y personal delaware cuidado agent y', 'cirugia limit y personal delaware cuidado agent y amiable', 'limit', 'limit y', 'limit y personal', 'limit y personal delaware', 'limit y personal delaware cuidado', 'limit y personal delaware cuidado agent', 'limit y personal delaware cuidado agent y', 'limit y personal delaware cuidado agent y amiable', 'y', 'y personal', 'y personal delaware', 'y personal delaware cuidado', 'y personal delaware cuidado agent', 'y personal delaware cuidado agent y', 'y personal delaware cuidado agent y amiable', 'personal', 'personal delaware', 'personal delaware cuidado', 'personal delaware cuidado agent', 'personal delaware cuidado agent y', 'personal delaware cuidado agent y amiable', 'delaware', 'delaware cuidado', 'delaware cuidado agent', 'delaware cuidado agent y', 'delaware cuidado agent y amiable', 'cuidado', 'cuidado agent', 'cuidado agent y', 'cuidado agent y amiable', 'agent', 'agent y', 'agent y amiable', 'y', 'y amiable', 'amiable']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115690,"However, the praise that my patients always reported back to me about their experience with Dr. Gross was quite deserved.",0,praise patient report experience deserve,"['praise', 'praise patient', 'praise patient report', 'praise patient report experience', 'praise patient report experience deserve', 'patient', 'patient report', 'patient report experience', 'patient report experience deserve', 'report', 'report experience', 'report experience deserve', 'experience', 'experience deserve', 'deserve']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178828,My experience with Modern pain consultants was beyond my belief.,0,experience modern pain adviser belief,"['experience', 'experience modern', 'experience modern pain', 'experience modern pain adviser', 'experience modern pain adviser belief', 'modern', 'modern pain', 'modern pain adviser', 'modern pain adviser belief', 'pain', 'pain adviser', 'pain adviser belief', 'adviser', 'adviser belief', 'belief']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188291,This is my 100% honest experience I wouldn't recommend this surgeon if you want real quality results.,1,honest experience recommend surgeon want real quality result,"['honest', 'honest experience', 'honest experience recommend', 'honest experience recommend surgeon', 'honest experience recommend surgeon want', 'honest experience recommend surgeon want real', 'honest experience recommend surgeon want real quality', 'honest experience recommend surgeon want real quality result', 'experience', 'experience recommend', 'experience recommend surgeon', 'experience recommend surgeon want', 'experience recommend surgeon want real', 'experience recommend surgeon want real quality', 'experience recommend surgeon want real quality result', 'recommend', 'recommend surgeon', 'recommend surgeon want', 'recommend surgeon want real', 'recommend surgeon want real quality', 'recommend surgeon want real quality result', 'surgeon', 'surgeon want', 'surgeon want real', 'surgeon want real quality', 'surgeon want real quality result', 'want', 'want real', 'want real quality', 'want real quality result', 'real', 'real quality', 'real quality result', 'quality', 'quality result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123858,I hated my experience here with him.,1,hat experience,"['hat', 'hat experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118535,Dr. Hamawy and his staff were absolutely amazing throughout my experiences with them!,0,dr hamawy staff absolutely amaze experience,"['dr', 'dr hamawy', 'dr hamawy staff', 'dr hamawy staff absolutely', 'dr hamawy staff absolutely amaze', 'dr hamawy staff absolutely amaze experience', 'hamawy', 'hamawy staff', 'hamawy staff absolutely', 'hamawy staff absolutely amaze', 'hamawy staff absolutely amaze experience', 'staff', 'staff absolutely', 'staff absolutely amaze', 'staff absolutely amaze experience', 'absolutely', 'absolutely amaze', 'absolutely amaze experience', 'amaze', 'amaze experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143880,"Dr. Bromson offers a rare combination of knowledge, experience and attention to detail.",0,offer rare combination cognition experience attention detail,"['offer', 'offer rare', 'offer rare combination', 'offer rare combination cognition', 'offer rare combination cognition experience', 'offer rare combination cognition experience attention', 'offer rare combination cognition experience attention detail', 'rare', 'rare combination', 'rare combination cognition', 'rare combination cognition experience', 'rare combination cognition experience attention', 'rare combination cognition experience attention detail', 'combination', 'combination cognition', 'combination cognition experience', 'combination cognition experience attention', 'combination cognition experience attention detail', 'cognition', 'cognition experience', 'cognition experience attention', 'cognition experience attention detail', 'experience', 'experience attention', 'experience attention detail', 'attention', 'attention detail', 'detail']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143881,When I made my appointment I told the woman who set it up that I had experienced interminable wait times in the past?once in 2017,1,appointment tell woman set experience endless wait time pastonce,"['appointment', 'appointment tell', 'appointment tell woman', 'appointment tell woman set', 'appointment tell woman set experience', 'appointment tell woman set experience endless', 'appointment tell woman set experience endless wait', 'appointment tell woman set experience endless wait time', 'appointment tell woman set experience endless wait time pastonce', 'tell', 'tell woman', 'tell woman set', 'tell woman set experience', 'tell woman set experience endless', 'tell woman set experience endless wait', 'tell woman set experience endless wait time', 'tell woman set experience endless wait time pastonce', 'woman', 'woman set', 'woman set experience', 'woman set experience endless', 'woman set experience endless wait', 'woman set experience endless wait time', 'woman set experience endless wait time pastonce', 'set', 'set experience', 'set experience endless', 'set experience endless wait', 'set experience endless wait time', 'set experience endless wait time pastonce', 'experience', 'experience endless', 'experience endless wait', 'experience endless wait time', 'experience endless wait time pastonce', 'endless', 'endless wait', 'endless wait time', 'endless wait time pastonce', 'wait', 'wait time', 'wait time pastonce', 'time', 'time pastonce', 'pastonce']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188800,"Dr, Blumburg is very knowledgeable in his practice.",0,knowledgeable practice,"['knowledgeable', 'knowledgeable practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152246,"and 1 week later my husband jaw is extremely swollen, after experiencing pain",1,husband extremely swell experience pain,"['husband', 'husband extremely', 'husband extremely swell', 'husband extremely swell experience', 'husband extremely swell experience pain', 'extremely', 'extremely swell', 'extremely swell experience', 'extremely swell experience pain', 'swell', 'swell experience', 'swell experience pain', 'experience', 'experience pain', 'pain']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138848,The results from the precise and artistic expertise of Michelle's experience transforms my face!,0,result precise artistic expertness michelles experience transform face,"['result', 'result precise', 'result precise artistic', 'result precise artistic expertness', 'result precise artistic expertness michelles', 'result precise artistic expertness michelles experience', 'result precise artistic expertness michelles experience transform', 'result precise artistic expertness michelles experience transform face', 'precise', 'precise artistic', 'precise artistic expertness', 'precise artistic expertness michelles', 'precise artistic expertness michelles experience', 'precise artistic expertness michelles experience transform', 'precise artistic expertness michelles experience transform face', 'artistic', 'artistic expertness', 'artistic expertness michelles', 'artistic expertness michelles experience', 'artistic expertness michelles experience transform', 'artistic expertness michelles experience transform face', 'expertness', 'expertness michelles', 'expertness michelles experience', 'expertness michelles experience transform', 'expertness michelles experience transform face', 'michelles', 'michelles experience', 'michelles experience transform', 'michelles experience transform face', 'experience', 'experience transform', 'experience transform face', 'transform', 'transform face', 'face']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185985,Awesome lip filler experience.,0,amazing lip filler experience,"['amazing', 'amazing lip', 'amazing lip filler', 'amazing lip filler experience', 'lip', 'lip filler', 'lip filler experience', 'filler', 'filler experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148378,To be honest the whole experience was very disturbing.,1,honest experience disturb,"['honest', 'honest experience', 'honest experience disturb', 'experience', 'experience disturb', 'disturb']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
