commentId,comment,classification,comment_processed,word_phrase_list,help,help understand,help understand option,understand,understand option,option,option risk,risk,risk benefit,benefit,similarity_score,regression_weight
89773,and he tries his hardest to help figure out what is wrong with you.,0,try hard help figure wrong,"['try', 'try hard', 'try hard help', 'try hard help figure', 'try hard help figure wrong', 'hard', 'hard help', 'hard help figure', 'hard help figure wrong', 'help', 'help figure', 'help figure wrong', 'figure', 'figure wrong', 'wrong']",1,0,0,0,0,0,0,0,0,0,0.0666666666666666,0.0
128948,When I left I understood what my problem was and I would Recommend this office to anyone.,0,leave understand problem recommend office,"['leave', 'leave understand', 'leave understand problem', 'leave understand problem recommend', 'leave understand problem recommend office', 'understand', 'understand problem', 'understand problem recommend', 'understand problem recommend office', 'problem', 'problem recommend', 'problem recommend office', 'recommend', 'recommend office', 'office']",0,0,0,1,0,0,0,0,0,0,0.0666666666666666,0.0
90424,"he listened, informed, showed me the MRI, explain the risks",0,listen inform show mister explain risk,"['listen', 'listen inform', 'listen inform show', 'listen inform show mister', 'listen inform show mister explain', 'listen inform show mister explain risk', 'inform', 'inform show', 'inform show mister', 'inform show mister explain', 'inform show mister explain risk', 'show', 'show mister', 'show mister explain', 'show mister explain risk', 'mister', 'mister explain', 'mister explain risk', 'explain', 'explain risk', 'risk']",0,0,0,0,0,0,0,1,0,0,0.0505050505050505,0.0
64230,She's always quick and she understands what you're talking about.,0,quick understand talk,"['quick', 'quick understand', 'quick understand talk', 'understand', 'understand talk', 'talk']",0,0,0,1,0,0,0,0,0,0,0.1282051282051282,0.0
123560,When I needed paperwork they dragged their feet out flat out refused to help.,1,need paperwork drag foot flat refuse help,"['need', 'need paperwork', 'need paperwork drag', 'need paperwork drag foot', 'need paperwork drag foot flat', 'need paperwork drag foot flat refuse', 'need paperwork drag foot flat refuse help', 'paperwork', 'paperwork drag', 'paperwork drag foot', 'paperwork drag foot flat', 'paperwork drag foot flat refuse', 'paperwork drag foot flat refuse help', 'drag', 'drag foot', 'drag foot flat', 'drag foot flat refuse', 'drag foot flat refuse help', 'foot', 'foot flat', 'foot flat refuse', 'foot flat refuse help', 'flat', 'flat refuse', 'flat refuse help', 'refuse', 'refuse help', 'help']",1,0,0,0,0,0,0,0,0,0,0.0393700787401574,0.0
95160,"I like how the doctor did not mind giving me the Sam,e medications he had given me a year ago since they did help.",0,like doctor not mind give meditation give help,"['like', 'like doctor', 'like doctor not', 'like doctor not mind', 'like doctor not mind give', 'like doctor not mind give meditation', 'like doctor not mind give meditation give', 'like doctor not mind give meditation give help', 'doctor', 'doctor not', 'doctor not mind', 'doctor not mind give', 'doctor not mind give meditation', 'doctor not mind give meditation give', 'doctor not mind give meditation give help', 'not', 'not mind', 'not mind give', 'not mind give meditation', 'not mind give meditation give', 'not mind give meditation give help', 'mind', 'mind give', 'mind give meditation', 'mind give meditation give', 'mind give meditation give help', 'give', 'give meditation', 'give meditation give', 'give meditation give help', 'meditation', 'meditation give', 'meditation give help', 'give', 'give help', 'help']",1,0,0,0,0,0,0,0,0,0,0.0314465408805031,0.0
131088,"Don?t make people wait, to only do absolutely nothing to help sick patients (as",1,people wait absolutely help sick patient,"['people', 'people wait', 'people wait absolutely', 'people wait absolutely help', 'people wait absolutely help sick', 'people wait absolutely help sick patient', 'wait', 'wait absolutely', 'wait absolutely help', 'wait absolutely help sick', 'wait absolutely help sick patient', 'absolutely', 'absolutely help', 'absolutely help sick', 'absolutely help sick patient', 'help', 'help sick', 'help sick patient', 'sick', 'sick patient', 'patient']",1,0,0,0,0,0,0,0,0,0,0.0505050505050505,0.0
108452,"He gives you ample opportunity to express your concerns and then gives his expert opinion, filling in gaps that you may not understand.",0,give ample opportunity express concern give expert opinion fill gap not understand,"['give', 'give ample', 'give ample opportunity', 'give ample opportunity express', 'give ample opportunity express concern', 'give ample opportunity express concern give', 'give ample opportunity express concern give expert', 'give ample opportunity express concern give expert opinion', 'give ample opportunity express concern give expert opinion fill', 'give ample opportunity express concern give expert opinion fill gap', 'give ample opportunity express concern give expert opinion fill gap not', 'give ample opportunity express concern give expert opinion fill gap not understand', 'ample', 'ample opportunity', 'ample opportunity express', 'ample opportunity express concern', 'ample opportunity express concern give', 'ample opportunity express concern give expert', 'ample opportunity express concern give expert opinion', 'ample opportunity express concern give expert opinion fill', 'ample opportunity express concern give expert opinion fill gap', 'ample opportunity express concern give expert opinion fill gap not', 'ample opportunity express concern give expert opinion fill gap not understand', 'opportunity', 'opportunity express', 'opportunity express concern', 'opportunity express concern give', 'opportunity express concern give expert', 'opportunity express concern give expert opinion', 'opportunity express concern give expert opinion fill', 'opportunity express concern give expert opinion fill gap', 'opportunity express concern give expert opinion fill gap not', 'opportunity express concern give expert opinion fill gap not understand', 'express', 'express concern', 'express concern give', 'express concern give expert', 'express concern give expert opinion', 'express concern give expert opinion fill', 'express concern give expert opinion fill gap', 'express concern give expert opinion fill gap not', 'express concern give expert opinion fill gap not understand', 'concern', 'concern give', 'concern give expert', 'concern give expert opinion', 'concern give expert opinion fill', 'concern give expert opinion fill gap', 'concern give expert opinion fill gap not', 'concern give expert opinion fill gap not understand', 'give', 'give expert', 'give expert opinion', 'give expert opinion fill', 'give expert opinion fill gap', 'give expert opinion fill gap not', 'give expert opinion fill gap not understand', 'expert', 'expert opinion', 'expert opinion fill', 'expert opinion fill gap', 'expert opinion fill gap not', 'expert opinion fill gap not understand', 'opinion', 'opinion fill', 'opinion fill gap', 'opinion fill gap not', 'opinion fill gap not understand', 'fill', 'fill gap', 'fill gap not', 'fill gap not understand', 'gap', 'gap not', 'gap not understand', 'not', 'not understand', 'understand']",0,0,0,1,0,0,0,0,0,0,0.0152905198776758,0.0
140581,"and the receptionist needs major help as there was no smile, not warm, just handed me the same paperwork to",1,reception need major help no smile not warm hand paperwork,"['reception', 'reception need', 'reception need major', 'reception need major help', 'reception need major help no', 'reception need major help no smile', 'reception need major help no smile not', 'reception need major help no smile not warm', 'reception need major help no smile not warm hand', 'reception need major help no smile not warm hand paperwork', 'need', 'need major', 'need major help', 'need major help no', 'need major help no smile', 'need major help no smile not', 'need major help no smile not warm', 'need major help no smile not warm hand', 'need major help no smile not warm hand paperwork', 'major', 'major help', 'major help no', 'major help no smile', 'major help no smile not', 'major help no smile not warm', 'major help no smile not warm hand', 'major help no smile not warm hand paperwork', 'help', 'help no', 'help no smile', 'help no smile not', 'help no smile not warm', 'help no smile not warm hand', 'help no smile not warm hand paperwork', 'no', 'no smile', 'no smile not', 'no smile not warm', 'no smile not warm hand', 'no smile not warm hand paperwork', 'smile', 'smile not', 'smile not warm', 'smile not warm hand', 'smile not warm hand paperwork', 'not', 'not warm', 'not warm hand', 'not warm hand paperwork', 'warm', 'warm hand', 'warm hand paperwork', 'hand', 'hand paperwork', 'paperwork']",1,0,0,0,0,0,0,0,0,0,0.0212765957446808,0.0
141822,The staff helped with all my skin care needs.,0,staff help skin care need,"['staff', 'staff help', 'staff help skin', 'staff help skin care', 'staff help skin care need', 'help', 'help skin', 'help skin care', 'help skin care need', 'skin', 'skin care', 'skin care need', 'care', 'care need', 'need']",1,0,0,0,0,0,0,0,0,0,0.0666666666666666,0.0
126138,and they left me without help and unable to speak to anyone at the clinic.,1,leave help unable speak clinic,"['leave', 'leave help', 'leave help unable', 'leave help unable speak', 'leave help unable speak clinic', 'help', 'help unable', 'help unable speak', 'help unable speak clinic', 'unable', 'unable speak', 'unable speak clinic', 'speak', 'speak clinic', 'clinic']",1,0,0,0,0,0,0,0,0,0,0.0666666666666666,0.0
71933,"Kambiz Behzadi, M.D. Listened to us and helped.",0,behzadi md listen help,"['behzadi', 'behzadi md', 'behzadi md listen', 'behzadi md listen help', 'md', 'md listen', 'md listen help', 'listen', 'listen help', 'help']",1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0
162258,so that I could address the damages elsewhere and helped cover my medical expenses.,1,address damage help cover medical expense,"['address', 'address damage', 'address damage help', 'address damage help cover', 'address damage help cover medical', 'address damage help cover medical expense', 'damage', 'damage help', 'damage help cover', 'damage help cover medical', 'damage help cover medical expense', 'help', 'help cover', 'help cover medical', 'help cover medical expense', 'cover', 'cover medical', 'cover medical expense', 'medical', 'medical expense', 'expense']",1,0,0,0,0,0,0,0,0,0,0.0505050505050505,0.0
61846,"Dedicated, easy to understand and takes time with his patients.",0,dedicate easy understand take time patient,"['dedicate', 'dedicate easy', 'dedicate easy understand', 'dedicate easy understand take', 'dedicate easy understand take time', 'dedicate easy understand take time patient', 'easy', 'easy understand', 'easy understand take', 'easy understand take time', 'easy understand take time patient', 'understand', 'understand take', 'understand take time', 'understand take time patient', 'take', 'take time', 'take time patient', 'time', 'time patient', 'patient']",0,0,0,1,0,0,0,0,0,0,0.0505050505050505,0.0
108664,I was surprised that he didn't try to force procedures or products on me and was considerate about moving forward with my options.,0,surprise try force procedure product considerate move forward option,"['surprise', 'surprise try', 'surprise try force', 'surprise try force procedure', 'surprise try force procedure product', 'surprise try force procedure product considerate', 'surprise try force procedure product considerate move', 'surprise try force procedure product considerate move forward', 'surprise try force procedure product considerate move forward option', 'try', 'try force', 'try force procedure', 'try force procedure product', 'try force procedure product considerate', 'try force procedure product considerate move', 'try force procedure product considerate move forward', 'try force procedure product considerate move forward option', 'force', 'force procedure', 'force procedure product', 'force procedure product considerate', 'force procedure product considerate move', 'force procedure product considerate move forward', 'force procedure product considerate move forward option', 'procedure', 'procedure product', 'procedure product considerate', 'procedure product considerate move', 'procedure product considerate move forward', 'procedure product considerate move forward option', 'product', 'product considerate', 'product considerate move', 'product considerate move forward', 'product considerate move forward option', 'considerate', 'considerate move', 'considerate move forward', 'considerate move forward option', 'move', 'move forward', 'move forward option', 'forward', 'forward option', 'option']",0,0,0,0,0,1,0,0,0,0,0.0256410256410256,0.0
132861,"and they will bend over backwards to help you with what you need, whether it be pt, surgery or meds.",0,bend backward help need surgery bed,"['bend', 'bend backward', 'bend backward help', 'bend backward help need', 'bend backward help need surgery', 'bend backward help need surgery bed', 'backward', 'backward help', 'backward help need', 'backward help need surgery', 'backward help need surgery bed', 'help', 'help need', 'help need surgery', 'help need surgery bed', 'need', 'need surgery', 'need surgery bed', 'surgery', 'surgery bed', 'bed']",1,0,0,0,0,0,0,0,0,0,0.0505050505050505,0.0
88042,Dr. Barnett help me to figure out why I was,0,help figure,"['help', 'help figure', 'figure']",1,0,0,0,0,0,0,0,0,0,0.1851851851851851,0.0
75945,with each visit Dr. Morris explained the procedure in depth and never hesitated to make sure I understood.,0,visit explain procedure depth hesitate sure understand,"['visit', 'visit explain', 'visit explain procedure', 'visit explain procedure depth', 'visit explain procedure depth hesitate', 'visit explain procedure depth hesitate sure', 'visit explain procedure depth hesitate sure understand', 'explain', 'explain procedure', 'explain procedure depth', 'explain procedure depth hesitate', 'explain procedure depth hesitate sure', 'explain procedure depth hesitate sure understand', 'procedure', 'procedure depth', 'procedure depth hesitate', 'procedure depth hesitate sure', 'procedure depth hesitate sure understand', 'depth', 'depth hesitate', 'depth hesitate sure', 'depth hesitate sure understand', 'hesitate', 'hesitate sure', 'hesitate sure understand', 'sure', 'sure understand', 'understand']",0,0,0,1,0,0,0,0,0,0,0.0393700787401574,0.0
64033,"If I have a question, he answers it and if I don't understand something, he explains it to me.",0,question answer understand explain,"['question', 'question answer', 'question answer understand', 'question answer understand explain', 'answer', 'answer understand', 'answer understand explain', 'understand', 'understand explain', 'explain']",0,0,0,1,0,0,0,0,0,0,0.0909090909090909,0.0
181730,"for osteo manipulation, he just understood how to vanquish knots and spasms and restore pain levels back to zero.",0,osteo manipulation understand beat knot spasm restore pain level,"['osteo', 'osteo manipulation', 'osteo manipulation understand', 'osteo manipulation understand beat', 'osteo manipulation understand beat knot', 'osteo manipulation understand beat knot spasm', 'osteo manipulation understand beat knot spasm restore', 'osteo manipulation understand beat knot spasm restore pain', 'osteo manipulation understand beat knot spasm restore pain level', 'manipulation', 'manipulation understand', 'manipulation understand beat', 'manipulation understand beat knot', 'manipulation understand beat knot spasm', 'manipulation understand beat knot spasm restore', 'manipulation understand beat knot spasm restore pain', 'manipulation understand beat knot spasm restore pain level', 'understand', 'understand beat', 'understand beat knot', 'understand beat knot spasm', 'understand beat knot spasm restore', 'understand beat knot spasm restore pain', 'understand beat knot spasm restore pain level', 'beat', 'beat knot', 'beat knot spasm', 'beat knot spasm restore', 'beat knot spasm restore pain', 'beat knot spasm restore pain level', 'knot', 'knot spasm', 'knot spasm restore', 'knot spasm restore pain', 'knot spasm restore pain level', 'spasm', 'spasm restore', 'spasm restore pain', 'spasm restore pain level', 'restore', 'restore pain', 'restore pain level', 'pain', 'pain level', 'level']",0,0,0,1,0,0,0,0,0,0,0.0256410256410256,0.0
139831,HE FIGURED OUT WHAT WAS WRONG AND EXPLAINED SO I COULD UNDERSTAND,0,figure wrong explain understand,"['figure', 'figure wrong', 'figure wrong explain', 'figure wrong explain understand', 'wrong', 'wrong explain', 'wrong explain understand', 'explain', 'explain understand', 'understand']",0,0,0,1,0,0,0,0,0,0,0.0909090909090909,0.0
180514,and helped me with the issue I went to the office for.,0,help issue go office,"['help', 'help issue', 'help issue go', 'help issue go office', 'issue', 'issue go', 'issue go office', 'go', 'go office', 'office']",1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0
60638,I was really happy the way she treated me respectfully and as an equal and she was able to explain things in laymen terms where I could understand,0,happy way treat respectfully equal able explain thing layman term understand,"['happy', 'happy way', 'happy way treat', 'happy way treat respectfully', 'happy way treat respectfully equal', 'happy way treat respectfully equal able', 'happy way treat respectfully equal able explain', 'happy way treat respectfully equal able explain thing', 'happy way treat respectfully equal able explain thing layman', 'happy way treat respectfully equal able explain thing layman term', 'happy way treat respectfully equal able explain thing layman term understand', 'way', 'way treat', 'way treat respectfully', 'way treat respectfully equal', 'way treat respectfully equal able', 'way treat respectfully equal able explain', 'way treat respectfully equal able explain thing', 'way treat respectfully equal able explain thing layman', 'way treat respectfully equal able explain thing layman term', 'way treat respectfully equal able explain thing layman term understand', 'treat', 'treat respectfully', 'treat respectfully equal', 'treat respectfully equal able', 'treat respectfully equal able explain', 'treat respectfully equal able explain thing', 'treat respectfully equal able explain thing layman', 'treat respectfully equal able explain thing layman term', 'treat respectfully equal able explain thing layman term understand', 'respectfully', 'respectfully equal', 'respectfully equal able', 'respectfully equal able explain', 'respectfully equal able explain thing', 'respectfully equal able explain thing layman', 'respectfully equal able explain thing layman term', 'respectfully equal able explain thing layman term understand', 'equal', 'equal able', 'equal able explain', 'equal able explain thing', 'equal able explain thing layman', 'equal able explain thing layman term', 'equal able explain thing layman term understand', 'able', 'able explain', 'able explain thing', 'able explain thing layman', 'able explain thing layman term', 'able explain thing layman term understand', 'explain', 'explain thing', 'explain thing layman', 'explain thing layman term', 'explain thing layman term understand', 'thing', 'thing layman', 'thing layman term', 'thing layman term understand', 'layman', 'layman term', 'layman term understand', 'term', 'term understand', 'understand']",0,0,0,1,0,0,0,0,0,0,0.017921146953405,0.0
118537,They help you feel comfortable and at ease.,0,help feel comfortable ease,"['help', 'help feel', 'help feel comfortable', 'help feel comfortable ease', 'feel', 'feel comfortable', 'feel comfortable ease', 'comfortable', 'comfortable ease', 'ease']",1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",1,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0
92154,"In addition, Dr Haber kelp in touch with me constantly,",0,addition help touch constantly,"['addition', 'addition help', 'addition help touch', 'addition help touch constantly', 'help', 'help touch', 'help touch constantly', 'touch', 'touch constantly', 'constantly']",1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0
113309,for treatment because of his experience and willingness to communicate and understand my situation.,0,treatment experience willingness communicate understand situation,"['treatment', 'treatment experience', 'treatment experience willingness', 'treatment experience willingness communicate', 'treatment experience willingness communicate understand', 'treatment experience willingness communicate understand situation', 'experience', 'experience willingness', 'experience willingness communicate', 'experience willingness communicate understand', 'experience willingness communicate understand situation', 'willingness', 'willingness communicate', 'willingness communicate understand', 'willingness communicate understand situation', 'communicate', 'communicate understand', 'communicate understand situation', 'understand', 'understand situation', 'situation']",0,0,0,1,0,0,0,0,0,0,0.0505050505050505,0.0
158692,so what you're really telling me is there is no doctor out there that can help me.,1,tell no doctor help,"['tell', 'tell no', 'tell no doctor', 'tell no doctor help', 'no', 'no doctor', 'no doctor help', 'doctor', 'doctor help', 'help']",1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0
179150,"Prior to surgery spent only a quick 5 minutes with him, was unsure if he understood my goals with the surgery.",1,prior surgery spend quick minute ensure understand goal surgery,"['prior', 'prior surgery', 'prior surgery spend', 'prior surgery spend quick', 'prior surgery spend quick minute', 'prior surgery spend quick minute ensure', 'prior surgery spend quick minute ensure understand', 'prior surgery spend quick minute ensure understand goal', 'prior surgery spend quick minute ensure understand goal surgery', 'surgery', 'surgery spend', 'surgery spend quick', 'surgery spend quick minute', 'surgery spend quick minute ensure', 'surgery spend quick minute ensure understand', 'surgery spend quick minute ensure understand goal', 'surgery spend quick minute ensure understand goal surgery', 'spend', 'spend quick', 'spend quick minute', 'spend quick minute ensure', 'spend quick minute ensure understand', 'spend quick minute ensure understand goal', 'spend quick minute ensure understand goal surgery', 'quick', 'quick minute', 'quick minute ensure', 'quick minute ensure understand', 'quick minute ensure understand goal', 'quick minute ensure understand goal surgery', 'minute', 'minute ensure', 'minute ensure understand', 'minute ensure understand goal', 'minute ensure understand goal surgery', 'ensure', 'ensure understand', 'ensure understand goal', 'ensure understand goal surgery', 'understand', 'understand goal', 'understand goal surgery', 'goal', 'goal surgery', 'surgery']",0,0,0,1,0,0,0,0,0,0,0.0256410256410256,0.0
114506,Rather then work with me to help me find ways to deal with the stress or things I could do to help myself.,1,work help find way deal stress thing help,"['work', 'work help', 'work help find', 'work help find way', 'work help find way deal', 'work help find way deal stress', 'work help find way deal stress thing', 'work help find way deal stress thing help', 'help', 'help find', 'help find way', 'help find way deal', 'help find way deal stress', 'help find way deal stress thing', 'help find way deal stress thing help', 'find', 'find way', 'find way deal', 'find way deal stress', 'find way deal stress thing', 'find way deal stress thing help', 'way', 'way deal', 'way deal stress', 'way deal stress thing', 'way deal stress thing help', 'deal', 'deal stress', 'deal stress thing', 'deal stress thing help', 'stress', 'stress thing', 'stress thing help', 'thing', 'thing help', 'help']",1,0,0,0,0,0,0,0,0,0,0.0314465408805031,0.0
104105,He does not give me an option to change my mind about signing the forms;,1,not option change mind sign form,"['not', 'not option', 'not option change', 'not option change mind', 'not option change mind sign', 'not option change mind sign form', 'option', 'option change', 'option change mind', 'option change mind sign', 'option change mind sign form', 'change', 'change mind', 'change mind sign', 'change mind sign form', 'mind', 'mind sign', 'mind sign form', 'sign', 'sign form', 'form']",0,0,0,0,0,1,0,0,0,0,0.0505050505050505,0.0
75565,"for a place to help me improve my body, my health and my life and I'm sure I found it.",0,place help better body health life sure find,"['place', 'place help', 'place help better', 'place help better body', 'place help better body health', 'place help better body health life', 'place help better body health life sure', 'place help better body health life sure find', 'help', 'help better', 'help better body', 'help better body health', 'help better body health life', 'help better body health life sure', 'help better body health life sure find', 'better', 'better body', 'better body health', 'better body health life', 'better body health life sure', 'better body health life sure find', 'body', 'body health', 'body health life', 'body health life sure', 'body health life sure find', 'health', 'health life', 'health life sure', 'health life sure find', 'life', 'life sure', 'life sure find', 'sure', 'sure find', 'find']",1,0,0,0,0,0,0,0,0,0,0.0314465408805031,0.0
143820,"Lauren gave me all options including possible side effects, expectations and usage.",0,laurel give option include possible effect expectation usage,"['laurel', 'laurel give', 'laurel give option', 'laurel give option include', 'laurel give option include possible', 'laurel give option include possible effect', 'laurel give option include possible effect expectation', 'laurel give option include possible effect expectation usage', 'give', 'give option', 'give option include', 'give option include possible', 'give option include possible effect', 'give option include possible effect expectation', 'give option include possible effect expectation usage', 'option', 'option include', 'option include possible', 'option include possible effect', 'option include possible effect expectation', 'option include possible effect expectation usage', 'include', 'include possible', 'include possible effect', 'include possible effect expectation', 'include possible effect expectation usage', 'possible', 'possible effect', 'possible effect expectation', 'possible effect expectation usage', 'effect', 'effect expectation', 'effect expectation usage', 'expectation', 'expectation usage', 'usage']",0,0,0,0,0,1,0,0,0,0,0.0314465408805031,0.0
164735,"To be very clear, I was treated 0%, I received what I consider to be zero help - there is no exaggeration.",1,clear treat receive consider help no exaggeration,"['clear', 'clear treat', 'clear treat receive', 'clear treat receive consider', 'clear treat receive consider help', 'clear treat receive consider help no', 'clear treat receive consider help no exaggeration', 'treat', 'treat receive', 'treat receive consider', 'treat receive consider help', 'treat receive consider help no', 'treat receive consider help no exaggeration', 'receive', 'receive consider', 'receive consider help', 'receive consider help no', 'receive consider help no exaggeration', 'consider', 'consider help', 'consider help no', 'consider help no exaggeration', 'help', 'help no', 'help no exaggeration', 'no', 'no exaggeration', 'exaggeration']",1,0,0,0,0,0,0,0,0,0,0.0393700787401574,0.0
