commentId,comment,classification,comment_processed,word_phrase_list,join,healthy,healthy skin,healthy skin club,healthy skin club happy,skin,skin club,skin club happy,club,club happy,happy,happy result,result,similarity_score
85134,"I cannot believe how great the outcome, how wonderful the Dr. is, how great the staff",0,believe great result fantastic dr great staff,"['believe', 'believe great', 'believe great result', 'believe great result fantastic', 'believe great result fantastic dr', 'believe great result fantastic dr great', 'believe great result fantastic dr great staff', 'great', 'great result', 'great result fantastic', 'great result fantastic dr', 'great result fantastic dr great', 'great result fantastic dr great staff', 'result', 'result fantastic', 'result fantastic dr', 'result fantastic dr great', 'result fantastic dr great staff', 'fantastic', 'fantastic dr', 'fantastic dr great', 'fantastic dr great staff', 'dr', 'dr great', 'dr great staff', 'great', 'great staff', 'staff']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
128252,I couldn't be happier even now 8  years later.,0,happy,['happy'],0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
92640,I'm completely satisfied with my results,0,m completely satisfy result,"['m', 'm completely', 'm completely satisfy', 'm completely satisfy result', 'completely', 'completely satisfy', 'completely satisfy result', 'satisfy', 'satisfy result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
178781,"and I went back to the office to let them know why I was not happy with my results, not",1,go office let know happy result,"['go', 'go office', 'go office let', 'go office let know', 'go office let know happy', 'go office let know happy result', 'office', 'office let', 'office let know', 'office let know happy', 'office let know happy result', 'let', 'let know', 'let know happy', 'let know happy result', 'know', 'know happy', 'know happy result', 'happy', 'happy result', 'result']",0,0,0,0,0,0,0,0,0,0,1,1,1,0.6
97055,Dr. Reichel promised me no risk of a negative outcome,0,promise risk negative result,"['promise', 'promise risk', 'promise risk negative', 'promise risk negative result', 'risk', 'risk negative', 'risk negative result', 'negative', 'negative result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
80367,and I couldn't be happier.,0,happy,['happy'],0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
188833,"After questioning, I received a cursory exam to include a blood draw whose results i have",1,question receive nursery examination include blood draw result,"['question', 'question receive', 'question receive nursery', 'question receive nursery examination', 'question receive nursery examination include', 'question receive nursery examination include blood', 'question receive nursery examination include blood draw', 'question receive nursery examination include blood draw result', 'receive', 'receive nursery', 'receive nursery examination', 'receive nursery examination include', 'receive nursery examination include blood', 'receive nursery examination include blood draw', 'receive nursery examination include blood draw result', 'nursery', 'nursery examination', 'nursery examination include', 'nursery examination include blood', 'nursery examination include blood draw', 'nursery examination include blood draw result', 'examination', 'examination include', 'examination include blood', 'examination include blood draw', 'examination include blood draw result', 'include', 'include blood', 'include blood draw', 'include blood draw result', 'blood', 'blood draw', 'blood draw result', 'draw', 'draw result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
90668,He gave me the natural results I was looking,0,give natural result look,"['give', 'give natural', 'give natural result', 'give natural result look', 'natural', 'natural result', 'natural result look', 'result', 'result look', 'look']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
141681,Dr. McGowan was courteous and patient in answering questions and presenting the results.,0,courteous patient answer question present result,"['courteous', 'courteous patient', 'courteous patient answer', 'courteous patient answer question', 'courteous patient answer question present', 'courteous patient answer question present result', 'patient', 'patient answer', 'patient answer question', 'patient answer question present', 'patient answer question present result', 'answer', 'answer question', 'answer question present', 'answer question present result', 'question', 'question present', 'question present result', 'present', 'present result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
115850,I have been seeing him every 2-3 weeks for the last 4 months and my skin has improved so much!,0,see skin improved,"['see', 'see skin', 'see skin improved', 'skin', 'skin improved', 'improved']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
124195,"In a few short months, my skin has been transformed.",0,skin transform,"['skin', 'skin transform', 'transform']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
188291,This is my 100% honest experience I wouldn't recommend this surgeon if you want real quality results.,1,honest experience recommend surgeon want real quality result,"['honest', 'honest experience', 'honest experience recommend', 'honest experience recommend surgeon', 'honest experience recommend surgeon want', 'honest experience recommend surgeon want real', 'honest experience recommend surgeon want real quality', 'honest experience recommend surgeon want real quality result', 'experience', 'experience recommend', 'experience recommend surgeon', 'experience recommend surgeon want', 'experience recommend surgeon want real', 'experience recommend surgeon want real quality', 'experience recommend surgeon want real quality result', 'recommend', 'recommend surgeon', 'recommend surgeon want', 'recommend surgeon want real', 'recommend surgeon want real quality', 'recommend surgeon want real quality result', 'surgeon', 'surgeon want', 'surgeon want real', 'surgeon want real quality', 'surgeon want real quality result', 'want', 'want real', 'want real quality', 'want real quality result', 'real', 'real quality', 'real quality result', 'quality', 'quality result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
178816,"and wearing lingerie/swimwear much of the time, this result was devastating to me not only aesthetically,",1,wear lingerieswimwear time result devastating aesthetically,"['wear', 'wear lingerieswimwear', 'wear lingerieswimwear time', 'wear lingerieswimwear time result', 'wear lingerieswimwear time result devastating', 'wear lingerieswimwear time result devastating aesthetically', 'lingerieswimwear', 'lingerieswimwear time', 'lingerieswimwear time result', 'lingerieswimwear time result devastating', 'lingerieswimwear time result devastating aesthetically', 'time', 'time result', 'time result devastating', 'time result devastating aesthetically', 'result', 'result devastating', 'result devastating aesthetically', 'devastating', 'devastating aesthetically', 'aesthetically']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
77401,So happy I followed my gut and went with Dr. Teitelbaum.,0,happy follow gut go dr teitelbaum,"['happy', 'happy follow', 'happy follow gut', 'happy follow gut go', 'happy follow gut go dr', 'happy follow gut go dr teitelbaum', 'follow', 'follow gut', 'follow gut go', 'follow gut go dr', 'follow gut go dr teitelbaum', 'gut', 'gut go', 'gut go dr', 'gut go dr teitelbaum', 'go', 'go dr', 'go dr teitelbaum', 'dr', 'dr teitelbaum', 'teitelbaum']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
141822,The staff helped with all my skin care needs.,0,staff help skin care need,"['staff', 'staff help', 'staff help skin', 'staff help skin care', 'staff help skin care need', 'help', 'help skin', 'help skin care', 'help skin care need', 'skin', 'skin care', 'skin care need', 'care', 'care need', 'need']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
107504,I had a mini tummy tuck and liposuction done 6 months ago and I love the results.,0,mind mummy tuck liposuction love result,"['mind', 'mind mummy', 'mind mummy tuck', 'mind mummy tuck liposuction', 'mind mummy tuck liposuction love', 'mind mummy tuck liposuction love result', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction love', 'mummy tuck liposuction love result', 'tuck', 'tuck liposuction', 'tuck liposuction love', 'tuck liposuction love result', 'liposuction', 'liposuction love', 'liposuction love result', 'love', 'love result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
100478,for the rewarding outcome of my procedure and Dr. White's artistry and compassion.,0,reward result procedure dr white artistic compassion,"['reward', 'reward result', 'reward result procedure', 'reward result procedure dr', 'reward result procedure dr white', 'reward result procedure dr white artistic', 'reward result procedure dr white artistic compassion', 'result', 'result procedure', 'result procedure dr', 'result procedure dr white', 'result procedure dr white artistic', 'result procedure dr white artistic compassion', 'procedure', 'procedure dr', 'procedure dr white', 'procedure dr white artistic', 'procedure dr white artistic compassion', 'dr', 'dr white', 'dr white artistic', 'dr white artistic compassion', 'white', 'white artistic', 'white artistic compassion', 'artistic', 'artistic compassion', 'compassion']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
131673,I am only 2 weeks post-op and I could not be any happier with my results this far.,0,rostov happy result far,"['rostov', 'rostov happy', 'rostov happy result', 'rostov happy result far', 'happy', 'happy result', 'happy result far', 'result', 'result far', 'far']",0,0,0,0,0,0,0,0,0,0,1,1,1,0.6
178433,I had PRP with Dr. Wise the results look fantastic I'm so happy.,0,pp dr wise result look fantastic m happy,"['pp', 'pp dr', 'pp dr wise', 'pp dr wise result', 'pp dr wise result look', 'pp dr wise result look fantastic', 'pp dr wise result look fantastic m', 'pp dr wise result look fantastic m happy', 'dr', 'dr wise', 'dr wise result', 'dr wise result look', 'dr wise result look fantastic', 'dr wise result look fantastic m', 'dr wise result look fantastic m happy', 'wise', 'wise result', 'wise result look', 'wise result look fantastic', 'wise result look fantastic m', 'wise result look fantastic m happy', 'result', 'result look', 'result look fantastic', 'result look fantastic m', 'result look fantastic m happy', 'look', 'look fantastic', 'look fantastic m', 'look fantastic m happy', 'fantastic', 'fantastic m', 'fantastic m happy', 'm', 'm happy', 'happy']",0,0,0,0,0,0,0,0,0,0,1,0,1,0.3999999999999999
138848,The results from the precise and artistic expertise of Michelle's experience transforms my face!,0,result precise artistic expertness michelles experience transform face,"['result', 'result precise', 'result precise artistic', 'result precise artistic expertness', 'result precise artistic expertness michelles', 'result precise artistic expertness michelles experience', 'result precise artistic expertness michelles experience transform', 'result precise artistic expertness michelles experience transform face', 'precise', 'precise artistic', 'precise artistic expertness', 'precise artistic expertness michelles', 'precise artistic expertness michelles experience', 'precise artistic expertness michelles experience transform', 'precise artistic expertness michelles experience transform face', 'artistic', 'artistic expertness', 'artistic expertness michelles', 'artistic expertness michelles experience', 'artistic expertness michelles experience transform', 'artistic expertness michelles experience transform face', 'expertness', 'expertness michelles', 'expertness michelles experience', 'expertness michelles experience transform', 'expertness michelles experience transform face', 'michelles', 'michelles experience', 'michelles experience transform', 'michelles experience transform face', 'experience', 'experience transform', 'experience transform face', 'transform', 'transform face', 'face']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
92576,"Dr. Jacobsen was prompt and, even though the skin graft did not take, he did everything he could to rectify the situation.",0,prompt skin graft rectify situation,"['prompt', 'prompt skin', 'prompt skin graft', 'prompt skin graft rectify', 'prompt skin graft rectify situation', 'skin', 'skin graft', 'skin graft rectify', 'skin graft rectify situation', 'graft', 'graft rectify', 'graft rectify situation', 'rectify', 'rectify situation', 'situation']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
126109,I would like to thank him a thousand times for his outstanding job and how happy I am with the results.,0,like thank time outstanding job happy result,"['like', 'like thank', 'like thank time', 'like thank time outstanding', 'like thank time outstanding job', 'like thank time outstanding job happy', 'like thank time outstanding job happy result', 'thank', 'thank time', 'thank time outstanding', 'thank time outstanding job', 'thank time outstanding job happy', 'thank time outstanding job happy result', 'time', 'time outstanding', 'time outstanding job', 'time outstanding job happy', 'time outstanding job happy result', 'outstanding', 'outstanding job', 'outstanding job happy', 'outstanding job happy result', 'job', 'job happy', 'job happy result', 'happy', 'happy result', 'result']",0,0,0,0,0,0,0,0,0,0,1,1,1,0.6
142895,Needless to say I?m very happy.,0,needle m happy,"['needle', 'needle m', 'needle m happy', 'm', 'm happy', 'happy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
157078,I go to the club now feeling like I was in my 20s and I just love all the attention I am getting.,0,club feel like s love attention get,"['club', 'club feel', 'club feel like', 'club feel like s', 'club feel like s love', 'club feel like s love attention', 'club feel like s love attention get', 'feel', 'feel like', 'feel like s', 'feel like s love', 'feel like s love attention', 'feel like s love attention get', 'like', 'like s', 'like s love', 'like s love attention', 'like s love attention get', 's', 's love', 's love attention', 's love attention get', 'love', 'love attention', 'love attention get', 'attention', 'attention get', 'get']",0,0,0,0,0,0,0,0,1,0,0,0,0,0.2
93706,In The Skin Center's defense they refunded my money...,0,skin center defense refuse money,"['skin', 'skin center', 'skin center defense', 'skin center defense refuse', 'skin center defense refuse money', 'center', 'center defense', 'center defense refuse', 'center defense refuse money', 'defense', 'defense refuse', 'defense refuse money', 'refuse', 'refuse money', 'money']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
144609,Mostly just upset that I did not get the results I wanted.,1,upset result want,"['upset', 'upset result', 'upset result want', 'result', 'result want', 'want']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
135177,"People here are happy, feeling well, living with real hope.",0,people happy feel living real hope,"['people', 'people happy', 'people happy feel', 'people happy feel living', 'people happy feel living real', 'people happy feel living real hope', 'happy', 'happy feel', 'happy feel living', 'happy feel living real', 'happy feel living real hope', 'feel', 'feel living', 'feel living real', 'feel living real hope', 'living', 'living real', 'living real hope', 'real', 'real hope', 'hope']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
162379,"I was nervous about the procedure, the recovery and the results.",1,nervous procedure recovery result,"['nervous', 'nervous procedure', 'nervous procedure recovery', 'nervous procedure recovery result', 'procedure', 'procedure recovery', 'procedure recovery result', 'recovery', 'recovery result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
156440,"and lumps from the damage of liposuction. ""Celebrity arms"" Pff the name sounds nice unfortunately the outcome is poor.",1,lump damage liposuction celebrity arm sound nice unfortunately result poor,"['lump', 'lump damage', 'lump damage liposuction', 'lump damage liposuction celebrity', 'lump damage liposuction celebrity arm', 'lump damage liposuction celebrity arm sound', 'lump damage liposuction celebrity arm sound nice', 'lump damage liposuction celebrity arm sound nice unfortunately', 'lump damage liposuction celebrity arm sound nice unfortunately result', 'lump damage liposuction celebrity arm sound nice unfortunately result poor', 'damage', 'damage liposuction', 'damage liposuction celebrity', 'damage liposuction celebrity arm', 'damage liposuction celebrity arm sound', 'damage liposuction celebrity arm sound nice', 'damage liposuction celebrity arm sound nice unfortunately', 'damage liposuction celebrity arm sound nice unfortunately result', 'damage liposuction celebrity arm sound nice unfortunately result poor', 'liposuction', 'liposuction celebrity', 'liposuction celebrity arm', 'liposuction celebrity arm sound', 'liposuction celebrity arm sound nice', 'liposuction celebrity arm sound nice unfortunately', 'liposuction celebrity arm sound nice unfortunately result', 'liposuction celebrity arm sound nice unfortunately result poor', 'celebrity', 'celebrity arm', 'celebrity arm sound', 'celebrity arm sound nice', 'celebrity arm sound nice unfortunately', 'celebrity arm sound nice unfortunately result', 'celebrity arm sound nice unfortunately result poor', 'arm', 'arm sound', 'arm sound nice', 'arm sound nice unfortunately', 'arm sound nice unfortunately result', 'arm sound nice unfortunately result poor', 'sound', 'sound nice', 'sound nice unfortunately', 'sound nice unfortunately result', 'sound nice unfortunately result poor', 'nice', 'nice unfortunately', 'nice unfortunately result', 'nice unfortunately result poor', 'unfortunately', 'unfortunately result', 'unfortunately result poor', 'result', 'result poor', 'poor']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
114780,It tightened the skin on my neck and I didn?t have the bad experience some folks had.,0,tighten skin neck bad experience folk,"['tighten', 'tighten skin', 'tighten skin neck', 'tighten skin neck bad', 'tighten skin neck bad experience', 'tighten skin neck bad experience folk', 'skin', 'skin neck', 'skin neck bad', 'skin neck bad experience', 'skin neck bad experience folk', 'neck', 'neck bad', 'neck bad experience', 'neck bad experience folk', 'bad', 'bad experience', 'bad experience folk', 'experience', 'experience folk', 'folk']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
173716,I am so happy to see again.,0,happy,['happy'],0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
95546,Sooo happy with my lip fillers and I can't wait to go back,0,soon happy lip tiller wait,"['soon', 'soon happy', 'soon happy lip', 'soon happy lip tiller', 'soon happy lip tiller wait', 'happy', 'happy lip', 'happy lip tiller', 'happy lip tiller wait', 'lip', 'lip tiller', 'lip tiller wait', 'tiller', 'tiller wait', 'wait']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
60223,I am completely happy with the service,0,completely happy service,"['completely', 'completely happy', 'completely happy service', 'happy', 'happy service', 'service']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
148094,and you get to discuss those results with a Nurse Practitioner in a thorough consultation which is so helpful!,0,discus result nurse practitioner thorough consultation helpful,"['discus', 'discus result', 'discus result nurse', 'discus result nurse practitioner', 'discus result nurse practitioner thorough', 'discus result nurse practitioner thorough consultation', 'discus result nurse practitioner thorough consultation helpful', 'result', 'result nurse', 'result nurse practitioner', 'result nurse practitioner thorough', 'result nurse practitioner thorough consultation', 'result nurse practitioner thorough consultation helpful', 'nurse', 'nurse practitioner', 'nurse practitioner thorough', 'nurse practitioner thorough consultation', 'nurse practitioner thorough consultation helpful', 'practitioner', 'practitioner thorough', 'practitioner thorough consultation', 'practitioner thorough consultation helpful', 'thorough', 'thorough consultation', 'thorough consultation helpful', 'consultation', 'consultation helpful', 'helpful']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
131120,"I had an otoplasty procedure done, and I could not be happier.",0,otoplasty procedure happy,"['otoplasty', 'otoplasty procedure', 'otoplasty procedure happy', 'procedure', 'procedure happy', 'happy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly pain', 'need corrective work eyelid droop eyelash go smoothly pain fantastic', 'need corrective work eyelid droop eyelash go smoothly pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly pain', 'corrective work eyelid droop eyelash go smoothly pain fantastic', 'corrective work eyelid droop eyelash go smoothly pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly pain', 'work eyelid droop eyelash go smoothly pain fantastic', 'work eyelid droop eyelash go smoothly pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly pain', 'eyelid droop eyelash go smoothly pain fantastic', 'eyelid droop eyelash go smoothly pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly pain', 'droop eyelash go smoothly pain fantastic', 'droop eyelash go smoothly pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly pain', 'eyelash go smoothly pain fantastic', 'eyelash go smoothly pain fantastic result', 'go', 'go smoothly', 'go smoothly pain', 'go smoothly pain fantastic', 'go smoothly pain fantastic result', 'smoothly', 'smoothly pain', 'smoothly pain fantastic', 'smoothly pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
83272,"so delighted with the outcome, and the compliments that I am receiving all the time on my new smile.",0,delight result compliment receive time new smile,"['delight', 'delight result', 'delight result compliment', 'delight result compliment receive', 'delight result compliment receive time', 'delight result compliment receive time new', 'delight result compliment receive time new smile', 'result', 'result compliment', 'result compliment receive', 'result compliment receive time', 'result compliment receive time new', 'result compliment receive time new smile', 'compliment', 'compliment receive', 'compliment receive time', 'compliment receive time new', 'compliment receive time new smile', 'receive', 'receive time', 'receive time new', 'receive time new smile', 'time', 'time new', 'time new smile', 'new', 'new smile', 'smile']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
83041,My skin looks and feels fantastic,0,skin look feel fantastic,"['skin', 'skin look', 'skin look feel', 'skin look feel fantastic', 'look', 'look feel', 'look feel fantastic', 'feel', 'feel fantastic', 'fantastic']",0,0,0,0,0,1,0,0,0,0,0,0,0,0.2
116865,I felt terrible about the reschedule but she was happy to hear about why and wished me lots of luck.,0,feel terrible schedule happy hear wish lot fortune,"['feel', 'feel terrible', 'feel terrible schedule', 'feel terrible schedule happy', 'feel terrible schedule happy hear', 'feel terrible schedule happy hear wish', 'feel terrible schedule happy hear wish lot', 'feel terrible schedule happy hear wish lot fortune', 'terrible', 'terrible schedule', 'terrible schedule happy', 'terrible schedule happy hear', 'terrible schedule happy hear wish', 'terrible schedule happy hear wish lot', 'terrible schedule happy hear wish lot fortune', 'schedule', 'schedule happy', 'schedule happy hear', 'schedule happy hear wish', 'schedule happy hear wish lot', 'schedule happy hear wish lot fortune', 'happy', 'happy hear', 'happy hear wish', 'happy hear wish lot', 'happy hear wish lot fortune', 'hear', 'hear wish', 'hear wish lot', 'hear wish lot fortune', 'wish', 'wish lot', 'wish lot fortune', 'lot', 'lot fortune', 'fortune']",0,0,0,0,0,0,0,0,0,0,1,0,0,0.2
153267,from there with an awful results due to the inexperience level of the staff.,1,awful result inexperience level staff,"['awful', 'awful result', 'awful result inexperience', 'awful result inexperience level', 'awful result inexperience level staff', 'result', 'result inexperience', 'result inexperience level', 'result inexperience level staff', 'inexperience', 'inexperience level', 'inexperience level staff', 'level', 'level staff', 'staff']",0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
