commentId,comment,classification,comment_processed,word_phrase_list,pass,bougainvillea,clinic,little,little costly,costly,similarity_score
136036,The first few days of wearing the orthotics was a little annoying,1,wear orthotics little annoying,"['wear', 'wear orthotics', 'wear orthotics little', 'wear orthotics little annoying', 'orthotics', 'orthotics little', 'orthotics little annoying', 'little', 'little annoying', 'annoying']",0,0,0,1,0,0,0.2631578947368421
123340,"Honestly, your whole story makes little sense.",1,honestly story make little sense,"['honestly', 'honestly story', 'honestly story make', 'honestly story make little', 'honestly story make little sense', 'story', 'story make', 'story make little', 'story make little sense', 'make', 'make little', 'make little sense', 'little', 'little sense', 'sense']",0,0,0,1,0,0,0.2631578947368421
126138,and they left me without help and unable to speak to anyone at the clinic.,1,leave help unable speak clinic,"['leave', 'leave help', 'leave help unable', 'leave help unable speak', 'leave help unable speak clinic', 'help', 'help unable', 'help unable speak', 'help unable speak clinic', 'unable', 'unable speak', 'unable speak clinic', 'speak', 'speak clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
122577,The clinic was super clean and everyone was friendly and understanding to the fact that I was late and the weather sucked.,0,clinic super clean friendly understanding fact late weather suck,"['clinic', 'clinic super', 'clinic super clean', 'clinic super clean friendly', 'clinic super clean friendly understanding', 'clinic super clean friendly understanding fact', 'clinic super clean friendly understanding fact late', 'clinic super clean friendly understanding fact late weather', 'clinic super clean friendly understanding fact late weather suck', 'super', 'super clean', 'super clean friendly', 'super clean friendly understanding', 'super clean friendly understanding fact', 'super clean friendly understanding fact late', 'super clean friendly understanding fact late weather', 'super clean friendly understanding fact late weather suck', 'clean', 'clean friendly', 'clean friendly understanding', 'clean friendly understanding fact', 'clean friendly understanding fact late', 'clean friendly understanding fact late weather', 'clean friendly understanding fact late weather suck', 'friendly', 'friendly understanding', 'friendly understanding fact', 'friendly understanding fact late', 'friendly understanding fact late weather', 'friendly understanding fact late weather suck', 'understanding', 'understanding fact', 'understanding fact late', 'understanding fact late weather', 'understanding fact late weather suck', 'fact', 'fact late', 'fact late weather', 'fact late weather suck', 'late', 'late weather', 'late weather suck', 'weather', 'weather suck', 'suck']",0,0,1,0,0,0,0.2631578947368421
57692,"For the visit nothing, but the payments for my treatments come in such little pieces. ",1,visit payment treatment come little piece,"['visit', 'visit payment', 'visit payment treatment', 'visit payment treatment come', 'visit payment treatment come little', 'visit payment treatment come little piece', 'payment', 'payment treatment', 'payment treatment come', 'payment treatment come little', 'payment treatment come little piece', 'treatment', 'treatment come', 'treatment come little', 'treatment come little piece', 'come', 'come little', 'come little piece', 'little', 'little piece', 'piece']",0,0,0,1,0,0,0.2631578947368421
123507,I am still fighting a little infection complete with wound draining and packing that has had to extend my leave of absence from work.,1,fight little infection complete wound drain pack extend leave absence work,"['fight', 'fight little', 'fight little infection', 'fight little infection complete', 'fight little infection complete wound', 'fight little infection complete wound drain', 'fight little infection complete wound drain pack', 'fight little infection complete wound drain pack extend', 'fight little infection complete wound drain pack extend leave', 'fight little infection complete wound drain pack extend leave absence', 'fight little infection complete wound drain pack extend leave absence work', 'little', 'little infection', 'little infection complete', 'little infection complete wound', 'little infection complete wound drain', 'little infection complete wound drain pack', 'little infection complete wound drain pack extend', 'little infection complete wound drain pack extend leave', 'little infection complete wound drain pack extend leave absence', 'little infection complete wound drain pack extend leave absence work', 'infection', 'infection complete', 'infection complete wound', 'infection complete wound drain', 'infection complete wound drain pack', 'infection complete wound drain pack extend', 'infection complete wound drain pack extend leave', 'infection complete wound drain pack extend leave absence', 'infection complete wound drain pack extend leave absence work', 'complete', 'complete wound', 'complete wound drain', 'complete wound drain pack', 'complete wound drain pack extend', 'complete wound drain pack extend leave', 'complete wound drain pack extend leave absence', 'complete wound drain pack extend leave absence work', 'wound', 'wound drain', 'wound drain pack', 'wound drain pack extend', 'wound drain pack extend leave', 'wound drain pack extend leave absence', 'wound drain pack extend leave absence work', 'drain', 'drain pack', 'drain pack extend', 'drain pack extend leave', 'drain pack extend leave absence', 'drain pack extend leave absence work', 'pack', 'pack extend', 'pack extend leave', 'pack extend leave absence', 'pack extend leave absence work', 'extend', 'extend leave', 'extend leave absence', 'extend leave absence work', 'leave', 'leave absence', 'leave absence work', 'absence', 'absence work', 'work']",0,0,0,1,0,0,0.2631578947368421
68707,Little waiting.,0,little wait,"['little', 'little wait', 'wait']",0,0,0,1,0,0,0.2631578947368421
160354,"I was a little discouraged the first month with blurriness,",1,little discourage indistinctness,"['little', 'little discourage', 'little discourage indistinctness', 'discourage', 'discourage indistinctness', 'indistinctness']",0,0,0,1,0,0,0.2631578947368421
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great have', 'have surgery center right office great have big', 'have surgery center right office great have big hospital', 'have surgery center right office great have big hospital clinic', 'have surgery center right office great have big hospital clinic procedure', 'have surgery center right office great have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great have', 'surgery center right office great have big', 'surgery center right office great have big hospital', 'surgery center right office great have big hospital clinic', 'surgery center right office great have big hospital clinic procedure', 'surgery center right office great have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great have', 'center right office great have big', 'center right office great have big hospital', 'center right office great have big hospital clinic', 'center right office great have big hospital clinic procedure', 'center right office great have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great have', 'right office great have big', 'right office great have big hospital', 'right office great have big hospital clinic', 'right office great have big hospital clinic procedure', 'right office great have big hospital clinic procedure convenient', 'office', 'office great', 'office great have', 'office great have big', 'office great have big hospital', 'office great have big hospital clinic', 'office great have big hospital clinic procedure', 'office great have big hospital clinic procedure convenient', 'great', 'great have', 'great have big', 'great have big hospital', 'great have big hospital clinic', 'great have big hospital clinic procedure', 'great have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,0,1,0,0,0,0.2631578947368421
131781,"In particular, little wrinkles around my mouth are all but invisible.",0,particular little wrinkle mouth invisible,"['particular', 'particular little', 'particular little wrinkle', 'particular little wrinkle mouth', 'particular little wrinkle mouth invisible', 'little', 'little wrinkle', 'little wrinkle mouth', 'little wrinkle mouth invisible', 'wrinkle', 'wrinkle mouth', 'wrinkle mouth invisible', 'mouth', 'mouth invisible', 'invisible']",0,0,0,1,0,0,0.2631578947368421
89739,I had very little pain after and it was great coming back to the office,0,little pain great come office,"['little', 'little pain', 'little pain great', 'little pain great come', 'little pain great come office', 'pain', 'pain great', 'pain great come', 'pain great come office', 'great', 'great come', 'great come office', 'come', 'come office', 'office']",0,0,0,1,0,0,0.2631578947368421
82808,"I HAVE GONE FROM LITTLE TO NO CONFIDENCE, TO IT NOW BEING THRU THE ROOF.",0,go little confidence thousand roof,"['go', 'go little', 'go little confidence', 'go little confidence thousand', 'go little confidence thousand roof', 'little', 'little confidence', 'little confidence thousand', 'little confidence thousand roof', 'confidence', 'confidence thousand', 'confidence thousand roof', 'thousand', 'thousand roof', 'roof']",0,0,0,1,0,0,0.2631578947368421
105272,"and with a little makeup on a few bruised areas, my sisters could not see stitched areas without close inspection.",0,little bruise area sister sew area close inspection,"['little', 'little bruise', 'little bruise area', 'little bruise area sister', 'little bruise area sister sew', 'little bruise area sister sew area', 'little bruise area sister sew area close', 'little bruise area sister sew area close inspection', 'bruise', 'bruise area', 'bruise area sister', 'bruise area sister sew', 'bruise area sister sew area', 'bruise area sister sew area close', 'bruise area sister sew area close inspection', 'area', 'area sister', 'area sister sew', 'area sister sew area', 'area sister sew area close', 'area sister sew area close inspection', 'sister', 'sister sew', 'sister sew area', 'sister sew area close', 'sister sew area close inspection', 'sew', 'sew area', 'sew area close', 'sew area close inspection', 'area', 'area close', 'area close inspection', 'close', 'close inspection', 'inspection']",0,0,0,1,0,0,0.2631578947368421
173455,"and you live on the Peninsula or even in the city, I highly recommend that you visit the Allergy and Asthma Clinic.",0,live peninsula city highly recommend visit clergy asthma clinic,"['live', 'live peninsula', 'live peninsula city', 'live peninsula city highly', 'live peninsula city highly recommend', 'live peninsula city highly recommend visit', 'live peninsula city highly recommend visit clergy', 'live peninsula city highly recommend visit clergy asthma', 'live peninsula city highly recommend visit clergy asthma clinic', 'peninsula', 'peninsula city', 'peninsula city highly', 'peninsula city highly recommend', 'peninsula city highly recommend visit', 'peninsula city highly recommend visit clergy', 'peninsula city highly recommend visit clergy asthma', 'peninsula city highly recommend visit clergy asthma clinic', 'city', 'city highly', 'city highly recommend', 'city highly recommend visit', 'city highly recommend visit clergy', 'city highly recommend visit clergy asthma', 'city highly recommend visit clergy asthma clinic', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit clergy', 'highly recommend visit clergy asthma', 'highly recommend visit clergy asthma clinic', 'recommend', 'recommend visit', 'recommend visit clergy', 'recommend visit clergy asthma', 'recommend visit clergy asthma clinic', 'visit', 'visit clergy', 'visit clergy asthma', 'visit clergy asthma clinic', 'clergy', 'clergy asthma', 'clergy asthma clinic', 'asthma', 'asthma clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
96409,"At the consultation, I and his team had a little bit of miscommunication,",1,consultation team little bit miscommunication,"['consultation', 'consultation team', 'consultation team little', 'consultation team little bit', 'consultation team little bit miscommunication', 'team', 'team little', 'team little bit', 'team little bit miscommunication', 'little', 'little bit', 'little bit miscommunication', 'bit', 'bit miscommunication', 'miscommunication']",0,0,0,1,0,0,0.2631578947368421
172754,Clinic could do a better job just updating patients waiting if there will be a delay beyond 15-20 minutes .,1,clinic good job date patient wait delay minute,"['clinic', 'clinic good', 'clinic good job', 'clinic good job date', 'clinic good job date patient', 'clinic good job date patient wait', 'clinic good job date patient wait delay', 'clinic good job date patient wait delay minute', 'good', 'good job', 'good job date', 'good job date patient', 'good job date patient wait', 'good job date patient wait delay', 'good job date patient wait delay minute', 'job', 'job date', 'job date patient', 'job date patient wait', 'job date patient wait delay', 'job date patient wait delay minute', 'date', 'date patient', 'date patient wait', 'date patient wait delay', 'date patient wait delay minute', 'patient', 'patient wait', 'patient wait delay', 'patient wait delay minute', 'wait', 'wait delay', 'wait delay minute', 'delay', 'delay minute', 'minute']",0,0,1,0,0,0,0.2631578947368421
129236,and getting passed around to PTs and UNM who wouldn't even look at my MRI for 3 months.,1,get pass united nations look mister,"['get', 'get pass', 'get pass united', 'get pass united nations', 'get pass united nations look', 'get pass united nations look mister', 'pass', 'pass united', 'pass united nations', 'pass united nations look', 'pass united nations look mister', 'united', 'united nations', 'united nations look', 'united nations look mister', 'nations', 'nations look', 'nations look mister', 'look', 'look mister', 'mister']",1,0,0,0,0,0,0.2631578947368421
76820,My son has been going to the Florence location a little over 3 years and we love this place.,0,son go florence location little love place,"['son', 'son go', 'son go florence', 'son go florence location', 'son go florence location little', 'son go florence location little love', 'son go florence location little love place', 'go', 'go florence', 'go florence location', 'go florence location little', 'go florence location little love', 'go florence location little love place', 'florence', 'florence location', 'florence location little', 'florence location little love', 'florence location little love place', 'location', 'location little', 'location little love', 'location little love place', 'little', 'little love', 'little love place', 'love', 'love place', 'place']",0,0,0,1,0,0,0.2631578947368421
123683,"Procedure went as planned, great result, very little down time.",0,procedure go plan great result little time,"['procedure', 'procedure go', 'procedure go plan', 'procedure go plan great', 'procedure go plan great result', 'procedure go plan great result little', 'procedure go plan great result little time', 'go', 'go plan', 'go plan great', 'go plan great result', 'go plan great result little', 'go plan great result little time', 'plan', 'plan great', 'plan great result', 'plan great result little', 'plan great result little time', 'great', 'great result', 'great result little', 'great result little time', 'result', 'result little', 'result little time', 'little', 'little time', 'time']",0,0,0,1,0,0,0.2631578947368421
91220,However I have not found a clinic on par with this so it's been worth the time and expense,0,find clinic par worth time expense,"['find', 'find clinic', 'find clinic par', 'find clinic par worth', 'find clinic par worth time', 'find clinic par worth time expense', 'clinic', 'clinic par', 'clinic par worth', 'clinic par worth time', 'clinic par worth time expense', 'par', 'par worth', 'par worth time', 'par worth time expense', 'worth', 'worth time', 'worth time expense', 'time', 'time expense', 'expense']",0,0,1,0,0,0,0.2631578947368421
129795,"I can finally lay down even on my stomach with little discomfort, and I can move a lot more than before.",0,finally lay stomach little discomfort lot,"['finally', 'finally lay', 'finally lay stomach', 'finally lay stomach little', 'finally lay stomach little discomfort', 'finally lay stomach little discomfort lot', 'lay', 'lay stomach', 'lay stomach little', 'lay stomach little discomfort', 'lay stomach little discomfort lot', 'stomach', 'stomach little', 'stomach little discomfort', 'stomach little discomfort lot', 'little', 'little discomfort', 'little discomfort lot', 'discomfort', 'discomfort lot', 'lot']",0,0,0,1,0,0,0.2631578947368421
160552,because we were waiting on the clinic to provide us with the documentation that needed signatures in order to proceed.,1,wait clinic provide documentation need signature order proceed,"['wait', 'wait clinic', 'wait clinic provide', 'wait clinic provide documentation', 'wait clinic provide documentation need', 'wait clinic provide documentation need signature', 'wait clinic provide documentation need signature order', 'wait clinic provide documentation need signature order proceed', 'clinic', 'clinic provide', 'clinic provide documentation', 'clinic provide documentation need', 'clinic provide documentation need signature', 'clinic provide documentation need signature order', 'clinic provide documentation need signature order proceed', 'provide', 'provide documentation', 'provide documentation need', 'provide documentation need signature', 'provide documentation need signature order', 'provide documentation need signature order proceed', 'documentation', 'documentation need', 'documentation need signature', 'documentation need signature order', 'documentation need signature order proceed', 'need', 'need signature', 'need signature order', 'need signature order proceed', 'signature', 'signature order', 'signature order proceed', 'order', 'order proceed', 'proceed']",0,0,1,0,0,0,0.2631578947368421
160230,"Don't trust these roadside ""clinics"" PLEASE invest in your skin and the doctor you choose.",1,trust wayside clinic invest skin doctor choose,"['trust', 'trust wayside', 'trust wayside clinic', 'trust wayside clinic invest', 'trust wayside clinic invest skin', 'trust wayside clinic invest skin doctor', 'trust wayside clinic invest skin doctor choose', 'wayside', 'wayside clinic', 'wayside clinic invest', 'wayside clinic invest skin', 'wayside clinic invest skin doctor', 'wayside clinic invest skin doctor choose', 'clinic', 'clinic invest', 'clinic invest skin', 'clinic invest skin doctor', 'clinic invest skin doctor choose', 'invest', 'invest skin', 'invest skin doctor', 'invest skin doctor choose', 'skin', 'skin doctor', 'skin doctor choose', 'doctor', 'doctor choose', 'choose']",0,0,1,0,0,0,0.2631578947368421
107690,I was out of work one week and had very little pain.,0,work little pain,"['work', 'work little', 'work little pain', 'little', 'little pain', 'pain']",0,0,0,1,0,0,0.2631578947368421
110241,I walked in and out of his clinic in about an hour then went to work the next day.,0,walk clinic go work,"['walk', 'walk clinic', 'walk clinic go', 'walk clinic go work', 'clinic', 'clinic go', 'clinic go work', 'go', 'go work', 'work']",0,0,1,0,0,0,0.2631578947368421
126233,Was a little rushed but overall it was good.,0,little rush overall good,"['little', 'little rush', 'little rush overall', 'little rush overall good', 'rush', 'rush overall', 'rush overall good', 'overall', 'overall good', 'good']",0,0,0,1,0,0,0.2631578947368421
171533,I'll absolutely keep going to this clinic for my cosmetic treatments.,0,ill absolutely go clinic cosmetic treatment,"['ill', 'ill absolutely', 'ill absolutely go', 'ill absolutely go clinic', 'ill absolutely go clinic cosmetic', 'ill absolutely go clinic cosmetic treatment', 'absolutely', 'absolutely go', 'absolutely go clinic', 'absolutely go clinic cosmetic', 'absolutely go clinic cosmetic treatment', 'go', 'go clinic', 'go clinic cosmetic', 'go clinic cosmetic treatment', 'clinic', 'clinic cosmetic', 'clinic cosmetic treatment', 'cosmetic', 'cosmetic treatment', 'treatment']",0,0,1,0,0,0,0.2631578947368421
133222,voice mail Or transferred 5 times  How is this place even open such an injustice I was vulnerable and Wish I had never come To this clinic,1,voice mail transfer time place open injustice vulnerable wish come clinic,"['voice', 'voice mail', 'voice mail transfer', 'voice mail transfer time', 'voice mail transfer time place', 'voice mail transfer time place open', 'voice mail transfer time place open injustice', 'voice mail transfer time place open injustice vulnerable', 'voice mail transfer time place open injustice vulnerable wish', 'voice mail transfer time place open injustice vulnerable wish come', 'voice mail transfer time place open injustice vulnerable wish come clinic', 'mail', 'mail transfer', 'mail transfer time', 'mail transfer time place', 'mail transfer time place open', 'mail transfer time place open injustice', 'mail transfer time place open injustice vulnerable', 'mail transfer time place open injustice vulnerable wish', 'mail transfer time place open injustice vulnerable wish come', 'mail transfer time place open injustice vulnerable wish come clinic', 'transfer', 'transfer time', 'transfer time place', 'transfer time place open', 'transfer time place open injustice', 'transfer time place open injustice vulnerable', 'transfer time place open injustice vulnerable wish', 'transfer time place open injustice vulnerable wish come', 'transfer time place open injustice vulnerable wish come clinic', 'time', 'time place', 'time place open', 'time place open injustice', 'time place open injustice vulnerable', 'time place open injustice vulnerable wish', 'time place open injustice vulnerable wish come', 'time place open injustice vulnerable wish come clinic', 'place', 'place open', 'place open injustice', 'place open injustice vulnerable', 'place open injustice vulnerable wish', 'place open injustice vulnerable wish come', 'place open injustice vulnerable wish come clinic', 'open', 'open injustice', 'open injustice vulnerable', 'open injustice vulnerable wish', 'open injustice vulnerable wish come', 'open injustice vulnerable wish come clinic', 'injustice', 'injustice vulnerable', 'injustice vulnerable wish', 'injustice vulnerable wish come', 'injustice vulnerable wish come clinic', 'vulnerable', 'vulnerable wish', 'vulnerable wish come', 'vulnerable wish come clinic', 'wish', 'wish come', 'wish come clinic', 'come', 'come clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
