commentId,comment,classification,comment_processed,word_phrase_list,clinic,cold,invite,similarity_score
172754,Clinic could do a better job just updating patients waiting if there will be a delay beyond 15-20 minutes .,1,clinic good job date patient wait delay minute,"['clinic', 'clinic good', 'clinic good job', 'clinic good job date', 'clinic good job date patient', 'clinic good job date patient wait', 'clinic good job date patient wait delay', 'clinic good job date patient wait delay minute', 'good', 'good job', 'good job date', 'good job date patient', 'good job date patient wait', 'good job date patient wait delay', 'good job date patient wait delay minute', 'job', 'job date', 'job date patient', 'job date patient wait', 'job date patient wait delay', 'job date patient wait delay minute', 'date', 'date patient', 'date patient wait', 'date patient wait delay', 'date patient wait delay minute', 'patient', 'patient wait', 'patient wait delay', 'patient wait delay minute', 'wait', 'wait delay', 'wait delay minute', 'delay', 'delay minute', 'minute']",1,0,0,0.5
91220,However I have not found a clinic on par with this so it's been worth the time and expense,0,find clinic par worth time expense,"['find', 'find clinic', 'find clinic par', 'find clinic par worth', 'find clinic par worth time', 'find clinic par worth time expense', 'clinic', 'clinic par', 'clinic par worth', 'clinic par worth time', 'clinic par worth time expense', 'par', 'par worth', 'par worth time', 'par worth time expense', 'worth', 'worth time', 'worth time expense', 'time', 'time expense', 'expense']",1,0,0,0.5
160552,because we were waiting on the clinic to provide us with the documentation that needed signatures in order to proceed.,1,wait clinic provide documentation need signature order proceed,"['wait', 'wait clinic', 'wait clinic provide', 'wait clinic provide documentation', 'wait clinic provide documentation need', 'wait clinic provide documentation need signature', 'wait clinic provide documentation need signature order', 'wait clinic provide documentation need signature order proceed', 'clinic', 'clinic provide', 'clinic provide documentation', 'clinic provide documentation need', 'clinic provide documentation need signature', 'clinic provide documentation need signature order', 'clinic provide documentation need signature order proceed', 'provide', 'provide documentation', 'provide documentation need', 'provide documentation need signature', 'provide documentation need signature order', 'provide documentation need signature order proceed', 'documentation', 'documentation need', 'documentation need signature', 'documentation need signature order', 'documentation need signature order proceed', 'need', 'need signature', 'need signature order', 'need signature order proceed', 'signature', 'signature order', 'signature order proceed', 'order', 'order proceed', 'proceed']",1,0,0,0.5
160230,"Don't trust these roadside ""clinics"" PLEASE invest in your skin and the doctor you choose.",1,trust wayside clinic invest skin doctor choose,"['trust', 'trust wayside', 'trust wayside clinic', 'trust wayside clinic invest', 'trust wayside clinic invest skin', 'trust wayside clinic invest skin doctor', 'trust wayside clinic invest skin doctor choose', 'wayside', 'wayside clinic', 'wayside clinic invest', 'wayside clinic invest skin', 'wayside clinic invest skin doctor', 'wayside clinic invest skin doctor choose', 'clinic', 'clinic invest', 'clinic invest skin', 'clinic invest skin doctor', 'clinic invest skin doctor choose', 'invest', 'invest skin', 'invest skin doctor', 'invest skin doctor choose', 'skin', 'skin doctor', 'skin doctor choose', 'doctor', 'doctor choose', 'choose']",1,0,0,0.5
110241,I walked in and out of his clinic in about an hour then went to work the next day.,0,walk clinic go work,"['walk', 'walk clinic', 'walk clinic go', 'walk clinic go work', 'clinic', 'clinic go', 'clinic go work', 'go', 'go work', 'work']",1,0,0,0.5
171533,I'll absolutely keep going to this clinic for my cosmetic treatments.,0,ill absolutely go clinic cosmetic treatment,"['ill', 'ill absolutely', 'ill absolutely go', 'ill absolutely go clinic', 'ill absolutely go clinic cosmetic', 'ill absolutely go clinic cosmetic treatment', 'absolutely', 'absolutely go', 'absolutely go clinic', 'absolutely go clinic cosmetic', 'absolutely go clinic cosmetic treatment', 'go', 'go clinic', 'go clinic cosmetic', 'go clinic cosmetic treatment', 'clinic', 'clinic cosmetic', 'clinic cosmetic treatment', 'cosmetic', 'cosmetic treatment', 'treatment']",1,0,0,0.5
133222,voice mail Or transferred 5 times  How is this place even open such an injustice I was vulnerable and Wish I had never come To this clinic,1,voice mail transfer time place open injustice vulnerable wish come clinic,"['voice', 'voice mail', 'voice mail transfer', 'voice mail transfer time', 'voice mail transfer time place', 'voice mail transfer time place open', 'voice mail transfer time place open injustice', 'voice mail transfer time place open injustice vulnerable', 'voice mail transfer time place open injustice vulnerable wish', 'voice mail transfer time place open injustice vulnerable wish come', 'voice mail transfer time place open injustice vulnerable wish come clinic', 'mail', 'mail transfer', 'mail transfer time', 'mail transfer time place', 'mail transfer time place open', 'mail transfer time place open injustice', 'mail transfer time place open injustice vulnerable', 'mail transfer time place open injustice vulnerable wish', 'mail transfer time place open injustice vulnerable wish come', 'mail transfer time place open injustice vulnerable wish come clinic', 'transfer', 'transfer time', 'transfer time place', 'transfer time place open', 'transfer time place open injustice', 'transfer time place open injustice vulnerable', 'transfer time place open injustice vulnerable wish', 'transfer time place open injustice vulnerable wish come', 'transfer time place open injustice vulnerable wish come clinic', 'time', 'time place', 'time place open', 'time place open injustice', 'time place open injustice vulnerable', 'time place open injustice vulnerable wish', 'time place open injustice vulnerable wish come', 'time place open injustice vulnerable wish come clinic', 'place', 'place open', 'place open injustice', 'place open injustice vulnerable', 'place open injustice vulnerable wish', 'place open injustice vulnerable wish come', 'place open injustice vulnerable wish come clinic', 'open', 'open injustice', 'open injustice vulnerable', 'open injustice vulnerable wish', 'open injustice vulnerable wish come', 'open injustice vulnerable wish come clinic', 'injustice', 'injustice vulnerable', 'injustice vulnerable wish', 'injustice vulnerable wish come', 'injustice vulnerable wish come clinic', 'vulnerable', 'vulnerable wish', 'vulnerable wish come', 'vulnerable wish come clinic', 'wish', 'wish come', 'wish come clinic', 'come', 'come clinic', 'clinic']",1,0,0,0.5
144104,yet - this clinic was not willing to provide a service and than charge.,1,clinic willing provide service charge,"['clinic', 'clinic willing', 'clinic willing provide', 'clinic willing provide service', 'clinic willing provide service charge', 'willing', 'willing provide', 'willing provide service', 'willing provide service charge', 'provide', 'provide service', 'provide service charge', 'service', 'service charge', 'charge']",1,0,0,0.5
181568,Entering I also notice the lack of care the clinic has on sanitation in the lobby..,1,enter notice lack care clinic sanitation lobby,"['enter', 'enter notice', 'enter notice lack', 'enter notice lack care', 'enter notice lack care clinic', 'enter notice lack care clinic sanitation', 'enter notice lack care clinic sanitation lobby', 'notice', 'notice lack', 'notice lack care', 'notice lack care clinic', 'notice lack care clinic sanitation', 'notice lack care clinic sanitation lobby', 'lack', 'lack care', 'lack care clinic', 'lack care clinic sanitation', 'lack care clinic sanitation lobby', 'care', 'care clinic', 'care clinic sanitation', 'care clinic sanitation lobby', 'clinic', 'clinic sanitation', 'clinic sanitation lobby', 'sanitation', 'sanitation lobby', 'lobby']",1,0,0,0.5
179954,"and get out with disfiguration Save your self from this clinic and runaway before it is too late, if you",1,disfigurement save self clinic runaway late,"['disfigurement', 'disfigurement save', 'disfigurement save self', 'disfigurement save self clinic', 'disfigurement save self clinic runaway', 'disfigurement save self clinic runaway late', 'save', 'save self', 'save self clinic', 'save self clinic runaway', 'save self clinic runaway late', 'self', 'self clinic', 'self clinic runaway', 'self clinic runaway late', 'clinic', 'clinic runaway', 'clinic runaway late', 'runaway', 'runaway late', 'late']",1,0,0,0.5
145516,and a broken back ended up in Campbell clinic two years later never got a diagnosis from him If he,1,break end campbell clinic get diagnosis,"['break', 'break end', 'break end campbell', 'break end campbell clinic', 'break end campbell clinic get', 'break end campbell clinic get diagnosis', 'end', 'end campbell', 'end campbell clinic', 'end campbell clinic get', 'end campbell clinic get diagnosis', 'campbell', 'campbell clinic', 'campbell clinic get', 'campbell clinic get diagnosis', 'clinic', 'clinic get', 'clinic get diagnosis', 'get', 'get diagnosis', 'diagnosis']",1,0,0,0.5
150981,clinic started out good and i got very good care from dr rob who would follow up closely after my visits,0,clinic start good get good care dr rob follow closely visit,"['clinic', 'clinic start', 'clinic start good', 'clinic start good get', 'clinic start good get good', 'clinic start good get good care', 'clinic start good get good care dr', 'clinic start good get good care dr rob', 'clinic start good get good care dr rob follow', 'clinic start good get good care dr rob follow closely', 'clinic start good get good care dr rob follow closely visit', 'start', 'start good', 'start good get', 'start good get good', 'start good get good care', 'start good get good care dr', 'start good get good care dr rob', 'start good get good care dr rob follow', 'start good get good care dr rob follow closely', 'start good get good care dr rob follow closely visit', 'good', 'good get', 'good get good', 'good get good care', 'good get good care dr', 'good get good care dr rob', 'good get good care dr rob follow', 'good get good care dr rob follow closely', 'good get good care dr rob follow closely visit', 'get', 'get good', 'get good care', 'get good care dr', 'get good care dr rob', 'get good care dr rob follow', 'get good care dr rob follow closely', 'get good care dr rob follow closely visit', 'good', 'good care', 'good care dr', 'good care dr rob', 'good care dr rob follow', 'good care dr rob follow closely', 'good care dr rob follow closely visit', 'care', 'care dr', 'care dr rob', 'care dr rob follow', 'care dr rob follow closely', 'care dr rob follow closely visit', 'dr', 'dr rob', 'dr rob follow', 'dr rob follow closely', 'dr rob follow closely visit', 'rob', 'rob follow', 'rob follow closely', 'rob follow closely visit', 'follow', 'follow closely', 'follow closely visit', 'closely', 'closely visit', 'visit']",1,0,0,0.5
151744,The irony is truly that he wasn't even able to attend treatment to this clinic.,1,irony truly able attend treatment clinic,"['irony', 'irony truly', 'irony truly able', 'irony truly able attend', 'irony truly able attend treatment', 'irony truly able attend treatment clinic', 'truly', 'truly able', 'truly able attend', 'truly able attend treatment', 'truly able attend treatment clinic', 'able', 'able attend', 'able attend treatment', 'able attend treatment clinic', 'attend', 'attend treatment', 'attend treatment clinic', 'treatment', 'treatment clinic', 'clinic']",1,0,0,0.5
122449,It?s been by far the best clinic for helping out.,0,far good clinic help,"['far', 'far good', 'far good clinic', 'far good clinic help', 'good', 'good clinic', 'good clinic help', 'clinic', 'clinic help', 'help']",1,0,0,0.5
146146,She stayed with me all night and kept a cold compress on my face each hour.,0,stay keep cold compress face,"['stay', 'stay keep', 'stay keep cold', 'stay keep cold compress', 'stay keep cold compress face', 'keep', 'keep cold', 'keep cold compress', 'keep cold compress face', 'cold', 'cold compress', 'cold compress face', 'compress', 'compress face', 'face']",0,1,0,0.5
69188,The clinic location is easy to get to.,0,clinic location easy,"['clinic', 'clinic location', 'clinic location easy', 'location', 'location easy', 'easy']",1,0,0,0.5
120820,I called the staff once the clinic opened and she directed me to where I needed to be!,0,call staff clinic open direct need,"['call', 'call staff', 'call staff clinic', 'call staff clinic open', 'call staff clinic open direct', 'call staff clinic open direct need', 'staff', 'staff clinic', 'staff clinic open', 'staff clinic open direct', 'staff clinic open direct need', 'clinic', 'clinic open', 'clinic open direct', 'clinic open direct need', 'open', 'open direct', 'open direct need', 'direct', 'direct need', 'need']",1,0,0,0.5
102030,"I have been very impressed with all aspects of this clinic ,from day one, from the front desk to the clinical staff.",0,impress aspect clinic desk clinical staff,"['impress', 'impress aspect', 'impress aspect clinic', 'impress aspect clinic desk', 'impress aspect clinic desk clinical', 'impress aspect clinic desk clinical staff', 'aspect', 'aspect clinic', 'aspect clinic desk', 'aspect clinic desk clinical', 'aspect clinic desk clinical staff', 'clinic', 'clinic desk', 'clinic desk clinical', 'clinic desk clinical staff', 'desk', 'desk clinical', 'desk clinical staff', 'clinical', 'clinical staff', 'staff']",1,0,0,0.5
131908,"Moral of the story, after over a grand spent at this clinic on pointless and painful treatments, trust me and go somewhere else.",1,moral story grand spend clinic painless painful treatment trust,"['moral', 'moral story', 'moral story grand', 'moral story grand spend', 'moral story grand spend clinic', 'moral story grand spend clinic painless', 'moral story grand spend clinic painless painful', 'moral story grand spend clinic painless painful treatment', 'moral story grand spend clinic painless painful treatment trust', 'story', 'story grand', 'story grand spend', 'story grand spend clinic', 'story grand spend clinic painless', 'story grand spend clinic painless painful', 'story grand spend clinic painless painful treatment', 'story grand spend clinic painless painful treatment trust', 'grand', 'grand spend', 'grand spend clinic', 'grand spend clinic painless', 'grand spend clinic painless painful', 'grand spend clinic painless painful treatment', 'grand spend clinic painless painful treatment trust', 'spend', 'spend clinic', 'spend clinic painless', 'spend clinic painless painful', 'spend clinic painless painful treatment', 'spend clinic painless painful treatment trust', 'clinic', 'clinic painless', 'clinic painless painful', 'clinic painless painful treatment', 'clinic painless painful treatment trust', 'painless', 'painless painful', 'painless painful treatment', 'painless painful treatment trust', 'painful', 'painful treatment', 'painful treatment trust', 'treatment', 'treatment trust', 'trust']",1,0,0,0.5
185986,was half way good than my previous technician.She was making suggestions for me to make another trip to the clinic,1,way good previous technicianshe make suggestion trip clinic,"['way', 'way good', 'way good previous', 'way good previous technicianshe', 'way good previous technicianshe make', 'way good previous technicianshe make suggestion', 'way good previous technicianshe make suggestion trip', 'way good previous technicianshe make suggestion trip clinic', 'good', 'good previous', 'good previous technicianshe', 'good previous technicianshe make', 'good previous technicianshe make suggestion', 'good previous technicianshe make suggestion trip', 'good previous technicianshe make suggestion trip clinic', 'previous', 'previous technicianshe', 'previous technicianshe make', 'previous technicianshe make suggestion', 'previous technicianshe make suggestion trip', 'previous technicianshe make suggestion trip clinic', 'technicianshe', 'technicianshe make', 'technicianshe make suggestion', 'technicianshe make suggestion trip', 'technicianshe make suggestion trip clinic', 'make', 'make suggestion', 'make suggestion trip', 'make suggestion trip clinic', 'suggestion', 'suggestion trip', 'suggestion trip clinic', 'trip', 'trip clinic', 'clinic']",1,0,0,0.5
187151,I have been to several pain clinics and always fear just leaving unsatisfied but not at this office.,0,pain clinic fear leave unsatisfied office,"['pain', 'pain clinic', 'pain clinic fear', 'pain clinic fear leave', 'pain clinic fear leave unsatisfied', 'pain clinic fear leave unsatisfied office', 'clinic', 'clinic fear', 'clinic fear leave', 'clinic fear leave unsatisfied', 'clinic fear leave unsatisfied office', 'fear', 'fear leave', 'fear leave unsatisfied', 'fear leave unsatisfied office', 'leave', 'leave unsatisfied', 'leave unsatisfied office', 'unsatisfied', 'unsatisfied office', 'office']",1,0,0,0.5
181964,I'm am a new patient at Heag pain management clinic and feel like I waisted my time and energy coming here.,1,m new patient head pain management clinic feel like waisted time energy come,"['m', 'm new', 'm new patient', 'm new patient head', 'm new patient head pain', 'm new patient head pain management', 'm new patient head pain management clinic', 'm new patient head pain management clinic feel', 'm new patient head pain management clinic feel like', 'm new patient head pain management clinic feel like waisted', 'm new patient head pain management clinic feel like waisted time', 'm new patient head pain management clinic feel like waisted time energy', 'm new patient head pain management clinic feel like waisted time energy come', 'new', 'new patient', 'new patient head', 'new patient head pain', 'new patient head pain management', 'new patient head pain management clinic', 'new patient head pain management clinic feel', 'new patient head pain management clinic feel like', 'new patient head pain management clinic feel like waisted', 'new patient head pain management clinic feel like waisted time', 'new patient head pain management clinic feel like waisted time energy', 'new patient head pain management clinic feel like waisted time energy come', 'patient', 'patient head', 'patient head pain', 'patient head pain management', 'patient head pain management clinic', 'patient head pain management clinic feel', 'patient head pain management clinic feel like', 'patient head pain management clinic feel like waisted', 'patient head pain management clinic feel like waisted time', 'patient head pain management clinic feel like waisted time energy', 'patient head pain management clinic feel like waisted time energy come', 'head', 'head pain', 'head pain management', 'head pain management clinic', 'head pain management clinic feel', 'head pain management clinic feel like', 'head pain management clinic feel like waisted', 'head pain management clinic feel like waisted time', 'head pain management clinic feel like waisted time energy', 'head pain management clinic feel like waisted time energy come', 'pain', 'pain management', 'pain management clinic', 'pain management clinic feel', 'pain management clinic feel like', 'pain management clinic feel like waisted', 'pain management clinic feel like waisted time', 'pain management clinic feel like waisted time energy', 'pain management clinic feel like waisted time energy come', 'management', 'management clinic', 'management clinic feel', 'management clinic feel like', 'management clinic feel like waisted', 'management clinic feel like waisted time', 'management clinic feel like waisted time energy', 'management clinic feel like waisted time energy come', 'clinic', 'clinic feel', 'clinic feel like', 'clinic feel like waisted', 'clinic feel like waisted time', 'clinic feel like waisted time energy', 'clinic feel like waisted time energy come', 'feel', 'feel like', 'feel like waisted', 'feel like waisted time', 'feel like waisted time energy', 'feel like waisted time energy come', 'like', 'like waisted', 'like waisted time', 'like waisted time energy', 'like waisted time energy come', 'waisted', 'waisted time', 'waisted time energy', 'waisted time energy come', 'time', 'time energy', 'time energy come', 'energy', 'energy come', 'come']",1,0,0,0.5
135176,"I have been visiting this clinic for several years, and I have recommended Madison Vein and Laser to family and friends.",0,visit clinic recommend madison vein laser family friend,"['visit', 'visit clinic', 'visit clinic recommend', 'visit clinic recommend madison', 'visit clinic recommend madison vein', 'visit clinic recommend madison vein laser', 'visit clinic recommend madison vein laser family', 'visit clinic recommend madison vein laser family friend', 'clinic', 'clinic recommend', 'clinic recommend madison', 'clinic recommend madison vein', 'clinic recommend madison vein laser', 'clinic recommend madison vein laser family', 'clinic recommend madison vein laser family friend', 'recommend', 'recommend madison', 'recommend madison vein', 'recommend madison vein laser', 'recommend madison vein laser family', 'recommend madison vein laser family friend', 'madison', 'madison vein', 'madison vein laser', 'madison vein laser family', 'madison vein laser family friend', 'vein', 'vein laser', 'vein laser family', 'vein laser family friend', 'laser', 'laser family', 'laser family friend', 'family', 'family friend', 'friend']",1,0,0,0.5
102936,I liked the clinic a lot.,0,like clinic lot,"['like', 'like clinic', 'like clinic lot', 'clinic', 'clinic lot', 'lot']",1,0,0,0.5
