commentId,comment,classification,comment_processed,word_phrase_list,give,give option,option,option avoid,avoid,extra,extra scar,scar,extra cost,cost,similarity_score
72606,"he is always willing to take as much time as necessary to answer questions and offer additional explanations, when requested.",0,willing time necessary answer question offer extra explanation request,"['willing', 'willing time', 'willing time necessary', 'willing time necessary answer', 'willing time necessary answer question', 'willing time necessary answer question offer', 'willing time necessary answer question offer extra', 'willing time necessary answer question offer extra explanation', 'willing time necessary answer question offer extra explanation request', 'time', 'time necessary', 'time necessary answer', 'time necessary answer question', 'time necessary answer question offer', 'time necessary answer question offer extra', 'time necessary answer question offer extra explanation', 'time necessary answer question offer extra explanation request', 'necessary', 'necessary answer', 'necessary answer question', 'necessary answer question offer', 'necessary answer question offer extra', 'necessary answer question offer extra explanation', 'necessary answer question offer extra explanation request', 'answer', 'answer question', 'answer question offer', 'answer question offer extra', 'answer question offer extra explanation', 'answer question offer extra explanation request', 'question', 'question offer', 'question offer extra', 'question offer extra explanation', 'question offer extra explanation request', 'offer', 'offer extra', 'offer extra explanation', 'offer extra explanation request', 'extra', 'extra explanation', 'extra explanation request', 'explanation', 'explanation request', 'request']",0,0,0,0,0,1,0,0,0,0,0.3125
108664,I was surprised that he didn't try to force procedures or products on me and was considerate about moving forward with my options.,0,surprise try force procedure product considerate move forward option,"['surprise', 'surprise try', 'surprise try force', 'surprise try force procedure', 'surprise try force procedure product', 'surprise try force procedure product considerate', 'surprise try force procedure product considerate move', 'surprise try force procedure product considerate move forward', 'surprise try force procedure product considerate move forward option', 'try', 'try force', 'try force procedure', 'try force procedure product', 'try force procedure product considerate', 'try force procedure product considerate move', 'try force procedure product considerate move forward', 'try force procedure product considerate move forward option', 'force', 'force procedure', 'force procedure product', 'force procedure product considerate', 'force procedure product considerate move', 'force procedure product considerate move forward', 'force procedure product considerate move forward option', 'procedure', 'procedure product', 'procedure product considerate', 'procedure product considerate move', 'procedure product considerate move forward', 'procedure product considerate move forward option', 'product', 'product considerate', 'product considerate move', 'product considerate move forward', 'product considerate move forward option', 'considerate', 'considerate move', 'considerate move forward', 'considerate move forward option', 'move', 'move forward', 'move forward option', 'forward', 'forward option', 'option']",0,0,1,0,0,0,0,0,0,0,0.15625
148395,Dr. Bayati gave me the confidence to take my shirt off in public again.,0,give confidence shirt public,"['give', 'give confidence', 'give confidence shirt', 'give confidence shirt public', 'confidence', 'confidence shirt', 'confidence shirt public', 'shirt', 'shirt public', 'public']",1,0,0,0,0,0,0,0,0,0,0.15625
123860,"He told me the scars would be invisible, which was a total lie.",1,tell scar invisible total lie,"['tell', 'tell scar', 'tell scar invisible', 'tell scar invisible total', 'tell scar invisible total lie', 'scar', 'scar invisible', 'scar invisible total', 'scar invisible total lie', 'invisible', 'invisible total', 'invisible total lie', 'total', 'total lie', 'lie']",0,0,0,0,0,0,0,1,0,0,0.15625
104493,He answered all my questions and he has given me the confidence that there are Dr.s out here that care ....,0,answer question give confidence dry care,"['answer', 'answer question', 'answer question give', 'answer question give confidence', 'answer question give confidence dry', 'answer question give confidence dry care', 'question', 'question give', 'question give confidence', 'question give confidence dry', 'question give confidence dry care', 'give', 'give confidence', 'give confidence dry', 'give confidence dry care', 'confidence', 'confidence dry', 'confidence dry care', 'dry', 'dry care', 'care']",1,0,0,0,0,0,0,0,0,0,0.15625
115412,"and scars are still jagged and ""dog eared"" at ends with pockets of fat that should've been liposuctioned.",1,scar jagged dog fear end pocket fat ve liposuctioned,"['scar', 'scar jagged', 'scar jagged dog', 'scar jagged dog fear', 'scar jagged dog fear end', 'scar jagged dog fear end pocket', 'scar jagged dog fear end pocket fat', 'scar jagged dog fear end pocket fat ve', 'scar jagged dog fear end pocket fat ve liposuctioned', 'jagged', 'jagged dog', 'jagged dog fear', 'jagged dog fear end', 'jagged dog fear end pocket', 'jagged dog fear end pocket fat', 'jagged dog fear end pocket fat ve', 'jagged dog fear end pocket fat ve liposuctioned', 'dog', 'dog fear', 'dog fear end', 'dog fear end pocket', 'dog fear end pocket fat', 'dog fear end pocket fat ve', 'dog fear end pocket fat ve liposuctioned', 'fear', 'fear end', 'fear end pocket', 'fear end pocket fat', 'fear end pocket fat ve', 'fear end pocket fat ve liposuctioned', 'end', 'end pocket', 'end pocket fat', 'end pocket fat ve', 'end pocket fat ve liposuctioned', 'pocket', 'pocket fat', 'pocket fat ve', 'pocket fat ve liposuctioned', 'fat', 'fat ve', 'fat ve liposuctioned', 've', 've liposuctioned', 'liposuctioned']",0,0,0,0,0,0,0,1,0,0,0.15625
132864,and as flatt stomach with a big scar ...beside the scar is like he suture a dog ...he is doing,1,flat stomach big scar scar like suture dog,"['flat', 'flat stomach', 'flat stomach big', 'flat stomach big scar', 'flat stomach big scar scar', 'flat stomach big scar scar like', 'flat stomach big scar scar like suture', 'flat stomach big scar scar like suture dog', 'stomach', 'stomach big', 'stomach big scar', 'stomach big scar scar', 'stomach big scar scar like', 'stomach big scar scar like suture', 'stomach big scar scar like suture dog', 'big', 'big scar', 'big scar scar', 'big scar scar like', 'big scar scar like suture', 'big scar scar like suture dog', 'scar', 'scar scar', 'scar scar like', 'scar scar like suture', 'scar scar like suture dog', 'scar', 'scar like', 'scar like suture', 'scar like suture dog', 'like', 'like suture', 'like suture dog', 'suture', 'suture dog', 'dog']",0,0,0,0,0,0,0,1,0,0,0.15625
131649,"I appreciate the openness about costs, it reduces the stress of the whole experience significantly for me to have such open transparency.",0,appreciate openness cost reduce stress experience significantly open transparent,"['appreciate', 'appreciate openness', 'appreciate openness cost', 'appreciate openness cost reduce', 'appreciate openness cost reduce stress', 'appreciate openness cost reduce stress experience', 'appreciate openness cost reduce stress experience significantly', 'appreciate openness cost reduce stress experience significantly open', 'appreciate openness cost reduce stress experience significantly open transparent', 'openness', 'openness cost', 'openness cost reduce', 'openness cost reduce stress', 'openness cost reduce stress experience', 'openness cost reduce stress experience significantly', 'openness cost reduce stress experience significantly open', 'openness cost reduce stress experience significantly open transparent', 'cost', 'cost reduce', 'cost reduce stress', 'cost reduce stress experience', 'cost reduce stress experience significantly', 'cost reduce stress experience significantly open', 'cost reduce stress experience significantly open transparent', 'reduce', 'reduce stress', 'reduce stress experience', 'reduce stress experience significantly', 'reduce stress experience significantly open', 'reduce stress experience significantly open transparent', 'stress', 'stress experience', 'stress experience significantly', 'stress experience significantly open', 'stress experience significantly open transparent', 'experience', 'experience significantly', 'experience significantly open', 'experience significantly open transparent', 'significantly', 'significantly open', 'significantly open transparent', 'open', 'open transparent', 'transparent']",0,0,0,0,0,0,0,0,0,1,0.15625
131122,He gave me the ability to believe in myself by believing in me.,0,give ability believe believe,"['give', 'give ability', 'give ability believe', 'give ability believe believe', 'ability', 'ability believe', 'ability believe believe', 'believe', 'believe believe', 'believe']",1,0,0,0,0,0,0,0,0,0,0.15625
171130,"I've now given this place like $3,000 or so for nothing, that I'm still paying off",1,ve give place like m pay,"['ve', 've give', 've give place', 've give place like', 've give place like m', 've give place like m pay', 'give', 'give place', 'give place like', 'give place like m', 'give place like m pay', 'place', 'place like', 'place like m', 'place like m pay', 'like', 'like m', 'like m pay', 'm', 'm pay', 'pay']",1,0,0,0,0,0,0,0,0,0,0.15625
162498,abs on me and gave me a smaller waist.,0,give small waist,"['give', 'give small', 'give small waist', 'small', 'small waist', 'waist']",1,0,0,0,0,0,0,0,0,0,0.15625
104105,He does not give me an option to change my mind about signing the forms;,1,option change mind sign form,"['option', 'option change', 'option change mind', 'option change mind sign', 'option change mind sign form', 'change', 'change mind', 'change mind sign', 'change mind sign form', 'mind', 'mind sign', 'mind sign form', 'sign', 'sign form', 'form']",0,0,1,0,0,0,0,0,0,0,0.15625
143820,"Lauren gave me all options including possible side effects, expectations and usage.",0,laurel give option include possible effect expectation usage,"['laurel', 'laurel give', 'laurel give option', 'laurel give option include', 'laurel give option include possible', 'laurel give option include possible effect', 'laurel give option include possible effect expectation', 'laurel give option include possible effect expectation usage', 'give', 'give option', 'give option include', 'give option include possible', 'give option include possible effect', 'give option include possible effect expectation', 'give option include possible effect expectation usage', 'option', 'option include', 'option include possible', 'option include possible effect', 'option include possible effect expectation', 'option include possible effect expectation usage', 'include', 'include possible', 'include possible effect', 'include possible effect expectation', 'include possible effect expectation usage', 'possible', 'possible effect', 'possible effect expectation', 'possible effect expectation usage', 'effect', 'effect expectation', 'effect expectation usage', 'expectation', 'expectation usage', 'usage']",1,1,1,0,0,0,0,0,0,0,0.46875
123736,"and gave me over the counter recommendations to fit my poor, college student budget.",0,give counter recommendation fit poor college student budget,"['give', 'give counter', 'give counter recommendation', 'give counter recommendation fit', 'give counter recommendation fit poor', 'give counter recommendation fit poor college', 'give counter recommendation fit poor college student', 'give counter recommendation fit poor college student budget', 'counter', 'counter recommendation', 'counter recommendation fit', 'counter recommendation fit poor', 'counter recommendation fit poor college', 'counter recommendation fit poor college student', 'counter recommendation fit poor college student budget', 'recommendation', 'recommendation fit', 'recommendation fit poor', 'recommendation fit poor college', 'recommendation fit poor college student', 'recommendation fit poor college student budget', 'fit', 'fit poor', 'fit poor college', 'fit poor college student', 'fit poor college student budget', 'poor', 'poor college', 'poor college student', 'poor college student budget', 'college', 'college student', 'college student budget', 'student', 'student budget', 'budget']",1,0,0,0,0,0,0,0,0,0,0.15625
149041,She probes you to ask questions and gives you answers questions you didn't even know you had.,0,professor ask question give answer question know,"['professor', 'professor ask', 'professor ask question', 'professor ask question give', 'professor ask question give answer', 'professor ask question give answer question', 'professor ask question give answer question know', 'ask', 'ask question', 'ask question give', 'ask question give answer', 'ask question give answer question', 'ask question give answer question know', 'question', 'question give', 'question give answer', 'question give answer question', 'question give answer question know', 'give', 'give answer', 'give answer question', 'give answer question know', 'answer', 'answer question', 'answer question know', 'question', 'question know', 'know']",1,0,0,0,0,0,0,0,0,0,0.15625
173360,They were given the challenge of TO SEEK AND DESTROY and they very well did !,0,give challenge seek destroy,"['give', 'give challenge', 'give challenge seek', 'give challenge seek destroy', 'challenge', 'challenge seek', 'challenge seek destroy', 'seek', 'seek destroy', 'destroy']",1,0,0,0,0,0,0,0,0,0,0.15625
115519,and he was very thorough in providing me with the options I had to relieve the pain in my neck and shoulder.,0,thorough provide option relieve pain neck shoulder,"['thorough', 'thorough provide', 'thorough provide option', 'thorough provide option relieve', 'thorough provide option relieve pain', 'thorough provide option relieve pain neck', 'thorough provide option relieve pain neck shoulder', 'provide', 'provide option', 'provide option relieve', 'provide option relieve pain', 'provide option relieve pain neck', 'provide option relieve pain neck shoulder', 'option', 'option relieve', 'option relieve pain', 'option relieve pain neck', 'option relieve pain neck shoulder', 'relieve', 'relieve pain', 'relieve pain neck', 'relieve pain neck shoulder', 'pain', 'pain neck', 'pain neck shoulder', 'neck', 'neck shoulder', 'shoulder']",0,0,1,0,0,0,0,0,0,0,0.15625
125621,They create a nice sense of community within the practice by hosting open yoga and meditation/mindfulness classes.,0,create nice sense community practice cost open meditationmindfulness class,"['create', 'create nice', 'create nice sense', 'create nice sense community', 'create nice sense community practice', 'create nice sense community practice cost', 'create nice sense community practice cost open', 'create nice sense community practice cost open meditationmindfulness', 'create nice sense community practice cost open meditationmindfulness class', 'nice', 'nice sense', 'nice sense community', 'nice sense community practice', 'nice sense community practice cost', 'nice sense community practice cost open', 'nice sense community practice cost open meditationmindfulness', 'nice sense community practice cost open meditationmindfulness class', 'sense', 'sense community', 'sense community practice', 'sense community practice cost', 'sense community practice cost open', 'sense community practice cost open meditationmindfulness', 'sense community practice cost open meditationmindfulness class', 'community', 'community practice', 'community practice cost', 'community practice cost open', 'community practice cost open meditationmindfulness', 'community practice cost open meditationmindfulness class', 'practice', 'practice cost', 'practice cost open', 'practice cost open meditationmindfulness', 'practice cost open meditationmindfulness class', 'cost', 'cost open', 'cost open meditationmindfulness', 'cost open meditationmindfulness class', 'open', 'open meditationmindfulness', 'open meditationmindfulness class', 'meditationmindfulness', 'meditationmindfulness class', 'class']",0,0,0,0,0,0,0,0,0,1,0.15625
122166,They have always been transparent about costs and everything that is going to happen and they are usually available for questions or concerns.,0,transparent cost go happen normally available question concern,"['transparent', 'transparent cost', 'transparent cost go', 'transparent cost go happen', 'transparent cost go happen normally', 'transparent cost go happen normally available', 'transparent cost go happen normally available question', 'transparent cost go happen normally available question concern', 'cost', 'cost go', 'cost go happen', 'cost go happen normally', 'cost go happen normally available', 'cost go happen normally available question', 'cost go happen normally available question concern', 'go', 'go happen', 'go happen normally', 'go happen normally available', 'go happen normally available question', 'go happen normally available question concern', 'happen', 'happen normally', 'happen normally available', 'happen normally available question', 'happen normally available question concern', 'normally', 'normally available', 'normally available question', 'normally available question concern', 'available', 'available question', 'available question concern', 'question', 'question concern', 'concern']",0,0,0,0,0,0,0,0,0,1,0.15625
94894,"One of the few doctors I've met, that actually gives a dam.",0,doctor ve meet actually give dam,"['doctor', 'doctor ve', 'doctor ve meet', 'doctor ve meet actually', 'doctor ve meet actually give', 'doctor ve meet actually give dam', 've', 've meet', 've meet actually', 've meet actually give', 've meet actually give dam', 'meet', 'meet actually', 'meet actually give', 'meet actually give dam', 'actually', 'actually give', 'actually give dam', 'give', 'give dam', 'dam']",1,0,0,0,0,0,0,0,0,0,0.15625
104609,Dr Parker corrected surgery area for me and gave me further successful nerve release surgeries.,0,correct surgery area give successful nerve release forgery,"['correct', 'correct surgery', 'correct surgery area', 'correct surgery area give', 'correct surgery area give successful', 'correct surgery area give successful nerve', 'correct surgery area give successful nerve release', 'correct surgery area give successful nerve release forgery', 'surgery', 'surgery area', 'surgery area give', 'surgery area give successful', 'surgery area give successful nerve', 'surgery area give successful nerve release', 'surgery area give successful nerve release forgery', 'area', 'area give', 'area give successful', 'area give successful nerve', 'area give successful nerve release', 'area give successful nerve release forgery', 'give', 'give successful', 'give successful nerve', 'give successful nerve release', 'give successful nerve release forgery', 'successful', 'successful nerve', 'successful nerve release', 'successful nerve release forgery', 'nerve', 'nerve release', 'nerve release forgery', 'release', 'release forgery', 'forgery']",1,0,0,0,0,0,0,0,0,0,0.15625
158355,"I spent 5 weeks and several hours plus $2900 for a service that gave no results, and",1,spend plus service give result,"['spend', 'spend plus', 'spend plus service', 'spend plus service give', 'spend plus service give result', 'plus', 'plus service', 'plus service give', 'plus service give result', 'service', 'service give', 'service give result', 'give', 'give result', 'result']",1,0,0,0,0,0,0,0,0,0,0.15625
170523,Best avoided.,1,good avoid,"['good', 'good avoid', 'avoid']",0,0,0,0,1,0,0,0,0,0,0.15625
83694,and no more extra skin on my stomach.,0,extra skin stomach,"['extra', 'extra skin', 'extra skin stomach', 'skin', 'skin stomach', 'stomach']",0,0,0,0,0,1,0,0,0,0,0.3125
