commentId,comment,classification,comment_processed,word_phrase_list,quote,cost,cost involve,involve,claim,important,important patient,patient,similarity_score
140801,"His entire staff and office reflect a welcoming culture of medical excellence, patient comfort, and genuine concern.",0,entire staff office reflect welcome culture medical excellence patient comfort genuine concern,"['entire', 'entire staff', 'entire staff office', 'entire staff office reflect', 'entire staff office reflect welcome', 'entire staff office reflect welcome culture', 'entire staff office reflect welcome culture medical', 'entire staff office reflect welcome culture medical excellence', 'entire staff office reflect welcome culture medical excellence patient', 'entire staff office reflect welcome culture medical excellence patient comfort', 'entire staff office reflect welcome culture medical excellence patient comfort genuine', 'entire staff office reflect welcome culture medical excellence patient comfort genuine concern', 'staff', 'staff office', 'staff office reflect', 'staff office reflect welcome', 'staff office reflect welcome culture', 'staff office reflect welcome culture medical', 'staff office reflect welcome culture medical excellence', 'staff office reflect welcome culture medical excellence patient', 'staff office reflect welcome culture medical excellence patient comfort', 'staff office reflect welcome culture medical excellence patient comfort genuine', 'staff office reflect welcome culture medical excellence patient comfort genuine concern', 'office', 'office reflect', 'office reflect welcome', 'office reflect welcome culture', 'office reflect welcome culture medical', 'office reflect welcome culture medical excellence', 'office reflect welcome culture medical excellence patient', 'office reflect welcome culture medical excellence patient comfort', 'office reflect welcome culture medical excellence patient comfort genuine', 'office reflect welcome culture medical excellence patient comfort genuine concern', 'reflect', 'reflect welcome', 'reflect welcome culture', 'reflect welcome culture medical', 'reflect welcome culture medical excellence', 'reflect welcome culture medical excellence patient', 'reflect welcome culture medical excellence patient comfort', 'reflect welcome culture medical excellence patient comfort genuine', 'reflect welcome culture medical excellence patient comfort genuine concern', 'welcome', 'welcome culture', 'welcome culture medical', 'welcome culture medical excellence', 'welcome culture medical excellence patient', 'welcome culture medical excellence patient comfort', 'welcome culture medical excellence patient comfort genuine', 'welcome culture medical excellence patient comfort genuine concern', 'culture', 'culture medical', 'culture medical excellence', 'culture medical excellence patient', 'culture medical excellence patient comfort', 'culture medical excellence patient comfort genuine', 'culture medical excellence patient comfort genuine concern', 'medical', 'medical excellence', 'medical excellence patient', 'medical excellence patient comfort', 'medical excellence patient comfort genuine', 'medical excellence patient comfort genuine concern', 'excellence', 'excellence patient', 'excellence patient comfort', 'excellence patient comfort genuine', 'excellence patient comfort genuine concern', 'patient', 'patient comfort', 'patient comfort genuine', 'patient comfort genuine concern', 'comfort', 'comfort genuine', 'comfort genuine concern', 'genuine', 'genuine concern', 'concern']",0,0,0,0,0,0,0,1,0.2
108236,I never thought about how important a smile is until Dr. Mazhari did her magic to my teeth.,0,think important smile magic tooth,"['think', 'think important', 'think important smile', 'think important smile magic', 'think important smile magic tooth', 'important', 'important smile', 'important smile magic', 'important smile magic tooth', 'smile', 'smile magic', 'smile magic tooth', 'magic', 'magic tooth', 'tooth']",0,0,0,0,0,1,0,0,0.2
115520,"Not only was the procedure a fairly easy one that was merely out patient, it also worked amazingly.",0,procedure fairly easy merely patient work amazingly,"['procedure', 'procedure fairly', 'procedure fairly easy', 'procedure fairly easy merely', 'procedure fairly easy merely patient', 'procedure fairly easy merely patient work', 'procedure fairly easy merely patient work amazingly', 'fairly', 'fairly easy', 'fairly easy merely', 'fairly easy merely patient', 'fairly easy merely patient work', 'fairly easy merely patient work amazingly', 'easy', 'easy merely', 'easy merely patient', 'easy merely patient work', 'easy merely patient work amazingly', 'merely', 'merely patient', 'merely patient work', 'merely patient work amazingly', 'patient', 'patient work', 'patient work amazingly', 'work', 'work amazingly', 'amazingly']",0,0,0,0,0,0,0,1,0.2
166832,"a Doctor who would tolerate his staff bullying a patient? "" Scary right?",1,doctor tolerate staff build patient scar right,"['doctor', 'doctor tolerate', 'doctor tolerate staff', 'doctor tolerate staff build', 'doctor tolerate staff build patient', 'doctor tolerate staff build patient scar', 'doctor tolerate staff build patient scar right', 'tolerate', 'tolerate staff', 'tolerate staff build', 'tolerate staff build patient', 'tolerate staff build patient scar', 'tolerate staff build patient scar right', 'staff', 'staff build', 'staff build patient', 'staff build patient scar', 'staff build patient scar right', 'build', 'build patient', 'build patient scar', 'build patient scar right', 'patient', 'patient scar', 'patient scar right', 'scar', 'scar right', 'right']",0,0,0,0,0,0,0,1,0.2
79028,"Staff as well, Viri and Mariela, were very patient with me and answered numerous calls",0,staff eight patient answer numerous call,"['staff', 'staff eight', 'staff eight patient', 'staff eight patient answer', 'staff eight patient answer numerous', 'staff eight patient answer numerous call', 'eight', 'eight patient', 'eight patient answer', 'eight patient answer numerous', 'eight patient answer numerous call', 'patient', 'patient answer', 'patient answer numerous', 'patient answer numerous call', 'answer', 'answer numerous', 'answer numerous call', 'numerous', 'numerous call', 'call']",0,0,0,0,0,0,0,1,0.2
57685,Know about the patient better.,1,know patient good,"['know', 'know patient', 'know patient good', 'patient', 'patient good', 'good']",0,0,0,0,0,0,0,1,0.2
63103,"He's a very nice, patient, and understanding doctor.",0,s nice patient understanding doctor,"['s', 's nice', 's nice patient', 's nice patient understanding', 's nice patient understanding doctor', 'nice', 'nice patient', 'nice patient understanding', 'nice patient understanding doctor', 'patient', 'patient understanding', 'patient understanding doctor', 'understanding', 'understanding doctor', 'doctor']",0,0,0,0,0,0,0,1,0.2
60510,"Personality, knowledge, thoroughness and availability through patient gateway.",0,personality cognition thoroughness handiness patient gateway,"['personality', 'personality cognition', 'personality cognition thoroughness', 'personality cognition thoroughness handiness', 'personality cognition thoroughness handiness patient', 'personality cognition thoroughness handiness patient gateway', 'cognition', 'cognition thoroughness', 'cognition thoroughness handiness', 'cognition thoroughness handiness patient', 'cognition thoroughness handiness patient gateway', 'thoroughness', 'thoroughness handiness', 'thoroughness handiness patient', 'thoroughness handiness patient gateway', 'handiness', 'handiness patient', 'handiness patient gateway', 'patient', 'patient gateway', 'gateway']",0,0,0,0,0,0,0,1,0.2
100515,"Donna is a wonderful PA, she shows lots of interest and concerns for her patients.",0,fantastic pa show lot interest concern patient,"['fantastic', 'fantastic pa', 'fantastic pa show', 'fantastic pa show lot', 'fantastic pa show lot interest', 'fantastic pa show lot interest concern', 'fantastic pa show lot interest concern patient', 'pa', 'pa show', 'pa show lot', 'pa show lot interest', 'pa show lot interest concern', 'pa show lot interest concern patient', 'show', 'show lot', 'show lot interest', 'show lot interest concern', 'show lot interest concern patient', 'lot', 'lot interest', 'lot interest concern', 'lot interest concern patient', 'interest', 'interest concern', 'interest concern patient', 'concern', 'concern patient', 'patient']",0,0,0,0,0,0,0,1,0.2
91410,"Unfortunately, I expect a professional health-care office be able to provide accurate insurance information to patients.",1,unfortunately expect professional healthcare office able provide accurate insurance information patient,"['unfortunately', 'unfortunately expect', 'unfortunately expect professional', 'unfortunately expect professional healthcare', 'unfortunately expect professional healthcare office', 'unfortunately expect professional healthcare office able', 'unfortunately expect professional healthcare office able provide', 'unfortunately expect professional healthcare office able provide accurate', 'unfortunately expect professional healthcare office able provide accurate insurance', 'unfortunately expect professional healthcare office able provide accurate insurance information', 'unfortunately expect professional healthcare office able provide accurate insurance information patient', 'expect', 'expect professional', 'expect professional healthcare', 'expect professional healthcare office', 'expect professional healthcare office able', 'expect professional healthcare office able provide', 'expect professional healthcare office able provide accurate', 'expect professional healthcare office able provide accurate insurance', 'expect professional healthcare office able provide accurate insurance information', 'expect professional healthcare office able provide accurate insurance information patient', 'professional', 'professional healthcare', 'professional healthcare office', 'professional healthcare office able', 'professional healthcare office able provide', 'professional healthcare office able provide accurate', 'professional healthcare office able provide accurate insurance', 'professional healthcare office able provide accurate insurance information', 'professional healthcare office able provide accurate insurance information patient', 'healthcare', 'healthcare office', 'healthcare office able', 'healthcare office able provide', 'healthcare office able provide accurate', 'healthcare office able provide accurate insurance', 'healthcare office able provide accurate insurance information', 'healthcare office able provide accurate insurance information patient', 'office', 'office able', 'office able provide', 'office able provide accurate', 'office able provide accurate insurance', 'office able provide accurate insurance information', 'office able provide accurate insurance information patient', 'able', 'able provide', 'able provide accurate', 'able provide accurate insurance', 'able provide accurate insurance information', 'able provide accurate insurance information patient', 'provide', 'provide accurate', 'provide accurate insurance', 'provide accurate insurance information', 'provide accurate insurance information patient', 'accurate', 'accurate insurance', 'accurate insurance information', 'accurate insurance information patient', 'insurance', 'insurance information', 'insurance information patient', 'information', 'information patient', 'patient']",0,0,0,0,0,0,0,1,0.2
144145,but visible abdominal scarring and health issues...the health issues cost me thousands of dollars to assess and treat..which I still,1,visible abdominal scar health issuesthe health issue cost ass treatwhich,"['visible', 'visible abdominal', 'visible abdominal scar', 'visible abdominal scar health', 'visible abdominal scar health issuesthe', 'visible abdominal scar health issuesthe health', 'visible abdominal scar health issuesthe health issue', 'visible abdominal scar health issuesthe health issue cost', 'visible abdominal scar health issuesthe health issue cost ass', 'visible abdominal scar health issuesthe health issue cost ass treatwhich', 'abdominal', 'abdominal scar', 'abdominal scar health', 'abdominal scar health issuesthe', 'abdominal scar health issuesthe health', 'abdominal scar health issuesthe health issue', 'abdominal scar health issuesthe health issue cost', 'abdominal scar health issuesthe health issue cost ass', 'abdominal scar health issuesthe health issue cost ass treatwhich', 'scar', 'scar health', 'scar health issuesthe', 'scar health issuesthe health', 'scar health issuesthe health issue', 'scar health issuesthe health issue cost', 'scar health issuesthe health issue cost ass', 'scar health issuesthe health issue cost ass treatwhich', 'health', 'health issuesthe', 'health issuesthe health', 'health issuesthe health issue', 'health issuesthe health issue cost', 'health issuesthe health issue cost ass', 'health issuesthe health issue cost ass treatwhich', 'issuesthe', 'issuesthe health', 'issuesthe health issue', 'issuesthe health issue cost', 'issuesthe health issue cost ass', 'issuesthe health issue cost ass treatwhich', 'health', 'health issue', 'health issue cost', 'health issue cost ass', 'health issue cost ass treatwhich', 'issue', 'issue cost', 'issue cost ass', 'issue cost ass treatwhich', 'cost', 'cost ass', 'cost ass treatwhich', 'ass', 'ass treatwhich', 'treatwhich']",0,1,0,0,0,0,0,0,0.2
147840,"This man has a problem with listening to what the patient wants, if you try to say something he rudely",1,man problem listen patient want try impolitely,"['man', 'man problem', 'man problem listen', 'man problem listen patient', 'man problem listen patient want', 'man problem listen patient want try', 'man problem listen patient want try impolitely', 'problem', 'problem listen', 'problem listen patient', 'problem listen patient want', 'problem listen patient want try', 'problem listen patient want try impolitely', 'listen', 'listen patient', 'listen patient want', 'listen patient want try', 'listen patient want try impolitely', 'patient', 'patient want', 'patient want try', 'patient want try impolitely', 'want', 'want try', 'want try impolitely', 'try', 'try impolitely', 'impolitely']",0,0,0,0,0,0,0,1,0.2
80186,He obviously doesn't care about his patients.,1,obviously care patient,"['obviously', 'obviously care', 'obviously care patient', 'care', 'care patient', 'patient']",0,0,0,0,0,0,0,1,0.2
156211,and assess my health are a true testament to the level of care The Clinic for Plastic Surgery provides for patients.,0,ass health true testament level care clinic plastic surgery provide patient,"['ass', 'ass health', 'ass health true', 'ass health true testament', 'ass health true testament level', 'ass health true testament level care', 'ass health true testament level care clinic', 'ass health true testament level care clinic plastic', 'ass health true testament level care clinic plastic surgery', 'ass health true testament level care clinic plastic surgery provide', 'ass health true testament level care clinic plastic surgery provide patient', 'health', 'health true', 'health true testament', 'health true testament level', 'health true testament level care', 'health true testament level care clinic', 'health true testament level care clinic plastic', 'health true testament level care clinic plastic surgery', 'health true testament level care clinic plastic surgery provide', 'health true testament level care clinic plastic surgery provide patient', 'true', 'true testament', 'true testament level', 'true testament level care', 'true testament level care clinic', 'true testament level care clinic plastic', 'true testament level care clinic plastic surgery', 'true testament level care clinic plastic surgery provide', 'true testament level care clinic plastic surgery provide patient', 'testament', 'testament level', 'testament level care', 'testament level care clinic', 'testament level care clinic plastic', 'testament level care clinic plastic surgery', 'testament level care clinic plastic surgery provide', 'testament level care clinic plastic surgery provide patient', 'level', 'level care', 'level care clinic', 'level care clinic plastic', 'level care clinic plastic surgery', 'level care clinic plastic surgery provide', 'level care clinic plastic surgery provide patient', 'care', 'care clinic', 'care clinic plastic', 'care clinic plastic surgery', 'care clinic plastic surgery provide', 'care clinic plastic surgery provide patient', 'clinic', 'clinic plastic', 'clinic plastic surgery', 'clinic plastic surgery provide', 'clinic plastic surgery provide patient', 'plastic', 'plastic surgery', 'plastic surgery provide', 'plastic surgery provide patient', 'surgery', 'surgery provide', 'surgery provide patient', 'provide', 'provide patient', 'patient']",0,0,0,0,0,0,0,1,0.2
122165,The best staff members The best patient communication portal.,0,good staff member good patient communication portal,"['good', 'good staff', 'good staff member', 'good staff member good', 'good staff member good patient', 'good staff member good patient communication', 'good staff member good patient communication portal', 'staff', 'staff member', 'staff member good', 'staff member good patient', 'staff member good patient communication', 'staff member good patient communication portal', 'member', 'member good', 'member good patient', 'member good patient communication', 'member good patient communication portal', 'good', 'good patient', 'good patient communication', 'good patient communication portal', 'patient', 'patient communication', 'patient communication portal', 'communication', 'communication portal', 'portal']",0,0,0,0,0,0,0,1,0.2
158463,Joh was so patient in waiting for me to select the frames that I liked.,0,ohio patient wait select frame like,"['ohio', 'ohio patient', 'ohio patient wait', 'ohio patient wait select', 'ohio patient wait select frame', 'ohio patient wait select frame like', 'patient', 'patient wait', 'patient wait select', 'patient wait select frame', 'patient wait select frame like', 'wait', 'wait select', 'wait select frame', 'wait select frame like', 'select', 'select frame', 'select frame like', 'frame', 'frame like', 'like']",0,0,0,0,0,0,0,1,0.2
97253,and I venture to say she is the finest Austin has had the good fortune to claim!,0,venture fine austin good fortune claim,"['venture', 'venture fine', 'venture fine austin', 'venture fine austin good', 'venture fine austin good fortune', 'venture fine austin good fortune claim', 'fine', 'fine austin', 'fine austin good', 'fine austin good fortune', 'fine austin good fortune claim', 'austin', 'austin good', 'austin good fortune', 'austin good fortune claim', 'good', 'good fortune', 'good fortune claim', 'fortune', 'fortune claim', 'claim']",0,0,0,0,1,0,0,0,0.2
135784,Went in as a new patient and will definitely return.,0,go new patient decidedly return,"['go', 'go new', 'go new patient', 'go new patient decidedly', 'go new patient decidedly return', 'new', 'new patient', 'new patient decidedly', 'new patient decidedly return', 'patient', 'patient decidedly', 'patient decidedly return', 'decidedly', 'decidedly return', 'return']",0,0,0,0,0,0,0,1,0.2
141681,Dr. McGowan was courteous and patient in answering questions and presenting the results.,0,courteous patient answer question present result,"['courteous', 'courteous patient', 'courteous patient answer', 'courteous patient answer question', 'courteous patient answer question present', 'courteous patient answer question present result', 'patient', 'patient answer', 'patient answer question', 'patient answer question present', 'patient answer question present result', 'answer', 'answer question', 'answer question present', 'answer question present result', 'question', 'question present', 'question present result', 'present', 'present result', 'result']",0,0,0,0,0,0,0,1,0.2
115690,"However, the praise that my patients always reported back to me about their experience with Dr. Gross was quite deserved.",0,praise patient report experience deserve,"['praise', 'praise patient', 'praise patient report', 'praise patient report experience', 'praise patient report experience deserve', 'patient', 'patient report', 'patient report experience', 'patient report experience deserve', 'report', 'report experience', 'report experience deserve', 'experience', 'experience deserve', 'deserve']",0,0,0,0,0,0,0,1,0.2
173878,"Tried to tell me and other patients in the waiting room, (which has the hardest chairs imaginable",1,try tell patient wait room hard chair conceivable,"['try', 'try tell', 'try tell patient', 'try tell patient wait', 'try tell patient wait room', 'try tell patient wait room hard', 'try tell patient wait room hard chair', 'try tell patient wait room hard chair conceivable', 'tell', 'tell patient', 'tell patient wait', 'tell patient wait room', 'tell patient wait room hard', 'tell patient wait room hard chair', 'tell patient wait room hard chair conceivable', 'patient', 'patient wait', 'patient wait room', 'patient wait room hard', 'patient wait room hard chair', 'patient wait room hard chair conceivable', 'wait', 'wait room', 'wait room hard', 'wait room hard chair', 'wait room hard chair conceivable', 'room', 'room hard', 'room hard chair', 'room hard chair conceivable', 'hard', 'hard chair', 'hard chair conceivable', 'chair', 'chair conceivable', 'conceivable']",0,0,0,0,0,0,0,1,0.2
96548,"and very practical in his treatment style, which is important to me.",0,practical treatment style important,"['practical', 'practical treatment', 'practical treatment style', 'practical treatment style important', 'treatment', 'treatment style', 'treatment style important', 'style', 'style important', 'important']",0,0,0,0,0,1,0,0,0.2
131088,"Don?t make people wait, to only do absolutely nothing to help sick patients (as",1,people wait absolutely help sick patient,"['people', 'people wait', 'people wait absolutely', 'people wait absolutely help', 'people wait absolutely help sick', 'people wait absolutely help sick patient', 'wait', 'wait absolutely', 'wait absolutely help', 'wait absolutely help sick', 'wait absolutely help sick patient', 'absolutely', 'absolutely help', 'absolutely help sick', 'absolutely help sick patient', 'help', 'help sick', 'help sick patient', 'sick', 'sick patient', 'patient']",0,0,0,0,0,0,0,1,0.2
104631,I had a problem with one eye and Dr. Angrist saw me right away even though I was a new patient.,0,problem eye see right away new patient,"['problem', 'problem eye', 'problem eye see', 'problem eye see right', 'problem eye see right away', 'problem eye see right away new', 'problem eye see right away new patient', 'eye', 'eye see', 'eye see right', 'eye see right away', 'eye see right away new', 'eye see right away new patient', 'see', 'see right', 'see right away', 'see right away new', 'see right away new patient', 'right', 'right away', 'right away new', 'right away new patient', 'away', 'away new', 'away new patient', 'new', 'new patient', 'patient']",0,0,0,0,0,0,0,1,0.2
114547,and obviously her being on her cell phone was more important than getting me the patient taken care of and on my way.,1,obviously cell phone important get patient take care way,"['obviously', 'obviously cell', 'obviously cell phone', 'obviously cell phone important', 'obviously cell phone important get', 'obviously cell phone important get patient', 'obviously cell phone important get patient take', 'obviously cell phone important get patient take care', 'obviously cell phone important get patient take care way', 'cell', 'cell phone', 'cell phone important', 'cell phone important get', 'cell phone important get patient', 'cell phone important get patient take', 'cell phone important get patient take care', 'cell phone important get patient take care way', 'phone', 'phone important', 'phone important get', 'phone important get patient', 'phone important get patient take', 'phone important get patient take care', 'phone important get patient take care way', 'important', 'important get', 'important get patient', 'important get patient take', 'important get patient take care', 'important get patient take care way', 'get', 'get patient', 'get patient take', 'get patient take care', 'get patient take care way', 'patient', 'patient take', 'patient take care', 'patient take care way', 'take', 'take care', 'take care way', 'care', 'care way', 'way']",0,0,0,0,0,1,0,1,0.3999999999999999
69610,"Dr is very knowledgeable, patient and did a wonderful job with my procedure.",0,dr knowledgeable patient fantastic job procedure,"['dr', 'dr knowledgeable', 'dr knowledgeable patient', 'dr knowledgeable patient fantastic', 'dr knowledgeable patient fantastic job', 'dr knowledgeable patient fantastic job procedure', 'knowledgeable', 'knowledgeable patient', 'knowledgeable patient fantastic', 'knowledgeable patient fantastic job', 'knowledgeable patient fantastic job procedure', 'patient', 'patient fantastic', 'patient fantastic job', 'patient fantastic job procedure', 'fantastic', 'fantastic job', 'fantastic job procedure', 'job', 'job procedure', 'procedure']",0,0,0,0,0,0,0,1,0.2
151283,"and obvious AFTER my surgery .I had been a favorite patient up until I told him I was worse, not better.",1,obvious surgery favorite patient tell bad good,"['obvious', 'obvious surgery', 'obvious surgery favorite', 'obvious surgery favorite patient', 'obvious surgery favorite patient tell', 'obvious surgery favorite patient tell bad', 'obvious surgery favorite patient tell bad good', 'surgery', 'surgery favorite', 'surgery favorite patient', 'surgery favorite patient tell', 'surgery favorite patient tell bad', 'surgery favorite patient tell bad good', 'favorite', 'favorite patient', 'favorite patient tell', 'favorite patient tell bad', 'favorite patient tell bad good', 'patient', 'patient tell', 'patient tell bad', 'patient tell bad good', 'tell', 'tell bad', 'tell bad good', 'bad', 'bad good', 'good']",0,0,0,0,0,0,0,1,0.2
142893,Dr Rich is the most conscientious and caring doctor a patient can ask for.,0,conscientious dare doctor patient ask,"['conscientious', 'conscientious dare', 'conscientious dare doctor', 'conscientious dare doctor patient', 'conscientious dare doctor patient ask', 'dare', 'dare doctor', 'dare doctor patient', 'dare doctor patient ask', 'doctor', 'doctor patient', 'doctor patient ask', 'patient', 'patient ask', 'ask']",0,0,0,0,0,0,0,1,0.2
129766,"In the real world, patients don't have to pay the difference of negotiated rate.",1,real world patient pay difference negociate rate,"['real', 'real world', 'real world patient', 'real world patient pay', 'real world patient pay difference', 'real world patient pay difference negociate', 'real world patient pay difference negociate rate', 'world', 'world patient', 'world patient pay', 'world patient pay difference', 'world patient pay difference negociate', 'world patient pay difference negociate rate', 'patient', 'patient pay', 'patient pay difference', 'patient pay difference negociate', 'patient pay difference negociate rate', 'pay', 'pay difference', 'pay difference negociate', 'pay difference negociate rate', 'difference', 'difference negociate', 'difference negociate rate', 'negociate', 'negociate rate', 'rate']",0,0,0,0,0,0,0,1,0.2
175338,"I am a current patient of Brittany Mitchell's and have had the worst experience with her prescription coordinator, Christina.",1,current patient bretagne mitchell bad experience prescription coordinate christian,"['current', 'current patient', 'current patient bretagne', 'current patient bretagne mitchell', 'current patient bretagne mitchell bad', 'current patient bretagne mitchell bad experience', 'current patient bretagne mitchell bad experience prescription', 'current patient bretagne mitchell bad experience prescription coordinate', 'current patient bretagne mitchell bad experience prescription coordinate christian', 'patient', 'patient bretagne', 'patient bretagne mitchell', 'patient bretagne mitchell bad', 'patient bretagne mitchell bad experience', 'patient bretagne mitchell bad experience prescription', 'patient bretagne mitchell bad experience prescription coordinate', 'patient bretagne mitchell bad experience prescription coordinate christian', 'bretagne', 'bretagne mitchell', 'bretagne mitchell bad', 'bretagne mitchell bad experience', 'bretagne mitchell bad experience prescription', 'bretagne mitchell bad experience prescription coordinate', 'bretagne mitchell bad experience prescription coordinate christian', 'mitchell', 'mitchell bad', 'mitchell bad experience', 'mitchell bad experience prescription', 'mitchell bad experience prescription coordinate', 'mitchell bad experience prescription coordinate christian', 'bad', 'bad experience', 'bad experience prescription', 'bad experience prescription coordinate', 'bad experience prescription coordinate christian', 'experience', 'experience prescription', 'experience prescription coordinate', 'experience prescription coordinate christian', 'prescription', 'prescription coordinate', 'prescription coordinate christian', 'coordinate', 'coordinate christian', 'christian']",0,0,0,0,0,0,0,1,0.2
83401,He didn't treat me like just another patient.,0,treat like patient,"['treat', 'treat like', 'treat like patient', 'like', 'like patient', 'patient']",0,0,0,0,0,0,0,1,0.2
61846,"Dedicated, easy to understand and takes time with his patients.",0,dedicate easy understand take time patient,"['dedicate', 'dedicate easy', 'dedicate easy understand', 'dedicate easy understand take', 'dedicate easy understand take time', 'dedicate easy understand take time patient', 'easy', 'easy understand', 'easy understand take', 'easy understand take time', 'easy understand take time patient', 'understand', 'understand take', 'understand take time', 'understand take time patient', 'take', 'take time', 'take time patient', 'time', 'time patient', 'patient']",0,0,0,0,0,0,0,1,0.2
87072,The office is staffed with exceptional professionals who always put the needs of patients first.,0,office stuff exceptional professional need patient,"['office', 'office stuff', 'office stuff exceptional', 'office stuff exceptional professional', 'office stuff exceptional professional need', 'office stuff exceptional professional need patient', 'stuff', 'stuff exceptional', 'stuff exceptional professional', 'stuff exceptional professional need', 'stuff exceptional professional need patient', 'exceptional', 'exceptional professional', 'exceptional professional need', 'exceptional professional need patient', 'professional', 'professional need', 'professional need patient', 'need', 'need patient', 'patient']",0,0,0,0,0,0,0,1,0.2
